YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2013,1,0,22792,Peter Hanson,66.0,66,1
2013,1,0,21961,Charles Howell III,66.0,66,1
2013,1,0,10860,Justin Leonard,66.0,66,1
2013,1,0,32150,Michael Thompson,66.0,66,1
2013,5,0,28089,Jason Day,66.5,133,2
2013,5,0,24490,George McNeill,66.5,133,2
2013,7,0,28259,Sangmoon Bae,67.0,67,1
2013,7,0,23135,Tim Clark,67.0,134,2
2013,7,0,25900,Lucas Glover,67.0,67,1
2013,7,0,23497,Tag Ridings,67.0,67,1
2013,7,0,29518,Brendan Steele,67.0,67,1
2013,12,0,28475,Jeff Overton,67.25,269,4
2013,13,0,2206,David Toms,67.33,202,3
2013,14,0,23409,James Driscoll,68.0,68,1
2013,14,0,6573,Brandt Jobe,68.0,68,1
2013,14,0,26300,Matt Jones,68.0,136,2
2013,14,0,26851,Marc Leishman,68.0,68,1
2013,14,0,20691,Greg Owen,68.0,136,2
2013,14,0,22913,John Rollins,68.0,68,1
2013,14,0,23621,Rory Sabbatini,68.0,68,1
2013,14,0,34046,Jordan Spieth,68.0,68,1
2013,14,0,34431,Robert Streb,68.0,68,1
2013,23,0,29479,Scott Brown,68.5,137,2
2013,23,0,27436,Graham DeLaet,68.5,137,2
2013,23,0,28092,D.H. Lee,68.5,137,2
2013,26,0,23452,Nicolas Colsaerts,69.0,69,1
2013,26,0,10809,Jim Furyk,69.0,69,1
2013,26,0,27408,Martin Kaymer,69.0,69,1
2013,26,0,8075,Jerry Kelly,69.0,69,1
2013,26,0,27933,John Merrick,69.0,69,1
2013,26,0,29289,S.Y. Noh,69.0,69,1
2013,26,0,24138,Ian Poulter,69.0,69,1
2013,26,0,34360,Patrick Reed,69.0,69,1
2013,26,0,27214,Kevin Streelman,69.0,69,1
2013,35,0,37273,Derek Ernst,69.5,139,2
2013,35,0,22961,David Mathis,69.5,139,2
2013,37,0,22371,Aaron Baddeley,70.0,140,2
2013,37,0,24507,Jason Bohn,70.0,140,2
2013,37,0,24399,Scott Gardiner,70.0,140,2
2013,37,0,32698,Bobby Gates,70.0,70,1
2013,37,0,28679,Fabián Gómez,70.0,70,1
2013,37,0,27129,Luke List,70.0,140,2
2013,37,0,1724,Jeff Maggert,70.0,70,1
2013,37,0,31202,William McGirt,70.0,70,1
2013,37,0,1810,Phil Mickelson,70.0,70,1
2013,37,0,23320,Ryan Palmer,70.0,70,1
2013,37,0,25345,Carl Pettersson,70.0,70,1
2013,37,0,26476,Chez Reavie,70.0,70,1
2013,37,0,29221,Webb Simpson,70.0,70,1
2013,37,0,33418,Shawn Stefani,70.0,140,2
2013,37,0,28780,Nicholas Thompson,70.0,70,1
2013,37,0,33419,Cameron Tringale,70.0,70,1
2013,37,0,26951,Johnson Wagner,70.0,70,1
2013,54,0,20098,Stuart Appleby,70.25,281,4
2013,55,0,30944,Jason Kokrak,70.33,211,3
2013,56,0,27120,Troy Matteson,70.5,141,2
2013,56,0,26289,Boo Weekley,70.5,141,2
2013,58,0,22056,Cameron Percy,70.67,212,3
2013,59,0,32448,James Hahn,70.8,354,5
2013,60,0,20593,Greg Chalmers,71.0,142,2
2013,60,0,30750,Tommy Gainey,71.0,213,3
2013,60,0,34098,Russell Henley,71.0,71,1
2013,60,0,23353,J.J. Henry,71.0,213,3
2013,60,0,19970,Robert Karlsson,71.0,71,1
2013,60,0,23800,Bryce Molder,71.0,71,1
2013,60,0,24361,Pat Perez,71.0,142,2
2013,60,0,25240,D.A. Points,71.0,71,1
2013,60,0,20645,John Senden,71.0,142,2
2013,60,0,6567,Vijay Singh,71.0,71,1
2013,60,0,27330,Josh Teater,71.0,142,2
2013,60,0,23788,D.J. Trahan,71.0,71,1
2013,60,0,25804,Bubba Watson,71.0,71,1
2013,60,0,10423,Mike Weir,71.0,71,1
2013,60,0,20160,Charlie Wi,71.0,71,1
2013,75,0,29420,Billy Horschel,71.33,214,3
2013,75,0,25632,Jimmy Walker,71.33,214,3
2013,77,0,27895,Jonas Blixt,71.5,143,2
2013,77,0,28307,Matt Every,71.5,143,2
2013,79,0,10213,Dicky Pride,71.67,215,3
2013,80,0,34021,Bud Cauley,72.0,72,1
2013,80,0,32366,Kevin Chappell,72.0,72,1
2013,80,0,22621,Ben Curtis,72.0,72,1
2013,80,0,28237,Rory McIlroy,72.0,72,1
2013,80,0,30110,Kyle Stanley,72.0,72,1
2013,80,0,8793,Tiger Woods,72.0,72,1
2013,86,0,30711,Colt Knost,72.33,217,3
2013,87,0,24663,Y.E. Yang,72.5,145,2
2013,88,0,29740,Brad Fritsch,72.67,218,3
2013,88,0,24024,Zach Johnson,72.67,218,3
2013,90,0,25274,Steven Bowditch,73.0,146,2
2013,90,0,27936,Martin Laird,73.0,73,1
2013,90,0,34261,Scott Langley,73.0,73,1
2013,90,0,33869,Eric Meierdierks,73.0,73,1
2013,90,0,25834,Daniel Summerhays,73.0,73,1
2013,90,0,28310,Lee Williams,73.0,73,1
2013,96,0,30852,Ryo Ishikawa,73.5,147,2
2013,97,0,22378,Trevor Immelman,73.67,221,3
2013,98,0,12510,Chad Campbell,74.0,74,1
2013,98,0,28455,Will Claxton,74.0,74,1
2013,98,0,36884,Ben Kohles,74.0,74,1
2013,98,0,22806,Doug LaBelle II,74.0,148,2
2013,98,0,27095,Nick Watney,74.0,74,1
2013,98,0,31323,Gary Woodland,74.0,74,1
2013,104,0,26497,Casey Wittenberg,74.5,149,2
2013,105,0,1116,Michael Bradley,75.0,150,2
2013,105,0,12716,Charley Hoffman,75.0,75,1
2013,105,0,30163,Henrik Norlander,75.0,150,2
2013,105,0,25562,Andres Romero,75.0,75,1
2013,109,0,32200,Roberto Castro,76.0,76,1
2013,109,0,25444,Justin Hicks,76.0,76,1
2013,109,0,27503,Steve LeBrun,76.0,76,1
2013,112,0,20848,Ángel Cabrera,78.5,157,2
2013,113,0,35539,Luke Guthrie,84.0,84,1
2014,1,0,33122,Russell Knox,62.0,62,1
2014,2,0,29420,Billy Horschel,64.0,64,1
2014,3,0,25396,Kevin Na,65.0,65,1
2014,3,0,23623,Bo Van Pelt,65.0,65,1
2014,5,0,32366,Kevin Chappell,66.0,66,1
2014,5,0,20104,Ken Duke,66.0,66,1
2014,5,0,26596,Ryan Moore,66.0,66,1
2014,5,0,25345,Carl Pettersson,66.0,66,1
2014,5,0,30927,Brendon Todd,66.0,66,1
2014,5,0,27770,Camilo Villegas,66.0,132,2
2014,11,0,32448,James Hahn,66.33,199,3
2014,12,0,24494,Erik Compton,66.5,133,2
2014,13,0,34360,Patrick Reed,67.0,67,1
2014,14,0,21528,Henrik Stenson,67.5,135,2
2014,15,0,32200,Roberto Castro,67.67,203,3
2014,16,0,12510,Chad Campbell,68.0,136,2
2014,16,0,20229,Stewart Cink,68.0,68,1
2014,16,0,23638,Brendon de Jonge,68.0,68,1
2014,16,0,25686,Jason Dufner,68.0,68,1
2014,16,0,25444,Justin Hicks,68.0,68,1
2014,16,0,12716,Charley Hoffman,68.0,204,3
2014,16,0,21961,Charles Howell III,68.0,68,1
2014,16,0,29926,Danny Lee,68.0,68,1
2014,16,0,27214,Kevin Streelman,68.0,136,2
2014,16,0,25834,Daniel Summerhays,68.0,68,1
2014,16,0,34264,Hudson Swafford,68.0,68,1
2014,27,0,22293,Heath Slocum,68.5,137,2
2014,28,0,28486,Michael Putnam,68.67,206,3
2014,29,0,20098,Stuart Appleby,69.0,69,1
2014,29,0,24357,K.J. Choi,69.0,69,1
2014,29,0,29222,Billy Hurley III,69.0,69,1
2014,29,0,30852,Ryo Ishikawa,69.0,69,1
2014,29,0,26300,Matt Jones,69.0,69,1
2014,29,0,34431,Robert Streb,69.0,69,1
2014,29,0,25349,Tim Wilkinson,69.0,138,2
2014,29,0,21878,Mark Wilson,69.0,69,1
2014,37,0,20645,John Senden,69.33,208,3
2014,38,0,27895,Jonas Blixt,70.0,140,2
2014,38,0,25274,Steven Bowditch,70.0,210,3
2014,38,0,6522,Ernie Els,70.0,70,1
2014,38,0,33461,Morgan Hoffmann,70.0,70,1
2014,38,0,21731,Freddie Jacobson,70.0,70,1
2014,38,0,30944,Jason Kokrak,70.0,70,1
2014,38,0,10860,Justin Leonard,70.0,140,2
2014,38,0,1706,Davis Love III,70.0,140,2
2014,38,0,27649,Brandt Snedeker,70.0,70,1
2014,38,0,30692,Scott Stallings,70.0,140,2
2014,38,0,31560,Brian Stuard,70.0,70,1
2014,38,0,26951,Johnson Wagner,70.0,70,1
2014,50,0,23541,Ben Crane,70.5,141,2
2014,50,0,27644,Brian Harman,70.5,141,2
2014,50,0,24912,Will MacKenzie,70.5,141,2
2014,50,0,31202,William McGirt,70.5,141,2
2014,54,0,34098,Russell Henley,70.67,212,3
2014,54,0,29478,Kevin Kisner,70.67,212,3
2014,54,0,27330,Josh Teater,70.67,212,3
2014,57,0,10885,Robert Allenby,71.0,71,1
2014,57,0,19846,Brian Gay,71.0,142,2
2014,57,0,20157,Retief Goosen,71.0,71,1
2014,57,0,34174,John Huh,71.0,142,2
2014,57,0,26851,Marc Leishman,71.0,71,1
2014,57,0,29461,Jamie Lovemark,71.0,71,1
2014,57,0,24781,Hunter Mahan,71.0,213,3
2014,57,0,24140,Sean O'Hair,71.0,71,1
2014,57,0,26679,Kevin Stadler,71.0,71,1
2014,66,0,35139,Richard Lee,71.5,143,2
2014,66,0,20160,Charlie Wi,71.5,143,2
2014,68,0,32334,Charlie Beljan,71.67,215,3
2014,69,0,7867,Woody Austin,72.0,72,1
2014,69,0,24507,Jason Bohn,72.0,72,1
2014,69,0,35539,Luke Guthrie,72.0,144,2
2014,69,0,8075,Jerry Kelly,72.0,72,1
2014,69,0,28092,D.H. Lee,72.0,72,1
2014,74,0,28259,Sangmoon Bae,72.5,145,2
2014,74,0,29479,Scott Brown,72.5,145,2
2014,74,0,29221,Webb Simpson,72.5,145,2
2014,77,0,21753,Brian Davis,72.75,291,4
2014,78,0,23135,Tim Clark,73.0,73,1
2014,78,0,27436,Graham DeLaet,73.0,73,1
2014,78,0,37273,Derek Ernst,73.0,146,2
2014,78,0,28307,Matt Every,73.0,73,1
2014,78,0,31557,Jim Herman,73.0,73,1
2014,78,0,27120,Troy Matteson,73.0,73,1
2014,78,0,32640,Troy Merritt,73.0,73,1
2014,78,0,23320,Ryan Palmer,73.0,73,1
2014,78,0,28780,Nicholas Thompson,73.0,146,2
2014,78,0,28132,Tyrone Van Aswegen,73.0,146,2
2014,78,0,27064,Jhonattan Vegas,73.0,146,2
2014,78,0,27095,Nick Watney,73.0,73,1
2014,78,0,10423,Mike Weir,73.0,292,4
2014,91,0,20593,Greg Chalmers,73.33,220,3
2014,92,0,30750,Tommy Gainey,73.5,147,2
2014,93,0,24925,Jonathan Byrd,74.0,74,1
2014,93,0,22621,Ben Curtis,74.0,222,3
2014,93,0,25900,Lucas Glover,74.0,74,1
2014,93,0,34409,David Lingmerth,74.0,148,2
2014,93,0,27933,John Merrick,74.0,74,1
2014,93,0,23800,Bryce Molder,74.0,148,2
2014,93,0,24361,Pat Perez,74.0,148,2
2014,93,0,23621,Rory Sabbatini,74.0,74,1
2014,93,0,24663,Y.E. Yang,74.0,222,3
2014,102,0,28500,Martin Flores,74.5,149,2
2014,102,0,27141,J.B. Holmes,74.5,149,2
2014,102,0,35541,John Peterson,74.5,149,2
2014,102,0,30110,Kyle Stanley,74.5,149,2
2014,102,0,33419,Cameron Tringale,74.5,149,2
2014,107,0,23353,J.J. Henry,75.0,75,1
2014,107,0,34261,Scott Langley,75.0,75,1
2014,107,0,22913,John Rollins,75.0,225,3
2014,110,0,22371,Aaron Baddeley,76.0,76,1
2014,110,0,34021,Bud Cauley,76.0,76,1
2014,110,0,30926,Chris Kirk,76.0,152,2
2014,110,0,25240,D.A. Points,76.0,76,1
2014,110,0,6567,Vijay Singh,76.0,76,1
2022,1,0,46970,Jon Rahm,65.0,65,1
2022,1,0,23621,Rory Sabbatini,65.0,65,1
2022,3,0,33597,Harry Higgs,65.5,131,2
2022,4,0,34255,Joseph Bramlett,66.0,66,1
2022,4,0,24925,Jonathan Byrd,66.0,66,1
2022,4,0,40162,Justin Lower,66.0,66,1
2022,4,0,28237,Rory McIlroy,66.0,66,1
2022,4,0,40250,Taylor Pendrith,66.0,66,1
2022,4,0,27649,Brandt Snedeker,66.0,66,1
2022,4,0,30692,Scott Stallings,66.0,66,1
2022,4,0,27064,Jhonattan Vegas,66.0,66,1
2022,12,0,47988,Nick Hardy,66.5,133,2
2022,13,0,45609,Tyler Duncan,66.67,200,3
2022,14,0,30911,Tommy Fleetwood,67.0,67,1
2022,14,0,52375,Doug Ghim,67.0,134,2
2022,14,0,36801,Mark Hubbard,67.0,134,2
2022,14,0,39971,Sungjae Im,67.0,67,1
2022,14,0,26851,Marc Leishman,67.0,67,1
2022,14,0,39324,J.J. Spaun,67.0,67,1
2022,14,0,30927,Brendon Todd,67.0,67,1
2022,21,0,32366,Kevin Chappell,67.5,135,2
2022,21,0,51997,Andrew Novak,67.5,135,2
2022,21,0,46046,Scottie Scheffler,67.5,135,2
2022,24,0,33399,Adam Hadwin,68.0,68,1
2022,24,0,32448,James Hahn,68.0,68,1
2022,24,0,28775,Nate Lashley,68.0,68,1
2022,24,0,25198,Francesco Molinari,68.0,136,2
2022,24,0,24361,Pat Perez,68.0,68,1
2022,24,0,45540,Jared Wolfe,68.0,136,2
2022,24,0,47483,Will Zalatoris,68.0,68,1
2022,31,0,35310,Lanto Griffin,68.33,205,3
2022,31,0,47993,Denny McCarthy,68.33,205,3
2022,33,0,31557,Jim Herman,68.5,137,2
2022,33,0,50095,Austin Smotherman,68.5,137,2
2022,35,0,28089,Jason Day,68.67,206,3
2022,36,0,45157,Cam Davis,69.0,69,1
2022,36,0,35110,Brett Drewitt,69.0,69,1
2022,36,0,29725,Tony Finau,69.0,69,1
2022,36,0,29535,Brice Garnett,69.0,138,2
2022,36,0,24980,Scott Gutschewski,69.0,69,1
2022,36,0,27974,Sung Kang,69.0,207,3
2022,36,0,36326,David Lipsky,69.0,69,1
2022,36,0,47856,Seth Reeves,69.0,69,1
2022,36,0,32333,Kevin Tway,69.0,69,1
2022,36,0,49964,Aaron Wise,69.0,69,1
2022,46,0,25493,Nick Taylor,69.33,208,3
2022,47,0,48084,Wesley Bryan,69.5,139,2
2022,47,0,34563,Chesson Hadley,69.5,139,2
2022,49,0,30978,Kiradech Aphibarnrat,70.0,140,2
2022,49,0,29970,Dylan Frittelli,70.0,70,1
2022,49,0,31420,Anirban Lahiri,70.0,70,1
2022,49,0,27129,Luke List,70.0,70,1
2022,49,0,36871,Matthew NeSmith,70.0,70,1
2022,49,0,27139,David Skinns,70.0,70,1
2022,49,0,34431,Robert Streb,70.0,70,1
2022,49,0,27095,Nick Watney,70.0,210,3
2022,49,0,51894,Vince Whaley,70.0,70,1
2022,58,0,34610,Matthias Schwab,70.5,141,2
2022,58,0,24502,Adam Scott,70.5,141,2
2022,58,0,33486,Roger Sloan,70.5,141,2
2022,58,0,32150,Michael Thompson,70.5,141,2
2022,62,0,51766,Wyndham Clark,71.0,71,1
2022,62,0,46435,Austin Cook,71.0,71,1
2022,62,0,33490,Bo Hoag,71.0,71,1
2022,62,0,26300,Matt Jones,71.0,71,1
2022,62,0,32757,Patton Kizzire,71.0,71,1
2022,62,0,36852,Jim Knous,71.0,71,1
2022,62,0,23108,Matt Kuchar,71.0,71,1
2022,62,0,32791,K.H. Lee,71.0,71,1
2022,62,0,33204,Shane Lowry,71.0,71,1
2022,62,0,53165,Doc Redman,71.0,142,2
2022,62,0,34360,Patrick Reed,71.0,71,1
2022,62,0,35617,Martin Trainer,71.0,71,1
