YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PLAYOFF POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2009,2,0,6527,Steve Stricker,40.38,4038,10000,1,3.0
2009,3,0,1810,Phil Mickelson,29.8,2980,10000,1,1.0
2009,4,0,22293,Heath Slocum,29.05,2905,10000,1,1.0
2009,5,0,20766,Padraig Harrington,26.75,2675,10000,0,4.0
2009,6,0,10809,Jim Furyk,23.58,2358,10000,0,3.0
2009,7,0,24140,Sean O'Hair,21.5,2150,10000,0,3.0
2009,8,0,2239,Scott Verplank,20.2,2020,10000,0,2.0
2009,9,0,26851,Marc Leishman,17.35,1735,10000,0,1.0
2009,10,0,25686,Jason Dufner,16.93,1693,10000,0,1.0
2009,11,0,6522,Ernie Els,15.0,1500,10000,0,2.0
2009,12,0,24024,Zach Johnson,12.85,1285,10000,0,1.0
2009,13,0,30925,Dustin Johnson,12.78,1278,10000,0,1.0
2009,14,0,28158,Steve Marino,11.8,1180,10000,0,1.0
2009,15,0,21209,Sergio Garcia,11.7,878,7500,0,1.0
2009,16,0,25396,Kevin Na,11.6,1160,10000,0,1.0
2009,17,0,24924,Bill Haas,11.03,827,7500,0,1.0
2009,18,0,27649,Brandt Snedeker,10.9,818,7500,0,1.0
2009,19,0,23108,Matt Kuchar,10.79,810,7500,0,1.0
2009,20,0,27095,Nick Watney,10.71,1071,10000,0,1.0
2009,21,0,20848,Ángel Cabrera,10.11,1011,10000,0,1.0
2009,22,0,1945,Kenny Perry,9.75,975,10000,0,1.0
2009,23,0,20645,John Senden,9.45,945,10000,0,1.0
2009,24,0,21731,Freddie Jacobson,8.92,669,7500,0,1.0
2009,25,0,10423,Mike Weir,8.9,890,10000,0,
2009,26,0,20157,Retief Goosen,8.72,872,10000,0,1.0
2009,27,0,8075,Jerry Kelly,8.5,850,10000,0,1.0
2009,28,0,2206,David Toms,8.46,846,10000,0,
2009,29,0,24138,Ian Poulter,8.33,625,7500,0,1.0
2009,30,0,28089,Jason Day,8.18,613,7500,0,
2009,31,0,23983,Luke Donald,8.05,805,10000,0,1.0
2009,32,0,27120,Troy Matteson,8.0,400,5000,0,
2009,33,0,22046,Geoff Ogilvy,7.95,795,10000,0,1.0
2009,34,0,21878,Mark Wilson,7.86,590,7500,0,1.0
2009,35,0,24781,Hunter Mahan,7.85,785,10000,0,
2009,36,0,6595,Kevin Sutherland,7.77,583,7500,0,
2009,37,0,10860,Justin Leonard,7.1,533,7500,0,
2009,38,0,20229,Stewart Cink,6.93,693,10000,0,
2009,39,0,6004,Stephen Ames,6.8,510,7500,0,
2009,40,0,19846,Brian Gay,6.61,661,10000,0,
2009,41,0,10885,Robert Allenby,6.4,480,7500,0,
2009,42,0,29221,Webb Simpson,6.23,468,7500,0,1.0
2009,43,0,29718,Anthony Kim,6.17,463,7500,0,
2009,43,0,25804,Bubba Watson,6.17,463,7500,0,
2009,45,0,20691,Greg Owen,6.15,308,5000,0,
2009,46,0,23623,Bo Van Pelt,6.03,453,7500,0,
2009,47,0,27770,Camilo Villegas,6.0,450,7500,0,1.0
2009,48,0,12716,Charley Hoffman,5.73,430,7500,0,
2009,49,0,24663,Y.E. Yang,5.63,563,10000,0,
2009,50,0,20160,Charlie Wi,5.57,418,7500,0,
2009,51,0,25240,D.A. Points,5.55,278,5000,0,
2009,52,0,23135,Tim Clark,5.53,415,7500,0,
2009,53,0,25900,Lucas Glover,5.28,528,10000,0,1.0
2009,54,0,6643,Paul Goydos,5.27,395,7500,0,1.0
2009,55,0,1577,Lee Janzen,4.95,248,5000,0,
2009,56,0,27214,Kevin Streelman,4.8,240,5000,0,
2009,57,0,12510,Chad Campbell,4.53,340,7500,0,
2009,58,0,20127,Chris Riley,4.5,113,2500,0,
2009,59,0,22405,Justin Rose,4.25,213,5000,0,
2009,59,0,26289,Boo Weekley,4.25,213,5000,0,
2009,61,0,1706,Davis Love III,4.2,315,7500,0,
2009,62,0,24361,Pat Perez,4.17,313,7500,0,
2009,63,0,24925,Jonathan Byrd,4.1,308,7500,0,
2009,64,0,28475,Jeff Overton,3.76,282,7500,0,
2009,65,0,26420,Richard Johnson,3.65,182,5000,0,
2009,66,0,23541,Ben Crane,3.59,269,7500,0,
2009,67,0,21961,Charles Howell III,3.53,265,7500,0,
2009,68,0,27060,John Mallinger,3.5,263,7500,0,
2009,68,0,23621,Rory Sabbatini,3.5,263,7500,0,
2009,70,0,21805,Harrison Frazar,3.3,83,2500,0,
2009,71,0,24507,Jason Bohn,3.27,245,7500,0,
2009,72,0,20593,Greg Chalmers,3.05,153,5000,0,
2009,72,0,10585,Scott McCarron,3.05,153,5000,0,
2009,72,0,25818,Scott Piercy,3.05,153,5000,0,
2009,75,0,7867,Woody Austin,3.0,225,7500,0,
2009,75,0,23800,Bryce Molder,3.0,225,7500,0,
2009,77,0,21753,Brian Davis,2.97,223,7500,0,
2009,78,0,1320,Bob Estes,2.83,213,7500,0,
2009,79,0,1226,Fred Couples,2.8,140,5000,0,
2009,79,0,20572,Rod Pampling,2.8,140,5000,0,
2009,81,0,27141,J.B. Holmes,2.77,208,7500,0,
2009,82,0,26596,Ryan Moore,2.57,192,7500,0,
2009,83,0,20574,Mathew Goggin,2.4,120,5000,0,
2009,84,0,1948,Tim Petrovic,2.25,113,5000,0,
2009,85,0,20850,Daniel Chopra,2.15,108,5000,0,
2009,86,0,24502,Adam Scott,2.1,53,2500,0,
2009,87,0,22913,John Rollins,2.06,155,7500,0,
2009,88,0,26695,Michael Letzig,2.0,100,5000,0,
2009,89,0,6567,Vijay Singh,1.45,73,5000,0,
2009,90,0,23548,Bill Lunde,1.2,30,2500,0,
2009,90,0,23325,Vaughn Taylor,1.2,30,2500,0,
2009,92,0,23718,Nathan Green,1.17,88,7500,0,
2009,93,0,12652,Cameron Beckman,1.05,53,5000,0,
2009,93,0,23353,J.J. Henry,1.05,53,5000,0,
2009,93,0,26301,James Nitties,1.05,53,5000,0,
2009,93,0,7749,Brett Quigley,1.05,53,5000,0,
2009,97,0,20498,Briny Baird,0.75,38,5000,0,
2009,98,0,20472,Alex Cejka,0.18,5,2500,0,
2009,98,0,21949,Joe Ogilvie,0.18,4,2500,0,
2009,100,0,1473,Todd Hamilton,0.17,4,2500,0,
2009,101,0,23788,D.J. Trahan,0.13,7,5000,0,
2009,102,0,21350,Ryuji Imada,0.09,5,5000,0,
2017,1,0,33448,Justin Thomas,44.9,3592,8000,1,3.0
2017,2,0,34046,Jordan Spieth,38.63,3090,8000,0,4.0
2017,3,0,26851,Marc Leishman,36.31,2905,8000,1,2.0
2017,4,0,30925,Dustin Johnson,30.8,2464,8000,1,1.0
2017,5,0,48081,Xander Schauffele,29.74,2379,8000,1,1.0
2017,6,0,46970,Jon Rahm,23.75,1900,8000,0,4.0
2017,7,0,22405,Justin Rose,22.48,1799,8000,0,4.0
2017,8,0,32102,Rickie Fowler,18.72,1498,8000,0,1.0
2017,9,0,25364,Paul Casey,18.13,1450,8000,0,3.0
2017,10,0,28089,Jason Day,15.31,1225,8000,0,2.0
2017,11,0,23108,Matt Kuchar,12.13,970,8000,0,3.0
2017,12,0,35450,Patrick Cantlay,11.77,941,8000,0,2.0
2017,13,0,29221,Webb Simpson,11.23,898,8000,0,2.0
2017,14,0,34098,Russell Henley,10.9,872,8000,0,1.0
2017,15,0,24361,Pat Perez,10.79,864,8000,0,1.0
2017,16,0,36689,Brooks Koepka,10.43,835,8000,0,1.0
2017,17,0,27064,Jhonattan Vegas,9.93,794,8000,0,1.0
2017,18,0,32366,Kevin Chappell,9.63,771,8000,0,1.0
2017,19,0,34360,Patrick Reed,9.61,769,8000,0,1.0
2017,20,0,21209,Sergio Garcia,9.58,575,6000,0,1.0
2017,21,0,29725,Tony Finau,9.09,727,8000,0,2.0
2017,22,0,29478,Kevin Kisner,8.9,712,8000,0,1.0
2017,22,0,1810,Phil Mickelson,8.9,534,6000,0,1.0
2017,24,0,25396,Kevin Na,8.15,489,6000,0,1.0
2017,25,0,26476,Chez Reavie,8.08,485,6000,0,1.0
2017,26,0,25804,Bubba Watson,6.51,260,4000,0,1.0
2017,27,0,25900,Lucas Glover,6.31,379,6000,0,
2017,28,0,20229,Stewart Cink,6.25,375,6000,0,
2017,29,0,26329,Louis Oosthuizen,6.1,366,6000,0,1.0
2017,30,0,31323,Gary Woodland,6.09,487,8000,0,
2017,31,0,26331,Charl Schwartzel,5.9,354,6000,0,
2017,31,0,30110,Kyle Stanley,5.9,472,8000,0,
2017,33,0,12716,Charley Hoffman,5.84,467,8000,0,
2017,34,0,21528,Henrik Stenson,5.68,227,4000,0,
2017,35,0,33399,Adam Hadwin,5.44,435,8000,0,
2017,36,0,34264,Hudson Swafford,5.38,323,6000,0,
2017,37,0,31420,Anirban Lahiri,5.36,322,6000,0,1.0
2017,38,0,24924,Bill Haas,5.25,315,6000,0,1.0
2017,39,0,40026,Daniel Berger,5.15,412,8000,0,
2017,40,0,29479,Scott Brown,5.08,305,6000,0,
2017,41,0,37189,Harold Varner III,4.98,199,4000,0,
2017,42,0,31646,Emiliano Grillo,4.89,293,6000,0,
2017,43,0,34431,Robert Streb,4.73,284,6000,0,1.0
2017,44,0,35506,Mackenzie Hughes,4.71,283,6000,0,
2017,45,0,25686,Jason Dufner,4.6,368,8000,0,
2017,46,0,27129,Luke List,4.5,270,6000,0,
2017,47,0,26499,Rafa Cabrera Bello,4.4,264,6000,0,
2017,48,0,27936,Martin Laird,4.35,261,6000,0,
2017,49,0,32839,Hideki Matsuyama,4.03,322,8000,0,
2017,50,0,30944,Jason Kokrak,3.98,159,4000,0,
2017,51,0,25198,Francesco Molinari,3.94,237,6000,0,
2017,52,0,33141,Keegan Bradley,3.92,235,6000,0,
2017,53,0,28500,Martin Flores,3.9,78,2000,0,
2017,54,0,24138,Ian Poulter,3.75,225,6000,0,
2017,55,0,35891,Cameron Smith,3.64,219,6000,0,
2017,56,0,29974,Branden Grace,3.25,130,4000,0,
2017,57,0,26596,Ryan Moore,3.15,189,6000,0,
2017,58,0,31202,William McGirt,3.05,122,4000,0,
2017,59,0,47959,Bryson DeChambeau,3.0,180,6000,0,
2017,59,0,22046,Geoff Ogilvy,3.0,60,2000,0,
2017,61,0,24024,Zach Johnson,2.97,178,6000,0,
2017,61,0,34213,Grayson Murray,2.97,178,6000,0,
2017,63,0,24140,Sean O'Hair,2.83,170,6000,0,
2017,64,0,34409,David Lingmerth,2.73,109,4000,0,
2017,65,0,27644,Brian Harman,2.72,218,8000,0,
2017,66,0,34021,Bud Cauley,2.5,150,6000,0,
2017,66,0,39954,Cody Gribble,2.5,100,4000,0,
2017,68,0,30926,Chris Kirk,2.38,95,4000,0,
2017,69,0,29461,Jamie Lovemark,2.21,133,6000,0,
2017,70,0,30692,Scott Stallings,2.2,44,2000,0,
2017,70,0,23325,Vaughn Taylor,2.2,44,2000,0,
2017,72,0,32333,Kevin Tway,2.02,121,6000,0,
2017,73,0,37454,Whee Kim,1.95,78,4000,0,
2017,73,0,27770,Camilo Villegas,1.95,78,4000,0,
2017,75,0,37455,Si Woo Kim,1.94,117,6000,0,
2017,76,0,27214,Kevin Streelman,1.9,76,4000,0,
2017,77,0,27974,Sung Kang,1.68,101,6000,0,
2017,77,0,29908,C.T. Pan,1.68,67,4000,0,
2017,79,0,33461,Morgan Hoffmann,1.66,66,4000,0,
2017,80,0,28237,Rory McIlroy,1.64,98,6000,0,
2017,81,0,23983,Luke Donald,1.6,32,2000,0,
2017,81,0,47128,Richy Werenski,1.6,32,2000,0,
2017,83,0,32448,James Hahn,1.49,90,6000,0,
2017,84,0,27895,Jonas Blixt,1.31,52,4000,0,
2017,85,0,25240,D.A. Points,1.11,22,2000,0,
2017,86,0,29518,Brendan Steele,1.1,66,6000,0,
2017,87,0,27958,Ryan Blaum,0.86,17,2000,0,
2017,88,0,39324,J.J. Spaun,0.79,32,4000,0,
2017,89,0,48084,Wesley Bryan,0.78,47,6000,0,
2017,90,0,20572,Rod Pampling,0.76,31,4000,0,
2017,91,0,25493,Nick Taylor,0.54,22,4000,0,
2017,92,0,21961,Charles Howell III,0.52,31,6000,0,
2017,93,0,33122,Russell Knox,0.45,18,4000,0,
2017,94,0,12510,Chad Campbell,0.35,14,4000,0,
2017,95,0,29420,Billy Horschel,0.31,18,6000,0,
2017,96,0,31557,Jim Herman,0.3,12,4000,0,
2017,96,0,35879,Kelly Kraft,0.3,12,4000,0,
2017,98,0,36699,Patrick Rodgers,0.27,11,4000,0,
2017,99,0,46501,Ollie Schniederjans,0.25,15,6000,0,
2017,100,0,27436,Graham DeLaet,0.24,9,4000,0,
2010,1,0,10809,Jim Furyk,39.07,2930,7500,1,1.0
2010,2,0,23108,Matt Kuchar,37.25,3725,10000,1,2.0
2010,3,0,12716,Charley Hoffman,34.03,3403,10000,1,2.0
2010,4,0,30925,Dustin Johnson,31.8,3180,10000,1,2.0
2010,5,0,23983,Luke Donald,30.08,3008,10000,0,2.0
2010,6,0,25364,Paul Casey,26.73,2673,10000,0,2.0
2010,7,0,27936,Martin Laird,20.23,2023,10000,0,1.0
2010,8,0,20157,Retief Goosen,19.08,1908,10000,0,2.0
2010,9,0,28089,Jason Day,19.05,1905,10000,0,2.0
2010,10,0,6527,Steve Stricker,19.03,1903,10000,0,3.0
2010,11,0,22046,Geoff Ogilvy,15.98,1598,10000,0,1.0
2010,12,0,27214,Kevin Streelman,14.78,1478,10000,0,2.0
2010,13,0,24502,Adam Scott,13.63,1363,10000,0,2.0
2010,14,0,25396,Kevin Na,12.93,1293,10000,0,1.0
2010,15,0,27095,Nick Watney,12.5,1250,10000,0,1.0
2010,16,0,24357,K.J. Choi,12.4,1240,10000,0,2.0
2010,17,0,20160,Charlie Wi,11.6,870,7500,0,1.0
2010,18,0,8793,Tiger Woods,11.58,869,7500,0,
2010,19,0,23320,Ryan Palmer,11.32,1132,10000,0,1.0
2010,20,0,26596,Ryan Moore,10.8,1080,10000,0,2.0
2010,21,0,24024,Zach Johnson,10.68,1068,10000,0,1.0
2010,22,0,20229,Stewart Cink,10.27,770,7500,0,
2010,23,0,20645,John Senden,9.67,725,7500,0,1.0
2010,24,0,8725,Tom Gillis,9.63,723,7500,0,1.0
2010,25,0,6522,Ernie Els,9.35,935,10000,0,1.0
2010,26,0,23325,Vaughn Taylor,8.95,671,7500,0,1.0
2010,27,0,26882,Michael Sim,8.94,670,7500,0,
2010,28,0,24138,Ian Poulter,8.83,663,7500,0,
2010,29,0,27649,Brandt Snedeker,8.77,658,7500,0,1.0
2010,30,0,1810,Phil Mickelson,8.63,863,10000,0,1.0
2010,31,0,23788,D.J. Trahan,8.23,618,7500,0,1.0
2010,32,0,24781,Hunter Mahan,8.08,808,10000,0,
2010,33,0,22405,Justin Rose,7.9,790,10000,0,
2010,34,0,23621,Rory Sabbatini,7.72,579,7500,0,1.0
2010,35,0,27770,Camilo Villegas,7.7,770,10000,0,1.0
2010,36,0,20848,Ángel Cabrera,7.43,558,7500,0,
2010,37,0,20593,Greg Chalmers,7.4,555,7500,0,
2010,38,0,24924,Bill Haas,7.2,540,7500,0,
2010,38,0,10860,Justin Leonard,7.2,540,7500,0,
2010,40,0,25804,Bubba Watson,7.1,710,10000,0,
2010,41,0,26851,Marc Leishman,7.07,530,7500,0,
2010,42,0,10885,Robert Allenby,6.95,695,10000,0,
2010,43,0,6567,Vijay Singh,6.94,520,7500,0,
2010,44,0,23541,Ben Crane,6.88,688,10000,0,
2010,45,0,22293,Heath Slocum,6.67,500,7500,0,1.0
2010,46,0,23135,Tim Clark,6.4,640,10000,0,
2010,47,0,25562,Andres Romero,5.8,435,7500,0,
2010,48,0,19846,Brian Gay,5.7,428,7500,0,
2010,49,0,32102,Rickie Fowler,5.57,418,7500,0,
2010,50,0,21350,Ryuji Imada,5.5,275,5000,0,
2010,51,0,1948,Tim Petrovic,5.4,405,7500,0,
2010,52,0,23623,Bo Van Pelt,5.35,535,10000,0,
2010,53,0,26300,Matt Jones,5.17,388,7500,0,
2010,53,0,28237,Rory McIlroy,5.17,388,7500,0,
2010,55,0,25686,Jason Dufner,5.1,383,7500,0,
2010,56,0,27330,Josh Teater,5.05,253,5000,0,
2010,57,0,2206,David Toms,4.93,370,7500,0,
2010,58,0,21753,Brian Davis,4.9,368,7500,0,
2010,59,0,28087,Kris Blanks,4.8,240,5000,0,
2010,60,0,11123,Chris Couch,4.75,238,5000,0,
2010,61,0,1706,Davis Love III,4.65,233,5000,0,
2010,62,0,27141,J.B. Holmes,4.64,348,7500,0,
2010,63,0,24140,Sean O'Hair,4.63,348,7500,0,
2010,64,0,23800,Bryce Molder,4.53,340,7500,0,
2010,65,0,8537,J.P. Hayes,4.25,213,5000,0,
2010,66,0,6004,Stephen Ames,4.23,318,7500,0,
2010,67,0,21731,Freddie Jacobson,3.67,275,7500,0,
2010,68,0,24358,Robert Garrigus,3.5,88,2500,0,
2010,69,0,28475,Jeff Overton,3.43,343,10000,0,
2010,70,0,24663,Y.E. Yang,3.27,245,7500,0,
2010,71,0,27120,Troy Matteson,3.0,150,5000,0,
2010,71,0,29221,Webb Simpson,3.0,150,5000,0,
2010,73,0,28158,Steve Marino,2.85,143,5000,0,
2010,74,0,24925,Jonathan Byrd,2.7,68,2500,0,
2010,75,0,20098,Stuart Appleby,2.67,200,7500,0,
2010,76,0,25345,Carl Pettersson,2.53,190,7500,0,
2010,77,0,20766,Padraig Harrington,2.2,110,5000,0,
2010,77,0,25240,D.A. Points,2.2,110,5000,0,
2010,79,0,22913,John Rollins,2.05,103,5000,0,
2010,80,0,24507,Jason Bohn,2.03,153,7500,0,
2010,81,0,23638,Brendon de Jonge,1.8,135,7500,0,
2010,82,0,25632,Jimmy Walker,1.75,88,5000,0,
2010,83,0,22371,Aaron Baddeley,1.55,78,5000,0,
2010,84,0,29718,Anthony Kim,1.5,113,7500,0,
2010,85,0,9011,David Duval,1.1,28,2500,0,
2010,86,0,24846,Ricky Barnes,1.07,80,7500,0,
2010,87,0,12510,Chad Campbell,0.95,48,5000,0,
2010,87,0,24361,Pat Perez,0.95,48,5000,0,
2010,89,0,29910,Blake Adams,0.85,43,5000,0,
2010,90,0,25720,Chad Collins,0.55,28,5000,0,
2010,90,0,25900,Lucas Glover,0.55,28,5000,0,
2010,90,0,27466,Spencer Levin,0.55,28,5000,0,
2010,93,0,27933,John Merrick,0.4,10,2500,0,
2010,93,0,1945,Kenny Perry,0.4,10,2500,0,
2010,95,0,2239,Scott Verplank,0.37,28,7500,0,
2010,96,0,21961,Charles Howell III,0.35,18,5000,0,
2010,97,0,6643,Paul Goydos,0.2,5,2500,0,
2010,98,0,23353,J.J. Henry,0.1,5,5000,0,
2010,98,0,6515,Shaun Micheel,0.1,5,5000,0,
2019,1,0,33448,Justin Thomas,55.68,2227,4000,1,1.0
2019,2,0,34360,Patrick Reed,54.3,2172,4000,1,1.0
2019,3,0,35450,Patrick Cantlay,35.68,1427,4000,0,1.0
2019,4,0,45526,Abraham Ancer,32.95,1318,4000,0,1.0
2019,5,0,46970,Jon Rahm,26.75,1070,4000,0,2.0
2019,6,0,32839,Hideki Matsuyama,21.31,853,4000,0,1.0
2019,7,0,27649,Brandt Snedeker,19.38,775,4000,0,2.0
2019,8,0,24502,Adam Scott,18.75,750,4000,0,2.0
2019,9,0,37189,Harold Varner III,16.59,664,4000,0,1.0
2019,10,0,29725,Tony Finau,15.81,633,4000,0,1.0
2019,11,0,26329,Louis Oosthuizen,15.02,601,4000,0,1.0
2019,12,0,29478,Kevin Kisner,13.43,537,4000,0,1.0
2019,13,0,28237,Rory McIlroy,13.18,527,4000,0,1.0
2019,14,0,39997,Corey Conners,12.85,514,4000,0,1.0
2019,15,0,34046,Jordan Spieth,10.53,421,4000,0,1.0
2019,16,0,30944,Jason Kokrak,9.98,399,4000,0,
2019,17,0,25900,Lucas Glover,9.77,391,4000,0,1.0
2019,18,0,24138,Ian Poulter,9.55,382,4000,0,1.0
2019,19,0,32333,Kevin Tway,9.47,379,4000,0,
2019,20,0,29221,Webb Simpson,8.18,327,4000,0,
2019,21,0,22405,Justin Rose,7.91,316,4000,0,1.0
2019,22,0,39971,Sungjae Im,7.74,310,4000,0,
2019,23,0,23325,Vaughn Taylor,7.41,297,4000,0,
2019,24,0,30911,Tommy Fleetwood,7.16,286,4000,0,
2019,25,0,51766,Wyndham Clark,7.0,280,4000,0,
2019,26,0,25364,Paul Casey,6.95,139,2000,0,
2019,27,0,32640,Troy Merritt,6.81,273,4000,0,
2019,27,0,34256,Andrew Putnam,6.81,273,4000,0,
2019,29,0,47347,Adam Schenk,6.65,133,2000,0,
2019,29,0,32139,Danny Willett,6.65,133,2000,0,
2019,31,0,26596,Ryan Moore,6.35,254,4000,0,
2019,32,0,32102,Rickie Fowler,6.14,246,4000,0,
2019,33,0,23621,Rory Sabbatini,6.12,245,4000,0,
2019,34,0,36689,Brooks Koepka,5.79,232,4000,0,
2019,35,0,29420,Billy Horschel,5.75,230,4000,0,
2019,36,0,29908,C.T. Pan,5.63,225,4000,0,
2019,37,0,49771,J.T. Poston,5.58,223,4000,0,
2019,38,0,29974,Branden Grace,4.63,93,2000,0,
2019,38,0,26300,Matt Jones,4.63,93,2000,0,
2019,38,0,33410,Andrew Landry,4.63,93,2000,0,
2019,41,0,45486,Joaquin Niemann,4.61,185,4000,0,
2019,42,0,33948,Byeong Hun An,4.55,182,4000,0,
2019,43,0,52372,Cameron Champ,4.48,179,4000,0,
2019,44,0,26851,Marc Leishman,4.3,172,4000,0,
2019,44,0,48081,Xander Schauffele,4.3,172,4000,0,
2019,46,0,47959,Bryson DeChambeau,4.2,168,4000,0,
2019,47,0,30925,Dustin Johnson,3.86,154,4000,0,
2019,48,0,34076,Joel Dahmen,3.81,152,4000,0,
2019,49,0,27064,Jhonattan Vegas,3.2,64,2000,0,
2019,50,0,37455,Si Woo Kim,3.11,124,4000,0,
2019,51,0,31323,Gary Woodland,2.93,117,4000,0,
2019,52,0,31646,Emiliano Grillo,2.3,92,4000,0,
2019,53,0,33399,Adam Hadwin,2.15,86,4000,0,
2019,54,0,26476,Chez Reavie,2.13,85,4000,0,
2019,55,0,39977,Max Homa,2.07,83,4000,0,
2019,56,0,19803,Ryan Armour,2.03,41,2000,0,
2019,56,0,34563,Chesson Hadley,2.03,41,2000,0,
2019,56,0,48822,Sebastián Muñoz,2.03,41,2000,0,
2019,56,0,49964,Aaron Wise,2.03,41,2000,0,
2019,60,0,25818,Scott Piercy,1.98,79,4000,0,
2019,61,0,29970,Dylan Frittelli,1.67,67,4000,0,
2019,62,0,21961,Charles Howell III,1.65,66,4000,0,
2019,62,0,8793,Tiger Woods,1.65,66,4000,0,
2019,64,0,33141,Keegan Bradley,1.53,61,4000,0,
2019,65,0,33204,Shane Lowry,1.5,60,4000,0,
2019,65,0,50525,Collin Morikawa,1.5,60,4000,0,
2019,67,0,23320,Ryan Palmer,1.35,54,4000,0,
2019,68,0,27644,Brian Harman,1.25,25,2000,0,
2019,68,0,31560,Brian Stuard,1.25,25,2000,0,
2019,70,0,10809,Jim Furyk,1.16,46,4000,0,
2019,71,0,1810,Phil Mickelson,1.15,46,4000,0,
2019,72,0,39546,Keith Mitchell,1.06,42,4000,0,
2019,73,0,27141,J.B. Holmes,1.01,40,4000,0,
2019,74,0,34363,Tyrrell Hatton,0.96,19,2000,0,
2019,74,0,34098,Russell Henley,0.96,19,2000,0,
2019,74,0,35891,Cameron Smith,0.96,19,2000,0,
2019,74,0,27095,Nick Watney,0.96,19,2000,0,
2019,78,0,26499,Rafa Cabrera Bello,0.86,17,2000,0,
2019,79,0,33486,Roger Sloan,0.8,16,2000,0,
2019,80,0,28089,Jason Day,0.66,26,4000,0,
2019,80,0,35506,Mackenzie Hughes,0.66,13,2000,0,
2019,80,0,23108,Matt Kuchar,0.66,26,4000,0,
2019,80,0,33667,Carlos Ortiz,0.66,13,2000,0,
2019,84,0,25198,Francesco Molinari,0.65,26,4000,0,
2019,85,0,30978,Kiradech Aphibarnrat,0.54,11,2000,0,
2019,85,0,46402,Talor Gooch,0.54,11,2000,0,
2019,85,0,30110,Kyle Stanley,0.54,11,2000,0,
2019,85,0,56278,Matthew Wolff,0.54,11,2000,0,
2019,89,0,25572,Graeme McDowell,0.53,21,4000,0,
2019,90,0,29479,Scott Brown,0.48,10,2000,0,
2019,91,0,12716,Charley Hoffman,0.43,9,2000,0,
2019,91,0,27974,Sung Kang,0.43,17,4000,0,
2019,91,0,27129,Luke List,0.43,9,2000,0,
2019,91,0,25396,Kevin Na,0.43,9,2000,0,
2019,95,0,29926,Danny Lee,0.38,8,2000,0,
2019,95,0,35449,Adam Long,0.38,15,4000,0,
2019,97,0,27936,Martin Laird,0.34,7,2000,0,
2019,98,0,28775,Nate Lashley,0.32,13,4000,0,
2021,1,0,35450,Patrick Cantlay,56.14,2246,4000,1,1.0
2021,2,0,29725,Tony Finau,55.4,2216,4000,1,1.0
2021,3,0,35891,Cameron Smith,32.05,1282,4000,0,1.0
2021,4,0,47959,Bryson DeChambeau,31.98,1279,4000,0,1.0
2021,5,0,46970,Jon Rahm,26.5,1060,4000,0,2.0
2021,6,0,39971,Sungjae Im,23.9,956,4000,0,1.0
2021,7,0,40006,Erik van Rooyen,20.0,800,4000,0,2.0
2021,8,0,27349,Alex Noren,19.0,760,4000,0,2.0
2021,9,0,33448,Justin Thomas,15.31,613,4000,0,1.0
2021,10,0,28237,Rory McIlroy,14.66,587,4000,0,1.0
2021,11,0,25396,Kevin Na,12.7,508,4000,0,1.0
2021,12,0,35532,Tom Hoge,12.38,495,4000,0,1.0
2021,13,0,47504,Sam Burns,12.33,493,4000,0,1.0
2021,14,0,37189,Harold Varner III,12.21,488,4000,0,
2021,15,0,39997,Corey Conners,11.81,473,4000,0,1.0
2021,16,0,34264,Hudson Swafford,10.84,434,4000,0,
2021,17,0,24361,Pat Perez,9.8,196,2000,0,
2021,18,0,21209,Sergio Garcia,9.5,380,4000,0,1.0
2021,18,0,30925,Dustin Johnson,9.5,380,4000,0,1.0
2021,20,0,33204,Shane Lowry,9.39,376,4000,0,
2021,21,0,39546,Keith Mitchell,8.54,342,4000,0,1.0
2021,22,0,49964,Aaron Wise,8.53,341,4000,0,
2021,23,0,45526,Abraham Ancer,7.87,315,4000,0,1.0
2021,24,0,32791,K.H. Lee,6.87,275,4000,0,
2021,24,0,29221,Webb Simpson,6.87,275,4000,0,
2021,26,0,33141,Keegan Bradley,6.62,265,4000,0,
2021,27,0,48822,Sebastián Muñoz,6.48,259,4000,0,
2021,28,0,33597,Harry Higgs,6.35,254,4000,0,
2021,29,0,46717,Viktor Hovland,5.86,235,4000,0,
2021,30,0,36689,Brooks Koepka,5.79,232,4000,0,
2021,31,0,48081,Xander Schauffele,5.78,231,4000,0,
2021,32,0,30944,Jason Kokrak,5.4,216,4000,0,
2021,33,0,34431,Robert Streb,5.38,215,4000,0,
2021,34,0,20229,Stewart Cink,5.28,211,4000,0,
2021,34,0,12716,Charley Hoffman,5.28,211,4000,0,
2021,36,0,34099,Harris English,5.23,209,4000,0,
2021,37,0,20396,Lee Westwood,5.08,203,4000,0,
2021,38,0,46046,Scottie Scheffler,4.98,199,4000,0,
2021,39,0,26331,Charl Schwartzel,4.7,188,4000,0,
2021,40,0,45157,Cam Davis,4.63,185,4000,0,
2021,41,0,33419,Cameron Tringale,4.48,179,4000,0,
2021,42,0,34076,Joel Dahmen,3.95,79,2000,0,
2021,42,0,52375,Doug Ghim,3.95,79,2000,0,
2021,42,0,24138,Ian Poulter,3.95,79,2000,0,
2021,42,0,28252,Seamus Power,3.95,79,2000,0,
2021,42,0,26476,Chez Reavie,3.95,79,2000,0,
2021,42,0,47347,Adam Schenk,3.95,79,2000,0,
