YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
2022,73,0,25900,Lucas Glover,"24' 6""",18517.167,756
2022,73,0,35449,Adam Long,"24' 6""",16411.583,671
2022,73,0,33204,Shane Lowry,"24' 6""",9246.75,378
2022,73,0,34264,Hudson Swafford,"24' 6""",9325.333,380
2022,73,0,51634,Sahith Theegala,"24' 6""",16662.417,681
2022,79,0,40098,Matt Fitzpatrick,"24' 7""",9278.75,378
2022,79,0,47988,Nick Hardy,"24' 7""",7993.25,325
2022,79,0,36852,Jim Knous,"24' 7""",6746.917,274
2022,79,0,30163,Henrik Norlander,"24' 7""",12596.583,513
2022,79,0,27139,David Skinns,"24' 7""",8830.25,359
2022,79,0,49964,Aaron Wise,"24' 7""",14331.417,583
2022,85,0,33141,Keegan Bradley,"24' 8""",12667.917,514
2022,85,0,24924,Bill Haas,"24' 8""",12520.167,507
2022,85,0,49298,Kramer Hickok,"24' 8""",16214.667,658
2022,85,0,27974,Sung Kang,"24' 8""",12433.833,504
2022,85,0,40162,Justin Lower,"24' 8""",11017.083,446
2022,85,0,51890,Greyson Sigg,"24' 8""",14830.333,601
2022,85,0,27095,Nick Watney,"24' 8""",11328.5,460
2022,92,0,51766,Wyndham Clark,"24' 9""",12727.333,514
2022,92,0,46414,Aaron Rai,"24' 9""",15699.917,634
2022,92,0,23621,Rory Sabbatini,"24' 9""",10180.917,412
2022,92,0,30927,Brendon Todd,"24' 9""",16484.0,666
2022,92,0,33419,Cameron Tringale,"24' 9""",13351.0,539
2022,92,0,40006,Erik van Rooyen,"24' 9""",8228.667,333
2022,98,0,46435,Austin Cook,"24' 10""",11821.0,476
2022,98,0,36801,Mark Hubbard,"24' 10""",11657.25,469
2022,98,0,46601,Trey Mullinax,"24' 10""",11581.75,466
2022,98,0,29289,S.Y. Noh,"24' 10""",7059.833,284
2022,98,0,24138,Ian Poulter,"24' 10""",7751.0,312
2022,98,0,34256,Andrew Putnam,"24' 10""",17044.917,686
2022,104,0,34363,Tyrrell Hatton,"24' 11""",8014.167,322
2022,104,0,34466,Peter Malnati,"24' 11""",16303.083,654
2022,104,0,27649,Brandt Snedeker,"24' 11""",10557.167,423
2022,104,0,54783,Dylan Wu,"24' 11""",10001.417,401
2022,108,0,34076,Joel Dahmen,"25' 0""",16326.0,652
2022,108,0,45157,Cam Davis,"25' 0""",14044.083,562
2022,108,0,36884,Ben Kohles,"25' 0""",9193.833,368
2022,108,0,34610,Matthias Schwab,"25' 0""",10989.5,439
2022,108,0,33486,Roger Sloan,"25' 0""",11855.667,474
2022,113,0,32102,Rickie Fowler,"25' 1""",11011.083,439
2022,113,0,32791,K.H. Lee,"25' 1""",17475.5,697
2022,113,0,47347,Adam Schenk,"25' 1""",13981.083,558
2022,113,0,39953,Chase Seiffert,"25' 1""",7661.917,305
2022,113,0,27064,Jhonattan Vegas,"25' 1""",11110.167,443
2022,113,0,48887,Matt Wallace,"25' 1""",9765.5,389
2022,119,0,23983,Luke Donald,"25' 2""",9965.25,396
2022,119,0,23108,Matt Kuchar,"25' 2""",12979.75,516
2022,119,0,46442,Maverick McNealy,"25' 2""",14468.0,575
2022,119,0,40250,Taylor Pendrith,"25' 2""",11510.75,458
2022,119,0,46046,Scottie Scheffler,"25' 2""",11708.0,465
2022,119,0,50095,Austin Smotherman,"25' 2""",13644.667,542
2022,125,0,48084,Wesley Bryan,"25' 3""",6444.667,255
2022,125,0,45486,Joaquin Niemann,"25' 3""",10467.5,414
2022,127,0,37212,Paul Barjon,"25' 4""",12524.75,495
2022,127,0,33490,Bo Hoag,"25' 4""",7406.5,292
2022,127,0,32839,Hideki Matsuyama,"25' 4""",10757.917,425
2022,127,0,10381,Curtis Thompson,"25' 4""",7795.917,308
2022,131,0,29725,Tony Finau,"25' 5""",13747.167,540
2022,131,0,35506,Mackenzie Hughes,"25' 5""",12032.75,473
2022,131,0,30926,Chris Kirk,"25' 5""",14160.75,557
2022,131,0,49766,Hank Lebioda,"25' 5""",14177.417,557
2022,135,0,49947,Taylor Moore,"25' 6""",16509.833,648
2022,135,0,47529,Mito Pereira,"25' 6""",15684.583,616
2022,135,0,22405,Justin Rose,"25' 6""",7722.167,303
2022,138,0,35461,Beau Hossler,"25' 7""",11156.0,436
2022,138,0,27936,Martin Laird,"25' 7""",14349.333,561
2022,138,0,50525,Collin Morikawa,"25' 7""",10388.25,406
2022,138,0,48699,Callum Tarren,"25' 7""",8634.5,337
2022,138,0,33448,Justin Thomas,"25' 7""",11043.5,432
2022,138,0,35617,Martin Trainer,"25' 7""",11110.667,434
2022,144,0,46550,Brandon Hagy,"25' 8""",9703.25,378
2022,144,0,33597,Harry Higgs,"25' 8""",12613.833,491
2022,144,0,46717,Viktor Hovland,"25' 8""",11663.583,455
2022,144,0,37455,Si Woo Kim,"25' 8""",17881.167,697
2022,144,0,46340,Alex Smalley,"25' 8""",15453.5,603
2022,144,0,47128,Richy Werenski,"25' 8""",9929.583,387
2022,144,0,31323,Gary Woodland,"25' 8""",9819.5,382
2022,151,0,34098,Russell Henley,"25' 9""",14621.667,567
2022,151,0,24024,Zach Johnson,"25' 9""",12174.667,473
2022,151,0,51997,Andrew Novak,"25' 9""",10044.667,390
2022,154,0,35310,Lanto Griffin,"25' 10""",13438.667,521
2022,154,0,21961,Charles Howell III,"25' 10""",10093.917,391
2022,154,0,48822,Sebastián Muñoz,"25' 10""",13825.5,536
2022,154,0,36699,Patrick Rodgers,"25' 10""",11423.583,442
2022,154,0,48081,Xander Schauffele,"25' 10""",11845.333,459
2022,159,0,45526,Abraham Ancer,"25' 11""",11367.917,438
2022,159,0,46402,Talor Gooch,"25' 11""",11558.667,446
2022,159,0,54421,Garrick Higgo,"25' 11""",8009.417,309
2022,159,0,39977,Max Homa,"25' 11""",14067.083,543
2022,159,0,47856,Seth Reeves,"25' 11""",10176.417,393
2022,164,0,51894,Vince Whaley,"26' 0""",11892.5,458
2022,165,0,47504,Sam Burns,"26' 1""",12891.583,494
2022,166,0,29478,Kevin Kisner,"26' 2""",12601.167,482
2022,167,0,20229,Stewart Cink,"26' 3""",13619.167,519
2022,167,0,32816,Satoshi Kodaira,"26' 3""",10320.0,393
2022,167,0,28237,Rory McIlroy,"26' 3""",9512.917,362
2022,170,0,45540,Jared Wolfe,"26' 4""",9001.917,342
2022,171,0,35879,Kelly Kraft,"26' 5""",13461.583,510
2022,172,0,27129,Luke List,"26' 6""",11966.0,451
2022,172,0,25198,Francesco Molinari,"26' 6""",8166.0,308
2022,172,0,35891,Cameron Smith,"26' 6""",9259.583,349
2022,175,0,33667,Carlos Ortiz,"26' 7""",10376.167,390
2022,176,0,57366,Cameron Young,"26' 8""",14473.167,542
2022,177,0,52372,Cameron Champ,"26' 10""",9483.333,353
2022,177,0,29970,Dylan Frittelli,"26' 10""",13294.167,496
2022,179,0,35450,Patrick Cantlay,"27' 1""",10710.583,396
2022,180,0,26851,Marc Leishman,"27' 2""",11982.833,441
2022,180,0,34046,Jordan Spieth,"27' 2""",11647.167,429
2022,182,0,56278,Matthew Wolff,"27' 3""",6541.167,240
2022,183,0,30978,Kiradech Aphibarnrat,"27' 6""",8939.0,325
2022,183,0,39436,Joshua Creel,"27' 6""",8856.917,322
2022,183,0,36689,Brooks Koepka,"27' 6""",6645.25,242
2022,186,0,26300,Matt Jones,"27' 9""",10190.083,367
2022,186,0,28252,Seamus Power,"27' 9""",12852.417,463
2022,188,0,34255,Joseph Bramlett,"27' 10""",12041.833,433
2022,189,0,39058,Lucas Herbert,"28' 5""",7674.25,270
2022,189,0,46970,Jon Rahm,"28' 5""",12376.667,436
2022,191,0,34360,Patrick Reed,"28' 6""",10792.0,379
2022,192,0,30944,Jason Kokrak,"28' 9""",11483.75,400
2022,193,0,29974,Branden Grace,"29' 10""",9991.0,335
2024,1,0,50095,Austin Smotherman,"19' 5""",6194.75,319
2024,2,0,54576,Patrick Fishburn,"19' 7""",8658.25,442
2024,3,0,55893,Sam Stevens,"19' 8""",11878.917,603
2024,3,0,27064,Jhonattan Vegas,"19' 8""",9157.667,465
2024,5,0,39327,Ben Silverman,"19' 9""",11950.833,606
2024,6,0,23108,Matt Kuchar,"20' 1""",11868.833,591
2024,7,0,40250,Taylor Pendrith,"20' 2""",10655.0,528
2024,8,0,45522,Christiaan Bezuidenhout,"20' 3""",11735.667,580
2024,9,0,59143,Mac Meissner,"20' 4""",11118.583,547
2024,9,0,27649,Brandt Snedeker,"20' 4""",8912.333,438
2024,9,0,49960,Sepp Straka,"20' 4""",12765.25,629
2024,9,0,45242,Kevin Yu,"20' 4""",10378.417,511
2024,13,0,27139,David Skinns,"20' 5""",9849.0,482
2024,14,0,32367,Jorge Campillo,"20' 6""",6793.833,332
2024,14,0,59866,Nick Dunlap,"20' 6""",9711.75,473
2024,14,0,52215,Robert MacIntyre,"20' 6""",9686.75,472
2024,17,0,34076,Joel Dahmen,"20' 8""",13453.5,652
2024,17,0,34098,Russell Henley,"20' 8""",12564.917,607
2024,17,0,26596,Ryan Moore,"20' 8""",12463.833,603
2024,17,0,29221,Webb Simpson,"20' 8""",8008.667,388
2024,17,0,58168,Davis Thompson,"20' 8""",13544.25,655
2024,22,0,46442,Maverick McNealy,"20' 9""",13363.833,644
2024,23,0,32366,Kevin Chappell,"20' 10""",6330.75,304
2024,23,0,32333,Kevin Tway,"20' 10""",7449.667,357
2024,25,0,51977,Max Greyserman,"20' 11""",9886.25,473
2024,25,0,32791,K.H. Lee,"20' 11""",11838.417,566
2024,25,0,50525,Collin Morikawa,"20' 11""",13790.0,660
2024,25,0,57900,Chandler Phillips,"20' 11""",13360.417,638
2024,29,0,27644,Brian Harman,"21' 0""",15217.667,724
2024,29,0,48319,Tom Whitney,"21' 0""",8812.5,420
2024,31,0,12716,Charley Hoffman,"21' 1""",9537.583,453
2024,31,0,36871,Matt NeSmith,"21' 1""",10874.25,515
2024,31,0,27214,Kevin Streelman,"21' 1""",10396.167,493
2024,34,0,40162,Justin Lower,"21' 2""",13742.833,650
2024,34,0,33204,Shane Lowry,"21' 2""",11369.583,537
2024,34,0,34466,Peter Malnati,"21' 2""",10217.0,482
2024,37,0,56149,Wilson Furr,"21' 3""",6889.417,324
2024,37,0,39975,Michael Kim,"21' 3""",9788.75,461
2024,37,0,36326,David Lipsky,"21' 3""",9984.667,470
2024,37,0,26476,Chez Reavie,"21' 3""",10802.5,508
2024,37,0,46046,Scottie Scheffler,"21' 3""",11953.083,562
2024,37,0,27330,Josh Teater,"21' 3""",6498.75,306
2024,37,0,52513,Carson Young,"21' 3""",14616.75,687
2024,44,0,40026,Daniel Berger,"21' 4""",11884.75,557
2024,44,0,59836,Pierceson Coody,"21' 4""",9815.5,460
2024,44,0,27349,Alex Noren,"21' 4""",10641.75,498
2024,44,0,49771,J.T. Poston,"21' 4""",14626.75,685
2024,48,0,34021,Bud Cauley,"21' 5""",8981.083,419
2024,48,0,59095,Chris Gotterup,"21' 5""",9084.917,424
2024,48,0,23320,Ryan Palmer,"21' 5""",6314.0,295
2024,48,0,46414,Aaron Rai,"21' 5""",15751.833,736
2024,48,0,33486,Roger Sloan,"21' 5""",9604.583,449
2024,53,0,37455,Si Woo Kim,"21' 6""",14911.083,693
2024,53,0,29478,Kevin Kisner,"21' 6""",8584.583,399
2024,53,0,47420,Jake Knapp,"21' 6""",11073.917,515
2024,53,0,24502,Adam Scott,"21' 6""",10119.0,470
2024,57,0,33141,Keegan Bradley,"21' 7""",13228.167,612
2024,57,0,50497,Adrien Dumont de Chassart,"21' 7""",9116.667,423
2024,57,0,30911,Tommy Fleetwood,"21' 7""",12917.75,599
2024,57,0,57975,Harry Hall,"21' 7""",11277.167,523
2024,57,0,47347,Adam Schenk,"21' 7""",13969.667,648
2024,57,0,46441,Robby Shelton,"21' 7""",11429.0,530
2024,57,0,51890,Greyson Sigg,"21' 7""",12243.417,568
2024,64,0,37378,Min Woo Lee,"21' 8""",9515.083,440
2024,64,0,48867,Matti Schmid,"21' 8""",10781.667,497
2024,64,0,46340,Alex Smalley,"21' 8""",10186.083,470
2024,67,0,59442,Parker Coody,"21' 9""",7210.833,331
2024,67,0,60067,Joe Highsmith,"21' 9""",10227.917,470
2024,67,0,51997,Andrew Novak,"21' 9""",13004.167,597
2024,67,0,47679,Victor Perez,"21' 9""",10315.833,474
2024,67,0,33448,Justin Thomas,"21' 9""",9665.5,444
2024,67,0,30927,Brendon Todd,"21' 9""",18079.083,832
2024,73,0,39971,Sungjae Im,"21' 10""",14847.083,681
2024,73,0,24024,Zach Johnson,"21' 10""",8590.417,393
2024,73,0,50493,Justin Suh,"21' 10""",11210.5,514
2024,73,0,31323,Gary Woodland,"21' 10""",11642.5,533
2024,77,0,55708,Hayden Buckley,"21' 11""",11506.417,525
2024,77,0,45609,Tyler Duncan,"21' 11""",10674.0,487
2024,77,0,57362,Austin Eckroat,"21' 11""",15499.333,708
2024,77,0,54591,Ben Griffin,"21' 11""",15541.667,709
2024,77,0,36884,Ben Kohles,"21' 11""",15083.417,688
2024,77,0,47993,Denny McCarthy,"21' 11""",14607.0,667
2024,77,0,34046,Jordan Spieth,"21' 11""",11724.833,535
2024,84,0,29420,Billy Horschel,"22' 0""",12100.5,551
2024,84,0,39546,Keith Mitchell,"22' 0""",12937.333,589
2024,84,0,47806,Raul Pereda,"22' 0""",5783.917,263
2024,87,0,34099,Harris English,"22' 1""",14712.417,665
2024,87,0,54421,Garrick Higgo,"22' 1""",10303.417,467
2024,87,0,51696,Rico Hoey,"22' 1""",12301.0,557
2024,87,0,39324,J.J. Spaun,"22' 1""",12963.167,588
2024,87,0,40115,Adam Svensson,"22' 1""",19316.25,876
2024,92,0,47504,Sam Burns,"22' 2""",12204.75,550
2024,92,0,52372,Cameron Champ,"22' 2""",8710.0,393
2024,92,0,40098,Matt Fitzpatrick,"22' 2""",11616.5,525
2024,92,0,28237,Rory McIlroy,"22' 2""",11179.833,504
2024,92,0,52666,Sami Valimaki,"22' 2""",10166.417,459
2024,97,0,56630,Akshay Bhatia,"22' 3""",15547.333,699
2024,97,0,34563,Chesson Hadley,"22' 3""",10360.833,466
2024,97,0,34587,Chan Kim,"22' 3""",13648.75,613
2024,97,0,48119,Ben Taylor,"22' 3""",8499.083,382
2024,97,0,25493,Nick Taylor,"22' 3""",14104.5,635
2024,102,0,36799,Stephan Jaeger,"22' 4""",13245.083,592
2024,102,0,48153,Matthieu Pavon,"22' 4""",9788.083,439
2024,104,0,34374,Erik Barnes,"22' 5""",6871.333,306
2024,104,0,34255,Joseph Bramlett,"22' 5""",11725.0,524
2024,104,0,52375,Doug Ghim,"22' 5""",16076.583,716
2024,104,0,32640,Troy Merritt,"22' 5""",11178.917,498
2024,104,0,50484,Hayden Springer,"22' 5""",9602.0,429
2024,109,0,35461,Beau Hossler,"22' 6""",14016.25,622
2024,109,0,28252,Seamus Power,"22' 6""",17523.833,778
2024,111,0,48084,Wesley Bryan,"22' 7""",6079.917,269
2024,111,0,30163,Henrik Norlander,"22' 7""",9795.25,434
2024,111,0,29908,C.T. Pan,"22' 7""",11087.083,491
2024,111,0,54783,Dylan Wu,"22' 7""",12820.5,568
2024,115,0,47663,Kevin Dougherty,"22' 8""",8376.25,370
2024,115,0,46113,Ryan McCormick,"22' 8""",7196.333,318
2024,115,0,47995,Davis Riley,"22' 8""",11875.167,523
2024,115,0,48699,Callum Tarren,"22' 8""",8645.417,381
2024,119,0,28089,Jason Day,"22' 9""",11134.167,489
2024,119,0,29535,Brice Garnett,"22' 9""",9397.167,413
2024,119,0,54628,Lee Hodges,"22' 9""",17466.583,768
2024,119,0,55182,Tom Kim,"22' 9""",14120.083,620
2024,123,0,40058,Zac Blair,"22' 10""",15214.25,666
2024,123,0,28420,Ryan Brehm,"22' 10""",7614.5,334
2024,123,0,47591,Eric Cole,"22' 10""",16667.833,730
2024,123,0,29936,Ryan Fox,"22' 10""",10784.75,473
2024,123,0,25900,Lucas Glover,"22' 10""",16258.0,712
2024,123,0,22405,Justin Rose,"22' 10""",10265.5,449
2024,123,0,48081,Xander Schauffele,"22' 10""",12612.5,553
2024,130,0,52955,Ludvig Åberg,"22' 11""",12586.5,550
2024,130,0,32070,Rafael Campos,"22' 11""",7628.917,333
2024,130,0,31646,Emiliano Grillo,"22' 11""",15162.167,662
2024,130,0,46717,Viktor Hovland,"22' 11""",9479.667,413
2024,130,0,50188,S.H. Kim,"22' 11""",15443.333,675
2024,130,0,51894,Vince Whaley,"22' 11""",8412.0,367
2024,136,0,52514,Trace Crowe,"23' 0""",9555.583,416
2024,136,0,35310,Lanto Griffin,"23' 0""",10850.25,471
2024,136,0,35506,Mackenzie Hughes,"23' 0""",14585.917,634
2024,139,0,39997,Corey Conners,"23' 1""",15475.25,671
2024,139,0,32839,Hideki Matsuyama,"23' 1""",11797.833,512
2024,141,0,51287,Ryo Hisatsune,"23' 2""",13521.833,584
2024,141,0,28775,Nate Lashley,"23' 2""",12538.167,542
2024,143,0,29725,Tony Finau,"23' 3""",12925.5,556
2024,143,0,35532,Tom Hoge,"23' 3""",17001.0,732
2024,143,0,48887,Matt Wallace,"23' 3""",10072.75,433
2024,146,0,51349,Nico Echavarria,"23' 4""",13848.583,594
2024,146,0,36699,Patrick Rodgers,"23' 4""",16077.167,690
2024,146,0,51634,Sahith Theegala,"23' 4""",15670.75,671
2024,146,0,52374,Brandon Wu,"23' 4""",11967.0,512
2024,150,0,33399,Adam Hadwin,"23' 5""",14034.167,599
2024,150,0,47983,Chad Ramey,"23' 5""",13880.25,593
2024,150,0,55454,Carl Yuan,"23' 5""",9830.917,420
2024,153,0,22371,Aaron Baddeley,"23' 6""",10589.75,451
2024,153,0,45157,Cam Davis,"23' 6""",13886.5,591
2024,153,0,32102,Rickie Fowler,"23' 6""",13147.417,559
2024,153,0,30926,Chris Kirk,"23' 6""",13984.75,595
2024,153,0,57366,Cameron Young,"23' 6""",13460.75,573
2024,158,0,37212,Paul Barjon,"23' 7""",7684.5,326
2024,158,0,47988,Nick Hardy,"23' 7""",14197.083,601
2024,158,0,27936,Martin Laird,"23' 7""",11126.917,472
2024,158,0,49947,Taylor Moore,"23' 7""",16248.5,688
2024,162,0,37275,Sam Ryder,"23' 8""",12138.417,513
2024,163,0,38991,Alejandro Tosti,"23' 9""",10122.417,426
2024,163,0,47483,Will Zalatoris,"23' 9""",11293.75,475
2024,165,0,32757,Patton Kizzire,"23' 10""",10540.333,443
2024,165,0,35617,Martin Trainer,"23' 10""",7004.25,294
2024,167,0,52453,Nicolai Højgaard,"23' 11""",7486.75,313
2024,168,0,39977,Max Homa,"24' 1""",12416.417,515
2024,169,0,34256,Andrew Putnam,"24' 3""",16062.333,662
2024,170,0,33948,Byeong Hun An,"24' 5""",11445.167,468
2024,170,0,36801,Mark Hubbard,"24' 5""",19161.5,785
2024,172,0,55789,Taylor Montgomery,"24' 6""",7047.083,288
2024,173,0,51766,Wyndham Clark,"24' 7""",11300.833,460
2024,173,0,60767,Blaine Hale Jr.,"24' 7""",6238.083,254
2024,175,0,60004,Jacob Bridgeman,"24' 8""",11279.917,457
2024,176,0,48117,Kurt Kitayama,"24' 9""",13789.333,557
2024,177,0,33653,Thomas Detry,"24' 10""",12727.333,512
2024,178,0,51070,Vincent Norrman,"25' 0""",8762.083,350
2024,179,0,35450,Patrick Cantlay,"25' 1""",10908.75,435
2024,180,0,33968,Thorbjørn Olesen,"25' 4""",7211.167,285
2024,181,0,33408,Tyson Alexander,"25' 5""",10996.333,432
2024,182,0,40006,Erik van Rooyen,"25' 6""",13872.75,544
2024,183,0,27129,Luke List,"25' 11""",12900.667,498
2024,184,0,27770,Camilo Villegas,"26' 6""",8936.833,337
2023,1,0,32816,Satoshi Kodaira,"22' 2""",9278.417,419
2023,2,0,31557,Jim Herman,"22' 3""",12636.833,567
2023,3,0,51997,Andrew Novak,"22' 4""",12035.833,539
2023,4,0,52513,Carson Young,"22' 5""",14652.167,653
2023,5,0,40162,Justin Lower,"22' 6""",14353.5,639
2023,6,0,39058,Lucas Herbert,"22' 7""",7749.917,343
2023,6,0,49298,Kramer Hickok,"22' 7""",14632.5,647
2023,6,0,36801,Mark Hubbard,"22' 7""",16485.0,729
2023,6,0,30926,Chris Kirk,"22' 7""",13855.583,613
2023,6,0,26596,Ryan Moore,"22' 7""",13697.5,607
2023,11,0,37275,Sam Ryder,"22' 8""",15066.667,665
2023,12,0,40058,Zac Blair,"22' 10""",13104.333,574
2023,13,0,25900,Lucas Glover,"22' 11""",16977.667,740
2023,14,0,45609,Tyler Duncan,"23' 0""",16214.083,706
2023,15,0,22405,Justin Rose,"23' 1""",10475.5,453
2023,15,0,27214,Kevin Streelman,"23' 1""",15448.333,669
2023,17,0,30163,Henrik Norlander,"23' 2""",13161.167,568
2023,18,0,52955,Ludvig Åberg,"23' 3""",8928.167,384
2023,19,0,33653,Thomas Detry,"23' 4""",12068.417,518
2023,19,0,32757,Patton Kizzire,"23' 4""",14649.75,627
2023,19,0,33410,Andrew Landry,"23' 4""",12688.25,544
2023,19,0,33413,Ben Martin,"23' 4""",15136.583,649
2023,23,0,33122,Russell Knox,"23' 5""",16086.583,688
2023,23,0,35879,Kelly Kraft,"23' 5""",14983.25,640
2023,25,0,47079,Harrison Endycott,"23' 6""",12848.917,546
2023,25,0,39954,Cody Gribble,"23' 6""",9229.667,393
2023,25,0,51950,Max McGreevy,"23' 6""",11670.917,496
2023,28,0,58696,Peter Kuest,"23' 7""",7464.583,317
2023,28,0,32640,Troy Merritt,"23' 7""",14243.167,604
2023,28,0,50095,Austin Smotherman,"23' 7""",15795.917,669
2023,31,0,56630,Akshay Bhatia,"23' 8""",11407.667,482
2023,31,0,54591,Ben Griffin,"23' 8""",15637.25,660
2023,31,0,28775,Nate Lashley,"23' 8""",16325.417,689
2023,31,0,53165,Doc Redman,"23' 8""",13260.667,560
2023,31,0,29221,Webb Simpson,"23' 8""",10497.583,444
2023,31,0,58168,Davis Thompson,"23' 8""",16048.75,678
2023,31,0,35617,Martin Trainer,"23' 8""",6242.417,264
2023,31,0,45242,Kevin Yu,"23' 8""",9217.083,390
2023,39,0,47347,Adam Schenk,"23' 9""",17671.25,744
2023,39,0,34431,Robert Streb,"23' 9""",11186.0,471
2023,39,0,30927,Brendon Todd,"23' 9""",18996.75,801
2023,39,0,25632,Jimmy Walker,"23' 9""",12329.167,520
2023,43,0,37338,Zecheng Dou,"23' 10""",12899.417,541
2023,43,0,37455,Si Woo Kim,"23' 10""",18689.75,785
2023,43,0,22056,Cameron Percy,"23' 10""",9247.417,388
2023,46,0,39975,Michael Kim,"23' 11""",12577.333,525
2023,46,0,49947,Taylor Moore,"23' 11""",14581.917,610
2023,46,0,36871,Matt NeSmith,"23' 11""",16992.917,711
2023,49,0,32366,Kevin Chappell,"24' 0""",6087.917,254
2023,49,0,52375,Doug Ghim,"24' 0""",15905.0,662
2023,49,0,26476,Chez Reavie,"24' 0""",18028.083,750
2023,49,0,36699,Patrick Rodgers,"24' 0""",14410.083,600
2023,53,0,34563,Chesson Hadley,"24' 1""",14344.75,595
2023,53,0,49960,Sepp Straka,"24' 1""",16252.667,676
2023,55,0,57362,Austin Eckroat,"24' 2""",14644.667,607
2023,55,0,54421,Garrick Higgo,"24' 2""",16532.25,684
2023,55,0,24024,Zach Johnson,"24' 2""",12150.0,503
2023,55,0,48117,Kurt Kitayama,"24' 2""",9460.75,392
2023,59,0,19803,Ryan Armour,"24' 3""",15522.5,641
2023,59,0,34076,Joel Dahmen,"24' 3""",14518.333,599
2023,59,0,29970,Dylan Frittelli,"24' 3""",8545.25,352
2023,59,0,39335,Kevin Roy,"24' 3""",9711.0,400
2023,63,0,27644,Brian Harman,"24' 4""",17266.167,709
2023,63,0,55893,Sam Stevens,"24' 4""",15232.0,625
2023,63,0,52411,Kyle Westmoreland,"24' 4""",8196.083,337
2023,66,0,45522,Christiaan Bezuidenhout,"24' 5""",16086.75,659
2023,66,0,30911,Tommy Fleetwood,"24' 5""",12425.333,509
2023,66,0,35461,Beau Hossler,"24' 5""",16146.25,662
2023,66,0,29908,C.T. Pan,"24' 5""",7661.583,314
2023,66,0,51890,Greyson Sigg,"24' 5""",17804.333,730
2023,66,0,40115,Adam Svensson,"24' 5""",21593.333,885
2023,66,0,47128,Richy Werenski,"24' 5""",13620.25,558
2023,73,0,31577,Tano Goya,"24' 6""",12691.667,518
2023,73,0,32448,James Hahn,"24' 6""",14120.167,576
2023,73,0,49766,Hank Lebioda,"24' 6""",7926.083,324
2023,73,0,36326,David Lipsky,"24' 6""",16552.917,676
2023,73,0,50493,Justin Suh,"24' 6""",20011.917,818
2023,78,0,51491,Brandon Matthews,"24' 7""",6481.917,264
2023,78,0,47993,Denny McCarthy,"24' 7""",18117.917,738
2023,78,0,25493,Nick Taylor,"24' 7""",14710.5,598
2023,78,0,51634,Sahith Theegala,"24' 7""",14607.25,595
2023,82,0,49453,Trevor Cone,"24' 8""",10437.333,423
2023,82,0,28089,Jason Day,"24' 8""",12810.583,520
2023,82,0,25686,Jason Dufner,"24' 8""",12979.25,526
2023,82,0,27554,Scott Harrington,"24' 8""",9795.917,397
2023,82,0,34363,Tyrrell Hatton,"24' 8""",12908.75,524
2023,82,0,36799,Stephan Jaeger,"24' 8""",20080.917,815
2023,82,0,23108,Matt Kuchar,"24' 8""",16731.5,678
2023,82,0,47983,Chad Ramey,"24' 8""",18123.417,734
2023,82,0,48867,Matti Schmid,"24' 8""",9994.083,405
2023,82,0,52374,Brandon Wu,"24' 8""",17200.583,697
2023,92,0,47988,Nick Hardy,"24' 9""",16759.0,677
2023,92,0,33597,Harry Higgs,"24' 9""",10288.833,416
2023,92,0,54628,Lee Hodges,"24' 9""",18218.917,735
2023,92,0,39977,Max Homa,"24' 9""",15233.0,615
2023,92,0,23320,Ryan Palmer,"24' 9""",13226.667,534
2023,97,0,55708,Hayden Buckley,"24' 10""",13917.333,560
2023,97,0,46441,Robby Shelton,"24' 10""",15838.583,638
2023,99,0,48084,Wesley Bryan,"24' 11""",5634.25,226
2023,99,0,51349,Nico Echavarria,"24' 11""",10840.583,435
2023,99,0,46717,Viktor Hovland,"24' 11""",14714.417,590
2023,99,0,50188,S.H. Kim,"24' 11""",18186.0,731
2023,99,0,34409,David Lingmerth,"24' 11""",13239.167,532
2023,99,0,50525,Collin Morikawa,"24' 11""",14567.75,585
2023,99,0,47995,Davis Riley,"24' 11""",14789.833,594
2023,99,0,46340,Alex Smalley,"24' 11""",18268.417,732
2023,99,0,39324,J.J. Spaun,"24' 11""",17826.083,715
2023,108,0,56762,Will Gordon,"25' 0""",18189.0,728
2023,108,0,33399,Adam Hadwin,"25' 0""",17249.833,690
2023,108,0,35901,Paul Haley II,"25' 0""",14671.25,587
2023,108,0,35449,Adam Long,"25' 0""",19406.417,776
2023,108,0,34466,Peter Malnati,"25' 0""",12527.667,501
2023,108,0,48081,Xander Schauffele,"25' 0""",11888.75,476
2023,114,0,47504,Sam Burns,"25' 1""",13684.75,545
2023,114,0,52372,Cameron Champ,"25' 1""",11616.667,463
2023,114,0,29535,Brice Garnett,"25' 1""",13711.833,546
2023,114,0,31202,William McGirt,"25' 1""",8268.083,330
2023,114,0,46414,Aaron Rai,"25' 1""",20230.917,806
2023,119,0,39997,Corey Conners,"25' 2""",15705.167,624
2023,119,0,39067,MJ Daffue,"25' 2""",13918.417,553
2023,119,0,12716,Charley Hoffman,"25' 2""",10288.25,409
2023,119,0,27936,Martin Laird,"25' 2""",14744.583,585
2023,119,0,51070,Vincent Norrman,"25' 2""",12815.583,510
2023,119,0,40250,Taylor Pendrith,"25' 2""",14514.917,577
2023,125,0,33948,Byeong Hun An,"25' 3""",15556.417,617
