YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID,NUMBER OF CUTS
2013,65,0,23325,Vaughn Taylor,3.0,2013290.0,
2013,65,0,30927,Brendon Todd,3.0,2013300.0,
2013,65,0,2206,David Toms,3.0,2013330.0,
2013,65,0,25804,Bubba Watson,3.0,2013370.0,
2013,65,0,26498,Matt Weibring,3.0,2011300.0,
2013,65,0,32139,Danny Willett,3.0,2012350.0,
2013,94,0,30978,Kiradech Aphibarnrat,2.0,2013340.0,
2013,94,0,25936,Alex Aragon,2.0,2011340.0,
2013,94,0,32622,Matthew Baldwin,2.0,2012260.0,
2013,94,0,24846,Ricky Barnes,2.0,2013330.0,
2013,94,0,19929,Warren Bennett,2.0,2002310.0,
2013,94,0,10505,Shane Bertsch,2.0,2012480.0,
2013,94,0,21646,David Branshaw,2.0,2007480.0,
2013,94,0,20848,Ángel Cabrera,2.0,2013380.0,
2013,94,0,20850,Daniel Chopra,2.0,2012450.0,
2013,94,0,20229,Stewart Cink,2.0,2013370.0,
2013,94,0,19825,Darren Clarke,2.0,2013310.0,
2013,94,0,20623,Gavin Coles,2.0,2012450.0,
2013,94,0,21753,Brian Davis,2.0,2013380.0,
2013,94,0,8931,Glen Day,2.0,2013300.0,
2013,94,0,6251,Chris DiMarco,2.0,2013330.0,
2013,94,0,6522,Ernie Els,2.0,2013380.0,
2013,94,0,34099,Harris English,2.0,2013380.0,
2013,94,0,29833,Yoshinori Fujimoto,2.0,2012320.0,
2013,94,0,1388,Robert Gamez,2.0,2013300.0,
2013,94,0,8725,Tom Gillis,2.0,2013330.0,
2013,94,0,24924,Bill Haas,2.0,2013390.0,
2013,94,0,24604,Hunter Haas,2.0,2013180.0,
2013,94,0,27554,Scott Harrington,2.0,2006290.0,
2013,94,0,34098,Russell Henley,2.0,2013380.0,
2013,94,0,31557,Jim Herman,2.0,2013330.0,
2013,94,0,1527,Scott Hoch,2.0,2008100.0,
2013,94,0,35461,Beau Hossler,2.0,2012260.0,
2013,94,0,30852,Ryo Ishikawa,2.0,2013350.0,
2013,94,0,24511,Thongchai Jaidee,2.0,2013310.0,
2013,94,0,19970,Robert Karlsson,2.0,2013330.0,
2013,94,0,39975,Michael Kim,2.0,2013250.0,
2013,94,0,30926,Chris Kirk,2.0,2013380.0,
2013,94,0,30711,Colt Knost,2.0,2013330.0,
2013,94,0,33122,Russell Knox,2.0,2013300.0,
2013,94,0,39531,Ken Looper,2.0,2013180.0,
2013,94,0,26881,Jarrod Lyle,2.0,2012070.0,
2013,94,0,1717,Sandy Lyle,2.0,2013160.0,
2013,94,0,33199,Matteo Manassero,2.0,2013340.0,
2013,94,0,25572,Graeme McDowell,2.0,2013380.0,
2013,94,0,1793,Mac McLendon,2.0,1980430.0,
2013,94,0,24490,George McNeill,2.0,2013360.0,
2013,94,0,32640,Troy Merritt,2.0,2011440.0,
2013,94,0,27302,Garth Mulroy,2.0,2012440.0,
2013,94,0,27118,Toshinori Muto,2.0,2012320.0,
2013,94,0,1866,Jack Newton,2.0,1982420.0,
2013,94,0,22046,Geoff Ogilvy,2.0,2013360.0,
2013,94,0,33968,Thorbjørn Olesen,2.0,2013340.0,
2013,94,0,28475,Jeff Overton,2.0,2013360.0,
2013,94,0,26444,Juvic Pagunsan,2.0,2012120.0,
2013,94,0,29342,Jae-bum Park,2.0,2011350.0,
2013,94,0,1920,Craig Parry,2.0,2008320.0,
2013,94,0,35541,John Peterson,2.0,2013220.0,
2013,94,0,25240,D.A. Points,2.0,2013390.0,
2013,94,0,24138,Ian Poulter,2.0,2013380.0,
2013,94,0,34360,Patrick Reed,2.0,2013380.0,
2013,94,0,20127,Chris Riley,2.0,2013300.0,
2013,94,0,25457,Alexandre Rocha,2.0,2013100.0,
2013,94,0,2064,John Schroeder,2.0,1995300.0,
2013,94,0,7013,Wes Short Jr.,2.0,2013300.0,
2013,94,0,25321,Lee Slattery,2.0,2012320.0,
2013,94,0,2105,Bob Smith,2.0,1985280.0,
2013,94,0,30692,Scott Stallings,2.0,2013380.0,
2013,94,0,29518,Brendan Steele,2.0,2013380.0,
2013,94,0,34431,Robert Streb,2.0,2013330.0,
2013,94,0,21498,Hideto Tanihara,2.0,2009020.0,
2013,94,0,27330,Josh Teater,2.0,2013370.0,
2013,94,0,32150,Michael Thompson,2.0,2013380.0,
2013,94,0,33419,Cameron Tringale,2.0,2013370.0,
2013,94,0,26668,Marc Turnesa,2.0,2013300.0,
2013,94,0,23322,Brett Wetterich,2.0,2012250.0,
2013,94,0,12602,Dean Wilson,2.0,2013020.0,
2013,1,0,23108,Matt Kuchar,,,23.0
2013,2,0,28089,Jason Day,,,21.0
2013,3,0,21209,Sergio Garcia,,,17.0
2013,4,0,24502,Adam Scott,,,16.0
2013,4,0,8793,Tiger Woods,,,16.0
2013,6,0,6527,Steve Stricker,,,13.0
2013,7,0,29221,Webb Simpson,,,11.0
2013,7,0,21528,Henrik Stenson,,,11.0
2013,9,0,31323,Gary Woodland,,,10.0
2013,10,0,33141,Keegan Bradley,,,9.0
2013,10,0,23638,Brendon de Jonge,,,9.0
2013,10,0,24024,Zach Johnson,,,9.0
2013,10,0,27408,Martin Kaymer,,,9.0
2013,10,0,26289,Boo Weekley,,,9.0
2013,15,0,26596,Ryan Moore,,,8.0
2013,15,0,27214,Kevin Streelman,,,8.0
2013,15,0,20396,Lee Westwood,,,8.0
2013,18,0,20098,Stuart Appleby,,,7.0
2013,18,0,24357,K.J. Choi,,,7.0
2013,18,0,25686,Jason Dufner,,,7.0
2013,18,0,10809,Jim Furyk,,,7.0
2013,18,0,24781,Hunter Mahan,,,7.0
2013,18,0,1810,Phil Mickelson,,,7.0
2013,18,0,23621,Rory Sabbatini,,,7.0
2013,18,0,28780,Nicholas Thompson,,,7.0
2013,26,0,27895,Jonas Blixt,,,6.0
2013,26,0,26758,David Hearn,,,6.0
2013,26,0,32839,Hideki Matsuyama,,,6.0
2013,26,0,27933,John Merrick,,,6.0
2013,26,0,25818,Scott Piercy,,,6.0
2013,26,0,22405,Justin Rose,,,6.0
2013,32,0,20376,Stephen Gallacher,,,5.0
2013,32,0,12716,Charley Hoffman,,,5.0
2013,32,0,27503,Steve LeBrun,,,5.0
2013,32,0,22961,David Mathis,,,5.0
2013,32,0,28237,Rory McIlroy,,,5.0
2013,32,0,34046,Jordan Spieth,,,5.0
2013,32,0,27770,Camilo Villegas,,,5.0
2013,39,0,26499,Rafa Cabrera Bello,,,4.0
2013,39,0,32200,Roberto Castro,,,4.0
2013,39,0,32366,Kevin Chappell,,,4.0
2013,39,0,28455,Will Claxton,,,4.0
2013,39,0,1226,Fred Couples,,,4.0
2013,39,0,27436,Graham DeLaet,,,4.0
2013,39,0,23983,Luke Donald,,,4.0
2013,39,0,1320,Bob Estes,,,4.0
2013,39,0,28307,Matt Every,,,4.0
2013,39,0,30750,Tommy Gainey,,,4.0
2013,39,0,34174,John Huh,,,4.0
2013,39,0,26851,Marc Leishman,,,4.0
2013,39,0,23800,Bryce Molder,,,4.0
2013,39,0,26331,Charl Schwartzel,,,4.0
2013,39,0,22293,Heath Slocum,,,4.0
2013,39,0,27963,Chris Stroud,,,4.0
2013,39,0,27095,Nick Watney,,,4.0
2013,56,0,19846,Brian Gay,,,3.0
2013,56,0,29420,Billy Horschel,,,3.0
2013,56,0,21961,Charles Howell III,,,3.0
2013,56,0,22378,Trevor Immelman,,,3.0
2013,56,0,19958,Miguel Angel Jiménez,,,3.0
2013,56,0,30925,Dustin Johnson,,,3.0
2013,56,0,30944,Jason Kokrak,,,3.0
2013,56,0,33204,Shane Lowry,,,3.0
2013,56,0,25198,Francesco Molinari,,,3.0
2013,56,0,20645,John Senden,,,3.0
2013,56,0,27649,Brandt Snedeker,,,3.0
2013,56,0,26679,Kevin Stadler,,,3.0
2013,56,0,25834,Daniel Summerhays,,,3.0
2013,56,0,23325,Vaughn Taylor,,,3.0
2013,56,0,30927,Brendon Todd,,,3.0
2013,56,0,2206,David Toms,,,3.0
2013,56,0,25804,Bubba Watson,,,3.0
2013,73,0,30978,Kiradech Aphibarnrat,,,2.0
2013,73,0,24846,Ricky Barnes,,,2.0
2013,73,0,20848,Ángel Cabrera,,,2.0
2013,73,0,20229,Stewart Cink,,,2.0
2013,73,0,19825,Darren Clarke,,,2.0
2013,73,0,21753,Brian Davis,,,2.0
2013,73,0,8931,Glen Day,,,2.0
2013,73,0,6251,Chris DiMarco,,,2.0
2013,73,0,6522,Ernie Els,,,2.0
2013,73,0,34099,Harris English,,,2.0
2013,73,0,1388,Robert Gamez,,,2.0
2013,73,0,8725,Tom Gillis,,,2.0
2013,73,0,24924,Bill Haas,,,2.0
2013,73,0,24604,Hunter Haas,,,2.0
2013,73,0,34098,Russell Henley,,,2.0
2013,73,0,31557,Jim Herman,,,2.0
2013,73,0,30852,Ryo Ishikawa,,,2.0
2013,73,0,24511,Thongchai Jaidee,,,2.0
2013,73,0,19970,Robert Karlsson,,,2.0
2013,73,0,1619,Skip Kendall,,,2.0
2013,73,0,39975,Michael Kim,,,2.0
2013,73,0,30926,Chris Kirk,,,2.0
2013,73,0,30711,Colt Knost,,,2.0
2013,73,0,33122,Russell Knox,,,2.0
2013,73,0,35879,Kelly Kraft,,,2.0
2013,73,0,39531,Ken Looper,,,2.0
2013,73,0,1717,Sandy Lyle,,,2.0
2013,73,0,33199,Matteo Manassero,,,2.0
2013,73,0,25572,Graeme McDowell,,,2.0
2013,73,0,24490,George McNeill,,,2.0
2013,73,0,22046,Geoff Ogilvy,,,2.0
2013,73,0,33968,Thorbjørn Olesen,,,2.0
2013,73,0,28475,Jeff Overton,,,2.0
2013,73,0,35541,John Peterson,,,2.0
2013,73,0,25240,D.A. Points,,,2.0
2013,73,0,24138,Ian Poulter,,,2.0
2013,73,0,34360,Patrick Reed,,,2.0
2013,73,0,20127,Chris Riley,,,2.0
2013,73,0,25457,Alexandre Rocha,,,2.0
2013,73,0,7013,Wes Short Jr.,,,2.0
2013,73,0,30692,Scott Stallings,,,2.0
2013,73,0,29518,Brendan Steele,,,2.0
2013,73,0,34431,Robert Streb,,,2.0
2013,73,0,27330,Josh Teater,,,2.0
2013,73,0,32150,Michael Thompson,,,2.0
2013,73,0,33419,Cameron Tringale,,,2.0
2013,73,0,26668,Marc Turnesa,,,2.0
2013,73,0,32139,Danny Willett,,,2.0
2013,73,0,12602,Dean Wilson,,,2.0
2014,1,0,24502,Adam Scott,43.0,2012240.0,
2014,2,0,6527,Steve Stricker,35.0,2012240.0,
2014,3,0,10809,Jim Furyk,28.0,2013320.0,
2014,4,0,28237,Rory McIlroy,22.0,2013340.0,
2014,5,0,24924,Bill Haas,15.0,2014290.0,
2014,5,0,25198,Francesco Molinari,15.0,2013310.0,
2014,7,0,20157,Retief Goosen,14.0,2014250.0,
2014,8,0,21528,Henrik Stenson,12.0,2014210.0,
2014,9,0,23108,Matt Kuchar,10.0,2014330.0,
2014,9,0,25572,Graeme McDowell,10.0,2014270.0,
2014,11,0,32366,Kevin Chappell,9.0,2014370.0,
2014,11,0,32102,Rickie Fowler,9.0,2014340.0,
2014,11,0,21209,Sergio Garcia,9.0,2014300.0,
2014,11,0,8075,Jerry Kelly,9.0,2014320.0,
2014,11,0,1810,Phil Mickelson,9.0,2014330.0,
2014,16,0,24024,Zach Johnson,8.0,2014390.0,
2014,16,0,23814,Edoardo Molinari,8.0,2011240.0,
2014,16,0,25562,Andres Romero,8.0,2014370.0,
2014,16,0,22405,Justin Rose,8.0,2014350.0,
2014,16,0,26679,Kevin Stadler,8.0,2014350.0,
2014,21,0,28089,Jason Day,7.0,2014400.0,
2014,21,0,6522,Ernie Els,7.0,2014410.0,
2014,21,0,28475,Jeff Overton,7.0,2014320.0,
2014,21,0,23320,Ryan Palmer,7.0,2014370.0,
2014,21,0,34360,Patrick Reed,7.0,2014430.0,
2014,21,0,26331,Charl Schwartzel,7.0,2014400.0,
2014,21,0,2076,Peter Senior,7.0,2000310.0,
2014,28,0,23353,J.J. Henry,6.0,2014370.0,
2014,28,0,24957,Simon Khan,6.0,2010310.0,
2014,28,0,36689,Brooks Koepka,6.0,2014340.0,
2014,28,0,24781,Hunter Mahan,6.0,2014430.0,
2014,28,0,31202,William McGirt,6.0,2014390.0,
2014,28,0,2190,Doug Tewell,6.0,1999230.0,
2014,28,0,25804,Bubba Watson,6.0,2014430.0,
2014,35,0,24846,Ricky Barnes,5.0,2014390.0,
2014,35,0,6621,Joe Durant,5.0,2014360.0,
2014,35,0,37273,Derek Ernst,5.0,2014380.0,
2014,35,0,20574,Mathew Goggin,5.0,2012430.0,
2014,35,0,27503,Steve LeBrun,5.0,2013290.0,
2014,35,0,1682,Wayne Levi,5.0,2001300.0,
2014,35,0,22961,David Mathis,5.0,2013290.0,
2014,35,0,32640,Troy Merritt,5.0,2014380.0,
2014,35,0,25834,Daniel Summerhays,5.0,2014390.0,
2014,35,0,2206,David Toms,5.0,2014380.0,
2014,35,0,33419,Cameron Tringale,5.0,2014440.0,
2014,35,0,26951,Johnson Wagner,5.0,2014380.0,
2014,47,0,24507,Jason Bohn,4.0,2014440.0,
2014,47,0,25274,Steven Bowditch,4.0,2014450.0,
2014,47,0,6034,Marco Dawson,4.0,2012450.0,
2014,47,0,28339,Victor Dubuisson,4.0,2014350.0,
2014,47,0,34098,Russell Henley,4.0,2014460.0,
2014,47,0,33461,Morgan Hoffmann,4.0,2014460.0,
2014,47,0,20608,David Howell,4.0,2013250.0,
2014,47,0,30926,Chris Kirk,4.0,2014460.0,
2014,47,0,32839,Hideki Matsuyama,4.0,2014460.0,
2014,47,0,20645,John Senden,4.0,2014460.0,
2014,47,0,6567,Vijay Singh,4.0,2014410.0,
2014,47,0,34046,Jordan Spieth,4.0,2014460.0,
2014,47,0,29518,Brendan Steele,4.0,2014420.0,
2014,47,0,33418,Shawn Stefani,4.0,2014440.0,
2014,47,0,27963,Chris Stroud,4.0,2014440.0,
2014,47,0,31560,Brian Stuard,4.0,2014450.0,
2014,47,0,31323,Gary Woodland,4.0,2014460.0,
2014,64,0,33120,Mark Anderson,3.0,2014270.0,
2014,64,0,7867,Woody Austin,3.0,2014380.0,
2014,64,0,26525,Grégory Bourdy,3.0,2013310.0,
2014,64,0,33141,Keegan Bradley,3.0,2014460.0,
2014,64,0,24357,K.J. Choi,3.0,2014460.0,
2014,64,0,22621,Ben Curtis,3.0,2014410.0,
2014,64,0,29974,Branden Grace,3.0,2014400.0,
2014,64,0,34563,Chesson Hadley,3.0,2014460.0,
2014,64,0,27644,Brian Harman,3.0,2014460.0,
2014,64,0,23063,Scott Hend,3.0,2014030.0,
2014,64,0,12782,Tim Herron,3.0,2014410.0,
2014,64,0,29420,Billy Horschel,3.0,2014470.0,
2014,64,0,21961,Charles Howell III,3.0,2014460.0,
2014,64,0,34174,John Huh,3.0,2014450.0,
2014,64,0,27929,Shiv Kapur,3.0,2013310.0,
2014,64,0,27408,Martin Kaymer,3.0,2014470.0,
2014,64,0,28258,K.T. Kim,3.0,2012350.0,
2014,64,0,33122,Russell Knox,3.0,2014460.0,
2014,64,0,35879,Kelly Kraft,3.0,2012440.0,
2014,64,0,27936,Martin Laird,3.0,2014410.0,
2014,64,0,34261,Scott Langley,3.0,2014450.0,
2014,64,0,27302,Garth Mulroy,3.0,2012440.0,
2014,64,0,27118,Toshinori Muto,3.0,2012320.0,
2014,64,0,29289,S.Y. Noh,3.0,2014460.0,
2014,64,0,22046,Geoff Ogilvy,3.0,2014470.0,
2014,64,0,33968,Thorbjørn Olesen,3.0,2014400.0,
2014,64,0,20095,Carl Paulson,3.0,2011450.0,
2014,64,0,34358,Jonathan Randolph,3.0,2011300.0,
2014,64,0,2084,Bob Shearer,3.0,1984320.0,
2014,64,0,29221,Webb Simpson,3.0,2014470.0,
2014,64,0,24459,Richard Sterne,3.0,2014430.0,
2014,64,0,20580,Andre Stolz,3.0,2011300.0,
2014,64,0,27214,Kevin Streelman,3.0,2014460.0,
2014,64,0,23623,Bo Van Pelt,3.0,2014450.0,
2014,64,0,25632,Jimmy Walker,3.0,2014470.0,
2014,64,0,25841,Marc Warren,3.0,2013350.0,
2014,64,0,26498,Matt Weibring,3.0,2011300.0,
2014,64,0,20396,Lee Westwood,3.0,2014430.0,
2014,64,0,25349,Tim Wilkinson,3.0,2014410.0,
2014,64,0,22000,Chris Wood,3.0,2014040.0,
2014,104,0,23540,Jason Allred,2.0,2014420.0,
2014,104,0,32354,Seuk-hyun Baek,2.0,2014030.0,
2014,104,0,28697,Gaganjeet Bhullar,2.0,2014030.0,
2014,104,0,21646,David Branshaw,2.0,2007480.0,
2014,104,0,26949,Josh Broadaway,2.0,2011100.0,
2014,104,0,32262,Mark Brown,2.0,2013310.0,
2014,104,0,32070,Rafael Campos,2.0,2013100.0,
2014,104,0,25364,Paul Casey,2.0,2014450.0,
2014,104,0,20229,Stewart Cink,2.0,2014460.0,
2014,104,0,23541,Ben Crane,2.0,2014470.0,
2014,104,0,21753,Brian Davis,2.0,2014450.0,
2014,104,0,23638,Brendon de Jonge,2.0,2014460.0,
2014,104,0,27436,Graham DeLaet,2.0,2014470.0,
2014,104,0,25369,Jamie Donaldson,2.0,2014430.0,
2014,104,0,28307,Matt Every,2.0,2014470.0,
2014,104,0,25191,Gonzalo Fernandez-Castaño,2.0,2014460.0,
2014,104,0,20721,Darren Fichardt,2.0,2014040.0,
2014,104,0,40098,Matt Fitzpatrick,2.0,2014270.0,
2014,104,0,1381,Fred Funk,2.0,2014200.0,
2014,104,0,30750,Tommy Gainey,2.0,2014420.0,
2014,104,0,8725,Tom Gillis,2.0,2013330.0,
2014,104,0,31646,Emiliano Grillo,2.0,2012110.0,
2014,104,0,35539,Luke Guthrie,2.0,2014450.0,
2014,104,0,24604,Hunter Haas,2.0,2013180.0,
2014,104,0,27554,Scott Harrington,2.0,2006290.0,
2014,104,0,26758,David Hearn,2.0,2014460.0,
2014,104,0,29930,Mike Hendry,2.0,2013110.0,
2014,104,0,1527,Scott Hoch,2.0,2008100.0,
2014,104,0,27141,J.B. Holmes,2.0,2014470.0,
2014,104,0,24956,Mikko Ilonen,2.0,2014430.0,
2014,104,0,21731,Freddie Jacobson,2.0,2014470.0,
2014,104,0,1577,Lee Janzen,2.0,2014420.0,
2014,104,0,26300,Matt Jones,2.0,2014470.0,
2014,104,0,30944,Jason Kokrak,2.0,2014460.0,
2014,104,0,22806,Doug LaBelle II,2.0,2014420.0,
2014,104,0,1666,Bernhard Langer,2.0,2013160.0,
2014,104,0,29926,Danny Lee,2.0,2014460.0,
2014,104,0,26851,Marc Leishman,2.0,2014470.0,
2014,104,0,34579,Alexander Levy,2.0,2014430.0,
2014,104,0,34409,David Lingmerth,2.0,2014420.0,
2014,104,0,35300,Andrew Loupe,2.0,2014420.0,
2014,104,0,33204,Shane Lowry,2.0,2014400.0,
2014,104,0,28300,Joost Luiten,2.0,2014430.0,
2014,104,0,26881,Jarrod Lyle,2.0,2012070.0,
2014,104,0,24912,Will MacKenzie,2.0,2014470.0,
2014,104,0,1793,Mac McLendon,2.0,1980430.0,
2014,104,0,24490,George McNeill,2.0,2014470.0,
2014,104,0,27933,John Merrick,2.0,2014420.0,
2014,104,0,26596,Ryan Moore,2.0,2014470.0,
2014,104,0,25396,Kevin Na,2.0,2014480.0,
2014,104,0,1866,Jack Newton,2.0,1982420.0,
2014,104,0,27119,Koumei Oda,2.0,2014400.0,
2014,104,0,20691,Greg Owen,2.0,2014340.0,
2014,104,0,1920,Craig Parry,2.0,2008320.0,
2014,104,0,1945,Kenny Perry,2.0,2014350.0,
2014,104,0,25345,Carl Pettersson,2.0,2014470.0,
2014,104,0,35957,Daniel Popovic,2.0,2013340.0,
2014,104,0,35732,Wes Roach,2.0,2014420.0,
2014,104,0,25457,Alexandre Rocha,2.0,2013100.0,
2014,104,0,29223,Sam Saunders,2.0,2013060.0,
2014,104,0,2064,John Schroeder,2.0,1995300.0,
2014,104,0,2105,Bob Smith,2.0,1985280.0,
2014,104,0,34264,Hudson Swafford,2.0,2014420.0,
2014,104,0,20935,Toru Taniguchi,2.0,2013340.0,
2014,104,0,28780,Nicholas Thompson,2.0,2014420.0,
2014,104,0,30927,Brendon Todd,2.0,2014480.0,
2014,104,0,26595,Derek Tolan,2.0,2012110.0,
2014,104,0,27064,Jhonattan Vegas,2.0,2014450.0,
2014,104,0,27770,Camilo Villegas,2.0,2014470.0,
2014,104,0,23322,Brett Wetterich,2.0,2012250.0,
2014,104,0,21878,Mark Wilson,2.0,2014420.0,
2014,104,0,29939,Fabrizio Zanotti,2.0,2014430.0,
2014,1,0,10809,Jim Furyk,,,21.0
2014,2,0,28237,Rory McIlroy,,,17.0
2014,2,0,24502,Adam Scott,,,17.0
2014,4,0,24924,Bill Haas,,,15.0
2014,5,0,20157,Retief Goosen,,,14.0
2014,6,0,25198,Francesco Molinari,,,12.0
2014,6,0,21528,Henrik Stenson,,,12.0
2014,8,0,6527,Steve Stricker,,,11.0
2014,9,0,23108,Matt Kuchar,,,10.0
2014,9,0,25572,Graeme McDowell,,,10.0
2014,11,0,32366,Kevin Chappell,,,9.0
2014,11,0,32102,Rickie Fowler,,,9.0
2014,11,0,21209,Sergio Garcia,,,9.0
2014,11,0,8075,Jerry Kelly,,,9.0
2014,11,0,1810,Phil Mickelson,,,9.0
2014,16,0,24024,Zach Johnson,,,8.0
2014,16,0,25562,Andres Romero,,,8.0
2014,16,0,22405,Justin Rose,,,8.0
2014,16,0,26679,Kevin Stadler,,,8.0
2014,20,0,28089,Jason Day,,,7.0
2014,20,0,6522,Ernie Els,,,7.0
2014,20,0,28475,Jeff Overton,,,7.0
2014,20,0,23320,Ryan Palmer,,,7.0
2014,20,0,34360,Patrick Reed,,,7.0
2014,20,0,26331,Charl Schwartzel,,,7.0
2014,26,0,23353,J.J. Henry,,,6.0
2014,26,0,36689,Brooks Koepka,,,6.0
2014,26,0,24781,Hunter Mahan,,,6.0
2014,26,0,31202,William McGirt,,,6.0
2014,26,0,25804,Bubba Watson,,,6.0
2014,31,0,24846,Ricky Barnes,,,5.0
2014,31,0,6621,Joe Durant,,,5.0
2014,31,0,37273,Derek Ernst,,,5.0
2014,31,0,32640,Troy Merritt,,,5.0
2014,31,0,25834,Daniel Summerhays,,,5.0
2014,31,0,2206,David Toms,,,5.0
2014,31,0,33419,Cameron Tringale,,,5.0
2014,31,0,26951,Johnson Wagner,,,5.0
2014,39,0,24507,Jason Bohn,,,4.0
2014,39,0,25274,Steven Bowditch,,,4.0
