YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2013,1,0,19846,Brian Gay,63.0,63,1
2013,2,0,24227,Justin Bolli,65.5,131,2
2013,3,0,32698,Bobby Gates,66.0,66,1
2013,4,0,2206,David Toms,67.0,67,1
2013,5,0,27936,Martin Laird,67.67,203,3
2013,5,0,10213,Dicky Pride,67.67,203,3
2013,7,0,26289,Boo Weekley,67.83,407,6
2013,8,0,32334,Charlie Beljan,68.0,136,2
2013,9,0,30692,Scott Stallings,68.5,274,4
2013,10,0,25240,D.A. Points,68.6,343,5
2013,11,0,25818,Scott Piercy,68.71,481,7
2013,12,0,26758,David Hearn,68.75,275,4
2013,13,0,24024,Zach Johnson,68.82,757,11
2013,14,0,26679,Kevin Stadler,68.86,482,7
2013,15,0,25274,Steven Bowditch,69.0,207,3
2013,15,0,22046,Geoff Ogilvy,69.0,69,1
2013,15,0,20443,Jin Park,69.0,138,2
2013,15,0,34360,Patrick Reed,69.0,414,6
2013,15,0,31560,Brian Stuard,69.0,483,7
2013,20,0,33461,Morgan Hoffmann,69.17,415,6
2013,21,0,34046,Jordan Spieth,69.18,761,11
2013,22,0,23621,Rory Sabbatini,69.25,554,8
2013,23,0,34098,Russell Henley,69.29,485,7
2013,24,0,29221,Webb Simpson,69.33,832,12
2013,24,0,23788,D.J. Trahan,69.33,208,3
2013,26,0,28475,Jeff Overton,69.5,278,4
2013,26,0,27330,Josh Teater,69.5,278,4
2013,28,0,20229,Stewart Cink,69.6,348,5
2013,28,0,1810,Phil Mickelson,69.6,696,10
2013,30,0,27408,Martin Kaymer,69.67,209,3
2013,30,0,22913,John Rollins,69.67,418,6
2013,32,0,30926,Chris Kirk,69.75,558,8
2013,33,0,24361,Pat Perez,69.8,349,5
2013,33,0,24502,Adam Scott,69.8,698,10
2013,35,0,27556,Ted Potter Jr.,69.83,419,6
2013,36,0,23320,Ryan Palmer,69.86,489,7
2013,37,0,21528,Henrik Stenson,69.89,629,9
2013,38,0,24507,Jason Bohn,70.0,140,2
2013,38,0,33141,Keegan Bradley,70.0,840,12
2013,38,0,12510,Chad Campbell,70.0,280,4
2013,38,0,23638,Brendon de Jonge,70.0,560,8
2013,38,0,27436,Graham DeLaet,70.0,910,13
2013,38,0,34099,Harris English,70.0,700,10
2013,38,0,37273,Derek Ernst,70.0,70,1
2013,38,0,28500,Martin Flores,70.0,350,5
2013,38,0,24358,Robert Garrigus,70.0,280,4
2013,38,0,22806,Doug LaBelle II,70.0,70,1
2013,38,0,29289,S.Y. Noh,70.0,70,1
2013,38,0,30163,Henrik Norlander,70.0,70,1
2013,50,0,21961,Charles Howell III,70.11,631,9
2013,51,0,27963,Chris Stroud,70.14,491,7
2013,52,0,34409,David Lingmerth,70.2,351,5
2013,52,0,26476,Chez Reavie,70.2,351,5
2013,54,0,21753,Brian Davis,70.22,632,9
2013,54,0,28307,Matt Every,70.22,632,9
2013,56,0,30925,Dustin Johnson,70.25,562,8
2013,56,0,34431,Robert Streb,70.25,281,4
2013,58,0,27214,Kevin Streelman,70.3,703,10
2013,59,0,22405,Justin Rose,70.31,914,13
2013,60,0,31202,William McGirt,70.33,211,3
2013,60,0,32150,Michael Thompson,70.33,211,3
2013,60,0,33419,Cameron Tringale,70.33,211,3
2013,63,0,28259,Sangmoon Bae,70.5,282,4
2013,63,0,6522,Ernie Els,70.5,282,4
2013,63,0,31557,Jim Herman,70.5,423,6
2013,63,0,12782,Tim Herron,70.5,141,2
2013,63,0,30944,Jason Kokrak,70.5,705,10
2013,63,0,28237,Rory McIlroy,70.5,564,8
2013,69,0,27095,Nick Watney,70.56,635,9
2013,70,0,26300,Matt Jones,70.57,494,7
2013,71,0,27644,Brian Harman,70.6,353,5
2013,71,0,26851,Marc Leishman,70.6,706,10
2013,73,0,32200,Roberto Castro,70.64,777,11
2013,73,0,29420,Billy Horschel,70.64,777,11
2013,75,0,32366,Kevin Chappell,70.67,212,3
2013,76,0,23108,Matt Kuchar,70.69,919,13
2013,77,0,6527,Steve Stricker,70.7,707,10
2013,78,0,27649,Brandt Snedeker,70.73,778,11
2013,79,0,24357,K.J. Choi,70.75,283,4
2013,79,0,29518,Brendan Steele,70.75,283,4
2013,81,0,24846,Ricky Barnes,71.0,142,2
2013,81,0,23135,Tim Clark,71.0,355,5
2013,81,0,24399,Scott Gardiner,71.0,71,1
2013,81,0,34261,Scott Langley,71.0,213,3
2013,81,0,1724,Jeff Maggert,71.0,213,3
2013,81,0,28310,Lee Williams,71.0,71,1
2013,87,0,24924,Bill Haas,71.07,1066,15
2013,88,0,8793,Tiger Woods,71.1,711,10
2013,89,0,28089,Jason Day,71.11,640,9
2013,90,0,34174,John Huh,71.13,569,8
2013,91,0,21099,David Lynn,71.14,498,7
2013,91,0,25632,Jimmy Walker,71.14,498,7
2013,93,0,21731,Freddie Jacobson,71.17,427,6
2013,93,0,35139,Richard Lee,71.17,427,6
2013,95,0,25834,Daniel Summerhays,71.2,712,10
2013,96,0,23541,Ben Crane,71.25,285,4
2013,96,0,25562,Andres Romero,71.25,285,4
2013,96,0,21878,Mark Wilson,71.25,285,4
2013,99,0,34021,Bud Cauley,71.33,214,3
2013,100,0,25900,Lucas Glover,71.4,357,5
2013,100,0,23800,Bryce Molder,71.4,357,5
2013,100,0,30110,Kyle Stanley,71.4,357,5
2013,103,0,26331,Charl Schwartzel,71.42,857,12
2013,104,0,26596,Ryan Moore,71.44,643,9
2013,105,0,22621,Ben Curtis,71.5,143,2
2013,105,0,27120,Troy Matteson,71.5,286,4
2013,105,0,25572,Graeme McDowell,71.5,429,6
2013,108,0,10809,Jim Furyk,71.54,930,13
2013,109,0,29479,Scott Brown,71.6,358,5
2013,110,0,25686,Jason Dufner,71.67,645,9
2013,110,0,22378,Trevor Immelman,71.67,215,3
2013,110,0,20160,Charlie Wi,71.67,215,3
2013,113,0,27895,Jonas Blixt,71.75,287,4
2013,114,0,32448,James Hahn,71.8,359,5
2013,115,0,23983,Luke Donald,71.83,431,6
2013,115,0,8075,Jerry Kelly,71.83,431,6
2013,115,0,24781,Hunter Mahan,71.83,862,12
2013,118,0,28780,Nicholas Thompson,71.88,575,8
2013,119,0,1116,Michael Bradley,72.0,72,1
2013,119,0,24494,Erik Compton,72.0,360,5
2013,119,0,19970,Robert Karlsson,72.0,72,1
2013,119,0,27129,Luke List,72.0,72,1
2013,119,0,22961,David Mathis,72.0,72,1
2013,119,0,20691,Greg Owen,72.0,216,3
2013,119,0,20572,Rod Pampling,72.0,72,1
2013,119,0,22056,Cameron Percy,72.0,216,3
2013,119,0,23623,Bo Van Pelt,72.0,360,5
2013,128,0,23409,James Driscoll,72.17,433,6
2013,128,0,21209,Sergio Garcia,72.17,866,12
2013,128,0,27770,Camilo Villegas,72.17,433,6
2013,131,0,1320,Bob Estes,72.2,361,5
2013,131,0,25444,Justin Hicks,72.2,361,5
2013,133,0,24138,Ian Poulter,72.22,650,9
2013,134,0,23325,Vaughn Taylor,72.25,289,4
2013,135,0,20848,Ángel Cabrera,72.29,506,7
2013,136,0,23452,Nicolas Colsaerts,72.33,217,3
2013,137,0,35539,Luke Guthrie,72.43,507,7
2013,138,0,20098,Stuart Appleby,72.5,145,2
2013,138,0,22295,Darron Stiles,72.5,145,2
2013,140,0,20104,Ken Duke,72.6,363,5
2013,140,0,20766,Padraig Harrington,72.6,363,5
2013,140,0,23353,J.J. Henry,72.6,363,5
2013,143,0,20396,Lee Westwood,72.67,654,9
2013,144,0,23497,Tag Ridings,72.75,291,4
2013,145,0,27933,John Merrick,72.8,364,5
2013,146,0,12716,Charley Hoffman,72.92,875,12
2013,147,0,25345,Carl Pettersson,73.0,146,2
2013,147,0,33418,Shawn Stefani,73.0,146,2
2013,149,0,31323,Gary Woodland,73.14,512,7
2013,150,0,28092,D.H. Lee,73.25,293,4
2013,151,0,22371,Aaron Baddeley,73.33,220,3
2013,151,0,32102,Rickie Fowler,73.33,660,9
2013,153,0,25804,Bubba Watson,73.4,734,10
2013,154,0,6004,Stephen Ames,73.5,147,2
2013,154,0,24140,Sean O'Hair,73.5,294,4
2013,156,0,22792,Peter Hanson,73.6,368,5
2013,157,0,30750,Tommy Gainey,73.75,295,4
