YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2013,1,0,26300,Matt Jones,"39' 3""",313.917,8,-4
2013,2,0,24502,Adam Scott,"41' 10""",209.25,5,-5
2013,3,0,23623,Bo Van Pelt,"46' 3""",185.0,4,-2
2013,4,0,25240,D.A. Points,"46' 4""",278.083,6,-3
2013,5,0,25572,Graeme McDowell,"50' 5""",100.75,2,E
2013,6,0,36884,Ben Kohles,"51' 7""",309.25,6,E
2013,7,0,29518,Brendan Steele,"53' 6""",535.167,10,E
2013,8,0,34409,David Lingmerth,"56' 0""",560.167,10,-6
2013,9,0,23325,Vaughn Taylor,"56' 1""",168.167,3,-3
2013,10,0,27214,Kevin Streelman,"56' 3""",562.25,10,-6
2013,11,0,1320,Bob Estes,"56' 5""",281.917,5,-2
2013,11,0,20766,Padraig Harrington,"56' 5""",112.833,2,E
2013,13,0,10423,Mike Weir,"56' 8""",510.25,9,-1
2013,14,0,34021,Bud Cauley,"56' 10""",454.75,8,+2
2013,15,0,24781,Hunter Mahan,"57' 10""",462.75,8,-2
2013,16,0,27963,Chris Stroud,"58' 9""",646.5,11,-3
2013,17,0,20848,Ángel Cabrera,"59' 9""",597.083,10,-1
2013,18,0,22371,Aaron Baddeley,"60' 8""",485.0,8,-7
2013,19,0,30711,Colt Knost,"62' 5""",562.0,9,+1
2013,20,0,32150,Michael Thompson,"62' 10""",565.75,9,-3
2013,21,0,23452,Nicolas Colsaerts,"63' 4""",126.583,2,+1
2013,22,0,32102,Rickie Fowler,"63' 9""",764.667,12,-4
2013,22,0,6567,Vijay Singh,"63' 9""",509.667,8,+1
2013,22,0,25632,Jimmy Walker,"63' 9""",1339.25,21,-11
2013,25,0,27770,Camilo Villegas,"63' 10""",574.75,9,-1
2013,26,0,23135,Tim Clark,"64' 0""",704.25,11,-5
2013,27,0,29221,Webb Simpson,"64' 3""",514.25,8,-2
2013,28,0,33141,Keegan Bradley,"64' 11""",713.667,11,-4
2013,28,0,8793,Tiger Woods,"64' 11""",389.667,6,-3
2013,30,0,20229,Stewart Cink,"65' 4""",522.333,8,E
2013,30,0,30750,Tommy Gainey,"65' 4""",784.417,12,-3
2013,32,0,24494,Erik Compton,"65' 7""",852.833,13,+1
2013,32,0,30944,Jason Kokrak,"65' 7""",1115.167,17,-6
2013,34,0,20572,Rod Pampling,"65' 8""",328.417,5,-2
2013,35,0,12782,Tim Herron,"65' 11""",527.167,8,-4
2013,35,0,30110,Kyle Stanley,"65' 11""",988.417,15,-7
2013,37,0,35139,Richard Lee,"66' 1""",528.5,8,-3
2013,38,0,6522,Ernie Els,"66' 2""",529.333,8,-2
2013,39,0,27933,John Merrick,"66' 4""",530.667,8,-3
2013,40,0,23788,D.J. Trahan,"66' 7""",266.167,4,-2
2013,41,0,21961,Charles Howell III,"66' 10""",936.083,14,-9
2013,41,0,8075,Jerry Kelly,"66' 10""",601.667,9,-1
2013,41,0,20396,Lee Westwood,"66' 10""",668.25,10,-6
2013,44,0,31323,Gary Woodland,"66' 11""",1205.083,18,-2
2013,45,0,24846,Ricky Barnes,"67' 4""",1144.5,17,-5
2013,45,0,37273,Derek Ernst,"67' 4""",673.167,10,E
2013,47,0,25804,Bubba Watson,"67' 8""",947.833,14,-5
2013,48,0,20593,Greg Chalmers,"67' 10""",610.417,9,+4
2013,49,0,10213,Dicky Pride,"68' 0""",680.0,10,-1
2013,50,0,29740,Brad Fritsch,"68' 1""",612.833,9,-3
