YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2013,137,0,27556,Ted Potter Jr.,72.28,73,101,-0.18
2013,139,0,24399,Scott Gardiner,72.22,78,108,-0.22
2013,140,0,24507,Jason Bohn,72.13,88,122,-0.35
2013,141,0,28237,Rory McIlroy,72.12,75,104,-0.27
2013,142,0,29518,Brendan Steele,72.08,111,154,-0.18
2013,143,0,29420,Billy Horschel,72.04,134,186,-0.29
2013,144,0,21961,Charles Howell III,72.03,103,143,-0.31
2013,145,0,34409,David Lingmerth,71.93,82,114,-0.16
2013,146,0,28089,Jason Day,71.84,74,103,-0.22
2013,147,0,26300,Matt Jones,71.83,102,142,-0.38
2013,148,0,35539,Luke Guthrie,71.79,84,117,-0.33
2013,148,0,27095,Nick Watney,71.79,112,156,-0.26
2013,150,0,28307,Matt Every,71.76,122,170,-0.31
2013,151,0,30711,Colt Knost,71.72,71,99,-0.25
2013,152,0,28259,Sangmoon Bae,71.54,88,123,-0.36
2013,153,0,33418,Shawn Stefani,71.29,72,101,-0.29
2013,154,0,27214,Kevin Streelman,70.94,83,117,-0.29
2013,155,0,27644,Brian Harman,70.93,122,172,-0.26
2013,156,0,30110,Kyle Stanley,70.91,78,110,-0.19
2013,157,0,20848,Ángel Cabrera,70.48,74,105,-0.26
2013,158,0,25274,Steven Bowditch,70.43,81,115,-0.31
2013,159,0,30944,Jason Kokrak,70.34,102,145,-0.31
2013,160,0,8725,Tom Gillis,70.16,87,124,-0.3
2013,161,0,23325,Vaughn Taylor,70.11,61,87,-0.3
2013,162,0,22621,Ben Curtis,69.9,72,103,-0.26
2013,163,0,27895,Jonas Blixt,69.6,87,125,-0.24
2013,164,0,26596,Ryan Moore,69.47,66,95,-0.23
2013,165,0,23320,Ryan Palmer,69.4,93,134,-0.3
2013,166,0,30692,Scott Stallings,69.23,108,156,-0.3
2013,167,0,24227,Justin Bolli,69.0,69,100,-0.25
2013,168,0,31560,Brian Stuard,68.97,80,116,-0.19
2013,169,0,34046,Jordan Spieth,68.8,86,125,-0.29
2013,170,0,19846,Brian Gay,68.0,68,100,-0.32
2013,171,0,12782,Tim Herron,67.86,57,84,-0.3
2013,172,0,37273,Derek Ernst,67.74,63,93,-0.25
2013,173,0,23541,Ben Crane,67.68,67,99,-0.4
2013,173,0,30925,Dustin Johnson,67.68,67,99,-0.21
2013,175,0,25900,Lucas Glover,67.37,64,95,-0.28
2013,176,0,27330,Josh Teater,67.26,76,113,-0.25
2013,177,0,22371,Aaron Baddeley,67.24,78,116,-0.32
2013,178,0,34360,Patrick Reed,66.42,89,134,-0.19
2013,179,0,26331,Charl Schwartzel,65.12,56,86,-0.32
2013,180,0,24140,Sean O'Hair,64.65,64,99,-0.19
2014,1,0,27556,Ted Potter Jr.,86.67,91,105,-0.24
2014,2,0,26289,Boo Weekley,84.82,95,112,-0.22
2014,3,0,29289,S.Y. Noh,84.73,111,131,-0.24
2014,4,0,34174,John Huh,83.93,94,112,-0.24
2014,4,0,24663,Y.E. Yang,83.93,94,112,-0.3
2014,6,0,29222,Billy Hurley III,83.61,102,122,-0.24
2014,7,0,10885,Robert Allenby,83.59,107,128,-0.21
2014,8,0,20593,Greg Chalmers,83.2,104,125,-0.28
2014,9,0,8075,Jerry Kelly,83.19,94,113,-0.3
2014,9,0,24490,George McNeill,83.19,99,119,-0.35
2014,11,0,25240,D.A. Points,83.16,79,95,-0.19
2014,12,0,34261,Scott Langley,83.11,123,148,-0.32
2014,13,0,22913,John Rollins,82.91,97,117,-0.22
2014,14,0,33413,Ben Martin,82.81,106,128,-0.35
2014,15,0,1724,Jeff Maggert,82.56,71,86,-0.28
2014,16,0,20098,Stuart Appleby,82.52,118,143,-0.31
2014,17,0,25444,Justin Hicks,82.49,146,177,-0.25
2014,18,0,12510,Chad Campbell,82.35,70,85,-0.3
2014,18,0,33419,Cameron Tringale,82.35,126,153,-0.29
2014,20,0,32839,Hideki Matsuyama,82.14,92,112,-0.29
2014,20,0,26679,Kevin Stadler,82.14,115,140,-0.16
2014,22,0,23983,Luke Donald,81.94,59,72,-0.36
2014,22,0,34098,Russell Henley,81.94,118,144,-0.28
2014,24,0,34264,Hudson Swafford,81.9,86,105,-0.22
2014,25,0,34099,Harris English,81.89,104,127,-0.29
2014,26,0,32150,Michael Thompson,81.75,103,126,-0.3
2014,27,0,26758,David Hearn,81.65,129,158,-0.29
2014,28,0,26329,Louis Oosthuizen,81.63,40,49,-0.33
2014,29,0,24502,Adam Scott,81.52,75,92,-0.31
2014,30,0,22621,Ben Curtis,81.37,83,102,-0.33
2014,30,0,21961,Charles Howell III,81.37,166,204,-0.27
2014,32,0,10809,Jim Furyk,80.95,85,105,-0.31
2014,33,0,10860,Justin Leonard,80.7,92,114,-0.34
2014,34,0,29221,Webb Simpson,80.54,120,149,-0.32
2014,35,0,32334,Charlie Beljan,80.52,124,154,-0.17
2014,36,0,28780,Nicholas Thompson,80.49,99,123,-0.2
2014,37,0,27649,Brandt Snedeker,80.45,107,133,-0.28
2014,38,0,30925,Dustin Johnson,80.43,74,92,-0.2
2014,39,0,28486,Michael Putnam,80.41,119,148,-0.24
2014,40,0,28089,Jason Day,80.39,41,51,-0.29
2014,41,0,24781,Hunter Mahan,80.17,97,121,-0.27
2014,42,0,31202,William McGirt,80.0,116,145,-0.28
2014,43,0,27408,Martin Kaymer,79.79,75,94,-0.23
2014,44,0,25396,Kevin Na,79.46,89,112,-0.24
2014,45,0,27064,Jhonattan Vegas,79.39,104,131,-0.3
2014,46,0,26951,Johnson Wagner,79.38,77,97,-0.25
2014,47,0,27770,Camilo Villegas,79.31,138,174,-0.36
2014,48,0,25834,Daniel Summerhays,79.26,149,188,-0.28
2014,49,0,30110,Kyle Stanley,79.19,118,149,-0.24
2014,50,0,27214,Kevin Streelman,79.17,95,120,-0.39
2014,51,0,22293,Heath Slocum,79.13,91,115,-0.25
2014,52,0,1810,Phil Mickelson,79.07,68,86,-0.26
2014,53,0,23353,J.J. Henry,79.01,128,162,-0.23
2014,54,0,21753,Brian Davis,78.99,109,138,-0.3
2014,55,0,29535,Brice Garnett,78.91,116,147,-0.29
2014,56,0,27095,Nick Watney,78.9,86,109,-0.24
2014,57,0,12716,Charley Hoffman,78.88,127,161,-0.23
2014,58,0,27644,Brian Harman,78.38,174,222,-0.28
2014,59,0,22046,Geoff Ogilvy,78.36,105,134,-0.36
2014,60,0,27933,John Merrick,78.33,94,120,-0.26
2014,61,0,33122,Russell Knox,78.26,126,161,-0.22
2014,62,0,24024,Zach Johnson,78.11,132,169,-0.3
2014,63,0,30852,Ryo Ishikawa,77.97,92,118,-0.33
2014,64,0,26596,Ryan Moore,77.67,80,103,-0.36
2014,65,0,25572,Graeme McDowell,77.65,66,85,-0.33
2014,66,0,31193,Jim Renner,77.45,79,102,-0.27
2014,67,0,34563,Chesson Hadley,77.27,102,132,-0.3
2014,68,0,24912,Will MacKenzie,77.1,101,131,-0.34
2014,69,0,21528,Henrik Stenson,77.08,37,48,-0.35
2014,70,0,28132,Tyrone Van Aswegen,76.92,80,104,-0.26
2014,71,0,24925,Jonathan Byrd,76.87,103,134,-0.25
2014,72,0,25900,Lucas Glover,76.85,83,108,-0.2
2014,73,0,23409,James Driscoll,76.84,73,95,-0.23
2014,74,0,25345,Carl Pettersson,76.83,126,164,-0.28
2014,75,0,29420,Billy Horschel,76.81,106,138,-0.23
2014,76,0,25349,Tim Wilkinson,76.8,96,125,-0.26
2014,77,0,20848,Ángel Cabrera,76.69,102,133,-0.29
2014,78,0,23135,Tim Clark,76.47,78,102,-0.33
2014,78,0,25804,Bubba Watson,76.47,104,136,-0.4
2014,80,0,20645,John Senden,76.43,107,140,-0.17
2014,81,0,24846,Ricky Barnes,76.13,118,155,-0.3
2014,82,0,25364,Paul Casey,76.12,51,67,-0.35
2014,83,0,27120,Troy Matteson,76.11,86,113,-0.28
2014,84,0,24507,Jason Bohn,76.09,105,138,-0.29
2014,85,0,24138,Ian Poulter,76.06,54,71,-0.37
2014,86,0,25632,Jimmy Walker,75.97,98,129,-0.34
2014,87,0,28307,Matt Every,75.89,85,112,-0.44
2014,88,0,23800,Bryce Molder,75.65,87,115,-0.33
2014,89,0,33141,Keegan Bradley,75.63,90,119,-0.31
2014,90,0,23541,Ben Crane,75.44,86,114,-0.27
2014,91,0,24494,Erik Compton,75.4,95,126,-0.19
2014,91,0,31323,Gary Woodland,75.4,95,126,-0.27
2014,93,0,32366,Kevin Chappell,75.32,119,158,-0.24
2014,94,0,23638,Brendon de Jonge,75.31,122,162,-0.33
2014,95,0,10423,Mike Weir,75.29,64,85,-0.2
2014,96,0,25686,Jason Dufner,75.28,67,89,-0.25
2014,97,0,23623,Bo Van Pelt,75.21,91,121,-0.29
2014,98,0,34046,Jordan Spieth,75.0,105,140,-0.21
2014,98,0,30927,Brendon Todd,75.0,123,164,-0.27
2014,100,0,23108,Matt Kuchar,74.83,107,143,-0.29
2014,101,0,29425,Andrew Svoboda,74.78,86,115,-0.3
2014,102,0,29478,Kevin Kisner,74.68,118,158,-0.25
2014,103,0,35539,Luke Guthrie,74.45,102,137,-0.24
2014,104,0,27466,Spencer Levin,74.44,67,90,-0.22
2014,105,0,21209,Sergio Garcia,74.32,55,74,-0.27
2014,106,0,25720,Chad Collins,74.29,78,105,-0.22
2014,107,0,32448,James Hahn,74.19,92,124,-0.17
2014,108,0,35139,Richard Lee,74.14,86,116,-0.34
2014,108,0,34431,Robert Streb,74.14,86,116,-0.34
2014,110,0,28259,Sangmoon Bae,74.02,94,127,-0.32
2014,111,0,23621,Rory Sabbatini,73.98,91,123,-0.27
2014,112,0,19846,Brian Gay,73.96,71,96,-0.21
2014,113,0,21731,Freddie Jacobson,73.91,119,161,-0.25
2014,113,0,33418,Shawn Stefani,73.91,68,92,-0.25
2014,115,0,27436,Graham DeLaet,73.87,82,111,-0.26
2014,115,0,31557,Jim Herman,73.87,82,111,-0.37
2014,117,0,27936,Martin Laird,73.74,73,99,-0.23
2014,118,0,32200,Roberto Castro,73.73,87,118,-0.22
2014,119,0,24924,Bill Haas,73.72,101,137,-0.24
2014,120,0,22405,Justin Rose,73.56,64,87,-0.28
2014,121,0,29518,Brendan Steele,73.42,116,158,-0.32
2014,122,0,28500,Martin Flores,73.38,102,139,-0.32
2014,123,0,26956,Bronson La'Cassie,73.33,55,75,-0.25
2014,124,0,2206,David Toms,73.08,76,104,-0.32
2014,125,0,29461,Jamie Lovemark,73.0,73,100,-0.19
2014,126,0,35541,John Peterson,72.97,81,111,-0.17
2014,127,0,7867,Woody Austin,72.92,70,96,-0.2
2014,128,0,21878,Mark Wilson,72.88,86,118,-0.26
2014,129,0,26851,Marc Leishman,72.83,67,92,-0.37
2014,130,0,20229,Stewart Cink,72.81,83,114,-0.3
2014,131,0,24357,K.J. Choi,72.65,85,117,-0.2
2014,132,0,1706,Davis Love III,72.31,94,130,-0.22
2014,133,0,34021,Bud Cauley,72.28,73,101,-0.19
2014,134,0,30750,Tommy Gainey,72.26,112,155,-0.33
2014,135,0,31560,Brian Stuard,72.19,109,151,-0.35
2014,136,0,22371,Aaron Baddeley,72.16,70,97,-0.36
2014,137,0,36689,Brooks Koepka,72.15,57,79,-0.18
2014,138,0,20104,Ken Duke,72.09,93,129,-0.22
2014,139,0,27963,Chris Stroud,72.06,98,136,-0.32
2014,140,0,6567,Vijay Singh,71.97,113,157,-0.22
2014,141,0,32102,Rickie Fowler,71.93,82,114,-0.34
2014,142,0,20157,Retief Goosen,71.85,97,135,-0.23
2014,143,0,26331,Charl Schwartzel,71.76,61,85,-0.3
2014,143,0,32333,Kevin Tway,71.76,61,85,-0.07
2014,145,0,28475,Jeff Overton,71.74,99,138,-0.28
2014,146,0,24358,Robert Garrigus,71.64,96,134,-0.23
2014,147,0,29740,Brad Fritsch,71.43,55,77,-0.42
2014,148,0,29479,Scott Brown,71.35,127,178,-0.27
2014,149,0,30692,Scott Stallings,71.32,92,129,-0.13
2014,150,0,33461,Morgan Hoffmann,71.26,119,167,-0.21
2014,150,0,30926,Chris Kirk,71.26,124,174,-0.29
2014,152,0,24361,Pat Perez,71.11,96,135,-0.31
2014,153,0,34409,David Lingmerth,71.01,98,138,-0.34
2014,154,0,24140,Sean O'Hair,70.81,114,161,-0.26
2014,155,0,32640,Troy Merritt,70.69,82,116,-0.26
2014,156,0,25562,Andres Romero,70.63,89,126,-0.22
2014,157,0,23320,Ryan Palmer,70.39,107,152,-0.28
2014,158,0,28237,Rory McIlroy,70.19,73,104,-0.34
2014,159,0,34265,Will Wilcox,70.15,47,67,-0.17
2014,160,0,22378,Trevor Immelman,69.84,88,126,-0.17
2014,161,0,27330,Josh Teater,69.8,104,149,-0.28
2014,162,0,26300,Matt Jones,69.37,77,111,-0.27
2014,163,0,25191,Gonzalo Fernandez-Castaño,69.23,72,104,-0.26
2014,164,0,6522,Ernie Els,69.16,74,107,-0.2
2014,165,0,27895,Jonas Blixt,69.14,56,81,-0.38
2014,166,0,34360,Patrick Reed,68.97,100,145,-0.29
2014,167,0,29926,Danny Lee,68.42,65,95,-0.28
2014,168,0,20498,Briny Baird,68.35,54,79,-0.07
2014,169,0,25274,Steven Bowditch,68.29,112,164,-0.26
2014,170,0,20396,Lee Westwood,67.65,46,68,-0.24
2014,171,0,35732,Wes Roach,67.46,85,126,-0.32
2014,172,0,20160,Charlie Wi,67.23,80,119,-0.25
2014,173,0,27141,J.B. Holmes,67.12,98,146,-0.33
2014,174,0,35300,Andrew Loupe,66.41,85,128,-0.24
2014,175,0,30944,Jason Kokrak,65.98,64,97,-0.28
2014,176,0,28092,D.H. Lee,65.06,54,83,-0.2
2014,177,0,37273,Derek Ernst,63.48,73,115,-0.12
2022,1,0,52374,Brandon Wu,88.42,84,95,-0.27
2022,2,0,19803,Ryan Armour,85.37,70,82,-0.3
2022,3,0,39953,Chase Seiffert,85.19,69,81,-0.29
2022,4,0,53165,Doc Redman,84.55,93,110,-0.2
2022,5,0,31323,Gary Woodland,84.4,92,109,-0.23
2022,6,0,48081,Xander Schauffele,84.3,102,121,-0.39
2022,7,0,25198,Francesco Molinari,84.21,48,57,-0.19
2022,8,0,50525,Collin Morikawa,84.16,85,101,-0.28
2022,9,0,27095,Nick Watney,84.09,111,132,-0.23
2022,10,0,34098,Russell Henley,84.03,100,119,-0.25
2022,11,0,45486,Joaquin Niemann,83.21,109,131,-0.29
2022,12,0,27936,Martin Laird,82.83,82,99,-0.22
2022,13,0,21961,Charles Howell III,82.35,98,119,-0.29
2022,14,0,33399,Adam Hadwin,82.25,139,169,-0.28
2022,15,0,32333,Kevin Tway,81.9,95,116,-0.32
2022,16,0,30926,Chris Kirk,81.82,99,121,-0.33
2022,17,0,29420,Billy Horschel,81.6,102,125,-0.35
2022,18,0,34255,Joseph Bramlett,81.58,124,152,-0.24
2022,19,0,27974,Sung Kang,81.51,97,119,-0.28
2022,20,0,33448,Justin Thomas,81.48,110,135,-0.29
2022,21,0,27770,Camilo Villegas,81.2,95,117,-0.32
2022,22,0,47529,Mito Pereira,81.14,142,175,-0.34
2022,23,0,28775,Nate Lashley,81.12,116,143,-0.32
2022,24,0,36326,David Lipsky,81.06,107,132,-0.33
2022,25,0,26476,Chez Reavie,81.01,128,158,-0.29
2022,26,0,47993,Denny McCarthy,80.9,144,178,-0.34
2022,27,0,35450,Patrick Cantlay,80.83,97,120,-0.28
2022,28,0,29535,Brice Garnett,80.74,109,135,-0.18
2022,29,0,29518,Brendan Steele,80.47,103,128,-0.23
2022,30,0,46414,Aaron Rai,80.45,107,133,-0.24
2022,30,0,31560,Brian Stuard,80.45,107,133,-0.28
2022,32,0,27129,Luke List,80.38,127,158,-0.16
2022,33,0,28237,Rory McIlroy,80.19,85,106,-0.34
2022,34,0,39971,Sungjae Im,80.12,137,171,-0.28
2022,35,0,32816,Satoshi Kodaira,80.0,60,75,-0.32
2022,35,0,36871,Matthew NeSmith,80.0,120,150,-0.33
2022,35,0,32139,Danny Willett,80.0,68,85,-0.13
2022,38,0,34256,Andrew Putnam,79.72,114,143,-0.33
2022,39,0,30163,Henrik Norlander,79.49,93,117,-0.25
2022,40,0,46402,Talor Gooch,79.44,85,107,-0.33
2022,41,0,30911,Tommy Fleetwood,79.37,50,63,-0.36
2022,42,0,23108,Matt Kuchar,79.34,96,121,-0.31
2022,43,0,45157,Cam Davis,79.27,130,164,-0.25
2022,44,0,27139,David Skinns,79.25,84,106,-0.25
2022,45,0,27644,Brian Harman,79.03,147,186,-0.29
2022,46,0,35891,Cameron Smith,78.79,78,99,-0.47
2022,47,0,45540,Jared Wolfe,78.7,85,108,-0.19
2022,48,0,29974,Branden Grace,78.57,77,98,-0.25
2022,48,0,40162,Justin Lower,78.57,77,98,-0.29
2022,50,0,49766,Hank Lebioda,78.45,91,116,-0.35
2022,51,0,23320,Ryan Palmer,78.43,80,102,-0.18
2022,52,0,49947,Taylor Moore,78.36,134,171,-0.25
2022,52,0,47483,Will Zalatoris,78.36,105,134,-0.33
2022,54,0,24024,Zach Johnson,78.23,97,124,-0.35
2022,55,0,51890,Greyson Sigg,78.21,140,179,-0.33
2022,56,0,29478,Kevin Kisner,78.18,86,110,-0.19
2022,57,0,30927,Brendon Todd,78.13,100,128,-0.44
2022,58,0,29289,S.Y. Noh,78.0,78,100,-0.33
2022,59,0,36799,Stephan Jaeger,77.93,113,145,-0.27
2022,60,0,26851,Marc Leishman,77.88,88,113,-0.34
2022,60,0,28114,Dawie van der Walt,77.88,81,104,-0.28
2022,62,0,39997,Corey Conners,77.84,130,167,-0.39
2022,63,0,45526,Abraham Ancer,77.78,63,81,-0.33
2022,63,0,47504,Sam Burns,77.78,119,153,-0.37
2022,65,0,34466,Peter Malnati,77.61,156,201,-0.33
2022,66,0,46435,Austin Cook,77.59,90,116,-0.33
2022,67,0,36884,Ben Kohles,77.55,76,98,-0.33
2022,67,0,51950,Max McGreevy,77.55,76,98,-0.36
2022,69,0,40115,Adam Svensson,77.35,140,181,-0.34
2022,70,0,36689,Brooks Koepka,77.11,64,83,-0.16
2022,71,0,27214,Kevin Streelman,77.05,141,183,-0.23
2022,72,0,12716,Charley Hoffman,77.04,104,135,-0.35
2022,72,0,34046,Jordan Spieth,77.04,104,135,-0.35
2022,74,0,39436,Joshua Creel,77.01,67,87,-0.34
2022,75,0,33419,Cameron Tringale,76.97,127,165,-0.35
2022,76,0,26300,Matt Jones,76.92,70,91,-0.26
2022,76,0,47983,Chad Ramey,76.92,90,117,-0.29
2022,78,0,28252,Seamus Power,76.86,93,121,-0.32
2022,79,0,49960,Sepp Straka,76.81,106,138,-0.24
2022,80,0,32839,Hideki Matsuyama,76.7,79,103,-0.37
2022,81,0,35461,Beau Hossler,76.69,102,133,-0.2
2022,82,0,34431,Robert Streb,76.62,118,154,-0.28
2022,83,0,39324,J.J. Spaun,76.54,124,162,-0.33
2022,84,0,47856,Seth Reeves,76.52,88,115,-0.31
2022,85,0,48699,Callum Tarren,76.47,91,119,-0.36
