YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
2012,85,0,23814,Edoardo Molinari,$18240,1824000,
2012,86,0,20698,Adilson da Silva,$17964,1796415,
2012,87,0,26595,Derek Tolan,$17780,1778000,
2012,88,0,34554,Jung-gon Hwang,$17400,1740000,
2012,89,0,23725,Brendan Jones,$17339,1733931,
2012,90,0,19929,Warren Bennett,$16636,1663637,
2012,90,0,24511,Thongchai Jaidee,$16636,1663637,
2012,92,0,20935,Toru Taniguchi,$15150,1515000,
2012,93,0,1978,Fran Quinn,$12932,1293200,
2012,94,0,22806,Doug LaBelle II,$12540,1254000,
2012,95,0,33520,Randall Hutchison,$12461,1246089,
2012,96,0,29223,Sam Saunders,$12224,1222400,
2012,97,0,31646,Emiliano Grillo,$11900,1190000,
2012,98,0,27119,Koumei Oda,$11880,1188000,
2012,99,0,34359,Diego Velásquez,$11284,1128400,
2012,100,0,25936,Alex Aragon,$10725,1072500,
2012,101,0,36670,Jonathan Fly,$10528,1052800,
2012,102,0,36884,Ben Kohles,$10296,1029600,
2012,103,0,33451,Matt Hill,$9932,993200,
2012,104,0,20378,Mathias Grönberg,$9246,924600,
2012,105,0,32058,José de Jesús Rodríguez,$8362,836200,
2012,106,0,37340,Chase Wright,$8360,836000,
2012,107,0,2002,John Riegger,$6810,681000,
2012,108,0,32868,Brandon Brown,$6480,648000,
2012,109,0,36982,Jake Sarnoff,$6180,618000,
2012,110,0,35621,Scott Smith,$6000,600000,
2008,1,0,21528,Henrik Stenson,$1937993,123811750,69987500.0
2008,2,0,19970,Robert Karlsson,$985685,81218477,17350000.0
2008,3,0,19958,Miguel Angel Jiménez,$725946,48644600,23950000.0
2008,4,0,20585,Niclas Fasth,$391690,21056500,18112500.0
2008,5,0,20686,Jeev Milkha Singh,$319349,25284900,6650000.0
2008,6,0,25572,Graeme McDowell,$269545,18254498,8700000.0
2008,7,0,20859,Anders Hansen,$251892,10572498,14616667.0
2008,8,0,23969,Graeme Storm,$231600,3326669,19833333.0
2008,9,0,24459,Richard Sterne,$226294,13741900,8887500.0
2008,10,0,20608,David Howell,$226243,19374348,3250000.0
2008,11,0,20569,Richard Green,$224310,9295959,13135000.0
2008,12,0,8635,Colin Montgomerie,$221534,2128403,20025000.0
2008,13,0,19825,Darren Clarke,$220000,0,22000000.0
2008,14,0,24184,Alastair Forsyth,$194416,19441600,
2008,15,0,24748,WC Liang,$184353,14672810,3762500.0
2008,16,0,24236,Nick Dougherty,$183062,6006173,12300000.0
2008,17,0,23624,Soren Hansen,$179966,7046570,10950000.0
2008,18,0,26497,Casey Wittenberg,$167520,16752000,
2008,19,0,23725,Brendan Jones,$163186,1868598,14450000.0
2008,20,0,22896,Grégory Havret,$162185,7548498,8670000.0
2008,21,0,27408,Martin Kaymer,$154388,3763795,11675000.0
2008,22,0,22080,Prayad Marksaeng,$141560,10706000,3450000.0
2008,23,0,27896,Ross Fisher,$130767,3326669,9750000.0
2008,24,0,25240,D.A. Points,$126918,12691800,
2008,25,0,22986,Søren Kjeldsen,$125000,0,12500000.0
2008,26,0,32262,Mark Brown,$123750,5700000,6675000.0
2008,27,0,20935,Toru Taniguchi,$122620,1612000,10650000.0
2008,28,0,22792,Peter Hanson,$117784,3753403,8025000.0
2008,29,0,6078,Esteban Toledo,$111305,11130500,
2008,30,0,27506,Oliver Wilson,$95709,3570900,6000000.0
2008,31,0,22983,Bradley Dredge,$90000,0,9000000.0
2008,32,0,20669,James Kingston,$84250,1575000,6850000.0
2008,33,0,20218,Shingo Katayama,$76375,0,7637500.0
2008,34,0,27349,Alex Noren,$75485,7548498,
2008,34,0,6431,Jean Van de Velde,$75485,7548498,
2008,34,0,23162,Simon Wakefield,$75485,7548498,
2008,34,0,31113,Paul Waring,$75485,7548498,
2008,38,0,24725,Richard Finch,$73284,2128403,5200000.0
2008,39,0,25972,Pablo Martin Benavides,$60143,6014250,
2008,40,0,12461,Paul McGinley,$60000,0,6000000.0
2008,41,0,27958,Ryan Blaum,$54250,5425000,
2008,42,0,26329,Louis Oosthuizen,$51325,1370000,3762500.0
2008,43,0,29670,Pablo Larrazabal,$50686,1868598,3200000.0
2008,44,0,27576,Anton Haig,$49780,1128000,3850000.0
2008,45,0,20400,Michael Campbell,$48054,4805372,
2008,46,0,32495,Rob Grube,$48000,4800000,
2008,47,0,22122,Andrew McLardy,$47000,0,4700000.0
2008,48,0,2166,Chip Sullivan,$45559,4555945,
2008,49,0,27072,Alvaro Quiros,$45066,4506563,
2008,50,0,25203,SSP Chawrasia,$44750,0,4475000.0
2008,51,0,21187,Hidemasa Hoshino,$44250,0,4425000.0
2008,52,0,28143,Chapchai Nirat,$40250,0,4025000.0
2008,52,0,23043,Paul Sheehan,$40250,0,4025000.0
2008,54,0,8725,Tom Gillis,$38915,3891528,
2008,55,0,29221,Webb Simpson,$38460,3846000,
2008,56,0,20394,Steve Webster,$38250,0,3825000.0
2008,57,0,30926,Chris Kirk,$37724,3772400,
2008,58,0,24080,Scott Strange,$37000,0,3700000.0
2008,59,0,29954,Robert Dinwiddie,$35709,3570900,
2008,60,0,24461,Thomas Aiken,$33267,3326669,
2008,60,0,26525,Grégory Bourdy,$33267,3326669,
2008,60,0,20418,Ariel Cañete,$33267,3326669,
2008,60,0,24957,Simon Khan,$33267,3326669,
2008,64,0,32150,Michael Thompson,$32625,3262500,
2008,65,0,2300,Ian Woosnam,$26250,2625000,
2008,66,0,32329,Stephen Poole,$25143,2514300,
2008,67,0,26881,Jarrod Lyle,$23985,2398500,
2008,68,0,22540,Anthony Wall,$23554,2355372,
2008,69,0,27940,Diego Vanegas,$22775,2277500,
2008,70,0,23821,Yusaku Miyazato,$20670,2067000,
2008,71,0,19903,Jonathan Lomas,$20385,2038470,
2008,72,0,27064,Jhonattan Vegas,$19828,1982813,
2008,73,0,26527,Jean Baptiste Gonnet,$19785,1978515,
2008,73,0,30909,David Horsey,$19785,1978515,
2008,75,0,28155,Jose-Filipe Lima,$18686,1868598,
2008,75,0,27381,Martin Wiegele,$18686,1868598,
2008,77,0,24537,Philip Archer,$17187,1718710,
2008,78,0,25768,Chih-Bing Lam,$16787,1678740,
2008,79,0,26331,Charl Schwartzel,$16250,1625000,
2008,80,0,30711,Colt Knost,$16129,1612917,
2008,81,0,27466,Spencer Levin,$15518,1551840,
2008,82,0,12695,Robert Floyd,$15264,1526400,
2008,83,0,24610,Stuart Deane,$15214,1521372,
2008,84,0,29819,Andrew Dresser,$15189,1518900,
2008,84,0,29425,Andrew Svoboda,$15189,1518900,
2008,86,0,25444,Justin Hicks,$14306,1430600,
2008,87,0,21284,Hiroyuki Fujita,$14150,1415000,
2008,88,0,30004,Ross McGowan,$13718,1371800,
2008,89,0,26360,Bubba Dickerson,$13640,1364000,
2008,90,0,29422,Jonathan Moore,$12265,1226500,
2008,91,0,27577,Peter Karmis,$11940,1194000,
2008,92,0,25478,Kiyoshi Miyazato,$11925,1192500,
2008,93,0,24238,Mitsuhiro Tateyama,$11448,1144800,
2008,94,0,24452,John Douma,$11150,1115000,
2008,95,0,26758,David Hearn,$11100,1110000,
2008,96,0,6315,Pete Jordan,$10725,1072500,
2008,97,0,20038,Bryan DeCorso,$10600,1060000,
2008,98,0,23091,Alan Morin,$10505,1050500,
2008,99,0,27797,Derek Lamely,$10494,1049400,
2008,100,0,25108,Chip Deason,$10350,1035000,
2008,101,0,21449,Reid Edstrom,$10340,1034000,
2008,102,0,24494,Erik Compton,$10074,1007400,
2008,103,0,20939,Keiichiro Fukabori,$9805,980500,
2008,104,0,10107,Deane Pappas,$9573,957333,
2008,105,0,25863,Rod Perry,$9154,915400,
2008,106,0,27386,Dustin Risdon,$9100,910000,
2008,107,0,25045,Mike Ruiz,$8692,869200,
2008,108,0,26675,Jon Turcott,$8360,836000,
2008,109,0,25818,Scott Piercy,$7630,763000,
2008,110,0,27766,Casey Bourque,$7462,746200,
2008,111,0,18874,Miguel Suarez,$7350,735000,
2008,112,0,22261,Wilfredo Morales,$6545,654500,
2001,1,0,21961,Charles Howell III,$1520632,152063234,
2001,6,0,23108,Matt Kuchar,$572669,57266934,
2001,10,0,20848,Ángel Cabrera,$337105,33710450,
2001,12,0,20218,Shingo Katayama,$254685,25468500,
2001,13,0,2300,Ian Woosnam,$225878,22587839,
2001,14,0,23800,Bryce Molder,$211105,21110500,
2001,21,0,24502,Adam Scott,$93026,9302564,
2001,22,0,6197,Michael Allen,$91734,9173350,
2001,23,0,24956,Mikko Ilonen,$91194,9119438,
2001,24,0,20634,Peter Lonard,$91172,9117228,
2001,25,0,23983,Luke Donald,$80747,8074700,
2001,26,0,20396,Lee Westwood,$76821,7682145,
2001,30,0,6220,Jaxon Brigman,$61500,6150000,
2001,32,0,20472,Alex Cejka,$57310,5731012,
2001,32,0,20832,Raphael Jacquelin,$57310,5731012,
2001,32,0,11246,Des Smyth,$57310,5731012,
2001,35,0,2020,Eduardo Romero,$54374,5437375,
2001,36,0,2191,Tim Thelen,$51780,5178000,
2001,37,0,8385,Omar Uresti,$47450,4745000,
2001,38,0,20691,Greg Owen,$43630,4363025,
2001,39,0,12389,Barry Lane,$35763,3576250,
2001,41,0,22405,Justin Rose,$30756,3075575,
2001,41,0,20937,Nicolas Vanhootegem,$30756,3075575,
2001,43,0,12602,Dean Wilson,$30055,3005500,
2001,44,0,20992,Kazuhiko Hosokawa,$29944,2994444,
2001,48,0,23903,Stephen Gangluff,$22476,2247591,
2001,49,0,1668,Jeffrey Lankford,$21775,2177500,
2001,50,0,21180,Tony Carolan,$20698,2069750,
2001,51,0,6741,Gene Fieger,$19573,1957334,
2001,52,0,22371,Aaron Baddeley,$19435,1943467,
2001,53,0,20569,Richard Green,$19312,1931175,
2001,54,0,23157,Richard Johnson,$18029,1802857,
2001,55,0,12626,Joey Gullion,$16200,1620000,
2001,56,0,24739,Katsumune Imai,$14318,1431813,
2001,57,0,19983,Andy Oldcorn,$14250,1425000,
2001,57,0,2065,Rick Schuller,$14250,1425000,
2001,59,0,21878,Mark Wilson,$13727,1372720,
2001,60,0,20791,Mark Johnson,$13600,1360000,
2001,61,0,25632,Jimmy Walker,$13164,1316410,
2001,62,0,11653,Paul Curry,$12793,1279296,
2001,63,0,1118,Gordon Brand Jr.,$12016,1201620,
2001,64,0,23857,Neil Cheetham,$11873,1187315,
2001,65,0,23355,Alexandre Balicki,$11766,1176586,
2001,65,0,12662,Thomas Levet,$11766,1176586,
2001,67,0,20624,David Smail,$11659,1165858,
2001,68,0,21098,Scott Henderson,$11551,1155129,
2001,69,0,1948,Tim Petrovic,$11443,1144250,
2001,70,0,25190,Jeff Quinney,$11400,1140000,
2001,71,0,1039,Perry Arthur,$10317,1031727,
2001,72,0,24511,Thongchai Jaidee,$8863,886250,
2001,72,0,23533,Anthony Kang,$8863,886250,
2001,74,0,25364,Paul Casey,$8580,858000,
2001,75,0,20771,Steven Alker,$8550,855000,
2001,76,0,24925,Jonathan Byrd,$8400,840000,
2001,77,0,12661,Todd Barranger,$7700,770000,
2001,78,0,25791,Michael Christensen,$7616,761600,
2001,79,0,19822,Bobby Cochran,$7455,745500,
2001,80,0,6791,Mark Wurtz,$7388,738750,
2001,81,0,25052,Derek Gillespie,$7296,729600,
2001,82,0,24355,Kevin Blanton,$7264,726440,
2001,83,0,8083,Michael Combs,$7208,720800,
2001,83,0,23409,James Driscoll,$7208,720800,
2001,83,0,22873,Todd Fanning,$7208,720800,
2001,86,0,22290,Rob Bradley,$7000,700000,
2001,87,0,2196,Robert Thompson,$6936,693600,
2001,88,0,23739,Ryan Dillon,$6534,653400,
2001,89,0,25900,Lucas Glover,$6180,618000,
2001,90,0,7363,Craig Bowden,$6107,610700,
2001,91,0,22621,Ben Curtis,$6020,602000,
2001,92,0,25374,David Stephens,$5950,595000,
2001,93,0,20271,Chris Zambri,$5600,560000,
2001,94,0,1824,Yoshinori Mizumaki,$5520,552000,
2001,95,0,10195,Tim Conley,$3680,368000,
2006,1,0,20848,Ángel Cabrera,$708504,62350400,8500000.0
2006,2,0,21528,Henrik Stenson,$667303,58230267,8500000.0
2006,3,0,8635,Colin Montgomerie,$638749,50124900,13750000.0
2006,4,0,25364,Paul Casey,$529151,20940140,31975000.0
2006,5,0,20400,Michael Campbell,$515983,32398288,19200000.0
2006,6,0,19958,Miguel Angel Jiménez,$458511,33401142,12450000.0
2006,7,0,29718,Anthony Kim,$338067,33806667,
2006,8,0,21498,Hideto Tanihara,$310831,31083050,
2006,9,0,19970,Robert Karlsson,$234283,11828288,11600000.0
2006,10,0,10944,Thomas Bjørn,$234273,10477342,12950000.0
2006,11,0,26331,Charl Schwartzel,$211282,10828163,10300000.0
2006,12,0,20218,Shingo Katayama,$207262,8226200,12500000.0
2006,13,0,12461,Paul McGinley,$199984,13073400,6925000.0
2006,14,0,21461,Kenneth Ferrie,$183255,18325500,
2006,15,0,25562,Andres Romero,$177225,17722464,
2006,16,0,28089,Jason Day,$174508,17450800,
2006,17,0,22540,Anthony Wall,$172891,12889066,4400000.0
2006,18,0,26679,Kevin Stadler,$170973,7597250,9500000.0
2006,19,0,24511,Thongchai Jaidee,$150000,0,15000000.0
2006,20,0,20104,Ken Duke,$138231,13823056,
2006,21,0,8191,Paul Broadhurst,$133097,5409690,7900000.0
2006,22,0,25818,Scott Piercy,$132042,13204239,
2006,23,0,25732,S.K. Ho,$128891,12889066,
2006,24,0,27088,Johan Edfors,$111000,0,11100000.0
2006,25,0,20369,John Bickerton,$104828,2157767,8325000.0
2006,26,0,22110,Thaworn Wiratchant,$86046,4554550,4050000.0
2006,27,0,22117,Jyoti Randhawa,$85000,0,8500000.0
2006,28,0,24956,Mikko Ilonen,$83655,8365500,
2006,28,0,26539,Robert Rock,$83655,8365500,
2006,28,0,23797,Brett Rumford,$83655,8365500,
2006,31,0,24512,Simon Dyson,$77578,2157767,5600000.0
2006,32,0,19991,Peter Hedblom,$74252,7425200,
2006,33,0,26287,Roland Thatcher,$74250,7425000,
2006,34,0,20569,Richard Green,$64250,2925000,3500000.0
2006,35,0,23063,Scott Hend,$61162,6116200,
2006,36,0,26329,Louis Oosthuizen,$61000,0,6100000.0
2006,37,0,25321,Lee Slattery,$54097,5409690,
2006,38,0,23903,Stephen Gangluff,$53584,5358400,
2006,39,0,20859,Anders Hansen,$53100,5310000,
2006,40,0,25191,Gonzalo Fernandez-Castaño,$52578,2157767,3100000.0
2006,41,0,23540,Jason Allred,$52500,5250000,
2006,42,0,26758,David Hearn,$50438,5043750,
2006,43,0,24957,Simon Khan,$45546,4554550,
2006,44,0,23580,Tetsuji Hiratsuka,$44000,0,4400000.0
2006,45,0,11127,Stephen Dodd,$41750,0,4175000.0
2006,46,0,7707,Mike Small,$40256,4025600,
2006,47,0,24083,Marcus Fraser,$36483,3648288,
2006,48,0,26525,Grégory Bourdy,$35500,0,3550000.0
2006,48,0,20935,Toru Taniguchi,$35500,0,3550000.0
2006,50,0,20585,Niclas Fasth,$35000,0,3500000.0
2006,50,0,27929,Shiv Kapur,$35000,0,3500000.0
2006,52,0,24449,Parker McLachlin,$34674,3467400,
2006,53,0,21188,Tatsuhiko Takahashi,$30750,0,3075000.0
2006,54,0,25720,Chad Collins,$29459,2945900,
2006,54,0,25686,Jason Dufner,$29459,2945900,
2006,54,0,28310,Lee Williams,$29459,2945900,
2006,57,0,23656,Jason Caron,$29260,2926000,
2006,58,0,22363,Don Yrene,$29239,2923864,
2006,59,0,29222,Billy Hurley III,$28910,2891000,
2006,60,0,23821,Yusaku Miyazato,$28163,2816250,
2006,61,0,22986,Søren Kjeldsen,$27619,2761942,
2006,62,0,24748,WC Liang,$25850,2585000,
2006,63,0,24191,Andrew Marshall,$21578,2157767,
2006,63,0,23162,Simon Wakefield,$21578,2157767,
2006,65,0,24537,Philip Archer,$20482,2048200,
2006,66,0,22034,Yasuharu Imano,$20400,2040000,
2006,67,0,8845,Scott Sterling,$20280,2028000,
2006,68,0,27942,Rob Oppenheim,$19500,1950000,
2006,69,0,20939,Keiichiro Fukabori,$19148,1914770,
2006,70,0,25273,Andrew Buckle,$18497,1849705,
2006,71,0,20480,Marco Ruiz,$18125,1812525,
2006,72,0,20686,Jeev Milkha Singh,$16676,1667600,
2006,73,0,8993,Franklin Langham,$16642,1664200,
2006,74,0,27060,John Mallinger,$16354,1635400,
2006,75,0,6078,Esteban Toledo,$15567,1556667,
2006,76,0,22951,Azuma Yano,$14007,1400700,
2006,77,0,24610,Stuart Deane,$13140,1314000,
2006,78,0,1609,Jim Kane,$12725,1272500,
2006,79,0,23770,Will Moore,$12168,1216800,
2006,80,0,24878,Chris Parra,$12152,1215200,
2006,81,0,29365,Kane Webber,$12045,1204500,
2006,82,0,27215,Patrick Damron,$11660,1166000,
2006,82,0,23097,Scott Parel,$11660,1166000,
2006,84,0,27466,Spencer Levin,$11520,1152000,
2006,85,0,28621,Madalitso Muthiya,$11100,1110000,
2006,86,0,26497,Casey Wittenberg,$10868,1086800,
2006,87,0,29285,Brent Delahoussaye,$10550,1055000,
2006,88,0,22624,Joel Kribel,$10476,1047600,
2006,89,0,6132,Sonny Skinner,$9646,964600,
2006,90,0,27413,Scott Miller,$9588,958800,
2006,91,0,20566,Kaname Yokoo,$9180,918000,
2006,92,0,2136,Chris Starkjohann,$8976,897600,
2006,93,0,28307,Matt Every,$8505,850500,
2006,94,0,29720,Andres Gonzales,$8400,840000,
2006,95,0,27554,Scott Harrington,$7480,748000,
2006,96,0,23386,David Roesch,$7400,740000,
2006,97,0,24846,Ricky Barnes,$6947,694666,
2006,98,0,27730,Eli Zackheim,$6810,681000,
2006,99,0,20443,Jin Park,$6450,645000,
2006,100,0,23633,Phil Schmitt,$5460,546000,
2007,1,0,25364,Paul Casey,$1012770,55327005,45950000.0
2007,2,0,10425,Jay Williamson,$835515,83551501,
2007,3,0,20585,Niclas Fasth,$813405,40465534,40875000.0
2007,4,0,25562,Andres Romero,$798414,59641400,20200000.0
2007,5,0,19970,Robert Karlsson,$575870,42487000,15100000.0
2007,6,0,20569,Richard Green,$544070,44607000,9800000.0
2007,7,0,24236,Nick Dougherty,$227922,22792183,
2007,8,0,20686,Jeev Milkha Singh,$227679,7917900,14850000.0
2007,9,0,24512,Simon Dyson,$227500,22750000,
2007,10,0,8635,Colin Montgomerie,$216989,3598875,18100000.0
2007,11,0,12461,Paul McGinley,$195152,14415193,5100000.0
2007,12,0,20218,Shingo Katayama,$194928,7492771,12000000.0
2007,13,0,10944,Thomas Bjørn,$188044,3704383,15100000.0
2007,14,0,19958,Miguel Angel Jiménez,$182991,14299100,4000000.0
2007,15,0,24663,Y.E. Yang,$170980,5348000,11750000.0
2007,16,0,8191,Paul Broadhurst,$169458,12045800,4900000.0
2007,17,0,20400,Michael Campbell,$159832,3958228,12025000.0
2007,18,0,27088,Johan Edfors,$140005,5100500,8900000.0
2007,19,0,26331,Charl Schwartzel,$134303,7780300,5650000.0
2007,20,0,20945,Markus Brier,$120458,12045800,
2007,20,0,27776,Pelle Edberg,$120458,12045800,
2007,22,0,24511,Thongchai Jaidee,$118500,0,11850000.0
2007,23,0,22792,Peter Hanson,$116159,11615919,
2007,24,0,22983,Bradley Dredge,$112533,2253300,9000000.0
2007,25,0,26500,Alejandro Cañizares,$111900,11190000,
2007,26,0,27576,Anton Haig,$94750,0,9475000.0
2007,27,0,20121,Todd Fischer,$92000,9200000,
2007,28,0,25572,Graeme McDowell,$52768,5276800,
2007,29,0,20832,Raphael Jacquelin,$52419,2066883,3175000.0
2007,30,0,29416,Andy Bare,$52143,5214286,
2007,31,0,23969,Graeme Storm,$47150,1365000,3350000.0
2007,32,0,25972,Pablo Martin Benavides,$45313,4531300,
2007,33,0,20369,John Bickerton,$45000,0,4500000.0
2007,33,0,26329,Louis Oosthuizen,$45000,0,4500000.0
2007,35,0,22582,Kyle Thompson,$42900,4290000,
2007,36,0,24459,Richard Sterne,$42000,0,4200000.0
2007,37,0,22379,Mark Foster,$41352,4135234,
2007,38,0,22400,Hennie Otto,$39250,0,3925000.0
2007,39,0,22540,Anthony Wall,$38000,0,3800000.0
2007,40,0,24748,WC Liang,$36750,0,3675000.0
2007,40,0,24039,Prom Meesawat,$36750,0,3675000.0
2007,42,0,21498,Hideto Tanihara,$36000,0,3600000.0
2007,43,0,22896,Grégory Havret,$33500,0,3350000.0
2007,44,0,21207,José Manuel Lara,$32250,0,3225000.0
2007,45,0,21461,Kenneth Ferrie,$31084,3108400,
2007,46,0,8993,Franklin Langham,$30720,3072000,
2007,47,0,23129,Ross Bain,$29821,2982070,
2007,48,0,30711,Colt Knost,$27483,2748300,
2007,49,0,28670,Wonjoon Lee,$26736,2673580,
2007,50,0,29939,Fabrizio Zanotti,$25900,2590000,
2007,51,0,24083,Marcus Fraser,$25016,2501600,
2007,52,0,26525,Grégory Bourdy,$23394,2339383,
2007,53,0,20935,Toru Taniguchi,$21594,2159430,
2007,54,0,23982,Jon Bevan,$21080,2108015,
2007,55,0,24184,Alastair Forsyth,$20258,2025751,
2007,56,0,20367,Fredrik Andersson Hed,$19846,1984619,
2007,57,0,28456,Andrew Ruthkoski,$19112,1911240,
2007,58,0,20566,Kaname Yokoo,$16640,1664000,
2007,59,0,19795,Kelly Mitchum,$16326,1632600,
2007,60,0,23821,Yusaku Miyazato,$13537,1353733,
2007,61,0,7707,Mike Small,$13050,1305000,
2007,62,0,25896,Ryan Benzel,$12900,1290000,
2007,63,0,24846,Ricky Barnes,$12540,1254000,
2007,64,0,28307,Matt Every,$12420,1242000,
2007,65,0,10875,Todd Demsey,$12411,1241100,
2007,66,0,6078,Esteban Toledo,$12250,1225000,
2007,67,0,23548,Bill Lunde,$12093,1209333,
2007,68,0,25074,Martin Rominger,$11163,1116300,
2007,69,0,8725,Tom Gillis,$11152,1115240,
2007,69,0,28310,Lee Williams,$11152,1115240,
2007,71,0,23091,Alan Morin,$11000,1100000,
2007,72,0,19883,Joe Daley,$10920,1092000,
2007,72,0,22951,Azuma Yano,$10920,1092000,
2007,74,0,26758,David Hearn,$10850,1085000,
2007,75,0,7941,Mike Grob,$10200,1020000,
2007,76,0,27124,Chris Baryla,$9800,980000,
2007,77,0,30786,Brady Schnell,$9102,910200,
2007,78,0,27958,Ryan Blaum,$8800,880000,
2007,79,0,26956,Bronson La'Cassie,$8692,869200,
2007,80,0,29725,Tony Finau,$7960,796000,
2007,81,0,2215,Paul Trittler,$7640,764000,
2007,82,0,23824,Oliver Thomson,$7630,763000,
2007,83,0,29720,Andres Gonzales,$7120,712000,
2000,1,0,19825,Darren Clarke,$1393364,25411437,113925000.0
2000,2,0,10944,Thomas Bjørn,$1049648,81414750,23550000.0
2000,3,0,20396,Lee Westwood,$911636,29330258,61833333.0
2000,4,0,8635,Colin Montgomerie,$653044,40904367,24400000.0
2000,5,0,19958,Miguel Angel Jiménez,$638848,48884834,15000000.0
2000,6,0,6373,José María Olazábal,$552221,32097052,23125000.0
2000,7,0,20474,Phillip Price,$493750,0,49375000.0
2000,8,0,20766,Padraig Harrington,$491813,26531265,22650000.0
2000,9,0,20157,Retief Goosen,$337926,19609314,14183334.0
2000,10,0,20400,Michael Campbell,$321723,8622300,23550000.0
2000,11,0,21961,Charles Howell III,$263533,26353267,
2000,12,0,1666,Bernhard Langer,$254455,18995466,6450000.0
2000,13,0,20992,Kazuhiko Hosokawa,$227588,22758838,
2000,14,0,19905,Andrew Coltart,$162057,2280703,13925000.0
2000,15,0,20848,Ángel Cabrera,$159506,7825600,8125000.0
2000,16,0,12461,Paul McGinley,$138217,3871665,9950000.0
2000,17,0,20763,Pierre Fulke,$133587,10058737,3300000.0
2000,18,0,20548,Hidemichi Tanaka,$124917,3775000,8716666.0
2000,19,0,20601,Gary Orr,$106207,1570681,9050000.0
2000,20,0,7007,Stephen Sear,$90000,9000000,
2000,21,0,19972,José Coceres,$89756,2125620,6850000.0
2000,22,0,23552,Hank Kuehne,$85656,8565600,
2000,23,0,12626,Joey Gullion,$84651,8465067,
2000,24,0,2300,Ian Woosnam,$75092,4034197,3475000.0
2000,25,0,21959,Ted Purdy,$72000,7200000,
2000,26,0,2020,Eduardo Romero,$70034,2353365,4650000.0
2000,27,0,20387,Jarmo Sandelin,$66432,6643153,
2000,28,0,20939,Keiichiro Fukabori,$64350,6435000,
2000,29,0,1796,Mark McNulty,$56346,5634563,
2000,30,0,19932,Nic Henning,$56250,0,5625000.0
2000,31,0,21489,Nobuhito Sato,$46500,0,4650000.0
2000,32,0,20505,Lucas Parsons,$45873,1570681,3016667.0
2000,33,0,12661,Todd Barranger,$43767,4376666,
2000,34,0,2076,Peter Senior,$43628,1062810,3300000.0
2000,35,0,20566,Kaname Yokoo,$41286,4128600,
2000,36,0,10881,Brian Kontak,$37950,3795000,
2000,37,0,1906,Masashi Jumbo Ozaki,$37673,3767300,
2000,38,0,20721,Darren Fichardt,$35500,0,3550000.0
2000,39,0,7003,David Berganio Jr.,$34625,3462515,
2000,40,0,20378,Mathias Grönberg,$33000,0,3300000.0
2000,41,0,20385,Dean Robertson,$30366,3036600,
2000,42,0,8553,Lee Porter,$28247,2824700,
2000,43,0,20812,Tjaart van der Walt,$27750,0,2775000.0
2000,44,0,20500,Kyi Hla Han,$27000,0,2700000.0
2000,45,0,24940,Edward Loar,$22667,2266666,
2000,46,0,23349,Charles Warren,$22056,2205600,
2000,47,0,10821,Toshi Izawa,$20500,2050000,
2000,48,0,6795,Jeff Freeman,$20090,2009000,
2000,49,0,1824,Yoshinori Mizumaki,$19328,1932837,
2000,50,0,1224,Jeff Coston,$17967,1796700,
2000,51,0,1491,Rick Hartmann,$15891,1589100,
2000,52,0,20650,Jarrod Moseley,$15707,1570681,
2000,52,0,22348,Nick O'Hern,$15707,1570681,
2000,52,0,20944,Tsuyoshi Yoneyama,$15707,1570681,
2000,55,0,25115,Michael Kirk,$14894,1489389,
2000,56,0,12714,Chris Tidland,$14438,1443750,
2000,57,0,24925,Jonathan Byrd,$14130,1413000,
2000,58,0,21806,Paul Gow,$13627,1362667,
2000,59,0,10217,Warren Schutte,$13578,1357800,
2000,60,0,21185,Takao Nogami,$12856,1285616,
2000,60,0,6731,Jeff Roth,$12856,1285616,
2000,62,0,19957,Ian Garbutt,$12754,1275372,
2000,63,0,20691,Greg Owen,$11843,1184274,
2000,64,0,1883,Christy O'Connor,$11273,1127338,
2000,65,0,25052,Derek Gillespie,$11220,1122000,
2000,66,0,20764,Desvonde Botes,$10970,1096972,
2000,66,0,8633,Per-Ulrik Johansson,$10970,1096972,
2000,66,0,24138,Ian Poulter,$10970,1096972,
2000,69,0,1118,Gordon Brand Jr.,$10742,1074197,
2000,70,0,24734,Lionel Alexandre,$10628,1062810,
2000,71,0,1001,Tommy Aaron,$10488,1048800,
2000,72,0,24502,Adam Scott,$10200,1020000,
2000,73,0,6659,Frank Dobbs,$8900,890000,
2000,74,0,21878,Mark Wilson,$8500,850000,
2000,75,0,2196,Robert Thompson,$8320,832000,
2000,76,0,20771,Steven Alker,$8160,816000,
2000,77,0,19823,David Howser,$8127,812666,
2000,78,0,24742,Bruce Smith,$7240,724000,
2000,79,0,24604,Hunter Haas,$6685,668500,
2000,80,0,22746,Steven Young,$6480,648000,
2000,81,0,20035,Rob McMillan,$6270,627000,
2000,82,0,6270,Bobby Gage,$6210,621000,
2000,83,0,23620,Pat Nanney Jr.,$6090,609000,
2000,84,0,19968,Jeff Williams,$5880,588000,
2000,85,0,23590,Joey Maxon,$5852,585200,
2000,86,0,24565,Jorge Benedetti,$5771,577100,
2000,87,0,23689,Korky Kemp,$5760,576000,
2000,88,0,2191,Tim Thelen,$5656,565600,
2000,89,0,25031,Andy Miller,$5640,564000,
