YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2013,1,0,7867,Woody Austin,9.1
2013,2,0,29926,Danny Lee,9.0
2013,3,0,10505,Shane Bertsch,8.9
2013,3,0,19958,Miguel Angel Jiménez,8.9
2013,5,0,1024,Billy Andrade,8.7
2013,5,0,24459,Richard Sterne,8.7
2013,5,0,6527,Steve Stricker,8.7
2013,8,0,36699,Patrick Rodgers,8.6
2013,8,0,21528,Henrik Stenson,8.6
2013,10,0,35450,Patrick Cantlay,8.5
2013,10,0,8931,Glen Day,8.5
2013,10,0,32839,Hideki Matsuyama,8.5
2013,10,0,27556,Ted Potter Jr.,8.5
2013,10,0,22913,John Rollins,8.5
2013,10,0,22405,Justin Rose,8.5
2013,10,0,23621,Rory Sabbatini,8.5
2013,10,0,34046,Jordan Spieth,8.5
2013,10,0,28135,Aaron Watkins,8.5
2013,10,0,8793,Tiger Woods,8.5
2013,20,0,21209,Sergio Garcia,8.4
2013,20,0,24924,Bill Haas,8.4
2013,20,0,31557,Jim Herman,8.4
2013,20,0,31138,Scott Jamieson,8.4
2013,20,0,26300,Matt Jones,8.4
2013,20,0,1810,Phil Mickelson,8.4
2013,20,0,27349,Alex Noren,8.4
2013,20,0,30110,Kyle Stanley,8.4
2013,20,0,30927,Brendon Todd,8.4
2013,29,0,24461,Thomas Aiken,8.3
2013,29,0,24227,Justin Bolli,8.3
2013,29,0,27436,Graham DeLaet,8.3
2013,29,0,23983,Luke Donald,8.3
2013,29,0,34099,Harris English,8.3
2013,29,0,24358,Robert Garrigus,8.3
2013,29,0,22792,Peter Hanson,8.3
2013,29,0,27644,Brian Harman,8.3
2013,29,0,28092,D.H. Lee,8.3
2013,29,0,34409,David Lingmerth,8.3
2013,29,0,20634,Peter Lonard,8.3
2013,29,0,24781,Hunter Mahan,8.3
2013,29,0,1766,Billy Mayfair,8.3
2013,29,0,35541,John Peterson,8.3
2013,29,0,30692,Scott Stallings,8.3
2013,29,0,35459,Chris Williams,8.3
2013,45,0,31627,Todd Baek,8.2
2013,45,0,24507,Jason Bohn,8.2
2013,45,0,33141,Keegan Bradley,8.2
2013,45,0,32200,Roberto Castro,8.2
2013,45,0,32800,Franklin Corpening,8.2
2013,45,0,23409,James Driscoll,8.2
2013,45,0,28307,Matt Every,8.2
2013,45,0,10809,Jim Furyk,8.2
2013,45,0,33461,Morgan Hoffmann,8.2
2013,45,0,27141,J.B. Holmes,8.2
2013,45,0,34174,John Huh,8.2
2013,45,0,21731,Freddie Jacobson,8.2
2013,45,0,30925,Dustin Johnson,8.2
2013,45,0,24024,Zach Johnson,8.2
2013,45,0,23108,Matt Kuchar,8.2
2013,45,0,23548,Bill Lunde,8.2
2013,45,0,25572,Graeme McDowell,8.2
2013,45,0,26596,Ryan Moore,8.2
2013,45,0,26329,Louis Oosthuizen,8.2
2013,45,0,23320,Ryan Palmer,8.2
2013,45,0,24361,Pat Perez,8.2
2013,45,0,1945,Kenny Perry,8.2
