YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
2010,38,0,24138,Ian Poulter,54.63,59,108,42.0
2010,39,0,25900,Lucas Glover,54.62,71,130,32.0
2010,39,0,20157,Retief Goosen,54.62,65,119,33.0
2010,41,0,20645,John Senden,54.4,68,125,25.0
2010,42,0,24846,Ricky Barnes,54.34,94,173,51.0
2010,43,0,1941,Tom Pernice Jr.,54.32,44,81,26.0
2010,44,0,8537,J.P. Hayes,54.26,70,129,36.0
2010,45,0,21753,Brian Davis,54.21,103,190,68.0
2010,46,0,23800,Bryce Molder,54.01,74,137,46.0
2010,47,0,24925,Jonathan Byrd,53.85,63,117,37.0
2010,48,0,20766,Padraig Harrington,53.7,58,108,29.0
2010,49,0,1810,Phil Mickelson,53.62,74,138,33.0
2010,50,0,25892,Steve Wheatcroft,53.39,63,118,36.0
2010,51,0,27060,John Mallinger,53.24,74,139,52.0
2010,52,0,23409,James Driscoll,53.08,69,130,36.0
2010,53,0,24502,Adam Scott,53.04,61,115,27.0
2010,54,0,27141,J.B. Holmes,52.83,84,159,52.0
2010,55,0,23541,Ben Crane,52.7,78,148,45.0
2010,56,0,12510,Chad Campbell,52.67,69,131,45.0
2010,57,0,28237,Rory McIlroy,52.48,53,101,29.0
2010,58,0,23320,Ryan Palmer,52.41,76,145,60.0
2010,59,0,8075,Jerry Kelly,52.35,78,149,48.0
2010,59,0,27933,John Merrick,52.35,78,149,38.0
2010,61,0,20070,Matt Bettencourt,52.26,81,155,51.0
2010,61,0,21949,Joe Ogilvie,52.26,81,155,54.0
2010,63,0,7749,Brett Quigley,52.21,71,136,39.0
2010,64,0,23673,Michael Connell,52.07,63,121,40.0
2010,65,0,20663,Brenden Pappas,52.04,51,98,34.0
2010,66,0,30946,Alex Prugh,52.0,65,125,34.0
2010,67,0,8375,Paul Stankowski,51.95,40,77,15.0
2010,68,0,6567,Vijay Singh,51.91,68,131,40.0
2010,69,0,10585,Scott McCarron,51.8,72,139,37.0
2010,70,0,28500,Martin Flores,51.75,59,114,24.0
2010,71,0,27936,Martin Laird,51.61,64,124,31.0
2010,72,0,26882,Michael Sim,51.58,49,95,29.0
2010,73,0,8385,Omar Uresti,51.16,44,86,34.0
2010,74,0,24663,Y.E. Yang,51.15,67,131,42.0
2010,75,0,28475,Jeff Overton,51.09,70,137,44.0
2010,76,0,23325,Vaughn Taylor,50.96,80,157,62.0
2010,77,0,27770,Camilo Villegas,50.83,61,120,45.0
2010,78,0,26951,Johnson Wagner,50.79,64,126,50.0
2010,79,0,1577,Lee Janzen,50.74,69,136,37.0
2010,80,0,1249,John Daly,50.55,46,91,35.0
2010,80,0,1313,Steve Elkington,50.55,46,91,25.0
2010,82,0,26301,James Nitties,50.46,55,109,48.0
2010,83,0,27963,Chris Stroud,50.38,66,131,44.0
2010,84,0,6251,Chris DiMarco,50.37,68,135,45.0
2010,85,0,24490,George McNeill,50.36,70,139,42.0
2010,86,0,27214,Kevin Streelman,50.34,73,145,54.0
2010,87,0,12652,Cameron Beckman,50.0,49,98,38.0
2010,87,0,1116,Michael Bradley,50.0,52,104,45.0
2010,87,0,12716,Charley Hoffman,50.0,70,140,42.0
2010,87,0,21961,Charles Howell III,50.0,67,134,32.0
2010,87,0,21731,Freddie Jacobson,50.0,68,136,55.0
2010,87,0,12705,Cliff Kresge,50.0,32,64,23.0
2010,87,0,1766,Billy Mayfair,50.0,47,94,32.0
2010,87,0,25190,Jeff Quinney,50.0,61,122,52.0
2010,87,0,22293,Heath Slocum,50.0,53,106,40.0
2010,87,0,12714,Chris Tidland,50.0,70,140,48.0
2010,87,0,2206,David Toms,50.0,58,116,40.0
2010,98,0,32640,Troy Merritt,49.66,74,149,50.0
2010,99,0,26881,Jarrod Lyle,49.33,37,75,15.0
2010,100,0,26851,Marc Leishman,49.32,73,148,52.0
2010,101,0,27330,Josh Teater,49.16,88,179,45.0
2010,102,0,20098,Stuart Appleby,49.11,83,169,69.0
2010,103,0,23613,Rich Barcelo,48.94,46,94,43.0
2010,104,0,23638,Brendon de Jonge,48.81,82,168,56.0
2010,105,0,27613,David Lutterus,48.72,57,117,38.0
2010,106,0,23548,Bill Lunde,48.6,52,107,46.0
2010,107,0,6522,Ernie Els,48.44,62,128,40.0
2010,108,0,2239,Scott Verplank,48.32,72,149,65.0
2010,109,0,23788,D.J. Trahan,48.25,69,143,49.0
2010,110,0,24140,Sean O'Hair,48.18,66,137,52.0
2010,111,0,1948,Tim Petrovic,48.13,90,187,74.0
2010,112,0,6012,Greg Kraft,48.05,37,77,37.0
2010,113,0,10809,Jim Furyk,48.04,49,102,42.0
2010,114,0,26695,Michael Letzig,47.95,70,146,47.0
2010,115,0,27797,Derek Lamely,47.92,69,144,61.0
2010,116,0,25364,Paul Casey,47.87,45,94,42.0
2010,117,0,7457,Steve Flesch,47.83,66,138,55.0
2010,118,0,11123,Chris Couch,47.79,54,113,35.0
2010,119,0,10860,Justin Leonard,47.73,63,132,51.0
2010,120,0,25562,Andres Romero,47.46,56,118,46.0
2010,121,0,21959,Ted Purdy,47.45,65,137,56.0
2010,122,0,20686,Jeev Milkha Singh,47.19,42,89,27.0
2010,123,0,25686,Jason Dufner,47.1,65,138,57.0
2010,124,0,25804,Bubba Watson,47.01,55,117,42.0
2010,125,0,12602,Dean Wilson,46.97,31,66,25.0
2010,126,0,20436,Garrett Willis,46.9,53,113,35.0
2010,127,0,6515,Shaun Micheel,46.84,37,79,34.0
2010,128,0,23349,Charles Warren,46.48,33,71,24.0
2010,129,0,1320,Bob Estes,46.46,59,127,46.0
2010,130,0,29910,Blake Adams,46.4,58,125,59.0
2010,131,0,23322,Brett Wetterich,46.34,38,82,23.0
2010,132,0,20850,Daniel Chopra,46.09,59,128,50.0
2010,133,0,20572,Rod Pampling,46.03,58,126,43.0
2010,134,0,26596,Ryan Moore,45.8,60,131,57.0
2010,135,0,24781,Hunter Mahan,45.75,70,153,58.0
2010,136,0,27436,Graham DeLaet,45.69,53,116,39.0
2010,137,0,26287,Roland Thatcher,45.61,52,114,41.0
2010,138,0,31560,Brian Stuard,45.6,57,125,62.0
2010,138,0,26289,Boo Weekley,45.6,57,125,45.0
2010,140,0,25240,D.A. Points,45.45,65,143,48.0
2010,141,0,26679,Kevin Stadler,45.38,59,130,60.0
2010,142,0,1161,Mark Calcavecchia,45.21,33,73,33.0
2010,143,0,8725,Tom Gillis,45.06,73,162,52.0
2010,144,0,20848,Ángel Cabrera,45.05,50,111,37.0
2010,145,0,22913,John Rollins,45.04,59,131,51.0
2010,146,0,20229,Stewart Cink,45.0,54,120,50.0
2010,146,0,25818,Scott Piercy,45.0,72,160,71.0
2010,148,0,30925,Dustin Johnson,44.78,60,134,44.0
2010,149,0,27466,Spencer Levin,44.7,59,132,46.0
2010,150,0,12782,Tim Herron,44.66,46,103,45.0
2010,150,0,20691,Greg Owen,44.66,46,103,41.0
2010,152,0,24912,Will MacKenzie,44.55,49,110,41.0
2010,153,0,24924,Bill Haas,44.52,69,155,50.0
2010,154,0,32617,Jerod Turner,44.44,36,81,49.0
2010,155,0,9011,David Duval,44.21,42,95,42.0
2010,156,0,20472,Alex Cejka,44.17,53,120,51.0
2010,157,0,7867,Woody Austin,43.54,64,147,57.0
2010,158,0,23307,Roger Tambellini,43.48,40,92,37.0
2010,159,0,6514,Kevin Johnson,43.43,43,99,55.0
2010,160,0,28307,Matt Every,43.27,45,104,48.0
2010,161,0,27095,Nick Watney,43.26,61,141,64.0
2010,162,0,1797,Rocco Mediate,43.18,38,88,43.0
2010,163,0,25632,Jimmy Walker,43.08,56,130,48.0
2010,164,0,32102,Rickie Fowler,42.67,64,150,76.0
2010,165,0,1619,Skip Kendall,41.67,35,84,47.0
2010,165,0,1724,Jeff Maggert,41.67,40,96,41.0
2010,165,0,28158,Steve Marino,41.67,55,132,61.0
2010,165,0,22122,Andrew McLardy,41.67,35,84,33.0
2010,169,0,20574,Mathew Goggin,41.27,52,126,68.0
2010,170,0,6621,Joe Durant,41.1,30,73,30.0
2010,171,0,28780,Nicholas Thompson,40.94,61,149,59.0
2010,172,0,24507,Jason Bohn,40.87,47,115,55.0
2010,173,0,27302,Garth Mulroy,40.85,29,71,21.0
2010,174,0,28087,Kris Blanks,40.77,53,130,48.0
2010,175,0,24227,Justin Bolli,40.51,32,79,44.0
2010,175,0,29285,Brent Delahoussaye,40.51,32,79,51.0
2010,177,0,7363,Craig Bowden,40.26,31,77,52.0
2010,178,0,26420,Richard Johnson,39.83,47,118,57.0
2010,179,0,33419,Cameron Tringale,39.66,23,58,20.0
2010,180,0,1707,Steve Lowery,39.52,49,124,66.0
2010,181,0,6643,Paul Goydos,39.1,52,133,82.0
2010,182,0,26392,Chris Wilson,38.39,43,112,53.0
2010,183,0,23353,J.J. Henry,38.24,39,102,37.0
2010,184,0,1329,Brad Faxon,37.5,36,96,69.0
2010,185,0,24358,Robert Garrigus,37.25,38,102,32.0
2010,186,0,20105,Jeff Gove,37.14,26,70,35.0
2010,187,0,22946,Henrik Bjornstad,36.94,41,111,63.0
2010,187,0,1706,Davis Love III,36.94,41,111,50.0
2010,189,0,21209,Sergio Garcia,36.49,27,74,44.0
2010,190,0,22056,Cameron Percy,36.36,32,88,35.0
2010,191,0,27120,Troy Matteson,36.29,45,124,64.0
2010,192,0,12755,Vance Veazey,33.78,25,74,45.0
2019,1,0,25198,Francesco Molinari,65.33,49,75,12.0
2019,2,0,6522,Ernie Els,64.47,49,76,14.0
2019,3,0,30925,Dustin Johnson,63.86,53,83,5.0
2019,4,0,30911,Tommy Fleetwood,63.54,61,96,5.0
2019,5,0,29221,Webb Simpson,62.96,85,135,23.0
2019,6,0,46402,Talor Gooch,62.5,50,80,22.0
2019,7,0,37275,Sam Ryder,62.4,78,125,24.0
2019,8,0,27649,Brandt Snedeker,62.29,109,175,39.0
2019,9,0,24138,Ian Poulter,62.04,67,108,25.0
2019,10,0,25632,Jimmy Walker,61.76,84,136,34.0
2019,11,0,22405,Justin Rose,61.68,66,107,23.0
2019,12,0,39327,Ben Silverman,61.17,63,103,20.0
2019,13,0,34256,Andrew Putnam,61.02,72,118,33.0
2019,14,0,23108,Matt Kuchar,60.82,59,97,21.0
2019,15,0,33122,Russell Knox,59.57,56,94,24.0
2019,16,0,25900,Lucas Glover,59.12,81,137,17.0
2019,17,0,34360,Patrick Reed,58.82,90,153,21.0
2019,18,0,35891,Cameron Smith,58.68,71,121,30.0
2019,19,0,33948,Byeong Hun An,58.52,79,135,25.0
2019,20,0,37189,Harold Varner III,58.47,69,118,34.0
2019,21,0,27644,Brian Harman,58.45,83,142,29.0
2019,22,0,36689,Brooks Koepka,58.43,52,89,13.0
2019,23,0,26851,Marc Leishman,58.21,78,134,32.0
2019,24,0,26329,Louis Oosthuizen,58.12,68,117,30.0
2019,25,0,35450,Patrick Cantlay,58.04,65,112,18.0
2019,26,0,27974,Sung Kang,57.75,82,142,43.0
2019,27,0,29908,C.T. Pan,57.45,81,141,43.0
2019,28,0,23325,Vaughn Taylor,56.69,89,157,46.0
2019,29,0,28252,Seamus Power,56.64,64,113,18.0
2019,30,0,25572,Graeme McDowell,56.62,77,136,47.0
2019,31,0,37455,Si Woo Kim,56.6,90,159,34.0
2019,32,0,33486,Roger Sloan,56.52,78,138,50.0
2019,33,0,34021,Bud Cauley,56.43,79,140,36.0
2019,34,0,40026,Daniel Berger,56.2,68,121,33.0
2019,35,0,33399,Adam Hadwin,55.94,80,143,44.0
2019,36,0,51766,Wyndham Clark,55.91,71,127,30.0
2019,37,0,48081,Xander Schauffele,55.65,69,124,28.0
2019,38,0,40009,Dominic Bozzelli,55.56,60,108,23.0
2019,38,0,23621,Rory Sabbatini,55.56,80,144,39.0
2019,40,0,24502,Adam Scott,55.45,56,101,27.0
2019,41,0,29484,Peter Uihlein,55.38,72,130,29.0
2019,42,0,28237,Rory McIlroy,55.34,57,103,24.0
2019,43,0,25396,Kevin Na,55.26,63,114,30.0
2019,44,0,1810,Phil Mickelson,55.1,54,98,37.0
2019,45,0,32150,Michael Thompson,54.93,78,142,36.0
2019,46,0,32102,Rickie Fowler,54.79,80,146,31.0
2019,47,0,33419,Cameron Tringale,54.65,47,86,21.0
2019,48,0,34264,Hudson Swafford,54.64,53,97,23.0
2019,49,0,31420,Anirban Lahiri,54.63,59,108,39.0
2019,50,0,34046,Jordan Spieth,54.61,77,141,51.0
2019,51,0,22371,Aaron Baddeley,54.55,54,99,31.0
2019,52,0,36799,Stephan Jaeger,54.31,63,116,23.0
2019,53,0,45486,Joaquin Niemann,54.12,92,170,30.0
2019,54,0,24024,Zach Johnson,54.08,53,98,19.0
2019,55,0,34363,Tyrrell Hatton,53.76,50,93,26.0
2019,56,0,32839,Hideki Matsuyama,53.74,79,147,43.0
2019,57,0,32139,Danny Willett,53.64,59,110,24.0
2019,58,0,19803,Ryan Armour,53.62,74,138,44.0
2019,59,0,10809,Jim Furyk,53.41,47,88,29.0
2019,60,0,29926,Danny Lee,53.19,75,141,37.0
2019,61,0,35617,Martin Trainer,53.13,51,96,27.0
2019,62,0,27141,J.B. Holmes,53.1,60,113,29.0
2019,62,0,26300,Matt Jones,53.1,77,145,35.0
2019,64,0,26499,Rafa Cabrera Bello,53.06,78,147,47.0
2019,65,0,34261,Scott Langley,53.04,61,115,47.0
2019,66,0,31560,Brian Stuard,52.9,73,138,53.0
2019,67,0,33418,Shawn Stefani,52.88,55,104,25.0
2019,68,0,49771,J.T. Poston,52.84,93,176,40.0
2019,69,0,46970,Jon Rahm,52.83,56,106,19.0
2019,70,0,30978,Kiradech Aphibarnrat,52.73,58,110,51.0
2019,71,0,27963,Chris Stroud,52.63,50,95,24.0
2019,72,0,33448,Justin Thomas,52.58,51,97,18.0
2019,73,0,35376,Roberto Díaz,52.43,54,103,25.0
2019,74,0,28089,Jason Day,52.38,55,105,30.0
2019,75,0,35461,Beau Hossler,52.35,78,149,29.0
2019,76,0,24924,Bill Haas,52.34,56,107,36.0
2019,77,0,47959,Bryson DeChambeau,52.29,57,109,32.0
2019,78,0,30786,Brady Schnell,52.24,35,67,26.0
2019,79,0,49303,Anders Albertson,52.17,48,92,30.0
2019,80,0,28775,Nate Lashley,52.13,49,94,30.0
2019,81,0,39997,Corey Conners,51.82,71,137,38.0
2019,82,0,32791,K.H. Lee,51.77,73,141,54.0
2019,83,0,34563,Chesson Hadley,51.69,61,118,39.0
2019,84,0,32058,José de Jesús Rodríguez,51.67,62,120,36.0
2019,85,0,46501,Ollie Schniederjans,51.45,71,138,48.0
2019,86,0,34099,Harris English,51.37,75,146,45.0
2019,87,0,28259,Sangmoon Bae,51.25,41,80,21.0
2019,88,0,25686,Jason Dufner,50.74,69,136,42.0
2019,89,0,26758,David Hearn,50.68,37,73,23.0
2019,89,0,39546,Keith Mitchell,50.68,74,146,43.0
2019,91,0,32757,Patton Kizzire,50.42,60,119,45.0
2019,92,0,31323,Gary Woodland,50.41,61,121,25.0
2019,93,0,30692,Scott Stallings,50.39,65,129,40.0
2019,94,0,25818,Scott Piercy,50.37,68,135,33.0
2019,94,0,27214,Kevin Streelman,50.37,68,135,38.0
2019,96,0,27095,Nick Watney,50.35,71,141,41.0
2019,97,0,34076,Joel Dahmen,50.32,79,157,62.0
2019,98,0,29479,Scott Brown,50.0,72,144,40.0
2019,98,0,29268,Bronson Burgoon,50.0,49,98,37.0
2019,98,0,46523,Joey Garber,50.0,47,94,28.0
2019,98,0,21209,Sergio Garcia,50.0,38,76,22.0
2019,98,0,29974,Branden Grace,50.0,55,110,47.0
2019,98,0,33410,Andrew Landry,50.0,55,110,42.0
2019,98,0,34466,Peter Malnati,50.0,67,134,47.0
2019,98,0,33667,Carlos Ortiz,50.0,57,114,32.0
2019,98,0,24361,Pat Perez,50.0,46,92,40.0
2019,98,0,47347,Adam Schenk,50.0,68,136,43.0
2019,98,0,32333,Kevin Tway,50.0,63,126,37.0
2019,109,0,35532,Tom Hoge,49.65,70,141,37.0
2019,110,0,27958,Ryan Blaum,49.62,66,133,39.0
2019,111,0,30110,Kyle Stanley,49.61,63,127,47.0
2019,112,0,35449,Adam Long,49.59,61,123,40.0
2019,113,0,25804,Bubba Watson,49.47,47,95,25.0
2019,114,0,29725,Tony Finau,49.38,80,162,38.0
2019,115,0,21528,Henrik Stenson,49.33,37,75,20.0
2019,116,0,29970,Dylan Frittelli,49.15,58,118,25.0
2019,117,0,27936,Martin Laird,49.11,55,112,30.0
2019,118,0,39971,Sungjae Im,48.95,93,190,59.0
2019,119,0,26476,Chez Reavie,48.92,68,139,47.0
2019,120,0,46435,Austin Cook,48.89,66,135,43.0
2019,121,0,48822,Sebastián Muñoz,48.82,62,127,32.0
2019,122,0,32640,Troy Merritt,48.78,40,82,31.0
2019,123,0,47993,Denny McCarthy,48.76,59,121,41.0
2019,124,0,35421,Brandon Harkins,48.65,72,148,54.0
2019,124,0,35879,Kelly Kraft,48.65,72,148,58.0
2019,126,0,19846,Brian Gay,48.25,69,143,59.0
2019,127,0,49964,Aaron Wise,48.19,40,83,27.0
2019,128,0,37380,Curtis Luck,48.04,49,102,36.0
2019,129,0,31646,Emiliano Grillo,47.93,58,121,37.0
2019,130,0,29420,Billy Horschel,47.86,67,140,43.0
2019,130,0,29223,Sam Saunders,47.86,56,117,38.0
2019,132,0,40098,Matt Fitzpatrick,47.67,41,86,34.0
2019,133,0,30191,Julián Etulain,47.54,58,122,38.0
2019,134,0,21961,Charles Howell III,47.52,67,141,47.0
2019,135,0,30944,Jason Kokrak,47.5,57,120,31.0
2019,136,0,40115,Adam Svensson,47.37,45,95,29.0
2019,137,0,30946,Alex Prugh,47.31,44,93,34.0
2019,138,0,39324,J.J. Spaun,47.12,49,104,33.0
2019,139,0,32200,Roberto Castro,46.94,46,98,27.0
2019,140,0,45157,Cam Davis,46.81,44,94,31.0
2019,141,0,25493,Nick Taylor,46.79,73,156,43.0
2019,142,0,34431,Robert Streb,46.67,56,120,46.0
2019,143,0,45526,Abraham Ancer,46.62,62,133,44.0
2019,144,0,24781,Hunter Mahan,46.6,48,103,38.0
2019,145,0,27895,Jonas Blixt,46.55,54,116,35.0
2019,145,0,39975,Michael Kim,46.55,54,116,56.0
2019,147,0,27129,Luke List,46.46,59,127,36.0
2019,148,0,20572,Rod Pampling,46.23,49,106,41.0
2019,149,0,37340,Chase Wright,46.08,47,102,36.0
2019,150,0,36699,Patrick Rodgers,46.07,41,89,30.0
2019,151,0,29478,Kevin Kisner,45.83,66,144,58.0
2019,152,0,37454,Whee Kim,45.53,56,123,54.0
2019,152,0,26596,Ryan Moore,45.53,56,123,40.0
2019,154,0,28679,Fabián Gómez,45.35,39,86,25.0
2019,155,0,47128,Richy Werenski,45.24,57,126,41.0
2019,156,0,33141,Keegan Bradley,44.92,53,118,39.0
2019,157,0,45609,Tyler Duncan,44.55,45,101,41.0
2019,158,0,27349,Alex Noren,44.54,53,119,46.0
2019,159,0,46601,Trey Mullinax,44.44,48,108,31.0
2019,160,0,29535,Brice Garnett,44.36,59,133,41.0
2019,161,0,39977,Max Homa,44.2,61,138,60.0
2019,162,0,31557,Jim Herman,44.16,34,77,31.0
2019,163,0,25364,Paul Casey,43.7,52,119,39.0
2019,164,0,49298,Kramer Hickok,43.64,48,110,41.0
2019,165,0,49766,Hank Lebioda,43.43,43,99,32.0
2019,165,0,27064,Jhonattan Vegas,43.43,43,99,41.0
2019,167,0,34306,John Chin,43.37,36,83,32.0
2019,168,0,34098,Russell Henley,43.27,45,104,39.0
2019,169,0,23320,Ryan Palmer,42.73,47,110,39.0
2019,170,0,21731,Freddie Jacobson,42.47,31,73,32.0
2019,171,0,20472,Alex Cejka,41.98,34,81,37.0
2019,172,0,27556,Ted Potter Jr.,41.79,56,134,62.0
2019,173,0,36852,Jim Knous,41.46,34,82,29.0
2019,174,0,39954,Cody Gribble,41.3,38,92,51.0
2019,175,0,24925,Jonathan Byrd,41.18,28,68,32.0
2019,176,0,47504,Sam Burns,41.09,53,129,58.0
2019,177,0,49960,Sepp Straka,41.07,46,112,35.0
2019,178,0,35506,Mackenzie Hughes,40.68,48,118,47.0
2019,179,0,35732,Wes Roach,40.66,37,91,27.0
2019,180,0,47856,Seth Reeves,40.38,42,104,45.0
2019,181,0,26951,Johnson Wagner,40.24,33,82,28.0
2019,182,0,23353,J.J. Henry,39.76,33,83,33.0
2019,183,0,12716,Charley Hoffman,39.32,46,117,50.0
2019,184,0,47990,Kyle Jones,39.0,39,100,39.0
2019,185,0,32816,Satoshi Kodaira,38.95,37,95,54.0
2019,185,0,29518,Brendan Steele,38.95,37,95,40.0
2019,187,0,27330,Josh Teater,37.5,36,96,42.0
2019,188,0,52372,Cameron Champ,37.04,40,108,44.0
2021,1,0,36689,Brooks Koepka,65.38,51,78,7.0
2021,2,0,48081,Xander Schauffele,64.71,66,102,13.0
2021,3,0,35891,Cameron Smith,63.19,91,144,39.0
2021,4,0,24357,K.J. Choi,61.9,52,84,17.0
2021,4,0,48119,Ben Taylor,61.9,39,63,13.0
2021,6,0,34360,Patrick Reed,61.7,87,141,38.0
2021,7,0,29221,Webb Simpson,61.68,66,107,9.0
2021,8,0,24138,Ian Poulter,61.6,77,125,28.0
2021,9,0,51766,Wyndham Clark,61.42,78,127,25.0
2021,10,0,23108,Matt Kuchar,60.55,66,109,21.0
2021,11,0,26851,Marc Leishman,60.0,69,115,26.0
2021,12,0,25396,Kevin Na,59.6,90,151,40.0
2021,13,0,35450,Patrick Cantlay,59.41,60,101,11.0
2021,14,0,34098,Russell Henley,59.29,67,113,18.0
2021,15,0,27770,Camilo Villegas,59.22,61,103,25.0
2021,16,0,26329,Louis Oosthuizen,59.09,65,110,18.0
2021,17,0,27644,Brian Harman,59.06,88,149,32.0
2021,18,0,24024,Zach Johnson,58.96,79,134,38.0
2021,19,0,34363,Tyrrell Hatton,58.73,37,63,14.0
2021,20,0,29479,Scott Brown,58.68,71,121,33.0
2021,21,0,23621,Rory Sabbatini,58.62,68,116,36.0
2021,22,0,33948,Byeong Hun An,58.06,72,124,25.0
2021,23,0,47993,Denny McCarthy,57.82,85,147,41.0
2021,24,0,46550,Brandon Hagy,57.81,74,128,29.0
2021,25,0,33419,Cameron Tringale,57.55,80,139,29.0
2021,26,0,29535,Brice Garnett,57.03,73,128,32.0
2021,27,0,29518,Brendan Steele,57.01,61,107,23.0
2021,28,0,20229,Stewart Cink,56.9,66,116,24.0
2021,29,0,34256,Andrew Putnam,56.82,75,132,30.0
2021,30,0,27349,Alex Noren,56.8,71,125,40.0
2021,31,0,29926,Danny Lee,56.57,56,99,23.0
2021,32,0,53165,Doc Redman,56.44,57,101,22.0
2021,33,0,30926,Chris Kirk,56.2,77,137,34.0
2021,34,0,33448,Justin Thomas,56.06,74,132,37.0
2021,35,0,34046,Jordan Spieth,55.93,66,118,24.0
2021,36,0,24361,Pat Perez,55.64,74,133,35.0
2021,37,0,30925,Dustin Johnson,55.56,50,90,26.0
2021,37,0,46970,Jon Rahm,55.56,60,108,13.0
2021,37,0,30927,Brendon Todd,55.56,75,135,48.0
2021,40,0,23325,Vaughn Taylor,55.45,56,101,39.0
2021,41,0,36801,Mark Hubbard,55.41,87,157,52.0
2021,42,0,29725,Tony Finau,55.3,73,132,28.0
2021,43,0,33486,Roger Sloan,55.26,63,114,32.0
2021,44,0,40026,Daniel Berger,54.92,67,122,23.0
2021,45,0,33399,Adam Hadwin,54.81,74,135,43.0
2021,46,0,25686,Jason Dufner,54.62,65,119,42.0
2021,47,0,24924,Bill Haas,54.55,42,77,19.0
2021,47,0,34174,John Huh,54.55,48,88,33.0
2021,49,0,28775,Nate Lashley,54.31,63,116,30.0
2021,50,0,48822,Sebastián Muñoz,54.3,82,151,31.0
2021,51,0,46442,Maverick McNealy,54.21,58,107,23.0
2021,52,0,32791,K.H. Lee,54.02,94,174,45.0
2021,53,0,40006,Erik van Rooyen,54.0,54,100,38.0
2021,54,0,50525,Collin Morikawa,53.93,48,89,16.0
2021,55,0,25493,Nick Taylor,53.85,63,117,30.0
2021,56,0,49298,Kramer Hickok,53.78,64,119,44.0
2021,57,0,32640,Troy Merritt,53.33,88,165,55.0
2021,58,0,49766,Hank Lebioda,53.26,49,92,31.0
2021,59,0,34466,Peter Malnati,53.23,66,124,40.0
2021,60,0,46402,Talor Gooch,53.13,68,128,23.0
2021,61,0,24781,Hunter Mahan,53.1,60,113,40.0
2021,62,0,35104,Tom Lewis,53.04,61,115,25.0
2021,63,0,28237,Rory McIlroy,52.99,71,134,28.0
2021,64,0,34099,Harris English,52.94,63,119,28.0
2021,65,0,27554,Scott Harrington,52.85,65,123,39.0
2021,66,0,26300,Matt Jones,52.83,84,159,36.0
2021,67,0,49771,J.T. Poston,52.8,85,161,53.0
2021,68,0,46441,Robby Shelton,52.78,76,144,40.0
2021,69,0,22371,Aaron Baddeley,52.63,40,76,30.0
2021,70,0,34431,Robert Streb,52.55,72,137,49.0
2021,71,0,30911,Tommy Fleetwood,52.5,42,80,27.0
2021,71,0,29908,C.T. Pan,52.5,63,120,31.0
2021,73,0,37189,Harold Varner III,52.42,65,124,36.0
2021,74,0,39977,Max Homa,52.38,66,126,41.0
2021,75,0,30944,Jason Kokrak,52.17,60,115,37.0
2021,76,0,19846,Brian Gay,51.92,54,104,44.0
2021,77,0,32139,Danny Willett,51.9,41,79,28.0
2021,78,0,23788,D.J. Trahan,51.89,55,106,30.0
2021,79,0,29420,Billy Horschel,51.88,69,133,42.0
2021,79,0,47347,Adam Schenk,51.88,69,133,50.0
2021,81,0,25632,Jimmy Walker,51.85,70,135,49.0
2021,82,0,33122,Russell Knox,51.82,57,110,37.0
2021,83,0,25900,Lucas Glover,51.8,72,139,39.0
2021,84,0,25818,Scott Piercy,51.79,58,112,30.0
2021,85,0,47504,Sam Burns,51.77,73,141,43.0
2021,86,0,34563,Chesson Hadley,51.72,45,87,26.0
2021,87,0,31420,Anirban Lahiri,51.52,51,99,37.0
2021,88,0,39971,Sungjae Im,51.5,86,167,42.0
2021,89,0,19803,Ryan Armour,51.14,45,88,28.0
2021,90,0,32448,James Hahn,51.11,46,90,22.0
2021,91,0,46717,Viktor Hovland,50.96,53,104,20.0
2021,91,0,45486,Joaquin Niemann,50.96,80,157,25.0
2021,93,0,29970,Dylan Frittelli,50.93,55,108,36.0
2021,94,0,52375,Doug Ghim,50.91,56,110,37.0
2021,94,0,34264,Hudson Swafford,50.91,56,110,39.0
2021,96,0,24140,Sean O'Hair,50.82,31,61,23.0
2021,97,0,45526,Abraham Ancer,50.77,66,130,48.0
2021,98,0,51894,Vince Whaley,50.76,67,132,32.0
2021,99,0,33597,Harry Higgs,50.74,69,136,46.0
2021,100,0,26331,Charl Schwartzel,50.71,71,140,30.0
2021,101,0,32757,Patton Kizzire,50.68,74,146,53.0
2021,102,0,32150,Michael Thompson,50.44,57,113,29.0
2021,103,0,27064,Jhonattan Vegas,50.4,63,125,35.0
2021,104,0,33141,Keegan Bradley,50.0,53,106,21.0
2021,104,0,40098,Matt Fitzpatrick,50.0,50,100,23.0
2021,104,0,28679,Fabián Gómez,50.0,40,80,22.0
2021,104,0,33490,Bo Hoag,50.0,66,132,44.0
2021,104,0,35461,Beau Hossler,50.0,72,144,46.0
2021,104,0,23320,Ryan Palmer,50.0,57,114,22.0
2021,104,0,22056,Cameron Percy,50.0,43,86,16.0
2021,104,0,28252,Seamus Power,50.0,37,74,11.0
2021,104,0,35617,Martin Trainer,50.0,49,98,41.0
2021,113,0,21209,Sergio Garcia,49.56,56,113,19.0
2021,114,0,32662,Michael Gligic,49.53,53,107,33.0
2021,115,0,31323,Gary Woodland,49.48,48,97,36.0
2021,116,0,39975,Michael Kim,49.46,46,93,34.0
