YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
2013,40,0,23621,Rory Sabbatini,259,508,51.0
2013,41,0,34046,Jordan Spieth,258,515,50.1
2013,41,0,20160,Charlie Wi,258,500,51.6
2013,43,0,25274,Steven Bowditch,255,443,57.6
2013,44,0,28089,Jason Day,254,464,54.7
2013,44,0,34174,John Huh,254,506,50.2
2013,46,0,35539,Luke Guthrie,252,482,52.3
2013,47,0,34261,Scott Langley,251,455,55.2
2013,48,0,32448,James Hahn,250,469,53.3
2013,49,0,27770,Camilo Villegas,248,472,52.5
2013,50,0,10809,Jim Furyk,247,448,55.1
2013,51,0,32366,Kevin Chappell,245,464,52.8
2013,51,0,35139,Richard Lee,245,508,48.2
2013,51,0,25240,D.A. Points,245,488,50.2
2013,54,0,28259,Sangmoon Bae,244,533,45.8
2013,55,0,12716,Charley Hoffman,243,518,46.9
2013,56,0,8075,Jerry Kelly,242,462,52.4
2013,57,0,26851,Marc Leishman,241,458,52.6
2013,58,0,30692,Scott Stallings,240,491,48.9
2013,59,0,12510,Chad Campbell,239,470,50.9
2013,59,0,27933,John Merrick,239,458,52.2
2013,59,0,1810,Phil Mickelson,239,461,51.8
2013,59,0,27214,Kevin Streelman,239,476,50.2
2013,63,0,24494,Erik Compton,237,469,50.5
2013,63,0,26679,Kevin Stadler,237,470,50.4
2013,65,0,29740,Brad Fritsch,236,475,49.7
2013,66,0,24781,Hunter Mahan,233,457,51.0
2013,66,0,27330,Josh Teater,233,440,53.0
2013,68,0,8725,Tom Gillis,232,433,53.6
2013,68,0,27095,Nick Watney,232,479,48.4
2013,70,0,24024,Zach Johnson,231,464,49.8
2013,70,0,22913,John Rollins,231,452,51.1
2013,72,0,27649,Brandt Snedeker,230,463,49.7
2013,73,0,23409,James Driscoll,229,469,48.8
2013,73,0,25818,Scott Piercy,229,434,52.8
2013,75,0,26476,Chez Reavie,228,460,49.6
2013,76,0,26497,Casey Wittenberg,226,439,51.5
2013,77,0,24507,Jason Bohn,225,479,47.0
2013,77,0,29289,S.Y. Noh,225,411,54.7
2013,79,0,31560,Brian Stuard,224,431,52.0
2013,80,0,24924,Bill Haas,222,467,47.5
2013,80,0,34409,David Lingmerth,222,426,52.1
2013,82,0,32102,Rickie Fowler,221,439,50.3
2013,82,0,24361,Pat Perez,221,427,51.8
2013,82,0,25345,Carl Pettersson,221,447,49.4
2013,85,0,25686,Jason Dufner,218,429,50.8
2013,85,0,23353,J.J. Henry,218,451,48.3
2013,87,0,20691,Greg Owen,217,418,51.9
2013,88,0,24357,K.J. Choi,216,445,48.5
2013,88,0,21099,David Lynn,216,408,52.9
2013,90,0,29479,Scott Brown,215,378,56.9
2013,90,0,26596,Ryan Moore,215,411,52.3
2013,90,0,23497,Tag Ridings,215,392,54.8
2013,93,0,24846,Ricky Barnes,214,406,52.7
2013,93,0,34431,Robert Streb,214,425,50.4
2013,95,0,34098,Russell Henley,213,476,44.7
2013,95,0,27120,Troy Matteson,213,401,53.1
2013,97,0,10213,Dicky Pride,212,404,52.5
2013,97,0,25562,Andres Romero,212,387,54.8
2013,99,0,30711,Colt Knost,211,412,51.2
2013,99,0,24490,George McNeill,211,432,48.8
2013,101,0,23541,Ben Crane,208,405,51.4
2013,101,0,22378,Trevor Immelman,208,390,53.3
2013,103,0,1724,Jeff Maggert,206,396,52.0
2013,103,0,10423,Mike Weir,206,373,55.2
2013,105,0,34021,Bud Cauley,205,373,55.0
2013,106,0,28092,D.H. Lee,204,397,51.4
2013,106,0,28310,Lee Williams,204,360,56.7
2013,108,0,30163,Henrik Norlander,203,392,51.8
2013,108,0,20645,John Senden,203,392,51.8
2013,110,0,22056,Cameron Percy,202,395,51.1
2013,111,0,25444,Justin Hicks,199,437,45.5
2013,111,0,27129,Luke List,199,369,53.9
2013,111,0,32150,Michael Thompson,199,364,54.7
2013,114,0,22961,David Mathis,197,403,48.9
2013,115,0,27556,Ted Potter Jr.,194,400,48.5
2013,116,0,36884,Ben Kohles,193,412,46.8
2013,116,0,22806,Doug LaBelle II,193,423,45.6
2013,118,0,20848,Ángel Cabrera,192,376,51.1
2013,118,0,28455,Will Claxton,192,346,55.5
2013,120,0,33461,Morgan Hoffmann,191,392,48.7
2013,120,0,23623,Bo Van Pelt,191,369,51.8
2013,122,0,21209,Sergio Garcia,190,348,54.6
2013,122,0,28679,Fabián Gómez,190,393,48.3
2013,124,0,25900,Lucas Glover,189,332,56.9
2013,124,0,30925,Dustin Johnson,189,355,53.2
2013,124,0,20396,Lee Westwood,189,349,54.2
2013,127,0,33418,Shawn Stefani,187,365,51.2
2013,128,0,30110,Kyle Stanley,186,392,47.4
2013,128,0,25804,Bubba Watson,186,394,47.2
2013,130,0,32334,Charlie Beljan,185,365,50.7
2013,130,0,21731,Freddie Jacobson,185,360,51.4
2013,132,0,23135,Tim Clark,184,336,54.8
2013,133,0,23983,Luke Donald,181,356,50.8
2013,134,0,24227,Justin Bolli,180,327,55.0
2013,135,0,20229,Stewart Cink,179,361,49.6
2013,135,0,6522,Ernie Els,179,338,53.0
2013,135,0,6573,Brandt Jobe,179,352,50.9
2013,138,0,30852,Ryo Ishikawa,178,343,51.9
2013,139,0,24358,Robert Garrigus,177,314,56.4
2013,140,0,10885,Robert Allenby,176,343,51.3
2013,141,0,24399,Scott Gardiner,175,346,50.6
2013,141,0,25336,Alistair Presnell,175,331,52.9
2013,143,0,22621,Ben Curtis,173,317,54.6
2013,144,0,27936,Martin Laird,172,345,49.9
2013,144,0,27503,Steve LeBrun,172,351,49.0
2013,144,0,20443,Jin Park,172,305,56.4
2013,144,0,8793,Tiger Woods,172,330,52.1
2013,148,0,28237,Rory McIlroy,169,313,54.0
2013,148,0,24138,Ian Poulter,169,296,57.1
2013,148,0,26951,Johnson Wagner,169,347,48.7
2013,148,0,21878,Mark Wilson,169,323,52.3
2013,152,0,6004,Stephen Ames,168,335,50.1
2013,153,0,37273,Derek Ernst,167,320,52.2
2013,153,0,12782,Tim Herron,167,318,52.5
2013,153,0,24140,Sean O'Hair,167,330,50.6
2013,153,0,22046,Geoff Ogilvy,167,302,55.3
2013,157,0,22295,Darron Stiles,166,302,55.0
2013,158,0,22405,Justin Rose,163,320,50.9
2013,158,0,23325,Vaughn Taylor,163,307,53.1
2013,160,0,26331,Charl Schwartzel,162,385,42.1
2013,161,0,24663,Y.E. Yang,159,298,53.4
2013,162,0,24502,Adam Scott,148,294,50.3
2013,162,0,21528,Henrik Stenson,148,298,49.7
2013,164,0,6567,Vijay Singh,147,279,52.7
2013,165,0,19970,Robert Karlsson,146,262,55.7
2013,166,0,20572,Rod Pampling,143,236,60.6
2013,166,0,6527,Steve Stricker,143,274,52.2
2013,168,0,20766,Padraig Harrington,141,263,53.6
2013,168,0,25572,Graeme McDowell,141,275,51.3
2013,170,0,28135,Aaron Watkins,140,251,55.8
2013,171,0,1116,Michael Bradley,137,269,50.9
2013,172,0,23788,D.J. Trahan,136,253,53.8
2013,173,0,31557,Jim Herman,134,275,48.7
2013,174,0,27408,Martin Kaymer,132,273,48.4
2013,175,0,32698,Bobby Gates,129,252,51.2
2013,175,0,22792,Peter Hanson,129,261,49.4
2013,177,0,29425,Andrew Svoboda,122,233,52.4
2013,178,0,2206,David Toms,113,219,51.6
2013,179,0,33869,Eric Meierdierks,112,222,50.5
2013,180,0,23452,Nicolas Colsaerts,103,218,47.2
2014,1,0,34046,Jordan Spieth,356,659,54.0
2014,2,0,27644,Brian Harman,351,724,48.5
2014,3,0,28486,Michael Putnam,345,606,56.9
2014,4,0,30927,Brendon Todd,343,697,49.2
2014,5,0,21961,Charles Howell III,335,648,51.7
2014,5,0,33419,Cameron Tringale,335,673,49.8
2014,7,0,23638,Brendon de Jonge,334,634,52.7
2014,8,0,27141,J.B. Holmes,331,598,55.4
2014,9,0,30926,Chris Kirk,329,659,49.9
2014,10,0,24024,Zach Johnson,327,611,53.5
2014,11,0,21753,Brian Davis,323,614,52.6
2014,12,0,32366,Kevin Chappell,322,607,53.0
2014,12,0,33461,Morgan Hoffmann,322,671,48.0
2014,14,0,31202,William McGirt,319,608,52.5
2014,15,0,34261,Scott Langley,316,582,54.3
2014,16,0,29479,Scott Brown,313,606,51.7
2014,17,0,25274,Steven Bowditch,312,563,55.4
2014,18,0,25834,Daniel Summerhays,302,608,49.7
2014,19,0,21731,Freddie Jacobson,301,611,49.3
2014,20,0,20098,Stuart Appleby,294,625,47.0
2014,20,0,33122,Russell Knox,294,571,51.5
2014,20,0,27770,Camilo Villegas,294,600,49.0
2014,23,0,24924,Bill Haas,293,569,51.5
2014,24,0,25396,Kevin Na,292,586,49.8
2014,25,0,20593,Greg Chalmers,291,577,50.4
2014,26,0,24846,Ricky Barnes,290,576,50.3
2014,26,0,20157,Retief Goosen,290,564,51.4
2014,26,0,35539,Luke Guthrie,290,581,49.9
2014,29,0,25345,Carl Pettersson,286,569,50.3
2014,29,0,34360,Patrick Reed,286,544,52.6
2014,31,0,25191,Gonzalo Fernandez-Castaño,285,526,54.2
2014,32,0,23108,Matt Kuchar,283,558,50.7
2014,33,0,19846,Brian Gay,281,497,56.5
2014,33,0,6567,Vijay Singh,281,516,54.5
2014,35,0,26758,David Hearn,280,591,47.4
2014,35,0,24361,Pat Perez,280,540,51.9
2014,37,0,27963,Chris Stroud,279,536,52.1
2014,37,0,25349,Tim Wilkinson,279,542,51.5
2014,39,0,29535,Brice Garnett,277,550,50.4
2014,40,0,32448,James Hahn,274,483,56.7
2014,41,0,23541,Ben Crane,273,558,48.9
2014,41,0,12716,Charley Hoffman,273,561,48.7
2014,43,0,34563,Chesson Hadley,272,504,54.0
2014,44,0,24494,Erik Compton,271,545,49.7
2014,45,0,29289,S.Y. Noh,270,534,50.6
2014,45,0,23320,Ryan Palmer,270,517,52.2
2014,47,0,24781,Hunter Mahan,269,507,53.1
2014,47,0,27330,Josh Teater,269,492,54.7
2014,47,0,25632,Jimmy Walker,269,539,49.9
2014,47,0,31323,Gary Woodland,269,504,53.4
2014,51,0,25444,Justin Hicks,268,572,46.9
2014,51,0,24912,Will MacKenzie,268,512,52.3
2014,51,0,25562,Andres Romero,268,529,50.7
2014,51,0,20645,John Senden,268,556,48.2
2014,51,0,29221,Webb Simpson,268,541,49.5
2014,51,0,31560,Brian Stuard,268,545,49.2
2014,57,0,24357,K.J. Choi,261,502,52.0
2014,58,0,20229,Stewart Cink,260,494,52.6
2014,58,0,29518,Brendan Steele,260,499,52.1
2014,60,0,6522,Ernie Els,259,474,54.6
2014,60,0,10860,Justin Leonard,259,484,53.5
2014,60,0,22046,Geoff Ogilvy,259,517,50.1
2014,63,0,34174,John Huh,257,482,53.3
2014,64,0,29222,Billy Hurley III,255,492,51.8
2014,64,0,20160,Charlie Wi,255,473,53.9
2014,66,0,24507,Jason Bohn,254,495,51.3
2014,67,0,10809,Jim Furyk,253,463,54.6
2014,68,0,29478,Kevin Kisner,252,495,50.9
2014,68,0,27649,Brandt Snedeker,252,492,51.2
2014,70,0,34099,Harris English,251,506,49.6
2014,70,0,32839,Hideki Matsuyama,251,480,52.3
2014,72,0,35139,Richard Lee,250,471,53.1
2014,73,0,33141,Keegan Bradley,249,483,51.6
2014,73,0,24925,Jonathan Byrd,249,444,56.1
2014,75,0,24358,Robert Garrigus,248,515,48.2
2014,75,0,24663,Y.E. Yang,248,444,55.9
2014,77,0,32102,Rickie Fowler,247,477,51.8
2014,77,0,8075,Jerry Kelly,247,486,50.8
2014,77,0,26851,Marc Leishman,247,480,51.5
2014,77,0,34409,David Lingmerth,247,474,52.1
2014,81,0,24140,Sean O'Hair,246,473,52.0
2014,82,0,34098,Russell Henley,242,524,46.2
2014,82,0,28132,Tyrone Van Aswegen,242,462,52.4
2014,84,0,23800,Bryce Molder,239,457,52.3
2014,85,0,24490,George McNeill,238,502,47.4
2014,85,0,10423,Mike Weir,238,421,56.5
2014,87,0,23135,Tim Clark,237,459,51.6
2014,88,0,28500,Martin Flores,236,467,50.5
2014,88,0,22378,Trevor Immelman,236,434,54.4
2014,90,0,28475,Jeff Overton,235,475,49.5
2014,91,0,28259,Sangmoon Bae,232,486,47.7
2014,91,0,23353,J.J. Henry,232,458,50.7
2014,93,0,20104,Ken Duke,231,453,51.0
2014,94,0,29926,Danny Lee,230,492,46.7
2014,95,0,28307,Matt Every,229,503,45.5
2014,96,0,32334,Charlie Beljan,228,449,50.8
2014,96,0,30110,Kyle Stanley,228,432,52.8
2014,96,0,34431,Robert Streb,228,462,49.4
2014,99,0,25720,Chad Collins,226,453,49.9
2014,99,0,30852,Ryo Ishikawa,226,461,49.0
2014,101,0,27214,Kevin Streelman,225,442,50.9
2014,102,0,1706,Davis Love III,222,425,52.2
2014,102,0,33413,Ben Martin,222,448,49.6
2014,104,0,22371,Aaron Baddeley,220,464,47.4
2014,105,0,22621,Ben Curtis,219,446,49.1
2014,106,0,37273,Derek Ernst,217,412,52.7
2014,106,0,26331,Charl Schwartzel,217,410,52.9
2014,106,0,28780,Nicholas Thompson,217,444,48.9
2014,109,0,30750,Tommy Gainey,215,425,50.6
2014,109,0,27064,Jhonattan Vegas,215,417,51.6
2014,111,0,27933,John Merrick,214,443,48.3
2014,111,0,30692,Scott Stallings,214,424,50.5
2014,113,0,23409,James Driscoll,212,398,53.3
2014,113,0,26596,Ryan Moore,212,445,47.6
2014,115,0,10885,Robert Allenby,211,457,46.2
2014,115,0,33418,Shawn Stefani,211,399,52.9
2014,115,0,26951,Johnson Wagner,211,387,54.5
2014,118,0,30944,Jason Kokrak,210,431,48.7
2014,118,0,29425,Andrew Svoboda,210,427,49.2
2014,118,0,25804,Bubba Watson,210,396,53.0
2014,121,0,23621,Rory Sabbatini,209,453,46.1
2014,121,0,26679,Kevin Stadler,209,398,52.5
2014,123,0,32200,Roberto Castro,207,404,51.2
2014,124,0,27436,Graham DeLaet,206,423,48.7
2014,124,0,26300,Matt Jones,206,429,48.0
2014,126,0,22405,Justin Rose,204,380,53.7
2014,127,0,1810,Phil Mickelson,203,402,50.5
2014,127,0,23623,Bo Van Pelt,203,447,45.4
2014,129,0,7867,Woody Austin,201,402,50.0
2014,129,0,20848,Ángel Cabrera,201,418,48.1
2014,129,0,27556,Ted Potter Jr.,201,407,49.4
2014,129,0,22293,Heath Slocum,201,417,48.2
2014,129,0,21878,Mark Wilson,201,373,53.9
2014,134,0,32640,Troy Merritt,200,387,51.7
2014,134,0,22913,John Rollins,200,420,47.6
2014,136,0,24502,Adam Scott,199,413,48.2
2014,137,0,35541,John Peterson,198,357,55.5
2014,138,0,29420,Billy Horschel,194,441,44.0
2014,139,0,32150,Michael Thompson,193,433,44.6
2014,140,0,35732,Wes Roach,191,372,51.3
2014,141,0,25240,D.A. Points,188,373,50.4
2014,142,0,26289,Boo Weekley,187,328,57.0
2014,143,0,27095,Nick Watney,186,385,48.3
2014,144,0,28237,Rory McIlroy,185,376,49.2
2014,145,0,34021,Bud Cauley,184,307,59.9
2014,146,0,31193,Jim Renner,183,334,54.8
2014,147,0,27466,Spencer Levin,182,340,53.5
2014,148,0,27936,Martin Laird,180,342,52.6
2014,149,0,35300,Andrew Loupe,179,373,48.0
2014,150,0,2206,David Toms,178,373,47.7
2014,151,0,24138,Ian Poulter,175,319,54.9
2014,152,0,27120,Troy Matteson,174,322,54.0
2014,153,0,28092,D.H. Lee,172,324,53.1
2014,154,0,23983,Luke Donald,171,337,50.7
2014,154,0,29461,Jamie Lovemark,171,320,53.4
2014,156,0,20498,Briny Baird,169,306,55.2
2014,157,0,20396,Lee Westwood,168,333,50.5
2014,158,0,27408,Martin Kaymer,167,338,49.4
2014,158,0,25572,Graeme McDowell,167,350,47.7
2014,160,0,34264,Hudson Swafford,162,344,47.1
2014,161,0,27895,Jonas Blixt,161,315,51.1
2014,162,0,31557,Jim Herman,160,314,51.0
2014,163,0,25364,Paul Casey,158,334,47.3
2014,164,0,1724,Jeff Maggert,156,298,52.3
2014,165,0,36689,Brooks Koepka,155,303,51.2
2014,166,0,32333,Kevin Tway,154,293,52.6
2014,167,0,21209,Sergio Garcia,149,295,50.5
2014,167,0,30925,Dustin Johnson,149,294,50.7
2014,169,0,29740,Brad Fritsch,147,276,53.3
2014,169,0,25900,Lucas Glover,147,278,52.9
2014,171,0,25686,Jason Dufner,146,282,51.8
2014,172,0,26956,Bronson La'Cassie,137,261,52.5
2014,173,0,28089,Jason Day,136,255,53.3
2014,174,0,12510,Chad Campbell,134,277,48.4
2014,175,0,34265,Will Wilcox,128,256,50.0
2014,176,0,21528,Henrik Stenson,127,252,50.4
2014,177,0,26329,Louis Oosthuizen,101,208,48.6
2022,1,0,51634,Sahith Theegala,392,700,56.0
2022,2,0,34466,Peter Malnati,349,665,52.5
2022,3,0,32791,K.H. Lee,331,628,52.7
2022,4,0,32757,Patton Kizzire,329,599,54.9
2022,5,0,47993,Denny McCarthy,317,664,47.7
2022,6,0,30692,Scott Stallings,316,640,49.4
2022,7,0,34256,Andrew Putnam,304,595,51.1
2022,8,0,47995,Davis Riley,303,598,50.7
2022,9,0,29970,Dylan Frittelli,301,544,55.3
2022,10,0,37455,Si Woo Kim,300,559,53.7
2022,11,0,27214,Kevin Streelman,299,566,52.8
2022,12,0,57366,Cameron Young,295,558,52.9
2022,13,0,49771,J.T. Poston,292,571,51.1
2022,14,0,49964,Aaron Wise,290,556,52.2
2022,15,0,35532,Tom Hoge,289,560,51.6
2022,16,0,27644,Brian Harman,288,540,53.3
2022,17,0,51766,Wyndham Clark,287,557,51.5
2022,18,0,37275,Sam Ryder,286,558,51.3
2022,19,0,45157,Cam Davis,285,558,51.1
2022,20,0,54628,Lee Hodges,283,548,51.6
2022,20,0,25818,Scott Piercy,283,511,55.4
2022,22,0,32640,Troy Merritt,280,553,50.6
2022,22,0,32150,Michael Thompson,280,552,50.7
2022,24,0,35506,Mackenzie Hughes,277,513,54.0
2022,24,0,36799,Stephan Jaeger,277,559,49.6
2022,26,0,29908,C.T. Pan,275,522,52.7
2022,27,0,46442,Maverick McNealy,273,546,50.0
2022,27,0,46601,Trey Mullinax,273,494,55.3
2022,29,0,36871,Matthew NeSmith,272,519,52.4
2022,29,0,26476,Chez Reavie,272,506,53.8
2022,31,0,33399,Adam Hadwin,271,535,50.7
2022,31,0,39324,J.J. Spaun,271,527,51.4
2022,31,0,40115,Adam Svensson,271,605,44.8
2022,31,0,33419,Cameron Tringale,271,500,54.2
2022,35,0,39977,Max Homa,270,519,52.0
2022,36,0,39971,Sungjae Im,269,540,49.8
2022,36,0,34431,Robert Streb,269,515,52.2
2022,38,0,30927,Brendon Todd,268,532,50.4
2022,39,0,49298,Kramer Hickok,267,509,52.5
2022,39,0,47347,Adam Schenk,267,524,51.0
2022,41,0,29725,Tony Finau,265,504,52.6
2022,41,0,49947,Taylor Moore,265,535,49.5
2022,43,0,35449,Adam Long,263,549,47.9
2022,44,0,47504,Sam Burns,261,523,49.9
2022,44,0,33486,Roger Sloan,261,464,56.3
2022,46,0,46340,Alex Smalley,260,507,51.3
2022,47,0,24924,Bill Haas,258,487,53.0
2022,48,0,25900,Lucas Glover,257,542,47.4
2022,49,0,48822,Sebastián Muñoz,256,497,51.5
2022,50,0,49766,Hank Lebioda,255,488,52.3
2022,50,0,47529,Mito Pereira,255,523,48.8
2022,52,0,35310,Lanto Griffin,254,498,51.0
2022,52,0,51894,Vince Whaley,254,498,51.0
2022,54,0,46046,Scottie Scheffler,252,491,51.3
2022,54,0,32333,Kevin Tway,252,473,53.3
2022,56,0,39546,Keith Mitchell,248,523,47.4
2022,56,0,31560,Brian Stuard,248,468,53.0
2022,58,0,33597,Harry Higgs,247,494,50.0
2022,58,0,25493,Nick Taylor,247,504,49.0
2022,60,0,33448,Justin Thomas,246,474,51.9
2022,61,0,34076,Joel Dahmen,244,507,48.1
2022,61,0,31420,Anirban Lahiri,244,431,56.6
2022,61,0,26851,Marc Leishman,244,483,50.5
2022,64,0,23108,Matt Kuchar,243,469,51.8
2022,65,0,45609,Tyler Duncan,242,450,53.8
2022,65,0,52375,Doug Ghim,242,452,53.5
2022,67,0,36326,David Lipsky,241,490,49.2
2022,68,0,49960,Sepp Straka,240,510,47.1
2022,69,0,32839,Hideki Matsuyama,238,429,55.5
2022,69,0,45486,Joaquin Niemann,238,432,55.1
2022,71,0,35461,Beau Hossler,236,480,49.2
2022,71,0,50095,Austin Smotherman,236,426,55.4
2022,71,0,37189,Harold Varner III,236,418,56.5
2022,74,0,55708,Hayden Buckley,234,488,48.0
2022,74,0,34046,Jordan Spieth,234,448,52.2
2022,76,0,51890,Greyson Sigg,233,491,47.5
2022,77,0,33141,Keegan Bradley,232,477,48.6
2022,77,0,46414,Aaron Rai,232,449,51.7
2022,79,0,31646,Emiliano Grillo,231,476,48.5
2022,80,0,34098,Russell Henley,228,446,51.1
2022,80,0,30926,Chris Kirk,228,444,51.4
2022,82,0,32102,Rickie Fowler,227,396,57.3
2022,82,0,36699,Patrick Rodgers,227,465,48.8
2022,84,0,32448,James Hahn,226,415,54.5
2022,85,0,29535,Brice Garnett,225,428,52.6
2022,85,0,35617,Martin Trainer,225,464,48.5
2022,87,0,30163,Henrik Norlander,224,406,55.2
2022,88,0,34255,Joseph Bramlett,223,409,54.5
2022,89,0,12716,Charley Hoffman,222,407,54.5
2022,89,0,27936,Martin Laird,222,402,55.2
2022,91,0,46402,Talor Gooch,221,398,55.5
2022,91,0,46550,Brandon Hagy,221,418,52.9
2022,91,0,33122,Russell Knox,221,449,49.2
2022,91,0,35879,Kelly Kraft,221,428,51.6
2022,95,0,35450,Patrick Cantlay,217,410,52.9
2022,96,0,32662,Michael Gligic,215,401,53.6
2022,96,0,24502,Adam Scott,215,452,47.6
2022,98,0,34563,Chesson Hadley,213,453,47.0
2022,99,0,36801,Mark Hubbard,212,405,52.3
2022,99,0,28775,Nate Lashley,212,443,47.9
2022,99,0,27129,Luke List,212,415,51.1
2022,99,0,48081,Xander Schauffele,212,415,51.1
2022,103,0,34174,John Huh,211,445,47.4
2022,103,0,31323,Gary Woodland,211,382,55.2
2022,105,0,28252,Seamus Power,209,425,49.2
2022,106,0,39997,Corey Conners,207,454,45.6
2022,107,0,29221,Webb Simpson,206,390,52.8
2022,108,0,28237,Rory McIlroy,205,399,51.4
2022,109,0,47128,Richy Werenski,204,382,53.4
2022,110,0,34360,Patrick Reed,203,377,53.8
2022,110,0,47483,Will Zalatoris,203,407,49.9
2022,112,0,26300,Matt Jones,202,359,56.3
2022,112,0,51950,Max McGreevy,202,395,51.1
2022,112,0,40250,Taylor Pendrith,202,407,49.6
2022,112,0,29518,Brendan Steele,202,396,51.0
2022,116,0,29420,Billy Horschel,201,397,50.6
2022,116,0,40162,Justin Lower,201,402,50.0
2022,118,0,20229,Stewart Cink,200,431,46.4
2022,118,0,29478,Kevin Kisner,200,415,48.2
2022,120,0,24361,Pat Perez,198,376,52.7
2022,121,0,37212,Paul Barjon,197,422,46.7
2022,121,0,30944,Jason Kokrak,197,376,52.4
2022,121,0,51997,Andrew Novak,197,375,52.5
2022,124,0,33667,Carlos Ortiz,196,366,53.6
2022,125,0,53165,Doc Redman,195,414,47.1
2022,126,0,45522,Christiaan Bezuidenhout,194,410,47.3
2022,126,0,27974,Sung Kang,194,437,44.4
2022,126,0,27064,Jhonattan Vegas,194,387,50.1
2022,129,0,27770,Camilo Villegas,193,352,54.8
2022,130,0,46717,Viktor Hovland,191,422,45.3
2022,130,0,48699,Callum Tarren,191,393,48.6
2022,132,0,40098,Matt Fitzpatrick,190,366,51.9
2022,133,0,35891,Cameron Smith,189,384,49.2
2022,134,0,24024,Zach Johnson,188,382,49.2
2022,135,0,23983,Luke Donald,187,370,50.5
2022,136,0,39058,Lucas Herbert,186,334,55.7
2022,136,0,27139,David Skinns,186,373,49.9
2022,138,0,28089,Jason Day,184,362,50.8
2022,138,0,34363,Tyrrell Hatton,184,377,48.8
2022,140,0,33204,Shane Lowry,183,358,51.1
2022,140,0,47983,Chad Ramey,183,375,48.8
2022,142,0,27349,Alex Noren,181,347,52.2
2022,142,0,34610,Matthias Schwab,181,381,47.5
2022,144,0,50525,Collin Morikawa,180,351,51.3
2022,145,0,27095,Nick Watney,179,402,44.5
2022,146,0,28114,Dawie van der Walt,177,344,51.5
2022,147,0,45526,Abraham Ancer,176,330,53.3
2022,147,0,46435,Austin Cook,176,377,46.7
2022,149,0,23621,Rory Sabbatini,174,382,45.5
2022,150,0,21961,Charles Howell III,172,323,53.3
2022,150,0,23320,Ryan Palmer,172,334,51.5
2022,152,0,29289,S.Y. Noh,171,334,51.2
2022,152,0,52374,Brandon Wu,171,339,50.4
2022,154,0,48117,Kurt Kitayama,170,337,50.4
2022,155,0,47856,Seth Reeves,169,334,50.6
2022,156,0,27649,Brandt Snedeker,166,326,50.9
2022,157,0,48084,Wesley Bryan,165,309,53.4
2022,158,0,48887,Matt Wallace,164,327,50.2
2022,159,0,32139,Danny Willett,162,299,54.2
2022,160,0,30911,Tommy Fleetwood,161,300,53.7
2022,161,0,24925,Jonathan Byrd,160,297,53.9
2022,161,0,46970,Jon Rahm,160,362,44.2
2022,163,0,27895,Jonas Blixt,159,316,50.3
2022,164,0,52372,Cameron Champ,158,313,50.5
2022,164,0,54783,Dylan Wu,158,330,47.9
2022,166,0,23325,Vaughn Taylor,157,284,55.3
2022,166,0,10381,Curtis Thompson,157,307,51.1
2022,168,0,25198,Francesco Molinari,156,294,53.1
2022,168,0,56278,Matthew Wolff,156,299,52.2
2022,170,0,36852,Jim Knous,154,280,55.0
