YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
2009,140,0,25562,Andres Romero,-0.291,-12.498,-10.61,-1.888,43
2009,141,0,6621,Joe Durant,-0.304,-14.3,22.304,-36.6,47
2009,142,0,22961,David Mathis,-0.317,-21.868,-45.932,24.066,69
2009,143,0,23320,Ryan Palmer,-0.373,-26.086,-39.272,13.186,70
2009,144,0,26420,Richard Johnson,-0.405,-29.947,-54.543,24.597,74
2009,145,0,20104,Ken Duke,-0.414,-29.424,4.267,-33.689,71
2009,146,0,27141,J.B. Holmes,-0.453,-27.662,16.845,-44.506,61
2009,147,0,26497,Casey Wittenberg,-0.461,-24.876,-1.613,-23.26,54
2009,148,0,22295,Darron Stiles,-0.467,-19.623,7.872,-27.494,42
2009,149,0,23778,Brad Adamonis,-0.471,-28.74,-32.753,4.014,61
2009,150,0,1161,Mark Calcavecchia,-0.475,-29.46,-13.389,-16.07,62
2009,151,0,20098,Stuart Appleby,-0.486,-31.559,11.225,-42.786,65
2009,152,0,1473,Todd Hamilton,-0.489,-31.3,-39.169,7.868,64
2009,153,0,1142,Bart Bryant,-0.507,-26.346,-18.967,-7.378,52
2009,154,0,20070,Matt Bettencourt,-0.512,-44.573,-49.584,5.01,87
2009,155,0,1707,Steve Lowery,-0.523,-40.264,-46.313,6.048,77
2009,156,0,28620,Aron Price,-0.567,-43.665,-52.089,8.425,77
2009,157,0,25345,Carl Pettersson,-0.572,-42.355,-66.087,23.732,74
2009,157,0,2214,Kirk Triplett,-0.572,-31.482,14.735,-46.214,55
2009,159,0,26881,Jarrod Lyle,-0.584,-29.199,-8.424,-20.773,50
2009,160,0,24912,Will MacKenzie,-0.594,-36.236,24.208,-60.443,61
2009,161,0,22892,Jason Gore,-0.618,-38.304,-0.018,-38.284,62
2009,162,0,24502,Adam Scott,-0.66,-27.736,9.257,-36.994,42
2009,163,0,10733,Kent Jones,-0.684,-41.714,-32.852,-8.859,61
2009,164,0,8931,Glen Day,-0.685,-43.855,-21.434,-22.418,64
2009,165,0,10425,Jay Williamson,-0.737,-42.0,9.028,-51.025,57
2009,166,0,1132,Mark Brooks,-0.767,-30.698,-30.832,0.132,40
2009,167,0,30711,Colt Knost,-0.801,-44.837,-49.102,4.269,56
2009,168,0,25919,Brian Vranesh,-0.861,-37.019,-32.331,-4.686,43
2009,169,0,1766,Billy Mayfair,-0.89,-61.403,1.395,-62.8,69
2009,170,0,20634,Peter Lonard,-0.939,-72.304,-36.124,-36.178,77
2009,171,0,24846,Ricky Barnes,-0.968,-49.347,12.665,-62.011,51
2009,172,0,28118,Peter Tomasulo,-1.086,-49.96,-21.472,-28.484,46
2009,173,0,24449,Parker McLachlin,-1.143,-76.599,-117.917,41.318,67
2009,174,0,26668,Marc Turnesa,-1.162,-82.499,-85.424,2.926,71
2009,175,0,7223,Brian Bateman,-1.276,-61.271,-64.882,3.611,48
2009,176,0,31323,Gary Woodland,-1.285,-47.557,-27.544,-20.008,37
2009,177,0,31416,Derek Fathauer,-1.43,-72.905,-55.33,-17.572,51
2009,178,0,30927,Brendon Todd,-1.498,-70.402,-68.025,-2.374,47
2009,179,0,6012,Greg Kraft,-1.509,-61.871,-42.574,-19.295,41
2009,180,0,6539,Rick Price,-1.518,-62.231,-29.145,-33.082,41
2009,181,0,27683,Leif Olson,-1.616,-69.495,-59.165,-10.329,43
2009,182,0,9011,David Duval,-1.728,-76.034,-70.474,-5.561,44
2009,183,0,1329,Brad Faxon,-1.925,-100.091,-140.647,40.558,52
2009,184,0,23048,Eric Axley,-2.157,-127.263,-147.36,20.097,59
2017,1,0,32102,Rickie Fowler,1.987,125.163,71.456,53.706,63
2017,2,0,34046,Jordan Spieth,1.924,130.811,111.916,18.896,68
2017,3,0,30925,Dustin Johnson,1.882,111.009,109.881,1.126,59
2017,4,0,33448,Justin Thomas,1.811,117.746,96.162,21.583,65
2017,5,0,46970,Jon Rahm,1.778,117.339,100.434,16.906,66
2017,6,0,25364,Paul Casey,1.543,109.525,100.116,9.408,71
2017,7,0,26851,Marc Leishman,1.422,103.817,77.845,25.972,73
2017,8,0,25198,Francesco Molinari,1.364,80.459,85.704,-5.245,59
2017,9,0,35450,Patrick Cantlay,1.269,58.394,51.092,7.3,46
2017,10,0,32839,Hideki Matsuyama,1.267,74.759,95.14,-20.381,59
2017,11,0,26329,Louis Oosthuizen,1.234,62.955,35.946,27.008,51
2017,12,0,22405,Justin Rose,1.232,65.298,68.638,-3.34,53
2017,13,0,36689,Brooks Koepka,1.204,80.677,41.743,38.934,67
2017,14,0,23108,Matt Kuchar,1.173,90.311,64.715,25.596,77
2017,15,0,29725,Tony Finau,1.147,104.349,116.465,-12.113,91
2017,16,0,27649,Brandt Snedeker,1.079,45.307,21.266,24.044,42
2017,17,0,28237,Rory McIlroy,1.078,38.804,49.751,-10.947,36
2017,18,0,1810,Phil Mickelson,1.048,72.284,49.062,23.222,69
2017,19,0,21209,Sergio Garcia,1.045,48.059,62.358,-14.3,46
2017,20,0,29478,Kevin Kisner,1.043,80.329,50.48,29.847,77
2017,21,0,33204,Shane Lowry,1.015,38.554,20.37,18.184,38
2017,22,0,20229,Stewart Cink,1.011,81.869,58.697,23.17,81
2017,23,0,24502,Adam Scott,1.006,42.257,46.318,-4.061,42
2017,24,0,34360,Patrick Reed,0.976,81.97,33.486,48.483,84
2017,25,0,30110,Kyle Stanley,0.951,89.383,118.383,-29.0,94
2017,26,0,29221,Webb Simpson,0.942,79.16,75.036,4.125,84
2017,27,0,34098,Russell Henley,0.939,80.785,43.502,37.283,86
2017,28,0,24138,Ian Poulter,0.936,51.466,50.104,1.358,55
2017,29,0,28089,Jason Day,0.935,51.414,31.916,19.497,55
2017,30,0,24924,Bill Haas,0.923,66.456,62.5,3.956,72
2017,31,0,25900,Lucas Glover,0.918,78.946,81.184,-2.24,86
2017,32,0,40026,Daniel Berger,0.91,62.782,52.517,10.262,69
2017,33,0,12716,Charley Hoffman,0.892,82.939,84.011,-1.073,93
2017,34,0,48081,Xander Schauffele,0.881,65.225,35.469,29.755,74
2017,35,0,29518,Brendan Steele,0.875,62.147,63.068,-0.92,71
2017,36,0,24361,Pat Perez,0.862,62.902,37.621,25.281,73
2017,37,0,26476,Chez Reavie,0.84,69.722,35.139,34.584,83
2017,38,0,27936,Martin Laird,0.829,59.668,41.474,18.195,72
2017,39,0,25396,Kevin Na,0.778,51.358,33.851,17.507,66
2017,40,0,27436,Graham DeLaet,0.768,54.527,33.89,20.639,71
2017,41,0,26331,Charl Schwartzel,0.761,36.53,24.184,12.346,48
2017,42,0,27644,Brian Harman,0.746,64.161,12.564,51.597,86
2017,43,0,29461,Jamie Lovemark,0.743,59.44,60.781,-1.34,80
2017,44,0,27129,Luke List,0.691,59.402,96.066,-36.664,86
2017,45,0,27141,J.B. Holmes,0.676,41.231,43.211,-1.978,61
2017,46,0,31323,Gary Woodland,0.659,44.822,70.734,-25.913,68
2017,47,0,25686,Jason Dufner,0.653,47.017,47.071,-0.056,72
2017,48,0,24024,Zach Johnson,0.631,42.926,14.598,28.326,68
2017,49,0,33948,Byeong Hun An,0.589,33.565,54.967,-21.401,57
2017,50,0,33141,Keegan Bradley,0.553,50.281,69.952,-19.67,91
2017,51,0,33399,Adam Hadwin,0.551,43.557,11.26,32.298,79
2017,52,0,32366,Kevin Chappell,0.538,38.753,60.567,-21.815,72
2017,52,0,28252,Seamus Power,0.538,36.603,24.756,11.846,68
2017,54,0,34021,Bud Cauley,0.53,43.474,65.826,-22.35,82
2017,55,0,25572,Graeme McDowell,0.502,25.088,-3.086,28.174,50
2017,55,0,35891,Cameron Smith,0.502,35.659,29.681,5.979,71
2017,57,0,21961,Charles Howell III,0.492,33.46,21.735,11.729,68
2017,58,0,27974,Sung Kang,0.478,39.231,26.622,12.609,82
2017,59,0,34409,David Lingmerth,0.475,32.809,-0.596,33.406,69
2017,60,0,32333,Kevin Tway,0.433,32.076,12.761,19.312,74
2017,61,0,12510,Chad Campbell,0.405,34.408,58.708,-24.298,85
2017,62,0,46501,Ollie Schniederjans,0.383,31.06,32.585,-1.527,81
2017,63,0,24140,Sean O'Hair,0.376,26.303,18.796,7.509,70
2017,64,0,31557,Jim Herman,0.368,24.298,32.682,-8.381,66
2017,65,0,31646,Emiliano Grillo,0.359,23.713,35.117,-11.407,66
2017,66,0,29926,Danny Lee,0.325,24.662,5.911,18.754,76
2017,67,0,34264,Hudson Swafford,0.314,23.865,24.215,-0.351,76
2017,68,0,26596,Ryan Moore,0.301,19.583,20.72,-1.136,65
2017,69,0,46550,Brandon Hagy,0.293,20.218,12.712,7.504,69
2017,70,0,19846,Brian Gay,0.282,19.483,-11.624,31.106,69
2017,71,0,26300,Matt Jones,0.278,14.177,5.507,8.671,51
2017,72,0,25632,Jimmy Walker,0.273,13.641,6.897,6.748,50
2017,73,0,29974,Branden Grace,0.271,12.715,24.355,-11.639,47
2017,74,0,32448,James Hahn,0.26,21.026,18.08,2.948,81
2017,75,0,24358,Robert Garrigus,0.253,15.18,42.553,-27.37,60
2017,76,0,39975,Michael Kim,0.247,20.713,1.467,19.249,84
2017,77,0,27770,Camilo Villegas,0.218,13.523,-11.283,24.802,62
2017,78,0,47959,Bryson DeChambeau,0.19,13.866,27.984,-14.116,73
2017,79,0,29289,S.Y. Noh,0.186,13.964,-4.33,18.293,75
2017,80,0,35506,Mackenzie Hughes,0.172,16.538,-30.728,47.265,96
2017,81,0,27095,Nick Watney,0.171,10.914,18.163,-7.249,64
2017,82,0,48822,Sebastián Muñoz,0.169,6.606,-7.349,13.953,39
2017,82,0,27214,Kevin Streelman,0.169,13.179,35.126,-21.946,78
2017,84,0,33413,Ben Martin,0.163,11.44,14.555,-3.114,70
2017,85,0,10809,Jim Furyk,0.151,6.631,-1.581,8.211,44
2017,85,0,25493,Nick Taylor,0.151,12.558,28.402,-15.843,83
2017,87,0,26499,Rafa Cabrera Bello,0.147,6.779,-14.98,21.756,46
2017,88,0,23621,Rory Sabbatini,0.125,6.614,25.522,-18.911,53
2017,89,0,29222,Billy Hurley III,0.11,7.621,-18.15,25.772,69
2017,90,0,37189,Harold Varner III,0.109,9.366,43.925,-34.56,86
2017,91,0,19803,Ryan Armour,0.107,5.247,6.662,-1.42,49
2017,92,0,23325,Vaughn Taylor,0.106,8.032,-2.519,10.553,76
2017,93,0,34174,John Huh,0.099,7.499,-1.95,9.452,76
2017,94,0,27064,Jhonattan Vegas,0.093,6.633,35.922,-29.289,71
2017,95,0,25804,Bubba Watson,0.085,4.504,14.414,-9.91,53
2017,96,0,34431,Robert Streb,0.078,6.516,6.295,0.223,84
2017,97,0,29223,Sam Saunders,0.071,4.309,-4.127,8.435,61
2017,98,0,34213,Grayson Murray,0.064,5.444,12.372,-6.93,85
2017,99,0,30944,Jason Kokrak,0.052,4.351,37.991,-33.637,83
2017,100,0,25834,Daniel Summerhays,0.049,3.978,-5.043,9.022,82
2017,101,0,27958,Ryan Blaum,0.047,3.893,-23.477,27.37,82
2017,101,0,23983,Luke Donald,0.047,2.021,-28.265,30.285,43
2017,103,0,34099,Harris English,0.038,2.727,-24.226,26.957,72
2017,104,0,49771,J.T. Poston,0.031,2.245,10.752,-8.506,73
2017,105,0,23497,Tag Ridings,0.03,1.504,-8.627,10.129,50
2017,106,0,29720,Andres Gonzales,0.02,1.16,-0.166,1.325,57
2017,106,0,30692,Scott Stallings,0.02,1.333,23.083,-21.75,68
2017,108,0,35545,Blayne Barber,0.013,0.893,-26.037,26.929,67
2017,108,0,27963,Chris Stroud,0.013,0.629,6.676,-6.046,48
2017,110,0,46601,Trey Mullinax,0.006,0.397,4.385,-3.986,70
2017,111,0,29420,Billy Horschel,0.004,0.351,-6.367,6.719,80
2017,112,0,48084,Wesley Bryan,0.002,0.154,-25.987,26.142,77
2017,113,0,28500,Martin Flores,-0.015,-0.995,-17.201,16.203,67
2017,114,0,24846,Ricky Barnes,-0.027,-2.057,-22.05,19.992,77
2017,115,0,33418,Shawn Stefani,-0.043,-2.602,0.826,-3.428,60
2017,116,0,40058,Zac Blair,-0.044,-3.564,-6.358,2.795,81
2017,117,0,25349,Tim Wilkinson,-0.053,-2.431,-2.849,0.417,46
2017,118,0,33461,Morgan Hoffmann,-0.06,-4.921,-11.349,6.427,82
2017,119,0,29479,Scott Brown,-0.068,-5.297,-26.859,21.562,78
2017,120,0,39324,J.J. Spaun,-0.072,-5.215,-3.251,-1.964,72
2017,121,0,25191,Gonzalo Fernandez-Castaño,-0.078,-3.417,-24.941,21.523,44
2017,122,0,22056,Cameron Percy,-0.082,-4.51,6.768,-11.28,55
2017,123,0,29908,C.T. Pan,-0.087,-6.635,-5.614,-1.023,76
2017,124,0,26758,David Hearn,-0.096,-6.814,-3.11,-3.705,71
2017,125,0,31202,William McGirt,-0.098,-7.02,-5.217,-1.803,72
2017,126,0,23320,Ryan Palmer,-0.129,-6.343,50.47,-56.813,49
2017,127,0,33419,Cameron Tringale,-0.14,-9.099,-17.2,8.102,65
2017,128,0,22046,Geoff Ogilvy,-0.152,-10.171,-13.059,2.89,67
2017,129,0,32640,Troy Merritt,-0.162,-11.348,-10.19,-1.157,70
2017,129,0,25892,Steve Wheatcroft,-0.162,-6.486,-25.637,19.148,40
2017,131,0,22371,Aaron Baddeley,-0.172,-7.925,-9.927,2.005,46
2017,131,0,28420,Ryan Brehm,-0.172,-11.193,-1.482,-9.71,65
2017,131,0,23353,J.J. Henry,-0.172,-12.89,19.374,-32.264,75
2017,134,0,32150,Michael Thompson,-0.173,-7.614,-44.554,36.94,44
2017,135,0,46440,Smylie Kaufman,-0.177,-11.153,-2.543,-8.612,63
2017,136,0,22986,Søren Kjeldsen,-0.182,-6.198,-22.28,16.081,34
2017,137,0,33122,Russell Knox,-0.183,-9.891,8.927,-18.82,54
2017,138,0,34466,Peter Malnati,-0.184,-13.46,-46.365,32.905,73
2017,139,0,31420,Anirban Lahiri,-0.186,-10.991,8.806,-19.798,59
2017,140,0,37454,Whee Kim,-0.208,-12.896,-40.381,27.485,62
2017,141,0,28132,Tyrone Van Aswegen,-0.217,-17.366,8.205,-25.572,80
2017,142,0,23541,Ben Crane,-0.223,-15.372,-4.707,-10.666,69
2017,142,0,47128,Richy Werenski,-0.223,-13.591,-13.614,0.023,61
2017,144,0,30926,Chris Kirk,-0.228,-15.988,-10.835,-5.153,70
2017,145,0,24357,K.J. Choi,-0.264,-14.231,-23.726,9.494,54
2017,146,0,35532,Tom Hoge,-0.274,-10.676,-11.412,0.734,39
2017,147,0,25818,Scott Piercy,-0.275,-13.456,12.31,-25.762,49
2017,148,0,30191,Julián Etulain,-0.307,-15.661,-19.657,3.994,51
2017,149,0,26289,Boo Weekley,-0.323,-19.716,38.449,-58.166,61
2017,150,0,33120,Mark Anderson,-0.325,-13.64,-12.976,-0.665,42
2017,151,0,26951,Johnson Wagner,-0.336,-19.168,-25.989,6.822,57
2017,152,0,27895,Jonas Blixt,-0.341,-20.118,-51.744,31.627,59
2017,153,0,20157,Retief Goosen,-0.39,-15.985,1.423,-17.413,41
2017,154,0,27466,Spencer Levin,-0.4,-26.811,-28.793,1.981,67
2017,155,0,25240,D.A. Points,-0.406,-23.57,4.13,-27.701,58
2017,156,0,28679,Fabián Gómez,-0.407,-20.763,-20.479,-0.281,51
2017,157,0,20771,Steven Alker,-0.412,-21.005,-5.251,-15.757,51
2017,158,0,34358,Jonathan Randolph,-0.416,-21.213,-17.348,-3.868,51
2017,159,0,29476,Kyle Reifers,-0.418,-30.959,-10.561,-20.398,74
2017,160,0,46443,Brian Campbell,-0.428,-17.536,-33.309,15.773,41
2017,161,0,40009,Dominic Bozzelli,-0.449,-24.714,-22.909,-1.804,55
2017,162,0,20472,Alex Cejka,-0.452,-28.04,-5.758,-22.282,62
2017,163,0,25720,Chad Collins,-0.454,-24.497,-28.793,4.292,54
2017,164,0,31560,Brian Stuard,-0.469,-32.375,-22.953,-9.422,69
2017,165,0,39954,Cody Gribble,-0.524,-36.71,-68.959,32.252,70
2017,166,0,20593,Greg Chalmers,-0.533,-36.266,-57.781,21.516,68
2017,167,0,32200,Roberto Castro,-0.561,-30.29,-6.138,-24.152,54
2017,168,0,24781,Hunter Mahan,-0.568,-33.54,-49.371,15.83,59
2017,169,0,32757,Patton Kizzire,-0.578,-41.646,-34.219,-7.427,72
2017,170,0,31416,Derek Fathauer,-0.647,-41.399,-47.386,5.991,64
2017,171,0,6522,Ernie Els,-0.677,-25.065,-42.023,16.959,37
2017,171,0,20572,Rod Pampling,-0.677,-44.658,-10.443,-34.213,66
2017,173,0,35879,Kelly Kraft,-0.681,-44.288,-34.084,-10.201,65
2017,174,0,36801,Mark Hubbard,-0.702,-42.796,-30.613,-12.184,61
2017,175,0,36699,Patrick Rodgers,-0.716,-47.261,-42.882,-4.379,66
2017,176,0,29740,Brad Fritsch,-0.719,-30.189,-5.143,-25.05,42
2017,177,0,46732,Rick Lamb,-0.824,-31.312,-21.673,-9.641,38
2017,178,0,23800,Bryce Molder,-0.846,-54.137,-78.676,24.54,64
2017,179,0,20104,Ken Duke,-0.887,-53.241,-26.106,-27.136,60
2017,180,0,37455,Si Woo Kim,-0.965,-57.901,-34.376,-23.526,60
2017,181,0,35110,Brett Drewitt,-1.035,-44.516,-24.858,-19.661,43
2017,182,0,30852,Ryo Ishikawa,-1.132,-48.672,-39.903,-8.77,43
2017,183,0,24507,Jason Bohn,-1.141,-70.715,-62.463,-8.253,62
2017,184,0,29485,Brett Stegmaier,-1.265,-73.39,-43.551,-29.839,58
2017,185,0,25345,Carl Pettersson,-1.283,-66.736,-75.696,8.957,52
2017,186,0,37278,Nicholas Lindheim,-1.285,-56.544,-71.342,14.796,44
2017,187,0,28093,Miguel Angel Carballo,-1.358,-58.386,-44.639,-13.749,43
2017,188,0,35300,Andrew Loupe,-1.416,-66.574,-55.207,-11.367,47
2017,189,0,28307,Matt Every,-1.454,-88.707,-72.096,-16.61,61
2017,190,0,25274,Steven Bowditch,-2.889,-129.989,-123.244,-6.745,45
2010,1,0,6527,Steve Stricker,1.818,101.807,77.428,24.378,56
2010,2,0,20157,Retief Goosen,1.598,84.708,48.581,36.128,53
2010,3,0,10809,Jim Furyk,1.564,93.844,69.521,24.324,60
2010,4,0,23983,Luke Donald,1.493,79.146,32.801,46.346,53
2010,5,0,23108,Matt Kuchar,1.461,109.552,62.058,47.492,75
2010,6,0,25364,Paul Casey,1.411,62.098,25.839,36.258,44
2010,7,0,6522,Ernie Els,1.322,72.733,54.567,18.164,55
2010,8,0,22405,Justin Rose,1.195,83.677,66.643,17.031,70
2010,9,0,23623,Bo Van Pelt,1.192,103.73,94.919,8.809,87
2010,10,0,10885,Robert Allenby,1.156,70.505,61.855,8.646,61
2010,11,0,20766,Padraig Harrington,1.063,46.756,35.145,11.609,44
2010,12,0,1810,Phil Mickelson,1.001,57.079,65.598,-8.519,57
2010,13,0,12716,Charley Hoffman,0.995,76.61,68.472,8.138,77
2010,14,0,24357,K.J. Choi,0.984,60.047,56.572,3.475,61
2010,15,0,30925,Dustin Johnson,0.979,61.665,54.73,6.932,63
2010,16,0,27141,J.B. Holmes,0.936,82.36,76.407,5.953,88
2010,17,0,24924,Bill Haas,0.918,68.885,73.859,-4.976,75
2010,18,0,27095,Nick Watney,0.915,63.129,55.635,7.492,69
2010,19,0,23541,Ben Crane,0.862,56.913,39.197,17.712,66
2010,19,0,24502,Adam Scott,0.862,44.806,83.693,-38.883,52
2010,21,0,25396,Kevin Na,0.854,64.89,27.499,37.389,76
2010,22,0,23135,Tim Clark,0.832,56.586,38.331,18.255,68
2010,23,0,20229,Stewart Cink,0.827,53.779,40.831,12.947,65
2010,24,0,32102,Rickie Fowler,0.793,65.831,55.222,10.606,83
2010,25,0,24024,Zach Johnson,0.792,59.422,15.742,43.681,75
2010,26,0,21961,Charles Howell III,0.784,70.516,29.652,40.861,90
2010,27,0,23638,Brendon de Jonge,0.762,69.312,68.867,0.443,91
2010,28,0,6567,Vijay Singh,0.753,42.931,85.134,-42.204,57
2010,29,0,28089,Jason Day,0.738,52.374,53.382,-1.008,71
2010,30,0,12602,Dean Wilson,0.736,34.606,-2.058,36.666,47
2010,31,0,22046,Geoff Ogilvy,0.735,36.761,18.213,18.547,50
2010,32,0,21731,Freddie Jacobson,0.722,55.574,36.89,18.684,77
2010,33,0,28237,Rory McIlroy,0.714,28.543,37.758,-9.214,40
2010,34,0,25804,Bubba Watson,0.695,46.58,51.611,-5.032,67
2010,35,0,2206,David Toms,0.693,48.52,30.342,18.174,70
2010,36,0,27770,Camilo Villegas,0.691,38.717,60.883,-22.166,56
2010,37,0,26596,Ryan Moore,0.687,41.888,23.473,18.414,61
2010,38,0,20160,Charlie Wi,0.679,60.446,10.7,49.745,89
2010,39,0,24781,Hunter Mahan,0.665,44.53,39.925,4.603,67
2010,40,0,12510,Chad Campbell,0.645,52.228,60.763,-8.535,81
2010,41,0,28475,Jeff Overton,0.63,44.734,15.746,28.988,71
2010,42,0,8725,Tom Gillis,0.616,55.451,23.529,31.921,90
2010,43,0,24140,Sean O'Hair,0.615,39.954,45.3,-5.347,65
2010,44,0,20645,John Senden,0.608,52.938,65.191,-12.255,87
2010,45,0,24846,Ricky Barnes,0.604,50.118,48.141,1.975,83
2010,46,0,22293,Heath Slocum,0.58,42.333,61.077,-18.744,73
2010,47,0,24361,Pat Perez,0.572,47.48,16.045,31.43,83
2010,47,0,27649,Brandt Snedeker,0.572,42.876,8.142,34.734,75
2010,49,0,28158,Steve Marino,0.567,35.72,19.35,16.366,63
2010,50,0,27466,Spencer Levin,0.564,55.243,42.454,12.789,98
2010,51,0,8375,Paul Stankowski,0.561,29.748,12.34,17.409,53
2010,52,0,1313,Steve Elkington,0.557,32.861,13.333,19.528,59
2010,53,0,25345,Carl Pettersson,0.554,46.016,-21.823,67.836,83
2010,54,0,6004,Stephen Ames,0.553,38.142,12.824,25.319,69
2010,55,0,10860,Justin Leonard,0.539,38.84,25.652,13.188,72
2010,56,0,20127,Chris Riley,0.538,33.896,22.103,11.79,63
2010,57,0,24925,Jonathan Byrd,0.524,42.989,40.301,2.685,82
2010,58,0,19846,Brian Gay,0.518,42.478,-17.275,59.751,82
2010,59,0,23800,Bryce Molder,0.507,37.016,2.446,34.567,73
2010,60,0,22913,John Rollins,0.497,37.264,53.217,-15.954,75
2010,61,0,26300,Matt Jones,0.495,39.598,-1.634,41.231,80
2010,62,0,23788,D.J. Trahan,0.494,40.509,78.977,-38.469,82
2010,63,0,6515,Shaun Micheel,0.487,25.826,13.281,12.545,53
2010,64,0,6621,Joe Durant,0.481,27.414,44.148,-16.735,57
2010,65,0,6595,Kevin Sutherland,0.468,36.486,43.541,-7.056,78
2010,66,0,24507,Jason Bohn,0.43,31.852,22.438,9.414,74
2010,67,0,26851,Marc Leishman,0.418,30.066,40.522,-10.459,72
2010,68,0,1945,Kenny Perry,0.401,22.462,36.113,-13.65,56
2010,69,0,27436,Graham DeLaet,0.396,30.104,57.139,-27.036,76
2010,70,0,23325,Vaughn Taylor,0.387,30.602,35.25,-4.647,79
2010,71,0,23353,J.J. Henry,0.36,28.472,11.116,17.356,79
2010,71,0,2239,Scott Verplank,0.36,20.178,18.071,2.103,56
2010,73,0,20593,Greg Chalmers,0.354,30.792,-36.907,67.7,87
2010,74,0,11123,Chris Couch,0.307,18.122,0.144,17.975,59
2010,75,0,25900,Lucas Glover,0.297,17.535,24.568,-7.035,59
2010,76,0,23320,Ryan Palmer,0.294,20.868,-9.871,30.735,71
2010,77,0,21350,Ryuji Imada,0.286,24.053,-22.256,46.306,84
2010,78,0,28620,Aron Price,0.259,16.039,14.962,1.077,62
2010,79,0,20848,Ángel Cabrera,0.249,12.699,20.422,-7.724,51
2010,79,0,1948,Tim Petrovic,0.249,23.384,23.972,-0.589,94
2010,81,0,26882,Michael Sim,0.235,12.429,-14.975,27.402,53
2010,82,0,22621,Ben Curtis,0.234,15.444,0.288,15.156,66
2010,83,0,27963,Chris Stroud,0.229,16.487,12.143,4.343,72
2010,84,0,8075,Jerry Kelly,0.209,17.113,53.947,-36.836,82
2010,85,0,22371,Aaron Baddeley,0.208,18.306,-25.897,44.202,88
2010,86,0,24912,Will MacKenzie,0.202,13.705,43.778,-30.073,68
2010,87,0,25240,D.A. Points,0.199,15.727,23.823,-8.099,79
2010,88,0,26289,Boo Weekley,0.183,13.538,41.296,-27.759,74
2010,89,0,1706,Davis Love III,0.173,11.447,44.895,-33.449,66
2010,90,0,20498,Briny Baird,0.169,13.349,14.881,-1.534,79
2010,90,0,29221,Webb Simpson,0.169,15.505,-18.43,33.93,92
2010,92,0,24663,Y.E. Yang,0.166,9.64,-1.11,10.747,58
2010,93,0,23621,Rory Sabbatini,0.16,10.696,23.986,-13.291,67
2010,94,0,10585,Scott McCarron,0.155,12.888,-29.615,42.499,83
2010,95,0,27936,Martin Laird,0.145,11.45,35.372,-23.921,79
2010,96,0,25720,Chad Collins,0.143,10.706,-36.242,46.945,75
2010,97,0,23673,Michael Connell,0.142,10.972,-15.036,26.006,77
2010,98,0,25562,Andres Romero,0.136,9.791,-8.513,18.303,72
2010,99,0,20098,Stuart Appleby,0.13,11.446,16.597,-5.15,88
2010,99,0,27214,Kevin Streelman,0.13,10.411,6.908,3.502,80
2010,101,0,1941,Tom Pernice Jr.,0.121,7.001,16.458,-9.457,58
2010,102,0,20686,Jeev Milkha Singh,0.118,6.159,8.602,-2.441,52
2010,103,0,23349,Charles Warren,0.109,6.021,28.65,-22.628,55
2010,104,0,23322,Brett Wetterich,0.107,5.67,12.179,-6.509,53
2010,105,0,25632,Jimmy Walker,0.093,6.542,-10.837,17.376,70
2010,106,0,30946,Alex Prugh,0.092,7.367,-8.946,16.31,80
2010,107,0,21209,Sergio Garcia,0.068,2.441,15.273,-12.832,36
2010,108,0,7749,Brett Quigley,0.065,5.737,-1.205,6.942,88
2010,109,0,23409,James Driscoll,0.056,4.139,-18.853,22.989,74
2010,110,0,6251,Chris DiMarco,0.052,4.09,8.965,-4.876,78
2010,111,0,7867,Woody Austin,0.034,2.847,7.778,-4.93,83
2010,112,0,26695,Michael Letzig,0.029,2.357,8.947,-6.593,80
2010,113,0,24490,George McNeill,0.028,1.96,-20.716,22.673,70
2010,114,0,26881,Jarrod Lyle,0.027,1.24,-0.85,2.09,46
2010,115,0,27933,John Merrick,0.019,1.716,13.214,-11.499,92
2010,116,0,21878,Mark Wilson,0.009,0.735,-10.574,11.307,79
2010,117,0,25686,Jason Dufner,0.006,0.433,41.803,-41.374,69
2010,118,0,25818,Scott Piercy,-0.004,-0.337,-17.854,17.514,81
2010,118,0,12714,Chris Tidland,-0.004,-0.245,-16.239,15.99,68
2010,120,0,8537,J.P. Hayes,-0.035,-2.4,-3.843,1.439,68
2010,121,0,25190,Jeff Quinney,-0.039,-3.101,-34.132,31.028,80
2010,122,0,1320,Bob Estes,-0.048,-3.42,-4.518,1.094,71
2010,123,0,20436,Garrett Willis,-0.053,-3.742,6.001,-9.745,71
2010,124,0,20472,Alex Cejka,-0.073,-4.957,26.9,-31.856,68
2010,124,0,28307,Matt Every,-0.073,-3.725,-15.818,12.093,51
2010,126,0,26951,Johnson Wagner,-0.095,-6.994,-11.865,4.87,74
2010,127,0,27330,Josh Teater,-0.109,-10.022,18.942,-28.966,92
2010,128,0,27120,Troy Matteson,-0.157,-12.245,22.424,-34.671,78
2010,129,0,28087,Kris Blanks,-0.161,-11.938,30.184,-42.123,74
2010,130,0,1797,Rocco Mediate,-0.164,-10.006,23.087,-33.095,61
2010,131,0,27060,John Mallinger,-0.175,-11.393,-14.84,3.442,65
