YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2013,1,0,6527,Steve Stricker,4.23,93,22
2013,2,0,30692,Scott Stallings,4.35,161,37
2013,3,0,21731,Freddie Jacobson,4.36,61,14
2013,4,0,26331,Charl Schwartzel,4.39,101,23
2013,5,0,22792,Peter Hanson,4.43,93,21
2013,6,0,27214,Kevin Streelman,4.45,209,47
2013,7,0,23638,Brendon de Jonge,4.49,328,73
2013,7,0,34098,Russell Henley,4.49,175,39
2013,7,0,23621,Rory Sabbatini,4.49,184,41
2013,7,0,24502,Adam Scott,4.49,184,41
2013,11,0,21209,Sergio Garcia,4.5,117,26
2013,12,0,33141,Keegan Bradley,4.51,338,75
2013,12,0,32366,Kevin Chappell,4.51,203,45
2013,14,0,26289,Boo Weekley,4.52,208,46
2013,15,0,33869,Eric Meierdierks,4.53,145,32
2013,15,0,27330,Josh Teater,4.53,213,47
2013,17,0,23541,Ben Crane,4.54,109,24
2013,17,0,32448,James Hahn,4.54,218,48
2013,17,0,12782,Tim Herron,4.54,127,28
2013,17,0,30944,Jason Kokrak,4.54,236,52
2013,17,0,23108,Matt Kuchar,4.54,295,65
2013,17,0,28092,D.H. Lee,4.54,159,35
2013,23,0,32200,Roberto Castro,4.55,200,44
2013,24,0,27436,Graham DeLaet,4.56,237,52
2013,24,0,28310,Lee Williams,4.56,246,54
2013,26,0,28089,Jason Day,4.57,210,46
2013,26,0,1320,Bob Estes,4.57,233,51
2013,26,0,25572,Graeme McDowell,4.57,160,35
2013,26,0,23800,Bryce Molder,4.57,215,47
2013,26,0,8793,Tiger Woods,4.57,192,42
2013,31,0,22371,Aaron Baddeley,4.58,165,36
2013,31,0,25345,Carl Pettersson,4.58,110,24
2013,31,0,25834,Daniel Summerhays,4.58,284,62
2013,31,0,23325,Vaughn Taylor,4.58,119,26
2013,31,0,25632,Jimmy Walker,4.58,197,43
2013,36,0,34021,Bud Cauley,4.59,211,46
2013,36,0,28500,Martin Flores,4.59,225,49
2013,36,0,27129,Luke List,4.59,266,58
2013,36,0,1810,Phil Mickelson,4.59,317,69
2013,36,0,29221,Webb Simpson,4.59,248,54
2013,36,0,33418,Shawn Stefani,4.59,147,32
2013,36,0,10423,Mike Weir,4.59,211,46
2013,43,0,25274,Steven Bowditch,4.6,230,50
2013,43,0,24399,Scott Gardiner,4.6,115,25
2013,43,0,35539,Luke Guthrie,4.6,267,58
2013,43,0,29420,Billy Horschel,4.6,322,70
2013,43,0,30925,Dustin Johnson,4.6,221,48
2013,43,0,21528,Henrik Stenson,4.6,115,25
2013,49,0,25444,Justin Hicks,4.61,249,54
2013,49,0,22806,Doug LaBelle II,4.61,263,57
2013,49,0,20572,Rod Pampling,4.61,152,33
2013,49,0,22056,Cameron Percy,4.61,152,33
2013,49,0,25240,D.A. Points,4.61,203,44
2013,49,0,23788,D.J. Trahan,4.61,189,41
2013,55,0,6004,Stephen Ames,4.62,134,29
2013,55,0,28259,Sangmoon Bae,4.62,314,68
2013,55,0,20848,Ángel Cabrera,4.62,180,39
2013,55,0,32102,Rickie Fowler,4.62,300,65
2013,55,0,10860,Justin Leonard,4.62,268,58
2013,55,0,31202,William McGirt,4.62,180,39
2013,55,0,28237,Rory McIlroy,4.62,157,34
2013,55,0,22405,Justin Rose,4.62,171,37
2013,55,0,20645,John Senden,4.62,180,39
2013,55,0,27095,Nick Watney,4.62,217,47
2013,55,0,31323,Gary Woodland,4.62,268,58
2013,66,0,25686,Jason Dufner,4.63,162,35
2013,66,0,20104,Ken Duke,4.63,199,43
2013,66,0,8725,Tom Gillis,4.63,296,64
2013,66,0,23320,Ryan Palmer,4.63,213,46
2013,66,0,24361,Pat Perez,4.63,222,48
2013,66,0,34360,Patrick Reed,4.63,250,54
2013,66,0,27649,Brandt Snedeker,4.63,213,46
2013,66,0,29518,Brendan Steele,4.63,259,56
2013,66,0,34431,Robert Streb,4.63,190,41
2013,75,0,12510,Chad Campbell,4.64,209,45
2013,75,0,25900,Lucas Glover,4.64,209,45
2013,75,0,12716,Charley Hoffman,4.64,246,53
2013,75,0,24781,Hunter Mahan,4.64,209,45
2013,75,0,26679,Kevin Stadler,4.64,153,33
2013,75,0,30110,Kyle Stanley,4.64,218,47
2013,75,0,28780,Nicholas Thompson,4.64,283,61
2013,82,0,21753,Brian Davis,4.65,256,55
2013,82,0,28679,Fabián Gómez,4.65,256,55
2013,82,0,33461,Morgan Hoffmann,4.65,107,23
2013,82,0,35139,Richard Lee,4.65,228,49
2013,82,0,25804,Bubba Watson,4.65,214,46
2013,82,0,20160,Charlie Wi,4.65,316,68
2013,88,0,20229,Stewart Cink,4.66,191,41
2013,88,0,24358,Robert Garrigus,4.66,205,44
2013,88,0,8075,Jerry Kelly,4.66,191,41
2013,88,0,24490,George McNeill,4.66,289,62
2013,88,0,23497,Tag Ridings,4.66,177,38
2013,88,0,34046,Jordan Spieth,4.66,205,44
2013,94,0,29479,Scott Brown,4.67,84,18
2013,94,0,23983,Luke Donald,4.67,182,39
2013,94,0,37273,Derek Ernst,4.67,215,46
2013,94,0,24024,Zach Johnson,4.67,154,33
2013,94,0,34261,Scott Langley,4.67,224,48
2013,94,0,27503,Steve LeBrun,4.67,201,43
2013,94,0,30163,Henrik Norlander,4.67,224,48
2013,101,0,32334,Charlie Beljan,4.68,145,31
2013,101,0,1116,Michael Bradley,4.68,145,31
2013,101,0,30711,Colt Knost,4.68,192,41
2013,101,0,25818,Scott Piercy,4.68,145,31
2013,105,0,10809,Jim Furyk,4.69,244,52
2013,105,0,27644,Brian Harman,4.69,314,67
2013,105,0,20766,Padraig Harrington,4.69,122,26
2013,105,0,27408,Martin Kaymer,4.69,122,26
2013,105,0,22913,John Rollins,4.69,225,48
2013,110,0,27895,Jonas Blixt,4.7,268,57
2013,110,0,24357,K.J. Choi,4.7,216,46
2013,110,0,34099,Harris English,4.7,329,70
2013,110,0,32698,Bobby Gates,4.7,202,43
2013,110,0,27120,Troy Matteson,4.7,155,33
2013,110,0,27933,John Merrick,4.7,127,27
2013,110,0,22295,Darron Stiles,4.7,127,27
2013,110,0,21878,Mark Wilson,4.7,174,37
2013,110,0,26497,Casey Wittenberg,4.7,174,37
2013,119,0,23409,James Driscoll,4.71,273,58
2013,119,0,34409,David Lingmerth,4.71,226,48
2013,119,0,21099,David Lynn,4.71,193,41
2013,119,0,28135,Aaron Watkins,4.71,212,45
2013,123,0,19846,Brian Gay,4.72,203,43
2013,123,0,23353,J.J. Henry,4.72,250,53
2013,123,0,23623,Bo Van Pelt,4.72,222,47
2013,126,0,20593,Greg Chalmers,4.73,265,56
2013,126,0,24924,Bill Haas,4.73,194,41
2013,126,0,6573,Brandt Jobe,4.73,246,52
2013,126,0,20691,Greg Owen,4.73,232,49
2013,126,0,27963,Chris Stroud,4.73,241,51
2013,131,0,26300,Matt Jones,4.74,251,53
2013,131,0,19970,Robert Karlsson,4.74,166,35
2013,131,0,6567,Vijay Singh,4.74,180,38
2013,134,0,23452,Nicolas Colsaerts,4.75,152,32
2013,134,0,6522,Ernie Els,4.75,228,48
2013,134,0,29740,Brad Fritsch,4.75,299,63
2013,134,0,30926,Chris Kirk,4.75,152,32
2013,134,0,29425,Andrew Svoboda,4.75,171,36
2013,134,0,27770,Camilo Villegas,4.75,318,67
2013,140,0,20098,Stuart Appleby,4.76,471,99
2013,140,0,23135,Tim Clark,4.76,138,29
2013,140,0,28455,Will Claxton,4.76,243,51
2013,140,0,28475,Jeff Overton,4.76,276,58
2013,140,0,26476,Chez Reavie,4.76,195,41
2013,145,0,31557,Jim Herman,4.77,148,31
2013,145,0,25336,Alistair Presnell,4.77,186,39
2013,145,0,25562,Andres Romero,4.77,248,52
2013,145,0,31560,Brian Stuard,4.77,348,73
2013,149,0,24227,Justin Bolli,4.78,191,40
2013,149,0,34174,John Huh,4.78,215,45
2013,149,0,29289,S.Y. Noh,4.78,277,58
2013,149,0,24140,Sean O'Hair,4.78,172,36
2013,149,0,33419,Cameron Tringale,4.78,239,50
2013,154,0,2206,David Toms,4.79,115,24
2013,155,0,32150,Michael Thompson,4.8,168,35
2013,155,0,24663,Y.E. Yang,4.8,168,35
2013,157,0,28307,Matt Every,4.81,370,77
2013,157,0,36884,Ben Kohles,4.81,231,48
2013,157,0,22046,Geoff Ogilvy,4.81,178,37
2013,160,0,20396,Lee Westwood,4.82,164,34
2013,161,0,22961,David Mathis,4.83,304,63
2013,161,0,24138,Ian Poulter,4.83,145,30
2013,163,0,24846,Ricky Barnes,4.84,271,56
2013,163,0,30852,Ryo Ishikawa,4.84,208,43
2013,165,0,30750,Tommy Gainey,4.85,286,59
2013,165,0,26758,David Hearn,4.85,252,52
2013,167,0,21961,Charles Howell III,4.86,209,43
2013,167,0,20443,Jin Park,4.86,170,35
2013,169,0,24507,Jason Bohn,4.88,200,41
2013,169,0,26596,Ryan Moore,4.88,117,24
2013,169,0,10213,Dicky Pride,4.88,210,43
2013,172,0,26851,Marc Leishman,4.91,172,35
2013,172,0,1724,Jeff Maggert,4.91,226,46
2013,174,0,27936,Martin Laird,4.92,177,36
2013,175,0,22378,Trevor Immelman,4.93,133,27
2013,176,0,24494,Erik Compton,4.94,242,49
2013,176,0,22621,Ben Curtis,4.94,163,33
2013,176,0,27556,Ted Potter Jr.,4.94,173,35
2013,179,0,10885,Robert Allenby,5.03,196,39
2013,180,0,26951,Johnson Wagner,5.21,172,33
2014,1,0,30925,Dustin Johnson,4.37,118,27
2014,2,0,25364,Paul Casey,4.4,88,20
2014,3,0,36689,Brooks Koepka,4.41,172,39
2014,4,0,27436,Graham DeLaet,4.42,168,38
2014,5,0,32839,Hideki Matsuyama,4.43,164,37
2014,6,0,22621,Ben Curtis,4.46,223,50
2014,6,0,27095,Nick Watney,4.46,107,24
2014,8,0,24358,Robert Garrigus,4.47,259,58
2014,9,0,24138,Ian Poulter,4.48,148,33
2014,10,0,24502,Adam Scott,4.49,166,37
2014,10,0,26679,Kevin Stadler,4.49,166,37
2014,12,0,33418,Shawn Stefani,4.5,135,30
2014,12,0,34265,Will Wilcox,4.5,99,22
2014,14,0,25396,Kevin Na,4.52,199,44
2014,15,0,25444,Justin Hicks,4.53,181,40
2014,15,0,29420,Billy Horschel,4.53,145,32
2014,15,0,26300,Matt Jones,4.53,231,51
2014,15,0,24912,Will MacKenzie,4.53,213,47
2014,15,0,34046,Jordan Spieth,4.53,353,78
2014,15,0,25804,Bubba Watson,4.53,240,53
2014,21,0,21753,Brian Davis,4.54,209,46
2014,21,0,25572,Graeme McDowell,4.54,177,39
2014,23,0,29740,Brad Fritsch,4.55,132,29
2014,23,0,28780,Nicholas Thompson,4.55,314,69
2014,25,0,32334,Charlie Beljan,4.56,246,54
2014,25,0,23409,James Driscoll,4.56,196,43
2014,25,0,28500,Martin Flores,4.56,237,52
2014,25,0,21961,Charles Howell III,4.56,187,41
2014,29,0,32102,Rickie Fowler,4.57,315,69
2014,29,0,28237,Rory McIlroy,4.57,160,35
2014,31,0,24846,Ricky Barnes,4.58,229,50
2014,31,0,33461,Morgan Hoffmann,4.58,339,74
2014,31,0,30852,Ryo Ishikawa,4.58,275,60
2014,31,0,24024,Zach Johnson,4.58,270,59
2014,31,0,6567,Vijay Singh,4.58,174,38
2014,36,0,20498,Briny Baird,4.59,179,39
2014,36,0,27936,Martin Laird,4.59,124,27
2014,38,0,25900,Lucas Glover,4.6,207,45
2014,38,0,27141,J.B. Holmes,4.6,267,58
2014,38,0,28475,Jeff Overton,4.6,207,45
2014,38,0,29518,Brendan Steele,4.6,285,62
2014,38,0,31560,Brian Stuard,4.6,239,52
2014,38,0,33419,Cameron Tringale,4.6,354,77
2014,44,0,25274,Steven Bowditch,4.61,226,49
2014,44,0,24357,K.J. Choi,4.61,235,51
2014,44,0,24494,Erik Compton,4.61,327,71
2014,44,0,28089,Jason Day,4.61,143,31
2014,44,0,28307,Matt Every,4.61,143,31
2014,44,0,22046,Geoff Ogilvy,4.61,166,36
2014,44,0,35732,Wes Roach,4.61,166,36
2014,51,0,10885,Robert Allenby,4.62,208,45
2014,51,0,34099,Harris English,4.62,240,52
2014,51,0,23108,Matt Kuchar,4.62,277,60
2014,51,0,33413,Ben Martin,4.62,240,52
2014,51,0,24490,George McNeill,4.62,180,39
2014,56,0,28259,Sangmoon Bae,4.63,148,32
2014,56,0,23983,Luke Donald,4.63,162,35
2014,56,0,27644,Brian Harman,4.63,292,63
2014,56,0,33122,Russell Knox,4.63,227,49
2014,56,0,31202,William McGirt,4.63,292,63
2014,56,0,24140,Sean O'Hair,4.63,259,56
2014,56,0,27556,Ted Potter Jr.,4.63,176,38
2014,56,0,34360,Patrick Reed,4.63,315,68
2014,56,0,29221,Webb Simpson,4.63,273,59
2014,56,0,27214,Kevin Streelman,4.63,185,40
2014,66,0,12510,Chad Campbell,4.64,195,42
2014,66,0,32366,Kevin Chappell,4.64,297,64
2014,66,0,25686,Jason Dufner,4.64,153,33
2014,66,0,34264,Hudson Swafford,4.64,181,39
2014,70,0,33141,Keegan Bradley,4.65,251,54
2014,70,0,20157,Retief Goosen,4.65,223,48
2014,70,0,30944,Jason Kokrak,4.65,144,31
2014,70,0,34409,David Lingmerth,4.65,237,51
2014,70,0,1706,Davis Love III,4.65,265,57
2014,70,0,1810,Phil Mickelson,4.65,251,54
2014,70,0,27963,Chris Stroud,4.65,200,43
2014,77,0,25720,Chad Collins,4.66,219,47
2014,77,0,34563,Chesson Hadley,4.66,177,38
2014,77,0,22378,Trevor Immelman,4.66,261,56
2014,77,0,21731,Freddie Jacobson,4.66,247,53
2014,77,0,29478,Kevin Kisner,4.66,247,53
2014,77,0,26956,Bronson La'Cassie,4.66,135,29
2014,77,0,25632,Jimmy Walker,4.66,331,71
2014,77,0,20396,Lee Westwood,4.66,219,47
2014,85,0,20229,Stewart Cink,4.67,210,45
2014,85,0,20104,Ken Duke,4.67,168,36
2014,85,0,34174,John Huh,4.67,201,43
2014,85,0,29926,Danny Lee,4.67,201,43
2014,85,0,26851,Marc Leishman,4.67,126,27
2014,85,0,26331,Charl Schwartzel,4.67,112,24
2014,85,0,27649,Brandt Snedeker,4.67,294,63
2014,85,0,34431,Robert Streb,4.67,215,46
2014,85,0,25834,Daniel Summerhays,4.67,322,69
2014,85,0,29425,Andrew Svoboda,4.67,154,33
2014,85,0,25349,Tim Wilkinson,4.67,229,49
2014,96,0,29222,Billy Hurley III,4.68,267,57
2014,96,0,29461,Jamie Lovemark,4.68,248,53
2014,96,0,22405,Justin Rose,4.68,206,44
2014,96,0,21528,Henrik Stenson,4.68,159,34
2014,96,0,31323,Gary Woodland,4.68,131,28
2014,101,0,27895,Jonas Blixt,4.69,211,45
2014,101,0,24507,Jason Bohn,4.69,244,52
2014,101,0,20593,Greg Chalmers,4.69,244,52
2014,101,0,23638,Brendon de Jonge,4.69,272,58
2014,101,0,25191,Gonzalo Fernandez-Castaño,4.69,225,48
2014,101,0,35139,Richard Lee,4.69,277,59
2014,101,0,23621,Rory Sabbatini,4.69,239,51
2014,101,0,26289,Boo Weekley,4.69,169,36
2014,101,0,24663,Y.E. Yang,4.69,225,48
2014,110,0,23541,Ben Crane,4.7,268,57
2014,110,0,6522,Ernie Els,4.7,216,46
2014,110,0,29289,S.Y. Noh,4.7,249,53
2014,113,0,24781,Hunter Mahan,4.71,160,34
2014,113,0,23320,Ryan Palmer,4.71,273,58
2014,113,0,25345,Carl Pettersson,4.71,231,49
2014,116,0,20098,Stuart Appleby,4.72,307,65
2014,116,0,22371,Aaron Baddeley,4.72,170,36
2014,116,0,29479,Scott Brown,4.72,217,46
2014,116,0,24361,Pat Perez,4.72,222,47
2014,116,0,32333,Kevin Tway,4.72,151,32
2014,116,0,21878,Mark Wilson,4.72,255,54
2014,122,0,24925,Jonathan Byrd,4.73,241,51
2014,122,0,34021,Bud Cauley,4.73,123,26
2014,122,0,10809,Jim Furyk,4.73,246,52
2014,122,0,32448,James Hahn,4.73,317,67
2014,122,0,12716,Charley Hoffman,4.73,232,49
2014,122,0,20645,John Senden,4.73,260,55
2014,122,0,30927,Brendon Todd,4.73,331,70
2014,129,0,7867,Woody Austin,4.74,166,35
2014,129,0,10860,Justin Leonard,4.74,275,58
2014,129,0,27064,Jhonattan Vegas,4.74,218,46
2014,132,0,26758,David Hearn,4.75,280,59
2014,132,0,8075,Jerry Kelly,4.75,209,44
2014,132,0,34261,Scott Langley,4.75,290,61
2014,132,0,10423,Mike Weir,4.75,261,55
2014,136,0,30750,Tommy Gainey,4.76,238,50
2014,136,0,29535,Brice Garnett,4.76,281,59
2014,136,0,24924,Bill Haas,4.76,238,50
2014,136,0,27408,Martin Kaymer,4.76,214,45
2014,136,0,27466,Spencer Levin,4.76,200,42
2014,136,0,26596,Ryan Moore,4.76,157,33
2014,136,0,22913,John Rollins,4.76,233,49
2014,136,0,25562,Andres Romero,4.76,281,59
2014,136,0,30110,Kyle Stanley,4.76,262,55
2014,136,0,2206,David Toms,4.76,257,54
2014,146,0,20848,Ángel Cabrera,4.77,248,52
2014,146,0,28092,D.H. Lee,4.77,148,31
2014,146,0,23800,Bryce Molder,4.77,305,64
2014,146,0,28486,Michael Putnam,4.77,353,74
2014,146,0,27330,Josh Teater,4.77,286,60
2014,151,0,22293,Heath Slocum,4.78,153,32
2014,152,0,21209,Sergio Garcia,4.79,115,24
2014,152,0,35300,Andrew Loupe,4.79,206,43
2014,152,0,23623,Bo Van Pelt,4.79,182,38
2014,155,0,27933,John Merrick,4.8,336,70
2014,155,0,32150,Michael Thompson,4.8,264,55
2014,155,0,27770,Camilo Villegas,4.8,235,49
2014,158,0,37273,Derek Ernst,4.81,226,47
2014,158,0,1724,Jeff Maggert,4.81,226,47
2014,158,0,26951,Johnson Wagner,4.81,255,53
2014,161,0,23353,J.J. Henry,4.82,299,62
2014,161,0,35541,John Peterson,4.82,159,33
