YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2013,143,0,26300,Matt Jones,8.14,86,7.0
2013,144,0,22378,Trevor Immelman,8.11,74,6.0
2013,144,0,25804,Bubba Watson,8.11,74,6.0
2013,146,0,26951,Johnson Wagner,8.06,62,5.0
2013,147,0,24502,Adam Scott,7.94,63,5.0
2013,148,0,24227,Justin Bolli,7.84,51,4.0
2013,149,0,30711,Colt Knost,7.78,90,7.0
2013,150,0,30925,Dustin Johnson,7.58,66,5.0
2013,151,0,23353,J.J. Henry,7.55,106,8.0
2013,152,0,12510,Chad Campbell,7.53,93,7.0
2013,153,0,6573,Brandt Jobe,7.35,68,5.0
2013,154,0,6567,Vijay Singh,7.25,69,5.0
2013,155,0,20572,Rod Pampling,7.14,42,3.0
2013,155,0,20396,Lee Westwood,7.14,70,5.0
2013,157,0,10213,Dicky Pride,7.04,71,5.0
2013,158,0,32200,Roberto Castro,6.96,115,8.0
2013,159,0,33869,Eric Meierdierks,6.67,45,3.0
2013,160,0,28455,Will Claxton,6.56,61,4.0
2013,160,0,29425,Andrew Svoboda,6.56,61,4.0
2013,162,0,25572,Graeme McDowell,6.52,46,3.0
2013,163,0,30852,Ryo Ishikawa,6.25,80,5.0
2013,164,0,24846,Ricky Barnes,6.1,82,5.0
2013,165,0,22056,Cameron Percy,6.02,83,5.0
2013,166,0,33418,Shawn Stefani,5.88,51,3.0
2013,167,0,26497,Casey Wittenberg,5.81,86,5.0
2013,168,0,20645,John Senden,5.63,71,4.0
2013,169,0,24357,K.J. Choi,5.56,90,5.0
2013,169,0,28679,Fabián Gómez,5.56,72,4.0
2013,171,0,20766,Padraig Harrington,5.41,37,2.0
2013,172,0,30110,Kyle Stanley,5.0,100,5.0
2013,173,0,23325,Vaughn Taylor,4.88,41,2.0
2013,174,0,28310,Lee Williams,4.62,65,3.0
2013,175,0,25686,Jason Dufner,4.49,89,4.0
2013,175,0,19846,Brian Gay,4.49,89,4.0
2013,175,0,31560,Brian Stuard,4.49,89,4.0
2013,178,0,35139,Richard Lee,3.77,106,4.0
2013,179,0,20691,Greg Owen,3.57,84,3.0
2013,180,0,10423,Mike Weir,2.38,42,1.0
2014,1,0,6567,Vijay Singh,23.16,95,22.0
2014,2,0,28259,Sangmoon Bae,22.86,70,16.0
2014,3,0,21731,Freddie Jacobson,22.45,98,22.0
2014,4,0,12510,Chad Campbell,21.88,64,14.0
2014,5,0,27436,Graham DeLaet,21.36,103,22.0
2014,6,0,25572,Graeme McDowell,20.34,59,12.0
2014,7,0,27895,Jonas Blixt,20.0,50,10.0
2014,8,0,27214,Kevin Streelman,19.23,78,15.0
2014,9,0,24138,Ian Poulter,17.65,51,9.0
2014,9,0,24502,Adam Scott,17.65,68,12.0
2014,11,0,35539,Luke Guthrie,17.53,97,17.0
2014,12,0,26956,Bronson La'Cassie,17.5,40,7.0
2014,13,0,30927,Brendon Todd,17.24,116,20.0
2014,14,0,33418,Shawn Stefani,16.88,77,13.0
2014,15,0,26596,Ryan Moore,16.85,89,15.0
2014,16,0,29479,Scott Brown,16.83,101,17.0
2014,17,0,25900,Lucas Glover,16.39,61,10.0
2014,18,0,25364,Paul Casey,16.36,55,9.0
2014,18,0,23983,Luke Donald,16.36,55,9.0
2014,20,0,26300,Matt Jones,16.05,81,13.0
2014,21,0,33461,Morgan Hoffmann,16.04,106,17.0
2014,22,0,25834,Daniel Summerhays,15.94,138,22.0
2014,23,0,22046,Geoff Ogilvy,15.85,82,13.0
2014,24,0,24357,K.J. Choi,15.79,95,15.0
2014,24,0,29420,Billy Horschel,15.79,95,15.0
2014,26,0,34046,Jordan Spieth,15.74,108,17.0
2014,27,0,24361,Pat Perez,15.69,102,16.0
2014,28,0,6522,Ernie Els,15.66,83,13.0
2014,29,0,29289,S.Y. Noh,15.6,109,17.0
2014,30,0,23800,Bryce Molder,15.56,90,14.0
2014,30,0,29425,Andrew Svoboda,15.56,90,14.0
2014,32,0,29518,Brendan Steele,15.48,84,13.0
2014,33,0,31202,William McGirt,15.45,110,17.0
2014,34,0,27963,Chris Stroud,15.15,99,15.0
2014,35,0,23108,Matt Kuchar,15.13,119,18.0
2014,36,0,29221,Webb Simpson,15.0,100,15.0
2014,37,0,24846,Ricky Barnes,14.95,107,16.0
2014,38,0,34360,Patrick Reed,14.74,95,14.0
2014,39,0,32102,Rickie Fowler,14.63,82,12.0
2014,40,0,27644,Brian Harman,14.18,141,20.0
2014,41,0,25632,Jimmy Walker,14.14,99,14.0
2014,42,0,25396,Kevin Na,14.05,121,17.0
2014,43,0,26851,Marc Leishman,13.98,93,13.0
2014,44,0,20593,Greg Chalmers,13.92,79,11.0
2014,45,0,24781,Hunter Mahan,13.89,108,15.0
2014,46,0,34563,Chesson Hadley,13.86,101,14.0
2014,47,0,1706,Davis Love III,13.75,80,11.0
2014,48,0,22405,Justin Rose,13.7,73,10.0
2014,48,0,34431,Robert Streb,13.7,73,10.0
2014,50,0,30926,Chris Kirk,13.59,103,14.0
2014,51,0,26758,David Hearn,13.51,111,15.0
2014,52,0,20098,Stuart Appleby,13.4,97,13.0
2014,53,0,1810,Phil Mickelson,13.33,60,8.0
2014,53,0,32333,Kevin Tway,13.33,60,8.0
2014,55,0,27120,Troy Matteson,13.21,53,7.0
2014,56,0,33141,Keegan Bradley,13.19,91,12.0
2014,56,0,32150,Michael Thompson,13.19,91,12.0
2014,58,0,26331,Charl Schwartzel,13.11,61,8.0
2014,59,0,32366,Kevin Chappell,13.04,115,15.0
2014,60,0,27770,Camilo Villegas,13.01,123,16.0
2014,61,0,24490,George McNeill,12.94,85,11.0
2014,62,0,34098,Russell Henley,12.9,93,12.0
2014,63,0,28486,Michael Putnam,12.84,109,14.0
2014,64,0,25274,Steven Bowditch,12.77,94,12.0
2014,65,0,34261,Scott Langley,12.75,102,13.0
2014,66,0,31557,Jim Herman,12.73,55,7.0
2014,66,0,35300,Andrew Loupe,12.73,55,7.0
2014,68,0,31193,Jim Renner,12.7,63,8.0
2014,69,0,20229,Stewart Cink,12.63,95,12.0
2014,70,0,22621,Ben Curtis,12.5,80,10.0
2014,70,0,30750,Tommy Gainey,12.5,72,9.0
2014,70,0,34174,John Huh,12.5,88,11.0
2014,70,0,23320,Ryan Palmer,12.5,80,10.0
2014,70,0,25562,Andres Romero,12.5,80,10.0
2014,75,0,27141,J.B. Holmes,12.36,89,11.0
2014,75,0,28475,Jeff Overton,12.36,89,11.0
2014,77,0,32200,Roberto Castro,12.31,65,8.0
2014,78,0,29222,Billy Hurley III,12.22,90,11.0
2014,79,0,25720,Chad Collins,12.2,82,10.0
2014,79,0,22293,Heath Slocum,12.2,82,10.0
2014,81,0,27408,Martin Kaymer,12.12,66,8.0
2014,82,0,27933,John Merrick,12.04,108,13.0
2014,83,0,34021,Bud Cauley,11.94,67,8.0
2014,84,0,21961,Charles Howell III,11.9,126,15.0
2014,84,0,30944,Jason Kokrak,11.9,84,10.0
2014,84,0,23621,Rory Sabbatini,11.9,84,10.0
2014,84,0,27095,Nick Watney,11.9,84,10.0
2014,88,0,30852,Ryo Ishikawa,11.86,59,7.0
2014,89,0,25240,D.A. Points,11.84,76,9.0
2014,89,0,27064,Jhonattan Vegas,11.84,76,9.0
2014,91,0,26329,Louis Oosthuizen,11.63,43,5.0
2014,92,0,28500,Martin Flores,11.58,95,11.0
2014,92,0,23623,Bo Van Pelt,11.58,95,11.0
2014,94,0,23541,Ben Crane,11.54,104,12.0
2014,95,0,23135,Tim Clark,11.36,88,10.0
2014,96,0,31323,Gary Woodland,11.29,124,14.0
2014,97,0,25686,Jason Dufner,11.11,54,6.0
2014,97,0,29478,Kevin Kisner,11.11,99,11.0
2014,99,0,24358,Robert Garrigus,11.01,109,12.0
2014,100,0,27466,Spencer Levin,10.96,73,8.0
2014,101,0,20396,Lee Westwood,10.91,55,6.0
2014,102,0,20160,Charlie Wi,10.84,83,9.0
2014,103,0,23638,Brendon de Jonge,10.81,111,12.0
2014,104,0,24024,Zach Johnson,10.74,121,13.0
2014,105,0,20498,Briny Baird,10.71,56,6.0
2014,105,0,36689,Brooks Koepka,10.71,56,6.0
2014,107,0,30110,Kyle Stanley,10.68,103,11.0
2014,108,0,7867,Woody Austin,10.67,75,8.0
2014,109,0,20157,Retief Goosen,10.64,94,10.0
2014,110,0,23409,James Driscoll,10.53,57,6.0
2014,110,0,24912,Will MacKenzie,10.53,95,10.0
2014,112,0,31560,Brian Stuard,10.47,86,9.0
2014,113,0,32448,James Hahn,10.42,96,10.0
2014,114,0,30925,Dustin Johnson,10.34,58,6.0
2014,114,0,8075,Jerry Kelly,10.34,87,9.0
2014,114,0,34409,David Lingmerth,10.34,87,9.0
2014,114,0,22913,John Rollins,10.34,87,9.0
2014,114,0,27649,Brandt Snedeker,10.34,87,9.0
2014,119,0,32334,Charlie Beljan,10.31,97,10.0
2014,120,0,20104,Ken Duke,10.13,79,8.0
2014,120,0,26679,Kevin Stadler,10.13,79,8.0
2014,122,0,25191,Gonzalo Fernandez-Castaño,10.0,70,7.0
2014,122,0,24924,Bill Haas,10.0,120,12.0
2014,122,0,29461,Jamie Lovemark,10.0,50,5.0
2014,122,0,33413,Ben Martin,10.0,70,7.0
2014,126,0,21209,Sergio Garcia,9.84,61,6.0
2014,127,0,22371,Aaron Baddeley,9.76,82,8.0
2014,127,0,27936,Martin Laird,9.76,82,8.0
2014,129,0,10809,Jim Furyk,9.57,94,9.0
2014,129,0,25349,Tim Wilkinson,9.57,94,9.0
2014,131,0,2206,David Toms,9.46,74,7.0
2014,132,0,21878,Mark Wilson,9.41,85,8.0
2014,133,0,22378,Trevor Immelman,9.38,64,6.0
2014,133,0,10423,Mike Weir,9.38,64,6.0
2014,135,0,37273,Derek Ernst,9.33,75,7.0
2014,135,0,35139,Richard Lee,9.33,75,7.0
2014,137,0,21753,Brian Davis,9.09,99,9.0
2014,137,0,12716,Charley Hoffman,9.09,99,9.0
2014,137,0,27330,Josh Teater,9.09,99,9.0
2014,140,0,25444,Justin Hicks,9.02,122,11.0
2014,141,0,23353,J.J. Henry,9.0,100,9.0
2014,142,0,24494,Erik Compton,8.79,91,8.0
2014,143,0,20848,Ángel Cabrera,8.64,81,7.0
2014,144,0,32640,Troy Merritt,8.57,70,6.0
2014,145,0,1724,Jeff Maggert,8.47,59,5.0
2014,146,0,19846,Brian Gay,8.43,83,7.0
2014,147,0,10860,Justin Leonard,8.33,72,6.0
2014,147,0,26289,Boo Weekley,8.33,84,7.0
2014,149,0,21528,Henrik Stenson,8.2,61,5.0
2014,150,0,25345,Carl Pettersson,8.16,98,8.0
2014,151,0,28307,Matt Every,8.14,86,7.0
2014,152,0,24140,Sean O'Hair,8.0,75,6.0
2014,153,0,26951,Johnson Wagner,7.94,63,5.0
2014,154,0,24663,Y.E. Yang,7.79,77,6.0
2014,155,0,29926,Danny Lee,7.78,90,7.0
2014,156,0,33122,Russell Knox,7.69,130,10.0
2014,157,0,28780,Nicholas Thompson,7.61,92,7.0
2014,158,0,34099,Harris English,7.55,106,8.0
2014,159,0,33419,Cameron Tringale,7.26,124,9.0
2014,160,0,28132,Tyrone Van Aswegen,7.14,84,6.0
2014,161,0,28092,D.H. Lee,6.78,59,4.0
2014,162,0,10885,Robert Allenby,6.67,105,7.0
2014,162,0,29740,Brad Fritsch,6.67,60,4.0
2014,164,0,34264,Hudson Swafford,6.58,76,5.0
2014,165,0,32839,Hideki Matsuyama,6.45,93,6.0
2014,165,0,28237,Rory McIlroy,6.45,62,4.0
2014,165,0,35732,Wes Roach,6.45,62,4.0
2014,168,0,29535,Brice Garnett,6.25,96,6.0
2014,169,0,27556,Ted Potter Jr.,6.17,81,5.0
2014,170,0,24925,Jonathan Byrd,6.15,65,4.0
2014,171,0,20645,John Senden,5.98,117,7.0
2014,172,0,35541,John Peterson,5.63,71,4.0
2014,173,0,25804,Bubba Watson,5.41,74,4.0
2014,174,0,28089,Jason Day,5.13,39,2.0
2014,175,0,24507,Jason Bohn,3.88,103,4.0
2014,176,0,30692,Scott Stallings,3.75,80,3.0
2014,177,0,34265,Will Wilcox,3.64,55,2.0
2022,1,0,27770,Camilo Villegas,23.33,60,14.0
2022,2,0,48699,Callum Tarren,22.97,74,17.0
2022,3,0,46601,Trey Mullinax,21.92,73,16.0
2022,4,0,45486,Joaquin Niemann,20.55,73,15.0
2022,5,0,19803,Ryan Armour,20.0,55,11.0
2022,6,0,46046,Scottie Scheffler,19.35,93,18.0
2022,7,0,37212,Paul Barjon,19.05,84,16.0
2022,8,0,56278,Matthew Wolff,18.92,37,7.0
2022,9,0,33204,Shane Lowry,18.46,65,12.0
2022,10,0,33490,Bo Hoag,18.37,49,9.0
2022,11,0,35461,Beau Hossler,18.18,77,14.0
2022,11,0,29221,Webb Simpson,18.18,66,12.0
2022,11,0,10381,Curtis Thompson,18.18,44,8.0
2022,14,0,48822,Sebastián Muñoz,18.09,94,17.0
2022,15,0,24502,Adam Scott,17.86,84,15.0
2022,16,0,51950,Max McGreevy,17.65,68,12.0
2022,17,0,39971,Sungjae Im,17.54,114,20.0
2022,18,0,36884,Ben Kohles,17.46,63,11.0
2022,19,0,48117,Kurt Kitayama,17.39,69,12.0
2022,20,0,25198,Francesco Molinari,17.31,52,9.0
2022,21,0,32150,Michael Thompson,17.24,87,15.0
2022,22,0,35449,Adam Long,17.09,117,20.0
2022,23,0,34363,Tyrrell Hatton,16.67,48,8.0
2022,23,0,24138,Ian Poulter,16.67,42,7.0
2022,23,0,23621,Rory Sabbatini,16.67,60,10.0
2022,26,0,47529,Mito Pereira,16.49,97,16.0
2022,27,0,35310,Lanto Griffin,16.46,79,13.0
2022,27,0,33597,Harry Higgs,16.46,79,13.0
2022,29,0,34264,Hudson Swafford,16.39,61,10.0
2022,30,0,46442,Maverick McNealy,16.3,92,15.0
2022,31,0,29478,Kevin Kisner,16.13,62,10.0
2022,31,0,52374,Brandon Wu,16.13,62,10.0
2022,33,0,57366,Cameron Young,16.09,87,14.0
2022,34,0,26300,Matt Jones,16.07,56,9.0
2022,35,0,32333,Kevin Tway,16.05,81,13.0
2022,36,0,46970,Jon Rahm,16.0,75,12.0
2022,37,0,23325,Vaughn Taylor,15.91,44,7.0
2022,38,0,31646,Emiliano Grillo,15.84,101,16.0
2022,39,0,34610,Matthias Schwab,15.79,76,12.0
2022,40,0,47983,Chad Ramey,15.71,70,11.0
2022,41,0,51890,Greyson Sigg,15.69,102,16.0
2022,42,0,32816,Satoshi Kodaira,15.38,52,8.0
2022,42,0,28237,Rory McIlroy,15.38,65,10.0
2022,44,0,40115,Adam Svensson,15.32,111,17.0
2022,45,0,32791,K.H. Lee,15.31,98,15.0
2022,46,0,35450,Patrick Cantlay,15.28,72,11.0
2022,46,0,48081,Xander Schauffele,15.28,72,11.0
2022,48,0,46402,Talor Gooch,15.25,59,9.0
2022,49,0,47993,Denny McCarthy,15.2,125,19.0
2022,50,0,33486,Roger Sloan,15.19,79,12.0
2022,51,0,55708,Hayden Buckley,15.18,112,17.0
2022,52,0,48887,Matt Wallace,15.15,66,10.0
2022,53,0,33141,Keegan Bradley,15.0,80,12.0
2022,53,0,32366,Kevin Chappell,15.0,60,9.0
2022,53,0,34431,Robert Streb,15.0,100,15.0
2022,56,0,47483,Will Zalatoris,14.93,67,10.0
2022,57,0,30692,Scott Stallings,14.85,101,15.0
2022,58,0,35506,Mackenzie Hughes,14.81,81,12.0
2022,58,0,28114,Dawie van der Walt,14.81,54,8.0
2022,58,0,37189,Harold Varner III,14.81,81,12.0
2022,61,0,27895,Jonas Blixt,14.75,61,9.0
2022,61,0,54628,Lee Hodges,14.75,122,18.0
2022,61,0,29289,S.Y. Noh,14.75,61,9.0
2022,61,0,47128,Richy Werenski,14.75,61,9.0
2022,65,0,24980,Scott Gutschewski,14.71,68,10.0
2022,66,0,46435,Austin Cook,14.67,75,11.0
2022,66,0,27129,Luke List,14.67,75,11.0
2022,68,0,30927,Brendon Todd,14.63,82,12.0
2022,69,0,37455,Si Woo Kim,14.55,110,16.0
2022,70,0,27064,Jhonattan Vegas,14.49,69,10.0
2022,71,0,30978,Kiradech Aphibarnrat,14.29,42,6.0
2022,71,0,47504,Sam Burns,14.29,91,13.0
2022,71,0,29974,Branden Grace,14.29,56,8.0
2022,71,0,36852,Jim Knous,14.29,42,6.0
2022,71,0,31420,Anirban Lahiri,14.29,70,10.0
2022,71,0,51634,Sahith Theegala,14.29,98,14.0
2022,77,0,29725,Tony Finau,14.16,113,16.0
2022,77,0,34466,Peter Malnati,14.16,113,16.0
2022,79,0,29535,Brice Garnett,14.1,78,11.0
2022,79,0,46717,Viktor Hovland,14.1,78,11.0
2022,81,0,50525,Collin Morikawa,14.04,57,8.0
2022,82,0,46550,Brandon Hagy,13.85,65,9.0
2022,83,0,33419,Cameron Tringale,13.79,87,12.0
2022,84,0,39977,Max Homa,13.68,95,13.0
2022,85,0,45540,Jared Wolfe,13.64,66,9.0
2022,86,0,26851,Marc Leishman,13.43,67,9.0
2022,87,0,28252,Seamus Power,13.33,90,12.0
2022,87,0,27139,David Skinns,13.33,60,8.0
2022,89,0,21961,Charles Howell III,13.25,83,11.0
2022,89,0,27974,Sung Kang,13.25,83,11.0
2022,91,0,40006,Erik van Rooyen,13.24,68,9.0
2022,92,0,36699,Patrick Rodgers,13.19,91,12.0
2022,93,0,35617,Martin Trainer,13.11,61,8.0
2022,94,0,36799,Stephan Jaeger,13.04,92,12.0
2022,95,0,27936,Martin Laird,13.0,100,13.0
2022,96,0,49947,Taylor Moore,12.93,116,15.0
2022,97,0,36326,David Lipsky,12.75,102,13.0
2022,98,0,36871,Matthew NeSmith,12.73,110,14.0
2022,98,0,54783,Dylan Wu,12.73,55,7.0
2022,100,0,45526,Abraham Ancer,12.5,72,9.0
2022,100,0,36689,Brooks Koepka,12.5,56,7.0
2022,102,0,29970,Dylan Frittelli,12.35,81,10.0
2022,103,0,50095,Austin Smotherman,12.24,98,12.0
2022,104,0,27095,Nick Watney,12.16,74,9.0
2022,105,0,24361,Pat Perez,12.12,66,8.0
2022,106,0,46340,Alex Smalley,12.04,108,13.0
2022,107,0,27649,Brandt Snedeker,12.0,50,6.0
2022,108,0,51766,Wyndham Clark,11.96,92,11.0
2022,109,0,30944,Jason Kokrak,11.76,68,8.0
2022,110,0,33448,Justin Thomas,11.69,77,9.0
2022,111,0,37275,Sam Ryder,11.58,95,11.0
2022,111,0,49960,Sepp Straka,11.58,95,11.0
2022,113,0,34046,Jordan Spieth,11.49,87,10.0
2022,114,0,34098,Russell Henley,11.39,79,9.0
2022,114,0,31323,Gary Woodland,11.39,79,9.0
2022,116,0,25686,Jason Dufner,11.36,44,5.0
2022,117,0,23983,Luke Donald,11.27,71,8.0
2022,118,0,32640,Troy Merritt,11.22,98,11.0
2022,119,0,45522,Christiaan Bezuidenhout,11.11,81,9.0
2022,119,0,32839,Hideki Matsuyama,11.11,81,9.0
2022,121,0,49771,J.T. Poston,11.01,109,12.0
2022,122,0,25900,Lucas Glover,10.85,129,14.0
2022,123,0,20229,Stewart Cink,10.84,83,9.0
2022,124,0,49298,Kramer Hickok,10.81,111,12.0
2022,124,0,22056,Cameron Percy,10.81,37,4.0
2022,126,0,40162,Justin Lower,10.77,65,7.0
2022,127,0,22405,Justin Rose,10.71,56,6.0
2022,128,0,34563,Chesson Hadley,10.47,86,9.0
2022,129,0,36801,Mark Hubbard,10.45,67,7.0
2022,130,0,47995,Davis Riley,10.43,115,12.0
2022,131,0,53165,Doc Redman,10.26,78,8.0
2022,132,0,39546,Keith Mitchell,10.2,98,10.0
2022,133,0,34256,Andrew Putnam,10.19,108,11.0
2022,134,0,31560,Brian Stuard,10.1,99,10.0
