YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
2012,81,0,24924,Bill Haas,0.56,44,78
2012,81,0,29420,Billy Horschel,0.56,33,59
2012,81,0,28237,Rory McIlroy,0.56,30,54
2012,88,0,29910,Blake Adams,0.55,59,107
2012,88,0,20104,Ken Duke,0.55,57,104
2012,88,0,30750,Tommy Gainey,0.55,54,98
2012,88,0,34174,John Huh,0.55,54,99
2012,88,0,26300,Matt Jones,0.55,29,53
2012,88,0,30711,Colt Knost,0.55,42,77
2012,88,0,1941,Tom Pernice Jr.,0.55,32,58
2012,95,0,32200,Roberto Castro,0.54,49,90
2012,95,0,34021,Bud Cauley,0.54,53,99
2012,95,0,21961,Charles Howell III,0.54,53,98
2012,95,0,29926,Danny Lee,0.54,38,70
2012,95,0,1724,Jeff Maggert,0.54,45,83
2012,95,0,27060,John Mallinger,0.54,38,70
2012,95,0,1810,Phil Mickelson,0.54,43,79
2012,95,0,27302,Garth Mulroy,0.54,31,57
2012,95,0,22405,Justin Rose,0.54,37,68
2012,95,0,25892,Steve Wheatcroft,0.54,28,52
2012,105,0,23542,Tommy Biershenk,0.53,38,72
2012,105,0,6522,Ernie Els,0.53,41,78
2012,105,0,27797,Derek Lamely,0.53,34,64
2012,105,0,22046,Geoff Ogilvy,0.53,38,72
2012,105,0,2206,David Toms,0.53,31,58
2012,110,0,20848,Ángel Cabrera,0.52,28,54
2012,110,0,23638,Brendon de Jonge,0.52,60,115
2012,110,0,26758,David Hearn,0.52,49,95
2012,110,0,12782,Tim Herron,0.52,46,88
2012,110,0,24361,Pat Perez,0.52,41,79
2012,110,0,26679,Kevin Stadler,0.52,42,81
2012,116,0,24494,Erik Compton,0.51,39,77
2012,116,0,8075,Jerry Kelly,0.51,43,84
2012,116,0,24490,George McNeill,0.51,43,85
2012,116,0,25834,Daniel Summerhays,0.51,41,81
2012,116,0,30927,Brendon Todd,0.51,38,74
2012,116,0,8793,Tiger Woods,0.51,34,67
2012,122,0,27644,Brian Harman,0.5,50,101
2012,123,0,24507,Jason Bohn,0.49,38,77
2012,123,0,1116,Michael Bradley,0.49,31,63
2012,123,0,24357,K.J. Choi,0.49,34,70
2012,123,0,6251,Chris DiMarco,0.49,40,81
2012,123,0,29222,Billy Hurley III,0.49,33,68
2012,123,0,26329,Louis Oosthuizen,0.49,31,63
2012,123,0,20572,Rod Pampling,0.49,41,84
2012,123,0,20645,John Senden,0.49,38,78
2012,123,0,23325,Vaughn Taylor,0.49,39,79
2012,123,0,32150,Michael Thompson,0.49,39,80
2012,133,0,20098,Stuart Appleby,0.48,34,71
2012,133,0,21407,Arjun Atwal,0.48,36,75
2012,133,0,24604,Hunter Haas,0.48,31,65
2012,133,0,23353,J.J. Henry,0.48,43,89
2012,133,0,1706,Davis Love III,0.48,31,64
2012,133,0,23623,Bo Van Pelt,0.48,40,83
2012,133,0,24663,Y.E. Yang,0.48,30,62
2012,140,0,20070,Matt Bettencourt,0.47,36,76
2012,140,0,23135,Tim Clark,0.47,28,60
2012,140,0,24940,Edward Loar,0.47,27,57
2012,140,0,23320,Ryan Palmer,0.47,38,81
2012,140,0,27214,Kevin Streelman,0.47,42,89
2012,140,0,27963,Chris Stroud,0.47,40,86
2012,140,0,25804,Bubba Watson,0.47,31,66
2012,147,0,1249,John Daly,0.46,21,46
2012,147,0,20766,Padraig Harrington,0.46,29,63
2012,147,0,1797,Rocco Mediate,0.46,31,68
2012,147,0,29221,Webb Simpson,0.46,35,76
2012,151,0,30925,Dustin Johnson,0.45,30,67
2012,151,0,31558,J.J. Killeen,0.45,44,97
2012,151,0,24781,Hunter Mahan,0.45,37,82
2012,154,0,22371,Aaron Baddeley,0.44,32,72
2012,154,0,30852,Ryo Ishikawa,0.44,23,52
2012,154,0,24024,Zach Johnson,0.44,41,94
2012,154,0,28475,Jeff Overton,0.44,44,101
2012,154,0,25632,Jimmy Walker,0.44,44,101
2012,159,0,23800,Bryce Molder,0.43,34,79
2012,159,0,29289,S.Y. Noh,0.43,43,101
2012,161,0,21753,Brian Davis,0.42,38,91
2012,161,0,35139,Richard Lee,0.42,28,67
2012,161,0,27466,Spencer Levin,0.42,33,79
2012,164,0,28500,Martin Flores,0.41,39,95
2012,164,0,33122,Russell Knox,0.41,28,68
2012,164,0,26331,Charl Schwartzel,0.41,22,54
2012,164,0,27649,Brandt Snedeker,0.41,32,78
2012,168,0,6034,Marco Dawson,0.4,23,58
2012,168,0,31202,William McGirt,0.4,38,96
2012,168,0,20160,Charlie Wi,0.4,34,86
2012,171,0,23409,James Driscoll,0.39,32,83
2012,171,0,25572,Graeme McDowell,0.39,21,54
2012,171,0,24138,Ian Poulter,0.39,22,56
2012,171,0,6527,Steve Stricker,0.39,27,70
2012,175,0,20850,Daniel Chopra,0.38,20,53
2012,175,0,22961,David Mathis,0.38,31,81
2012,175,0,25396,Kevin Na,0.38,30,79
2012,175,0,10213,Dicky Pride,0.38,22,58
2012,179,0,11123,Chris Couch,0.37,22,59
2012,179,0,23108,Matt Kuchar,0.37,30,82
2012,181,0,1320,Bob Estes,0.36,28,78
2012,181,0,25345,Carl Pettersson,0.36,33,92
2012,183,0,6573,Brandt Jobe,0.35,20,57
2012,184,0,23983,Luke Donald,0.34,21,62
2012,184,0,21209,Sergio Garcia,0.34,19,56
2012,186,0,27895,Jonas Blixt,0.33,24,72
2012,187,0,20593,Greg Chalmers,0.32,28,87
2012,187,0,22621,Ben Curtis,0.32,20,62
2012,189,0,10809,Jim Furyk,0.31,26,84
2012,190,0,29478,Kevin Kisner,0.29,19,65
2012,191,0,19846,Brian Gay,0.26,23,87
1993,1,0,6006,JC Anderson,0.96,73,76
1993,2,0,1930,Eddie Pearce,0.95,59,62
1993,3,0,1564,David Jackson,0.9,78,87
1993,4,0,6401,Marty Schiene,0.85,53,62
1993,5,0,6599,John Elliott,0.82,63,77
1993,5,0,1469,Dan Halldorson,0.82,65,79
1993,7,0,1934,Dave Peege,0.81,46,57
1993,8,0,1724,Jeff Maggert,0.79,70,89
1993,8,0,1958,Dan Pohl,0.79,41,52
1993,10,0,6284,Jim Hallet,0.78,70,90
1993,10,0,6136,Mike Schuchart,0.78,56,72
1993,12,0,1191,Barry Cheesman,0.76,66,87
1993,13,0,2206,David Toms,0.75,62,83
1993,14,0,6144,John Dowdall,0.74,40,54
1993,15,0,1891,David Ogrin,0.73,67,92
1993,15,0,2201,Jim Thorpe,0.73,41,56
1993,17,0,7569,Mark Carnevale,0.72,68,94
1993,17,0,2218,Ted Tryba,0.72,68,94
1993,19,0,1218,Jeff Cook,0.71,59,83
1993,19,0,1323,Brad Fabel,0.71,58,82
1993,19,0,1533,P.H. Horgan III,0.71,62,87
1993,19,0,1771,Blaine McCallister,0.71,62,87
1993,19,0,1938,David Peoples,0.71,58,82
1993,19,0,1975,Tom Purtzer,0.71,40,56
1993,19,0,10795,Neale Smith,0.71,40,56
1993,26,0,1249,John Daly,0.69,49,71
1993,26,0,1390,Buddy Gardner,0.69,45,65
1993,26,0,2245,Grant Waite,0.69,61,89
1993,29,0,6034,Marco Dawson,0.68,71,104
1993,29,0,10207,Jimmy Johnston,0.68,47,69
1993,29,0,2100,Tim Simpson,0.68,57,84
1993,32,0,1887,Mark O'Meara,0.67,57,85
1993,32,0,2190,Doug Tewell,0.67,42,63
1993,32,0,2214,Kirk Triplett,0.67,61,91
1993,35,0,1550,Ed Humenik,0.66,61,93
1993,35,0,6332,Neal Lancaster,0.66,66,100
1993,35,0,1797,Rocco Mediate,0.66,57,87
1993,35,0,8759,Tad Rhyan,0.66,52,79
1993,39,0,6086,Russell Beiersdorf,0.65,64,99
1993,39,0,1201,Lennie Clements,0.65,52,80
1993,39,0,6247,David Delong,0.65,34,52
1993,39,0,1374,Robin Freeman,0.65,56,86
1993,39,0,1388,Robert Gamez,0.65,52,80
1993,44,0,1200,Keith Clearwater,0.64,66,103
1993,44,0,1766,Billy Mayfair,0.64,70,109
1993,44,0,1971,Dillard Pruitt,0.64,55,86
1993,44,0,2321,Fuzzy Zoeller,0.64,45,70
1993,48,0,1014,Fulton Allem,0.63,57,90
1993,48,0,1035,Tommy Armour III,0.63,35,56
1993,48,0,1060,Dave Barr,0.63,59,94
1993,48,0,1185,Brandel Chamblee,0.63,52,83
1993,48,0,2049,Gene Sauers,0.63,59,94
1993,48,0,2217,Dennis Trixler,0.63,52,82
1993,48,0,2224,Greg Twiggs,0.63,56,89
1993,55,0,1116,Michael Bradley,0.62,49,79
1993,55,0,1408,Kelly Gibson,0.62,63,101
1993,55,0,6617,Brian Henninger,0.62,55,89
1993,55,0,6128,Steve Lamontagne,0.62,60,97
1993,55,0,2090,Tom Sieckmann,0.62,59,95
1993,60,0,1049,Ian Baker-Finch,0.61,37,61
1993,60,0,1468,Gary Hallberg,0.61,55,90
1993,60,0,1846,Jodie Mudd,0.61,36,59
1993,60,0,1946,Peter Persons,0.61,55,90
1993,60,0,2170,Hal Sutton,0.61,52,85
1993,65,0,1284,Mike Donald,0.6,55,92
1993,65,0,6058,John Flannery,0.6,61,102
1993,65,0,1435,Wayne Grady,0.6,31,52
1993,65,0,6044,Scott Gump,0.6,55,91
1993,65,0,1607,Brian Kamm,0.6,51,85
1993,65,0,1690,Bruce Lietzke,0.6,30,50
1993,65,0,1715,Mark Lye,0.6,39,65
1993,65,0,8045,Perry Moss,0.6,51,85
1993,65,0,2180,Harry Taylor,0.6,52,87
1993,65,0,2255,Denis Watson,0.6,37,62
1993,75,0,6197,Michael Allen,0.59,49,83
1993,75,0,1068,Andy Bean,0.59,36,61
1993,75,0,1093,Ronnie Black,0.59,51,87
1993,75,0,1261,Jay Delsing,0.59,58,99
1993,75,0,1282,Trevor Dodds,0.59,48,82
1993,75,0,1381,Fred Funk,0.59,68,115
1993,75,0,6566,Jaime Gomez,0.59,50,85
1993,75,0,6643,Paul Goydos,0.59,55,94
1993,75,0,1444,Ken Green,0.59,35,59
1993,75,0,1510,Nolan Henke,0.59,55,93
1993,75,0,1723,Andrew Magee,0.59,44,74
1993,75,0,1761,Len Mattiace,0.59,46,78
1993,87,0,1161,Mark Calcavecchia,0.58,55,95
1993,87,0,1288,Ed Dougherty,0.58,64,110
1993,87,0,1527,Scott Hoch,0.58,53,92
1993,87,0,1549,Mike Hulbert,0.58,58,100
1993,87,0,1619,Skip Kendall,0.58,56,96
1993,87,0,1783,Mark McCumber,0.58,45,77
1993,87,0,1864,Larry Nelson,0.58,32,55
1993,87,0,2007,Larry Rinker,0.58,43,74
1993,95,0,1810,Phil Mickelson,0.57,41,72
1993,95,0,1890,Brett Ogle,0.57,32,56
1993,95,0,1945,Kenny Perry,0.57,52,91
1993,95,0,2033,Dave Rummells,0.57,45,79
1993,95,0,2246,Duffy Waldorf,0.57,45,79
1993,100,0,1143,Brad Bryant,0.56,57,101
1993,100,0,1157,Tom Byrum,0.56,42,75
1993,100,0,10195,Tim Conley,0.56,35,62
1993,100,0,1307,Joel Edwards,0.56,50,89
1993,100,0,1385,Jim Gallagher Jr.,0.56,50,89
1993,100,0,1577,Lee Janzen,0.56,52,93
1993,100,0,5319,Gene Jones,0.56,32,57
1993,100,0,1725,John Mahaffey,0.56,40,72
1993,100,0,2135,Mike Standly,0.56,52,93
1993,109,0,1320,Bob Estes,0.55,53,97
1993,109,0,1353,Bruce Fleisher,0.55,48,88
1993,109,0,1755,Dick Mast,0.55,47,86
1993,109,0,8553,Lee Porter,0.55,28,51
1993,113,0,1346,Ed Fiori,0.54,51,95
1993,113,0,6012,Greg Kraft,0.54,39,72
1993,113,0,1648,Billy Kratzert,0.54,28,52
1993,113,0,1659,Massy Kuramoto,0.54,33,61
1993,117,0,1024,Billy Andrade,0.53,49,92
1993,117,0,1132,Mark Brooks,0.53,50,95
1993,117,0,6691,Greg Cesario,0.53,33,62
1993,117,0,1306,David Edwards,0.53,41,77
1993,117,0,6575,Dudley Hart,0.53,48,91
1993,117,0,2225,Howard Twitty,0.53,48,91
1993,117,0,2303,Robert Wrenn,0.53,43,81
1993,124,0,1682,Wayne Levi,0.52,39,75
1993,124,0,1926,Steve Pate,0.52,46,88
1993,124,0,2294,Willie Wood,0.52,40,77
1993,127,0,1378,David Frost,0.51,37,73
1993,127,0,1414,Bob Gilder,0.51,40,78
1993,127,0,1633,Tom Kite,0.51,35,68
1993,127,0,2241,Bobby Wadkins,0.51,33,65
1993,127,0,2242,Lanny Wadkins,0.51,36,70
1993,127,0,2279,Mark Wiebe,0.51,46,90
1993,133,0,1072,Chip Beck,0.5,44,88
1993,133,0,1457,Jay Haas,0.5,55,111
1993,133,0,1495,Morris Hatalsky,0.5,30,60
1993,133,0,2111,Mike Smith,0.5,45,90
1993,137,0,6124,Patrick Burke,0.49,28,57
1993,137,0,1248,Rick Dalpos,0.49,34,70
1993,137,0,1418,Bill Glasson,0.49,37,76
1993,137,0,2131,Mike Springer,0.49,40,81
1993,137,0,2133,Craig Stadler,0.49,39,79
1993,137,0,6589,Jeff Woodland,0.49,38,78
1993,143,0,1226,Fred Couples,0.48,34,71
1993,143,0,1313,Steve Elkington,0.48,42,88
1993,143,0,1443,Hubert Green,0.48,26,54
1993,143,0,6090,Jim McGovern,0.48,56,117
1993,143,0,1920,Craig Parry,0.48,35,73
1993,148,0,1361,Dan Forsman,0.47,41,87
1993,148,0,1849,Bill Murchison,0.47,25,53
1993,148,0,2185,Lance Ten Broeck,0.47,46,97
1993,148,0,2298,Jim Woodward,0.47,24,51
1993,152,0,1196,Brian Claar,0.46,49,107
1993,152,0,1197,Bobby Clampett,0.46,25,54
1993,152,0,1557,John Inman,0.46,45,97
1993,152,0,2101,Joey Sindelar,0.46,33,71
1993,152,0,2223,Bob Tway,0.46,31,67
1993,152,0,2256,Tom Watson,0.46,26,56
1993,158,0,1006,John Adams,0.45,41,92
1993,158,0,1129,Bill Britton,0.45,40,88
1993,158,0,1706,Davis Love III,0.45,45,99
1993,158,0,1707,Steve Lowery,0.45,49,108
1993,158,0,1736,Roger Maltbie,0.45,26,58
1993,158,0,2104,Jeff Sluman,0.45,44,97
1993,164,0,1203,Russ Cochran,0.44,41,94
1993,164,0,1569,Peter Jacobsen,0.44,35,79
1993,164,0,1928,Corey Pavin,0.44,40,91
1993,167,0,1701,Bob Lohr,0.43,36,84
1993,167,0,2067,Ted Schulz,0.43,41,95
1993,167,0,2267,D.A. Weibring,0.43,32,74
1993,170,0,1096,Phil Blackmar,0.42,37,89
1993,170,0,1098,Jay Don Blake,0.42,33,78
1993,170,0,1968,Nick Price,0.42,29,69
1993,170,0,2010,Loren Roberts,0.42,40,95
1993,174,0,1553,John Huston,0.41,45,111
1993,174,0,1677,Tom Lehman,0.41,39,94
1993,176,0,1329,Brad Faxon,0.4,34,84
1993,176,0,2146,Payne Stewart,0.4,38,94
1993,178,0,1331,Rick Fehr,0.39,38,97
1993,178,0,1475,Donnie Hammond,0.39,32,83
1993,180,0,2322,Richard Zokol,0.38,28,73
1993,181,0,1559,Hale Irwin,0.37,25,67
1993,182,0,1219,John Cook,0.36,30,84
1993,183,0,1042,Paul Azinger,0.35,28,80
1993,184,0,2159,Curtis Strange,0.34,27,79
1993,185,0,2099,Scott Simpson,0.33,26,78
1993,186,0,1876,Greg Norman,0.28,15,54
1993,187,0,1235,Ben Crenshaw,0.27,19,70
1993,187,0,1837,Gil Morgan,0.27,23,85
1993,189,0,1823,Larry Mize,0.26,20,76
1994,1,0,7781,Ty Armstrong,1.05,62,59
1994,2,0,1408,Kelly Gibson,0.87,81,93
1994,3,0,6591,Rocky Walcher,0.84,54,64
1994,4,0,1133,Billy Ray Brown,0.82,46,56
1994,5,0,10213,Dicky Pride,0.81,60,74
1994,5,0,1975,Tom Purtzer,0.81,55,68
1994,7,0,6251,Chris DiMarco,0.8,69,86
1994,7,0,2224,Greg Twiggs,0.8,51,64
1994,9,0,12661,Todd Barranger,0.79,53,67
1994,10,0,1156,Curt Byrum,0.77,62,81
1994,10,0,7569,Mark Carnevale,0.77,66,86
1994,12,0,1986,Joey Rassett,0.76,54,71
1994,13,0,6575,Dudley Hart,0.75,61,81
1994,14,0,1388,Robert Gamez,0.74,56,76
1994,15,0,1288,Ed Dougherty,0.73,72,98
1994,15,0,1971,Dillard Pruitt,0.73,64,88
1994,15,0,8375,Paul Stankowski,0.73,56,77
1994,18,0,1361,Dan Forsman,0.72,49,68
1994,19,0,1330,David Feherty,0.71,48,68
1994,19,0,8337,Mike Heinen,0.71,56,79
1994,19,0,1629,Eddie Kirby,0.71,37,52
1994,19,0,2170,Hal Sutton,0.71,69,97
1994,23,0,1014,Fulton Allem,0.7,57,82
1994,23,0,6197,Michael Allen,0.7,69,98
1994,23,0,6214,Guy Boros,0.7,65,93
1994,23,0,6809,Bob Burns,0.7,48,69
1994,23,0,1927,Dennis Paulson,0.7,54,77
1994,23,0,7101,Dave Stockton Jr.,0.7,63,90
1994,29,0,1096,Phil Blackmar,0.69,46,67
1994,30,0,1374,Robin Freeman,0.68,62,91
1994,30,0,1607,Brian Kamm,0.68,64,94
1994,30,0,6140,Sean Murphy,0.68,58,85
1994,33,0,1725,John Mahaffey,0.67,50,75
1994,34,0,1682,Wayne Levi,0.66,55,83
1994,34,0,6567,Vijay Singh,0.66,44,67
1994,34,0,2245,Grant Waite,0.66,46,70
1994,37,0,6034,Marco Dawson,0.65,55,85
1994,37,0,1938,David Peoples,0.65,57,88
1994,37,0,2131,Mike Springer,0.65,55,84
1994,40,0,1392,Tom Garner,0.64,36,56
1994,40,0,2321,Fuzzy Zoeller,0.64,47,73
1994,42,0,1006,John Adams,0.63,51,81
1994,42,0,1139,Olin Browne,0.63,57,91
1994,42,0,6657,Steve Rintoul,0.63,50,80
1994,42,0,2201,Jim Thorpe,0.63,48,76
1994,46,0,6128,Steve Lamontagne,0.62,49,79
1994,46,0,2090,Tom Sieckmann,0.62,49,79
1994,48,0,1307,Joel Edwards,0.61,52,85
1994,48,0,6090,Jim McGovern,0.61,58,95
1994,48,0,6062,Charles Raulerson,0.61,38,62
1994,51,0,1060,Dave Barr,0.6,56,94
1994,51,0,1200,Keith Clearwater,0.6,53,89
1994,51,0,1891,David Ogrin,0.6,54,90
1994,51,0,6078,Esteban Toledo,0.6,47,78
1994,51,0,2267,D.A. Weibring,0.6,38,63
1994,56,0,6609,Rob Boldt,0.59,35,59
1994,56,0,1306,David Edwards,0.59,48,82
1994,56,0,1414,Bob Gilder,0.59,48,82
1994,56,0,1444,Ken Green,0.59,51,86
1994,56,0,1468,Gary Hallberg,0.59,46,78
1994,56,0,6350,Bob May,0.59,46,78
1994,62,0,6332,Neal Lancaster,0.58,55,95
1994,62,0,6016,Brad Lardon,0.58,32,55
1994,62,0,2206,David Toms,0.58,53,92
1994,65,0,1266,Clark Dennis,0.57,56,98
1994,65,0,1381,Fred Funk,0.57,60,105
1994,65,0,2007,Larry Rinker,0.57,42,74
1994,65,0,2033,Dave Rummells,0.57,57,100
1994,65,0,2101,Joey Sindelar,0.57,37,65
1994,65,0,2190,Doug Tewell,0.57,48,84
1994,65,0,2241,Bobby Wadkins,0.57,38,67
1994,65,0,6589,Jeff Woodland,0.57,47,83
1994,73,0,1093,Ronnie Black,0.56,45,80
1994,73,0,1261,Jay Delsing,0.56,49,88
1994,73,0,1418,Bill Glasson,0.56,42,75
1994,73,0,1690,Bruce Lietzke,0.56,33,59
1994,73,0,2135,Mike Standly,0.56,52,93
1994,73,0,2218,Ted Tryba,0.56,60,108
1994,73,0,2225,Howard Twitty,0.56,49,88
1994,80,0,1724,Jeff Maggert,0.55,48,88
1994,80,0,1766,Billy Mayfair,0.55,54,99
1994,80,0,12660,Jesper Parnevik,0.55,31,56
1994,80,0,2230,Stan Utley,0.55,40,73
1994,80,0,2246,Duffy Waldorf,0.55,44,80
1994,80,0,2294,Willie Wood,0.55,42,77
1994,86,0,1161,Mark Calcavecchia,0.54,45,84
1994,86,0,1550,Ed Humenik,0.54,48,89
1994,86,0,1569,Peter Jacobsen,0.54,37,68
1994,86,0,1783,Mark McCumber,0.54,41,76
1994,86,0,2167,Mike Sullivan,0.54,38,71
1994,86,0,2256,Tom Watson,0.54,29,54
1994,92,0,6020,Steve Brodie,0.53,45,85
1994,92,0,1196,Brian Claar,0.53,52,99
1994,92,0,8931,Glen Day,0.53,50,94
1994,92,0,1313,Steve Elkington,0.53,33,62
1994,92,0,1723,Andrew Magee,0.53,47,89
1994,92,0,1968,Nick Price,0.53,32,60
1994,92,0,2095,Larry Silveira,0.53,41,77
1994,92,0,6791,Mark Wurtz,0.53,43,81
1994,100,0,1185,Brandel Chamblee,0.52,45,86
1994,100,0,6643,Paul Goydos,0.52,54,104
1994,100,0,1755,Dick Mast,0.52,44,84
1994,103,0,1331,Rick Fehr,0.51,39,77
1994,103,0,6058,John Flannery,0.51,48,94
1994,103,0,1633,Tom Kite,0.51,40,78
1994,103,0,1748,Doug Martin,0.51,41,81
1994,103,0,2100,Tim Simpson,0.51,46,91
1994,103,0,2159,Curtis Strange,0.51,42,83
1994,109,0,1143,Brad Bryant,0.5,55,109
1994,109,0,1549,Mike Hulbert,0.5,52,103
1994,109,0,1557,John Inman,0.5,51,101
1994,109,0,1890,Brett Ogle,0.5,29,58
1994,109,0,2049,Gene Sauers,0.5,41,82
1994,109,0,2146,Payne Stewart,0.5,38,76
1994,115,0,1024,Billy Andrade,0.49,43,87
1994,115,0,1129,Bill Britton,0.49,33,68
1994,115,0,1510,Nolan Henke,0.49,39,79
1994,115,0,6315,Pete Jordan,0.49,43,88
1994,115,0,7235,John Morse,0.49,37,76
1994,115,0,6527,Steve Stricker,0.49,46,93
1994,115,0,2242,Lanny Wadkins,0.49,33,67
1994,122,0,1203,Russ Cochran,0.48,45,94
1994,122,0,1282,Trevor Dodds,0.48,38,79
1994,122,0,1435,Wayne Grady,0.48,27,56
1994,122,0,1527,Scott Hoch,0.48,45,94
1994,122,0,6012,Greg Kraft,0.48,41,86
1994,122,0,1706,Davis Love III,0.48,44,91
1994,122,0,1824,Yoshinori Mizumaki,0.48,29,61
1994,122,0,12663,Phil Tataurangi,0.48,32,66
1994,122,0,6577,John Wilson,0.48,40,84
1994,122,0,2303,Robert Wrenn,0.48,25,52
1994,132,0,1864,Larry Nelson,0.47,26,55
1994,132,0,1887,Mark O'Meara,0.47,43,91
1994,134,0,1201,Lennie Clements,0.46,39,84
1994,134,0,6088,Steve Gotsche,0.46,26,56
1994,134,0,1648,Billy Kratzert,0.46,32,69
1994,134,0,1810,Phil Mickelson,0.46,30,65
1994,134,0,2099,Scott Simpson,0.46,32,70
1994,134,0,2133,Craig Stadler,0.46,32,69
1994,140,0,1098,Jay Don Blake,0.45,39,87
1994,140,0,1226,Fred Couples,0.45,23,51
1994,140,0,1353,Bruce Fleisher,0.45,37,82
1994,140,0,6617,Brian Henninger,0.45,31,69
1994,140,0,1577,Lee Janzen,0.45,40,88
1994,140,0,1926,Steve Pate,0.45,42,93
1994,140,0,2104,Jeff Sluman,0.45,41,92
1994,140,0,2322,Richard Zokol,0.45,33,74
1994,148,0,1116,Michael Bradley,0.44,39,89
1994,148,0,1219,John Cook,0.44,35,80
1994,148,0,2223,Bob Tway,0.44,35,80
1994,151,0,1320,Bob Estes,0.43,41,95
1994,151,0,1677,Tom Lehman,0.43,35,81
1994,151,0,1905,Joe Ozaki,0.43,26,61
1994,151,0,1996,Mike Reid,0.43,29,67
1994,151,0,2010,Loren Roberts,0.43,33,77
1994,156,0,10809,Jim Furyk,0.42,40,95
1994,156,0,1385,Jim Gallagher Jr.,0.42,35,83
1994,156,0,1701,Bob Lohr,0.42,37,88
1994,159,0,1329,Brad Faxon,0.41,38,92
1994,159,0,1559,Hale Irwin,0.41,30,74
1994,159,0,2067,Ted Schulz,0.41,32,78
1994,159,0,2214,Kirk Triplett,0.41,37,90
1994,163,0,1475,Donnie Hammond,0.4,33,83
1994,164,0,1132,Mark Brooks,0.39,44,112
1994,164,0,1707,Steve Lowery,0.39,37,94
1994,164,0,1823,Larry Mize,0.39,29,75
1994,164,0,1920,Craig Parry,0.39,24,62
1994,164,0,2239,Scott Verplank,0.39,25,64
1994,169,0,1771,Blaine McCallister,0.38,36,95
1994,170,0,1072,Chip Beck,0.37,32,86
1994,171,0,1945,Kenny Perry,0.35,35,99
1994,172,0,1457,Jay Haas,0.34,35,102
1994,173,0,1553,John Huston,0.31,26,84
1994,174,0,1495,Morris Hatalsky,0.3,23,76
1994,175,0,1837,Gil Morgan,0.29,19,65
1994,176,0,1928,Corey Pavin,0.26,18,68
1994,177,0,1378,David Frost,0.24,19,78
1994,178,0,1235,Ben Crenshaw,0.23,20,86
1994,179,0,1876,Greg Norman,0.16,10,63
1995,1,0,2226,Tray Tyner,0.91,75,82
1995,2,0,7569,Mark Carnevale,0.83,64,77
1995,3,0,1971,Dillard Pruitt,0.77,59,77
1995,4,0,7867,Woody Austin,0.76,87,114
1995,4,0,1996,Mike Reid,0.76,47,62
1995,6,0,1685,J.L. Lewis,0.75,64,85
1995,6,0,1992,Don Reese,0.75,56,75
1995,8,0,1142,Bart Bryant,0.74,61,82
1995,9,0,1927,Dennis Paulson,0.73,60,82
1995,9,0,8385,Omar Uresti,0.73,70,96
1995,11,0,1408,Kelly Gibson,0.72,73,101
1995,11,0,20094,Jonathan Kaye,0.72,47,65
1995,13,0,1040,Emlyn Aubrey,0.69,59,86
1995,13,0,1682,Wayne Levi,0.69,36,52
1995,15,0,1200,Keith Clearwater,0.68,47,69
1995,15,0,6251,Chris DiMarco,0.68,60,88
1995,15,0,1388,Robert Gamez,0.68,56,82
1995,15,0,1905,Joe Ozaki,0.68,42,62
1995,19,0,8717,Kawika Cotner,0.67,55,82
1995,19,0,6044,Scott Gump,0.67,62,93
1995,19,0,1891,David Ogrin,0.67,61,91
1995,19,0,10215,Charlie Rymer,0.67,50,75
1995,23,0,1156,Curt Byrum,0.66,70,106
1995,23,0,10585,Scott McCarron,0.66,51,77
1995,25,0,6809,Bob Burns,0.65,54,83
1995,25,0,1510,Nolan Henke,0.65,53,81
1995,25,0,6090,Jim McGovern,0.65,63,97
1995,25,0,1797,Rocco Mediate,0.65,33,51
1995,29,0,1864,Larry Nelson,0.64,36,56
1995,29,0,2148,Ray Stewart,0.64,42,66
1995,31,0,6197,Michael Allen,0.63,36,57
1995,31,0,1185,Brandel Chamblee,0.63,47,75
1995,31,0,1925,Jerry Pate,0.63,44,70
1995,31,0,2111,Mike Smith,0.63,45,72
1995,31,0,2245,Grant Waite,0.63,53,84
1995,31,0,2267,D.A. Weibring,0.63,52,83
1995,37,0,1093,Ronnie Black,0.62,56,90
1995,37,0,1633,Tom Kite,0.62,54,87
1995,37,0,6386,Bill Porter,0.62,47,76
1995,37,0,8375,Paul Stankowski,0.62,56,91
1995,37,0,2170,Hal Sutton,0.62,58,94
1995,37,0,6791,Mark Wurtz,0.62,52,84
1995,43,0,1129,Bill Britton,0.61,41,67
1995,43,0,1175,Jim Carter,0.61,59,96
1995,43,0,1619,Skip Kendall,0.61,59,96
1995,43,0,20095,Carl Paulson,0.61,38,62
1995,47,0,7721,Pat Bates,0.6,49,81
1995,47,0,10145,Tom Hearn,0.6,34,57
1995,47,0,6048,Dicky Thompson,0.6,42,70
1995,50,0,6124,Patrick Burke,0.59,44,75
1995,50,0,1266,Clark Dennis,0.59,54,92
1995,50,0,1334,Keith Fergus,0.59,48,82
1995,50,0,1468,Gary Hallberg,0.59,46,78
1995,50,0,10213,Dicky Pride,0.59,49,83
1995,50,0,2008,Lee Rinker,0.59,54,91
1995,56,0,1133,Billy Ray Brown,0.58,38,65
1995,56,0,9011,David Duval,0.58,52,89
1995,56,0,1330,David Feherty,0.58,41,71
