YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.,TOTAL 1ST TEE LATE ROUNDS,TOTAL LATE ROUNDS
2010,84,0,1945,Kenny Perry,70.66,2049,,29.0,
2010,86,0,27060,John Mallinger,70.67,2120,,30.0,
2010,87,0,12510,Chad Campbell,70.68,1767,,25.0,
2010,88,0,24846,Ricky Barnes,70.7,2121,,30.0,
2010,89,0,11123,Chris Couch,70.71,1485,,21.0,
2010,89,0,20645,John Senden,70.71,2404,,34.0,
2010,91,0,24361,Pat Perez,70.72,1768,,25.0,
2010,92,0,20572,Rod Pampling,70.74,1344,,19.0,
2010,92,0,1941,Tom Pernice Jr.,70.74,1344,,19.0,
2010,92,0,22293,Heath Slocum,70.74,2405,,34.0,
2010,92,0,26951,Johnson Wagner,70.74,1627,,23.0,
2010,96,0,27770,Camilo Villegas,70.75,2264,,32.0,
2010,96,0,23322,Brett Wetterich,70.75,1132,,16.0,
2010,98,0,24781,Hunter Mahan,70.76,2406,,34.0,
2010,98,0,23349,Charles Warren,70.76,1486,,21.0,
2010,100,0,26881,Jarrod Lyle,70.78,1274,,18.0,
2010,100,0,33419,Cameron Tringale,70.78,1274,,18.0,
2010,102,0,8537,J.P. Hayes,70.82,1983,,28.0,
2010,102,0,27933,John Merrick,70.82,1983,,28.0,
2010,104,0,7867,Woody Austin,70.83,2054,,29.0,
2010,104,0,9011,David Duval,70.83,1700,,24.0,
2010,106,0,23320,Ryan Palmer,70.84,1771,,25.0,
2010,107,0,23135,Tim Clark,70.86,2055,,29.0,
2010,108,0,20378,Mathias Grönberg,70.87,1063,,15.0,
2010,109,0,20691,Greg Owen,70.9,1489,,21.0,
2010,109,0,10425,Jay Williamson,70.9,1489,,21.0,
2010,111,0,25900,Lucas Glover,70.93,2128,,30.0,
2010,111,0,10860,Justin Leonard,70.93,2128,,30.0,
2010,111,0,1948,Tim Petrovic,70.93,2128,,30.0,
2010,114,0,24140,Sean O'Hair,70.94,2483,,35.0,
2010,115,0,30925,Dustin Johnson,70.95,2838,,40.0,
2010,115,0,1810,Phil Mickelson,70.95,2980,,42.0,
2010,117,0,23718,Nathan Green,70.96,1987,,28.0,
2010,118,0,20848,Ángel Cabrera,70.97,2200,,31.0,
2010,118,0,20229,Stewart Cink,70.97,2200,,31.0,
2010,120,0,6004,Stephen Ames,71.0,1562,,22.0,
2010,120,0,20593,Greg Chalmers,71.0,1988,,28.0,
2010,120,0,12716,Charley Hoffman,71.0,2201,,31.0,
2010,120,0,21350,Ryuji Imada,71.0,1562,,22.0,
2010,120,0,23800,Bryce Molder,71.0,2130,,30.0,
2010,125,0,30946,Alex Prugh,71.03,2202,,31.0,
2010,126,0,23409,James Driscoll,71.04,1634,,23.0,
2010,126,0,31560,Brian Stuard,71.04,1989,,28.0,
2010,128,0,1797,Rocco Mediate,71.05,1492,,21.0,
2010,129,0,1707,Steve Lowery,71.06,1208,,17.0,
2010,129,0,28237,Rory McIlroy,71.06,1279,,18.0,
2010,131,0,24912,Will MacKenzie,71.08,1706,,24.0,
2010,132,0,1320,Bob Estes,71.13,1636,,23.0,
2010,133,0,23548,Bill Lunde,71.14,1494,,21.0,
2010,133,0,12714,Chris Tidland,71.14,1565,,22.0,
2010,135,0,28089,Jason Day,71.16,2206,,31.0,
2010,135,0,28307,Matt Every,71.16,1352,,19.0,
2010,135,0,1766,Billy Mayfair,71.16,1352,,19.0,
2010,135,0,24502,Adam Scott,71.16,2206,,31.0,
2010,139,0,12705,Cliff Kresge,71.18,783,,11.0,
2010,140,0,20663,Brenden Pappas,71.2,1068,,15.0,
2010,141,0,27963,Chris Stroud,71.24,2066,,29.0,
2010,142,0,21209,Sergio Garcia,71.29,1212,,17.0,
2010,143,0,26851,Marc Leishman,71.3,2139,,30.0,
2010,144,0,26679,Kevin Stadler,71.32,1569,,22.0,
2010,145,0,1116,Michael Bradley,71.33,1070,,15.0,
2010,145,0,6012,Greg Kraft,71.33,1070,,15.0,
2010,145,0,1724,Jeff Maggert,71.33,1712,,24.0,
2010,145,0,28158,Steve Marino,71.33,2354,,33.0,
2010,149,0,1619,Skip Kendall,71.35,1213,,17.0,
2010,150,0,20766,Padraig Harrington,71.37,1927,,27.0,
2010,151,0,24490,George McNeill,71.39,1999,,28.0,
2010,152,0,8075,Jerry Kelly,71.4,2499,,35.0,
2010,153,0,29910,Blake Adams,71.43,1500,,21.0,
2010,154,0,22621,Ben Curtis,71.44,1286,,18.0,
2010,155,0,22378,Trevor Immelman,71.47,1358,,19.0,
2010,156,0,21959,Ted Purdy,71.48,1501,,21.0,
2010,157,0,27613,David Lutterus,71.5,858,,12.0,
2010,158,0,19846,Brian Gay,71.52,1788,,25.0,
2010,159,0,22122,Andrew McLardy,71.56,644,,9.0,
2010,160,0,26695,Michael Letzig,71.58,1360,,19.0,
2010,161,0,20574,Mathew Goggin,71.59,1575,,22.0,
2010,162,0,21753,Brian Davis,71.62,2435,,34.0,
2010,163,0,25892,Steve Wheatcroft,71.71,1506,,21.0,
2010,164,0,7363,Craig Bowden,71.72,1291,,18.0,
2010,164,0,21949,Joe Ogilvie,71.72,2080,,29.0,
2010,166,0,20105,Jeff Gove,71.75,861,,12.0,
2010,167,0,22056,Cameron Percy,71.77,1579,,22.0,
2010,168,0,1329,Brad Faxon,71.79,1005,,14.0,
2010,168,0,6567,Vijay Singh,71.79,2010,,28.0,
2010,170,0,27302,Garth Mulroy,71.82,1221,,17.0,
2010,171,0,22946,Henrik Bjornstad,71.9,1510,,21.0,
2010,171,0,10423,Mike Weir,71.9,1510,,21.0,
2010,173,0,6514,Kevin Johnson,71.92,935,,13.0,
2010,174,0,23613,Rich Barcelo,72.0,936,,13.0,
2010,174,0,1249,John Daly,72.0,1224,,17.0,
2010,176,0,20472,Alex Cejka,72.04,1729,,24.0,
2010,176,0,28780,Nicholas Thompson,72.04,1801,,25.0,
2010,178,0,20850,Daniel Chopra,72.05,1441,,20.0,
2010,178,0,27797,Derek Lamely,72.05,1441,,20.0,
2010,180,0,26287,Roland Thatcher,72.13,1082,,15.0,
2010,181,0,23621,Rory Sabbatini,72.23,1589,,22.0,
2010,182,0,24138,Ian Poulter,72.28,1301,,18.0,
2010,183,0,12755,Vance Veazey,72.53,1233,,17.0,
2010,184,0,24227,Justin Bolli,72.64,799,,11.0,
2010,185,0,6643,Paul Goydos,72.72,1818,,25.0,
2010,186,0,24663,Y.E. Yang,72.76,1237,,17.0,
2010,187,0,7457,Steve Flesch,72.8,1092,,15.0,
2010,188,0,25686,Jason Dufner,72.83,1675,,23.0,
2010,189,0,29285,Brent Delahoussaye,72.92,948,,13.0,
2010,190,0,26392,Chris Wilson,73.23,952,,13.0,
2010,191,0,1161,Mark Calcavecchia,73.33,880,,12.0,
2010,192,0,32617,Jerod Turner,75.0,375,,5.0,
2010,1,0,6527,Steve Stricker,69.6,2923,,,42.0
2010,2,0,20157,Retief Goosen,69.65,2577,,,37.0
2010,3,0,6621,Joe Durant,69.67,2299,,,33.0
2010,4,0,24925,Jonathan Byrd,69.79,3001,,,43.0
2010,5,0,23108,Matt Kuchar,69.8,3769,,,54.0
2010,6,0,27649,Brandt Snedeker,69.84,3073,,,44.0
2010,7,0,28475,Jeff Overton,69.87,3284,,,47.0
2010,8,0,27466,Spencer Levin,69.89,3774,,,54.0
2010,9,0,21961,Charles Howell III,69.96,3148,,,45.0
2010,9,0,20160,Charlie Wi,69.96,3218,,,46.0
2010,11,0,23638,Brendon de Jonge,69.97,4408,,,63.0
2010,12,0,8375,Paul Stankowski,70.0,1890,,,27.0
2010,12,0,12602,Dean Wilson,70.0,1750,,,25.0
2010,14,0,23623,Bo Van Pelt,70.04,3712,,,53.0
2010,15,0,25396,Kevin Na,70.06,3433,,,49.0
2010,16,0,24507,Jason Bohn,70.08,2803,,,40.0
2010,17,0,24924,Bill Haas,70.1,3575,,,51.0
2010,17,0,25818,Scott Piercy,70.1,2804,,,40.0
2010,19,0,25364,Paul Casey,70.14,2525,,,36.0
2010,20,0,27095,Nick Watney,70.15,3297,,,47.0
2010,21,0,22405,Justin Rose,70.16,2596,,,37.0
2010,22,0,25240,D.A. Points,70.17,2877,,,41.0
2010,23,0,11123,Chris Couch,70.18,2667,,,38.0
2010,23,0,1313,Steve Elkington,70.18,2667,,,38.0
2010,25,0,26882,Michael Sim,70.19,2597,,,37.0
2010,26,0,23541,Ben Crane,70.23,2458,,,35.0
2010,27,0,25720,Chad Collins,70.26,3021,,,43.0
2010,27,0,25345,Carl Pettersson,70.26,3513,,,50.0
2010,29,0,28620,Aron Price,70.27,2881,,,41.0
2010,30,0,8725,Tom Gillis,70.28,3303,,,47.0
2010,30,0,6515,Shaun Micheel,70.28,2741,,,39.0
2010,32,0,22913,John Rollins,70.32,2883,,,41.0
2010,33,0,32102,Rickie Fowler,70.33,3657,,,52.0
2010,34,0,6522,Ernie Els,70.35,2603,,,37.0
2010,34,0,2206,David Toms,70.35,3025,,,43.0
2010,36,0,12716,Charley Hoffman,70.36,3096,,,44.0
2010,37,0,23673,Michael Connell,70.38,2956,,,42.0
2010,37,0,1945,Kenny Perry,70.38,2604,,,37.0
2010,37,0,20127,Chris Riley,70.38,2604,,,37.0
2010,37,0,25804,Bubba Watson,70.38,2604,,,37.0
2010,41,0,10885,Robert Allenby,70.39,2886,,,41.0
2010,41,0,23325,Vaughn Taylor,70.39,2886,,,41.0
2010,43,0,22371,Aaron Baddeley,70.4,3168,,,45.0
2010,44,0,2239,Scott Verplank,70.41,2253,,,32.0
2010,45,0,23983,Luke Donald,70.42,3028,,,43.0
2010,46,0,8537,J.P. Hayes,70.43,2606,,,37.0
2010,47,0,20498,Briny Baird,70.44,2888,,,41.0
2010,48,0,24846,Ricky Barnes,70.45,3734,,,53.0
2010,48,0,27141,J.B. Holmes,70.45,3311,,,47.0
2010,48,0,22046,Geoff Ogilvy,70.45,2325,,,33.0
2010,51,0,12510,Chad Campbell,70.46,2889,,,41.0
2010,52,0,21731,Freddie Jacobson,70.47,2396,,,34.0
2010,52,0,23788,D.J. Trahan,70.47,3453,,,49.0
2010,54,0,26951,Johnson Wagner,70.48,2960,,,42.0
2010,55,0,26420,Richard Johnson,70.5,3102,,,44.0
2010,55,0,7749,Brett Quigley,70.5,2820,,,40.0
2010,57,0,26300,Matt Jones,70.51,3173,,,45.0
2010,57,0,24361,Pat Perez,70.51,2891,,,41.0
2010,59,0,20645,John Senden,70.52,3949,,,56.0
2010,60,0,24357,K.J. Choi,70.53,3033,,,43.0
2010,60,0,10809,Jim Furyk,70.53,3033,,,43.0
2010,60,0,21350,Ryuji Imada,70.53,3033,,,43.0
2010,63,0,28087,Kris Blanks,70.55,3598,,,51.0
2010,63,0,6251,Chris DiMarco,70.55,2822,,,40.0
2010,63,0,25562,Andres Romero,70.55,2328,,,33.0
2010,66,0,21878,Mark Wilson,70.56,2893,,,41.0
2010,67,0,12782,Tim Herron,70.6,2824,,,40.0
2010,67,0,26596,Ryan Moore,70.6,3036,,,43.0
2010,67,0,29221,Webb Simpson,70.6,3389,,,48.0
2010,70,0,22293,Heath Slocum,70.61,3248,,,46.0
2010,71,0,29910,Blake Adams,70.63,2825,,,40.0
2010,71,0,23135,Tim Clark,70.63,3037,,,43.0
2010,71,0,23353,J.J. Henry,70.63,2896,,,41.0
2010,71,0,23800,Bryce Molder,70.63,3249,,,46.0
2010,71,0,27214,Kevin Streelman,70.63,2825,,,40.0
2010,76,0,28089,Jason Day,70.64,3108,,,44.0
2010,76,0,24024,Zach Johnson,70.64,3179,,,45.0
2010,78,0,20098,Stuart Appleby,70.67,3180,,,45.0
2010,78,0,24358,Robert Garrigus,70.67,2332,,,33.0
2010,78,0,27936,Martin Laird,70.67,3180,,,45.0
2010,81,0,27436,Graham DeLaet,70.68,3110,,,44.0
2010,81,0,1766,Billy Mayfair,70.68,2898,,,41.0
2010,83,0,24781,Hunter Mahan,70.69,3181,,,45.0
2010,84,0,1948,Tim Petrovic,70.7,3535,,,50.0
2010,85,0,27933,John Merrick,70.72,3324,,,47.0
2010,86,0,10585,Scott McCarron,70.73,3112,,,44.0
2010,86,0,23320,Ryan Palmer,70.73,2829,,,40.0
2010,88,0,27120,Troy Matteson,70.74,2688,,,38.0
2010,88,0,24490,George McNeill,70.74,2759,,,39.0
2010,88,0,20686,Jeev Milkha Singh,70.74,1627,,,23.0
2010,91,0,23322,Brett Wetterich,70.76,2052,,,29.0
2010,92,0,20593,Greg Chalmers,70.77,3114,,,44.0
2010,93,0,23718,Nathan Green,70.79,3044,,,43.0
2010,94,0,1810,Phil Mickelson,70.8,3186,,,45.0
2010,95,0,1706,Davis Love III,70.81,2974,,,42.0
2010,95,0,25190,Jeff Quinney,70.81,2974,,,42.0
2010,97,0,22621,Ben Curtis,70.82,2337,,,33.0
2010,97,0,30946,Alex Prugh,70.82,3187,,,45.0
2010,99,0,32640,Troy Merritt,70.83,2833,,,40.0
2010,99,0,26301,James Nitties,70.83,3329,,,47.0
2010,99,0,1941,Tom Pernice Jr.,70.83,2550,,,36.0
2010,99,0,20436,Garrett Willis,70.83,2550,,,36.0
2010,103,0,27330,Josh Teater,70.86,3543,,,50.0
2010,104,0,20229,Stewart Cink,70.88,2835,,,40.0
2010,105,0,10860,Justin Leonard,70.89,3119,,,44.0
2010,106,0,1320,Bob Estes,70.9,2836,,,40.0
2010,106,0,1797,Rocco Mediate,70.9,2198,,,31.0
2010,108,0,28307,Matt Every,70.91,2340,,,33.0
2010,108,0,26289,Boo Weekley,70.91,3049,,,43.0
2010,110,0,23409,James Driscoll,70.92,2695,,,38.0
2010,110,0,30925,Dustin Johnson,70.92,3404,,,48.0
2010,110,0,27770,Camilo Villegas,70.92,2695,,,38.0
2010,113,0,6595,Kevin Sutherland,70.93,3121,,,44.0
2010,113,0,33419,Cameron Tringale,70.93,2128,,,30.0
2010,115,0,26851,Marc Leishman,70.95,2696,,,38.0
2010,115,0,24502,Adam Scott,70.95,2838,,,40.0
2010,117,0,9011,David Duval,70.97,2342,,,33.0
2010,118,0,24140,Sean O'Hair,70.98,3407,,,48.0
2010,118,0,26679,Kevin Stadler,70.98,3052,,,43.0
2010,120,0,12652,Cameron Beckman,71.0,2627,,,37.0
2010,120,0,19846,Brian Gay,71.0,3195,,,45.0
2010,120,0,26881,Jarrod Lyle,71.0,1704,,,24.0
2010,120,0,24912,Will MacKenzie,71.0,2485,,,35.0
2010,124,0,7867,Woody Austin,71.02,3125,,,44.0
2010,125,0,1577,Lee Janzen,71.03,2628,,,37.0
2010,125,0,8385,Omar Uresti,71.03,2415,,,34.0
2010,125,0,25632,Jimmy Walker,71.03,2699,,,38.0
2010,125,0,10425,Jay Williamson,71.03,2344,,,33.0
2010,129,0,27963,Chris Stroud,71.04,3197,,,45.0
2010,130,0,22122,Andrew McLardy,71.08,1848,,,26.0
2010,131,0,27060,John Mallinger,71.09,3270,,,46.0
2010,132,0,28500,Martin Flores,71.13,2774,,,39.0
2010,132,0,23349,Charles Warren,71.13,2276,,,32.0
2010,134,0,1116,Michael Bradley,71.14,2063,,,29.0
2010,134,0,21209,Sergio Garcia,71.14,1494,,,21.0
2010,136,0,20070,Matt Bettencourt,71.16,3131,,,44.0
2010,137,0,6004,Stephen Ames,71.17,2491,,,35.0
2010,138,0,20848,Ángel Cabrera,71.18,2705,,,38.0
2010,138,0,8075,Jerry Kelly,71.18,3630,,,51.0
2010,138,0,20663,Brenden Pappas,71.18,2349,,,33.0
2010,141,0,1249,John Daly,71.22,1923,,,27.0
2010,142,0,20766,Padraig Harrington,71.25,2280,,,32.0
2010,142,0,1724,Jeff Maggert,71.25,2565,,,36.0
2010,142,0,20572,Rod Pampling,71.25,2280,,,32.0
2010,145,0,26695,Michael Letzig,71.29,2709,,,38.0
2010,146,0,20691,Greg Owen,71.3,2638,,,37.0
2010,147,0,28237,Rory McIlroy,71.31,1854,,,26.0
2010,148,0,12714,Chris Tidland,71.32,2425,,,34.0
2010,149,0,25900,Lucas Glover,71.33,2782,,,39.0
2010,150,0,20378,Mathias Grönberg,71.44,1929,,,27.0
2010,151,0,23307,Roger Tambellini,71.46,2787,,,39.0
2010,152,0,6567,Vijay Singh,71.47,2573,,,36.0
2010,153,0,23548,Bill Lunde,71.5,2574,,,36.0
2010,154,0,21949,Joe Ogilvie,71.54,3434,,,48.0
2010,155,0,21753,Brian Davis,71.55,3506,,,49.0
2010,156,0,20472,Alex Cejka,71.56,2791,,,39.0
2010,157,0,1619,Skip Kendall,71.64,2006,,,28.0
2010,158,0,28780,Nicholas Thompson,71.67,3010,,,42.0
2010,159,0,20105,Jeff Gove,71.68,1792,,,25.0
2010,159,0,12705,Cliff Kresge,71.68,1792,,,25.0
2010,159,0,28158,Steve Marino,71.68,3154,,,44.0
2010,162,0,27302,Garth Mulroy,71.7,1936,,,27.0
2010,162,0,31560,Brian Stuard,71.7,3083,,,43.0
2010,162,0,24663,Y.E. Yang,71.7,2151,,,30.0
2010,165,0,22378,Trevor Immelman,71.76,2081,,,29.0
2010,166,0,7457,Steve Flesch,71.81,2226,,,31.0
2010,167,0,27613,David Lutterus,71.86,2084,,,29.0
2010,168,0,20574,Mathew Goggin,71.87,2803,,,39.0
2010,169,0,22056,Cameron Percy,71.89,2732,,,38.0
2010,170,0,23621,Rory Sabbatini,71.91,2445,,,34.0
2010,171,0,27797,Derek Lamely,71.92,2589,,,36.0
2010,172,0,1707,Steve Lowery,71.93,2014,,,28.0
2010,173,0,25686,Jason Dufner,71.95,2662,,,37.0
2010,173,0,24138,Ian Poulter,71.95,1583,,,22.0
2010,175,0,22946,Henrik Bjornstad,71.97,2303,,,32.0
2010,176,0,25892,Steve Wheatcroft,72.0,2448,,,34.0
2010,177,0,24227,Justin Bolli,72.03,2089,,,29.0
2010,178,0,23613,Rich Barcelo,72.06,2378,,,33.0
2010,179,0,20850,Daniel Chopra,72.17,2526,,,35.0
2010,180,0,26287,Roland Thatcher,72.19,2599,,,36.0
2010,181,0,6012,Greg Kraft,72.29,2024,,,28.0
2010,181,0,21959,Ted Purdy,72.29,2747,,,38.0
2010,183,0,7363,Craig Bowden,72.31,2097,,,29.0
2010,184,0,10423,Mike Weir,72.32,2025,,,28.0
2010,185,0,29285,Brent Delahoussaye,72.35,1881,,,26.0
2010,185,0,26392,Chris Wilson,72.35,2460,,,34.0
2010,187,0,12755,Vance Veazey,72.36,1809,,,25.0
2010,188,0,6643,Paul Goydos,72.41,2824,,,39.0
2010,189,0,6514,Kevin Johnson,72.53,2176,,,30.0
2010,190,0,1161,Mark Calcavecchia,73.04,1826,,,25.0
2010,191,0,32617,Jerod Turner,73.1,1462,,,20.0
2010,192,0,1329,Brad Faxon,73.11,1974,,,27.0
2019,1,0,33448,Justin Thomas,65.0,65,1.0,,
2019,2,0,34360,Patrick Reed,66.0,66,1.0,,
2019,3,0,24138,Ian Poulter,66.5,266,4.0,,
2019,4,0,34046,Jordan Spieth,67.5,270,4.0,,
2019,5,0,24502,Adam Scott,68.0,272,4.0,,
2019,6,0,30911,Tommy Fleetwood,68.25,273,4.0,,
2019,7,0,46970,Jon Rahm,68.33,205,3.0,,
2019,8,0,25818,Scott Piercy,68.6,1029,15.0,,
2019,9,0,45526,Abraham Ancer,68.69,893,13.0,,
2019,10,0,33410,Andrew Landry,68.71,962,14.0,,
2019,11,0,21528,Henrik Stenson,68.8,344,5.0,,
2019,12,0,35891,Cameron Smith,68.91,758,11.0,,
2019,13,0,40009,Dominic Bozzelli,68.93,1034,15.0,,
2019,13,0,23325,Vaughn Taylor,68.93,965,14.0,,
2019,15,0,25900,Lucas Glover,69.0,690,10.0,,
2019,15,0,22405,Justin Rose,69.0,207,3.0,,
2019,15,0,23621,Rory Sabbatini,69.0,966,14.0,,
2019,18,0,51766,Wyndham Clark,69.11,1244,18.0,,
2019,19,0,39971,Sungjae Im,69.2,1038,15.0,,
2019,20,0,47959,Bryson DeChambeau,69.25,277,4.0,,
2019,21,0,49964,Aaron Wise,69.29,485,7.0,,
2019,22,0,29420,Billy Horschel,69.33,832,12.0,,
2019,22,0,48081,Xander Schauffele,69.33,624,9.0,,
2019,24,0,29970,Dylan Frittelli,69.38,902,13.0,,
2019,25,0,32640,Troy Merritt,69.41,1180,17.0,,
2019,26,0,36689,Brooks Koepka,69.5,139,2.0,,
2019,26,0,28775,Nate Lashley,69.5,973,14.0,,
2019,28,0,35506,Mackenzie Hughes,69.54,904,13.0,,
2019,29,0,26499,Rafa Cabrera Bello,69.55,765,11.0,,
2019,29,0,37275,Sam Ryder,69.55,765,11.0,,
2019,31,0,40098,Matt Fitzpatrick,69.57,487,7.0,,
2019,32,0,26951,Johnson Wagner,69.58,835,12.0,,
2019,33,0,46601,Trey Mullinax,69.62,1462,21.0,,
2019,34,0,29478,Kevin Kisner,69.64,766,11.0,,
2019,34,0,32757,Patton Kizzire,69.64,975,14.0,,
2019,36,0,26596,Ryan Moore,69.69,1115,16.0,,
2019,37,0,29479,Scott Brown,69.71,976,14.0,,
2019,38,0,22371,Aaron Baddeley,69.77,907,13.0,,
2019,38,0,48822,Sebastián Muñoz,69.77,907,13.0,,
2019,40,0,31323,Gary Woodland,69.78,628,9.0,,
2019,41,0,33667,Carlos Ortiz,69.79,1326,19.0,,
2019,42,0,35450,Patrick Cantlay,69.8,349,5.0,,
2019,43,0,34021,Bud Cauley,69.81,1117,16.0,,
2019,44,0,19846,Brian Gay,69.84,1746,25.0,,
2019,45,0,34076,Joel Dahmen,69.87,1048,15.0,,
2019,46,0,32791,K.H. Lee,69.89,1328,19.0,,
2019,46,0,25493,Nick Taylor,69.89,1328,19.0,,
2019,48,0,29535,Brice Garnett,70.0,1540,22.0,,
2019,48,0,35879,Kelly Kraft,70.0,1260,18.0,,
2019,48,0,34466,Peter Malnati,70.0,490,7.0,,
2019,48,0,29221,Webb Simpson,70.0,280,4.0,,
2019,48,0,33419,Cameron Tringale,70.0,840,12.0,,
2019,53,0,47504,Sam Burns,70.05,1331,19.0,,
2019,54,0,34256,Andrew Putnam,70.07,1051,15.0,,
2019,55,0,27330,Josh Teater,70.08,841,12.0,,
2019,56,0,34098,Russell Henley,70.11,1262,18.0,,
2019,56,0,23320,Ryan Palmer,70.11,631,9.0,,
2019,58,0,30944,Jason Kokrak,70.13,1052,15.0,,
2019,59,0,49766,Hank Lebioda,70.14,982,14.0,,
2019,60,0,30978,Kiradech Aphibarnrat,70.17,421,6.0,,
2019,60,0,29725,Tony Finau,70.17,421,6.0,,
2019,60,0,27349,Alex Noren,70.17,842,12.0,,
2019,63,0,39977,Max Homa,70.18,772,11.0,,
2019,64,0,27644,Brian Harman,70.19,1474,21.0,,
2019,65,0,32839,Hideki Matsuyama,70.2,351,5.0,,
2019,65,0,35732,Wes Roach,70.2,702,10.0,,
2019,67,0,32333,Kevin Tway,70.21,983,14.0,,
2019,68,0,35376,Roberto Díaz,70.22,1264,18.0,,
2019,68,0,27974,Sung Kang,70.22,1264,18.0,,
2019,70,0,27141,J.B. Holmes,70.25,843,12.0,,
2019,70,0,23108,Matt Kuchar,70.25,281,4.0,,
2019,72,0,26300,Matt Jones,70.27,1054,15.0,,
2019,72,0,45486,Joaquin Niemann,70.27,1054,15.0,,
2019,74,0,26476,Chez Reavie,70.29,984,14.0,,
2019,75,0,1810,Phil Mickelson,70.33,211,3.0,,
2019,75,0,26329,Louis Oosthuizen,70.33,211,3.0,,
2019,75,0,49771,J.T. Poston,70.33,1055,15.0,,
2019,78,0,36799,Stephan Jaeger,70.36,985,14.0,,
2019,79,0,32200,Roberto Castro,70.38,915,13.0,,
2019,79,0,35421,Brandon Harkins,70.38,1126,16.0,,
2019,79,0,35461,Beau Hossler,70.38,1126,16.0,,
2019,82,0,19803,Ryan Armour,70.42,1831,26.0,,
2019,83,0,31646,Emiliano Grillo,70.43,986,14.0,,
2019,83,0,26851,Marc Leishman,70.43,493,7.0,,
2019,85,0,34099,Harris English,70.48,1480,21.0,,
2019,86,0,33948,Byeong Hun An,70.5,846,12.0,,
2019,86,0,20472,Alex Cejka,70.5,564,8.0,,
2019,86,0,39997,Corey Conners,70.5,705,10.0,,
2019,86,0,30191,Julián Etulain,70.5,705,10.0,,
2019,86,0,21209,Sergio Garcia,70.5,282,4.0,,
2019,91,0,33418,Shawn Stefani,70.57,988,14.0,,
2019,92,0,33122,Russell Knox,70.61,1271,18.0,,
2019,93,0,27895,Jonas Blixt,70.63,1342,19.0,,
2019,93,0,30692,Scott Stallings,70.63,1130,16.0,,
2019,95,0,25632,Jimmy Walker,70.64,1554,22.0,,
2019,96,0,33399,Adam Hadwin,70.65,1201,17.0,,
2019,97,0,45609,Tyler Duncan,70.69,1131,16.0,,
2019,98,0,46402,Talor Gooch,70.7,707,10.0,,
2019,98,0,47990,Kyle Jones,70.7,1414,20.0,,
2019,100,0,32150,Michael Thompson,70.73,778,11.0,,
2019,101,0,37455,Si Woo Kim,70.75,1132,16.0,,
2019,102,0,33141,Keegan Bradley,70.77,920,13.0,,
2019,102,0,24781,Hunter Mahan,70.77,920,13.0,,
2019,102,0,47993,Denny McCarthy,70.77,1557,22.0,,
2019,102,0,29518,Brendan Steele,70.77,920,13.0,,
2019,106,0,37189,Harold Varner III,70.78,637,9.0,,
2019,107,0,35532,Tom Hoge,70.8,1416,20.0,,
2019,107,0,27649,Brandt Snedeker,70.8,708,10.0,,
2019,109,0,29908,C.T. Pan,70.81,1133,16.0,,
2019,110,0,30946,Alex Prugh,70.83,1275,18.0,,
2019,110,0,36699,Patrick Rodgers,70.83,425,6.0,,
2019,112,0,29223,Sam Saunders,70.85,921,13.0,,
2019,113,0,37454,Whee Kim,70.86,992,14.0,,
2019,113,0,47856,Seth Reeves,70.86,1559,22.0,,
2019,115,0,47347,Adam Schenk,70.88,1205,17.0,,
2019,116,0,21961,Charles Howell III,70.89,638,9.0,,
2019,117,0,40026,Daniel Berger,70.92,851,12.0,,
2019,117,0,30110,Kyle Stanley,70.92,922,13.0,,
2019,119,0,34261,Scott Langley,70.93,993,14.0,,
2019,119,0,27556,Ted Potter Jr.,70.93,993,14.0,,
2019,119,0,27214,Kevin Streelman,70.93,993,14.0,,
2019,122,0,37340,Chase Wright,70.94,1135,16.0,,
2019,123,0,24925,Jonathan Byrd,71.0,497,7.0,,
2019,123,0,52372,Cameron Champ,71.0,1065,15.0,,
2019,123,0,28237,Rory McIlroy,71.0,284,4.0,,
2019,123,0,25396,Kevin Na,71.0,1136,16.0,,
2019,123,0,32058,José de Jesús Rodríguez,71.0,1136,16.0,,
2019,128,0,34264,Hudson Swafford,71.05,1492,21.0,,
2019,129,0,27095,Nick Watney,71.07,995,14.0,,
2019,130,0,49960,Sepp Straka,71.08,924,13.0,,
2019,131,0,24024,Zach Johnson,71.09,782,11.0,,
2019,132,0,6522,Ernie Els,71.14,996,14.0,,
2019,132,0,34431,Robert Streb,71.14,996,14.0,,
2019,134,0,21731,Freddie Jacobson,71.17,854,12.0,,
2019,134,0,27963,Chris Stroud,71.17,854,12.0,,
2019,136,0,34306,John Chin,71.2,712,10.0,,
2019,136,0,49298,Kramer Hickok,71.2,1424,20.0,,
2019,136,0,25572,Graeme McDowell,71.2,712,10.0,,
2019,136,0,29484,Peter Uihlein,71.2,1424,20.0,,
2019,140,0,45157,Cam Davis,71.21,1353,19.0,,
2019,141,0,31557,Jim Herman,71.22,1282,18.0,,
2019,142,0,49303,Anders Albertson,71.24,1211,17.0,,
2019,143,0,28089,Jason Day,71.25,285,4.0,,
2019,143,0,27936,Martin Laird,71.25,570,8.0,,
2019,143,0,33486,Roger Sloan,71.25,1425,20.0,,
2019,146,0,28679,Fabián Gómez,71.27,784,11.0,,
