YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2011,132,0,23788,D.J. Trahan,53.81,106,197,-118,+4.00
2011,133,0,32366,Kevin Chappell,53.68,73,136,-80,+9.00
2011,134,0,29478,Kevin Kisner,53.66,44,82,-48,+4.00
2011,135,0,30692,Scott Stallings,53.6,67,125,-70,-12.00
2011,136,0,26476,Chez Reavie,53.55,83,155,-87,-6.00
2011,137,0,24357,K.J. Choi,53.33,48,90,-53,-19.00
2011,137,0,23320,Ryan Palmer,53.33,80,150,-81,+1.00
2011,139,0,21753,Brian Davis,53.25,90,169,-94,-25.00
2011,140,0,20593,Greg Chalmers,53.15,59,111,-66,-27.00
2011,141,0,20229,Stewart Cink,53.13,51,96,-54,-18.00
2011,142,0,26596,Ryan Moore,52.94,72,136,-75,-8.00
2011,143,0,25834,Daniel Summerhays,52.83,56,106,-62,+17.00
2011,143,0,20436,Garrett Willis,52.83,56,106,-56,-1.00
2011,145,0,25818,Scott Piercy,52.8,85,161,-91,+2.00
2011,146,0,6251,Chris DiMarco,52.78,57,108,-59,-11.00
2011,147,0,30750,Tommy Gainey,52.72,97,184,-104,-1.00
2011,148,0,28475,Jeff Overton,52.66,89,169,-96,-5.00
2011,149,0,8537,J.P. Hayes,52.5,42,80,-46,-9.00
2011,150,0,27770,Camilo Villegas,52.48,53,101,-57,-7.00
2011,151,0,24140,Sean O'Hair,52.38,55,105,-61,+4.00
2011,152,0,6515,Shaun Micheel,52.27,46,88,-48,+2.00
2011,153,0,6621,Joe Durant,52.13,49,94,-52,-16.00
2011,154,0,24507,Jason Bohn,52.07,63,121,-69,-22.00
2011,155,0,26951,Johnson Wagner,52.04,51,98,-52,-18.00
2011,156,0,10585,Scott McCarron,51.89,55,106,-63,+5.00
2011,157,0,34255,Joseph Bramlett,51.88,69,133,-71,+2.00
2011,158,0,24290,D.J. Brigman,51.61,48,93,-52,+5.00
2011,159,0,29720,Andres Gonzales,51.35,38,74,-40,-3.00
2011,160,0,26420,Richard Johnson,51.02,25,49,-25,-8.00
2011,161,0,33419,Cameron Tringale,50.97,105,206,-110,-5.00
2011,162,0,20498,Briny Baird,50.7,36,71,-38,-3.00
2011,163,0,25457,Alexandre Rocha,50.65,39,77,-41,-1.00
2011,164,0,22621,Ben Curtis,50.63,40,79,-41,-20.00
2011,165,0,23353,J.J. Henry,50.59,86,170,-89,-7.00
2011,166,0,33413,Ben Martin,50.41,61,121,-66,-11.00
2011,167,0,27120,Troy Matteson,50.0,86,172,-90,+4.00
2011,167,0,26679,Kevin Stadler,50.0,79,158,-83,+2.00
2011,169,0,23718,Nathan Green,49.59,60,121,-64,+4.00
2011,170,0,27974,Sung Kang,49.51,51,103,-61,-7.00
2011,170,0,32640,Troy Merritt,49.51,51,103,-57,+1.00
2011,172,0,31202,William McGirt,49.3,70,142,-74,-11.00
2011,172,0,28620,Aron Price,49.3,35,71,-35,-14.00
2011,174,0,12602,Dean Wilson,48.65,36,74,-38,-20.00
2011,175,0,8725,Tom Gillis,48.39,45,93,-47,-2.00
2011,176,0,10885,Robert Allenby,48.32,72,149,-75,-10.00
2011,177,0,10733,Kent Jones,48.24,41,85,-45,-19.00
2011,178,0,32150,Michael Thompson,48.18,53,110,-56,-5.00
2011,179,0,28486,Michael Putnam,47.62,50,105,-50,+9.00
2011,180,0,6004,Stephen Ames,47.56,39,82,-39,-15.00
2011,181,0,23614,Rich Beem,47.37,36,76,-36,-6.00
2011,182,0,25444,Justin Hicks,45.45,25,55,-27,+5.00
2011,183,0,26668,Marc Turnesa,44.64,25,56,-27,-12.00
2011,184,0,9011,David Duval,43.14,44,102,-46,-5.00
2011,185,0,30711,Colt Knost,43.04,34,79,-37,-7.00
2011,186,0,6643,Paul Goydos,41.89,31,74,-32,-25.00
2016,1,0,25632,Jimmy Walker,67.86,114,168,-122,E
2016,2,0,34046,Jordan Spieth,66.39,81,122,-86,-16.00
2016,3,0,25274,Steven Bowditch,64.84,59,91,-62,+35.00
2016,4,0,6527,Steve Stricker,64.44,29,45,-31,-20.00
2016,5,0,29289,S.Y. Noh,64.41,76,118,-81,-7.00
2016,6,0,21961,Charles Howell III,64.15,102,159,-109,-14.00
2016,7,0,28237,Rory McIlroy,63.89,92,144,-98,-5.00
2016,8,0,21731,Freddie Jacobson,63.81,67,105,-70,-7.00
2016,9,0,23108,Matt Kuchar,63.43,85,134,-89,-28.00
2016,10,0,32102,Rickie Fowler,63.41,104,164,-110,-10.00
2016,11,0,37189,Harold Varner III,63.39,116,183,-123,-1.00
2016,11,0,27770,Camilo Villegas,63.39,71,112,-78,+5.00
2016,13,0,27129,Luke List,63.31,107,169,-111,+12.00
2016,14,0,25349,Tim Wilkinson,63.27,31,49,-33,-18.00
2016,15,0,30925,Dustin Johnson,63.25,105,166,-117,-9.00
2016,16,0,12510,Chad Campbell,63.19,91,144,-93,-15.00
2016,17,0,27936,Martin Laird,63.12,89,141,-92,+16.00
2016,18,0,1810,Phil Mickelson,62.88,83,132,-86,+3.00
2016,19,0,20104,Ken Duke,62.86,44,70,-51,-3.00
2016,20,0,25720,Chad Collins,62.79,54,86,-58,-2.00
2016,21,0,22405,Justin Rose,62.77,86,137,-91,+2.00
2016,21,0,31323,Gary Woodland,62.77,118,188,-126,-8.00
2016,23,0,28089,Jason Day,62.68,89,142,-99,-9.00
2016,24,0,32150,Michael Thompson,62.35,53,85,-58,-10.00
2016,25,0,27466,Spencer Levin,62.2,79,127,-84,-25.00
2016,26,0,29926,Danny Lee,62.09,95,153,-101,-3.00
2016,27,0,23325,Vaughn Taylor,61.96,57,92,-60,-6.00
2016,28,0,23983,Luke Donald,61.84,47,76,-48,-7.00
2016,29,0,24494,Erik Compton,61.63,53,86,-54,-3.00
2016,30,0,24502,Adam Scott,61.6,77,125,-84,-11.00
2016,31,0,33399,Adam Hadwin,61.58,109,177,-114,-5.00
2016,32,0,25198,Francesco Molinari,61.46,59,96,-64,-9.00
2016,33,0,29725,Tony Finau,61.4,132,215,-140,+9.00
2016,34,0,20229,Stewart Cink,61.36,54,88,-59,-1.00
2016,35,0,35545,Blayne Barber,61.29,76,124,-81,-15.00
2016,36,0,29518,Brendan Steele,60.93,92,151,-97,-11.00
2016,37,0,24461,Thomas Aiken,60.92,53,87,-55,-5.00
2016,38,0,33419,Cameron Tringale,60.53,69,114,-76,-17.00
2016,39,0,26851,Marc Leishman,60.47,78,129,-83,-1.00
2016,40,0,33413,Ben Martin,60.4,90,149,-105,-19.00
2016,41,0,26329,Louis Oosthuizen,60.27,44,73,-49,-11.00
2016,42,0,36689,Brooks Koepka,60.26,94,156,-101,+4.00
2016,43,0,25834,Daniel Summerhays,60.25,97,161,-104,-5.00
2016,44,0,26758,David Hearn,60.0,57,95,-65,-25.00
2016,44,0,34431,Robert Streb,60.0,66,110,-70,-8.00
2016,46,0,46440,Smylie Kaufman,59.89,106,177,-114,+2.00
2016,47,0,25818,Scott Piercy,59.86,85,142,-93,-6.00
2016,48,0,25364,Paul Casey,59.84,73,122,-77,-6.00
2016,49,0,32640,Troy Merritt,59.66,71,119,-73,E
2016,50,0,34360,Patrick Reed,59.52,100,168,-108,-10.00
2016,51,0,26331,Charl Schwartzel,59.5,72,121,-76,+3.00
2016,52,0,29420,Billy Horschel,59.48,69,116,-72,+2.00
2016,53,0,33461,Morgan Hoffmann,59.32,70,118,-81,-6.00
2016,54,0,34262,Jon Curran,59.21,45,76,-46,-33.00
2016,55,0,22371,Aaron Baddeley,59.15,84,142,-91,-13.00
2016,56,0,30926,Chris Kirk,59.02,72,122,-76,-24.00
2016,57,0,33448,Justin Thomas,58.9,96,163,-104,-1.00
2016,58,0,29745,Tyler Aldridge,58.82,60,102,-63,-13.00
2016,59,0,24846,Ricky Barnes,58.78,77,131,-78,-3.00
2016,60,0,20472,Alex Cejka,58.76,57,97,-59,-19.00
2016,61,0,28092,D.H. Lee,58.73,37,63,-41,-10.00
2016,61,0,24140,Sean O'Hair,58.73,111,189,-116,+1.00
2016,63,0,27895,Jonas Blixt,58.57,82,140,-88,-8.00
2016,63,0,29485,Brett Stegmaier,58.57,82,140,-88,-9.00
2016,65,0,30944,Jason Kokrak,58.52,103,176,-108,+4.00
2016,66,0,28114,Dawie van der Walt,58.42,59,101,-64,-4.00
2016,67,0,34099,Harris English,58.33,77,132,-81,-23.00
2016,67,0,27974,Sung Kang,58.33,84,144,-94,+5.00
2016,69,0,32757,Patton Kizzire,58.16,82,141,-86,-19.00
2016,69,0,29461,Jamie Lovemark,58.16,114,196,-120,-7.00
2016,71,0,29720,Andres Gonzales,58.12,68,117,-71,-5.00
2016,72,0,26289,Boo Weekley,57.93,84,145,-88,-7.00
2016,73,0,31646,Emiliano Grillo,57.86,92,159,-95,-6.00
2016,74,0,27644,Brian Harman,57.83,96,166,-102,-9.00
2016,75,0,33141,Keegan Bradley,57.81,74,128,-77,+5.00
2016,76,0,27649,Brandt Snedeker,57.75,82,142,-85,-17.00
2016,77,0,24358,Robert Garrigus,57.6,72,125,-79,+4.00
2016,78,0,32200,Roberto Castro,57.52,88,153,-94,-35.00
2016,79,0,2206,David Toms,57.5,23,40,-23,-34.00
2016,80,0,32366,Kevin Chappell,57.32,90,157,-102,-1.00
2016,81,0,37455,Si Woo Kim,57.21,127,222,-135,+4.00
2016,82,0,36801,Mark Hubbard,57.14,80,140,-86,-16.00
2016,82,0,30711,Colt Knost,57.14,40,70,-46,-37.00
2016,84,0,26596,Ryan Moore,57.0,57,100,-60,-29.00
2016,85,0,29223,Sam Saunders,56.99,53,93,-58,+3.00
2016,86,0,20157,Retief Goosen,56.98,49,86,-51,-4.00
2016,87,0,35539,Luke Guthrie,56.94,41,72,-45,-8.00
2016,88,0,33122,Russell Knox,56.88,62,109,-65,-4.00
2016,89,0,24024,Zach Johnson,56.86,58,102,-61,-33.00
2016,90,0,25686,Jason Dufner,56.69,72,127,-78,-11.00
2016,91,0,32448,James Hahn,56.56,69,122,-72,-1.00
2016,92,0,40026,Daniel Berger,56.52,91,161,-96,-9.00
2016,93,0,23320,Ryan Palmer,56.42,101,179,-109,-21.00
2016,94,0,25804,Bubba Watson,56.34,80,142,-87,-12.00
2016,95,0,8075,Jerry Kelly,56.18,50,89,-56,-14.00
2016,96,0,27064,Jhonattan Vegas,55.98,117,209,-128,+4.00
2016,97,0,25572,Graeme McDowell,55.95,47,84,-49,-2.00
2016,98,0,26300,Matt Jones,55.91,71,127,-71,-11.00
2016,99,0,20848,Ángel Cabrera,55.86,62,111,-65,+10.00
2016,100,0,24357,K.J. Choi,55.84,43,77,-48,-22.00
2016,101,0,20098,Stuart Appleby,55.68,49,88,-53,-37.00
2016,102,0,32839,Hideki Matsuyama,55.65,69,124,-71,-22.00
2016,103,0,35451,Scott Pinckney,55.63,84,151,-90,+7.00
2016,104,0,20766,Padraig Harrington,55.56,50,90,-52,-6.00
2016,105,0,28679,Fabián Gómez,55.48,81,146,-87,-8.00
2016,106,0,25900,Lucas Glover,55.4,77,139,-81,-16.00
2016,107,0,35300,Andrew Loupe,55.38,103,186,-107,-5.00
2016,107,0,32876,Martin Piller,55.38,36,65,-38,+1.00
2016,109,0,29478,Kevin Kisner,55.3,73,132,-78,-11.00
2016,110,0,29222,Billy Hurley III,55.22,37,67,-40,-22.00
2016,111,0,27141,J.B. Holmes,55.15,91,165,-94,+13.00
2016,112,0,29221,Webb Simpson,55.05,60,109,-66,-4.00
2016,113,0,36699,Patrick Rodgers,54.91,95,173,-104,+2.00
2016,114,0,29974,Branden Grace,54.67,41,75,-42,-3.00
2016,115,0,29268,Bronson Burgoon,54.62,71,130,-77,-15.00
2016,115,0,30692,Scott Stallings,54.62,71,130,-73,-2.00
2016,117,0,30110,Kyle Stanley,54.55,66,121,-72,-7.00
2016,118,0,23353,J.J. Henry,54.46,55,101,-57,-17.00
2016,119,0,33204,Shane Lowry,54.1,33,61,-36,+3.00
2016,119,0,35891,Cameron Smith,54.1,33,61,-34,-2.00
2016,121,0,25892,Steve Wheatcroft,54.01,74,137,-80,-16.00
2016,122,0,34261,Scott Langley,54.0,54,100,-57,-4.00
2016,123,0,23541,Ben Crane,53.93,48,89,-49,-16.00
2016,124,0,26476,Chez Reavie,53.9,76,141,-83,-12.00
2016,125,0,34264,Hudson Swafford,53.85,105,195,-115,-11.00
2016,126,0,27436,Graham DeLaet,53.73,72,134,-78,-2.00
2016,126,0,33418,Shawn Stefani,53.73,72,134,-77,-3.00
2016,126,0,31560,Brian Stuard,53.73,36,67,-36,-16.00
2016,129,0,35732,Wes Roach,53.42,39,73,-42,+2.00
2016,130,0,31202,William McGirt,53.01,88,166,-94,-12.00
2016,131,0,12716,Charley Hoffman,52.86,74,140,-82,-5.00
2016,132,0,21209,Sergio Garcia,52.81,47,89,-51,+2.00
2016,133,0,40058,Zac Blair,52.73,58,110,-59,-7.00
2016,134,0,23638,Brendon de Jonge,52.63,60,114,-63,-12.00
2016,135,0,34265,Will Wilcox,52.5,63,120,-67,-2.00
2016,136,0,34409,David Lingmerth,52.38,55,105,-58,-12.00
2016,137,0,10213,Dicky Pride,52.27,23,44,-25,-16.00
2016,138,0,26951,Johnson Wagner,52.21,71,136,-78,-12.00
2016,139,0,34098,Russell Henley,52.14,61,117,-67,-5.00
2016,140,0,31420,Anirban Lahiri,52.13,49,94,-53,-5.00
2016,141,0,6567,Vijay Singh,52.03,64,123,-67,-9.00
2016,142,0,37454,Whee Kim,51.97,66,127,-70,-3.00
2016,143,0,34174,John Huh,51.88,69,133,-71,-3.00
2016,144,0,25396,Kevin Na,51.79,58,112,-63,-12.00
2016,145,0,28132,Tyrone Van Aswegen,51.77,73,141,-75,-9.00
2016,146,0,35879,Kelly Kraft,51.76,44,85,-49,-9.00
2016,147,0,24507,Jason Bohn,51.65,47,91,-47,-27.00
2016,148,0,23800,Bryce Molder,51.61,48,93,-53,-30.00
2016,149,0,27747,Hiroshi Iwata,51.56,66,128,-74,+2.00
2016,150,0,25493,Nick Taylor,51.45,71,138,-77,-3.00
2016,151,0,30163,Henrik Norlander,51.43,54,105,-58,-12.00
2016,152,0,27214,Kevin Streelman,51.28,60,117,-66,-7.00
2016,153,0,33667,Carlos Ortiz,51.13,68,133,-72,+9.00
2016,154,0,45526,Abraham Ancer,50.98,26,51,-26,-7.00
2016,155,0,10809,Jim Furyk,50.91,28,55,-30,-15.00
2016,156,0,29479,Scott Brown,50.83,61,120,-65,+3.00
2016,157,0,22892,Jason Gore,50.53,48,95,-55,-4.00
2016,158,0,22046,Geoff Ogilvy,50.52,49,97,-54,-7.00
2016,159,0,24924,Bill Haas,50.44,57,113,-61,-9.00
2016,160,0,39975,Michael Kim,50.39,64,127,-67,-16.00
2016,161,0,10885,Robert Allenby,50.0,30,60,-32,+3.00
2016,161,0,37273,Derek Ernst,50.0,45,90,-47,+5.00
2016,161,0,31557,Jim Herman,50.0,62,124,-64,-18.00
2016,164,0,31416,Derek Fathauer,49.61,64,129,-66,-10.00
2016,165,0,24912,Will MacKenzie,49.47,47,95,-47,-7.00
2016,166,0,29476,Kyle Reifers,49.42,85,172,-93,-29.00
2016,167,0,34563,Chesson Hadley,49.22,63,128,-64,+2.00
2016,168,0,28158,Steve Marino,49.09,54,110,-56,-2.00
2016,169,0,24781,Hunter Mahan,49.06,52,106,-57,-3.00
2016,170,0,32618,Rhein Gibson,48.91,45,92,-48,-6.00
2016,171,0,35532,Tom Hoge,48.51,49,101,-54,-4.00
2016,172,0,21878,Mark Wilson,48.48,32,66,-35,-14.00
2016,173,0,33410,Andrew Landry,48.21,27,56,-30,-1.00
2016,174,0,27963,Chris Stroud,47.97,59,123,-65,-8.00
2016,175,0,30927,Brendon Todd,47.83,33,69,-36,-20.00
2016,176,0,23621,Rory Sabbatini,47.67,41,86,-42,+1.00
2016,177,0,20572,Rod Pampling,46.77,29,62,-30,-10.00
2016,178,0,25240,D.A. Points,46.43,26,56,-27,+1.00
2016,179,0,20645,John Senden,46.32,63,136,-68,-26.00
2016,180,0,20691,Greg Owen,45.64,68,149,-72,+3.00
2016,181,0,34466,Peter Malnati,44.57,41,92,-43,-35.00
2016,182,0,24490,George McNeill,44.44,32,72,-33,E
2016,182,0,27942,Rob Oppenheim,44.44,32,72,-34,-11.00
2016,184,0,28475,Jeff Overton,43.12,47,109,-49,-16.00
2016,185,0,6522,Ernie Els,42.86,48,112,-53,-14.00
2005,1,0,2010,Loren Roberts,76.67,23,30,-23,-25.00
2005,2,0,23541,Ben Crane,68.93,71,103,-79,-3.00
2005,3,0,20157,Retief Goosen,68.37,67,98,-72,-3.00
2005,4,0,21961,Charles Howell III,67.09,106,158,-114,-10.00
2005,5,0,2206,David Toms,66.67,72,108,-80,-18.00
2005,6,0,20498,Briny Baird,65.82,104,158,-110,-17.00
2005,7,0,20663,Brenden Pappas,65.81,77,117,-88,+14.00
2005,8,0,12602,Dean Wilson,65.67,88,134,-92,-17.00
2005,9,0,23135,Tim Clark,65.45,72,110,-78,-19.00
2005,10,0,24507,Jason Bohn,64.56,102,158,-113,-3.00
2005,11,0,12680,Shigeki Maruyama,63.7,86,135,-92,-27.00
2005,12,0,27095,Nick Watney,62.81,125,199,-132,E
2005,13,0,8793,Tiger Woods,62.8,103,164,-113,-1.00
2005,14,0,6004,Stephen Ames,62.75,64,102,-67,E
2005,14,0,20382,Stephen Leaney,62.75,64,102,-67,-32.00
2005,16,0,8385,Omar Uresti,62.61,72,115,-75,-35.00
2005,17,0,1024,Billy Andrade,62.5,85,136,-88,-23.00
2005,18,0,1810,Phil Mickelson,62.41,83,133,-85,-4.00
2005,19,0,6527,Steve Stricker,62.35,53,85,-55,-25.00
2005,20,0,6595,Kevin Sutherland,62.24,89,143,-92,+2.00
2005,21,0,2246,Duffy Waldorf,62.02,80,129,-84,-1.00
2005,22,0,6573,Brandt Jobe,61.88,112,181,-118,+16.00
2005,23,0,24502,Adam Scott,61.39,62,101,-66,-22.00
2005,24,0,1706,Davis Love III,61.34,73,119,-81,+4.00
2005,25,0,23788,D.J. Trahan,61.14,107,175,-121,+1.00
2005,26,0,23623,Bo Van Pelt,61.08,124,203,-130,-15.00
2005,27,0,24357,K.J. Choi,60.92,53,87,-57,-9.00
2005,28,0,22046,Geoff Ogilvy,60.9,81,133,-84,-18.00
2005,29,0,20474,Phillip Price,60.78,62,102,-66,-23.00
2005,30,0,21209,Sergio Garcia,60.77,79,130,-82,-5.00
2005,31,0,7749,Brett Quigley,60.71,102,168,-103,-19.00
2005,32,0,7867,Woody Austin,60.64,114,188,-122,-20.00
2005,33,0,23409,James Driscoll,60.26,94,156,-102,-2.00
2005,34,0,20572,Rod Pampling,60.13,95,158,-98,+5.00
2005,35,0,20691,Greg Owen,60.0,99,165,-102,+3.00
2005,35,0,22913,John Rollins,60.0,117,195,-128,-4.00
2005,37,0,6567,Vijay Singh,59.84,149,249,-158,-3.00
2005,38,0,6034,Marco Dawson,59.59,87,146,-90,-16.00
2005,39,0,1948,Tim Petrovic,59.48,91,153,-97,+5.00
2005,40,0,6197,Michael Allen,59.4,79,133,-85,+4.00
2005,41,0,24024,Zach Johnson,59.35,92,155,-93,-18.00
2005,42,0,12652,Cameron Beckman,59.33,89,150,-93,E
2005,43,0,28088,Matt Davidson,59.09,52,88,-55,-2.00
2005,43,0,25345,Carl Pettersson,59.09,104,176,-108,-23.00
2005,45,0,11032,Frank Lickliter II,59.0,118,200,-123,-20.00
2005,46,0,6373,José María Olazábal,58.97,46,78,-47,-10.00
2005,47,0,2104,Jeff Sluman,58.96,79,134,-84,-24.00
2005,48,0,20623,Gavin Coles,58.73,37,63,-40,-21.00
2005,49,0,8537,J.P. Hayes,58.67,44,75,-48,-28.00
2005,49,0,10860,Justin Leonard,58.67,44,75,-46,-12.00
2005,51,0,10117,Bob Heintz,58.65,61,104,-67,-13.00
2005,52,0,1161,Mark Calcavecchia,58.39,94,161,-99,-9.00
2005,53,0,1035,Tommy Armour III,58.33,84,144,-90,-19.00
2005,54,0,20766,Padraig Harrington,58.23,46,79,-51,-5.00
2005,54,0,10423,Mike Weir,58.23,46,79,-47,-12.00
2005,56,0,21753,Brian Davis,58.14,75,129,-85,-15.00
2005,57,0,23725,Brendan Jones,58.13,93,160,-99,-12.00
2005,58,0,22371,Aaron Baddeley,58.02,94,162,-104,+3.00
2005,58,0,23497,Tag Ridings,58.02,123,212,-129,+1.00
2005,60,0,23325,Vaughn Taylor,57.98,109,188,-115,-16.00
2005,61,0,21805,Harrison Frazar,57.94,135,233,-147,E
2005,62,0,23983,Luke Donald,57.78,26,45,-26,-19.00
2005,63,0,2214,Kirk Triplett,57.69,30,52,-30,-11.00
2005,64,0,6575,Dudley Hart,57.36,74,129,-80,-12.00
2005,65,0,24925,Jonathan Byrd,57.21,127,222,-137,-3.00
2005,66,0,1388,Robert Gamez,57.14,76,133,-79,-20.00
2005,66,0,21959,Ted Purdy,57.14,120,210,-124,-4.00
2005,68,0,1766,Billy Mayfair,57.08,125,219,-139,-21.00
2005,69,0,24290,D.J. Brigman,57.02,65,114,-66,-12.00
2005,70,0,1473,Todd Hamilton,56.91,70,123,-74,-9.00
2005,71,0,2239,Scott Verplank,56.9,66,116,-68,-23.00
2005,72,0,1139,Olin Browne,56.84,54,95,-55,-36.00
2005,73,0,12510,Chad Campbell,56.72,76,134,-79,-14.00
2005,74,0,21407,Arjun Atwal,56.52,78,138,-85,-9.00
2005,74,0,22295,Darron Stiles,56.52,65,115,-66,-32.00
2005,76,0,10809,Jim Furyk,56.36,62,110,-68,-36.00
2005,77,0,22405,Justin Rose,56.35,111,197,-116,E
2005,78,0,26679,Kevin Stadler,56.31,125,222,-139,+11.00
2005,79,0,24227,Justin Bolli,56.25,63,112,-63,-8.00
2005,79,0,10733,Kent Jones,56.25,81,144,-83,-11.00
2005,81,0,19846,Brian Gay,56.07,60,107,-61,-37.00
2005,82,0,20433,Mark Hensby,56.03,65,116,-72,+5.00
2005,83,0,1685,J.L. Lewis,55.84,86,154,-88,-19.00
2005,83,0,23349,Charles Warren,55.84,110,197,-116,-2.00
2005,85,0,24140,Sean O'Hair,55.8,101,181,-110,E
2005,86,0,21949,Joe Ogilvie,55.78,82,147,-89,-19.00
2005,87,0,24138,Ian Poulter,55.74,34,61,-37,-10.00
2005,88,0,1707,Steve Lowery,55.71,117,210,-125,+7.00
2005,89,0,24980,Scott Gutschewski,55.67,108,194,-118,+12.00
2005,90,0,20098,Stuart Appleby,55.65,69,124,-72,-18.00
2005,91,0,20628,Arron Oberholser,55.56,50,90,-53,-13.00
2005,92,0,23320,Ryan Palmer,55.44,107,193,-111,-1.00
2005,93,0,1927,Dennis Paulson,55.3,73,132,-77,+4.00
2005,94,0,23108,Matt Kuchar,55.29,47,85,-47,-4.00
2005,95,0,20378,Mathias Grönberg,55.26,84,152,-94,+6.00
2005,96,0,1226,Fred Couples,55.17,48,87,-53,-6.00
2005,97,0,23353,J.J. Henry,55.1,108,196,-112,-9.00
2005,98,0,7223,Brian Bateman,54.88,90,164,-101,-4.00
2005,98,0,1157,Tom Byrum,54.88,45,82,-47,-33.00
2005,100,0,20850,Daniel Chopra,54.87,124,226,-129,-1.00
2005,100,0,23621,Rory Sabbatini,54.87,62,113,-68,-2.00
2005,102,0,1941,Tom Pernice Jr.,54.79,103,188,-111,-15.00
2005,103,0,1666,Bernhard Langer,54.67,41,75,-45,-10.00
2005,104,0,2223,Bob Tway,54.63,59,108,-63,-9.00
2005,105,0,19824,Craig Barlow,54.55,72,132,-79,-11.00
2005,105,0,1249,John Daly,54.55,84,154,-89,+5.00
2005,107,0,2106,Chris Smith,54.41,111,204,-115,+10.00
2005,108,0,1132,Mark Brooks,54.1,33,61,-35,-4.00
2005,109,0,12823,Carlos Franco,54.09,86,159,-95,-9.00
2005,110,0,8075,Jerry Kelly,54.07,73,135,-77,-17.00
2005,111,0,23063,Scott Hend,54.04,107,198,-114,+20.00
2005,112,0,1313,Steve Elkington,53.92,55,102,-56,-16.00
2005,113,0,22293,Heath Slocum,53.9,76,141,-79,-38.00
2005,114,0,1361,Dan Forsman,53.85,49,91,-52,-11.00
2005,114,0,21731,Freddie Jacobson,53.85,49,91,-53,+12.00
2005,114,0,24781,Hunter Mahan,53.85,112,208,-117,-17.00
2005,117,0,2101,Joey Sindelar,53.81,106,197,-107,-17.00
2005,118,0,20548,Hidemichi Tanaka,53.76,93,173,-95,-13.00
2005,119,0,1723,Andrew Magee,53.68,73,136,-78,-13.00
2005,119,0,21951,Joey Snyder III,53.68,102,190,-115,+8.00
2005,121,0,24912,Will MacKenzie,53.62,74,138,-77,-11.00
2005,122,0,10885,Robert Allenby,53.57,90,168,-99,-16.00
2005,123,0,10585,Scott McCarron,53.49,69,129,-74,-3.00
2005,124,0,1457,Jay Haas,53.45,31,58,-32,-4.00
2005,125,0,1142,Bart Bryant,53.44,70,131,-77,-20.00
2005,126,0,25900,Lucas Glover,53.27,114,214,-125,+3.00
2005,127,0,1945,Kenny Perry,53.17,67,126,-72,-1.00
2005,128,0,21350,Ryuji Imada,53.03,70,132,-73,-8.00
2005,129,0,1487,Jeff Hart,52.94,27,51,-29,-19.00
2005,129,0,8993,Franklin Langham,52.94,54,102,-56,-13.00
2005,129,0,6515,Shaun Micheel,52.94,63,119,-69,-9.00
2005,132,0,12645,Brent Geiberger,52.87,46,87,-53,-12.00
2005,132,0,1553,John Huston,52.87,92,174,-96,-17.00
2005,134,0,12782,Tim Herron,52.86,74,140,-78,-17.00
2005,135,0,23614,Rich Beem,52.75,48,91,-50,-10.00
2005,136,0,8545,Glen Hnatiuk,52.56,41,78,-42,-22.00
2005,136,0,10425,Jay Williamson,52.56,41,78,-45,-3.00
2005,138,0,24604,Hunter Haas,52.5,84,160,-94,-7.00
2005,139,0,20502,Michael Long,52.48,74,141,-83,+2.00
2005,140,0,1577,Lee Janzen,52.43,54,103,-55,-14.00
2005,141,0,26420,Richard Johnson,52.38,44,84,-45,-10.00
2005,141,0,20094,Jonathan Kaye,52.38,66,126,-69,-21.00
2005,143,0,1320,Bob Estes,52.14,61,117,-67,-20.00
2005,143,0,1797,Rocco Mediate,52.14,61,117,-66,-10.00
2005,145,0,20396,Lee Westwood,52.0,39,75,-42,+5.00
2005,146,0,1042,Paul Azinger,51.92,54,104,-55,-4.00
2005,147,0,20812,Tjaart van der Walt,51.89,55,106,-56,-11.00
2005,148,0,25396,Kevin Na,51.88,69,133,-73,-18.00
2005,149,0,22548,Patrick Sheehan,51.83,99,191,-103,-4.00
2005,150,0,20099,Doug Barron,51.82,57,110,-58,-20.00
2005,151,0,25240,D.A. Points,51.69,92,178,-100,-11.00
2005,152,0,12660,Jesper Parnevik,51.66,78,151,-85,+5.00
2005,153,0,8123,Jeff Brehaut,51.54,67,130,-71,-23.00
2005,154,0,1928,Corey Pavin,51.43,36,70,-39,-26.00
2005,155,0,20645,John Senden,51.26,102,199,-109,-8.00
2005,156,0,23036,Chris Anderson,51.22,42,82,-48,-16.00
2005,157,0,21806,Paul Gow,51.15,67,131,-69,-1.00
2005,158,0,19972,José Coceres,51.14,45,88,-46,+9.00
2005,159,0,10962,Bradley Hughes,50.96,53,104,-53,+10.00
2005,160,0,6599,John Elliott,50.83,61,120,-63,+11.00
2005,161,0,12662,Thomas Levet,50.82,31,61,-34,+15.00
2005,162,0,19881,Robert Damron,50.77,66,130,-68,-26.00
2005,163,0,20121,Todd Fischer,50.7,72,142,-75,-24.00
2005,164,0,1381,Fred Funk,50.53,48,95,-51,-45.00
2005,165,0,12826,Paul Claxton,50.43,59,117,-62,-22.00
2005,166,0,6621,Joe Durant,50.35,71,141,-73,-2.00
