YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2014,46,0,10860,Justin Leonard,42.86,6,14.0
2014,49,0,33419,Cameron Tringale,42.31,11,26.0
2014,50,0,32200,Roberto Castro,41.67,5,12.0
2014,50,0,25191,Gonzalo Fernandez-Castaño,41.67,5,12.0
2014,50,0,24924,Bill Haas,41.67,5,12.0
2014,50,0,8075,Jerry Kelly,41.67,5,12.0
2014,50,0,20396,Lee Westwood,41.67,5,12.0
2014,55,0,24494,Erik Compton,40.0,6,15.0
2014,55,0,22621,Ben Curtis,40.0,6,15.0
2014,55,0,24358,Robert Garrigus,40.0,6,15.0
2014,55,0,25900,Lucas Glover,40.0,2,5.0
2014,55,0,25444,Justin Hicks,40.0,6,15.0
2014,55,0,27408,Martin Kaymer,40.0,6,15.0
2014,55,0,29461,Jamie Lovemark,40.0,2,5.0
2014,55,0,1724,Jeff Maggert,40.0,2,5.0
2014,55,0,27120,Troy Matteson,40.0,4,10.0
2014,64,0,24925,Jonathan Byrd,38.89,7,18.0
2014,64,0,30750,Tommy Gainey,38.89,7,18.0
2014,66,0,24024,Zach Johnson,38.46,5,13.0
2014,66,0,22046,Geoff Ogilvy,38.46,5,13.0
2014,66,0,24502,Adam Scott,38.46,5,13.0
2014,66,0,33418,Shawn Stefani,38.46,5,13.0
2014,70,0,33122,Russell Knox,37.5,3,8.0
2014,70,0,32839,Hideki Matsuyama,37.5,3,8.0
2014,70,0,27770,Camilo Villegas,37.5,6,16.0
2014,70,0,34265,Will Wilcox,37.5,3,8.0
2014,74,0,21753,Brian Davis,36.84,7,19.0
2014,75,0,34099,Harris English,35.71,5,14.0
2014,75,0,26300,Matt Jones,35.71,5,14.0
2014,75,0,34261,Scott Langley,35.71,5,14.0
2014,75,0,31193,Jim Renner,35.71,5,14.0
2014,79,0,30926,Chris Kirk,35.29,6,17.0
2014,80,0,6522,Ernie Els,35.0,7,20.0
2014,81,0,21731,Freddie Jacobson,34.78,8,23.0
2014,82,0,25364,Paul Casey,33.33,1,3.0
2014,82,0,28307,Matt Every,33.33,3,9.0
2014,82,0,28500,Martin Flores,33.33,4,12.0
2014,82,0,29740,Brad Fritsch,33.33,2,6.0
2014,82,0,32448,James Hahn,33.33,5,15.0
2014,82,0,24490,George McNeill,33.33,5,15.0
2014,82,0,24361,Pat Perez,33.33,3,9.0
2014,82,0,26679,Kevin Stadler,33.33,2,6.0
2014,82,0,30692,Scott Stallings,33.33,2,6.0
2014,82,0,27214,Kevin Streelman,33.33,4,12.0
2014,82,0,34264,Hudson Swafford,33.33,3,9.0
2014,93,0,24663,Y.E. Yang,31.82,7,22.0
2014,94,0,24846,Ricky Barnes,31.58,6,19.0
2014,95,0,27141,J.B. Holmes,31.25,5,16.0
2014,95,0,23108,Matt Kuchar,31.25,5,16.0
2014,95,0,35732,Wes Roach,31.25,5,16.0
2014,95,0,31560,Brian Stuard,31.25,5,16.0
2014,99,0,23353,J.J. Henry,30.77,4,13.0
2014,99,0,22378,Trevor Immelman,30.77,4,13.0
2014,99,0,29425,Andrew Svoboda,30.77,4,13.0
2014,102,0,28486,Michael Putnam,30.43,7,23.0
2014,103,0,37273,Derek Ernst,30.0,3,10.0
2014,103,0,34174,John Huh,30.0,3,10.0
2014,103,0,1706,Davis Love III,30.0,3,10.0
2014,103,0,28237,Rory McIlroy,30.0,3,10.0
2014,103,0,22913,John Rollins,30.0,3,10.0
2014,108,0,1810,Phil Mickelson,29.41,5,17.0
2014,109,0,28780,Nicholas Thompson,28.57,4,14.0
2014,110,0,25562,Andres Romero,27.78,5,18.0
2014,110,0,26331,Charl Schwartzel,27.78,5,18.0
2014,112,0,27895,Jonas Blixt,27.27,3,11.0
2014,112,0,25686,Jason Dufner,27.27,3,11.0
2014,112,0,20104,Ken Duke,27.27,3,11.0
2014,112,0,10809,Jim Furyk,27.27,3,11.0
2014,112,0,29221,Webb Simpson,27.27,3,11.0
2014,112,0,27649,Brandt Snedeker,27.27,3,11.0
2014,112,0,27330,Josh Teater,27.27,3,11.0
2014,119,0,26758,David Hearn,26.67,4,15.0
2014,120,0,29222,Billy Hurley III,26.32,5,19.0
2014,121,0,34021,Bud Cauley,25.0,2,8.0
2014,121,0,31557,Jim Herman,25.0,2,8.0
2014,121,0,30852,Ryo Ishikawa,25.0,3,12.0
2014,121,0,32640,Troy Merritt,25.0,2,8.0
2014,121,0,22293,Heath Slocum,25.0,2,8.0
2014,121,0,2206,David Toms,25.0,3,12.0
2014,121,0,31323,Gary Woodland,25.0,4,16.0
2014,128,0,26956,Bronson La'Cassie,23.08,3,13.0
2014,129,0,25396,Kevin Na,22.22,2,9.0
2014,129,0,28132,Tyrone Van Aswegen,22.22,2,9.0
2014,129,0,26951,Johnson Wagner,22.22,2,9.0
2014,129,0,26289,Boo Weekley,22.22,2,9.0
2014,133,0,7867,Woody Austin,21.43,3,14.0
2014,133,0,23621,Rory Sabbatini,21.43,3,14.0
2014,135,0,33141,Keegan Bradley,20.0,2,10.0
2014,135,0,25720,Chad Collins,20.0,3,15.0
2014,135,0,23638,Brendon de Jonge,20.0,4,20.0
2014,135,0,23409,James Driscoll,20.0,1,5.0
2014,135,0,34563,Chesson Hadley,20.0,3,15.0
2014,135,0,30925,Dustin Johnson,20.0,1,5.0
2014,135,0,35541,John Peterson,20.0,1,5.0
2014,135,0,25240,D.A. Points,20.0,3,15.0
2014,135,0,34431,Robert Streb,20.0,2,10.0
2014,135,0,27095,Nick Watney,20.0,1,5.0
2014,145,0,27933,John Merrick,19.05,4,21.0
2014,146,0,27644,Brian Harman,18.75,3,16.0
2014,147,0,29926,Danny Lee,18.18,2,11.0
2014,147,0,33413,Ben Martin,18.18,2,11.0
2014,149,0,28089,Jason Day,16.67,1,6.0
2014,149,0,32102,Rickie Fowler,16.67,3,18.0
2014,149,0,34409,David Lingmerth,16.67,3,18.0
2014,149,0,24912,Will MacKenzie,16.67,2,12.0
2014,149,0,25572,Graeme McDowell,16.67,1,6.0
2014,149,0,25345,Carl Pettersson,16.67,2,12.0
2014,149,0,21878,Mark Wilson,16.67,1,6.0
2014,156,0,22371,Aaron Baddeley,14.29,1,7.0
2014,156,0,34360,Patrick Reed,14.29,1,7.0
2014,158,0,29479,Scott Brown,13.33,2,15.0
2014,158,0,32366,Kevin Chappell,13.33,2,15.0
2014,160,0,29420,Billy Horschel,12.5,2,16.0
2014,160,0,27064,Jhonattan Vegas,12.5,2,16.0
2014,162,0,23135,Tim Clark,11.11,1,9.0
2014,162,0,21209,Sergio Garcia,11.11,1,9.0
2014,162,0,27936,Martin Laird,11.11,1,9.0
2014,162,0,31202,William McGirt,11.11,2,18.0
2014,166,0,28092,D.H. Lee,10.53,2,19.0
2014,167,0,32333,Kevin Tway,10.0,1,10.0
2014,167,0,23623,Bo Van Pelt,10.0,1,10.0
2014,169,0,24507,Jason Bohn,9.09,1,11.0
2014,169,0,29478,Kevin Kisner,9.09,1,11.0
2014,169,0,28475,Jeff Overton,9.09,1,11.0
2014,172,0,20848,Ángel Cabrera,7.69,1,13.0
2014,173,0,32334,Charlie Beljan,0.0,0,9.0
2014,173,0,12510,Chad Campbell,0.0,0,7.0
2014,173,0,36689,Brooks Koepka,0.0,0,4.0
2014,173,0,30110,Kyle Stanley,0.0,0,9.0
2014,173,0,21528,Henrik Stenson,0.0,0,5.0
2022,1,0,45486,Joaquin Niemann,75.0,9,12.0
2022,2,0,40098,Matt Fitzpatrick,71.43,5,7.0
2022,3,0,48822,Sebastián Muñoz,70.0,7,10.0
2022,4,0,35310,Lanto Griffin,69.23,9,13.0
2022,5,0,30926,Chris Kirk,68.75,11,16.0
2022,6,0,48084,Wesley Bryan,66.67,2,3.0
2022,6,0,39058,Lucas Herbert,66.67,4,6.0
2022,8,0,28237,Rory McIlroy,63.64,7,11.0
2022,9,0,26300,Matt Jones,60.0,6,10.0
2022,9,0,34610,Matthias Schwab,60.0,6,10.0
2022,11,0,33448,Justin Thomas,58.33,7,12.0
2022,12,0,45522,Christiaan Bezuidenhout,57.14,4,7.0
2022,12,0,27644,Brian Harman,57.14,4,7.0
2022,14,0,35506,Mackenzie Hughes,56.25,9,16.0
2022,15,0,29725,Tony Finau,55.56,5,9.0
2022,15,0,29926,Danny Lee,55.56,5,9.0
2022,17,0,23983,Luke Donald,54.55,6,11.0
2022,17,0,23108,Matt Kuchar,54.55,6,11.0
2022,19,0,46402,Talor Gooch,53.85,7,13.0
2022,20,0,29908,C.T. Pan,53.33,8,15.0
2022,21,0,34046,Jordan Spieth,52.63,10,19.0
2022,22,0,34563,Chesson Hadley,50.0,4,8.0
2022,22,0,34174,John Huh,50.0,8,16.0
2022,22,0,35879,Kelly Kraft,50.0,7,14.0
2022,22,0,46442,Maverick McNealy,50.0,8,16.0
2022,22,0,40250,Taylor Pendrith,50.0,7,14.0
2022,22,0,24361,Pat Perez,50.0,1,2.0
2022,22,0,34256,Andrew Putnam,50.0,4,8.0
2022,22,0,39324,J.J. Spaun,50.0,4,8.0
2022,22,0,34264,Hudson Swafford,50.0,4,8.0
2022,22,0,35617,Martin Trainer,50.0,5,10.0
2022,22,0,37189,Harold Varner III,50.0,3,6.0
2022,33,0,51766,Wyndham Clark,46.15,6,13.0
2022,34,0,24502,Adam Scott,45.45,5,11.0
2022,35,0,36852,Jim Knous,44.44,4,9.0
2022,35,0,46414,Aaron Rai,44.44,4,9.0
2022,35,0,48699,Callum Tarren,44.44,4,9.0
2022,38,0,49766,Hank Lebioda,43.75,7,16.0
2022,39,0,32640,Troy Merritt,42.86,6,14.0
2022,39,0,27139,David Skinns,42.86,3,7.0
2022,39,0,57366,Cameron Young,42.86,3,7.0
2022,42,0,27895,Jonas Blixt,41.67,5,12.0
2022,42,0,35532,Tom Hoge,41.67,5,12.0
2022,42,0,47995,Davis Riley,41.67,5,12.0
2022,42,0,33419,Cameron Tringale,41.67,5,12.0
2022,46,0,45526,Abraham Ancer,40.0,2,5.0
2022,46,0,55708,Hayden Buckley,40.0,4,10.0
2022,46,0,32662,Michael Gligic,40.0,2,5.0
2022,46,0,33399,Adam Hadwin,40.0,4,10.0
2022,46,0,32448,James Hahn,40.0,4,10.0
2022,46,0,39953,Chase Seiffert,40.0,2,5.0
2022,46,0,51894,Vince Whaley,40.0,6,15.0
2022,46,0,31323,Gary Woodland,40.0,2,5.0
2022,54,0,25198,Francesco Molinari,38.46,5,13.0
2022,54,0,30927,Brendon Todd,38.46,5,13.0
2022,56,0,35461,Beau Hossler,38.1,8,21.0
2022,57,0,29974,Branden Grace,37.5,3,8.0
2022,57,0,39971,Sungjae Im,37.5,3,8.0
2022,57,0,36799,Stephan Jaeger,37.5,6,16.0
2022,57,0,32816,Satoshi Kodaira,37.5,3,8.0
2022,57,0,30944,Jason Kokrak,37.5,3,8.0
2022,57,0,27770,Camilo Villegas,37.5,3,8.0
2022,57,0,48887,Matt Wallace,37.5,3,8.0
2022,57,0,49964,Aaron Wise,37.5,3,8.0
2022,65,0,21961,Charles Howell III,36.36,4,11.0
2022,65,0,45540,Jared Wolfe,36.36,4,11.0
2022,67,0,31646,Emiliano Grillo,35.71,5,14.0
2022,67,0,51950,Max McGreevy,35.71,5,14.0
2022,67,0,34360,Patrick Reed,35.71,5,14.0
2022,67,0,33486,Roger Sloan,35.71,5,14.0
2022,71,0,32150,Michael Thompson,35.29,6,17.0
2022,72,0,35450,Patrick Cantlay,33.33,2,6.0
2022,72,0,20229,Stewart Cink,33.33,3,9.0
2022,72,0,52375,Doug Ghim,33.33,2,6.0
2022,72,0,46550,Brandon Hagy,33.33,3,9.0
2022,72,0,47988,Nick Hardy,33.33,3,9.0
2022,72,0,31557,Jim Herman,33.33,1,3.0
2022,72,0,39977,Max Homa,33.33,4,12.0
2022,72,0,29420,Billy Horschel,33.33,4,12.0
2022,72,0,46717,Viktor Hovland,33.33,2,6.0
2022,72,0,32757,Patton Kizzire,33.33,4,12.0
2022,72,0,28775,Nate Lashley,33.33,3,9.0
2022,72,0,32791,K.H. Lee,33.33,6,18.0
2022,72,0,27349,Alex Noren,33.33,2,6.0
2022,72,0,51997,Andrew Novak,33.33,3,9.0
2022,72,0,49771,J.T. Poston,33.33,5,15.0
2022,72,0,28252,Seamus Power,33.33,4,12.0
2022,72,0,48081,Xander Schauffele,33.33,1,3.0
2022,72,0,35891,Cameron Smith,33.33,2,6.0
2022,72,0,34431,Robert Streb,33.33,4,12.0
2022,72,0,32333,Kevin Tway,33.33,4,12.0
2022,72,0,27095,Nick Watney,33.33,2,6.0
2022,72,0,56278,Matthew Wolff,33.33,2,6.0
2022,94,0,35449,Adam Long,31.82,7,22.0
2022,95,0,29535,Brice Garnett,31.25,5,16.0
2022,95,0,25493,Nick Taylor,31.25,5,16.0
2022,97,0,34076,Joel Dahmen,30.77,4,13.0
2022,97,0,33597,Harry Higgs,30.77,4,13.0
2022,97,0,12716,Charley Hoffman,30.77,4,13.0
2022,97,0,33667,Carlos Ortiz,30.77,4,13.0
2022,97,0,26476,Chez Reavie,30.77,4,13.0
2022,102,0,26851,Marc Leishman,30.0,3,10.0
2022,102,0,32839,Hideki Matsuyama,30.0,3,10.0
2022,102,0,36871,Matthew NeSmith,30.0,3,10.0
2022,102,0,30163,Henrik Norlander,30.0,3,10.0
2022,102,0,23621,Rory Sabbatini,30.0,3,10.0
2022,102,0,10381,Curtis Thompson,30.0,3,10.0
2022,108,0,24925,Jonathan Byrd,28.57,4,14.0
2022,108,0,46435,Austin Cook,28.57,2,7.0
2022,108,0,45157,Cam Davis,28.57,2,7.0
2022,108,0,45609,Tyler Duncan,28.57,2,7.0
2022,108,0,27214,Kevin Streelman,28.57,4,14.0
2022,108,0,51634,Sahith Theegala,28.57,6,21.0
2022,114,0,37275,Sam Ryder,27.78,5,18.0
2022,115,0,24024,Zach Johnson,27.27,3,11.0
2022,115,0,27936,Martin Laird,27.27,3,11.0
2022,115,0,47856,Seth Reeves,27.27,3,11.0
2022,118,0,39546,Keith Mitchell,26.67,4,15.0
2022,118,0,30692,Scott Stallings,26.67,4,15.0
2022,120,0,47504,Sam Burns,25.0,3,12.0
2022,120,0,30911,Tommy Fleetwood,25.0,1,4.0
2022,120,0,24924,Bill Haas,25.0,4,16.0
2022,120,0,36689,Brooks Koepka,25.0,1,4.0
2022,120,0,33204,Shane Lowry,25.0,1,4.0
2022,120,0,47993,Denny McCarthy,25.0,4,16.0
2022,120,0,47983,Chad Ramey,25.0,2,8.0
2022,120,0,47347,Adam Schenk,25.0,3,12.0
2022,120,0,40006,Erik van Rooyen,25.0,2,8.0
2022,120,0,54783,Dylan Wu,25.0,2,8.0
2022,130,0,36326,David Lipsky,23.08,3,13.0
2022,130,0,36699,Patrick Rodgers,23.08,3,13.0
2022,130,0,40115,Adam Svensson,23.08,3,13.0
2022,133,0,32102,Rickie Fowler,22.22,2,9.0
2022,133,0,47529,Mito Pereira,22.22,4,18.0
