YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2013,1,0,33141,Keegan Bradley,29
2013,1,0,32200,Roberto Castro,29
2013,1,0,32102,Rickie Fowler,29
2013,1,0,24399,Scott Gardiner,29
2013,1,0,12716,Charley Hoffman,29
2013,1,0,33461,Morgan Hoffmann,29
2013,1,0,30711,Colt Knost,29
2013,1,0,1945,Kenny Perry,29
2013,1,0,27556,Ted Potter Jr.,29
2013,1,0,26476,Chez Reavie,29
2013,1,0,22405,Justin Rose,29
2013,1,0,6567,Vijay Singh,29
2013,1,0,27649,Brandt Snedeker,29
2013,1,0,30692,Scott Stallings,29
2013,1,0,2206,David Toms,29
2013,1,0,26951,Johnson Wagner,29
2013,1,0,25632,Jimmy Walker,29
2013,1,0,20160,Charlie Wi,29
2013,19,0,33120,Mark Anderson,30
2013,19,0,24846,Ricky Barnes,30
2013,19,0,20070,Matt Bettencourt,30
2013,19,0,25274,Steven Bowditch,30
2013,19,0,29479,Scott Brown,30
2013,19,0,32366,Kevin Chappell,30
2013,19,0,23204,Gary Christian,30
2013,19,0,23135,Tim Clark,30
2013,19,0,37450,Donald Constable,30
2013,19,0,27436,Graham DeLaet,30
2013,19,0,34099,Harris English,30
2013,19,0,1320,Bob Estes,30
2013,19,0,28307,Matt Every,30
2013,19,0,27896,Ross Fisher,30
2013,19,0,10809,Jim Furyk,30
2013,19,0,30750,Tommy Gainey,30
2013,19,0,19846,Brian Gay,30
2013,19,0,25900,Lucas Glover,30
2013,19,0,28679,Fabián Gómez,30
2013,19,0,32448,James Hahn,30
2013,19,0,20766,Padraig Harrington,30
2013,19,0,26758,David Hearn,30
2013,19,0,25444,Justin Hicks,30
2013,19,0,34174,John Huh,30
2013,19,0,22378,Trevor Immelman,30
2013,19,0,6573,Brandt Jobe,30
2013,19,0,27929,Shiv Kapur,30
2013,19,0,39975,Michael Kim,30
2013,19,0,30926,Chris Kirk,30
2013,19,0,36884,Ben Kohles,30
2013,19,0,23108,Matt Kuchar,30
2013,19,0,34261,Scott Langley,30
2013,19,0,28092,D.H. Lee,30
2013,19,0,35139,Richard Lee,30
2013,19,0,26695,Michael Letzig,30
2013,19,0,34409,David Lingmerth,30
2013,19,0,1724,Jeff Maggert,30
2013,19,0,24781,Hunter Mahan,30
2013,19,0,22961,David Mathis,30
2013,19,0,24490,George McNeill,30
2013,19,0,22046,Geoff Ogilvy,30
2013,19,0,23320,Ryan Palmer,30
2013,19,0,22056,Cameron Percy,30
2013,19,0,24361,Pat Perez,30
2013,19,0,35541,John Peterson,30
2013,19,0,25336,Alistair Presnell,30
2013,19,0,36699,Patrick Rodgers,30
2013,19,0,25562,Andres Romero,30
2013,19,0,29223,Sam Saunders,30
2013,19,0,24502,Adam Scott,30
2013,19,0,29221,Webb Simpson,30
2013,19,0,21951,Joey Snyder III,30
2013,19,0,26679,Kevin Stadler,30
2013,19,0,30110,Kyle Stanley,30
2013,19,0,21528,Henrik Stenson,30
2013,19,0,34431,Robert Streb,30
2013,19,0,27214,Kevin Streelman,30
2013,19,0,31560,Brian Stuard,30
2013,19,0,25834,Daniel Summerhays,30
2013,19,0,29425,Andrew Svoboda,30
2013,19,0,28118,Peter Tomasulo,30
2013,19,0,27770,Camilo Villegas,30
2013,19,0,10423,Mike Weir,30
2013,19,0,31323,Gary Woodland,30
2013,19,0,8793,Tiger Woods,30
2013,84,0,6004,Stephen Ames,31
2013,84,0,1024,Billy Andrade,31
2013,84,0,20098,Stuart Appleby,31
2013,84,0,7867,Woody Austin,31
2013,84,0,22371,Aaron Baddeley,31
2013,84,0,28259,Sangmoon Bae,31
2013,84,0,35545,Blayne Barber,31
2013,84,0,32334,Charlie Beljan,31
2013,84,0,27895,Jonas Blixt,31
2013,84,0,24507,Jason Bohn,31
2013,84,0,24227,Justin Bolli,31
2013,84,0,20848,Ángel Cabrera,31
2013,84,0,12510,Chad Campbell,31
2013,84,0,35450,Patrick Cantlay,31
2013,84,0,25364,Paul Casey,31
2013,84,0,34021,Bud Cauley,31
2013,84,0,20229,Stewart Cink,31
2013,84,0,28455,Will Claxton,31
2013,84,0,1203,Russ Cochran,31
2013,84,0,24494,Erik Compton,31
2013,84,0,32800,Franklin Corpening,31
2013,84,0,23541,Ben Crane,31
2013,84,0,21753,Brian Davis,31
2013,84,0,28089,Jason Day,31
2013,84,0,23638,Brendon de Jonge,31
2013,84,0,23983,Luke Donald,31
2013,84,0,23409,James Driscoll,31
2013,84,0,25686,Jason Dufner,31
2013,84,0,20104,Ken Duke,31
2013,84,0,9011,David Duval,31
2013,84,0,28500,Martin Flores,31
2013,84,0,29740,Brad Fritsch,31
2013,84,0,21209,Sergio Garcia,31
2013,84,0,24358,Robert Garrigus,31
2013,84,0,32698,Bobby Gates,31
2013,84,0,8725,Tom Gillis,31
2013,84,0,29720,Andres Gonzales,31
2013,84,0,20157,Retief Goosen,31
2013,84,0,22892,Jason Gore,31
2013,84,0,29974,Branden Grace,31
2013,84,0,35539,Luke Guthrie,31
2013,84,0,24924,Bill Haas,31
2013,84,0,27644,Brian Harman,31
2013,84,0,34098,Russell Henley,31
2013,84,0,31557,Jim Herman,31
2013,84,0,12782,Tim Herron,31
2013,84,0,29420,Billy Horschel,31
2013,84,0,21961,Charles Howell III,31
2013,84,0,21350,Ryuji Imada,31
2013,84,0,30852,Ryo Ishikawa,31
2013,84,0,21731,Freddie Jacobson,31
2013,84,0,19958,Miguel Angel Jiménez,31
2013,84,0,30925,Dustin Johnson,31
2013,84,0,24024,Zach Johnson,31
2013,84,0,26300,Matt Jones,31
2013,84,0,19970,Robert Karlsson,31
2013,84,0,8075,Jerry Kelly,31
2013,84,0,29478,Kevin Kisner,31
2013,84,0,33122,Russell Knox,31
2013,84,0,22806,Doug LaBelle II,31
2013,84,0,27936,Martin Laird,31
2013,84,0,6332,Neal Lancaster,31
2013,84,0,27503,Steve LeBrun,31
2013,84,0,26851,Marc Leishman,31
2013,84,0,1706,Davis Love III,31
2013,84,0,23548,Bill Lunde,31
2013,84,0,27060,John Mallinger,31
2013,84,0,32839,Hideki Matsuyama,31
2013,84,0,27120,Troy Matteson,31
2013,84,0,1766,Billy Mayfair,31
2013,84,0,28237,Rory McIlroy,31
2013,84,0,33869,Eric Meierdierks,31
2013,84,0,27933,John Merrick,31
2013,84,0,1810,Phil Mickelson,31
2013,84,0,23800,Bryce Molder,31
2013,84,0,25198,Francesco Molinari,31
2013,84,0,26596,Ryan Moore,31
2013,84,0,30163,Henrik Norlander,31
2013,84,0,22348,Nick O'Hern,31
2013,84,0,1887,Mark O'Meara,31
2013,84,0,33968,Thorbjørn Olesen,31
2013,84,0,28475,Jeff Overton,31
2013,84,0,20691,Greg Owen,31
2013,84,0,20443,Jin Park,31
2013,84,0,25345,Carl Pettersson,31
2013,84,0,25818,Scott Piercy,31
2013,84,0,24138,Ian Poulter,31
2013,84,0,10213,Dicky Pride,31
2013,84,0,34360,Patrick Reed,31
2013,84,0,23497,Tag Ridings,31
2013,84,0,22913,John Rollins,31
2013,84,0,26331,Charl Schwartzel,31
2013,84,0,7013,Wes Short Jr.,31
2013,84,0,34046,Jordan Spieth,31
2013,84,0,29518,Brendan Steele,31
2013,84,0,33418,Shawn Stefani,31
2013,84,0,6527,Steve Stricker,31
2013,84,0,27963,Chris Stroud,31
2013,84,0,6595,Kevin Sutherland,31
2013,84,0,27330,Josh Teater,31
2013,84,0,28780,Nicholas Thompson,31
2013,84,0,23788,D.J. Trahan,31
2013,84,0,33419,Cameron Tringale,31
2013,84,0,29484,Peter Uihlein,31
2013,84,0,2246,Duffy Waldorf,31
2013,84,0,27095,Nick Watney,31
2013,84,0,25804,Bubba Watson,31
2013,84,0,26289,Boo Weekley,31
2013,84,0,20396,Lee Westwood,31
2013,84,0,28310,Lee Williams,31
2013,84,0,21878,Mark Wilson,31
2013,84,0,22000,Chris Wood,31
2013,196,0,27796,Joe Affrunti,32
2013,196,0,10885,Robert Allenby,32
2013,196,0,12652,Cameron Beckman,32
2013,196,0,1116,Michael Bradley,32
2013,196,0,24925,Jonathan Byrd,32
2013,196,0,26499,Rafa Cabrera Bello,32
2013,196,0,32070,Rafael Campos,32
2013,196,0,20472,Alex Cejka,32
2013,196,0,20593,Greg Chalmers,32
2013,196,0,24357,K.J. Choi,32
2013,196,0,28937,George Coetzee,32
2013,196,0,23452,Nicolas Colsaerts,32
2013,196,0,22621,Ben Curtis,32
2013,196,0,6251,Chris DiMarco,32
2013,196,0,6621,Joe Durant,32
2013,196,0,6522,Ernie Els,32
2013,196,0,7457,Steve Flesch,32
2013,196,0,1378,David Frost,32
2013,196,0,20105,Jeff Gove,32
2013,196,0,24604,Hunter Haas,32
2013,196,0,22792,Peter Hanson,32
2013,196,0,29930,Mike Hendry,32
2013,196,0,23353,J.J. Henry,32
2013,196,0,20933,Kohki Idoki,32
2013,196,0,10733,Kent Jones,32
2013,196,0,28308,Troy Kelly,32
2013,196,0,36689,Brooks Koepka,32
2013,196,0,30944,Jason Kokrak,32
2013,196,0,35879,Kelly Kraft,32
2013,196,0,23552,Hank Kuehne,32
2013,196,0,29926,Danny Lee,32
2013,196,0,10860,Justin Leonard,32
2013,196,0,27129,Luke List,32
2013,196,0,21099,David Lynn,32
2013,196,0,33199,Matteo Manassero,32
2013,196,0,28158,Steve Marino,32
2013,196,0,10585,Scott McCarron,32
2013,196,0,25572,Graeme McDowell,32
2013,196,0,31202,William McGirt,32
2013,196,0,25396,Kevin Na,32
2013,196,0,29289,S.Y. Noh,32
2013,196,0,24140,Sean O'Hair,32
