YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2013,1,0,6527,Steve Stricker,66.0,66,1
2013,2,0,25572,Graeme McDowell,67.0,67,1
2013,3,0,6004,Stephen Ames,67.33,202,3
2013,4,0,21209,Sergio Garcia,67.5,270,4
2013,5,0,27214,Kevin Streelman,68.0,340,5
2013,6,0,33461,Morgan Hoffmann,68.25,273,4
2013,7,0,27436,Graham DeLaet,68.67,206,3
2013,7,0,25834,Daniel Summerhays,68.67,206,3
2013,9,0,21753,Brian Davis,68.88,551,8
2013,10,0,23135,Tim Clark,69.0,276,4
2013,10,0,34431,Robert Streb,69.0,414,6
2013,12,0,24781,Hunter Mahan,69.25,277,4
2013,13,0,32200,Roberto Castro,69.33,624,9
2013,14,0,25632,Jimmy Walker,69.36,763,11
2013,15,0,20160,Charlie Wi,69.5,278,4
2013,16,0,30926,Chris Kirk,69.54,904,13
2013,17,0,23320,Ryan Palmer,69.6,348,5
2013,18,0,19846,Brian Gay,69.67,418,6
2013,18,0,27556,Ted Potter Jr.,69.67,209,3
2013,18,0,34046,Jordan Spieth,69.67,418,6
2013,18,0,25804,Bubba Watson,69.67,209,3
2013,22,0,25274,Steven Bowditch,69.75,279,4
2013,22,0,24357,K.J. Choi,69.75,279,4
2013,22,0,23409,James Driscoll,69.75,279,4
2013,22,0,8075,Jerry Kelly,69.75,279,4
2013,22,0,23623,Bo Van Pelt,69.75,279,4
2013,27,0,20593,Greg Chalmers,69.83,419,6
2013,28,0,12510,Chad Campbell,70.0,420,6
2013,28,0,23452,Nicolas Colsaerts,70.0,70,1
2013,28,0,23983,Luke Donald,70.0,70,1
2013,28,0,1320,Bob Estes,70.0,210,3
2013,28,0,24490,George McNeill,70.0,280,4
2013,28,0,23621,Rory Sabbatini,70.0,210,3
2013,28,0,23788,D.J. Trahan,70.0,70,1
2013,28,0,21878,Mark Wilson,70.0,350,5
2013,28,0,24663,Y.E. Yang,70.0,140,2
2013,37,0,29740,Brad Fritsch,70.17,421,6
2013,38,0,25900,Lucas Glover,70.2,351,5
2013,39,0,27895,Jonas Blixt,70.25,281,4
2013,39,0,29420,Billy Horschel,70.25,281,4
2013,39,0,27408,Martin Kaymer,70.25,281,4
2013,39,0,34360,Patrick Reed,70.25,281,4
2013,39,0,27770,Camilo Villegas,70.25,281,4
2013,44,0,21731,Freddie Jacobson,70.29,492,7
2013,45,0,23353,J.J. Henry,70.33,422,6
2013,45,0,27933,John Merrick,70.33,633,9
2013,47,0,28135,Aaron Watkins,70.4,352,5
2013,48,0,1116,Michael Bradley,70.5,141,2
2013,48,0,28089,Jason Day,70.5,141,2
2013,48,0,28500,Martin Flores,70.5,423,6
2013,48,0,10809,Jim Furyk,70.5,282,4
2013,48,0,31557,Jim Herman,70.5,423,6
2013,48,0,33869,Eric Meierdierks,70.5,423,6
2013,48,0,22913,John Rollins,70.5,282,4
2013,48,0,26331,Charl Schwartzel,70.5,282,4
2013,48,0,10423,Mike Weir,70.5,141,2
2013,48,0,31323,Gary Woodland,70.5,282,4
2013,58,0,23541,Ben Crane,70.6,353,5
2013,59,0,22378,Trevor Immelman,70.67,636,9
2013,60,0,26300,Matt Jones,70.71,495,7
2013,60,0,32150,Michael Thompson,70.71,495,7
2013,62,0,27644,Brian Harman,70.75,566,8
2013,62,0,22961,David Mathis,70.75,283,4
2013,64,0,35139,Richard Lee,70.78,637,9
2013,65,0,22806,Doug LaBelle II,70.83,425,6
2013,65,0,23800,Bryce Molder,70.83,425,6
2013,65,0,23497,Tag Ridings,70.83,425,6
2013,68,0,20645,John Senden,70.86,496,7
2013,69,0,30692,Scott Stallings,70.88,567,8
2013,70,0,27963,Chris Stroud,70.91,780,11
2013,71,0,20848,Ángel Cabrera,71.0,142,2
2013,71,0,25686,Jason Dufner,71.0,142,2
2013,71,0,6522,Ernie Els,71.0,71,1
2013,71,0,24358,Robert Garrigus,71.0,284,4
2013,71,0,35539,Luke Guthrie,71.0,497,7
