YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS,TOTAL 2 PUTTS,TOTAL 3 PUTTS,TOTAL 1 PUTTS,TOTAL PUTTS,LOW TOTAL PUTTS
2013,31,0,32200,Roberto Castro,0.02,2.0,97,,,,,
2013,31,0,22621,Ben Curtis,0.02,1.0,57,,,,,
2013,31,0,6522,Ernie Els,0.02,1.0,62,,,,,
2013,31,0,1320,Bob Estes,0.02,1.0,66,,,,,
2013,31,0,21209,Sergio Garcia,0.02,1.0,63,,,,,
2013,31,0,24358,Robert Garrigus,0.02,1.0,65,,,,,
2013,31,0,24924,Bill Haas,0.02,2.0,84,,,,,
2013,31,0,22792,Peter Hanson,0.02,1.0,43,,,,,
2013,31,0,6573,Brandt Jobe,0.02,1.0,58,,,,,
2013,31,0,30926,Chris Kirk,0.02,2.0,89,,,,,
2013,31,0,27503,Steve LeBrun,0.02,1.0,62,,,,,
2013,31,0,1724,Jeff Maggert,0.02,1.0,63,,,,,
2013,31,0,27120,Troy Matteson,0.02,1.0,66,,,,,
2013,31,0,28237,Rory McIlroy,0.02,1.0,55,,,,,
2013,31,0,24140,Sean O'Hair,0.02,1.0,56,,,,,
2013,31,0,22046,Geoff Ogilvy,0.02,1.0,57,,,,,
2013,31,0,20572,Rod Pampling,0.02,1.0,42,,,,,
2013,31,0,22056,Cameron Percy,0.02,1.0,66,,,,,
2013,31,0,27556,Ted Potter Jr.,0.02,1.0,61,,,,,
2013,31,0,24138,Ian Poulter,0.02,1.0,53,,,,,
2013,31,0,25336,Alistair Presnell,0.02,1.0,57,,,,,
2013,31,0,34360,Patrick Reed,0.02,2.0,83,,,,,
2013,31,0,23497,Tag Ridings,0.02,1.0,65,,,,,
2013,31,0,25562,Andres Romero,0.02,1.0,59,,,,,
2013,31,0,6567,Vijay Singh,0.02,1.0,61,,,,,
2013,31,0,33418,Shawn Stefani,0.02,1.0,63,,,,,
2013,31,0,27214,Kevin Streelman,0.02,2.0,86,,,,,
2013,31,0,23325,Vaughn Taylor,0.02,1.0,46,,,,,
2013,31,0,23788,D.J. Trahan,0.02,1.0,46,,,,,
2013,31,0,26951,Johnson Wagner,0.02,1.0,60,,,,,
2013,31,0,28135,Aaron Watkins,0.02,1.0,44,,,,,
2013,31,0,10423,Mike Weir,0.02,1.0,58,,,,,
2013,31,0,24663,Y.E. Yang,0.02,1.0,56,,,,,
2013,67,0,28259,Sangmoon Bae,0.01,1.0,83,,,,,
2013,67,0,33141,Keegan Bradley,0.01,1.0,87,,,,,
2013,67,0,12510,Chad Campbell,0.01,1.0,76,,,,,
2013,67,0,23638,Brendon de Jonge,0.01,1.0,110,,,,,
2013,67,0,27436,Graham DeLaet,0.01,1.0,94,,,,,
2013,67,0,34099,Harris English,0.01,1.0,95,,,,,
2013,67,0,32102,Rickie Fowler,0.01,1.0,74,,,,,
2013,67,0,35539,Luke Guthrie,0.01,1.0,82,,,,,
2013,67,0,26758,David Hearn,0.01,1.0,88,,,,,
2013,67,0,12716,Charley Hoffman,0.01,1.0,84,,,,,
2013,67,0,29420,Billy Horschel,0.01,1.0,96,,,,,
2013,67,0,30925,Dustin Johnson,0.01,1.0,70,,,,,
2013,67,0,26300,Matt Jones,0.01,1.0,83,,,,,
2013,67,0,8075,Jerry Kelly,0.01,1.0,75,,,,,
2013,67,0,34261,Scott Langley,0.01,1.0,75,,,,,
2013,67,0,24781,Hunter Mahan,0.01,1.0,85,,,,,
2013,67,0,22961,David Mathis,0.01,1.0,67,,,,,
2013,67,0,24490,George McNeill,0.01,1.0,68,,,,,
2013,67,0,23800,Bryce Molder,0.01,1.0,80,,,,,
2013,67,0,26596,Ryan Moore,0.01,1.0,71,,,,,
2013,67,0,30163,Henrik Norlander,0.01,1.0,68,,,,,
2013,67,0,20691,Greg Owen,0.01,1.0,71,,,,,
2013,67,0,25818,Scott Piercy,0.01,1.0,75,,,,,
2013,67,0,23621,Rory Sabbatini,0.01,1.0,82,,,,,
2013,67,0,26331,Charl Schwartzel,0.01,1.0,68,,,,,
2013,67,0,27649,Brandt Snedeker,0.01,1.0,79,,,,,
2013,67,0,34046,Jordan Spieth,0.01,1.0,82,,,,,
2013,67,0,29518,Brendan Steele,0.01,1.0,82,,,,,
2013,67,0,27330,Josh Teater,0.01,1.0,82,,,,,
2013,67,0,27770,Camilo Villegas,0.01,1.0,75,,,,,
2013,67,0,27095,Nick Watney,0.01,1.0,86,,,,,
2013,67,0,25804,Bubba Watson,0.01,1.0,73,,,,,
2013,67,0,26497,Casey Wittenberg,0.01,1.0,70,,,,,
2013,67,0,31323,Gary Woodland,0.01,1.0,90,,,,,
2013,1,0,23452,Nicolas Colsaerts,11.23,,47,528.0,,,,
2013,1,0,6567,Vijay Singh,11.23,,61,685.0,,,,
2013,3,0,23353,J.J. Henry,11.22,,81,909.0,,,,
2013,4,0,24846,Ricky Barnes,11.06,,70,774.0,,,,
2013,5,0,37273,Derek Ernst,10.95,,58,635.0,,,,
2013,6,0,33869,Eric Meierdierks,10.93,,46,503.0,,,,
2013,7,0,32698,Bobby Gates,10.89,,45,490.0,,,,
2013,8,0,24358,Robert Garrigus,10.85,,65,705.0,,,,
2013,9,0,28455,Will Claxton,10.84,,63,683.0,,,,
2013,9,0,29425,Andrew Svoboda,10.84,,44,477.0,,,,
2013,11,0,24502,Adam Scott,10.83,,60,650.0,,,,
2013,11,0,20645,John Senden,10.83,,78,845.0,,,,
2013,13,0,20572,Rod Pampling,10.79,,42,453.0,,,,
2013,14,0,22378,Trevor Immelman,10.77,,69,743.0,,,,
2013,15,0,20229,Stewart Cink,10.76,,71,764.0,,,,
2013,16,0,26289,Boo Weekley,10.73,,100,1073.0,,,,
2013,17,0,6573,Brandt Jobe,10.71,,58,621.0,,,,
2013,17,0,24140,Sean O'Hair,10.71,,56,600.0,,,,
2013,17,0,25804,Bubba Watson,10.71,,73,782.0,,,,
2013,20,0,30852,Ryo Ishikawa,10.69,,70,748.0,,,,
2013,21,0,30163,Henrik Norlander,10.68,,68,726.0,,,,
2013,22,0,22961,David Mathis,10.67,,67,715.0,,,,
2013,22,0,21878,Mark Wilson,10.67,,52,555.0,,,,
2013,24,0,32334,Charlie Beljan,10.66,,62,661.0,,,,
2013,24,0,25900,Lucas Glover,10.66,,65,693.0,,,,
2013,26,0,31557,Jim Herman,10.65,,55,586.0,,,,
2013,27,0,1116,Michael Bradley,10.63,,52,553.0,,,,
2013,27,0,21528,Henrik Stenson,10.63,,64,680.0,,,,
2013,29,0,27095,Nick Watney,10.62,,86,913.0,,,,
2013,30,0,24399,Scott Gardiner,10.61,,59,626.0,,,,
2013,31,0,23497,Tag Ridings,10.6,,65,689.0,,,,
2013,32,0,12510,Chad Campbell,10.59,,76,805.0,,,,
2013,32,0,27408,Martin Kaymer,10.59,,58,614.0,,,,
2013,32,0,30110,Kyle Stanley,10.59,,71,752.0,,,,
2013,35,0,24924,Bill Haas,10.58,,84,889.0,,,,
2013,35,0,22913,John Rollins,10.58,,73,772.0,,,,
2013,37,0,34021,Bud Cauley,10.57,,63,666.0,,,,
2013,37,0,23788,D.J. Trahan,10.57,,46,486.0,,,,
2013,37,0,23623,Bo Van Pelt,10.57,,70,740.0,,,,
2013,40,0,25444,Justin Hicks,10.55,,75,791.0,,,,
2013,41,0,10885,Robert Allenby,10.54,,56,590.0,,,,
2013,41,0,31323,Gary Woodland,10.54,,90,949.0,,,,
2013,43,0,31560,Brian Stuard,10.53,,74,779.0,,,,
2013,43,0,26951,Johnson Wagner,10.53,,60,632.0,,,,
2013,45,0,24024,Zach Johnson,10.52,,83,873.0,,,,
2013,45,0,27933,John Merrick,10.52,,79,831.0,,,,
2013,45,0,20691,Greg Owen,10.52,,71,747.0,,,,
2013,45,0,26679,Kevin Stadler,10.52,,79,831.0,,,,
2013,49,0,20848,Ángel Cabrera,10.51,,73,767.0,,,,
2013,49,0,10809,Jim Furyk,10.51,,78,820.0,,,,
2013,51,0,27330,Josh Teater,10.5,,82,861.0,,,,
2013,52,0,24781,Hunter Mahan,10.49,,85,892.0,,,,
2013,53,0,22621,Ben Curtis,10.47,,57,597.0,,,,
2013,54,0,27436,Graham DeLaet,10.46,,94,983.0,,,,
2013,54,0,36884,Ben Kohles,10.46,,71,743.0,,,,
2013,54,0,26476,Chez Reavie,10.46,,72,753.0,,,,
2013,57,0,23638,Brendon de Jonge,10.45,,110,1149.0,,,,
2013,57,0,27503,Steve LeBrun,10.45,,62,648.0,,,,
2013,57,0,24361,Pat Perez,10.45,,69,721.0,,,,
2013,57,0,29518,Brendan Steele,10.45,,82,857.0,,,,
2013,61,0,27120,Troy Matteson,10.44,,66,689.0,,,,
2013,62,0,27214,Kevin Streelman,10.42,,86,896.0,,,,
2013,63,0,29289,S.Y. Noh,10.4,,67,697.0,,,,
2013,64,0,20766,Padraig Harrington,10.39,,49,509.0,,,,
2013,64,0,34431,Robert Streb,10.39,,71,738.0,,,,
2013,66,0,29479,Scott Brown,10.38,,65,675.0,,,,
2013,66,0,24490,George McNeill,10.38,,68,706.0,,,,
2013,68,0,26331,Charl Schwartzel,10.37,,68,705.0,,,,
2013,69,0,6522,Ernie Els,10.35,,62,642.0,,,,
2013,69,0,34174,John Huh,10.35,,88,911.0,,,,
2013,69,0,25345,Carl Pettersson,10.35,,80,828.0,,,,
2013,72,0,27936,Martin Laird,10.34,,68,703.0,,,,
2013,73,0,33141,Keegan Bradley,10.33,,87,899.0,,,,
2013,73,0,30925,Dustin Johnson,10.33,,70,723.0,,,,
2013,73,0,10213,Dicky Pride,10.33,,67,692.0,,,,
2013,76,0,24663,Y.E. Yang,10.32,,56,578.0,,,,
2013,77,0,32200,Roberto Castro,10.31,,97,1000.0,,,,
2013,78,0,21209,Sergio Garcia,10.29,,63,648.0,,,,
2013,79,0,22405,Justin Rose,10.28,,60,617.0,,,,
2013,80,0,32150,Michael Thompson,10.27,,66,678.0,,,,
2013,80,0,28780,Nicholas Thompson,10.27,,99,1017.0,,,,
2013,82,0,31202,William McGirt,10.25,,75,769.0,,,,
2013,83,0,29420,Billy Horschel,10.24,,96,983.0,,,,
2013,84,0,28679,Fabián Gómez,10.23,,65,665.0,,,,
2013,84,0,22056,Cameron Percy,10.23,,66,675.0,,,,
2013,84,0,20396,Lee Westwood,10.23,,69,706.0,,,,
2013,87,0,32448,James Hahn,10.22,,74,756.0,,,,
2013,87,0,29221,Webb Simpson,10.22,,88,899.0,,,,
2013,89,0,29740,Brad Fritsch,10.21,,77,786.0,,,,
2013,89,0,35139,Richard Lee,10.21,,77,786.0,,,,
2013,89,0,26497,Casey Wittenberg,10.21,,70,715.0,,,,
2013,92,0,34261,Scott Langley,10.2,,75,765.0,,,,
2013,92,0,33419,Cameron Tringale,10.2,,80,816.0,,,,
2013,94,0,26851,Marc Leishman,10.19,,77,785.0,,,,
2013,94,0,25818,Scott Piercy,10.19,,75,764.0,,,,
2013,96,0,32366,Kevin Chappell,10.18,,80,814.0,,,,
2013,96,0,24357,K.J. Choi,10.18,,84,855.0,,,,
2013,96,0,28092,D.H. Lee,10.18,,65,662.0,,,,
2013,99,0,30711,Colt Knost,10.17,,65,661.0,,,,
2013,100,0,24507,Jason Bohn,10.16,,70,711.0,,,,
2013,100,0,8075,Jerry Kelly,10.16,,75,762.0,,,,
2013,100,0,27770,Camilo Villegas,10.16,,75,762.0,,,,
2013,103,0,25834,Daniel Summerhays,10.14,,83,842.0,,,,
2013,104,0,23108,Matt Kuchar,10.13,,87,881.0,,,,
2013,104,0,33418,Shawn Stefani,10.13,,63,638.0,,,,
2013,106,0,25572,Graeme McDowell,10.12,,49,496.0,,,,
2013,107,0,25632,Jimmy Walker,10.11,,84,849.0,,,,
2013,108,0,30750,Tommy Gainey,10.1,,84,848.0,,,,
2013,109,0,25686,Jason Dufner,10.08,,77,776.0,,,,
2013,109,0,24138,Ian Poulter,10.08,,53,534.0,,,,
2013,111,0,23135,Tim Clark,10.05,,61,613.0,,,,
2013,111,0,23320,Ryan Palmer,10.05,,79,794.0,,,,
2013,113,0,26300,Matt Jones,10.04,,83,833.0,,,,
2013,113,0,25336,Alistair Presnell,10.04,,57,572.0,,,,
2013,115,0,28475,Jeff Overton,10.03,,78,782.0,,,,
2013,116,0,27644,Brian Harman,10.02,,85,852.0,,,,
2013,116,0,19970,Robert Karlsson,10.02,,52,521.0,,,,
2013,116,0,27129,Luke List,10.02,,61,611.0,,,,
2013,116,0,2206,David Toms,10.02,,44,441.0,,,,
2013,116,0,28310,Lee Williams,10.02,,60,601.0,,,,
2013,121,0,20104,Ken Duke,10.01,,87,871.0,,,,
2013,122,0,22046,Geoff Ogilvy,10.0,,57,570.0,,,,
2013,122,0,22295,Darron Stiles,10.0,,49,490.0,,,,
2013,124,0,34098,Russell Henley,9.99,,78,779.0,,,,
2013,124,0,12716,Charley Hoffman,9.99,,84,839.0,,,,
2013,124,0,21099,David Lynn,9.99,,69,689.0,,,,
2013,127,0,24227,Justin Bolli,9.98,,55,549.0,,,,
2013,127,0,12782,Tim Herron,9.98,,45,449.0,,,,
2013,127,0,25240,D.A. Points,9.98,,87,868.0,,,,
2013,127,0,8793,Tiger Woods,9.98,,60,599.0,,,,
2013,131,0,34099,Harris English,9.97,,95,947.0,,,,
2013,131,0,8725,Tom Gillis,9.97,,65,648.0,,,,
2013,131,0,22806,Doug LaBelle II,9.97,,70,698.0,,,,
2013,131,0,1724,Jeff Maggert,9.97,,63,628.0,,,,
2013,131,0,26596,Ryan Moore,9.97,,71,708.0,,,,
2013,136,0,22792,Peter Hanson,9.95,,43,428.0,,,,
2013,136,0,28135,Aaron Watkins,9.95,,44,438.0,,,,
2013,138,0,20098,Stuart Appleby,9.94,,84,835.0,,,,
2013,138,0,20443,Jin Park,9.94,,50,497.0,,,,
2013,138,0,30692,Scott Stallings,9.94,,79,785.0,,,,
2013,141,0,10860,Justin Leonard,9.9,,86,851.0,,,,
2013,141,0,23621,Rory Sabbatini,9.9,,82,812.0,,,,
2013,143,0,24494,Erik Compton,9.89,,74,732.0,,,,
2013,143,0,1320,Bob Estes,9.89,,66,653.0,,,,
2013,143,0,28500,Martin Flores,9.89,,83,821.0,,,,
2013,143,0,21961,Charles Howell III,9.89,,85,841.0,,,,
2013,147,0,28307,Matt Every,9.88,,89,879.0,,,,
2013,147,0,32102,Rickie Fowler,9.88,,74,731.0,,,,
2013,149,0,26758,David Hearn,9.86,,88,868.0,,,,
2013,150,0,28089,Jason Day,9.83,,80,786.0,,,,
2013,150,0,23800,Bryce Molder,9.83,,80,786.0,,,,
2013,152,0,30944,Jason Kokrak,9.82,,78,766.0,,,,
2013,153,0,23541,Ben Crane,9.81,,58,569.0,,,,
2013,153,0,33461,Morgan Hoffmann,9.81,,64,628.0,,,,
2013,153,0,6527,Steve Stricker,9.81,,47,461.0,,,,
2013,156,0,23409,James Driscoll,9.79,,72,705.0,,,,
2013,157,0,6004,Stephen Ames,9.78,,49,479.0,,,,
2013,157,0,27963,Chris Stroud,9.78,,88,861.0,,,,
2013,159,0,21753,Brian Davis,9.77,,91,889.0,,,,
2013,159,0,34046,Jordan Spieth,9.77,,82,801.0,,,,
2013,161,0,25562,Andres Romero,9.75,,59,575.0,,,,
2013,162,0,27556,Ted Potter Jr.,9.74,,61,594.0,,,,
2013,163,0,21731,Freddie Jacobson,9.73,,60,584.0,,,,
2013,164,0,34409,David Lingmerth,9.72,,68,661.0,,,,
2013,165,0,28237,Rory McIlroy,9.71,,55,534.0,,,,
2013,166,0,23983,Luke Donald,9.69,,58,562.0,,,,
2013,167,0,27895,Jonas Blixt,9.68,,76,736.0,,,,
2013,168,0,1810,Phil Mickelson,9.67,,78,754.0,,,,
2013,169,0,35539,Luke Guthrie,9.63,,82,790.0,,,,
2013,170,0,20593,Greg Chalmers,9.59,,73,700.0,,,,
2013,170,0,34360,Patrick Reed,9.59,,83,796.0,,,,
2013,170,0,27649,Brandt Snedeker,9.59,,79,758.0,,,,
2013,173,0,23325,Vaughn Taylor,9.57,,46,440.0,,,,
2013,174,0,25274,Steven Bowditch,9.52,,65,619.0,,,,
2013,175,0,28259,Sangmoon Bae,9.51,,83,789.0,,,,
2013,176,0,20160,Charlie Wi,9.44,,71,670.0,,,,
2013,177,0,30926,Chris Kirk,9.43,,89,839.0,,,,
2013,178,0,10423,Mike Weir,9.4,,58,545.0,,,,
2013,179,0,19846,Brian Gay,9.13,,79,721.0,,,,
2013,180,0,22371,Aaron Baddeley,9.09,,66,600.0,,,,
2013,1,0,25900,Lucas Glover,1.0,,65,,65.0,,,
2013,2,0,22046,Geoff Ogilvy,0.95,,57,,54.0,,,
2013,3,0,30110,Kyle Stanley,0.93,,71,,66.0,,,
2013,4,0,33869,Eric Meierdierks,0.91,,46,,42.0,,,
2013,5,0,6567,Vijay Singh,0.9,,61,,55.0,,,
2013,6,0,31557,Jim Herman,0.89,,55,,49.0,,,
2013,7,0,19970,Robert Karlsson,0.88,,52,,46.0,,,
2013,8,0,1116,Michael Bradley,0.83,,52,,43.0,,,
2013,9,0,35539,Luke Guthrie,0.8,,82,,66.0,,,
2013,9,0,27556,Ted Potter Jr.,0.8,,61,,49.0,,,
2013,11,0,23621,Rory Sabbatini,0.79,,82,,65.0,,,
2013,12,0,26289,Boo Weekley,0.78,,100,,78.0,,,
2013,13,0,23452,Nicolas Colsaerts,0.77,,47,,36.0,,,
2013,13,0,25686,Jason Dufner,0.77,,77,,59.0,,,
2013,15,0,27408,Martin Kaymer,0.76,,58,,44.0,,,
2013,15,0,20691,Greg Owen,0.76,,71,,54.0,,,
2013,15,0,27095,Nick Watney,0.76,,86,,65.0,,,
2013,18,0,28259,Sangmoon Bae,0.75,,83,,62.0,,,
2013,19,0,27129,Luke List,0.74,,61,,45.0,,,
2013,20,0,32334,Charlie Beljan,0.73,,62,,45.0,,,
2013,20,0,28455,Will Claxton,0.73,,63,,46.0,,,
2013,20,0,34174,John Huh,0.73,,88,,64.0,,,
2013,23,0,20443,Jin Park,0.72,,50,,36.0,,,
2013,23,0,25336,Alistair Presnell,0.72,,57,,41.0,,,
2013,25,0,20848,Ángel Cabrera,0.71,,73,,52.0,,,
2013,25,0,25444,Justin Hicks,0.71,,75,,53.0,,,
2013,25,0,1724,Jeff Maggert,0.71,,63,,45.0,,,
2013,28,0,32366,Kevin Chappell,0.7,,80,,56.0,,,
2013,28,0,20229,Stewart Cink,0.7,,71,,50.0,,,
2013,28,0,30852,Ryo Ishikawa,0.7,,70,,49.0,,,
2013,28,0,21528,Henrik Stenson,0.7,,64,,45.0,,,
2013,28,0,26951,Johnson Wagner,0.7,,60,,42.0,,,
2013,33,0,27936,Martin Laird,0.69,,68,,47.0,,,
2013,33,0,27503,Steve LeBrun,0.69,,62,,43.0,,,
2013,33,0,26596,Ryan Moore,0.69,,71,,49.0,,,
2013,36,0,28780,Nicholas Thompson,0.68,,99,,67.0,,,
2013,37,0,22621,Ben Curtis,0.67,,57,,38.0,,,
2013,37,0,27436,Graham DeLaet,0.67,,94,,63.0,,,
2013,37,0,22378,Trevor Immelman,0.67,,69,,46.0,,,
2013,37,0,30944,Jason Kokrak,0.67,,78,,52.0,,,
2013,37,0,22405,Justin Rose,0.67,,60,,40.0,,,
2013,42,0,24227,Justin Bolli,0.65,,55,,36.0,,,
2013,43,0,28307,Matt Every,0.64,,89,,57.0,,,
2013,43,0,28237,Rory McIlroy,0.64,,55,,35.0,,,
2013,43,0,29289,S.Y. Noh,0.64,,67,,43.0,,,
2013,43,0,25240,D.A. Points,0.64,,87,,56.0,,,
2013,43,0,20396,Lee Westwood,0.64,,69,,44.0,,,
2013,48,0,10885,Robert Allenby,0.63,,56,,35.0,,,
2013,48,0,12716,Charley Hoffman,0.63,,84,,53.0,,,
2013,48,0,30925,Dustin Johnson,0.63,,70,,44.0,,,
2013,48,0,34409,David Lingmerth,0.63,,68,,43.0,,,
2013,48,0,22295,Darron Stiles,0.63,,49,,31.0,,,
2013,48,0,21878,Mark Wilson,0.63,,52,,33.0,,,
2013,54,0,29740,Brad Fritsch,0.62,,77,,48.0,,,
2013,54,0,8725,Tom Gillis,0.62,,65,,40.0,,,
2013,54,0,28092,D.H. Lee,0.62,,65,,40.0,,,
2013,54,0,30163,Henrik Norlander,0.62,,68,,42.0,,,
2013,54,0,20645,John Senden,0.62,,78,,48.0,,,
2013,59,0,24494,Erik Compton,0.61,,74,,45.0,,,
2013,59,0,28500,Martin Flores,0.61,,83,,51.0,,,
2013,59,0,30750,Tommy Gainey,0.61,,84,,51.0,,,
2013,59,0,26851,Marc Leishman,0.61,,77,,47.0,,,
2013,59,0,22961,David Mathis,0.61,,67,,41.0,,,
2013,59,0,24140,Sean O'Hair,0.61,,56,,34.0,,,
2013,59,0,32150,Michael Thompson,0.61,,66,,40.0,,,
2013,59,0,23788,D.J. Trahan,0.61,,46,,28.0,,,
2013,59,0,23623,Bo Van Pelt,0.61,,70,,43.0,,,
2013,68,0,24846,Ricky Barnes,0.6,,70,,42.0,,,
2013,68,0,24490,George McNeill,0.6,,68,,41.0,,,
2013,68,0,25818,Scott Piercy,0.6,,75,,45.0,,,
2013,68,0,25804,Bubba Watson,0.6,,73,,44.0,,,
2013,72,0,12510,Chad Campbell,0.59,,76,,45.0,,,
2013,72,0,34021,Bud Cauley,0.59,,63,,37.0,,,
2013,72,0,20104,Ken Duke,0.59,,87,,51.0,,,
2013,72,0,36884,Ben Kohles,0.59,,71,,42.0,,,
2013,72,0,34360,Patrick Reed,0.59,,83,,49.0,,,
2013,72,0,29518,Brendan Steele,0.59,,82,,48.0,,,
2013,72,0,2206,David Toms,0.59,,44,,26.0,,,
2013,79,0,24357,K.J. Choi,0.58,,84,,49.0,,,
2013,79,0,24399,Scott Gardiner,0.58,,59,,34.0,,,
2013,81,0,23541,Ben Crane,0.57,,58,,33.0,,,
2013,81,0,34099,Harris English,0.57,,95,,54.0,,,
2013,81,0,6573,Brandt Jobe,0.57,,58,,33.0,,,
2013,81,0,25572,Graeme McDowell,0.57,,49,,28.0,,,
2013,81,0,26679,Kevin Stadler,0.57,,79,,45.0,,,
2013,81,0,30692,Scott Stallings,0.57,,79,,45.0,,,
2013,81,0,23325,Vaughn Taylor,0.57,,46,,26.0,,,
2013,88,0,12782,Tim Herron,0.56,,45,,25.0,,,
2013,88,0,33461,Morgan Hoffmann,0.56,,64,,36.0,,,
2013,88,0,24781,Hunter Mahan,0.56,,85,,48.0,,,
2013,88,0,34046,Jordan Spieth,0.56,,82,,46.0,,,
2013,88,0,27330,Josh Teater,0.56,,82,,46.0,,,
2013,88,0,33419,Cameron Tringale,0.56,,80,,45.0,,,
2013,94,0,20098,Stuart Appleby,0.55,,84,,46.0,,,
2013,94,0,25274,Steven Bowditch,0.55,,65,,36.0,,,
2013,94,0,34098,Russell Henley,0.55,,78,,43.0,,,
2013,94,0,24361,Pat Perez,0.55,,69,,38.0,,,
2013,94,0,34431,Robert Streb,0.55,,71,,39.0,,,
2013,94,0,6527,Steve Stricker,0.55,,47,,26.0,,,
2013,94,0,27770,Camilo Villegas,0.55,,75,,41.0,,,
2013,94,0,20160,Charlie Wi,0.55,,71,,39.0,,,
2013,102,0,23135,Tim Clark,0.54,,61,,33.0,,,
2013,102,0,24024,Zach Johnson,0.54,,83,,45.0,,,
2013,104,0,37273,Derek Ernst,0.53,,58,,31.0,,,
2013,104,0,28310,Lee Williams,0.53,,60,,32.0,,,
2013,106,0,34261,Scott Langley,0.52,,75,,39.0,,,
2013,106,0,22056,Cameron Percy,0.52,,66,,34.0,,,
2013,106,0,33418,Shawn Stefani,0.52,,63,,33.0,,,
2013,106,0,8793,Tiger Woods,0.52,,60,,31.0,,,
2013,110,0,32200,Roberto Castro,0.51,,97,,49.0,,,
2013,110,0,20766,Padraig Harrington,0.51,,49,,25.0,,,
2013,110,0,29420,Billy Horschel,0.51,,96,,49.0,,,
2013,110,0,22806,Doug LaBelle II,0.51,,70,,36.0,,,
2013,110,0,35139,Richard Lee,0.51,,77,,39.0,,,
2013,110,0,27933,John Merrick,0.51,,79,,40.0,,,
2013,110,0,24138,Ian Poulter,0.51,,53,,27.0,,,
2013,110,0,10213,Dicky Pride,0.51,,67,,34.0,,,
2013,110,0,22913,John Rollins,0.51,,73,,37.0,,,
2013,110,0,25562,Andres Romero,0.51,,59,,30.0,,,
2013,120,0,23409,James Driscoll,0.5,,72,,36.0,,,
2013,120,0,10809,Jim Furyk,0.5,,78,,39.0,,,
2013,120,0,21731,Freddie Jacobson,0.5,,60,,30.0,,,
2013,120,0,27120,Troy Matteson,0.5,,66,,33.0,,,
2013,120,0,27214,Kevin Streelman,0.5,,86,,43.0,,,
2013,120,0,28135,Aaron Watkins,0.5,,44,,22.0,,,
2013,126,0,28089,Jason Day,0.49,,80,,39.0,,,
2013,126,0,32102,Rickie Fowler,0.49,,74,,36.0,,,
2013,126,0,24358,Robert Garrigus,0.49,,65,,32.0,,,
2013,126,0,26300,Matt Jones,0.49,,83,,41.0,,,
2013,126,0,30926,Chris Kirk,0.49,,89,,44.0,,,
2013,126,0,21099,David Lynn,0.49,,69,,34.0,,,
2013,126,0,1810,Phil Mickelson,0.49,,78,,38.0,,,
2013,126,0,29221,Webb Simpson,0.49,,88,,43.0,,,
