YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
2013,1,0,34046,Jordan Spieth,19.96,178,892
2013,2,0,33461,Morgan Hoffmann,19.69,139,706
2013,3,0,30926,Chris Kirk,19.61,189,964
2013,4,0,28307,Matt Every,19.48,186,955
2013,5,0,6527,Steve Stricker,19.34,100,517
2013,6,0,28237,Rory McIlroy,19.32,114,590
2013,7,0,25686,Jason Dufner,19.15,163,851
2013,8,0,26758,David Hearn,18.76,178,949
2013,9,0,8793,Tiger Woods,18.75,123,656
2013,10,0,25632,Jimmy Walker,18.54,165,890
2013,11,0,20160,Charlie Wi,18.37,140,762
2013,12,0,26331,Charl Schwartzel,18.32,137,748
2013,13,0,2206,David Toms,18.3,86,470
2013,14,0,22405,Justin Rose,18.28,121,662
2013,15,0,34409,David Lingmerth,18.21,132,725
2013,16,0,23621,Rory Sabbatini,18.12,162,894
2013,17,0,29420,Billy Horschel,18.05,187,1036
2013,18,0,27649,Brandt Snedeker,18.01,154,855
2013,19,0,21753,Brian Davis,18.0,176,978
2013,20,0,34099,Harris English,17.96,185,1030
2013,21,0,30925,Dustin Johnson,17.95,138,769
2013,22,0,28259,Sangmoon Bae,17.67,159,900
2013,22,0,12716,Charley Hoffman,17.67,159,900
2013,24,0,1810,Phil Mickelson,17.65,149,844
2013,25,0,34098,Russell Henley,17.61,150,852
2013,26,0,21528,Henrik Stenson,17.57,123,700
2013,27,0,23325,Vaughn Taylor,17.56,88,501
2013,28,0,25804,Bubba Watson,17.45,138,791
2013,29,0,24507,Jason Bohn,17.42,131,752
2013,30,0,29221,Webb Simpson,17.41,168,965
2013,31,0,23800,Bryce Molder,17.4,150,862
2013,31,0,23320,Ryan Palmer,17.4,150,862
2013,33,0,23409,James Driscoll,17.35,132,761
2013,33,0,21209,Sergio Garcia,17.35,119,686
2013,35,0,27436,Graham DeLaet,17.32,176,1016
2013,36,0,34360,Patrick Reed,17.28,156,903
2013,37,0,26679,Kevin Stadler,17.25,147,852
2013,38,0,28780,Nicholas Thompson,17.23,184,1068
2013,39,0,33141,Keegan Bradley,17.17,165,961
2013,40,0,27556,Ted Potter Jr.,17.14,115,671
2013,41,0,19846,Brian Gay,17.13,148,864
2013,41,0,31323,Gary Woodland,17.13,167,975
2013,43,0,24490,George McNeill,17.12,127,742
2013,44,0,24358,Robert Garrigus,17.06,117,686
2013,45,0,27963,Chris Stroud,17.04,160,939
2013,45,0,27770,Camilo Villegas,17.04,138,810
2013,47,0,26476,Chez Reavie,17.01,133,782
2013,48,0,29740,Brad Fritsch,16.95,140,826
2013,49,0,24024,Zach Johnson,16.91,153,905
2013,50,0,10213,Dicky Pride,16.8,122,726
2013,51,0,26596,Ryan Moore,16.77,130,775
2013,52,0,26289,Boo Weekley,16.76,183,1092
2013,53,0,27095,Nick Watney,16.72,154,921
2013,54,0,10809,Jim Furyk,16.71,140,838
2013,55,0,32102,Rickie Fowler,16.69,135,809
2013,56,0,20104,Ken Duke,16.67,158,948
2013,56,0,10860,Justin Leonard,16.67,154,924
2013,58,0,23623,Bo Van Pelt,16.64,125,751
2013,59,0,32366,Kevin Chappell,16.63,142,854
2013,59,0,21961,Charles Howell III,16.63,152,914
2013,61,0,27330,Josh Teater,16.57,145,875
2013,62,0,24924,Bill Haas,16.54,151,913
2013,62,0,25444,Justin Hicks,16.54,133,804
2013,64,0,32200,Roberto Castro,16.51,172,1042
2013,64,0,23108,Matt Kuchar,16.51,156,945
2013,66,0,22913,John Rollins,16.45,129,784
2013,67,0,25818,Scott Piercy,16.44,135,821
2013,67,0,25834,Daniel Summerhays,16.44,145,882
2013,69,0,24502,Adam Scott,16.41,107,652
2013,70,0,24494,Erik Compton,16.38,131,800
2013,71,0,24357,K.J. Choi,16.37,149,910
2013,72,0,1724,Jeff Maggert,16.35,112,685
2013,73,0,8075,Jerry Kelly,16.34,132,808
2013,74,0,23638,Brendon de Jonge,16.28,194,1192
2013,74,0,24361,Pat Perez,16.28,119,731
2013,76,0,20396,Lee Westwood,16.27,122,750
2013,77,0,26300,Matt Jones,16.22,145,894
2013,78,0,25240,D.A. Points,16.2,152,938
2013,79,0,23983,Luke Donald,16.13,101,626
2013,79,0,28475,Jeff Overton,16.13,135,837
2013,81,0,30750,Tommy Gainey,16.09,148,920
2013,81,0,23497,Tag Ridings,16.09,112,696
2013,83,0,30944,Jason Kokrak,15.99,134,838
2013,84,0,10423,Mike Weir,15.97,99,620
2013,85,0,28089,Jason Day,15.86,137,864
2013,85,0,21731,Freddie Jacobson,15.86,105,662
2013,87,0,24138,Ian Poulter,15.84,93,587
2013,88,0,30692,Scott Stallings,15.83,136,859
2013,89,0,27644,Brian Harman,15.75,143,908
2013,90,0,28500,Martin Flores,15.7,141,898
2013,91,0,32448,James Hahn,15.69,123,784
2013,92,0,26851,Marc Leishman,15.58,132,847
2013,93,0,20593,Greg Chalmers,15.57,121,777
2013,93,0,27933,John Merrick,15.57,133,854
2013,95,0,25345,Carl Pettersson,15.52,135,870
2013,96,0,24781,Hunter Mahan,15.51,143,922
2013,97,0,31557,Jim Herman,15.5,93,600
2013,98,0,25274,Steven Bowditch,15.43,108,700
2013,98,0,30852,Ryo Ishikawa,15.43,116,752
2013,100,0,20098,Stuart Appleby,15.41,139,902
2013,100,0,28092,D.H. Lee,15.41,108,701
2013,102,0,20691,Greg Owen,15.4,118,766
2013,103,0,23788,D.J. Trahan,15.38,76,494
2013,104,0,29518,Brendan Steele,15.34,135,880
2013,105,0,32334,Charlie Beljan,15.32,102,666
2013,105,0,20848,Ángel Cabrera,15.32,121,790
2013,107,0,34431,Robert Streb,15.23,117,768
2013,108,0,20229,Stewart Cink,15.22,116,762
2013,108,0,27120,Troy Matteson,15.22,107,703
2013,110,0,27129,Luke List,15.19,98,645
2013,111,0,20572,Rod Pampling,15.18,68,448
2013,112,0,31202,William McGirt,15.16,122,805
2013,113,0,35539,Luke Guthrie,15.15,133,878
2013,114,0,27503,Steve LeBrun,15.11,100,662
2013,115,0,22295,Darron Stiles,15.09,80,530
2013,116,0,24399,Scott Gardiner,15.08,95,630
2013,117,0,22806,Doug LaBelle II,15.06,114,757
2013,118,0,12782,Tim Herron,15.02,73,486
2013,119,0,27214,Kevin Streelman,14.88,139,934
2013,120,0,27895,Jonas Blixt,14.87,124,834
2013,121,0,22621,Ben Curtis,14.86,92,619
2013,122,0,6004,Stephen Ames,14.85,79,532
2013,123,0,22371,Aaron Baddeley,14.84,103,694
2013,123,0,23135,Tim Clark,14.84,100,674
2013,125,0,27936,Martin Laird,14.82,107,722
2013,126,0,34021,Bud Cauley,14.81,100,675
2013,126,0,37273,Derek Ernst,14.81,93,628
2013,126,0,34174,John Huh,14.81,142,959
2013,126,0,21099,David Lynn,14.81,109,736
2013,130,0,1320,Bob Estes,14.79,105,710
2013,131,0,28135,Aaron Watkins,14.77,70,474
2013,132,0,29289,S.Y. Noh,14.66,105,716
2013,133,0,22792,Peter Hanson,14.58,70,480
2013,134,0,25562,Andres Romero,14.56,92,632
2013,135,0,22056,Cameron Percy,14.55,104,715
2013,136,0,25572,Graeme McDowell,14.5,78,538
2013,137,0,33419,Cameron Tringale,14.44,123,852
2013,138,0,36884,Ben Kohles,14.38,109,758
2013,139,0,23353,J.J. Henry,14.37,126,877
2013,140,0,23541,Ben Crane,14.33,91,635
2013,140,0,33418,Shawn Stefani,14.33,98,684
2013,142,0,22046,Geoff Ogilvy,14.29,86,602
2013,143,0,6573,Brandt Jobe,14.24,90,632
2013,144,0,25336,Alistair Presnell,14.22,87,612
2013,145,0,27408,Martin Kaymer,14.13,91,644
2013,146,0,21878,Mark Wilson,14.11,80,567
2013,147,0,6522,Ernie Els,14.05,95,676
2013,148,0,28679,Fabián Gómez,14.0,97,693
2013,149,0,19970,Robert Karlsson,13.88,78,562
2013,150,0,24227,Justin Bolli,13.82,81,586
2013,151,0,25900,Lucas Glover,13.79,95,689
2013,151,0,22961,David Mathis,13.79,100,725
2013,153,0,24846,Ricky Barnes,13.77,104,755
2013,154,0,10885,Robert Allenby,13.76,82,596
2013,155,0,31560,Brian Stuard,13.73,109,794
2013,156,0,8725,Tom Gillis,13.66,97,710
2013,157,0,20645,John Senden,13.64,114,836
2013,158,0,12510,Chad Campbell,13.63,112,822
2013,159,0,32150,Michael Thompson,13.61,98,720
2013,160,0,24663,Y.E. Yang,13.59,84,618
2013,161,0,6567,Vijay Singh,13.48,89,660
2013,162,0,29479,Scott Brown,13.41,92,686
2013,163,0,23452,Nicolas Colsaerts,13.4,69,515
2013,164,0,35139,Richard Lee,13.27,108,814
2013,165,0,28310,Lee Williams,13.26,85,641
2013,166,0,20766,Padraig Harrington,13.15,71,540
2013,167,0,30163,Henrik Norlander,13.13,96,731
2013,168,0,34261,Scott Langley,13.03,105,806
2013,169,0,26951,Johnson Wagner,13.02,84,645
2013,170,0,33869,Eric Meierdierks,12.96,63,486
2013,171,0,26497,Casey Wittenberg,12.63,95,752
2013,172,0,28455,Will Claxton,12.61,85,674
2013,173,0,20443,Jin Park,12.55,67,534
2013,174,0,30110,Kyle Stanley,12.52,96,767
2013,175,0,30711,Colt Knost,12.1,84,694
2013,176,0,1116,Michael Bradley,12.09,67,554
2013,177,0,32698,Bobby Gates,11.59,56,483
2013,178,0,22378,Trevor Immelman,11.17,82,734
2013,179,0,29425,Andrew Svoboda,11.09,53,478
2013,180,0,24140,Sean O'Hair,10.55,63,597
2014,1,0,28237,Rory McIlroy,22.69,157,692
2014,2,0,25804,Bubba Watson,19.52,155,794
2014,3,0,23320,Ryan Palmer,19.25,179,930
2014,4,0,24502,Adam Scott,19.15,144,752
2014,5,0,2206,David Toms,19.03,130,683
2014,6,0,20396,Lee Westwood,18.73,112,598
2014,7,0,23108,Matt Kuchar,18.56,180,970
2014,8,0,21209,Sergio Garcia,18.55,118,636
2014,9,0,34431,Robert Streb,18.49,144,779
2014,10,0,25632,Jimmy Walker,18.47,193,1045
2014,11,0,32366,Kevin Chappell,18.46,190,1029
2014,12,0,26596,Ryan Moore,18.28,166,908
2014,13,0,8075,Jerry Kelly,18.25,159,871
2014,14,0,27770,Camilo Villegas,18.24,189,1036
2014,15,0,12716,Charley Hoffman,18.2,180,989
2014,16,0,34046,Jordan Spieth,18.16,192,1057
2014,17,0,24490,George McNeill,18.14,156,860
2014,18,0,20848,Ángel Cabrera,18.13,138,761
2014,19,0,25572,Graeme McDowell,18.11,123,679
2014,20,0,21961,Charles Howell III,18.06,208,1152
2014,20,0,27214,Kevin Streelman,18.06,151,836
2014,22,0,30925,Dustin Johnson,18.04,112,621
2014,22,0,30944,Jason Kokrak,18.04,125,693
2014,24,0,27141,J.B. Holmes,17.92,165,921
2014,25,0,35300,Andrew Loupe,17.89,119,665
2014,26,0,22405,Justin Rose,17.82,129,724
2014,27,0,27963,Chris Stroud,17.81,171,960
2014,28,0,27436,Graham DeLaet,17.76,152,856
2014,29,0,36689,Brooks Koepka,17.75,109,614
2014,30,0,28475,Jeff Overton,17.67,147,832
2014,31,0,33141,Keegan Bradley,17.65,167,946
2014,32,0,27408,Martin Kaymer,17.57,123,700
2014,33,0,32839,Hideki Matsuyama,17.55,153,872
2014,34,0,25364,Paul Casey,17.48,107,612
2014,34,0,31323,Gary Woodland,17.48,172,984
2014,36,0,34409,David Lingmerth,17.44,143,820
2014,37,0,25562,Andres Romero,17.42,147,844
2014,38,0,31560,Brian Stuard,17.39,165,949
2014,39,0,25345,Carl Pettersson,17.37,174,1002
2014,40,0,24358,Robert Garrigus,17.35,149,859
2014,40,0,35539,Luke Guthrie,17.35,161,928
2014,42,0,20098,Stuart Appleby,17.24,169,980
2014,42,0,21528,Henrik Stenson,17.24,100,580
2014,44,0,28259,Sangmoon Bae,17.18,140,815
2014,44,0,32102,Rickie Fowler,17.18,157,914
2014,46,0,32150,Michael Thompson,17.15,135,787
2014,47,0,29518,Brendan Steele,17.09,155,907
2014,48,0,34563,Chesson Hadley,17.07,155,908
2014,48,0,33461,Morgan Hoffmann,17.07,185,1084
2014,50,0,1810,Phil Mickelson,17.06,129,756
2014,50,0,26331,Charl Schwartzel,17.06,116,680
2014,50,0,29221,Webb Simpson,17.06,158,926
2014,53,0,24138,Ian Poulter,17.0,102,600
2014,54,0,30852,Ryo Ishikawa,16.96,135,796
2014,55,0,27644,Brian Harman,16.9,206,1219
2014,55,0,21731,Freddie Jacobson,16.9,166,982
2014,55,0,29478,Kevin Kisner,16.9,156,923
2014,58,0,34261,Scott Langley,16.82,170,1011
2014,59,0,25396,Kevin Na,16.81,171,1017
2014,60,0,30926,Chris Kirk,16.77,191,1139
2014,61,0,33122,Russell Knox,16.72,167,999
2014,61,0,24912,Will MacKenzie,16.72,147,879
2014,63,0,25686,Jason Dufner,16.67,97,582
2014,64,0,29926,Danny Lee,16.57,145,875
2014,65,0,34099,Harris English,16.53,167,1010
2014,66,0,34360,Patrick Reed,16.48,163,989
2014,67,0,24924,Bill Haas,16.42,185,1127
2014,68,0,26851,Marc Leishman,16.4,143,872
2014,69,0,20593,Greg Chalmers,16.38,144,879
2014,70,0,22046,Geoff Ogilvy,16.36,142,868
2014,71,0,23541,Ben Crane,16.35,145,887
2014,71,0,29289,S.Y. Noh,16.35,164,1003
2014,73,0,10809,Jim Furyk,16.34,141,863
2014,73,0,30927,Brendon Todd,16.34,193,1181
2014,75,0,24781,Hunter Mahan,16.32,150,919
2014,76,0,34021,Bud Cauley,16.31,100,613
2014,77,0,23135,Tim Clark,16.29,137,841
2014,78,0,28089,Jason Day,16.25,85,523
2014,79,0,25444,Justin Hicks,16.18,173,1069
2014,80,0,29420,Billy Horschel,16.15,156,966
2014,81,0,26679,Kevin Stadler,16.1,155,963
2014,82,0,32334,Charlie Beljan,16.09,126,783
2014,83,0,26329,Louis Oosthuizen,16.06,80,498
2014,84,0,22621,Ben Curtis,16.04,127,792
2014,85,0,30750,Tommy Gainey,16.03,121,755
2014,86,0,28307,Matt Every,16.02,148,924
2014,87,0,26758,David Hearn,16.0,167,1044
2014,88,0,34098,Russell Henley,15.99,161,1007
2014,89,0,32640,Troy Merritt,15.97,110,689
2014,90,0,24507,Jason Bohn,15.96,140,877
2014,91,0,24024,Zach Johnson,15.94,169,1060
2014,92,0,33413,Ben Martin,15.91,136,855
2014,93,0,24494,Erik Compton,15.89,151,950
2014,93,0,25191,Gonzalo Fernandez-Castaño,15.89,143,900
2014,95,0,19846,Brian Gay,15.85,136,858
2014,96,0,29479,Scott Brown,15.83,171,1080
2014,97,0,31202,William McGirt,15.8,167,1057
2014,98,0,24925,Jonathan Byrd,15.77,123,780
2014,98,0,27936,Martin Laird,15.77,105,666
2014,100,0,27095,Nick Watney,15.66,127,811
2014,101,0,27895,Jonas Blixt,15.65,103,658
2014,101,0,24357,K.J. Choi,15.65,134,856
2014,103,0,25834,Daniel Summerhays,15.6,164,1051
2014,104,0,27649,Brandt Snedeker,15.58,146,937
2014,104,0,29425,Andrew Svoboda,15.58,131,841
2014,106,0,24846,Ricky Barnes,15.53,150,966
2014,106,0,28500,Martin Flores,15.53,141,908
2014,106,0,27933,John Merrick,15.53,137,882
2014,109,0,23621,Rory Sabbatini,15.49,129,833
2014,110,0,23638,Brendon de Jonge,15.48,184,1189
2014,111,0,35732,Wes Roach,15.47,106,685
2014,112,0,24361,Pat Perez,15.44,138,894
2014,113,0,20104,Ken Duke,15.42,132,856
2014,114,0,31557,Jim Herman,15.34,96,626
2014,115,0,1706,Davis Love III,15.32,119,777
2014,116,0,27120,Troy Matteson,15.23,97,637
2014,117,0,25274,Steven Bowditch,15.19,154,1014
2014,118,0,33418,Shawn Stefani,15.15,100,660
2014,118,0,23623,Bo Van Pelt,15.15,135,891
2014,120,0,21753,Brian Davis,15.14,152,1004
2014,121,0,29461,Jamie Lovemark,15.07,99,657
2014,122,0,27466,Spencer Levin,15.04,97,645
2014,123,0,22293,Heath Slocum,15.01,116,773
2014,124,0,12510,Chad Campbell,14.99,88,587
2014,125,0,26289,Boo Weekley,14.9,118,792
2014,125,0,20160,Charlie Wi,14.9,114,765
2014,127,0,25720,Chad Collins,14.88,119,800
2014,127,0,20157,Retief Goosen,14.88,146,981
2014,129,0,31193,Jim Renner,14.86,96,646
2014,130,0,22371,Aaron Baddeley,14.76,115,779
2014,131,0,26300,Matt Jones,14.75,131,888
2014,132,0,28486,Michael Putnam,14.63,162,1107
2014,132,0,27064,Jhonattan Vegas,14.63,120,820
2014,134,0,29222,Billy Hurley III,14.6,139,952
2014,135,0,23800,Bryce Molder,14.56,114,783
2014,136,0,28132,Tyrone Van Aswegen,14.5,124,855
2014,137,0,6567,Vijay Singh,14.49,132,911
2014,138,0,23983,Luke Donald,14.48,86,594
2014,138,0,29740,Brad Fritsch,14.48,76,525
2014,138,0,23353,J.J. Henry,14.48,138,953
2014,141,0,6522,Ernie Els,14.47,123,850
2014,142,0,26956,Bronson La'Cassie,14.46,73,505
2014,143,0,33419,Cameron Tringale,14.41,172,1194
2014,144,0,34174,John Huh,14.4,130,903
2014,145,0,29535,Brice Garnett,14.37,139,967
2014,146,0,20229,Stewart Cink,14.36,140,975
2014,147,0,20645,John Senden,14.34,155,1081
2014,148,0,34264,Hudson Swafford,14.21,111,781
2014,149,0,22913,John Rollins,14.19,124,874
2014,150,0,30692,Scott Stallings,14.13,115,814
2014,151,0,34265,Will Wilcox,14.1,76,539
2014,152,0,30110,Kyle Stanley,14.06,127,903
2014,152,0,27330,Josh Teater,14.06,134,953
2014,154,0,10885,Robert Allenby,14.04,125,890
2014,154,0,28780,Nicholas Thompson,14.04,122,869
2014,156,0,25900,Lucas Glover,14.02,98,699
2014,156,0,1724,Jeff Maggert,14.02,83,592
2014,158,0,25240,D.A. Points,13.98,110,787
2014,159,0,27556,Ted Potter Jr.,13.94,103,739
2014,160,0,25349,Tim Wilkinson,13.91,126,906
2014,161,0,23409,James Driscoll,13.86,106,765
2014,161,0,24140,Sean O'Hair,13.86,116,837
2014,163,0,32448,James Hahn,13.77,121,879
