YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
2014,164,0,7867,Woody Austin,13.69,88,643
2014,165,0,10860,Justin Leonard,13.62,111,815
2014,166,0,35139,Richard Lee,13.6,113,831
2014,167,0,35541,John Peterson,13.48,88,653
2014,168,0,22378,Trevor Immelman,13.43,117,871
2014,169,0,20498,Briny Baird,13.33,72,540
2014,170,0,32200,Roberto Castro,13.15,104,791
2014,170,0,24663,Y.E. Yang,13.15,111,844
2014,172,0,32333,Kevin Tway,13.05,86,659
2014,173,0,26951,Johnson Wagner,13.03,93,714
2014,174,0,28092,D.H. Lee,12.8,69,539
2014,174,0,10423,Mike Weir,12.8,90,703
2014,176,0,37273,Derek Ernst,12.71,105,826
2014,177,0,21878,Mark Wilson,12.69,91,717
2022,1,0,33448,Justin Thomas,22.6,188,832
2022,2,0,57366,Cameron Young,22.36,203,908
2022,3,0,35891,Cameron Smith,21.64,148,684
2022,4,0,28237,Rory McIlroy,21.56,144,668
2022,5,0,47504,Sam Burns,21.33,186,872
2022,6,0,48081,Xander Schauffele,21.32,168,788
2022,7,0,46046,Scottie Scheffler,21.2,195,920
2022,8,0,46717,Viktor Hovland,20.78,160,770
2022,9,0,47995,Davis Riley,20.69,210,1015
2022,10,0,34046,Jordan Spieth,20.61,168,815
2022,11,0,45486,Joaquin Niemann,20.39,179,878
2022,12,0,46970,Jon Rahm,20.26,154,760
2022,13,0,29725,Tony Finau,20.08,190,946
2022,14,0,34098,Russell Henley,20.02,173,864
2022,15,0,47483,Will Zalatoris,19.95,164,822
2022,16,0,51766,Wyndham Clark,19.86,204,1027
2022,17,0,35450,Patrick Cantlay,19.84,149,751
2022,18,0,50525,Collin Morikawa,19.55,129,660
2022,19,0,34363,Tyrrell Hatton,19.46,137,704
2022,20,0,39997,Corey Conners,19.42,186,958
2022,20,0,28775,Nate Lashley,19.42,154,793
2022,22,0,49947,Taylor Moore,19.4,174,897
2022,23,0,32839,Hideki Matsuyama,19.39,153,789
2022,24,0,46601,Trey Mullinax,19.31,169,875
2022,25,0,22405,Justin Rose,19.28,112,581
2022,26,0,24502,Adam Scott,19.27,153,794
2022,27,0,31646,Emiliano Grillo,19.24,172,894
2022,28,0,21961,Charles Howell III,19.2,111,578
2022,29,0,39971,Sungjae Im,19.19,185,964
2022,30,0,30692,Scott Stallings,19.18,197,1027
2022,31,0,34264,Hudson Swafford,18.99,128,674
2022,32,0,34466,Peter Malnati,18.94,207,1093
2022,33,0,29420,Billy Horschel,18.91,149,788
2022,34,0,28252,Seamus Power,18.9,162,857
2022,35,0,20229,Stewart Cink,18.85,160,849
2022,36,0,48699,Callum Tarren,18.83,139,738
2022,37,0,48117,Kurt Kitayama,18.81,142,755
2022,38,0,45157,Cam Davis,18.75,168,896
2022,39,0,34563,Chesson Hadley,18.7,158,845
2022,40,0,46442,Maverick McNealy,18.68,175,937
2022,41,0,34174,John Huh,18.65,147,788
2022,42,0,49964,Aaron Wise,18.62,175,940
2022,43,0,29478,Kevin Kisner,18.57,135,727
2022,44,0,40115,Adam Svensson,18.56,198,1067
2022,45,0,23621,Rory Sabbatini,18.54,112,604
2022,46,0,23108,Matt Kuchar,18.53,141,761
2022,47,0,47983,Chad Ramey,18.44,144,781
2022,48,0,35310,Lanto Griffin,18.4,150,815
2022,49,0,47529,Mito Pereira,18.38,177,963
2022,50,0,45609,Tyler Duncan,18.36,159,866
2022,51,0,37189,Harold Varner III,18.35,138,752
2022,52,0,47988,Nick Hardy,18.33,116,633
2022,53,0,36884,Ben Kohles,18.29,122,667
2022,54,0,22056,Cameron Percy,18.22,84,461
2022,55,0,46550,Brandon Hagy,18.11,146,806
2022,56,0,29289,S.Y. Noh,18.07,116,642
2022,57,0,32757,Patton Kizzire,18.05,174,964
2022,58,0,34610,Matthias Schwab,18.01,136,755
2022,59,0,26851,Marc Leishman,17.98,141,784
2022,60,0,55708,Hayden Buckley,17.92,174,971
2022,60,0,40250,Taylor Pendrith,17.92,136,759
2022,62,0,39324,J.J. Spaun,17.91,180,1005
2022,62,0,23325,Vaughn Taylor,17.91,101,564
2022,64,0,23983,Luke Donald,17.89,129,721
2022,65,0,36852,Jim Knous,17.88,96,537
2022,65,0,24361,Pat Perez,17.88,113,632
2022,65,0,47856,Seth Reeves,17.88,125,699
2022,68,0,36689,Brooks Koepka,17.86,90,504
2022,69,0,25900,Lucas Glover,17.83,181,1015
2022,69,0,46340,Alex Smalley,17.83,176,987
2022,71,0,40162,Justin Lower,17.82,136,763
2022,71,0,48822,Sebastián Muñoz,17.82,160,898
2022,73,0,35532,Tom Hoge,17.81,184,1033
2022,74,0,19803,Ryan Armour,17.76,95,535
2022,75,0,47993,Denny McCarthy,17.72,193,1089
2022,76,0,30926,Chris Kirk,17.68,160,905
2022,76,0,32791,K.H. Lee,17.68,192,1086
2022,76,0,39546,Keith Mitchell,17.68,166,939
2022,79,0,30944,Jason Kokrak,17.66,118,668
2022,79,0,30927,Brendon Todd,17.66,157,889
2022,81,0,46402,Talor Gooch,17.61,137,778
2022,82,0,29926,Danny Lee,17.57,97,552
2022,83,0,45526,Abraham Ancer,17.56,111,632
2022,83,0,35879,Kelly Kraft,17.56,128,729
2022,85,0,56278,Matthew Wolff,17.53,88,502
2022,86,0,51634,Sahith Theegala,17.48,211,1207
2022,87,0,35449,Adam Long,17.45,163,934
2022,88,0,26300,Matt Jones,17.41,113,649
2022,89,0,30978,Kiradech Aphibarnrat,17.36,96,553
2022,89,0,24138,Ian Poulter,17.36,84,484
2022,91,0,23320,Ryan Palmer,17.34,125,721
2022,92,0,39058,Lucas Herbert,17.33,104,600
2022,93,0,33141,Keegan Bradley,17.28,150,868
2022,93,0,51894,Vince Whaley,17.28,155,897
2022,95,0,32366,Kevin Chappell,17.26,101,585
2022,95,0,25818,Scott Piercy,17.26,141,817
2022,97,0,39953,Chase Seiffert,17.25,94,545
2022,98,0,33399,Adam Hadwin,17.24,165,957
2022,98,0,32448,James Hahn,17.24,131,760
2022,98,0,27644,Brian Harman,17.24,175,1015
2022,101,0,39977,Max Homa,17.23,154,894
2022,101,0,51997,Andrew Novak,17.23,138,801
2022,101,0,33419,Cameron Tringale,17.23,168,975
2022,104,0,50095,Austin Smotherman,17.22,139,807
2022,105,0,28089,Jason Day,17.2,103,599
2022,106,0,36799,Stephan Jaeger,17.16,156,909
2022,107,0,36326,David Lipsky,17.15,159,927
2022,108,0,49766,Hank Lebioda,17.14,145,846
2022,109,0,29221,Webb Simpson,17.13,112,654
2022,109,0,32150,Michael Thompson,17.13,154,899
2022,111,0,27064,Jhonattan Vegas,17.12,138,806
2022,112,0,30911,Tommy Fleetwood,17.11,104,608
2022,113,0,37275,Sam Ryder,17.06,161,944
2022,114,0,34076,Joel Dahmen,17.04,158,927
2022,115,0,35506,Mackenzie Hughes,17.02,151,887
2022,116,0,32816,Satoshi Kodaira,17.0,93,547
2022,117,0,51950,Max McGreevy,16.91,129,763
2022,118,0,28114,Dawie van der Walt,16.9,110,651
2022,119,0,32662,Michael Gligic,16.87,127,753
2022,120,0,51890,Greyson Sigg,16.86,160,949
2022,120,0,52374,Brandon Wu,16.86,132,783
2022,122,0,27129,Luke List,16.82,145,862
2022,123,0,34256,Andrew Putnam,16.81,171,1017
2022,124,0,49771,J.T. Poston,16.77,163,972
2022,125,0,54628,Lee Hodges,16.75,167,997
2022,126,0,32640,Troy Merritt,16.72,163,975
2022,126,0,33667,Carlos Ortiz,16.72,106,634
2022,128,0,40098,Matt Fitzpatrick,16.64,128,769
2022,129,0,33204,Shane Lowry,16.61,106,638
2022,130,0,29970,Dylan Frittelli,16.58,167,1007
2022,130,0,26476,Chez Reavie,16.58,151,911
2022,132,0,29974,Branden Grace,16.55,91,550
2022,132,0,36801,Mark Hubbard,16.55,121,731
2022,134,0,45522,Christiaan Bezuidenhout,16.53,145,877
2022,135,0,35617,Martin Trainer,16.44,136,827
2022,136,0,25493,Nick Taylor,16.43,153,931
2022,137,0,27974,Sung Kang,16.41,137,835
2022,138,0,27139,David Skinns,16.4,114,695
2022,139,0,27770,Camilo Villegas,16.37,120,733
2022,140,0,31560,Brian Stuard,16.33,154,943
2022,141,0,37455,Si Woo Kim,16.26,173,1064
2022,142,0,33486,Roger Sloan,16.22,126,777
2022,142,0,27214,Kevin Streelman,16.22,151,931
2022,144,0,54421,Garrick Higgo,16.2,104,642
2022,145,0,47128,Richy Werenski,16.19,107,661
2022,146,0,47347,Adam Schenk,16.17,156,965
2022,147,0,27095,Nick Watney,16.15,131,811
2022,148,0,24024,Zach Johnson,16.14,113,700
2022,149,0,29518,Brendan Steele,16.12,127,788
2022,150,0,37212,Paul Barjon,16.06,120,747
2022,151,0,46414,Aaron Rai,16.02,154,961
2022,152,0,48887,Matt Wallace,15.93,94,590
2022,153,0,34360,Patrick Reed,15.92,121,760
2022,154,0,36871,Matthew NeSmith,15.91,158,993
2022,155,0,24980,Scott Gutschewski,15.9,93,585
2022,156,0,46435,Austin Cook,15.77,114,723
2022,157,0,10381,Curtis Thompson,15.7,105,669
2022,158,0,27895,Jonas Blixt,15.69,83,529
2022,159,0,25198,Francesco Molinari,15.68,90,574
2022,160,0,31420,Anirban Lahiri,15.67,121,772
2022,161,0,29908,C.T. Pan,15.6,136,872
2022,162,0,49960,Sepp Straka,15.58,167,1072
2022,163,0,12716,Charley Hoffman,15.48,113,730
2022,164,0,24925,Jonathan Byrd,15.47,93,601
2022,165,0,49298,Kramer Hickok,15.46,150,970
2022,166,0,53165,Doc Redman,15.44,128,829
2022,167,0,52372,Cameron Champ,15.42,89,577
2022,168,0,34255,Joseph Bramlett,15.37,132,859
