YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
2013,94,0,26289,Boo Weekley,71.05,2700,38
2013,96,0,12782,Tim Herron,71.07,1066,15
2013,97,0,24781,Hunter Mahan,71.09,1564,22
2013,98,0,28679,Fabián Gómez,71.13,1138,16
2013,99,0,10885,Robert Allenby,71.15,1423,20
2013,100,0,24361,Pat Perez,71.16,1352,19
2013,101,0,28237,Rory McIlroy,71.18,783,11
2013,102,0,20396,Lee Westwood,71.2,1424,20
2013,103,0,28500,Martin Flores,71.21,2065,29
2013,103,0,20691,Greg Owen,71.21,1709,24
2013,105,0,32366,Kevin Chappell,71.23,2137,30
2013,105,0,24357,K.J. Choi,71.23,2493,35
2013,107,0,27120,Troy Matteson,71.25,1425,20
2013,108,0,23135,Tim Clark,71.26,1354,19
2013,108,0,29740,Brad Fritsch,71.26,1639,23
2013,108,0,22806,Doug LaBelle II,71.26,1639,23
2013,111,0,34098,Russell Henley,71.28,2067,29
2013,112,0,6567,Vijay Singh,71.29,1497,21
2013,113,0,34409,David Lingmerth,71.3,1640,23
2013,114,0,27129,Luke List,71.32,1355,19
2013,115,0,27503,Steve LeBrun,71.33,1498,21
2013,115,0,31202,William McGirt,71.33,2354,33
2013,117,0,1810,Phil Mickelson,71.36,999,14
2013,118,0,28310,Lee Williams,71.37,1356,19
2013,119,0,25336,Alistair Presnell,71.44,1143,16
2013,119,0,23497,Tag Ridings,71.44,1286,18
2013,121,0,20229,Stewart Cink,71.5,1859,26
2013,121,0,29518,Brendan Steele,71.5,2288,32
2013,123,0,27936,Martin Laird,71.52,1788,25
2013,123,0,28475,Jeff Overton,71.52,1645,23
2013,125,0,6522,Ernie Els,71.53,1359,19
2013,126,0,29479,Scott Brown,71.54,2003,28
2013,127,0,28455,Will Claxton,71.55,1431,20
2013,128,0,28259,Sangmoon Bae,71.56,1789,25
2013,128,0,25818,Scott Piercy,71.56,1932,27
2013,128,0,27214,Kevin Streelman,71.56,1789,25
2013,131,0,22792,Peter Hanson,71.57,1002,14
2013,131,0,21099,David Lynn,71.57,1646,23
2013,133,0,24490,George McNeill,71.58,1360,19
2013,134,0,35539,Luke Guthrie,71.59,1217,17
2013,135,0,23541,Ben Crane,71.61,1289,18
2013,136,0,25444,Justin Hicks,71.64,1576,22
2013,137,0,34174,John Huh,71.65,2221,31
2013,137,0,28780,Nicholas Thompson,71.65,2436,34
2013,139,0,27963,Chris Stroud,71.67,2150,30
2013,139,0,26951,Johnson Wagner,71.67,1290,18
2013,141,0,20766,Padraig Harrington,71.71,1219,17
2013,141,0,10423,Mike Weir,71.71,1219,17
2013,143,0,25240,D.A. Points,71.75,2296,32
2013,144,0,32334,Charlie Beljan,71.77,1579,22
2013,144,0,20593,Greg Chalmers,71.77,1579,22
2013,146,0,35139,Richard Lee,71.78,1938,27
2013,147,0,25274,Steven Bowditch,71.79,1364,19
2013,148,0,20572,Rod Pampling,71.81,1149,16
2013,149,0,25572,Graeme McDowell,71.82,790,11
2013,150,0,25345,Carl Pettersson,71.83,3017,42
2013,151,0,29289,S.Y. Noh,71.85,1437,20
2013,152,0,19846,Brian Gay,71.86,2587,36
2013,152,0,21878,Mark Wilson,71.86,1006,14
2013,154,0,22378,Trevor Immelman,71.88,1869,26
2013,154,0,34261,Scott Langley,71.88,1797,25
2013,154,0,32150,Michael Thompson,71.88,1725,24
2013,157,0,33418,Shawn Stefani,71.91,1582,22
2013,158,0,2206,David Toms,71.92,863,12
2013,159,0,23623,Bo Van Pelt,71.93,2014,28
2013,160,0,24358,Robert Garrigus,71.96,1655,23
2013,161,0,24227,Justin Bolli,72.0,1080,15
2013,161,0,34021,Bud Cauley,72.0,1368,19
2013,161,0,22913,John Rollins,72.0,1152,16
2013,164,0,24399,Scott Gardiner,72.05,1441,20
2013,165,0,30711,Colt Knost,72.12,1803,25
2013,166,0,30750,Tommy Gainey,72.13,1659,23
2013,167,0,27330,Josh Teater,72.14,2092,29
2013,168,0,27408,Martin Kaymer,72.25,1445,20
2013,169,0,24140,Sean O'Hair,72.33,1085,15
2013,169,0,30692,Scott Stallings,72.33,2170,30
2013,171,0,33869,Eric Meierdierks,72.36,796,11
2013,172,0,22621,Ben Curtis,72.45,1449,20
2013,173,0,30110,Kyle Stanley,72.47,1377,19
2013,174,0,23452,Nicolas Colsaerts,72.55,798,11
2013,175,0,26497,Casey Wittenberg,72.6,1452,20
2013,176,0,22046,Geoff Ogilvy,72.61,1670,23
2013,177,0,37273,Derek Ernst,72.65,1235,17
2013,178,0,25900,Lucas Glover,72.94,1240,17
2013,179,0,1116,Michael Bradley,73.24,1245,17
2013,180,0,32698,Bobby Gates,73.5,588,8
2014,1,0,28237,Rory McIlroy,68.9,689,10
2014,2,0,24502,Adam Scott,69.0,552,8
2014,3,0,25632,Jimmy Walker,69.09,1520,22
2014,4,0,21528,Henrik Stenson,69.1,691,10
2014,5,0,23108,Matt Kuchar,69.3,693,10
2014,6,0,29740,Brad Fritsch,69.31,901,13
2014,7,0,30925,Dustin Johnson,69.36,763,11
2014,8,0,36689,Brooks Koepka,69.38,1457,21
2014,9,0,35539,Luke Guthrie,69.5,1668,24
2014,10,0,32366,Kevin Chappell,69.52,2155,31
2014,11,0,33122,Russell Knox,69.58,2296,33
2014,12,0,30926,Chris Kirk,69.61,2297,33
2014,13,0,22405,Justin Rose,69.64,975,14
2014,14,0,29926,Danny Lee,69.65,1602,23
2014,15,0,29478,Kevin Kisner,69.67,1672,24
2014,16,0,20160,Charlie Wi,69.71,1185,17
2014,17,0,34021,Bud Cauley,69.75,1116,16
2014,18,0,25396,Kevin Na,69.81,1885,27
2014,19,0,32150,Michael Thompson,69.85,1816,26
2014,20,0,21209,Sergio Garcia,70.0,980,14
2014,20,0,2206,David Toms,70.0,1050,15
2014,22,0,20157,Retief Goosen,70.06,2172,31
2014,23,0,25562,Andres Romero,70.08,1822,26
2014,24,0,20645,John Senden,70.1,2103,30
2014,25,0,34261,Scott Langley,70.11,1893,27
2014,25,0,1810,Phil Mickelson,70.11,1332,19
2014,27,0,33141,Keegan Bradley,70.16,1333,19
2014,28,0,24490,George McNeill,70.17,2035,29
2014,28,0,23800,Bryce Molder,70.17,1614,23
2014,30,0,34099,Harris English,70.18,1965,28
2014,31,0,28475,Jeff Overton,70.2,2106,30
2014,32,0,25364,Paul Casey,70.21,1685,24
2014,33,0,22371,Aaron Baddeley,70.22,1615,23
2014,34,0,20098,Stuart Appleby,70.23,2107,30
2014,35,0,34360,Patrick Reed,70.25,1686,24
2014,36,0,24924,Bill Haas,70.27,2600,37
2014,37,0,24912,Will MacKenzie,70.28,1757,25
2014,38,0,23320,Ryan Palmer,70.29,1476,21
2014,39,0,26596,Ryan Moore,70.3,1617,23
2014,39,0,31323,Gary Woodland,70.3,2601,37
2014,41,0,24846,Ricky Barnes,70.31,2250,32
2014,41,0,30927,Brendon Todd,70.31,2039,29
2014,43,0,21961,Charles Howell III,70.32,2883,41
2014,44,0,26331,Charl Schwartzel,70.33,1266,18
2014,44,0,33419,Cameron Tringale,70.33,2743,39
2014,46,0,29289,S.Y. Noh,70.35,2392,34
2014,47,0,34264,Hudson Swafford,70.39,1619,23
2014,47,0,27770,Camilo Villegas,70.39,2675,38
2014,49,0,35300,Andrew Loupe,70.41,1197,17
2014,50,0,25834,Daniel Summerhays,70.42,2183,31
2014,51,0,30852,Ryo Ishikawa,70.44,1127,16
2014,52,0,12716,Charley Hoffman,70.5,2397,34
2014,52,0,29222,Billy Hurley III,70.5,1692,24
2014,52,0,25804,Bubba Watson,70.5,987,14
2014,55,0,29518,Brendan Steele,70.52,2186,31
2014,56,0,31202,William McGirt,70.56,1905,27
2014,57,0,29425,Andrew Svoboda,70.57,1976,28
2014,58,0,20104,Ken Duke,70.58,2329,33
2014,58,0,31560,Brian Stuard,70.58,1835,26
2014,58,0,27064,Jhonattan Vegas,70.58,1694,24
2014,61,0,25572,Graeme McDowell,70.59,1200,17
2014,62,0,28259,Sangmoon Bae,70.6,2118,30
2014,62,0,26758,David Hearn,70.6,2471,35
2014,64,0,30944,Jason Kokrak,70.61,1271,18
2014,65,0,26851,Marc Leishman,70.62,2048,29
2014,66,0,24494,Erik Compton,70.65,1413,20
2014,67,0,24361,Pat Perez,70.67,1696,24
2014,67,0,29221,Webb Simpson,70.67,1908,27
2014,67,0,22293,Heath Slocum,70.67,1908,27
2014,70,0,24925,Jonathan Byrd,70.68,1343,19
2014,70,0,27644,Brian Harman,70.68,2615,37
2014,70,0,10860,Justin Leonard,70.68,1555,22
2014,70,0,32640,Troy Merritt,70.68,1343,19
2014,74,0,28500,Martin Flores,70.69,2050,29
2014,74,0,29535,Brice Garnett,70.69,2050,29
2014,76,0,25274,Steven Bowditch,70.7,2333,33
2014,76,0,20229,Stewart Cink,70.7,2333,33
2014,76,0,23353,J.J. Henry,70.7,2121,30
2014,79,0,25349,Tim Wilkinson,70.71,1485,21
2014,80,0,28307,Matt Every,70.74,2193,31
2014,80,0,27214,Kevin Streelman,70.74,1627,23
2014,82,0,27649,Brandt Snedeker,70.76,1486,21
2014,83,0,8075,Jerry Kelly,70.77,2123,30
2014,84,0,22621,Ben Curtis,70.78,1628,23
2014,85,0,32839,Hideki Matsuyama,70.81,1841,26
2014,86,0,24357,K.J. Choi,70.82,1983,28
2014,87,0,23541,Ben Crane,70.83,1629,23
2014,88,0,24358,Robert Garrigus,70.84,1771,25
2014,88,0,34563,Chesson Hadley,70.84,1771,25
2014,88,0,6567,Vijay Singh,70.84,2267,32
2014,91,0,29479,Scott Brown,70.85,2763,39
2014,92,0,34046,Jordan Spieth,70.86,992,14
2014,93,0,28132,Tyrone Van Aswegen,70.88,1772,25
2014,94,0,10885,Robert Allenby,70.89,1914,27
2014,95,0,20848,Ángel Cabrera,70.9,1418,20
2014,95,0,32102,Rickie Fowler,70.9,1489,21
2014,95,0,27141,J.B. Holmes,70.9,1418,20
2014,98,0,10809,Jim Furyk,70.92,851,12
2014,98,0,26679,Kevin Stadler,70.92,2695,38
2014,100,0,6522,Ernie Els,70.93,1986,28
2014,100,0,26300,Matt Jones,70.93,2057,29
2014,100,0,28486,Michael Putnam,70.93,2057,29
2014,100,0,23623,Bo Van Pelt,70.93,2057,29
2014,104,0,33413,Ben Martin,70.95,1561,22
2014,105,0,24781,Hunter Mahan,70.96,1987,28
2014,106,0,27436,Graham DeLaet,71.0,1633,23
2014,106,0,27556,Ted Potter Jr.,71.0,1633,23
2014,108,0,27330,Josh Teater,71.03,2060,29
2014,109,0,19846,Brian Gay,71.04,1989,28
2014,110,0,34174,John Huh,71.06,2487,35
2014,110,0,25345,Carl Pettersson,71.06,2203,31
2014,110,0,26951,Johnson Wagner,71.06,1208,17
2014,113,0,29461,Jamie Lovemark,71.07,1066,15
2014,113,0,24140,Sean O'Hair,71.07,1990,28
2014,115,0,20593,Greg Chalmers,71.09,1564,22
2014,115,0,29420,Billy Horschel,71.09,2346,33
2014,117,0,22378,Trevor Immelman,71.12,2347,33
2014,118,0,32334,Charlie Beljan,71.13,1138,16
2014,119,0,25720,Chad Collins,71.14,1494,21
2014,120,0,23638,Brendon de Jonge,71.17,2989,42
2014,120,0,24024,Zach Johnson,71.17,1637,23
2014,122,0,12510,Chad Campbell,71.18,783,11
2014,122,0,23983,Luke Donald,71.18,1566,22
2014,124,0,23135,Tim Clark,71.19,1851,26
2014,124,0,27936,Martin Laird,71.19,1851,26
2014,126,0,23621,Rory Sabbatini,71.23,1852,26
2014,127,0,25444,Justin Hicks,71.28,3065,43
2014,128,0,28089,Jason Day,71.29,499,7
2014,128,0,33461,Morgan Hoffmann,71.29,1711,24
2014,128,0,26329,Louis Oosthuizen,71.29,1212,17
2014,131,0,21753,Brian Davis,71.31,2496,35
2014,132,0,35139,Richard Lee,71.32,1569,22
2014,133,0,24507,Jason Bohn,71.35,1641,23
2014,134,0,35732,Wes Roach,71.38,1713,24
2014,135,0,27933,John Merrick,71.4,2142,30
2014,136,0,21878,Mark Wilson,71.42,1357,19
2014,137,0,33418,Shawn Stefani,71.44,1786,25
2014,138,0,27466,Spencer Levin,71.45,1429,20
2014,139,0,1724,Jeff Maggert,71.46,929,13
2014,140,0,30750,Tommy Gainey,71.47,1215,17
2014,141,0,34098,Russell Henley,71.49,2502,35
2014,142,0,34431,Robert Streb,71.5,1287,18
2014,142,0,20396,Lee Westwood,71.5,1287,18
2014,144,0,7867,Woody Austin,71.55,1574,22
2014,145,0,23409,James Driscoll,71.57,1646,23
2014,146,0,34409,David Lingmerth,71.58,1861,26
2014,147,0,26956,Bronson La'Cassie,71.65,1218,17
2014,147,0,27095,Nick Watney,71.65,1863,26
2014,149,0,22913,John Rollins,71.66,2078,29
2014,150,0,35541,John Peterson,71.67,1290,18
2014,151,0,27963,Chris Stroud,71.7,1936,27
2014,152,0,34265,Will Wilcox,71.71,1004,14
2014,153,0,27895,Jonas Blixt,71.73,1578,22
2014,154,0,22046,Geoff Ogilvy,71.74,2224,31
2014,155,0,24138,Ian Poulter,71.8,1436,20
2014,156,0,30692,Scott Stallings,71.85,1940,27
2014,157,0,21731,Freddie Jacobson,71.9,2085,29
2014,158,0,32448,James Hahn,71.94,1295,18
2014,159,0,20498,Briny Baird,72.0,1368,19
2014,159,0,25191,Gonzalo Fernandez-Castaño,72.0,2088,29
2014,159,0,24663,Y.E. Yang,72.0,1944,27
2014,162,0,1706,Davis Love III,72.04,1801,25
2014,163,0,28780,Nicholas Thompson,72.05,1585,22
2014,164,0,25686,Jason Dufner,72.07,1081,15
2014,164,0,10423,Mike Weir,72.07,1081,15
2014,166,0,31557,Jim Herman,72.11,1370,19
2014,167,0,27408,Martin Kaymer,72.18,1227,17
2014,168,0,25900,Lucas Glover,72.21,1372,19
2014,169,0,37273,Derek Ernst,72.26,1951,27
2014,170,0,28092,D.H. Lee,72.3,1446,20
2014,170,0,30110,Kyle Stanley,72.3,2169,30
2014,172,0,32200,Roberto Castro,72.32,1808,25
2014,173,0,27120,Troy Matteson,72.33,1302,18
2014,174,0,32333,Kevin Tway,72.63,1380,19
2014,175,0,25240,D.A. Points,72.73,1891,26
2014,176,0,26289,Boo Weekley,72.74,2255,31
2014,177,0,31193,Jim Renner,73.0,1168,16
2022,1,0,46046,Scottie Scheffler,66.81,1069,16
2022,2,0,35891,Cameron Smith,67.83,814,12
2022,3,0,49964,Aaron Wise,68.3,1366,20
2022,4,0,46402,Talor Gooch,68.52,1439,21
2022,5,0,47504,Sam Burns,68.56,1097,16
2022,5,0,33448,Justin Thomas,68.56,1097,16
2022,7,0,28237,Rory McIlroy,68.57,480,7
2022,8,0,50525,Collin Morikawa,68.75,1375,20
2022,9,0,48081,Xander Schauffele,68.8,1032,15
2022,10,0,57366,Cameron Young,68.88,1102,16
2022,11,0,34046,Jordan Spieth,69.11,1313,19
2022,12,0,34256,Andrew Putnam,69.12,1797,26
2022,13,0,29926,Danny Lee,69.13,1106,16
2022,14,0,45486,Joaquin Niemann,69.2,1384,20
2022,15,0,45609,Tyler Duncan,69.21,2007,29
2022,16,0,30692,Scott Stallings,69.23,1800,26
2022,17,0,47988,Nick Hardy,69.24,1177,17
2022,18,0,28775,Nate Lashley,69.25,1385,20
2022,19,0,45540,Jared Wolfe,69.3,693,10
2022,20,0,49771,J.T. Poston,69.31,2218,32
2022,21,0,47529,Mito Pereira,69.33,2080,30
2022,22,0,30911,Tommy Fleetwood,69.38,1110,16
2022,22,0,47483,Will Zalatoris,69.38,1110,16
2022,24,0,37189,Harold Varner III,69.4,1041,15
2022,25,0,51890,Greyson Sigg,69.43,2083,30
2022,26,0,32150,Michael Thompson,69.44,2500,36
2022,27,0,27064,Jhonattan Vegas,69.47,1042,15
2022,28,0,31646,Emiliano Grillo,69.48,1876,27
2022,29,0,29725,Tony Finau,69.5,2085,30
2022,29,0,21961,Charles Howell III,69.5,1112,16
2022,29,0,28252,Seamus Power,69.5,1807,26
2022,32,0,39997,Corey Conners,69.52,2294,33
2022,32,0,39971,Sungjae Im,69.52,1460,21
2022,34,0,48822,Sebastián Muñoz,69.53,2225,32
2022,34,0,48699,Callum Tarren,69.53,1043,15
2022,36,0,46340,Alex Smalley,69.55,1530,22
2022,37,0,40250,Taylor Pendrith,69.57,1461,21
2022,38,0,47995,Davis Riley,69.6,1740,25
2022,39,0,27936,Martin Laird,69.62,1810,26
2022,40,0,32839,Hideki Matsuyama,69.63,1323,19
2022,40,0,29221,Webb Simpson,69.63,1323,19
2022,42,0,55708,Hayden Buckley,69.64,1532,22
2022,42,0,36884,Ben Kohles,69.64,975,14
2022,44,0,35532,Tom Hoge,69.66,2020,29
2022,44,0,39546,Keith Mitchell,69.66,2438,35
2022,46,0,46717,Viktor Hovland,69.67,1463,21
2022,47,0,33204,Shane Lowry,69.69,906,13
2022,48,0,27129,Luke List,69.71,2161,31
2022,49,0,35449,Adam Long,69.72,2231,32
2022,50,0,33141,Keegan Bradley,69.73,1813,26
2022,50,0,46601,Trey Mullinax,69.73,2092,30
2022,52,0,32791,K.H. Lee,69.77,3000,43
2022,52,0,47993,Denny McCarthy,69.77,2163,31
2022,52,0,51634,Sahith Theegala,69.77,2163,31
2022,55,0,34098,Russell Henley,69.78,1605,23
2022,56,0,46442,Maverick McNealy,69.79,2024,29
2022,57,0,22056,Cameron Percy,69.81,1117,16
2022,58,0,33122,Russell Knox,69.83,2095,30
2022,59,0,33490,Bo Hoag,69.86,978,14
2022,59,0,10381,Curtis Thompson,69.86,1467,21
2022,59,0,32139,Danny Willett,69.86,1537,22
2022,62,0,45522,Christiaan Bezuidenhout,69.91,2307,33
2022,63,0,23108,Matt Kuchar,69.94,1259,18
2022,64,0,24024,Zach Johnson,69.95,1539,22
2022,64,0,23621,Rory Sabbatini,69.95,1329,19
2022,64,0,31560,Brian Stuard,69.95,1539,22
2022,67,0,34466,Peter Malnati,69.97,2659,38
2022,67,0,33419,Cameron Tringale,69.97,2519,36
2022,69,0,28089,Jason Day,70.0,980,14
2022,69,0,46970,Jon Rahm,70.0,1190,17
2022,69,0,53165,Doc Redman,70.0,2030,29
2022,69,0,40115,Adam Svensson,70.0,1680,24
2022,73,0,23983,Luke Donald,70.04,1891,27
2022,74,0,27644,Brian Harman,70.06,2522,36
2022,75,0,47856,Seth Reeves,70.07,981,14
2022,76,0,35450,Patrick Cantlay,70.09,771,11
2022,77,0,29478,Kevin Kisner,70.1,1402,20
2022,78,0,34431,Robert Streb,70.12,2384,34
2022,79,0,39977,Max Homa,70.13,1683,24
2022,79,0,27214,Kevin Streelman,70.13,2174,31
2022,81,0,25818,Scott Piercy,70.15,1403,20
2022,82,0,47983,Chad Ramey,70.16,1333,19
2022,83,0,22405,Justin Rose,70.18,1193,17
2022,83,0,25493,Nick Taylor,70.18,2316,33
2022,85,0,30926,Chris Kirk,70.19,2246,32
2022,85,0,26851,Marc Leishman,70.19,1825,26
2022,85,0,24502,Adam Scott,70.19,1474,21
2022,88,0,40098,Matt Fitzpatrick,70.21,983,14
2022,88,0,33399,Adam Hadwin,70.21,1685,24
2022,88,0,29420,Billy Horschel,70.21,1685,24
2022,91,0,29908,C.T. Pan,70.23,2177,31
2022,92,0,54783,Dylan Wu,70.26,1616,23
2022,93,0,35461,Beau Hossler,70.28,1265,18
2022,93,0,34174,John Huh,70.28,2038,29
2022,95,0,54628,Lee Hodges,70.31,1828,26
2022,95,0,32816,Satoshi Kodaira,70.31,1125,16
2022,97,0,49766,Hank Lebioda,70.32,1547,22
2022,97,0,39953,Chase Seiffert,70.32,1336,19
2022,99,0,45157,Cam Davis,70.33,2321,33
2022,99,0,27349,Alex Noren,70.33,1266,18
2022,101,0,36801,Mark Hubbard,70.36,1759,25
2022,102,0,51894,Vince Whaley,70.4,2112,30
2022,103,0,32333,Kevin Tway,70.43,1972,28
2022,104,0,30978,Kiradech Aphibarnrat,70.47,1057,15
2022,105,0,52374,Brandon Wu,70.48,1903,27
2022,106,0,35310,Lanto Griffin,70.5,1974,28
2022,106,0,49947,Taylor Moore,70.5,1833,26
2022,106,0,50095,Austin Smotherman,70.5,1692,24
2022,109,0,30927,Brendon Todd,70.51,2468,35
2022,110,0,34255,Joseph Bramlett,70.52,2327,33
2022,111,0,23325,Vaughn Taylor,70.53,1340,19
2022,112,0,52375,Doug Ghim,70.54,1975,28
2022,112,0,37455,Si Woo Kim,70.54,2610,37
2022,112,0,29289,S.Y. Noh,70.54,1834,26
2022,112,0,29518,Brendan Steele,70.54,1693,24
2022,116,0,24925,Jonathan Byrd,70.58,1694,24
2022,116,0,40006,Erik van Rooyen,70.58,1341,19
2022,118,0,34076,Joel Dahmen,70.63,2260,32
2022,118,0,34363,Tyrrell Hatton,70.63,1342,19
2022,120,0,32640,Troy Merritt,70.64,1978,28
2022,120,0,47347,Adam Schenk,70.64,1766,25
2022,120,0,39324,J.J. Spaun,70.64,2543,36
2022,123,0,32448,James Hahn,70.65,1625,23
2022,123,0,30944,Jason Kokrak,70.65,1837,26
2022,123,0,34610,Matthias Schwab,70.65,1625,23
2022,126,0,32366,Kevin Chappell,70.67,1060,15
2022,126,0,51766,Wyndham Clark,70.67,2120,30
2022,126,0,29974,Branden Grace,70.67,1272,18
2022,129,0,20229,Stewart Cink,70.68,1767,25
2022,129,0,12716,Charley Hoffman,70.68,1767,25
2022,129,0,34360,Patrick Reed,70.68,1555,22
2022,132,0,24138,Ian Poulter,70.7,707,10
2022,132,0,36699,Patrick Rodgers,70.7,2121,30
2022,134,0,26300,Matt Jones,70.71,1697,24
2022,134,0,51950,Max McGreevy,70.71,990,14
2022,134,0,26476,Chez Reavie,70.71,2475,35
2022,137,0,40162,Justin Lower,70.73,1556,22
2022,138,0,32757,Patton Kizzire,70.74,2405,34
2022,138,0,27139,David Skinns,70.74,1627,23
2022,140,0,31557,Jim Herman,70.75,1415,20
2022,140,0,48117,Kurt Kitayama,70.75,1132,16
2022,140,0,36852,Jim Knous,70.75,1132,16
2022,140,0,46414,Aaron Rai,70.75,1981,28
2022,144,0,19803,Ryan Armour,70.78,1274,18
2022,145,0,32662,Michael Gligic,70.79,1345,19
2022,146,0,23320,Ryan Palmer,70.82,1558,22
2022,147,0,35506,Mackenzie Hughes,70.84,2196,31
2022,148,0,51997,Andrew Novak,70.85,1913,27
2022,149,0,37212,Paul Barjon,70.86,1559,22
2022,149,0,34563,Chesson Hadley,70.86,1559,22
2022,151,0,48887,Matt Wallace,70.87,1063,15
2022,152,0,34264,Hudson Swafford,70.88,1701,24
