YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
2015,176,0,25240,D.A. Points,72.23,2239,31
2015,177,0,20848,Ángel Cabrera,72.26,1373,19
2015,178,0,24358,Robert Garrigus,72.29,1229,17
2015,179,0,6522,Ernie Els,72.31,1157,16
2015,180,0,10885,Robert Allenby,72.5,1305,18
2015,180,0,30736,Oscar Fraustro,72.5,1305,18
2015,182,0,28307,Matt Every,72.52,1958,27
2015,183,0,29425,Andrew Svoboda,72.67,1962,27
2015,184,0,30692,Scott Stallings,72.68,1599,22
2012,1,0,25804,Bubba Watson,68.45,753,11
2012,2,0,21528,Henrik Stenson,69.08,898,13
2012,3,0,23108,Matt Kuchar,69.21,1315,19
2012,4,0,29420,Billy Horschel,69.22,1246,18
2012,5,0,28475,Jeff Overton,69.28,2702,39
2012,6,0,8793,Tiger Woods,69.3,693,10
2012,7,0,20766,Padraig Harrington,69.31,901,13
2012,8,0,27895,Jonas Blixt,69.63,1671,24
2012,8,0,25345,Carl Pettersson,69.63,2089,30
2012,10,0,21209,Sergio Garcia,69.71,976,14
2012,11,0,29479,Scott Brown,69.79,1326,19
2012,12,0,20104,Ken Duke,69.83,2514,36
2012,13,0,10809,Jim Furyk,69.85,1397,20
2012,14,0,19846,Brian Gay,69.86,2026,29
2012,14,0,23320,Ryan Palmer,69.86,1956,28
2012,16,0,24138,Ian Poulter,69.87,1048,15
2012,17,0,21961,Charles Howell III,69.91,2377,34
2012,17,0,20691,Greg Owen,69.91,2447,35
2012,19,0,27141,J.B. Holmes,69.92,1748,25
2012,20,0,12782,Tim Herron,69.93,2028,29
2012,21,0,25818,Scott Piercy,70.0,2170,31
2012,21,0,27330,Josh Teater,70.0,2450,35
2012,23,0,23638,Brendon de Jonge,70.05,2592,37
2012,24,0,28455,Will Claxton,70.06,2172,31
2012,25,0,25632,Jimmy Walker,70.07,1962,28
2012,26,0,23548,Bill Lunde,70.08,1752,25
2012,27,0,20593,Greg Chalmers,70.09,2243,32
2012,27,0,1706,Davis Love III,70.09,771,11
2012,29,0,29476,Kyle Reifers,70.1,1472,21
2012,29,0,22405,Justin Rose,70.1,1402,20
2012,31,0,30925,Dustin Johnson,70.13,1052,15
2012,32,0,24357,K.J. Choi,70.17,1614,23
2012,33,0,23623,Bo Van Pelt,70.19,1895,27
2012,34,0,33122,Russell Knox,70.2,1404,20
2012,35,0,1320,Bob Estes,70.21,2036,29
2012,36,0,23204,Gary Christian,70.22,1896,27
2012,36,0,22548,Patrick Sheehan,70.22,1264,18
2012,38,0,23325,Vaughn Taylor,70.24,1475,21
2012,39,0,28500,Martin Flores,70.25,2248,32
2012,39,0,26679,Kevin Stadler,70.25,1405,20
2012,41,0,29910,Blake Adams,70.26,2459,35
2012,42,0,29926,Danny Lee,70.28,1265,18
2012,43,0,10213,Dicky Pride,70.3,1406,20
2012,44,0,35139,Richard Lee,70.32,1336,19
2012,45,0,1724,Jeff Maggert,70.38,2041,29
2012,45,0,22961,David Mathis,70.38,1478,21
2012,47,0,24781,Hunter Mahan,70.4,1760,25
2012,48,0,25240,D.A. Points,70.42,2183,31
2012,49,0,24924,Bill Haas,70.43,1620,23
2012,49,0,27644,Brian Harman,70.43,2113,30
2012,51,0,25396,Kevin Na,70.46,1832,26
2012,51,0,27214,Kevin Streelman,70.46,1832,26
2012,53,0,31202,William McGirt,70.47,2114,30
2012,53,0,27095,Nick Watney,70.47,2255,32
2012,55,0,27963,Chris Stroud,70.48,1762,25
2012,56,0,33141,Keegan Bradley,70.5,1551,22
2012,56,0,20645,John Senden,70.5,1692,24
2012,58,0,32200,Roberto Castro,70.52,2327,33
2012,59,0,24502,Adam Scott,70.53,1340,19
2012,60,0,8075,Jerry Kelly,70.56,2399,34
2012,61,0,25834,Daniel Summerhays,70.58,2188,31
2012,62,0,6567,Vijay Singh,70.6,2471,35
2012,62,0,20396,Lee Westwood,70.6,1059,15
2012,64,0,27466,Spencer Levin,70.61,2189,31
2012,65,0,23718,Nathan Green,70.62,1483,21
2012,66,0,26329,Louis Oosthuizen,70.63,1695,24
2012,67,0,32334,Charlie Beljan,70.64,989,14
2012,67,0,27436,Graham DeLaet,70.64,1766,25
2012,67,0,29221,Webb Simpson,70.64,989,14
2012,67,0,31323,Gary Woodland,70.64,989,14
2012,71,0,24361,Pat Perez,70.67,1696,24
2012,72,0,24024,Zach Johnson,70.7,1909,27
2012,72,0,24140,Sean O'Hair,70.7,2121,30
2012,74,0,24604,Hunter Haas,70.71,1697,24
2012,74,0,1810,Phil Mickelson,70.71,1202,17
2012,74,0,27649,Brandt Snedeker,70.71,1202,17
2012,77,0,29289,S.Y. Noh,70.72,2546,36
2012,78,0,25572,Graeme McDowell,70.73,1061,15
2012,79,0,33419,Cameron Tringale,70.75,2264,32
2012,80,0,20070,Matt Bettencourt,70.76,1203,17
2012,81,0,30926,Chris Kirk,70.78,2265,32
2012,82,0,2206,David Toms,70.79,1345,19
2012,83,0,30110,Kyle Stanley,70.83,2054,29
2012,84,0,26289,Boo Weekley,70.84,1771,25
2012,85,0,23541,Ben Crane,70.85,1842,26
2012,86,0,12716,Charley Hoffman,70.87,2197,31
2012,87,0,23983,Luke Donald,70.88,1205,17
2012,88,0,1766,Billy Mayfair,70.89,1347,19
2012,89,0,23621,Rory Sabbatini,70.91,2269,32
2012,90,0,11123,Chris Couch,70.94,1135,16
2012,90,0,22046,Geoff Ogilvy,70.94,2199,31
2012,92,0,25686,Jason Dufner,70.95,1348,19
2012,93,0,32150,Michael Thompson,70.96,1845,26
2012,94,0,23409,James Driscoll,71.0,1988,28
2012,94,0,21350,Ryuji Imada,71.0,1775,25
2012,94,0,26476,Chez Reavie,71.0,2130,30
2012,94,0,26951,Johnson Wagner,71.0,2201,31
2012,98,0,26758,David Hearn,71.03,2415,34
2012,99,0,28093,Miguel Angel Carballo,71.04,1776,25
2012,99,0,27936,Martin Laird,71.04,1847,26
2012,101,0,28308,Troy Kelly,71.06,1279,18
2012,102,0,28087,Kris Blanks,71.08,1706,24
2012,102,0,1249,John Daly,71.08,924,13
2012,104,0,24494,Erik Compton,71.1,1493,21
2012,104,0,24358,Robert Garrigus,71.1,2133,30
2012,104,0,20574,Mathew Goggin,71.1,1422,20
2012,107,0,22913,John Rollins,71.11,1351,19
2012,108,0,34021,Bud Cauley,71.12,1849,26
2012,109,0,22621,Ben Curtis,71.13,1138,16
2012,110,0,8725,Tom Gillis,71.14,2063,29
2012,110,0,26596,Ryan Moore,71.14,1565,22
2012,112,0,12510,Chad Campbell,71.15,1850,26
2012,112,0,6527,Steve Stricker,71.15,925,13
2012,114,0,22371,Aaron Baddeley,71.19,2278,32
2012,114,0,21753,Brian Davis,71.19,1495,21
2012,116,0,33120,Mark Anderson,71.23,1852,26
2012,116,0,20160,Charlie Wi,71.23,1852,26
2012,118,0,27120,Troy Matteson,71.25,2280,32
2012,119,0,27933,John Merrick,71.26,1639,23
2012,120,0,23788,D.J. Trahan,71.29,998,14
2012,121,0,1797,Rocco Mediate,71.33,1498,21
2012,122,0,32102,Rickie Fowler,71.34,2069,29
2012,123,0,24925,Jonathan Byrd,71.35,1641,23
2012,123,0,27797,Derek Lamely,71.35,1427,20
2012,125,0,22582,Kyle Thompson,71.38,928,13
2012,126,0,6251,Chris DiMarco,71.39,1642,23
2012,126,0,27302,Garth Mulroy,71.39,1285,18
2012,128,0,21407,Arjun Atwal,71.41,1928,27
2012,128,0,29478,Kevin Kisner,71.41,1214,17
2012,130,0,34174,John Huh,71.43,3000,42
2012,131,0,26287,Roland Thatcher,71.44,1286,18
2012,132,0,28307,Matt Every,71.46,1715,24
2012,133,0,32698,Bobby Gates,71.48,1787,25
2012,134,0,28259,Sangmoon Bae,71.5,1716,24
2012,134,0,20850,Daniel Chopra,71.5,1001,14
2012,134,0,20623,Gavin Coles,71.5,1716,24
2012,134,0,28089,Jason Day,71.5,1287,18
2012,138,0,23800,Bryce Molder,71.52,1931,27
2012,139,0,27060,John Mallinger,71.53,1359,19
2012,140,0,26851,Marc Leishman,71.55,2075,29
2012,140,0,27770,Camilo Villegas,71.55,1431,20
2012,142,0,24507,Jason Bohn,71.58,1718,24
2012,142,0,20572,Rod Pampling,71.58,2720,38
2012,144,0,30750,Tommy Gainey,71.6,1432,20
2012,145,0,6522,Ernie Els,71.61,1289,18
2012,146,0,6036,Scott Dunlap,71.62,931,13
2012,146,0,21731,Freddie Jacobson,71.62,1504,21
2012,148,0,26300,Matt Jones,71.64,1003,14
2012,149,0,21805,Harrison Frazar,71.65,1218,17
2012,149,0,24940,Edward Loar,71.65,1218,17
2012,151,0,32366,Kevin Chappell,71.66,2078,29
2012,152,0,20098,Stuart Appleby,71.67,860,12
2012,152,0,22293,Heath Slocum,71.67,2150,30
2012,154,0,23353,J.J. Henry,71.68,2437,34
2012,154,0,30711,Colt Knost,71.68,1577,22
2012,156,0,30852,Ryo Ishikawa,71.71,1004,14
2012,156,0,26331,Charl Schwartzel,71.71,1004,14
2012,158,0,30692,Scott Stallings,71.72,1793,25
2012,159,0,30927,Brendon Todd,71.78,1292,18
2012,160,0,27064,Jhonattan Vegas,71.79,2010,28
2012,161,0,34099,Harris English,71.81,2298,32
2012,161,0,6573,Brandt Jobe,71.81,1867,26
2012,163,0,29222,Billy Hurley III,71.82,2011,28
2012,164,0,28237,Rory McIlroy,71.86,503,7
2012,165,0,25892,Steve Wheatcroft,71.87,1078,15
2012,166,0,23542,Tommy Biershenk,71.92,1726,24
2012,167,0,6004,Stephen Ames,71.93,1007,14
2012,168,0,19970,Robert Karlsson,71.95,1439,20
2012,169,0,24846,Ricky Barnes,71.96,1727,24
2012,170,0,10885,Robert Allenby,72.0,2160,30
2012,170,0,24490,George McNeill,72.0,2520,35
2012,170,0,1941,Tom Pernice Jr.,72.0,864,12
2012,173,0,25457,Alexandre Rocha,72.04,1657,23
2012,174,0,12652,Cameron Beckman,72.05,1441,20
2012,175,0,30944,Jason Kokrak,72.06,1297,18
2012,176,0,31558,J.J. Killeen,72.08,1874,26
2012,177,0,24663,Y.E. Yang,72.14,1515,21
2012,178,0,22378,Trevor Immelman,72.15,1876,26
2012,179,0,23135,Tim Clark,72.18,1227,17
2012,180,0,6034,Marco Dawson,72.2,1444,20
2012,181,0,20848,Ángel Cabrera,72.24,1228,17
2012,182,0,22348,Nick O'Hern,72.33,1736,24
2012,182,0,29518,Brendan Steele,72.33,1953,27
2012,184,0,27556,Ted Potter Jr.,72.42,1883,26
2012,185,0,1116,Michael Bradley,72.44,1811,25
2012,186,0,10860,Justin Leonard,72.46,1884,26
2012,187,0,21878,Mark Wilson,72.47,2754,38
2012,188,0,27974,Sung Kang,72.54,1741,24
2012,189,0,25562,Andres Romero,72.72,1309,18
2012,190,0,20229,Stewart Cink,72.73,1600,22
2012,191,0,23903,Stephen Gangluff,73.4,1101,15
2008,1,0,2223,Bob Tway,69.56,1739,25
2008,2,0,28158,Steve Marino,69.74,2929,42
2008,3,0,1677,Tom Lehman,69.75,837,12
2008,4,0,20104,Ken Duke,69.79,2652,38
2008,5,0,27141,J.B. Holmes,69.89,1328,19
2008,6,0,20498,Briny Baird,69.91,2237,32
2008,7,0,22371,Aaron Baddeley,70.0,1610,23
2008,7,0,20127,Chris Riley,70.0,1190,17
2008,7,0,21878,Mark Wilson,70.0,2590,37
2008,10,0,1724,Jeff Maggert,70.04,1821,26
2008,11,0,6527,Steve Stricker,70.05,1401,20
2008,12,0,1941,Tom Pernice Jr.,70.06,2382,34
2008,13,0,23541,Ben Crane,70.08,1822,26
2008,14,0,22892,Jason Gore,70.09,1542,22
2008,15,0,25720,Chad Collins,70.11,1963,28
2008,16,0,24924,Bill Haas,70.18,1544,22
2008,17,0,12510,Chad Campbell,70.24,2318,33
2008,18,0,12782,Tim Herron,70.28,2249,32
2008,19,0,22621,Ben Curtis,70.3,1617,23
2008,20,0,24358,Robert Garrigus,70.31,1828,26
2008,20,0,20160,Charlie Wi,70.31,2461,35
2008,20,0,25349,Tim Wilkinson,70.31,2039,29
2008,23,0,23353,J.J. Henry,70.33,2743,39
2008,23,0,24502,Adam Scott,70.33,1055,15
2008,25,0,10860,Justin Leonard,70.34,2040,29
2008,26,0,12602,Dean Wilson,70.35,2603,37
2008,27,0,1024,Billy Andrade,70.41,1197,17
2008,28,0,24449,Parker McLachlin,70.43,1620,23
2008,29,0,1928,Corey Pavin,70.44,1902,27
2008,30,0,23048,Eric Axley,70.45,2043,29
2008,31,0,26476,Chez Reavie,70.46,1973,28
2008,32,0,1313,Steve Elkington,70.47,2114,30
2008,33,0,10505,Shane Bertsch,70.5,1974,28
2008,34,0,21731,Freddie Jacobson,70.52,1763,25
2008,34,0,29718,Anthony Kim,70.52,1481,21
2008,34,0,22913,John Rollins,70.52,2045,29
2008,34,0,8385,Omar Uresti,70.52,1622,23
2008,38,0,10809,Jim Furyk,70.53,1340,19
2008,39,0,1945,Kenny Perry,70.54,1834,26
2008,40,0,27214,Kevin Streelman,70.56,2893,41
2008,41,0,27936,Martin Laird,70.58,2682,38
2008,41,0,22548,Patrick Sheehan,70.58,3176,45
2008,41,0,6595,Kevin Sutherland,70.58,1835,26
2008,41,0,10423,Mike Weir,70.58,1341,19
2008,45,0,26500,Alejandro Cañizares,70.62,918,13
2008,46,0,26289,Boo Weekley,70.63,2260,32
2008,47,0,1320,Bob Estes,70.64,1978,28
2008,47,0,27770,Camilo Villegas,70.64,1554,22
2008,49,0,24357,K.J. Choi,70.65,1201,17
2008,49,0,20663,Brenden Pappas,70.65,1625,23
2008,49,0,7749,Brett Quigley,70.65,1837,26
2008,49,0,23623,Bo Van Pelt,70.65,2614,37
2008,53,0,24024,Zach Johnson,70.66,2049,29
2008,54,0,20766,Padraig Harrington,70.67,1060,15
2008,55,0,23409,James Driscoll,70.69,2050,29
2008,55,0,19846,Brian Gay,70.69,1838,26
2008,55,0,25396,Kevin Na,70.69,2474,35
2008,58,0,6197,Michael Allen,70.72,1768,25
2008,59,0,10585,Scott McCarron,70.73,778,11
2008,60,0,1553,John Huston,70.76,1203,17
2008,60,0,1706,Davis Love III,70.76,2052,29
2008,62,0,20229,Stewart Cink,70.77,1557,22
2008,62,0,10875,Todd Demsey,70.77,1840,26
2008,62,0,21209,Sergio Garcia,70.77,920,13
2008,65,0,28780,Nicholas Thompson,70.78,2831,40
2008,66,0,20574,Mathew Goggin,70.79,2053,29
2008,67,0,26596,Ryan Moore,70.81,1133,16
2008,68,0,6575,Dudley Hart,70.82,1204,17
2008,68,0,24781,Hunter Mahan,70.82,2337,33
2008,70,0,2002,John Riegger,70.83,2054,29
2008,71,0,6621,Joe Durant,70.84,2196,31
2008,71,0,6012,Greg Kraft,70.84,1346,19
2008,71,0,8845,Scott Sterling,70.84,2267,32
2008,74,0,20634,Peter Lonard,70.87,2197,31
2008,75,0,20623,Gavin Coles,70.88,1205,17
2008,75,0,20105,Jeff Gove,70.88,1134,16
2008,75,0,25345,Carl Pettersson,70.88,2339,33
2008,75,0,26668,Marc Turnesa,70.88,1701,24
2008,79,0,24490,George McNeill,70.92,2624,37
2008,80,0,23497,Tag Ridings,70.93,1915,27
2008,81,0,12716,Charley Hoffman,70.95,2625,37
2008,82,0,27933,John Merrick,70.96,1916,27
2008,83,0,22348,Nick O'Hern,70.97,2058,29
2008,84,0,10885,Robert Allenby,71.0,2272,32
2008,84,0,1142,Bart Bryant,71.0,1917,27
2008,84,0,27561,Nick Flanagan,71.0,1775,25
2008,84,0,7457,Steve Flesch,71.0,2059,29
2008,84,0,21350,Ryuji Imada,71.0,1704,24
2008,84,0,26420,Richard Johnson,71.0,1491,21
2008,84,0,22806,Doug LaBelle II,71.0,1420,20
2008,84,0,20572,Rod Pampling,71.0,1420,20
2008,84,0,27649,Brandt Snedeker,71.0,1846,26
2008,93,0,27060,John Mallinger,71.03,2060,29
2008,93,0,1766,Billy Mayfair,71.03,2415,34
2008,95,0,12823,Carlos Franco,71.04,1847,26
2008,96,0,23320,Ryan Palmer,71.05,1350,19
2008,96,0,12309,Bob Sowards,71.05,1563,22
2008,98,0,21633,Steve Allan,71.07,995,14
2008,99,0,12652,Cameron Beckman,71.1,2133,30
2008,99,0,24925,Jonathan Byrd,71.1,2133,30
2008,99,0,28475,Jeff Overton,71.1,2204,31
2008,102,0,24663,Y.E. Yang,71.11,1991,28
2008,103,0,21461,Kenneth Ferrie,71.12,1849,26
2008,104,0,30925,Dustin Johnson,71.14,2561,36
2008,105,0,24140,Sean O'Hair,71.15,1850,26
2008,106,0,21753,Brian Davis,71.19,1851,26
2008,106,0,23325,Vaughn Taylor,71.19,2207,31
2008,108,0,20098,Stuart Appleby,71.2,1424,20
2008,109,0,1810,Phil Mickelson,71.21,997,14
2008,110,0,6004,Stephen Ames,71.22,1638,23
2008,110,0,10733,Kent Jones,71.22,1282,18
2008,112,0,6090,Jim McGovern,71.25,1710,24
2008,112,0,23788,D.J. Trahan,71.25,2280,32
2008,114,0,19803,Ryan Armour,71.26,1639,23
2008,115,0,23718,Nathan Green,71.27,2352,33
2008,115,0,12660,Jesper Parnevik,71.27,2138,30
2008,117,0,8931,Glen Day,71.28,1283,18
2008,117,0,24361,Pat Perez,71.28,2067,29
2008,119,0,26695,Michael Letzig,71.3,1925,27
2008,119,0,21959,Ted Purdy,71.3,1426,20
2008,121,0,25190,Jeff Quinney,71.31,2068,29
2008,122,0,27613,David Lutterus,71.32,1355,19
2008,122,0,21949,Joe Ogilvie,71.32,2710,38
2008,124,0,6567,Vijay Singh,71.33,1498,21
2008,125,0,27963,Chris Stroud,71.34,2069,29
2008,126,0,1226,Fred Couples,71.35,1427,20
2008,127,0,27095,Nick Watney,71.36,2783,39
2008,128,0,7867,Woody Austin,71.42,2714,38
2008,129,0,1797,Rocco Mediate,71.45,2072,29
2008,130,0,1948,Tim Petrovic,71.47,2144,30
2008,130,0,25562,Andres Romero,71.47,2144,30
2008,132,0,20157,Retief Goosen,71.5,1573,22
2008,132,0,1577,Lee Janzen,71.5,1573,22
2008,134,0,1388,Robert Gamez,71.54,2003,28
2008,134,0,10649,Tom Scherrer,71.54,930,13
2008,136,0,23614,Rich Beem,71.55,2719,38
2008,137,0,20645,John Senden,71.56,2934,41
2008,137,0,2206,David Toms,71.56,1789,25
2008,139,0,23135,Tim Clark,71.57,1646,23
2008,140,0,20378,Mathias Grönberg,71.59,2434,34
2008,141,0,23621,Rory Sabbatini,71.61,1289,18
2008,141,0,22293,Heath Slocum,71.61,2220,31
2008,143,0,12826,Paul Claxton,71.62,1504,21
2008,143,0,22378,Trevor Immelman,71.62,1504,21
2008,143,0,23157,Richard Johnson,71.62,1862,26
2008,146,0,25900,Lucas Glover,71.63,2149,30
2008,146,0,11032,Frank Lickliter II,71.63,2865,40
2008,148,0,27120,Troy Matteson,71.67,1720,24
2008,149,0,23540,Jason Allred,71.7,1649,23
2008,149,0,20848,Ángel Cabrera,71.7,1434,20
2008,151,0,25804,Bubba Watson,71.71,1721,24
2008,152,0,25842,Jon Mills,71.73,2152,30
2008,153,0,23778,Brad Adamonis,71.74,1363,19
2008,153,0,6573,Brandt Jobe,71.74,1363,19
2008,155,0,25364,Paul Casey,71.76,1220,17
2008,156,0,1139,Olin Browne,71.77,1866,26
2008,156,0,6251,Chris DiMarco,71.77,2153,30
2008,158,0,23108,Matt Kuchar,71.78,1651,23
2008,158,0,2239,Scott Verplank,71.78,1292,18
2008,160,0,26300,Matt Jones,71.79,2082,29
2008,161,0,20850,Daniel Chopra,71.82,2011,28
2008,162,0,21805,Harrison Frazar,71.83,1724,24
2008,162,0,23349,Charles Warren,71.83,1652,23
2008,164,0,22046,Geoff Ogilvy,71.84,1365,19
2008,165,0,6522,Ernie Els,71.85,934,13
2008,166,0,24138,Ian Poulter,71.87,1078,15
2008,167,0,1161,Mark Calcavecchia,71.88,1725,24
2008,167,0,26951,Johnson Wagner,71.88,2300,32
2008,169,0,12705,Cliff Kresge,71.89,2013,28
2008,170,0,21961,Charles Howell III,71.91,2373,33
2008,171,0,20433,Mark Hensby,71.95,1367,19
2008,172,0,7547,Craig Kanada,72.0,1368,19
2008,173,0,28089,Jason Day,72.06,1297,18
2008,174,0,26631,Cody Freeman,72.12,1226,17
2008,175,0,22582,Kyle Thompson,72.13,1154,16
2008,176,0,23125,Brad Elder,72.16,1371,19
2008,176,0,19913,Ron Whittaker,72.16,1371,19
2008,178,0,1707,Steve Lowery,72.17,2165,30
2008,179,0,24912,Will MacKenzie,72.19,1155,16
2008,180,0,6034,Marco Dawson,72.21,1372,19
2008,181,0,10425,Jay Williamson,72.22,1950,27
2008,182,0,6643,Paul Goydos,72.24,1806,25
2008,183,0,26679,Kevin Stadler,72.26,1662,23
2008,184,0,8075,Jerry Kelly,72.28,1807,25
2008,185,0,25632,Jimmy Walker,72.3,1952,27
2008,186,0,20443,Jin Park,72.44,1811,25
2008,187,0,1035,Tommy Armour III,72.5,1160,16
2008,187,0,12680,Shigeki Maruyama,72.5,870,12
2008,189,0,20382,Stephen Leaney,72.59,1234,17
2008,190,0,8537,J.P. Hayes,72.62,1525,21
2008,191,0,23797,Brett Rumford,72.7,1672,23
2008,192,0,1473,Todd Hamilton,72.71,2254,31
2008,193,0,30750,Tommy Gainey,72.86,1020,14
2008,194,0,24227,Justin Bolli,73.26,1978,27
2008,195,0,9011,David Duval,73.31,953,13
2008,196,0,20472,Alex Cejka,73.36,1027,14
2008,197,0,25594,Travis Perkins,74.47,1117,15
2001,1,0,1249,John Daly,62.0,62,1
2001,2,0,12388,Michael Clark II,64.0,64,1
2001,2,0,9011,David Duval,64.0,128,2
2001,4,0,20099,Doug Barron,65.0,65,1
2001,4,0,10201,Matt Gogel,65.0,65,1
2001,4,0,1920,Craig Parry,65.0,130,2
2001,4,0,2206,David Toms,65.0,130,2
2001,8,0,12760,Danny Ellis,66.0,132,2
2001,9,0,1677,Tom Lehman,66.25,265,4
2001,10,0,7457,Steve Flesch,66.8,334,5
2001,11,0,1226,Fred Couples,67.0,134,2
2001,11,0,1553,John Huston,67.0,67,1
2001,11,0,1619,Skip Kendall,67.0,201,3
2001,11,0,1724,Jeff Maggert,67.0,67,1
2001,11,0,8339,Spike McRoy,67.0,67,1
2001,11,0,1928,Corey Pavin,67.0,67,1
2001,17,0,1666,Bernhard Langer,67.25,269,4
2001,17,0,10912,Craig Perks,67.25,269,4
2001,19,0,1139,Olin Browne,67.33,202,3
2001,20,0,22051,Ben Ferguson,67.5,135,2
2001,21,0,1706,Davis Love III,67.67,406,6
2001,22,0,21633,Steve Allan,68.0,68,1
2001,22,0,10885,Robert Allenby,68.0,408,6
2001,22,0,1024,Billy Andrade,68.0,68,1
2001,22,0,7867,Woody Austin,68.0,204,3
2001,22,0,1487,Jeff Hart,68.0,136,2
2001,22,0,6514,Kevin Johnson,68.0,68,1
2001,22,0,6090,Jim McGovern,68.0,68,1
2001,22,0,6373,José María Olazábal,68.0,68,1
2001,22,0,8553,Lee Porter,68.0,136,2
2001,22,0,1968,Nick Price,68.0,340,5
2001,22,0,6078,Esteban Toledo,68.0,68,1
2001,22,0,10423,Mike Weir,68.0,68,1
2001,34,0,20498,Briny Baird,68.33,205,3
2001,34,0,22892,Jason Gore,68.33,205,3
2001,36,0,25083,Jeremy Anderson,68.5,137,2
2001,36,0,1320,Bob Estes,68.5,137,2
2001,36,0,6012,Greg Kraft,68.5,548,8
2001,36,0,20127,Chris Riley,68.5,137,2
2001,36,0,8793,Tiger Woods,68.5,2877,42
2001,41,0,1161,Mark Calcavecchia,68.67,206,3
2001,41,0,6251,Chris DiMarco,68.67,206,3
2001,41,0,21961,Charles Howell III,68.67,412,6
2001,41,0,12705,Cliff Kresge,68.67,206,3
2001,45,0,1577,Lee Janzen,68.75,275,4
2001,46,0,10585,Scott McCarron,68.8,344,5
2001,46,0,6595,Kevin Sutherland,68.8,344,5
2001,48,0,2239,Scott Verplank,68.83,413,6
2001,49,0,7003,David Berganio Jr.,69.0,69,1
2001,49,0,1098,Jay Don Blake,69.0,276,4
2001,49,0,19972,José Coceres,69.0,138,2
2001,49,0,12823,Carlos Franco,69.0,138,2
2001,49,0,1378,David Frost,69.0,207,3
2001,49,0,1388,Robert Gamez,69.0,69,1
2001,49,0,8063,Kelly Grunewald,69.0,69,1
2001,49,0,22122,Andrew McLardy,69.0,69,1
2001,49,0,6140,Sean Murphy,69.0,69,1
2001,49,0,2010,Loren Roberts,69.0,138,2
2001,49,0,8375,Paul Stankowski,69.0,207,3
2001,49,0,2245,Grant Waite,69.0,138,2
2001,49,0,8057,Brian Wilson,69.0,207,3
2001,62,0,11032,Frank Lickliter II,69.17,415,6
2001,63,0,8931,Glen Day,69.2,346,5
2001,64,0,2223,Bob Tway,69.25,277,4
2001,65,0,1219,John Cook,69.33,208,3
2001,65,0,2002,John Riegger,69.33,208,3
2001,65,0,6567,Vijay Singh,69.33,208,3
2001,68,0,1374,Robin Freeman,69.5,139,2
2001,68,0,19846,Brian Gay,69.5,139,2
2001,68,0,12680,Shigeki Maruyama,69.5,139,2
2001,68,0,6591,Rocky Walcher,69.5,139,2
2001,72,0,12645,Brent Geiberger,69.63,557,8
2001,73,0,6643,Paul Goydos,69.67,209,3
2001,74,0,1042,Paul Azinger,69.75,558,8
2001,74,0,20593,Greg Chalmers,69.75,279,4
2001,76,0,2110,Jerry Smith,69.8,349,5
2001,77,0,23621,Rory Sabbatini,69.83,419,6
2001,78,0,20229,Stewart Cink,70.0,560,8
2001,78,0,1203,Russ Cochran,70.0,210,3
2001,78,0,10809,Jim Furyk,70.0,420,6
2001,78,0,1418,Bill Glasson,70.0,140,2
2001,78,0,8545,Glen Hnatiuk,70.0,140,2
2001,78,0,8881,Tripp Isenhour,70.0,140,2
2001,78,0,7547,Craig Kanada,70.0,70,1
2001,78,0,20094,Jonathan Kaye,70.0,140,2
2001,78,0,6350,Bob May,70.0,70,1
2001,78,0,1766,Billy Mayfair,70.0,420,6
2001,78,0,12660,Jesper Parnevik,70.0,140,2
2001,78,0,1938,David Peoples,70.0,210,3
2001,78,0,1945,Kenny Perry,70.0,140,2
2001,78,0,11011,Mike Sposa,70.0,140,2
2001,78,0,2214,Kirk Triplett,70.0,210,3
2001,93,0,6621,Joe Durant,70.25,281,4
2001,93,0,1707,Steve Lowery,70.25,562,8
2001,95,0,2218,Ted Tryba,70.33,211,3
2001,96,0,1035,Tommy Armour III,70.5,141,2
2001,96,0,6617,Brian Henninger,70.5,423,6
2001,96,0,6332,Neal Lancaster,70.5,141,2
2001,96,0,1797,Rocco Mediate,70.5,141,2
2001,96,0,20095,Carl Paulson,70.5,282,4
2001,96,0,10213,Dicky Pride,70.5,141,2
2001,96,0,20436,Garrett Willis,70.5,141,2
2001,96,0,20566,Kaname Yokoo,70.5,282,4
2001,104,0,2104,Jeff Sluman,70.57,494,7
2001,105,0,6034,Marco Dawson,70.67,212,3
2001,105,0,1381,Fred Funk,70.67,212,3
2001,107,0,19817,Michael Muehr,70.8,354,5
2001,108,0,6004,Stephen Ames,71.0,355,5
2001,108,0,24357,K.J. Choi,71.0,71,1
2001,108,0,21584,Richie Coughlan,71.0,142,2
2001,108,0,19881,Robert Damron,71.0,284,4
2001,108,0,23353,J.J. Henry,71.0,71,1
2001,108,0,6315,Pete Jordan,71.0,142,2
2001,108,0,10860,Justin Leonard,71.0,355,5
2001,108,0,1823,Larry Mize,71.0,71,1
2001,108,0,10457,Frank Nobilo,71.0,71,1
2001,108,0,2099,Scott Simpson,71.0,71,1
2001,108,0,6527,Steve Stricker,71.0,284,4
2001,119,0,1887,Mark O'Meara,71.17,427,6
2001,120,0,6809,Bob Burns,71.25,285,4
2001,120,0,1527,Scott Hoch,71.25,285,4
