YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2013,73,0,28679,Fabián Gómez,40.0,52,130,-0.15
2013,73,0,6527,Steve Stricker,40.0,28,70,-0.25
2013,75,0,23541,Ben Crane,39.66,46,116,-0.07
2013,76,0,23638,Brendon de Jonge,39.62,84,212,-0.21
2013,76,0,25336,Alistair Presnell,39.62,42,106,-0.05
2013,78,0,21528,Henrik Stenson,39.58,38,96,-0.26
2013,79,0,27503,Steve LeBrun,39.52,49,124,+0.10
2013,80,0,20160,Charlie Wi,39.44,56,142,+0.13
2013,81,0,1320,Bob Estes,39.39,52,132,-0.08
2013,82,0,24846,Ricky Barnes,39.29,55,140,-0.09
2013,82,0,6573,Brandt Jobe,39.29,44,112,-0.20
2013,84,0,23497,Tag Ridings,39.23,51,130,-0.04
2013,85,0,27214,Kevin Streelman,39.19,58,148,-0.33
2013,86,0,22806,Doug LaBelle II,38.97,53,136,-0.04
2013,87,0,12510,Chad Campbell,38.82,59,152,-0.03
2013,88,0,32366,Kevin Chappell,38.51,57,148,-0.09
2013,88,0,24494,Erik Compton,38.51,57,148,-0.11
2013,90,0,10885,Robert Allenby,38.39,43,112,-0.09
2013,91,0,27770,Camilo Villegas,38.36,56,146,-0.16
2013,92,0,27895,Jonas Blixt,38.24,52,136,-0.08
2013,93,0,24924,Bill Haas,38.19,55,144,+0.04
2013,94,0,29420,Billy Horschel,37.5,66,176,-0.21
2013,95,0,20229,Stewart Cink,37.29,44,118,-0.14
2013,96,0,27330,Josh Teater,37.14,52,140,-0.25
2013,97,0,10809,Jim Furyk,37.12,49,132,-0.20
2013,98,0,30163,Henrik Norlander,36.76,50,136,-0.18
2013,99,0,25834,Daniel Summerhays,36.75,61,166,-0.08
2013,100,0,31202,William McGirt,36.67,55,150,-0.18
2013,101,0,27936,Martin Laird,36.61,41,112,-0.22
2013,102,0,24361,Pat Perez,36.23,50,138,-0.08
2013,103,0,26331,Charl Schwartzel,36.11,39,108,-0.15
2013,104,0,26497,Casey Wittenberg,36.03,49,136,-0.18
2013,105,0,23623,Bo Van Pelt,35.96,41,114,+0.07
2013,106,0,22371,Aaron Baddeley,35.94,46,128,-0.33
2013,107,0,24507,Jason Bohn,35.71,50,140,-0.10
2013,108,0,24399,Scott Gardiner,35.59,42,118,+0.05
2013,109,0,21878,Mark Wilson,35.58,37,104,-0.08
2013,110,0,30692,Scott Stallings,35.51,49,138,+0.04
2013,111,0,1810,Phil Mickelson,35.48,44,124,E
2013,112,0,21731,Freddie Jacobson,35.42,34,96,-0.15
2013,113,0,26851,Marc Leishman,35.38,46,130,-0.13
2013,114,0,24502,Adam Scott,35.23,31,88,-0.03
2013,115,0,20691,Greg Owen,35.21,50,142,+0.06
2013,116,0,25572,Graeme McDowell,35.14,26,74,-0.08
2013,117,0,35139,Richard Lee,35.06,54,154,-0.06
2013,118,0,28500,Martin Flores,34.94,58,166,+0.03
2013,119,0,1724,Jeff Maggert,34.92,44,126,-0.11
2013,120,0,34174,John Huh,34.87,53,152,-0.04
2013,121,0,34431,Robert Streb,34.51,49,142,-0.10
2013,122,0,34099,Harris English,34.48,60,174,-0.05
2013,123,0,32698,Bobby Gates,34.44,31,90,E
2013,124,0,27963,Chris Stroud,34.3,59,172,-0.31
2013,125,0,25818,Scott Piercy,34.13,43,126,-0.30
2013,125,0,30110,Kyle Stanley,34.13,43,126,-0.05
2013,127,0,25562,Andres Romero,33.9,40,118,-0.10
2013,128,0,8725,Tom Gillis,33.85,44,130,-0.11
2013,129,0,2206,David Toms,33.82,23,68,+0.09
2013,130,0,36884,Ben Kohles,33.8,48,142,-0.06
2013,131,0,30944,Jason Kokrak,33.55,51,152,-0.20
2013,132,0,32150,Michael Thompson,33.33,36,108,+0.11
2013,133,0,26758,David Hearn,33.13,53,160,-0.17
2013,134,0,32448,James Hahn,33.11,49,148,-0.27
2013,135,0,34261,Scott Langley,33.1,47,142,-0.32
2013,136,0,10860,Justin Leonard,32.93,54,164,-0.19
2013,137,0,26476,Chez Reavie,32.64,47,144,-0.04
2013,138,0,33869,Eric Meierdierks,32.61,30,92,-0.20
2013,139,0,24140,Sean O'Hair,32.14,36,112,-0.19
2013,140,0,28089,Jason Day,32.03,41,128,-0.10
2013,141,0,22621,Ben Curtis,31.91,30,94,-0.17
2013,142,0,28135,Aaron Watkins,31.82,28,88,-0.32
2013,143,0,33461,Morgan Hoffmann,31.45,39,124,-0.21
2013,144,0,29289,S.Y. Noh,31.34,42,134,-0.07
2013,144,0,10213,Dicky Pride,31.34,42,134,-0.17
2013,146,0,23452,Nicolas Colsaerts,31.08,23,74,-0.13
2013,147,0,20572,Rod Pampling,30.95,26,84,-0.04
2013,148,0,24227,Justin Bolli,30.91,34,110,+0.06
2013,149,0,33141,Keegan Bradley,30.14,44,146,E
2013,149,0,20593,Greg Chalmers,30.14,44,146,-0.18
2013,151,0,25240,D.A. Points,30.0,45,150,-0.33
2013,152,0,21753,Brian Davis,29.78,53,178,-0.19
2013,153,0,21099,David Lynn,29.66,35,118,+0.06
2013,154,0,6004,Stephen Ames,29.59,29,98,-0.28
2013,155,0,31557,Jim Herman,29.41,30,102,-0.17
2013,156,0,25632,Jimmy Walker,29.38,47,160,-0.04
2013,157,0,32334,Charlie Beljan,29.17,35,120,-0.03
2013,158,0,20104,Ken Duke,29.11,46,158,E
2013,159,0,20848,Ángel Cabrera,29.03,36,124,+0.08
2013,160,0,26596,Ryan Moore,28.95,33,114,+0.03
2013,161,0,30925,Dustin Johnson,28.7,31,108,-0.13
2013,162,0,27436,Graham DeLaet,28.41,50,176,-0.18
2013,163,0,26951,Johnson Wagner,27.68,31,112,E
2013,164,0,23135,Tim Clark,27.66,26,94,-0.38
2013,165,0,28310,Lee Williams,27.5,33,120,-0.12
2013,166,0,20443,Jin Park,27.0,27,100,-0.33
2013,167,0,30711,Colt Knost,26.92,35,130,-0.26
2013,168,0,24024,Zach Johnson,26.81,37,138,-0.03
2013,169,0,23320,Ryan Palmer,26.71,39,146,-0.08
2013,170,0,22295,Darron Stiles,26.53,26,98,+0.08
2013,171,0,23800,Bryce Molder,26.25,42,160,-0.17
2013,172,0,10423,Mike Weir,25.96,27,104,-0.04
2013,173,0,24358,Robert Garrigus,25.93,28,108,-0.04
2013,174,0,19846,Brian Gay,24.66,36,146,-0.22
2013,175,0,8075,Jerry Kelly,24.65,35,142,-0.09
2013,176,0,33418,Shawn Stefani,24.58,29,118,-0.07
2013,177,0,27129,Luke List,23.77,29,122,+0.17
2013,178,0,31323,Gary Woodland,20.35,35,172,+0.11
2013,179,0,25804,Bubba Watson,18.64,22,118,-0.27
2013,180,0,28237,Rory McIlroy,17.07,14,82,-0.07
2014,1,0,23638,Brendon de Jonge,52.63,100,190,-0.11
2014,2,0,24138,Ian Poulter,50.0,42,84,-0.05
2014,2,0,28780,Nicholas Thompson,50.0,77,154,+0.01
2014,4,0,22913,John Rollins,49.34,75,152,-0.07
2014,5,0,26300,Matt Jones,49.3,70,142,+0.01
2014,6,0,34046,Jordan Spieth,48.78,80,164,-0.08
2014,6,0,27963,Chris Stroud,48.78,80,164,-0.25
2014,8,0,21528,Henrik Stenson,48.68,37,76,-0.32
2014,9,0,29479,Scott Brown,47.92,92,192,-0.18
2014,10,0,20396,Lee Westwood,47.73,42,88,-0.07
2014,11,0,24925,Jonathan Byrd,47.22,68,144,-0.22
2014,12,0,27649,Brandt Snedeker,47.18,67,142,-0.07
2014,13,0,12510,Chad Campbell,47.17,50,106,-0.18
2014,14,0,24781,Hunter Mahan,46.67,70,150,-0.11
2014,14,0,35541,John Peterson,46.67,56,120,-0.14
2014,16,0,26289,Boo Weekley,46.43,52,112,-0.13
2014,17,0,35539,Luke Guthrie,46.39,77,166,-0.17
2014,18,0,29926,Danny Lee,46.25,74,160,-0.09
2014,19,0,27330,Josh Teater,45.83,77,168,-0.12
2014,20,0,24912,Will MacKenzie,45.73,75,164,-0.03
2014,21,0,28259,Sangmoon Bae,45.71,64,140,-0.23
2014,22,0,31193,Jim Renner,45.61,52,114,-0.04
2014,23,0,33413,Ben Martin,45.39,69,152,-0.10
2014,24,0,28475,Jeff Overton,44.44,64,144,-0.14
2014,25,0,24490,George McNeill,44.16,68,154,-0.09
2014,26,0,21209,Sergio Garcia,43.75,35,80,-0.09
2014,27,0,6522,Ernie Els,43.65,55,126,-0.11
2014,28,0,22378,Trevor Immelman,43.59,68,156,-0.28
2014,29,0,26596,Ryan Moore,43.18,57,132,-0.25
2014,30,0,32448,James Hahn,43.13,69,160,-0.03
2014,31,0,26951,Johnson Wagner,43.08,56,130,+0.11
2014,32,0,27644,Brian Harman,42.99,92,214,-0.10
2014,33,0,24924,Bill Haas,42.94,73,170,-0.18
2014,34,0,29420,Billy Horschel,42.36,61,144,-0.03
2014,35,0,34098,Russell Henley,42.31,66,156,+0.06
2014,36,0,32200,Roberto Castro,42.19,54,128,-0.26
2014,37,0,23108,Matt Kuchar,42.11,64,152,-0.23
2014,38,0,24494,Erik Compton,42.07,69,164,-0.04
2014,39,0,30926,Chris Kirk,42.05,74,176,-0.22
2014,40,0,34409,David Lingmerth,41.67,60,144,-0.07
2014,41,0,32102,Rickie Fowler,41.54,54,130,-0.19
2014,42,0,26956,Bronson La'Cassie,41.49,39,94,-0.18
2014,43,0,25349,Tim Wilkinson,41.46,68,164,-0.15
2014,44,0,33141,Keegan Bradley,41.43,58,140,-0.12
2014,45,0,33418,Shawn Stefani,41.38,48,116,-0.06
2014,46,0,20229,Stewart Cink,41.33,62,150,-0.02
2014,47,0,27895,Jonas Blixt,41.3,38,92,-0.24
2014,48,0,24024,Zach Johnson,41.28,71,172,-0.18
2014,49,0,25240,D.A. Points,41.23,47,114,-0.19
2014,50,0,22046,Geoff Ogilvy,41.03,64,156,-0.09
2014,51,0,20498,Briny Baird,41.0,41,100,-0.07
2014,52,0,1706,Davis Love III,40.97,59,144,-0.03
2014,53,0,33122,Russell Knox,40.76,75,184,-0.21
2014,54,0,6567,Vijay Singh,40.51,64,158,+0.03
2014,55,0,25686,Jason Dufner,40.48,34,84,-0.21
2014,56,0,34563,Chesson Hadley,40.24,66,164,-0.03
2014,57,0,23353,J.J. Henry,40.23,70,174,-0.23
2014,58,0,32333,Kevin Tway,40.18,45,112,-0.02
2014,59,0,23409,James Driscoll,40.14,57,142,-0.25
2014,60,0,26329,Louis Oosthuizen,40.0,24,60,-0.13
2014,60,0,27214,Kevin Streelman,40.0,48,120,E
2014,60,0,33419,Cameron Tringale,40.0,84,210,-0.10
2014,63,0,20645,John Senden,39.89,71,178,-0.28
2014,64,0,30750,Tommy Gainey,39.86,55,138,-0.05
2014,64,0,35139,Richard Lee,39.86,59,148,-0.15
2014,66,0,25562,Andres Romero,39.61,61,154,E
2014,66,0,29425,Andrew Svoboda,39.61,61,154,-0.25
2014,68,0,20593,Greg Chalmers,39.51,64,162,-0.16
2014,69,0,25834,Daniel Summerhays,39.36,74,188,-0.16
2014,70,0,21731,Freddie Jacobson,39.33,70,178,-0.16
2014,71,0,24846,Ricky Barnes,39.2,69,176,-0.06
2014,71,0,29535,Brice Garnett,39.2,69,176,-0.22
2014,73,0,28307,Matt Every,39.04,57,146,-0.14
2014,74,0,30692,Scott Stallings,38.97,53,136,+0.02
2014,75,0,25444,Justin Hicks,38.89,77,198,-0.16
2014,75,0,21878,Mark Wilson,38.89,49,126,-0.12
2014,77,0,29221,Webb Simpson,38.82,59,152,-0.14
2014,78,0,1810,Phil Mickelson,38.68,41,106,-0.10
2014,79,0,20104,Ken Duke,38.57,54,140,-0.13
2014,79,0,25191,Gonzalo Fernandez-Castaño,38.57,54,140,E
2014,81,0,29740,Brad Fritsch,38.54,37,96,-0.22
2014,81,0,25572,Graeme McDowell,38.54,37,96,+0.05
2014,83,0,23621,Rory Sabbatini,38.51,57,148,-0.09
2014,84,0,25396,Kevin Na,38.37,66,172,-0.12
2014,85,0,31560,Brian Stuard,38.24,65,170,-0.22
2014,86,0,31202,William McGirt,38.02,73,192,-0.14
2014,87,0,26331,Charl Schwartzel,37.96,41,108,-0.20
2014,88,0,27120,Troy Matteson,37.93,44,116,+0.02
2014,89,0,32150,Michael Thompson,37.88,50,132,-0.26
2014,90,0,28486,Michael Putnam,37.75,77,204,-0.08
2014,91,0,32839,Hideki Matsuyama,37.69,49,130,+0.06
2014,92,0,10809,Jim Furyk,37.5,51,136,-0.16
2014,92,0,24361,Pat Perez,37.5,63,168,E
2014,92,0,24663,Y.E. Yang,37.5,54,144,-0.02
2014,95,0,27933,John Merrick,37.33,56,150,-0.07
2014,96,0,35732,Wes Roach,37.3,47,126,-0.21
2014,97,0,27466,Spencer Levin,37.29,44,118,-0.18
2014,98,0,24357,K.J. Choi,37.14,52,140,-0.17
2014,99,0,33461,Morgan Hoffmann,36.87,73,198,+0.04
2014,100,0,23623,Bo Van Pelt,36.62,52,142,-0.08
2014,101,0,34021,Bud Cauley,36.61,41,112,+0.07
2014,102,0,34174,John Huh,36.36,56,154,-0.02
2014,103,0,26679,Kevin Stadler,36.3,53,146,-0.21
2014,104,0,10885,Robert Allenby,36.08,57,158,-0.05
2014,105,0,34261,Scott Langley,35.96,64,178,-0.08
2014,106,0,23541,Ben Crane,35.8,58,162,-0.02
2014,106,0,29289,S.Y. Noh,35.8,63,176,-0.10
2014,108,0,37273,Derek Ernst,35.71,50,140,-0.08
2014,109,0,27408,Martin Kaymer,35.42,34,96,+0.03
2014,110,0,27936,Martin Laird,35.34,41,116,-0.17
2014,111,0,32366,Kevin Chappell,35.33,65,184,-0.05
2014,112,0,10423,Mike Weir,35.25,43,122,-0.12
2014,113,0,25364,Paul Casey,35.23,31,88,-0.13
2014,114,0,28500,Martin Flores,35.19,57,162,-0.26
2014,115,0,26851,Marc Leishman,35.0,49,140,-0.02
2014,115,0,2206,David Toms,35.0,42,120,-0.29
2014,117,0,8075,Jerry Kelly,34.87,53,152,-0.25
2014,118,0,25274,Steven Bowditch,34.83,62,178,-0.06
2014,118,0,21753,Brian Davis,34.83,62,178,-0.16
2014,120,0,30110,Kyle Stanley,34.81,55,158,-0.09
2014,121,0,22293,Heath Slocum,34.78,48,138,-0.13
2014,122,0,25345,Carl Pettersson,34.62,63,182,+0.02
2014,123,0,24507,Jason Bohn,34.57,56,162,-0.20
2014,124,0,30927,Brendon Todd,34.5,69,200,-0.14
2014,125,0,26758,David Hearn,34.27,61,178,-0.08
2014,126,0,34264,Hudson Swafford,34.06,47,138,-0.02
2014,127,0,7867,Woody Austin,33.9,40,118,-0.20
2014,127,0,27095,Nick Watney,33.9,40,118,-0.18
2014,129,0,20098,Stuart Appleby,33.89,61,180,-0.23
2014,130,0,32640,Troy Merritt,33.87,42,124,+0.05
2014,131,0,20848,Ángel Cabrera,33.61,41,122,E
2014,132,0,27770,Camilo Villegas,33.52,61,182,-0.13
2014,133,0,34360,Patrick Reed,33.33,52,156,+0.02
2014,134,0,22621,Ben Curtis,33.1,47,142,-0.04
2014,134,0,34431,Robert Streb,33.1,47,142,+0.04
2014,136,0,29518,Brendan Steele,32.91,52,158,-0.12
2014,137,0,20160,Charlie Wi,32.86,46,140,-0.13
2014,138,0,31557,Jim Herman,32.76,38,116,+0.05
2014,139,0,28132,Tyrone Van Aswegen,32.69,51,156,+0.02
2014,140,0,25720,Chad Collins,32.64,47,144,-0.26
2014,141,0,29478,Kevin Kisner,32.53,54,166,-0.07
2014,142,0,29461,Jamie Lovemark,32.5,39,120,-0.05
2014,143,0,24140,Sean O'Hair,32.47,50,154,+0.10
2014,144,0,20157,Retief Goosen,32.32,53,164,-0.25
2014,145,0,29222,Billy Hurley III,32.05,50,156,+0.10
2014,146,0,12716,Charley Hoffman,31.76,54,170,-0.13
2014,147,0,34265,Will Wilcox,31.63,31,98,-0.19
2014,148,0,27556,Ted Potter Jr.,31.62,43,136,-0.19
2014,149,0,21961,Charles Howell III,31.37,64,204,-0.19
2014,150,0,22371,Aaron Baddeley,31.25,40,128,-0.15
2014,151,0,23800,Bryce Molder,31.16,43,138,-0.14
2014,152,0,28092,D.H. Lee,31.0,31,100,-0.13
2014,153,0,25632,Jimmy Walker,30.92,47,152,+0.09
2014,154,0,23983,Luke Donald,30.68,27,88,+0.04
2014,155,0,34099,Harris English,30.63,49,160,+0.10
2014,156,0,25900,Lucas Glover,30.36,34,112,+0.09
2014,156,0,24502,Adam Scott,30.36,34,112,-0.15
2014,158,0,30944,Jason Kokrak,30.0,39,130,-0.10
2014,159,0,1724,Jeff Maggert,29.81,31,104,-0.32
2014,160,0,19846,Brian Gay,29.58,42,142,-0.19
2014,161,0,36689,Brooks Koepka,29.17,28,96,-0.04
2014,161,0,28237,Rory McIlroy,29.17,28,96,-0.29
2014,163,0,30852,Ryo Ishikawa,28.99,40,138,-0.28
2014,164,0,27436,Graham DeLaet,26.92,35,130,-0.31
2014,164,0,22405,Justin Rose,26.92,28,104,+0.07
2014,166,0,24358,Robert Garrigus,26.88,43,160,+0.05
2014,167,0,23320,Ryan Palmer,26.67,40,150,+0.05
2014,168,0,28089,Jason Day,25.0,18,72,E
2014,168,0,31323,Gary Woodland,25.0,38,152,+0.03
2014,170,0,32334,Charlie Beljan,24.31,35,144,-0.06
2014,171,0,23135,Tim Clark,23.91,33,138,-0.06
2014,172,0,30925,Dustin Johnson,23.26,20,86,-0.35
2014,173,0,27064,Jhonattan Vegas,22.67,34,150,-0.21
2014,174,0,27141,J.B. Holmes,21.25,34,160,-0.06
2014,175,0,25804,Bubba Watson,20.18,23,114,-0.13
2014,176,0,10860,Justin Leonard,18.12,25,138,-0.24
2014,177,0,35300,Andrew Loupe,17.21,21,122,-0.05
2022,1,0,32150,Michael Thompson,46.43,78,168,-0.17
2022,2,0,33399,Adam Hadwin,45.0,81,180,-0.05
2022,2,0,34360,Patrick Reed,45.0,63,140,-0.13
2022,4,0,27644,Brian Harman,44.51,81,182,-0.17
2022,5,0,33122,Russell Knox,44.38,79,178,-0.10
2022,6,0,36326,David Lipsky,44.32,78,176,-0.14
2022,7,0,29420,Billy Horschel,44.29,62,140,-0.13
2022,8,0,29221,Webb Simpson,44.07,52,118,-0.12
2022,9,0,24925,Jonathan Byrd,43.86,50,114,-0.12
2022,10,0,47983,Chad Ramey,43.84,64,146,-0.23
2022,11,0,39324,J.J. Spaun,43.68,83,190,-0.19
2022,12,0,28775,Nate Lashley,43.42,66,152,-0.24
2022,13,0,25900,Lucas Glover,42.47,79,186,-0.10
2022,14,0,49771,J.T. Poston,42.05,74,176,-0.01
2022,15,0,47993,Denny McCarthy,42.0,84,200,-0.24
2022,16,0,27649,Brandt Snedeker,41.53,49,118,-0.35
2022,17,0,35532,Tom Hoge,41.3,76,184,-0.22
2022,18,0,35449,Adam Long,41.07,69,168,-0.14
2022,19,0,27214,Kevin Streelman,40.91,72,176,-0.15
2022,20,0,28089,Jason Day,40.35,46,114,-0.07
2022,21,0,29478,Kevin Kisner,40.15,53,132,-0.36
2022,21,0,27936,Martin Laird,40.15,53,132,-0.09
2022,23,0,52375,Doug Ghim,40.0,64,160,-0.14
2022,24,0,37275,Sam Ryder,39.88,67,168,-0.01
2022,25,0,35506,Mackenzie Hughes,39.74,62,156,+0.11
2022,26,0,24361,Pat Perez,39.66,46,116,-0.17
2022,27,0,39436,Joshua Creel,39.36,37,94,+0.14
2022,28,0,35310,Lanto Griffin,39.19,58,148,-0.10
2022,29,0,34098,Russell Henley,39.1,61,156,-0.20
2022,30,0,24024,Zach Johnson,39.06,50,128,-0.12
2022,30,0,30692,Scott Stallings,39.06,75,192,-0.15
2022,32,0,49766,Hank Lebioda,38.75,62,160,-0.23
2022,33,0,23108,Matt Kuchar,38.73,55,142,-0.31
2022,34,0,25198,Francesco Molinari,38.68,41,106,-0.20
2022,35,0,33597,Harry Higgs,38.16,58,152,+0.24
2022,36,0,47128,Richy Werenski,38.1,48,126,E
2022,37,0,25686,Jason Dufner,38.0,38,100,-0.05
2022,37,0,53165,Doc Redman,38.0,57,150,-0.19
2022,39,0,35110,Brett Drewitt,37.93,44,116,-0.09
2022,39,0,32640,Troy Merritt,37.93,66,174,-0.30
2022,41,0,34174,John Huh,37.84,56,148,-0.25
2022,42,0,28252,Seamus Power,37.82,59,156,-0.17
2022,43,0,29535,Brice Garnett,37.66,58,154,-0.29
2022,44,0,45522,Christiaan Bezuidenhout,37.5,60,160,-0.07
2022,44,0,30163,Henrik Norlander,37.5,51,136,-0.20
2022,44,0,24138,Ian Poulter,37.5,33,88,E
2022,47,0,55708,Hayden Buckley,37.36,68,182,-0.22
2022,48,0,32791,K.H. Lee,37.23,70,188,-0.04
2022,48,0,49960,Sepp Straka,37.23,70,188,-0.17
2022,50,0,34256,Andrew Putnam,37.22,67,180,-0.15
2022,51,0,45609,Tyler Duncan,37.2,61,164,-0.16
2022,52,0,28114,Dawie van der Walt,37.1,46,124,-0.07
2022,53,0,34466,Peter Malnati,36.87,73,198,-0.10
2022,54,0,23983,Luke Donald,36.57,49,134,-0.10
2022,55,0,54628,Lee Hodges,36.56,68,186,-0.15
2022,56,0,34076,Joel Dahmen,36.47,62,170,-0.29
2022,56,0,26476,Chez Reavie,36.47,62,170,-0.03
2022,58,0,34610,Matthias Schwab,36.43,51,140,-0.10
2022,59,0,22056,Cameron Percy,36.36,32,88,-0.09
2022,60,0,30926,Chris Kirk,36.25,58,160,+0.05
2022,61,0,27974,Sung Kang,36.18,55,152,-0.09
2022,62,0,54783,Dylan Wu,35.82,48,134,-0.04
2022,63,0,25493,Nick Taylor,35.8,63,176,E
2022,64,0,29926,Danny Lee,35.58,37,104,+0.08
2022,65,0,51997,Andrew Novak,35.53,54,152,-0.17
2022,66,0,46435,Austin Cook,35.51,49,138,-0.29
2022,66,0,27770,Camilo Villegas,35.51,49,138,-0.27
2022,68,0,40115,Adam Svensson,35.5,71,200,-0.25
2022,69,0,46414,Aaron Rai,35.39,63,178,-0.13
2022,70,0,22405,Justin Rose,35.19,38,108,+0.13
2022,71,0,52374,Brandon Wu,35.14,52,148,-0.12
2022,72,0,27895,Jonas Blixt,35.0,35,100,+0.06
2022,72,0,51890,Greyson Sigg,35.0,63,180,-0.06
2022,74,0,34563,Chesson Hadley,34.87,53,152,-0.04
2022,75,0,35879,Kelly Kraft,34.78,48,138,E
2022,75,0,33486,Roger Sloan,34.78,48,138,+0.04
2022,77,0,51950,Max McGreevy,34.72,50,144,-0.16
2022,78,0,35891,Cameron Smith,34.68,43,124,-0.30
2022,79,0,23621,Rory Sabbatini,34.55,38,110,-0.08
2022,80,0,21961,Charles Howell III,34.26,37,108,-0.27
2022,81,0,49947,Taylor Moore,33.93,57,168,-0.11
2022,82,0,49298,Kramer Hickok,33.33,58,174,-0.16
2022,82,0,29908,C.T. Pan,33.33,52,156,E
2022,82,0,27139,David Skinns,33.33,44,132,-0.18
2022,85,0,24924,Bill Haas,33.14,57,172,-0.16
2022,86,0,25818,Scott Piercy,33.12,51,154,-0.08
2022,87,0,36801,Mark Hubbard,33.09,45,136,-0.29
