YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
2013,1,0,32839,Hideki Matsuyama,336.0
2013,2,0,25191,Gonzalo Fernandez-Castaño,276.0
2013,3,0,33968,Thorbjørn Olesen,223.0
2013,4,0,28118,Peter Tomasulo,186.0
2013,5,0,23481,Marcel Siem,168.0
2013,6,0,25198,Francesco Molinari,155.0
2013,7,0,35541,John Peterson,128.0
2013,8,0,24503,Jeff Klauk,115.0
2013,9,0,19904,Paul Lawrie,107.0
2013,10,0,19958,Miguel Angel Jiménez,107.0
2013,11,0,33204,Shane Lowry,99.0
2013,12,0,28937,George Coetzee,97.0
2013,13,0,35450,Patrick Cantlay,96.0
2013,14,0,24459,Richard Sterne,90.0
2013,15,0,26499,Rafa Cabrera Bello,89.0
2013,16,0,32139,Danny Willett,84.0
2013,17,0,25369,Jamie Donaldson,80.0
2013,18,0,29974,Branden Grace,79.0
2013,19,0,29476,Kyle Reifers,76.0
2013,20,0,39531,Ken Looper,65.0
2013,21,0,25841,Marc Warren,62.0
2013,22,0,10505,Shane Bertsch,59.0
2013,22,0,29926,Danny Lee,59.0
2013,24,0,29484,Peter Uihlein,58.0
2013,25,0,23790,Eduardo De La Riva,56.0
2013,25,0,20376,Stephen Gallacher,56.0
2013,27,0,32800,Franklin Corpening,56.0
2013,28,0,24511,Thongchai Jaidee,54.0
2013,29,0,35545,Blayne Barber,52.0
2013,30,0,19825,Darren Clarke,49.0
2013,31,0,20574,Mathew Goggin,47.0
2013,31,0,35879,Kelly Kraft,47.0
2013,31,0,25892,Steve Wheatcroft,47.0
2013,34,0,30978,Kiradech Aphibarnrat,45.0
2013,35,0,35459,Chris Williams,44.0
2013,36,0,27821,Steven Tiley,43.0
2013,37,0,32694,Morten Orum Madsen,42.0
2013,37,0,28723,John Parry,42.0
2013,39,0,33199,Matteo Manassero,41.0
2013,40,0,31138,Scott Jamieson,41.0
2013,41,0,31627,Todd Baek,38.0
2013,42,0,24083,Marcus Fraser,36.0
2013,43,0,24940,Edward Loar,35.0
2013,44,0,28923,Oliver Fisher,34.0
2013,45,0,34358,Jonathan Randolph,31.0
2013,46,0,24604,Hunter Haas,28.0
2013,47,0,37460,Jeremiah Wooding,28.0
2013,48,0,10944,Thomas Bjørn,25.0
2013,49,0,34262,Jon Curran,25.0
2013,50,0,27958,Ryan Blaum,23.0
2013,50,0,27554,Scott Harrington,23.0
2013,52,0,20771,Steven Alker,23.0
2013,52,0,32262,Mark Brown,23.0
2013,52,0,20218,Shingo Katayama,23.0
2013,52,0,35087,Bio Kim,23.0
2013,56,0,26733,John Kimbell,21.0
2013,57,0,33911,Nate Smith,18.0
2013,58,0,29223,Sam Saunders,17.0
2013,59,0,33120,Mark Anderson,16.0
2013,59,0,21498,Hideto Tanihara,16.0
2013,61,0,33486,Roger Sloan,15.0
2013,62,0,24461,Thomas Aiken,12.0
2013,63,0,29531,Richie Ramsay,11.0
2013,64,0,26498,Matt Weibring,9.0
2013,65,0,35469,Sebastián Vázquez,8.0
2013,66,0,19991,Peter Hedblom,6.0
2013,66,0,20608,David Howell,6.0
2013,68,0,26525,Grégory Bourdy,4.0
2013,68,0,29454,Bernd Wiesberger,4.0
2013,68,0,22000,Chris Wood,4.0
2013,71,0,29478,Kevin Kisner,4.0
2013,72,0,39412,Zack Fischer,3.0
2013,73,0,21646,David Branshaw,2.0
2013,74,0,36689,Brooks Koepka,1.0
2013,75,0,28928,Gareth Wright,1.0
2013,76,0,24957,Simon Khan,1.0
2013,77,0,23290,Andrew Johnson,1.0
2013,78,0,27929,Shiv Kapur,1.0
2013,78,0,28258,K.T. Kim,1.0
2013,80,0,32070,Rafael Campos,1.0
2013,80,0,25863,Rod Perry,1.0
2013,82,0,22764,Michael Block,1.0
2013,83,0,24956,Mikko Ilonen,1.0
2013,83,0,2076,Peter Senior,1.0
2013,85,0,23778,Brad Adamonis,1.0
2014,1,0,36689,Brooks Koepka,589.0
2014,2,0,25198,Francesco Molinari,404.0
2014,3,0,23540,Jason Allred,316.0
2014,4,0,28339,Victor Dubuisson,302.0
2014,5,0,19970,Robert Karlsson,270.0
2014,6,0,33199,Matteo Manassero,177.0
2014,7,0,30978,Kiradech Aphibarnrat,177.0
2014,8,0,25369,Jamie Donaldson,172.0
2014,9,0,19958,Miguel Angel Jiménez,150.0
2014,10,0,10944,Thomas Bjørn,144.0
2014,11,0,39977,Max Homa,136.0
2014,12,0,27060,John Mallinger,124.0
2014,13,0,23814,Edoardo Molinari,117.0
2014,14,0,33204,Shane Lowry,102.0
2014,15,0,27929,Shiv Kapur,100.0
2014,16,0,20376,Stephen Gallacher,95.0
2014,17,0,33448,Justin Thomas,95.0
2014,18,0,28300,Joost Luiten,89.0
2014,19,0,24956,Mikko Ilonen,86.0
2014,20,0,36699,Patrick Rodgers,85.0
2014,21,0,28937,George Coetzee,84.0
2014,22,0,25841,Marc Warren,82.0
2014,23,0,22000,Chris Wood,67.0
2014,24,0,32139,Danny Willett,65.0
2014,25,0,23481,Marcel Siem,65.0
2014,26,0,21498,Hideto Tanihara,64.0
2014,27,0,24511,Thongchai Jaidee,61.0
2014,28,0,20608,David Howell,59.0
2014,29,0,27119,Koumei Oda,57.0
2014,29,0,37365,Brady Watt,57.0
2014,31,0,46435,Austin Cook,56.0
2014,32,0,29974,Branden Grace,54.0
2014,33,0,29454,Bernd Wiesberger,54.0
2014,34,0,29720,Andres Gonzales,53.0
2014,35,0,27171,Jay McLuen,52.0
2014,35,0,27072,Alvaro Quiros,52.0
2014,37,0,39954,Cody Gribble,50.0
2014,38,0,34707,Siddikur Rahman,44.0
2014,39,0,33948,Byeong Hun An,43.0
2014,40,0,40026,Daniel Berger,40.0
2014,40,0,34579,Alexander Levy,40.0
2014,42,0,39974,Steven Ihm,40.0
2014,43,0,34262,Jon Curran,38.0
2014,44,0,28697,Gaganjeet Bhullar,38.0
2014,44,0,35582,Kristoffer Broberg,38.0
2014,46,0,24459,Richard Sterne,37.0
2014,47,0,31420,Anirban Lahiri,34.0
2014,48,0,23063,Scott Hend,30.0
2014,49,0,37351,Oliver Goss,29.0
2014,50,0,33803,Lucas Bjerregaard,29.0
2014,50,0,40058,Zac Blair,29.0
2014,50,0,27302,Garth Mulroy,29.0
2014,53,0,26499,Rafa Cabrera Bello,29.0
2014,54,0,22080,Prayad Marksaeng,26.0
2014,54,0,45294,Kevin Penner,26.0
2014,56,0,29223,Sam Saunders,24.0
2014,57,0,26525,Grégory Bourdy,23.0
2014,58,0,32070,Rafael Campos,22.0
2014,58,0,31646,Emiliano Grillo,22.0
2014,58,0,27139,David Skinns,22.0
2014,61,0,31121,Berry Henson,22.0
2014,62,0,26949,Josh Broadaway,20.0
2014,63,0,30736,Oscar Fraustro,20.0
2014,63,0,29939,Fabrizio Zanotti,20.0
2014,65,0,37459,Ryan Sullivan,15.0
2014,66,0,34076,Joel Dahmen,14.0
2014,66,0,33399,Adam Hadwin,14.0
2014,66,0,37278,Nicholas Lindheim,14.0
2014,66,0,1978,Fran Quinn,14.0
2014,70,0,46584,Kevin Lucas,13.0
2014,71,0,31416,Derek Fathauer,12.0
2014,72,0,27816,Jamie McLeary,11.0
2014,72,0,25351,Chris Rodgers,11.0
2014,74,0,37092,Hyung-Sung Kim,10.0
2014,75,0,35459,Chris Williams,9.0
2014,76,0,32105,Nicholas Fung,8.0
2014,77,0,32496,Clayton Rask,7.0
2014,78,0,46507,Bobby Wyatt,7.0
2014,79,0,29253,Jeff Curl,6.0
2014,80,0,10387,Chris Thompson,6.0
2014,81,0,33667,Carlos Ortiz,5.0
2014,82,0,20935,Toru Taniguchi,4.0
2014,83,0,29476,Kyle Reifers,4.0
2014,84,0,36801,Mark Hubbard,2.0
2014,85,0,26341,Wade Ormsby,2.0
2014,86,0,8635,Colin Montgomerie,1.0
2014,87,0,26595,Derek Tolan,1.0
2014,88,0,37189,Harold Varner III,1.0
2014,89,0,24461,Thomas Aiken,1.0
2014,89,0,32618,Rhein Gibson,1.0
2014,91,0,26360,Bubba Dickerson,1.0
2014,91,0,27118,Toshinori Muto,1.0
2014,93,0,23706,Rashid Ismail,1.0
2014,94,0,32354,Seuk-hyun Baek,1.0
2014,95,0,32582,Eric Dugas,1.0
2014,96,0,22764,Michael Block,1.0
2022,1,0,34360,Patrick Reed,518.0
2022,2,0,30925,Dustin Johnson,356.0
2022,3,0,25396,Kevin Na,318.0
2022,4,0,21209,Sergio Garcia,265.0
2022,5,0,29974,Branden Grace,246.0
2022,6,0,25572,Graeme McDowell,197.0
2022,7,0,26331,Charl Schwartzel,191.0
2022,8,0,59095,Chris Gotterup,190.0
2022,9,0,33653,Thomas Detry,186.0
2022,10,0,52686,Rasmus Hojgaard,173.0
2022,11,0,54655,Patrick Flavin,169.0
2022,12,0,25804,Bubba Watson,167.0
2022,13,0,26329,Louis Oosthuizen,161.0
2022,14,0,52215,Robert MacIntyre,138.0
2022,15,0,54591,Ben Griffin,135.0
2022,15,0,55509,Hurly Long,135.0
2022,17,0,33974,Dean Burmester,134.0
2022,18,0,37378,Min Woo Lee,132.0
2022,19,0,31569,Jason Scrivener,94.0
2022,20,0,33293,Thomas Pieters,93.0
2022,21,0,20396,Lee Westwood,91.0
2022,22,0,34587,Chan Kim,90.0
2022,23,0,25369,Jamie Donaldson,89.0
2022,24,0,56676,John Augenstein,86.0
2022,25,0,57975,Harry Hall,80.0
2022,26,0,48372,Marcus Helligkilde,73.0
2022,27,0,47917,Takumi Kanaya,73.0
2022,28,0,48051,Yannik Paul,70.0
2022,29,0,48018,Sadom Kaewkanjana,70.0
2022,30,0,45242,Kevin Yu,67.0
2022,31,0,35296,Haotong Li,64.0
2022,32,0,39834,Guido Migliozzi,63.0
2022,33,0,55789,Taylor Montgomery,61.0
2022,34,0,32627,Espen Kofstad,59.0
2022,35,0,46798,Anthony Quayle,56.0
2022,36,0,39537,Chris Naegel,55.0
2022,37,0,46732,Rick Lamb,55.0
2022,38,0,48867,Matti Schmid,53.0
2022,39,0,29454,Bernd Wiesberger,50.0
2022,40,0,45523,Thriston Lawrence,47.0
2022,41,0,47154,Martin Contini,45.0
2022,42,0,46464,Jordan L Smith,43.0
2022,43,0,54781,Grant Hirschman,43.0
2022,44,0,32775,Shugo Imahira,43.0
2022,44,0,27747,Hiroshi Iwata,43.0
2022,46,0,57362,Austin Eckroat,42.0
2022,47,0,46594,Ricardo Gouveia,42.0
2022,48,0,56320,Bryson Nimmer,41.0
2022,49,0,26499,Rafa Cabrera Bello,41.0
2022,50,0,52096,Adri Arnaus,40.0
2022,51,0,45836,Richard Bland,39.0
2022,52,0,29256,James Morrison,37.0
2022,53,0,39524,Sean Crocker,35.0
2022,54,0,52666,Sami Valimaki,33.0
2022,55,0,33948,Byeong Hun An,32.0
2022,56,0,54364,Stephen Stallings Jr.,32.0
2022,57,0,58168,Davis Thompson,31.0
2022,58,0,48153,Matthieu Pavon,31.0
2022,59,0,58849,Turk Pettit,31.0
2022,60,0,39067,MJ Daffue,30.0
2022,61,0,39328,Conrad Shindler,29.0
2022,62,0,58594,Spencer Ralston,29.0
2022,63,0,32252,Nino Bertasio,27.0
2022,64,0,31138,Scott Jamieson,27.0
2022,65,0,27958,Ryan Blaum,27.0
2022,66,0,29275,Naoto Nakanishi,27.0
2022,67,0,35986,Todd Sinnott,26.0
2022,68,0,27330,Josh Teater,25.0
2022,69,0,47679,Victor Perez,25.0
2022,70,0,30957,Maximilian Kieffer,24.0
2022,70,0,29370,Mikko Korhonen,24.0
2022,70,0,33968,Thorbjørn Olesen,24.0
2022,73,0,50188,S.H. Kim,22.0
2022,74,0,47461,Andrew Kozan,21.0
2022,75,0,35557,Aaron Cockerill,21.0
2022,76,0,47056,Rikuya Hoshino,20.0
2022,77,0,36514,Yuki Inamori,20.0
2022,77,0,33689,Jinichiro Kozuma,20.0
2022,77,0,31016,Tomoharu Otsuki,20.0
2022,77,0,29476,Kyle Reifers,20.0
2022,81,0,45478,Julian Suri,19.0
2022,82,0,32070,Rafael Campos,19.0
2022,83,0,47989,Sam Horsfield,19.0
2022,84,0,26328,Shaun Norris,18.0
2022,85,0,33803,Lucas Bjerregaard,18.0
2022,86,0,29939,Fabrizio Zanotti,18.0
2022,87,0,46405,Sebastian Soderberg,16.0
2022,88,0,29936,Ryan Fox,16.0
2022,89,0,28521,Ryutaro Nagano,15.0
2022,90,0,36837,Julien Brun,15.0
2022,90,0,32881,Hugo León,15.0
2022,90,0,35706,Niklas Norgaard Moller,15.0
2022,90,0,50057,Robin Roussel,15.0
2022,94,0,55893,Sam Stevens,15.0
2022,95,0,33674,Adrian Meronk,14.0
2022,96,0,33870,Ashun Wu,12.0
2022,97,0,34310,Alexander Björk,12.0
2022,97,0,34575,Adrian Otaegui,12.0
2022,97,0,50584,Connor Syme,12.0
2022,100,0,34362,Laurie Canter,12.0
2022,101,0,30996,Mark Baldwin,12.0
2022,102,0,34364,David Law,11.0
2022,103,0,48933,Ryuichi Oiwa,11.0
2022,104,0,39262,Alvaro Ortiz,11.0
2022,105,0,51441,KK Limbhasut,11.0
2022,106,0,48632,Yuto Katsuragawa,10.0
2022,107,0,33461,Morgan Hoffmann,10.0
2022,108,0,34607,Francesco Laporta,9.0
2022,109,0,55412,Mickey DeMorat,9.0
2022,110,0,39327,Ben Silverman,9.0
2022,111,0,48098,Sebastian Garcia Rodriguez,9.0
2022,112,0,35376,Roberto Díaz,9.0
2022,113,0,49801,Preston Stanley,8.0
2022,114,0,27899,Rikard Karlberg,8.0
2022,115,0,32344,Lukas Nemecz,8.0
2022,116,0,27408,Martin Kaymer,8.0
2022,117,0,45194,Marcus Armitage,7.0
2022,118,0,51287,Ryo Hisatsune,7.0
2022,119,0,57944,Andy Ogletree,7.0
2022,120,0,59160,John Pak,7.0
2022,121,0,28938,Justin Harding,7.0
2022,122,0,29954,Robert Dinwiddie,6.0
2022,122,0,52453,Nicolai Hojgaard,6.0
2022,122,0,23802,Brad Kennedy,6.0
2022,122,0,45227,Lars Van Meijel,6.0
2022,126,0,47579,Kyle Wilshire,6.0
2022,127,0,27909,Wil Besseling,6.0
2022,128,0,26503,Alfredo Garcia-Heredia,6.0
2022,128,0,33936,Gunner Wiebe,6.0
2022,130,0,47846,Pep Angles,6.0
