RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
153,0,49766,Hank Lebioda,45.08,55,122,+43.00
154,0,28775,Nate Lashley,45.05,41,91,+32.00
155,0,31560,Brian Stuard,44.96,58,129,+52.00
156,0,45540,Jared Wolfe,44.87,35,78,+15.00
157,0,56278,Matthew Wolff,44.62,29,65,+30.00
158,0,47988,Nick Hardy,44.58,37,83,+32.00
159,0,54628,Lee Hodges,44.17,53,120,+38.00
160,0,39324,J.J. Spaun,44.09,56,127,+57.00
161,0,47983,Chad Ramey,44.04,48,109,+52.00
162,0,40162,Justin Lower,44.00,44,100,+30.00
163,0,27895,Jonas Blixt,43.88,43,98,+43.00
164,0,36871,Matthew NeSmith,43.80,53,121,+45.00
165,0,32366,Kevin Chappell,43.21,35,81,+36.00
166,0,49964,Aaron Wise,42.98,49,114,+40.00
167,0,31646,Emiliano Grillo,42.86,57,133,+56.00
167,0,27770,Camilo Villegas,42.86,48,112,+47.00
169,0,25686,Jason Dufner,42.47,31,73,+31.00
170,0,36884,Ben Kohles,42.42,42,99,+41.00
171,0,31557,Jim Herman,42.25,30,71,+33.00
172,0,51950,Max McGreevy,42.11,48,114,+52.00
173,0,37275,Sam Ryder,42.06,53,126,+52.00
174,0,47128,Richy Werenski,41.96,47,112,+51.00
175,0,50095,Austin Smotherman,41.90,44,105,+39.00
176,0,33667,Carlos Ortiz,41.74,48,115,+49.00
177,0,25900,Lucas Glover,41.73,53,127,+53.00
178,0,33419,Cameron Tringale,41.41,53,128,+53.00
179,0,54783,Dylan Wu,40.91,36,88,+37.00
180,0,46970,Jon Rahm,40.78,42,103,+36.00
181,0,33486,Roger Sloan,40.54,45,111,+48.00
182,0,33122,Russell Knox,40.50,49,121,+35.00
183,0,47856,Seth Reeves,40.19,43,107,+34.00
184,0,33490,Bo Hoag,39.71,27,68,+30.00
185,0,47347,Adam Schenk,39.35,61,155,+64.00
186,0,52372,Cameron Champ,39.33,35,89,+40.00
187,0,35617,Martin Trainer,39.25,42,107,+55.00
188,0,34098,Russell Henley,39.13,45,115,+45.00
189,0,34255,Joseph Bramlett,36.94,41,111,+43.00
190,0,54421,Garrick Higgo,36.73,36,98,+51.00
191,0,40006,Erik van Rooyen,36.71,29,79,+41.00
192,0,37212,Paul Barjon,36.36,44,121,+55.00
193,0,28114,Dawie van der Walt,30.26,23,76,+43.00
