RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
113,0,33448,Justin Thomas,70.86,1488,21
114,0,40026,Daniel Berger,70.90,1418,20
114,0,27747,Hiroshi Iwata,70.90,1418,20
116,0,23325,Vaughn Taylor,70.92,922,13
117,0,35532,Tom Hoge,70.95,1348,19
117,0,27466,Spencer Levin,70.95,1348,19
119,0,25720,Chad Collins,71.00,1562,22
119,0,23983,Luke Donald,71.00,923,13
119,0,37273,Derek Ernst,71.00,639,9
119,0,31557,Jim Herman,71.00,1065,15
119,0,12716,Charley Hoffman,71.00,710,10
119,0,29478,Kevin Kisner,71.00,1136,16
119,0,25572,Graeme McDowell,71.00,852,12
119,0,31202,William McGirt,71.00,1207,17
127,0,29223,Sam Saunders,71.07,995,14
128,0,34262,Jon Curran,71.08,1848,26
129,0,06567,Vijay Singh,71.11,640,9
130,0,40058,Zac Blair,71.14,1565,22
130,0,32366,Kevin Chappell,71.14,996,14
130,0,30711,Colt Knost,71.14,996,14
133,0,45526,Abraham Ancer,71.17,854,12
134,0,29745,Tyler Aldridge,71.19,1495,21
134,0,30110,Kyle Stanley,71.19,1139,16
136,0,23320,Ryan Palmer,71.20,712,10
136,0,20572,Rod Pampling,71.20,712,10
138,0,06522,Ernie Els,71.21,1353,19
138,0,36801,Mark Hubbard,71.21,1709,24
138,0,34264,Hudson Swafford,71.21,997,14
141,0,24494,Erik Compton,71.25,1140,16
142,0,33667,Carlos Ortiz,71.29,1497,21
142,0,28114,Dawie van der Walt,71.29,1212,17
144,0,32640,Troy Merritt,71.30,713,10
144,0,25240,D.A. Points,71.30,713,10
146,0,37454,Whee Kim,71.32,1355,19
147,0,27214,Kevin Streelman,71.33,1070,15
148,0,29289,S.Y. Noh,71.38,1142,16
149,0,20104,Ken Duke,71.40,714,10
150,0,10213,Dicky Pride,71.44,643,9
151,0,24507,Jason Bohn,71.50,1144,16
151,0,25364,Paul Casey,71.50,429,6
151,0,20229,Stewart Cink,71.50,858,12
151,0,29974,Branden Grace,71.50,715,10
151,0,33461,Morgan Hoffmann,71.50,1573,22
151,0,30163,Henrik Norlander,71.50,1001,14
157,0,35451,Scott Pinckney,71.53,1073,15
158,0,35539,Luke Guthrie,71.55,787,11
158,0,33204,Shane Lowry,71.55,787,11
160,0,32757,Patton Kizzire,71.58,1360,19
161,0,24461,Thomas Aiken,71.61,1289,18
162,0,23621,Rory Sabbatini,71.67,645,9
163,0,35891,Cameron Smith,71.71,1004,14
164,0,27770,Camilo Villegas,71.73,789,11
165,0,46440,Smylie Kaufman,71.76,1220,17
166,0,23353,J.J. Henry,71.85,934,13
167,0,29926,Danny Lee,71.93,1007,14
168,0,32876,Martin Piller,72.00,1368,19
169,0,25892,Steve Wheatcroft,72.05,1369,19
170,0,34098,Russell Henley,72.11,649,9
171,0,31416,Derek Fathauer,72.27,1084,15
172,0,29720,Andres Gonzales,72.32,1374,19
173,0,32618,Rhein Gibson,72.36,796,11
174,0,22046,Geoff Ogilvy,72.42,869,12
175,0,24358,Robert Garrigus,72.45,797,11
175,0,34265,Will Wilcox,72.45,797,11
177,0,24781,Hunter Mahan,72.50,1305,18
178,0,30927,Brendon Todd,72.56,653,9
179,0,20848,Ángel Cabrera,72.67,872,12
180,0,35300,Andrew Loupe,73.00,1241,17
181,0,25274,Steven Bowditch,73.08,877,12
182,0,35732,Wes Roach,73.42,881,12
183,0,10885,Robert Allenby,73.43,1028,14
184,0,32448,James Hahn,73.78,664,9
185,0,28092,D.H. Lee,73.83,886,12
