RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
72,0,20645,John Senden,58.82,70,119,-74,+5.00
75,0,34409,David Lingmerth,58.68,71,121,-75,-19.00
76,0,28475,Jeff Overton,58.46,76,130,-81,-14.00
77,0,06522,Ernie Els,58.43,52,89,-54,E
78,0,26596,Ryan Moore,58.42,59,101,-65,-37.00
79,0,23983,Luke Donald,58.33,42,72,-44,-15.00
80,0,31560,Brian Stuard,58.06,54,93,-55,-21.00
81,0,20766,Padraig Harrington,57.95,51,88,-52,+8.00
82,0,29535,Brice Garnett,57.84,59,102,-61,-10.00
82,0,26329,Louis Oosthuizen,57.84,59,102,-65,-12.00
84,0,30944,Jason Kokrak,57.79,115,199,-120,-1.00
85,0,24507,Jason Bohn,57.76,67,116,-71,-35.00
86,0,01810,Phil Mickelson,57.69,75,130,-79,-15.00
87,0,33418,Shawn Stefani,57.67,109,189,-117,-2.00
88,0,32448,James Hahn,57.48,73,127,-79,-27.00
88,0,23621,Rory Sabbatini,57.48,73,127,-79,-10.00
90,0,23623,Bo Van Pelt,57.43,58,101,-60,-14.00
91,0,27064,Jhonattan Vegas,57.40,97,169,-106,+15.00
92,0,20229,Stewart Cink,57.29,55,96,-56,-32.00
92,0,34099,Harris English,57.29,110,192,-118,-15.00
94,0,24490,George McNeill,57.24,83,145,-89,-24.00
95,0,25345,Carl Pettersson,57.22,103,180,-111,-5.00
96,0,26331,Charl Schwartzel,57.00,57,100,-59,+3.00
97,0,40058,Zac Blair,56.86,58,102,-60,-42.00
98,0,29926,Danny Lee,56.79,92,162,-100,-3.00
99,0,01706,Davis Love III,56.72,38,67,-40,-2.00
100,0,34563,Chesson Hadley,56.67,102,180,-109,-8.00
101,0,35539,Luke Guthrie,56.60,60,106,-66,+2.00
102,0,20472,Alex Cejka,56.56,69,122,-76,-15.00
103,0,32366,Kevin Chappell,56.52,78,138,-86,-28.00
104,0,29518,Brendan Steele,56.50,113,200,-119,-6.00
105,0,27936,Martin Laird,56.49,87,154,-94,-2.00
106,0,26476,Chez Reavie,56.47,48,85,-52,-8.00
107,0,32102,Rickie Fowler,56.20,68,121,-73,-14.00
108,0,34256,Andrew Putnam,55.95,47,84,-49,+7.00
109,0,37454,Whee Kim,55.84,43,77,-44,-9.00
109,0,28023,Byron Smith,55.84,43,77,-44,E
111,0,25892,Steve Wheatcroft,55.81,72,129,-80,-14.00
112,0,24924,Bill Haas,55.64,74,133,-80,-25.00
113,0,23541,Ben Crane,55.56,25,45,-26,-23.00
113,0,28679,Fabián Gómez,55.56,55,99,-55,-10.00
115,0,33399,Adam Hadwin,55.41,82,148,-89,-5.00
116,0,24925,Jonathan Byrd,55.29,47,85,-47,-8.00
116,0,25240,D.A. Points,55.29,47,85,-51,-22.00
118,0,20593,Greg Chalmers,55.10,27,49,-29,-8.00
119,0,24358,Robert Garrigus,55.00,66,120,-71,+2.00
120,0,21961,Charles Howell III,54.98,127,231,-137,-7.00
121,0,12716,Charley Hoffman,54.95,100,182,-104,-19.00
122,0,30736,Oscar Fraustro,54.67,41,75,-41,+5.00
122,0,24781,Hunter Mahan,54.67,82,150,-86,-4.00
124,0,27095,Nick Watney,54.61,83,152,-87,-14.00
125,0,27649,Brandt Snedeker,54.55,66,121,-74,-25.00
126,0,23800,Bryce Molder,54.43,43,79,-46,-18.00
127,0,29420,Billy Horschel,54.34,94,173,-100,-15.00
128,0,23320,Ryan Palmer,54.29,57,105,-62,+4.00
129,0,35532,Tom Hoge,54.24,64,118,-68,-13.00
130,0,27214,Kevin Streelman,54.22,90,166,-96,-15.00
131,0,31323,Gary Woodland,54.20,71,131,-77,E
132,0,21878,Mark Wilson,54.17,52,96,-55,-26.00
133,0,06567,Vijay Singh,54.01,74,137,-79,-17.00
134,0,22892,Jason Gore,53.92,55,102,-61,E
135,0,33419,Cameron Tringale,53.91,69,128,-74,-30.00
136,0,29720,Andres Gonzales,53.68,73,136,-79,+2.00
137,0,29476,Kyle Reifers,53.62,74,138,-77,-13.00
138,0,24138,Ian Poulter,53.52,38,71,-40,-10.00
139,0,08075,Jerry Kelly,53.19,50,94,-52,-32.00
140,0,29478,Kevin Kisner,52.94,90,170,-95,-34.00
141,0,22046,Geoff Ogilvy,52.87,46,87,-48,+4.00
142,0,35545,Blayne Barber,52.83,56,106,-60,-12.00
142,0,21528,Henrik Stenson,52.83,56,106,-62,-13.00
144,0,25274,Steven Bowditch,52.76,105,199,-116,+2.00
145,0,23353,J.J. Henry,52.68,59,112,-66,-15.00
145,0,27963,Chris Stroud,52.68,59,112,-59,-5.00
147,0,39977,Max Homa,52.67,69,131,-70,-1.00
148,0,34098,Russell Henley,52.59,71,135,-75,-20.00
149,0,23638,Brendon de Jonge,52.41,87,166,-90,-18.00
150,0,26758,David Hearn,52.38,55,105,-57,-35.00
150,0,20396,Lee Westwood,52.38,33,63,-34,+10.00
152,0,28307,Matt Every,52.34,56,107,-61,+13.00
153,0,23048,Eric Axley,52.31,34,65,-36,+5.00
154,0,20848,Ángel Cabrera,52.25,58,111,-62,+1.00
155,0,28259,Sangmoon Bae,52.07,88,169,-95,-16.00
155,0,31202,William McGirt,52.07,63,121,-67,-38.00
157,0,34174,John Huh,51.92,81,156,-89,-15.00
158,0,21753,Brian Davis,51.69,46,89,-49,-25.00
159,0,20157,Retief Goosen,51.16,66,129,-68,-5.00
160,0,25834,Daniel Summerhays,51.01,76,149,-83,-24.00
161,0,27933,John Merrick,51.00,51,100,-54,-14.00
162,0,35541,John Peterson,50.97,79,155,-85,-8.00
163,0,25198,Francesco Molinari,50.79,32,63,-34,-28.00
164,0,10885,Robert Allenby,50.00,37,74,-38,+10.00
164,0,25369,Jamie Donaldson,50.00,27,54,-30,-8.00
166,0,20104,Ken Duke,49.09,54,110,-60,-28.00
167,0,21209,Sergio Garcia,48.94,46,94,-50,-8.00
167,0,02206,David Toms,48.94,23,47,-24,-23.00
169,0,30852,Ryo Ishikawa,48.91,67,137,-73,-17.00
170,0,28486,Michael Putnam,48.85,64,131,-68,-16.00
171,0,25686,Jason Dufner,48.78,40,82,-46,-12.00
172,0,27466,Spencer Levin,48.53,66,136,-70,-5.00
173,0,25191,Gonzalo Fernandez-Castaño,48.48,64,132,-66,+1.00
173,0,28500,Martin Flores,48.48,80,165,-87,-10.00
175,0,25562,Andres Romero,48.36,59,122,-63,-2.00
176,0,28780,Nicholas Thompson,48.31,43,89,-48,-20.00
177,0,23548,Bill Lunde,47.54,29,61,-30,+4.00
178,0,31193,Jim Renner,47.25,43,91,-47,+6.00
179,0,24140,Sean O'Hair,45.93,79,172,-87,-7.00
180,0,20691,Greg Owen,45.45,30,66,-32,-8.00
181,0,32640,Troy Merritt,45.00,54,120,-55,-8.00
181,0,28132,Tyrone Van Aswegen,45.00,27,60,-29,E
183,0,25818,Scott Piercy,43.90,72,164,-81,-22.00
184,0,29222,Billy Hurley III,40.00,26,65,-27,-13.00
