RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
142,0,27963,Chris Stroud,26.4,106487.000,112
142,0,28780,Nicholas Thompson,26.4,84705.000,89
147,0,24140,Sean O'Hair,26.5,164340.000,172
147,0,34130,Sung Joon Park,26.5,86933.000,91
149,0,34262,Jon Curran,26.6,49807.000,52
149,0,30852,Ryo Ishikawa,26.6,130963.000,137
149,0,25562,Andres Romero,26.6,116828.000,122
152,0,35539,Luke Guthrie,26.8,102320.000,106
152,0,29222,Billy Hurley III,26.8,62673.000,65
152,0,27214,Kevin Streelman,26.8,160227.000,166
155,0,26758,David Hearn,26.9,101655.000,105
156,0,28259,Sangmoon Bae,27.0,164308.000,169
156,0,28475,Jeff Overton,27.0,126483.000,130
158,0,29478,Kevin Kisner,27.1,165793.000,170
158,0,33419,Cameron Tringale,27.1,124912.000,128
160,0,23048,Eric Axley,27.2,63641.000,65
160,0,28307,Matt Every,27.2,104623.000,107
160,0,20766,Padraig Harrington,27.2,86134.000,88
160,0,34431,Robert Streb,27.2,189256.000,193
164,0,29420,Billy Horschel,27.3,169795.000,173
165,0,24024,Zach Johnson,27.5,107898.000,109
166,0,20691,Greg Owen,27.6,65559.000,66
166,0,31193,Jim Renner,27.6,90341.000,91
168,0,24361,Pat Perez,27.7,136560.000,137
169,0,25369,Jamie Donaldson,27.8,54063.000,54
170,0,24358,Robert Garrigus,27.9,120326.000,120
170,0,22046,Geoff Ogilvy,27.9,87281.000,87
170,0,21878,Mark Wilson,27.9,96470.000,96
173,0,33461,Morgan Hoffmann,28.0,165343.000,164
174,0,06522,Ernie Els,28.1,90115.000,89
175,0,34174,John Huh,28.3,159132.000,156
175,0,28023,Byron Smith,28.3,78451.000,77
177,0,23548,Bill Lunde,28.5,62675.000,61
178,0,25396,Kevin Na,28.8,113160.000,109
179,0,37454,Whee Kim,28.9,80058.000,77
180,0,21753,Brian Davis,29.2,93649.000,89
181,0,23541,Ben Crane,29.9,48385.000,45
181,0,02206,David Toms,29.9,50648.000,47
183,0,20593,Greg Chalmers,30.9,54465.000,49
184,0,20396,Lee Westwood,31.2,70820.000,63
