RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,10809,Jim Furyk,19.2,47695.000,69
2,0,36699,Patrick Rodgers,19.7,74422.000,105
3,0,30946,Alex Prugh,20.2,95286.000,131
4,0,34264,Hudson Swafford,20.4,121167.000,165
5,0,31557,Jim Herman,20.6,95504.000,129
6,0,24502,Adam Scott,20.8,51646.000,69
7,0,29518,Brendan Steele,20.9,150682.000,200
7,0,25804,Bubba Watson,20.9,132736.000,176
9,0,27436,Graham DeLaet,21.0,81759.000,108
10,0,33141,Keegan Bradley,21.3,120260.000,157
10,0,34256,Andrew Putnam,21.3,64472.000,84
12,0,30925,Dustin Johnson,21.4,104645.000,136
13,0,25900,Lucas Glover,21.8,110500.000,141
14,0,27936,Martin Laird,22.0,121700.000,154
14,0,34265,Will Wilcox,22.0,60327.000,76
16,0,28500,Martin Flores,22.1,131072.000,165
16,0,29720,Andres Gonzales,22.1,108073.000,136
18,0,22371,Aaron Baddeley,22.2,101438.000,127
18,0,12510,Chad Campbell,22.2,105465.000,132
20,0,30926,Chris Kirk,22.3,81799.000,102
20,0,25349,Tim Wilkinson,22.3,53721.000,67
22,0,32839,Hideki Matsuyama,22.4,128501.000,159
22,0,34046,Jordan Spieth,22.4,109845.000,136
22,0,21528,Henrik Stenson,22.4,85626.000,106
25,0,20848,Ángel Cabrera,22.5,90000.000,111
25,0,36689,Brooks Koepka,22.5,125776.000,155
25,0,34358,Jonathan Randolph,22.5,85063.000,105
28,0,10885,Robert Allenby,22.6,60241.000,74
28,0,25364,Paul Casey,22.6,88556.000,109
28,0,24490,George McNeill,22.6,118198.000,145
28,0,23621,Rory Sabbatini,22.6,103342.000,127
32,0,33667,Carlos Ortiz,22.7,168163.000,206
32,0,27064,Jhonattan Vegas,22.7,137946.000,169
34,0,24924,Bill Haas,22.8,109343.000,133
35,0,23353,J.J. Henry,22.9,92316.000,112
35,0,35451,Scott Pinckney,22.9,106551.000,129
35,0,22405,Justin Rose,22.9,89185.000,108
35,0,31323,Gary Woodland,22.9,107828.000,131
39,0,32366,Kevin Chappell,23.0,114356.000,138
39,0,24494,Erik Compton,23.0,105026.000,127
39,0,21961,Charles Howell III,23.0,190983.000,231
42,0,33448,Justin Thomas,23.1,195785.000,235
42,0,27770,Camilo Villegas,23.1,110418.000,133
44,0,27895,Jonas Blixt,23.2,59176.000,71
44,0,32200,Roberto Castro,23.2,48420.000,58
44,0,12716,Charley Hoffman,23.2,152048.000,182
44,0,01706,Davis Love III,23.2,55892.000,67
48,0,27141,J.B. Holmes,23.3,143459.000,171
49,0,25274,Steven Bowditch,23.4,167380.000,199
49,0,29479,Scott Brown,23.4,121497.000,144
49,0,24357,K.J. Choi,23.4,57215.000,68
49,0,25632,Jimmy Walker,23.4,116386.000,138
53,0,32334,Charlie Beljan,23.5,107214.000,127
53,0,29535,Brice Garnett,23.5,86460.000,102
53,0,29223,Sam Saunders,23.5,119419.000,141
56,0,25720,Chad Collins,23.6,71323.000,84
57,0,34098,Russell Henley,23.7,115298.000,135
57,0,26300,Matt Jones,23.7,148193.000,174
57,0,26476,Chez Reavie,23.7,72567.000,85
60,0,30944,Jason Kokrak,23.8,170787.000,199
60,0,23320,Ryan Palmer,23.8,89862.000,105
60,0,28486,Michael Putnam,23.8,112035.000,131
63,0,27644,Brian Harman,23.9,131876.000,153
63,0,25493,Nick Taylor,23.9,148790.000,173
65,0,20472,Alex Cejka,24.0,105305.000,122
65,0,26329,Louis Oosthuizen,24.0,88049.000,102
65,0,20645,John Senden,24.0,102634.000,119
65,0,29425,Andrew Svoboda,24.0,99294.000,115
69,0,40026,Daniel Berger,24.1,165126.000,190
69,0,30736,Oscar Fraustro,24.1,65196.000,75
69,0,32448,James Hahn,24.1,110385.000,127
69,0,25345,Carl Pettersson,24.1,156290.000,180
69,0,29221,Webb Simpson,24.1,113469.000,131
69,0,30692,Scott Stallings,24.1,95633.000,110
69,0,26951,Johnson Wagner,24.1,73621.000,85
69,0,27095,Nick Watney,24.1,131935.000,152
77,0,28089,Jason Day,24.2,139328.000,160
77,0,33122,Russell Knox,24.2,108243.000,124
77,0,34360,Patrick Reed,24.2,130013.000,149
80,0,23638,Brendon de Jonge,24.3,145094.000,166
80,0,30711,Colt Knost,24.3,77062.000,88
80,0,27466,Spencer Levin,24.3,119083.000,136
80,0,33413,Ben Martin,24.3,111958.000,128
80,0,32150,Michael Thompson,24.3,111170.000,127
80,0,26289,Boo Weekley,24.3,119970.000,137
86,0,20229,Stewart Cink,24.4,84178.000,96
86,0,29725,Tony Finau,24.4,222348.000,253
86,0,20157,Retief Goosen,24.4,113458.000,129
86,0,35532,Tom Hoge,24.4,103855.000,118
86,0,26851,Marc Leishman,24.4,98270.000,112
91,0,25686,Jason Dufner,24.5,72295.000,82
91,0,22056,Cameron Percy,24.5,94540.000,107
91,0,33486,Roger Sloan,24.5,67089.000,76
94,0,34099,Harris English,24.6,169723.000,192
94,0,34563,Chesson Hadley,24.6,159574.000,180
94,0,31560,Brian Stuard,24.6,82249.000,93
97,0,20771,Steven Alker,24.7,60560.000,68
97,0,27933,John Merrick,24.7,88780.000,100
99,0,24138,Ian Poulter,24.8,63356.000,71
99,0,06567,Vijay Singh,24.8,122106.000,137
101,0,25834,Daniel Summerhays,24.9,133806.000,149
102,0,21209,Sergio Garcia,25.0,84462.000,94
102,0,33399,Adam Hadwin,25.0,133404.000,148
104,0,31416,Derek Fathauer,25.1,105752.000,117
104,0,32640,Troy Merritt,25.1,108366.000,120
106,0,35545,Blayne Barber,25.2,96336.000,106
106,0,23983,Luke Donald,25.2,65433.000,72
106,0,20104,Ken Duke,25.2,99725.000,110
106,0,29926,Danny Lee,25.2,146858.000,162
110,0,22892,Jason Gore,25.3,92901.000,102
110,0,39977,Max Homa,25.3,119156.000,131
110,0,33418,Shawn Stefani,25.3,172185.000,189
113,0,24925,Jonathan Byrd,25.4,77837.000,85
113,0,23623,Bo Van Pelt,25.4,92308.000,101
115,0,37273,Derek Ernst,25.5,120975.000,132
115,0,10860,Justin Leonard,25.5,31212.000,34
115,0,26596,Ryan Moore,25.5,92784.000,101
115,0,22293,Heath Slocum,25.5,44976.000,49
119,0,34409,David Lingmerth,25.6,111706.000,121
119,0,35541,John Peterson,25.6,143093.000,155
119,0,28132,Tyrone Van Aswegen,25.6,55191.000,60
119,0,25892,Steve Wheatcroft,25.6,118743.000,129
123,0,27649,Brandt Snedeker,25.7,111939.000,121
124,0,24507,Jason Bohn,25.8,107903.000,116
124,0,28679,Fabián Gómez,25.8,91831.000,99
124,0,25818,Scott Piercy,25.8,152403.000,164
127,0,01810,Phil Mickelson,25.9,121386.000,130
127,0,29289,S.Y. Noh,25.9,94992.000,102
127,0,29476,Kyle Reifers,25.9,128550.000,138
127,0,30927,Brendon Todd,25.9,89561.000,96
131,0,36801,Mark Hubbard,26.0,91795.000,98
131,0,34261,Scott Langley,26.0,102199.000,109
133,0,40058,Zac Blair,26.1,95940.000,102
133,0,08075,Jerry Kelly,26.1,88371.000,94
133,0,23800,Bryce Molder,26.1,74192.000,79
136,0,24781,Hunter Mahan,26.2,141522.000,150
136,0,26331,Charl Schwartzel,26.2,94390.000,100
138,0,24846,Ricky Barnes,26.3,99538.000,105
138,0,31202,William McGirt,26.3,114363.000,121
138,0,25198,Francesco Molinari,26.3,59621.000,63
138,0,25240,D.A. Points,26.3,80528.000,85
142,0,25191,Gonzalo Fernandez-Castaño,26.4,125644.000,132
142,0,32102,Rickie Fowler,26.4,114877.000,121
142,0,23108,Matt Kuchar,26.4,148329.000,156
