RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,28237,Rory McIlroy,10,4,2,1
1,0,23623,Bo Van Pelt,10,1
3,0,30925,Dustin Johnson,9,1,1
3,0,23108,Matt Kuchar,9,1,1
3,0,08793,Tiger Woods,9,3,1,2
6,0,23983,Luke Donald,8,1,2
6,0,25686,Jason Dufner,8,2,1
6,0,10809,Jim Furyk,8,2,1
6,0,24358,Robert Garrigus,8,4
6,0,26596,Ryan Moore,8,1,1
6,0,22405,Justin Rose,8,1,1,1
12,0,01810,Phil Mickelson,7,1,2,1
12,0,29221,Webb Simpson,7,1,1
12,0,27649,Brandt Snedeker,7,2,1,1
12,0,06527,Steve Stricker,7,1,1
12,0,25804,Bubba Watson,7,1,2
12,0,20396,Lee Westwood,7,1,1
18,0,34021,Bud Cauley,6,1
18,0,20104,Ken Duke,6
18,0,28307,Matt Every,6,2,1
18,0,24024,Zach Johnson,6,2,2
18,0,25396,Kevin Na,6
18,0,25345,Carl Pettersson,6,1,2,1
18,0,25632,Jimmy Walker,6
25,0,27895,Jonas Blixt,5,1,2
25,0,33141,Keegan Bradley,5,1,1,1
25,0,24925,Jonathan Byrd,5,1
25,0,06522,Ernie Els,5,1,1
25,0,32102,Rickie Fowler,5,1,1
25,0,24781,Hunter Mahan,5,2
25,0,26329,Louis Oosthuizen,5,2,1
25,0,22913,John Rollins,5,1
25,0,24502,Adam Scott,5,1,1
25,0,20645,John Senden,5
25,0,06567,Vijay Singh,5
25,0,26679,Kevin Stadler,5
25,0,02206,David Toms,5,1
25,0,27095,Nick Watney,5,1
39,0,23541,Ben Crane,4,1
39,0,21753,Brian Davis,4
39,0,28089,Jason Day,4
39,0,23638,Brendon de Jonge,4,1
39,0,22792,Peter Hanson,4,1
39,0,34174,John Huh,4,1,1
39,0,30926,Chris Kirk,4
39,0,25572,Graeme McDowell,4,2
39,0,28475,Jeff Overton,4
39,0,23320,Ryan Palmer,4,1
39,0,25818,Scott Piercy,4,1,1
39,0,24138,Ian Poulter,4,1,2
39,0,25834,Daniel Summerhays,4
39,0,27330,Josh Teater,4
39,0,33419,Cameron Tringale,4
39,0,26951,Johnson Wagner,4,1,1
39,0,20160,Charlie Wi,4,1,1
56,0,29910,Blake Adams,3
56,0,22371,Aaron Baddeley,3
56,0,32334,Charlie Beljan,3,1,1
