RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,10860,Justin Leonard,-.096,73,-7.00
2,0,26420,Richard Johnson,-.080,50,-4.00
3,0,20378,Mathias Grönberg,-.058,86,-5.00
4,0,01810,Phil Mickelson,-.033,60,-2.00
5,0,23983,Luke Donald,-.023,43,-1.00
6,0,08075,Jerry Kelly,-.018,110,-2.00
7,0,22548,Patrick Sheehan,-.007,135,-1.00
8,0,10733,Kent Jones,E,110,E
8,0,20474,Phillip Price,E,96,E
8,0,02010,Loren Roberts,E,70,E
8,0,23621,Rory Sabbatini,E,81,E
8,0,06567,Vijay Singh,E,112,E
8,0,02206,David Toms,E,80,E
8,0,20160,Charlie Wi,E,82,E
15,0,06251,Chris DiMarco,+.012,85,+1.00
15,0,08537,J.P. Hayes,+.012,82,+1.00
17,0,12510,Chad Campbell,+.013,79,+1.00
18,0,23540,Jason Allred,+.014,70,+1.00
19,0,10423,Mike Weir,+.017,59,+1.00
20,0,20572,Rod Pampling,+.019,108,+2.00
20,0,01928,Corey Pavin,+.019,105,+2.00
22,0,01329,Brad Faxon,+.021,94,+2.00
22,0,12602,Dean Wilson,+.021,95,+2.00
24,0,02239,Scott Verplank,+.024,85,+2.00
25,0,07223,Brian Bateman,+.025,119,+3.00
25,0,06575,Dudley Hart,+.025,121,+3.00
27,0,01157,Tom Byrum,+.026,116,+3.00
27,0,01945,Kenny Perry,+.026,77,+2.00
29,0,02246,Duffy Waldorf,+.028,107,+3.00
30,0,21498,Hideto Tanihara,+.031,65,+2.00
31,0,20663,Brenden Pappas,+.032,63,+2.00
32,0,23614,Rich Beem,+.033,60,+2.00
32,0,20229,Stewart Cink,+.033,90,+3.00
34,0,01666,Bernhard Langer,+.034,58,+2.00
34,0,22405,Justin Rose,+.034,118,+4.00
36,0,01249,John Daly,+.038,80,+3.00
36,0,21951,Joey Snyder III,+.038,106,+4.00
38,0,01361,Dan Forsman,+.039,51,+2.00
39,0,12680,Shigeki Maruyama,+.041,98,+4.00
40,0,12660,Jesper Parnevik,+.042,119,+5.00
41,0,02223,Bob Tway,+.043,94,+4.00
42,0,07867,Woody Austin,+.044,137,+6.00
42,0,21350,Ryuji Imada,+.044,91,+4.00
42,0,22295,Darron Stiles,+.044,91,+4.00
45,0,24357,K.J. Choi,+.045,66,+3.00
45,0,26679,Kevin Stadler,+.045,132,+6.00
47,0,25345,Carl Pettersson,+.047,107,+5.00
48,0,20157,Retief Goosen,+.048,63,+3.00
48,0,24980,Scott Gutschewski,+.048,105,+5.00
50,0,21209,Sergio Garcia,+.050,60,+3.00
50,0,23063,Scott Hend,+.050,100,+5.00
50,0,01677,Tom Lehman,+.050,60,+3.00
50,0,24140,Sean O'Hair,+.050,121,+6.00
54,0,20691,Greg Owen,+.051,99,+5.00
55,0,06373,José María Olazábal,+.052,58,+3.00
55,0,24361,Pat Perez,+.052,97,+5.00
57,0,01723,Andrew Magee,+.053,94,+5.00
57,0,24138,Ian Poulter,+.053,38,+2.00
57,0,20645,John Senden,+.053,150,+8.00
57,0,06527,Steve Stricker,+.053,75,+4.00
61,0,20121,Todd Fischer,+.054,129,+7.00
62,0,19824,Craig Barlow,+.055,73,+4.00
63,0,01024,Billy Andrade,+.056,108,+6.00
63,0,12823,Carlos Franco,+.056,90,+5.00
63,0,10117,Bob Heintz,+.056,71,+4.00
66,0,06197,Michael Allen,+.057,122,+7.00
66,0,01619,Skip Kendall,+.057,106,+6.00
66,0,01706,Davis Love III,+.057,70,+4.00
66,0,25240,D.A. Points,+.057,123,+7.00
70,0,06599,John Elliott,+.058,86,+5.00
70,0,01418,Bill Glasson,+.058,69,+4.00
70,0,12782,Tim Herron,+.058,121,+7.00
70,0,01685,J.L. Lewis,+.058,121,+7.00
70,0,02101,Joey Sindelar,+.058,137,+8.00
75,0,08123,Jeff Brehaut,+.059,68,+4.00
76,0,20634,Peter Lonard,+.060,83,+5.00
77,0,20472,Alex Cejka,+.061,98,+6.00
78,0,01797,Rocco Mediate,+.062,97,+6.00
79,0,20098,Stuart Appleby,+.063,64,+4.00
79,0,24925,Jonathan Byrd,+.063,128,+8.00
79,0,01577,Lee Janzen,+.063,80,+5.00
79,0,07749,Brett Quigley,+.063,127,+8.00
79,0,23325,Vaughn Taylor,+.063,111,+7.00
79,0,12454,Mario Tiziani,+.063,64,+4.00
85,0,19972,José Coceres,+.064,94,+6.00
86,0,21407,Arjun Atwal,+.065,62,+4.00
86,0,23320,Ryan Palmer,+.065,93,+6.00
88,0,02106,Chris Smith,+.066,121,+8.00
89,0,21959,Ted Purdy,+.067,120,+8.00
89,0,20548,Hidemichi Tanaka,+.067,135,+9.00
91,0,06004,Stephen Ames,+.069,87,+6.00
92,0,25396,Kevin Na,+.070,129,+9.00
93,0,20498,Briny Baird,+.071,99,+7.00
94,0,24781,Hunter Mahan,+.073,109,+8.00
95,0,25900,Lucas Glover,+.075,106,+8.00
96,0,23541,Ben Crane,+.076,92,+7.00
96,0,10809,Jim Furyk,+.076,92,+7.00
96,0,24024,Zach Johnson,+.076,92,+7.00
99,0,01707,Steve Lowery,+.078,141,+11.00
100,0,01226,Fred Couples,+.079,63,+5.00
100,0,01941,Tom Pernice Jr.,+.079,139,+11.00
102,0,20099,Doug Barron,+.080,100,+8.00
103,0,21633,Steve Allan,+.081,123,+10.00
104,0,02214,Kirk Triplett,+.082,73,+6.00
105,0,12652,Cameron Beckman,+.083,133,+11.00
105,0,24507,Jason Bohn,+.083,120,+10.00
105,0,08931,Glen Day,+.083,108,+9.00
105,0,01927,Dennis Paulson,+.083,72,+6.00
109,0,08993,Franklin Langham,+.084,131,+11.00
110,0,10585,Scott McCarron,+.085,71,+6.00
110,0,08793,Tiger Woods,+.085,71,+6.00
112,0,21805,Harrison Frazar,+.086,128,+11.00
112,0,24912,Will MacKenzie,+.086,93,+8.00
114,0,01948,Tim Petrovic,+.087,104,+9.00
115,0,21731,Freddie Jacobson,+.088,80,+7.00
116,0,20850,Daniel Chopra,+.089,146,+13.00
116,0,20382,Stephen Leaney,+.089,101,+9.00
116,0,23349,Charles Warren,+.089,101,+9.00
116,0,23322,Brett Wetterich,+.089,79,+7.00
120,0,23623,Bo Van Pelt,+.090,133,+12.00
121,0,20812,Tjaart van der Walt,+.091,66,+6.00
122,0,20766,Padraig Harrington,+.093,54,+5.00
123,0,06595,Kevin Sutherland,+.094,106,+10.00
124,0,22046,Geoff Ogilvy,+.095,95,+9.00
125,0,21961,Charles Howell III,+.096,104,+10.00
125,0,23725,Brendan Jones,+.096,94,+9.00
127,0,01761,Len Mattiace,+.097,93,+9.00
128,0,01320,Bob Estes,+.098,122,+12.00
128,0,07457,Steve Flesch,+.098,82,+8.00
130,0,01766,Billy Mayfair,+.099,131,+13.00
131,0,01313,Steve Elkington,+.100,70,+7.00
131,0,01457,Jay Haas,+.100,70,+7.00
131,0,08385,Omar Uresti,+.100,110,+11.00
134,0,01388,Robert Gamez,+.102,127,+13.00
134,0,01724,Jeff Maggert,+.102,98,+10.00
134,0,20628,Arron Oberholser,+.102,59,+6.00
134,0,25847,Rob Rashell,+.102,88,+9.00
138,0,01132,Mark Brooks,+.103,87,+9.00
138,0,27095,Nick Watney,+.103,97,+10.00
140,0,23108,Matt Kuchar,+.104,77,+8.00
141,0,06034,Marco Dawson,+.105,105,+11.00
141,0,21806,Paul Gow,+.105,114,+12.00
143,0,08545,Glen Hnatiuk,+.106,66,+7.00
144,0,20094,Jonathan Kaye,+.107,75,+8.00
144,0,22293,Heath Slocum,+.107,121,+13.00
146,0,23036,Chris Anderson,+.108,83,+9.00
146,0,22371,Aaron Baddeley,+.108,102,+11.00
148,0,23552,Hank Kuehne,+.110,109,+12.00
149,0,01487,Jeff Hart,+.111,99,+11.00
149,0,21878,Mark Wilson,+.111,90,+10.00
151,0,12645,Brent Geiberger,+.113,80,+9.00
151,0,01599,Steve Jones,+.113,80,+9.00
153,0,01161,Mark Calcavecchia,+.115,131,+15.00
154,0,01127,Danny Briggs,+.116,86,+10.00
155,0,06573,Brandt Jobe,+.118,119,+14.00
156,0,19846,Brian Gay,+.119,143,+17.00
157,0,01042,Paul Azinger,+.120,92,+11.00
157,0,20127,Chris Riley,+.120,75,+9.00
159,0,01139,Olin Browne,+.121,99,+12.00
160,0,20623,Gavin Coles,+.122,98,+12.00
161,0,23497,Tag Ridings,+.124,113,+14.00
162,0,10201,Matt Gogel,+.126,95,+12.00
163,0,10425,Jay Williamson,+.128,86,+11.00
164,0,01142,Bart Bryant,+.131,99,+13.00
165,0,23409,James Driscoll,+.132,91,+12.00
166,0,01381,Fred Funk,+.133,98,+13.00
167,0,26758,David Hearn,+.134,82,+11.00
167,0,01823,Larry Mize,+.134,67,+9.00
169,0,24604,Hunter Haas,+.135,89,+12.00
169,0,10912,Craig Perks,+.135,96,+13.00
171,0,01887,Mark O'Meara,+.136,88,+12.00
172,0,20502,Michael Long,+.137,95,+13.00
173,0,28088,Matt Davidson,+.141,64,+9.00
173,0,23788,D.J. Trahan,+.141,99,+14.00
175,0,24227,Justin Bolli,+.143,84,+12.00
176,0,01035,Tommy Armour III,+.145,138,+20.00
176,0,02104,Jeff Sluman,+.145,131,+19.00
178,0,10962,Bradley Hughes,+.147,75,+11.00
179,0,23135,Tim Clark,+.148,88,+13.00
180,0,21753,Brian Davis,+.151,106,+16.00
180,0,06515,Shaun Micheel,+.151,93,+14.00
182,0,22913,John Rollins,+.152,112,+17.00
183,0,01553,John Huston,+.153,118,+18.00
184,0,11032,Frank Lickliter II,+.157,121,+19.00
185,0,26287,Roland Thatcher,+.161,62,+10.00
186,0,23353,J.J. Henry,+.164,110,+18.00
187,0,24290,D.J. Brigman,+.165,85,+14.00
188,0,06621,Joe Durant,+.167,84,+14.00
189,0,10885,Robert Allenby,+.172,93,+16.00
190,0,22621,Ben Curtis,+.178,73,+13.00
191,0,20396,Lee Westwood,+.179,56,+10.00
192,0,19881,Robert Damron,+.185,119,+22.00
193,0,21949,Joe Ogilvie,+.186,113,+21.00
194,0,24502,Adam Scott,+.194,62,+12.00
195,0,06332,Neal Lancaster,+.196,112,+22.00
196,0,12826,Paul Claxton,+.200,90,+18.00
196,0,20433,Mark Hensby,+.200,55,+11.00
198,0,08725,Tom Gillis,+.203,118,+24.00
199,0,01175,Jim Carter,+.216,97,+21.00
200,0,12662,Thomas Levet,+.222,45,+10.00
201,0,01219,John Cook,+.226,93,+21.00
202,0,01473,Todd Hamilton,+.241,108,+26.00
