RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,02170,Hal Sutton,27.78,639,23
2,0,19881,Robert Damron,27.93,810,29
3,0,01748,Doug Martin,28.06,898,32
4,0,02242,Lanny Wadkins,28.10,562,20
5,0,02257,Brian Watts,28.14,619,22
6,0,02146,Payne Stewart,28.17,507,18
7,0,11032,Frank Lickliter II,28.20,846,30
8,0,09011,David Duval,28.22,508,18
9,0,01329,Brad Faxon,28.26,537,19
9,0,01378,David Frost,28.26,650,23
11,0,01968,Nick Price,28.27,424,15
12,0,02267,D.A. Weibring,28.29,481,17
13,0,01766,Billy Mayfair,28.31,736,26
14,0,06527,Steve Stricker,28.32,538,19
15,0,01724,Jeff Maggert,28.33,595,21
16,0,01926,Steve Pate,28.36,709,25
17,0,01533,P.H. Horgan III,28.40,852,30
18,0,01072,Chip Beck,28.41,767,27
19,0,06014,Eric Booker,28.43,853,30
19,0,06643,Paul Goydos,28.43,796,28
21,0,01707,Steve Lowery,28.45,825,29
22,0,01891,David Ogrin,28.50,513,18
22,0,12663,Phil Tataurangi,28.50,798,28
24,0,01928,Corey Pavin,28.57,657,23
25,0,01035,Tommy Armour III,28.58,743,26
25,0,10860,Justin Leonard,28.58,743,26
27,0,01381,Fred Funk,28.59,915,32
27,0,20127,Chris Riley,28.59,772,27
29,0,01203,Russ Cochran,28.61,801,28
30,0,01376,Bob Friend,28.62,1059,37
30,0,01527,Scott Hoch,28.62,744,26
32,0,01577,Lee Janzen,28.63,687,24
33,0,01797,Rocco Mediate,28.64,630,22
34,0,12782,Tim Herron,28.67,774,27
35,0,01096,Phil Blackmar,28.68,803,28
36,0,10585,Scott McCarron,28.69,746,26
37,0,06004,Stephen Ames,28.71,488,17
38,0,01063,Ben Bates,28.73,948,33
38,0,01941,Tom Pernice Jr.,28.73,862,30
40,0,01132,Mark Brooks,28.74,891,31
40,0,06575,Dudley Hart,28.74,661,23
42,0,01996,Mike Reid,28.76,604,21
43,0,01905,Joe Ozaki,28.77,374,13
44,0,01175,Jim Carter,28.79,806,28
45,0,01823,Larry Mize,28.80,576,20
46,0,01553,John Huston,28.81,605,21
46,0,01887,Mark O'Meara,28.81,461,16
46,0,06062,Charles Raulerson,28.81,893,31
46,0,02294,Willie Wood,28.81,749,26
50,0,01282,Trevor Dodds,28.83,836,29
50,0,12645,Brent Geiberger,28.83,836,29
52,0,02010,Loren Roberts,28.84,721,25
53,0,01157,Tom Byrum,28.85,779,27
53,0,08931,Glen Day,28.85,750,26
53,0,12823,Carlos Franco,28.85,577,20
56,0,23614,Rich Beem,28.86,635,22
56,0,01619,Skip Kendall,28.86,837,29
56,0,06012,Greg Kraft,28.86,808,28
56,0,08993,Franklin Langham,28.86,808,28
60,0,10809,Jim Furyk,28.87,664,23
60,0,02131,Mike Springer,28.87,895,31
62,0,01569,Peter Jacobsen,28.90,607,21
63,0,20213,Katsumasa Miyamoto,28.91,636,22
64,0,06613,Tommy Tolles,28.92,752,26
65,0,20124,Alan Bratton,28.93,868,30
66,0,08793,Tiger Woods,28.94,521,18
67,0,01320,Bob Estes,28.96,753,26
67,0,01361,Dan Forsman,28.96,782,27
67,0,08537,J.P. Hayes,28.96,782,27
70,0,10107,Deane Pappas,28.97,840,29
70,0,08385,Omar Uresti,28.97,898,31
72,0,01098,Jay Don Blake,29.00,812,28
72,0,02099,Scott Simpson,29.00,580,20
72,0,08375,Paul Stankowski,29.00,783,27
75,0,20099,Doug Barron,29.03,900,31
75,0,08075,Jerry Kelly,29.03,958,33
77,0,20098,Stuart Appleby,29.04,755,26
77,0,06036,Scott Dunlap,29.04,668,23
77,0,06617,Brian Henninger,29.04,813,28
77,0,02239,Scott Verplank,29.04,697,24
81,0,01249,John Daly,29.05,610,21
81,0,01388,Robert Gamez,29.05,552,19
81,0,01810,Phil Mickelson,29.05,581,20
84,0,01599,Steve Jones,29.06,494,17
84,0,20094,Jonathan Kaye,29.06,901,31
86,0,06599,John Elliott,29.07,814,28
86,0,02133,Craig Stadler,29.07,436,15
88,0,06078,Esteban Toledo,29.09,931,32
89,0,01706,Davis Love III,29.10,582,20
89,0,08547,John Maginnes,29.10,844,29
89,0,06655,Geoffrey Sisk,29.10,873,30
