RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,19881,Robert Damron,28.24,3078,109,23
2,0,01329,Brad Faxon,28.29,1782,63,23
3,0,12663,Phil Tataurangi,28.31,2010,71,21
4,0,10585,Scott McCarron,28.33,2493,88,21
5,0,20127,Chris Riley,28.37,2383,84,23
6,0,02242,Lanny Wadkins,28.40,1619,57,22
7,0,01920,Craig Parry,28.47,1708,60,22
7,0,02294,Willie Wood,28.47,2050,72,22
9,0,01096,Phil Blackmar,28.55,2541,89,23
10,0,01072,Chip Beck,28.58,2115,74,22
10,0,06014,Eric Booker,28.58,2572,90,21
10,0,01549,Mike Hulbert,28.58,2887,101,22
13,0,11032,Frank Lickliter II,28.63,2977,104,23
14,0,01996,Mike Reid,28.67,2150,75,20
15,0,07749,Brett Quigley,28.68,1721,60,21
16,0,08993,Franklin Langham,28.71,2842,99,21
17,0,01040,Emlyn Aubrey,28.76,1467,51,23
18,0,01619,Skip Kendall,28.77,3021,105,23
19,0,06012,Greg Kraft,28.79,2735,95,23
20,0,01748,Doug Martin,28.80,2765,96,20
21,0,02010,Loren Roberts,28.81,2564,89,23
22,0,01823,Larry Mize,28.87,2021,70,24
23,0,06643,Paul Goydos,28.88,2744,95,24
24,0,01941,Tom Pernice Jr.,28.89,2571,89,21
25,0,01175,Jim Carter,28.90,2774,96,24
25,0,10107,Deane Pappas,28.90,2370,82,23
27,0,10569,Mike Brisky,28.91,2226,77,24
28,0,01569,Peter Jacobsen,28.92,2111,73,24
28,0,06078,Esteban Toledo,28.92,3094,107,23
30,0,01527,Scott Hoch,28.93,2864,99,22
31,0,01707,Steve Lowery,28.95,2866,99,21
32,0,20124,Alan Bratton,28.96,2085,72,23
33,0,08547,John Maginnes,28.98,2637,91,23
34,0,01323,Brad Fabel,28.99,2551,88,23
34,0,06617,Brian Henninger,28.99,2783,96,23
34,0,10213,Dicky Pride,28.99,2435,84,23
37,0,20593,Greg Chalmers,29.01,3075,106,24
37,0,01385,Jim Gallagher Jr.,29.01,2379,82,21
39,0,01098,Jay Don Blake,29.03,2671,92,24
