RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,33448,Justin Thomas,1.741,.405,.997,.339,58
2,0,32839,Hideki Matsuyama,1.433,.285,.690,.458,61
3,2,46970,Jon Rahm,1.344,.756,.283,.304,57
4,2,21209,Sergio Garcia,1.336,.848,.181,.308,32
5,-1,50525,Collin Morikawa,1.330,.440,.884,.005,71
6,-3,28237,Rory McIlroy,1.314,.702,.504,.108,51
7,0,48081,Xander Schauffele,1.239,.648,.366,.225,61
8,1,37189,Harold Varner III,1.145,.458,.442,.244,57
9,2,30925,Dustin Johnson,1.138,.612,.524,.002,47
10,5,46046,Scottie Scheffler,1.131,.618,.398,.115,70
11,-3,29725,Tony Finau,1.103,.341,.497,.266,59
12,1,35450,Patrick Cantlay,1.097,.404,.523,.170,44
13,1,34363,Tyrrell Hatton,1.066,.188,.694,.184,34
14,2,34098,Russell Henley,1.041,-.049,.867,.224,58
15,-5,40026,Daniel Berger,1.034,.366,.396,.271,56
16,2,39997,Corey Conners,1.007,.600,.582,-.175,62
16,-4,29221,Webb Simpson,1.007,.123,.640,.244,51
18,1,34099,Harris English,.948,.215,.454,.279,68
19,-2,47959,Bryson DeChambeau,.908,1.039,-.090,-.041,62
20,3,46717,Viktor Hovland,.837,.447,.633,-.243,58
21,0,25364,Paul Casey,.814,.546,.631,-.363,44
22,0,27129,Luke List,.805,.387,.300,.118,59
23,-3,45486,Joaquin Niemann,.744,.370,.562,-.188,65
24,2,31646,Emiliano Grillo,.723,.250,.580,-.107,48
25,2,33419,Cameron Tringale,.702,-.125,.632,.195,53
26,2,34360,Patrick Reed,.696,.278,.102,.316,65
27,2,25686,Jason Dufner,.686,.047,.472,.167,56
28,2,33204,Shane Lowry,.678,.203,.354,.122,36
29,-4,23320,Ryan Palmer,.659,.280,.362,.017,59
30,1,36689,Brooks Koepka,.656,.362,.322,-.028,38
31,1,34076,Joel Dahmen,.652,.356,.336,-.040,63
32,1,25804,Bubba Watson,.648,.649,.208,-.209,57
