RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,01553,John Huston,31.58,18,57
2,0,08793,Tiger Woods,28.33,17,60
3,0,20566,Kaname Yokoo,24.00,12,50
4,0,21209,Sergio Garcia,23.21,13,56
5,0,24925,Jonathan Byrd,23.16,22,95
6,0,02133,Craig Stadler,23.08,9,39
7,0,01219,John Cook,22.92,11,48
8,0,20029,Notah Begay III,22.58,14,62
9,0,01945,Kenny Perry,21.59,19,88
10,0,01724,Jeff Maggert,20.83,10,48
11,0,12782,Tim Herron,20.79,21,101
12,0,02322,Richard Zokol,20.45,9,44
13,0,01226,Fred Couples,20.00,9,45
13,0,06527,Steve Stricker,20.00,10,50
15,0,21805,Harrison Frazar,19.32,17,88
16,0,07867,Woody Austin,18.80,22,117
17,0,01388,Robert Gamez,18.75,12,64
18,0,06012,Greg Kraft,18.67,14,75
18,0,02002,John Riegger,18.67,14,75
20,0,12823,Carlos Franco,18.56,18,97
21,0,08931,Glen Day,18.52,15,81
22,0,10885,Robert Allenby,18.18,16,88
22,0,22913,John Rollins,18.18,18,99
22,0,02099,Scott Simpson,18.18,10,55
25,0,23800,Bryce Molder,18.09,17,94
26,0,01938,David Peoples,18.07,15,83
27,0,24357,K.J. Choi,18.06,13,72
28,0,06251,Chris DiMarco,17.95,14,78
29,0,10585,Scott McCarron,17.92,19,106
30,0,20094,Jonathan Kaye,17.58,16,91
31,0,19846,Brian Gay,17.48,18,103
32,0,23177,Kenneth Staton,17.39,16,92
33,0,02170,Hal Sutton,17.31,9,52
34,0,08881,Tripp Isenhour,17.28,14,81
35,0,02246,Duffy Waldorf,17.14,12,70
36,0,11032,Frank Lickliter II,17.11,13,76
37,0,01948,Tim Petrovic,17.07,14,82
38,0,12510,Chad Campbell,16.67,15,90
39,0,02245,Grant Waite,16.50,17,103
40,0,01761,Len Mattiace,16.49,16,97
41,0,20572,Rod Pampling,16.47,14,85
42,0,01723,Andrew Magee,16.46,13,79
43,0,08633,Per-Ulrik Johansson,16.42,11,67
44,0,12680,Shigeki Maruyama,16.39,10,61
45,0,07749,Brett Quigley,16.38,19,116
46,0,01161,Mark Calcavecchia,16.36,9,55
47,0,06643,Paul Goydos,16.22,6,37
48,0,10649,Tom Scherrer,16.00,16,100
49,0,10962,Bradley Hughes,15.87,10,63
50,0,01139,Olin Browne,15.85,13,82
51,0,23541,Ben Crane,15.79,15,95
52,0,01374,Robin Freeman,15.69,16,102
52,0,23108,Matt Kuchar,15.69,8,51
54,0,20436,Garrett Willis,15.56,14,90
55,0,12826,Paul Claxton,15.19,12,79
55,0,12645,Brent Geiberger,15.19,12,79
57,0,20127,Chris Riley,15.12,13,86
57,0,06613,Tommy Tolles,15.12,13,86
59,0,07003,David Berganio Jr.,14.71,10,68
60,0,10117,Bob Heintz,14.67,11,75
61,0,01098,Jay Don Blake,14.61,13,89
62,0,10809,Jim Furyk,14.58,7,48
62,0,01927,Dennis Paulson,14.58,14,96
64,0,08537,J.P. Hayes,14.55,8,55
65,0,01035,Tommy Armour III,14.52,9,62
66,0,01707,Steve Lowery,14.47,11,76
67,0,06567,Vijay Singh,14.46,12,83
68,0,20593,Greg Chalmers,14.44,13,90
69,0,19824,Craig Barlow,14.29,11,77
69,0,01157,Tom Byrum,14.29,8,56
69,0,01599,Steve Jones,14.29,8,56
72,0,08123,Jeff Brehaut,14.13,13,92
72,0,01810,Phil Mickelson,14.13,13,92
74,0,01329,Brad Faxon,14.06,9,64
75,0,20502,Michael Long,13.98,13,93
76,0,20645,John Senden,13.95,12,86
76,0,02257,Brian Watts,13.95,6,43
78,0,01706,Davis Love III,13.92,11,79
79,0,06350,Bob May,13.86,14,101
80,0,07721,Pat Bates,13.85,9,65
81,0,01381,Fred Funk,13.79,8,58
82,0,06573,Brandt Jobe,13.64,12,88
82,0,01677,Tom Lehman,13.64,6,44
82,0,01887,Mark O'Meara,13.64,6,44
85,0,20548,Hidemichi Tanaka,13.51,10,74
86,0,06809,Bob Burns,13.41,11,82
86,0,24937,Jess Daley,13.41,11,82
88,0,02110,Jerry Smith,13.33,10,75
89,0,01941,Tom Pernice Jr.,13.27,13,98
90,0,20229,Stewart Cink,13.24,9,68
91,0,21961,Charles Howell III,13.19,12,91
92,0,01175,Jim Carter,13.11,8,61
93,0,01666,Bernhard Langer,13.04,3,23
94,0,06522,Ernie Els,12.96,7,54
95,0,20098,Stuart Appleby,12.94,11,85
96,0,02101,Joey Sindelar,12.87,13,101
97,0,21259,Jason Hill,12.86,9,70
98,0,09011,David Duval,12.82,10,78
98,0,19958,Miguel Angel Jiménez,12.82,5,39
100,0,21806,Paul Gow,12.75,13,102
101,0,23125,Brad Elder,12.66,10,79
101,0,02223,Bob Tway,12.66,10,79
103,0,23614,Rich Beem,12.64,11,87
103,0,12663,Phil Tataurangi,12.64,11,87
105,0,20498,Briny Baird,12.50,10,80
105,0,20634,Peter Lonard,12.50,8,64
107,0,20043,Edward Fryatt,12.36,11,89
107,0,01685,J.L. Lewis,12.36,11,89
109,0,23338,David Gossett,12.31,8,65
110,0,12652,Cameron Beckman,12.16,9,74
111,0,02010,Loren Roberts,12.12,8,66
111,0,02214,Kirk Triplett,12.12,4,33
113,0,06315,Pete Jordan,12.07,7,58
114,0,12388,Michael Clark II,12.00,9,75
114,0,02106,Chris Smith,12.00,9,75
116,0,01024,Billy Andrade,11.90,10,84
116,0,23983,Luke Donald,11.90,10,84
118,0,10860,Justin Leonard,11.86,7,59
119,0,01619,Skip Kendall,11.76,10,85
120,0,01378,David Frost,11.69,9,77
121,0,06004,Stephen Ames,11.67,7,60
122,0,10107,Deane Pappas,11.65,12,103
