RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,01175,Jim Carter,-.400
2,0,01527,Scott Hoch,-.333
3,0,01938,David Peoples,-.308
4,0,06527,Steve Stricker,-.286
4,0,02246,Duffy Waldorf,-.286
6,0,01157,Tom Byrum,-.250
7,0,07867,Woody Austin,-.214
8,0,20566,Kaname Yokoo,-.200
9,0,21259,Jason Hill,-.182
9,0,01685,J.L. Lewis,-.182
11,0,23125,Brad Elder,-.167
12,0,20157,Retief Goosen,-.143
13,0,06643,Paul Goydos,-.125
14,0,01361,Dan Forsman,-.100
14,0,20548,Hidemichi Tanaka,-.100
16,0,20029,Notah Begay III,-.091
16,0,02322,Richard Zokol,-.091
18,0,06809,Bob Burns,-.083
18,0,02002,John Riegger,-.083
18,0,02104,Jeff Sluman,-.083
21,0,23541,Ben Crane,-.077
21,0,01307,Joel Edwards,-.077
21,0,02239,Scott Verplank,-.077
24,0,01945,Kenny Perry,-.067
25,0,01139,Olin Browne,-.053
26,0,01024,Billy Andrade,E
26,0,19824,Craig Barlow,E
26,0,07003,David Berganio Jr.,E
26,0,06621,Joe Durant,E
26,0,01320,Bob Estes,E
26,0,01475,Donnie Hammond,E
26,0,06575,Dudley Hart,E
26,0,12782,Tim Herron,E
26,0,01553,John Huston,E
26,0,08633,Per-Ulrik Johansson,E
26,0,01666,Bernhard Langer,E
26,0,20634,Peter Lonard,E
26,0,20502,Michael Long,E
26,0,10457,Frank Nobilo,E
26,0,20663,Brenden Pappas,E
26,0,01928,Corey Pavin,E
26,0,24361,Pat Perez,E
26,0,06498,Matt Peterson,E
26,0,20127,Chris Riley,E
26,0,10649,Tom Scherrer,E
26,0,02206,David Toms,E
26,0,02214,Kirk Triplett,E
26,0,02257,Brian Watts,E
26,0,10425,Jay Williamson,E
50,0,12823,Carlos Franco,+.053
51,0,08075,Jerry Kelly,+.067
52,0,01927,Dennis Paulson,+.071
52,0,01948,Tim Petrovic,+.071
54,0,06613,Tommy Tolles,+.077
55,0,06197,Michael Allen,+.083
55,0,23614,Rich Beem,+.083
55,0,21805,Harrison Frazar,+.083
55,0,06012,Greg Kraft,+.083
59,0,12753,David Morland IV,+.091
59,0,02101,Joey Sindelar,+.091
61,0,23338,David Gossett,+.111
61,0,02133,Craig Stadler,+.111
63,0,07457,Steve Flesch,+.125
63,0,10117,Bob Heintz,+.125
63,0,20645,John Senden,+.125
63,0,02099,Scott Simpson,+.125
67,0,06573,Brandt Jobe,+.143
67,0,06315,Pete Jordan,+.143
67,0,11032,Frank Lickliter II,+.143
67,0,23177,Kenneth Staton,+.143
71,0,06617,Brian Henninger,+.154
71,0,23621,Rory Sabbatini,+.154
71,0,11011,Mike Sposa,+.154
74,0,20043,Edward Fryatt,+.158
75,0,20593,Greg Chalmers,+.167
75,0,08931,Glen Day,+.167
75,0,23353,J.J. Henry,+.167
75,0,20094,Jonathan Kaye,+.167
75,0,01723,Andrew Magee,+.167
75,0,02170,Hal Sutton,+.167
81,0,08993,Franklin Langham,+.176
81,0,01941,Tom Pernice Jr.,+.176
83,0,10809,Jim Furyk,+.182
83,0,10585,Scott McCarron,+.182
83,0,02010,Loren Roberts,+.182
86,0,10885,Robert Allenby,+.200
86,0,06036,Scott Dunlap,+.200
86,0,08339,Spike McRoy,+.200
86,0,08535,Gary Nicklaus,+.200
86,0,20572,Rod Pampling,+.200
86,0,01926,Steve Pate,+.200
86,0,06567,Vijay Singh,+.200
93,0,21961,Charles Howell III,+.214
94,0,23983,Luke Donald,+.222
94,0,12663,Phil Tataurangi,+.222
96,0,19881,Robert Damron,+.231
96,0,10733,Kent Jones,+.231
98,0,22913,John Rollins,+.235
99,0,24937,Jess Daley,+.250
99,0,01381,Fred Funk,+.250
99,0,19958,Miguel Angel Jiménez,+.250
99,0,10565,Ian Leggatt,+.250
99,0,01810,Phil Mickelson,+.250
104,0,24925,Jonathan Byrd,+.267
105,0,01185,Brandel Chamblee,+.273
105,0,23135,Tim Clark,+.273
105,0,01569,Peter Jacobsen,+.273
105,0,06515,Shaun Micheel,+.273
109,0,23108,Matt Kuchar,+.286
109,0,10107,Deane Pappas,+.286
111,0,22046,Geoff Ogilvy,+.294
112,0,01599,Steve Jones,+.300
112,0,01706,Davis Love III,+.300
112,0,08553,Lee Porter,+.300
112,0,08375,Paul Stankowski,+.300
112,0,02223,Bob Tway,+.300
117,0,01035,Tommy Armour III,+.308
118,0,06332,Neal Lancaster,+.313
118,0,01771,Blaine McCallister,+.313
120,0,07721,Pat Bates,+.333
120,0,01378,David Frost,+.333
120,0,01707,Steve Lowery,+.333
120,0,12680,Shigeki Maruyama,+.333
120,0,01761,Len Mattiace,+.333
120,0,10213,Dicky Pride,+.333
120,0,08793,Tiger Woods,+.333
127,0,01313,Steve Elkington,+.353
127,0,10912,Craig Perks,+.353
129,0,02245,Grant Waite,+.357
130,0,06004,Stephen Ames,+.375
130,0,07223,Brian Bateman,+.375
130,0,12652,Cameron Beckman,+.375
130,0,01724,Jeff Maggert,+.375
130,0,10423,Mike Weir,+.375
130,0,20436,Garrett Willis,+.375
136,0,21633,Steve Allan,+.400
136,0,01014,Fulton Allem,+.400
136,0,12510,Chad Campbell,+.400
136,0,24357,K.J. Choi,+.400
136,0,01203,Russ Cochran,+.400
136,0,06251,Chris DiMarco,+.400
136,0,21806,Paul Gow,+.400
136,0,06350,Bob May,+.400
136,0,19817,Michael Muehr,+.400
136,0,01920,Craig Parry,+.400
136,0,07749,Brett Quigley,+.400
136,0,02106,Chris Smith,+.400
148,0,12826,Paul Claxton,+.417
148,0,01226,Fred Couples,+.417
148,0,08881,Tripp Isenhour,+.417
148,0,23322,Brett Wetterich,+.417
152,0,20105,Jeff Gove,+.429
153,0,08537,J.P. Hayes,+.438
153,0,01619,Skip Kendall,+.438
155,0,01549,Mike Hulbert,+.444
155,0,06016,Brad Lardon,+.444
155,0,06373,José María Olazábal,+.444
158,0,08545,Glen Hnatiuk,+.455
158,0,22293,Heath Slocum,+.455
158,0,06078,Esteban Toledo,+.455
161,0,06595,Kevin Sutherland,+.462
162,0,01098,Jay Don Blake,+.471
162,0,01132,Mark Brooks,+.471
164,0,01042,Paul Azinger,+.500
164,0,20498,Briny Baird,+.500
164,0,19972,José Coceres,+.500
164,0,21209,Sergio Garcia,+.500
164,0,12645,Brent Geiberger,+.500
164,0,20574,Mathew Goggin,+.500
164,0,01514,Eduardo Herrera,+.500
164,0,01887,Mark O'Meara,+.500
172,0,01374,Robin Freeman,+.526
173,0,10962,Bradley Hughes,+.545
174,0,01161,Mark Calcavecchia,+.556
174,0,01457,Jay Haas,+.556
174,0,01797,Rocco Mediate,+.556
177,0,20098,Stuart Appleby,+.571
177,0,08123,Jeff Brehaut,+.571
177,0,12388,Michael Clark II,+.571
177,0,01219,John Cook,+.571
177,0,10860,Justin Leonard,+.571
177,0,01968,Nick Price,+.571
183,0,01329,Brad Faxon,+.600
183,0,01388,Robert Gamez,+.600
183,0,01577,Lee Janzen,+.600
183,0,01766,Billy Mayfair,+.600
187,0,20095,Carl Paulson,+.625
188,0,20229,Stewart Cink,+.636
189,0,19846,Brian Gay,+.647
190,0,12660,Jesper Parnevik,+.667
190,0,26289,Boo Weekley,+.667
192,0,23800,Bryce Molder,+.688
193,0,23623,Bo Van Pelt,+.722
194,0,01142,Bart Bryant,+.750
194,0,01677,Tom Lehman,+.750
194,0,02110,Jerry Smith,+.750
197,0,01249,John Daly,+.778
198,0,21949,Joe Ogilvie,+.800
199,0,10201,Matt Gogel,+.909
200,0,09011,David Duval,+1.000
200,0,06522,Ernie Els,+1.000
200,0,23903,Stephen Gangluff,+1.000
