RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,01219,John Cook,28.57,14,49
2,0,01553,John Huston,24.36,19,78
3,0,01475,Donnie Hammond,24.19,15,62
4,0,01329,Brad Faxon,23.61,17,72
4,0,23800,Bryce Molder,23.61,17,72
6,0,01810,Phil Mickelson,23.17,19,82
7,0,24925,Jonathan Byrd,22.50,18,80
8,0,01724,Jeff Maggert,22.41,13,58
9,0,01928,Corey Pavin,21.88,14,64
10,0,20127,Chris Riley,21.78,22,101
11,0,02246,Duffy Waldorf,21.69,18,83
12,0,01142,Bart Bryant,21.43,12,56
13,0,10585,Scott McCarron,20.93,18,86
14,0,01381,Fred Funk,20.83,20,96
15,0,21806,Paul Gow,20.45,18,88
16,0,01926,Steve Pate,20.00,12,60
16,0,08793,Tiger Woods,20.00,10,50
18,0,06004,Stephen Ames,19.74,15,76
19,0,23135,Tim Clark,19.72,14,71
19,0,09011,David Duval,19.72,14,71
21,0,02322,Richard Zokol,19.57,9,46
22,0,12510,Chad Campbell,19.23,20,104
23,0,12652,Cameron Beckman,19.12,13,68
24,0,12782,Tim Herron,18.99,15,79
25,0,06498,Matt Peterson,18.81,19,101
26,0,21805,Harrison Frazar,18.67,14,75
27,0,02206,David Toms,18.45,19,103
28,0,06373,José María Olazábal,18.37,9,49
29,0,01157,Tom Byrum,18.31,13,71
30,0,20043,Edward Fryatt,18.29,15,82
30,0,01388,Robert Gamez,18.29,15,82
30,0,06567,Vijay Singh,18.29,15,82
33,0,01685,J.L. Lewis,17.98,16,89
34,0,02104,Jeff Sluman,17.82,18,101
35,0,02133,Craig Stadler,17.78,8,45
36,0,20572,Rod Pampling,17.72,14,79
37,0,01723,Andrew Magee,17.65,12,68
38,0,20157,Retief Goosen,17.50,7,40
39,0,20566,Kaname Yokoo,17.46,11,63
40,0,02101,Joey Sindelar,17.36,21,121
41,0,01761,Len Mattiace,17.21,21,122
42,0,06621,Joe Durant,17.19,11,64
43,0,20498,Briny Baird,17.17,17,99
44,0,20663,Brenden Pappas,17.14,12,70
45,0,06527,Steve Stricker,16.98,9,53
45,0,26289,Boo Weekley,16.98,9,53
47,0,01707,Steve Lowery,16.67,15,90
47,0,01797,Rocco Mediate,16.67,11,66
47,0,02257,Brian Watts,16.67,7,42
50,0,23125,Brad Elder,16.46,13,79
50,0,02002,John Riegger,16.46,13,79
52,0,06643,Paul Goydos,16.44,12,73
53,0,20029,Notah Begay III,16.42,11,67
54,0,19817,Michael Muehr,16.36,9,55
55,0,07721,Pat Bates,16.33,16,98
56,0,23614,Rich Beem,16.22,12,74
56,0,23108,Matt Kuchar,16.22,12,74
56,0,10649,Tom Scherrer,16.22,18,111
59,0,01203,Russ Cochran,16.13,10,62
59,0,01313,Steve Elkington,16.13,10,62
59,0,08545,Glen Hnatiuk,16.13,15,93
62,0,01948,Tim Petrovic,16.09,14,87
63,0,02106,Chris Smith,16.00,12,75
64,0,01771,Blaine McCallister,15.94,11,69
65,0,08931,Glen Day,15.93,18,113
66,0,10457,Frank Nobilo,15.91,14,88
67,0,01098,Jay Don Blake,15.84,16,101
68,0,01378,David Frost,15.79,12,76
69,0,01920,Craig Parry,15.71,11,70
70,0,01320,Bob Estes,15.63,15,96
70,0,02170,Hal Sutton,15.63,10,64
