RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,26951,Johnson Wagner,11' 8",2553.917,219,70,1"
2,0,12602,Dean Wilson,11' 5",1896.833,166,54,1"
3,0,06515,Shaun Micheel,11' 4",2011.167,177,56,4"
3,0,25457,Alexandre Rocha,11' 4",1586.750,140,68,3"
5,0,26420,Richard Johnson,11' 3",1524.917,136,61,9"
5,0,27939,Matt McQuillan,11' 3",1778.333,158,56,4"
7,0,02206,David Toms,11' 2",2484.750,222,59,1"
8,0,25572,Graeme McDowell,11' 1",1527.000,138,52,5"
8,0,22348,Nick O'Hern,11' 1",2685.333,243,50,2"
10,0,28679,Fabián Gómez,11' 0",2410.250,219,49,3"
10,0,32876,Martin Piller,11' 0",1668.583,152,62,2"
12,0,06004,Stephen Ames,10' 11",2025.083,185,65,1"
12,0,09011,David Duval,10' 11",1956.250,179,46,5"
12,0,28158,Steve Marino,10' 11",2501.000,229,49,2"
12,0,28486,Michael Putnam,10' 11",1759.833,161,58,4"
12,0,26668,Marc Turnesa,10' 11",1438.583,132,41,7"
17,0,24604,Hunter Haas,10' 10",3242.583,300,59,5"
17,0,10585,Scott McCarron,10' 10",1686.750,156,50,4"
17,0,31202,William McGirt,10' 10",3093.833,285,55,4"
20,0,20593,Greg Chalmers,10' 8",2579.583,242,64,4"
20,0,19846,Brian Gay,10' 8",2583.417,242,42,2"
20,0,28620,Aron Price,10' 8",1840.167,172,47,4"
20,0,22913,John Rollins,10' 8",2667.167,250,54,4"
20,0,33911,Nate Smith,10' 8",1595.417,149,39,9"
25,0,25900,Lucas Glover,10' 7",2366.583,223,64,1"
25,0,27974,Sung Kang,10' 7",1623.833,154,51,4"
25,0,30711,Colt Knost,10' 7",1944.917,184,47,1"
25,0,20572,Rod Pampling,10' 7",2104.083,199,47,2"
25,0,24361,Pat Perez,10' 7",2665.250,252,53,2"
25,0,26331,Charl Schwartzel,10' 7",1486.833,140,67,4"
31,0,22378,Trevor Immelman,10' 6",2187.167,208,60,1"
31,0,25396,Kevin Na,10' 6",2567.333,245,52,2"
31,0,26476,Chez Reavie,10' 6",3139.333,300,43,2"
34,0,22621,Ben Curtis,10' 5",2001.750,192,45,6"
34,0,29478,Kevin Kisner,10' 5",1744.083,167,63,1"
34,0,33413,Ben Martin,10' 5",2207.750,212,50,4"
34,0,01766,Billy Mayfair,10' 5",2982.083,286,67,3"
34,0,01948,Tim Petrovic,10' 5",2546.250,244,47,2"
34,0,33419,Cameron Tringale,10' 5",3398.167,325,59,2"
40,0,28087,Kris Blanks,10' 4",2811.917,272,46,3"
40,0,01116,Michael Bradley,10' 4",1914.750,185,46,5"
40,0,01313,Steve Elkington,10' 4",1308.500,127,62,4"
