RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,20663,Brenden Pappas,70.6,918,13
2,0,23788,D.J. Trahan,77.0,1386,18
3,0,20378,Mathias Grönberg,87.0,1044,12
4,0,26679,Kevin Stadler,87.2,1656,19
5,0,21753,Brian Davis,96.4,1350,14
6,0,20502,Michael Long,105.0,1260,12
7,0,21951,Joey Snyder III,110.3,1764,16
8,0,23409,James Driscoll,116.2,1278,11
9,0,23541,Ben Crane,121.1,1332,11
10,0,21805,Harrison Frazar,121.2,1818,15
11,0,20433,Mark Hensby,122.4,1224,10
12,0,24980,Scott Gutschewski,123.0,1476,12
13,0,01707,Steve Lowery,123.4,1728,14
14,0,01766,Billy Mayfair,132.0,1980,15
15,0,12645,Brent Geiberger,132.8,1062,8
16,0,08793,Tiger Woods,133.2,1332,10
17,0,22371,Aaron Baddeley,134.2,1476,11
17,0,12660,Jesper Parnevik,134.2,1476,11
19,0,21961,Charles Howell III,135.0,1620,12
19,0,01706,Davis Love III,135.0,1350,10
21,0,01226,Fred Couples,136.0,1224,9
22,0,10425,Jay Williamson,136.3,954,7
23,0,24507,Jason Bohn,136.5,1638,12
24,0,19824,Craig Barlow,138.6,1386,10
25,0,25900,Lucas Glover,140.7,1548,11
26,0,07223,Brian Bateman,141.0,1692,12
27,0,24604,Hunter Haas,142.2,1422,10
28,0,22913,John Rollins,142.5,1710,12
29,0,20766,Padraig Harrington,144.0,864,6
29,0,21498,Hideto Tanihara,144.0,864,6
31,0,21407,Arjun Atwal,146.3,1170,8
32,0,25240,D.A. Points,147.3,1620,11
33,0,23497,Tag Ridings,148.9,1638,11
34,0,01666,Bernhard Langer,150.8,1206,8
35,0,06567,Vijay Singh,150.9,1962,13
36,0,12823,Carlos Franco,152.0,1368,9
37,0,26758,David Hearn,153.0,1224,8
38,0,02206,David Toms,154.0,1386,9
39,0,23036,Chris Anderson,159.4,1116,7
40,0,10885,Robert Allenby,160.2,1602,10
41,0,21633,Steve Allan,160.4,1764,11
41,0,12680,Shigeki Maruyama,160.4,1764,11
43,0,24925,Jonathan Byrd,162.0,1782,11
43,0,24140,Sean O'Hair,162.0,1782,11
43,0,21949,Joe Ogilvie,162.0,1782,11
46,0,07867,Woody Austin,163.6,1800,11
47,0,23063,Scott Hend,164.3,1314,8
48,0,23322,Brett Wetterich,166.5,1332,8
49,0,20160,Charlie Wi,167.1,1170,7
50,0,20396,Lee Westwood,172.8,864,5
51,0,21209,Sergio Garcia,174.9,1224,7
52,0,01723,Andrew Magee,175.5,1404,8
53,0,27095,Nick Watney,178.0,1602,9
54,0,01142,Bart Bryant,182.0,1638,9
55,0,20157,Retief Goosen,183.0,1098,6
56,0,23623,Bo Van Pelt,183.3,2016,11
57,0,01418,Bill Glasson,187.2,936,5
58,0,23540,Jason Allred,187.7,1314,7
58,0,01797,Rocco Mediate,187.7,1314,7
60,0,06575,Dudley Hart,189.0,1512,8
60,0,20634,Peter Lonard,189.0,1512,8
62,0,10585,Scott McCarron,190.3,1332,7
63,0,12662,Thomas Levet,190.8,954,5
64,0,20498,Briny Baird,192.0,1728,9
65,0,06251,Chris DiMarco,192.9,1350,7
66,0,01249,John Daly,195.4,1368,7
67,0,23135,Tim Clark,195.8,1566,8
68,0,20645,John Senden,198.0,1782,9
69,0,23621,Rory Sabbatini,200.6,1404,7
70,0,10117,Bob Heintz,201.0,1206,6
71,0,24138,Ian Poulter,201.6,1008,5
72,0,06197,Michael Allen,202.5,1620,8
72,0,01161,Mark Calcavecchia,202.5,1620,8
74,0,23725,Brendan Jones,203.1,1422,7
74,0,06515,Shaun Micheel,203.1,1422,7
76,0,24502,Adam Scott,204.0,1224,6
77,0,01945,Kenny Perry,205.7,1440,7
78,0,01320,Bob Estes,207.0,1656,8
78,0,06573,Brandt Jobe,207.0,1656,8
80,0,22046,Geoff Ogilvy,209.3,1674,8
80,0,01948,Tim Petrovic,209.3,1674,8
80,0,02106,Chris Smith,209.3,1674,8
83,0,21731,Freddie Jacobson,213.0,1278,6
84,0,01941,Tom Pernice Jr.,214.0,1926,9
85,0,23983,Luke Donald,216.0,1080,5
85,0,11032,Frank Lickliter II,216.0,1728,8
87,0,25396,Kevin Na,221.1,1548,7
88,0,23325,Vaughn Taylor,222.8,1782,8
89,0,20628,Arron Oberholser,226.8,1134,5
89,0,01927,Dennis Paulson,226.8,1134,5
91,0,22621,Ben Curtis,234.0,1170,5
91,0,12454,Mario Tiziani,234.0,1170,5
93,0,10809,Jim Furyk,239.1,1674,7
94,0,23552,Hank Kuehne,240.0,1440,6
94,0,20691,Greg Owen,240.0,1440,6
96,0,01677,Tom Lehman,241.2,1206,5
97,0,02104,Jeff Sluman,241.7,1692,7
