RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,08793,Tiger Woods,1.96,348,178
2,0,06567,Vijay Singh,1.79,445,249
3,0,10809,Jim Furyk,1.65,362,220
4,0,01810,Phil Mickelson,1.62,330,204
5,0,26420,Richard Johnson,1.49,194,130
6,0,02206,David Toms,1.43,320,224
7,0,08123,Jeff Brehaut,1.42,252,177
7,0,06575,Dudley Hart,1.42,317,223
9,0,21805,Harrison Frazar,1.40,406,289
9,0,21209,Sergio Garcia,1.40,261,186
9,0,01766,Billy Mayfair,1.40,425,304
9,0,06373,José María Olazábal,1.40,194,139
9,0,22405,Justin Rose,1.40,356,254
9,0,02239,Scott Verplank,1.40,352,252
15,0,01139,Olin Browne,1.38,344,249
15,0,01361,Dan Forsman,1.38,191,138
15,0,12782,Tim Herron,1.38,391,283
15,0,01945,Kenny Perry,1.38,313,226
19,0,22046,Geoff Ogilvy,1.36,369,272
19,0,22293,Heath Slocum,1.36,355,261
19,0,06595,Kevin Sutherland,1.36,308,226
22,0,01142,Bart Bryant,1.35,344,255
22,0,25345,Carl Pettersson,1.35,387,286
22,0,20474,Phillip Price,1.35,266,197
22,0,20645,John Senden,1.35,366,272
22,0,02101,Joey Sindelar,1.35,387,287
27,0,06034,Marco Dawson,1.34,315,235
27,0,01706,Davis Love III,1.34,290,217
27,0,06527,Steve Stricker,1.34,243,182
30,0,22295,Darron Stiles,1.33,287,216
30,0,23623,Bo Van Pelt,1.33,436,328
32,0,21407,Arjun Atwal,1.32,272,206
32,0,23983,Luke Donald,1.32,210,159
32,0,02223,Bob Tway,1.32,295,224
35,0,20157,Retief Goosen,1.31,235,180
35,0,24980,Scott Gutschewski,1.31,328,251
35,0,12602,Dean Wilson,1.31,324,247
38,0,20099,Doug Barron,1.30,249,191
38,0,23135,Tim Clark,1.30,348,267
38,0,23541,Ben Crane,1.30,291,223
38,0,07749,Brett Quigley,1.30,337,260
42,0,20229,Stewart Cink,1.29,322,250
42,0,06251,Chris DiMarco,1.29,269,208
42,0,25900,Lucas Glover,1.29,327,254
42,0,24024,Zach Johnson,1.29,356,276
42,0,12680,Shigeki Maruyama,1.29,358,277
47,0,24507,Jason Bohn,1.28,328,256
47,0,23497,Tag Ridings,1.28,376,293
49,0,20850,Daniel Chopra,1.27,386,305
49,0,02010,Loren Roberts,1.27,183,144
49,0,21878,Mark Wilson,1.27,255,201
52,0,20498,Briny Baird,1.26,352,280
52,0,01320,Bob Estes,1.26,322,256
52,0,23353,J.J. Henry,1.26,352,280
52,0,27095,Nick Watney,1.26,326,259
56,0,02104,Jeff Sluman,1.25,325,261
56,0,20548,Hidemichi Tanaka,1.25,370,295
56,0,23325,Vaughn Taylor,1.25,384,306
59,0,10885,Robert Allenby,1.24,339,273
59,0,01313,Steve Elkington,1.24,223,180
59,0,10860,Justin Leonard,1.24,271,218
59,0,20663,Brenden Pappas,1.24,217,175
59,0,01941,Tom Pernice Jr.,1.24,381,308
64,0,20098,Stuart Appleby,1.23,286,232
64,0,12510,Chad Campbell,1.23,334,271
64,0,23320,Ryan Palmer,1.23,386,313
64,0,23322,Brett Wetterich,1.23,287,234
68,0,01226,Fred Couples,1.22,267,219
68,0,21350,Ryuji Imada,1.22,280,229
68,0,20094,Jonathan Kaye,1.22,281,230
68,0,06332,Neal Lancaster,1.22,349,287
68,0,24140,Sean O'Hair,1.22,366,300
68,0,20628,Arron Oberholser,1.22,220,181
74,0,01161,Mark Calcavecchia,1.21,345,284
74,0,21753,Brian Davis,1.21,280,232
74,0,06621,Joe Durant,1.21,287,238
74,0,20378,Mathias Grönberg,1.21,210,173
74,0,21961,Charles Howell III,1.21,319,264
74,0,20691,Greg Owen,1.21,290,240
80,0,01928,Corey Pavin,1.20,252,210
80,0,08385,Omar Uresti,1.20,298,249
82,0,01024,Billy Andrade,1.19,315,265
82,0,22371,Aaron Baddeley,1.19,308,259
82,0,24604,Hunter Haas,1.19,298,250
82,0,06573,Brandt Jobe,1.19,342,287
82,0,08075,Jerry Kelly,1.19,343,288
82,0,20382,Stephen Leaney,1.19,301,254
82,0,24361,Pat Perez,1.19,321,269
82,0,24502,Adam Scott,1.19,248,209
82,0,02214,Kirk Triplett,1.19,184,154
91,0,07867,Woody Austin,1.18,384,325
91,0,01329,Brad Faxon,1.18,264,223
91,0,12823,Carlos Franco,1.18,267,226
91,0,10117,Bob Heintz,1.18,263,222
91,0,02246,Duffy Waldorf,1.18,308,262
96,0,01388,Robert Gamez,1.17,338,290
96,0,10733,Kent Jones,1.17,363,310
96,0,01707,Steve Lowery,1.17,361,308
96,0,21949,Joe Ogilvie,1.17,381,326
96,0,20572,Rod Pampling,1.17,317,270
101,0,01035,Tommy Armour III,1.16,346,299
101,0,01553,John Huston,1.16,326,281
101,0,23725,Brendan Jones,1.16,277,239
101,0,01685,J.L. Lewis,1.16,350,301
101,0,24781,Hunter Mahan,1.16,383,331
101,0,10425,Jay Williamson,1.16,178,154
107,0,24925,Jonathan Byrd,1.15,366,317
107,0,26679,Kevin Stadler,1.15,352,305
107,0,12454,Mario Tiziani,1.15,221,192
107,0,23788,D.J. Trahan,1.15,285,247
107,0,23349,Charles Warren,1.15,337,292
112,0,24357,K.J. Choi,1.14,259,227
112,0,19846,Brian Gay,1.14,331,290
112,0,01797,Rocco Mediate,1.14,255,223
112,0,12660,Jesper Parnevik,1.14,285,251
112,0,01948,Tim Petrovic,1.14,318,279
112,0,02106,Chris Smith,1.14,352,309
112,0,21951,Joey Snyder III,1.14,350,307
119,0,19824,Craig Barlow,1.13,284,251
119,0,12652,Cameron Beckman,1.13,337,299
119,0,01381,Fred Funk,1.13,314,278
119,0,11032,Frank Lickliter II,1.13,360,319
119,0,22913,John Rollins,1.13,351,311
119,0,22548,Patrick Sheehan,1.13,410,363
125,0,08537,J.P. Hayes,1.12,227,203
125,0,01677,Tom Lehman,1.12,232,207
125,0,26287,Roland Thatcher,1.12,254,226
128,0,20623,Gavin Coles,1.11,242,219
129,0,20121,Todd Fischer,1.10,343,311
129,0,24912,Will MacKenzie,1.10,266,242
129,0,25396,Kevin Na,1.10,299,271
129,0,25240,D.A. Points,1.10,311,282
133,0,01666,Bernhard Langer,1.09,226,208
133,0,01724,Jeff Maggert,1.09,265,243
135,0,06004,Stephen Ames,1.08,268,249
135,0,07223,Brian Bateman,1.08,339,315
135,0,01577,Lee Janzen,1.08,255,237
138,0,23409,James Driscoll,1.07,237,222
138,0,21731,Freddie Jacobson,1.07,245,230
138,0,21959,Ted Purdy,1.07,444,416
138,0,20812,Tjaart van der Walt,1.07,192,179
138,0,20160,Charlie Wi,1.07,224,209
143,0,26758,David Hearn,1.06,237,224
143,0,08545,Glen Hnatiuk,1.06,185,175
143,0,23108,Matt Kuchar,1.06,191,180
146,0,06197,Michael Allen,1.05,319,303
146,0,08931,Glen Day,1.05,265,252
148,0,10201,Matt Gogel,1.04,250,241
148,0,20634,Peter Lonard,1.04,290,280
150,0,01042,Paul Azinger,1.03,237,229
150,0,01157,Tom Byrum,1.03,269,261
150,0,19972,José Coceres,1.03,184,179
150,0,01249,John Daly,1.03,289,280
150,0,19881,Robert Damron,1.03,292,284
150,0,08725,Tom Gillis,1.03,254,246
150,0,21806,Paul Gow,1.03,253,246
150,0,10585,Scott McCarron,1.03,260,253
150,0,23621,Rory Sabbatini,1.03,281,274
159,0,24227,Justin Bolli,1.01,218,215
159,0,01473,Todd Hamilton,1.01,315,313
161,0,21633,Steve Allan,.99,344,347
161,0,20472,Alex Cejka,.99,264,267
163,0,01219,John Cook,.98,235,241
163,0,20766,Padraig Harrington,.98,168,171
163,0,20433,Mark Hensby,.98,251,255
163,0,23552,Hank Kuehne,.98,287,294
163,0,06515,Shaun Micheel,.98,258,264
168,0,12826,Paul Claxton,.97,257,266
168,0,10423,Mike Weir,.97,216,223
170,0,12645,Brent Geiberger,.96,185,192
170,0,01457,Jay Haas,.96,170,177
170,0,01723,Andrew Magee,.96,265,276
173,0,23036,Chris Anderson,.95,209,221
173,0,01823,Larry Mize,.95,159,167
175,0,01418,Bill Glasson,.94,160,171
175,0,20502,Michael Long,.94,228,243
177,0,23063,Scott Hend,.93,269,290
177,0,01619,Skip Kendall,.93,241,260
179,0,07457,Steve Flesch,.92,280,306
179,0,08993,Franklin Langham,.92,267,290
179,0,01887,Mark O'Meara,.92,195,211
179,0,20396,Lee Westwood,.92,160,173
183,0,01487,Jeff Hart,.91,183,202
184,0,01127,Danny Briggs,.90,210,234
184,0,10962,Bradley Hughes,.90,163,181
186,0,24138,Ian Poulter,.89,183,205
187,0,01132,Mark Brooks,.87,214,245
188,0,01927,Dennis Paulson,.86,203,235
189,0,23614,Rich Beem,.85,197,232
190,0,24290,D.J. Brigman,.83,233,280
190,0,20127,Chris Riley,.83,191,230
192,0,22621,Ben Curtis,.82,192,234
192,0,06599,John Elliott,.82,188,229
194,0,23540,Jason Allred,.80,231,290
194,0,28088,Matt Davidson,.80,164,206
194,0,25847,Rob Rashell,.80,194,242
194,0,21498,Hideto Tanihara,.80,146,183
198,0,01761,Len Mattiace,.78,247,318
199,0,01175,Jim Carter,.75,158,211
200,0,01599,Steve Jones,.74,143,194
201,0,10912,Craig Perks,.73,196,267
202,0,12662,Thomas Levet,.72,159,221
