RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24781,Hunter Mahan,91' 7",91.583,1
2,0,24024,Zach Johnson,84' 9",84.750,1
3,0,21731,Freddie Jacobson,71' 11",71.917,1
4,0,23548,Bill Lunde,71' 9",143.500,2
5,0,22371,Aaron Baddeley,66' 10",66.833,1
6,0,27141,J.B. Holmes,66' 7",133.083,2
7,0,28780,Nicholas Thompson,62' 11",62.917,1
8,0,07867,Woody Austin,62' 7",62.583,1
9,0,12714,Chris Tidland,61' 11",61.917,1
10,0,32102,Rickie Fowler,61' 5",122.750,2
11,0,23673,Michael Connell,60' 8",60.667,1
12,0,28307,Matt Every,59' 3",118.417,2
13,0,20436,Garrett Willis,59' 2",59.167,1
14,0,20160,Charlie Wi,58' 2",58.167,1
15,0,20378,Mathias Grönberg,56' 9",56.750,1
16,0,20229,Stewart Cink,56' 2",56.167,1
16,0,10425,Jay Williamson,56' 2",56.167,1
18,0,12782,Tim Herron,55' 3",110.417,2
19,0,24663,Y.E. Yang,55' 1",55.083,1
20,0,23409,James Driscoll,54' 7",109.083,2
21,0,20098,Stuart Appleby,54' 0",54.000,1
22,0,26596,Ryan Moore,53' 1",53.083,1
22,0,25892,Steve Wheatcroft,53' 1",53.083,1
24,0,09011,David Duval,50' 0",149.917,3
25,0,27330,Josh Teater,49' 10",99.583,2
26,0,07749,Brett Quigley,49' 7",99.083,2
27,0,06643,Paul Goydos,49' 4",49.333,1
28,0,27095,Nick Watney,47' 8",95.333,2
29,0,21350,Ryuji Imada,47' 5",47.417,1
30,0,23623,Bo Van Pelt,46' 3",138.750,3
31,0,20691,Greg Owen,45' 0",90.000,2
32,0,22378,Trevor Immelman,43' 0",43.000,1
33,0,23718,Nathan Green,38' 5",76.750,2
34,0,23325,Vaughn Taylor,38' 4",38.333,1
35,0,21949,Joe Ogilvie,37' 10",227.167,6
36,0,26301,James Nitties,37' 6",112.417,3
37,0,21753,Brian Davis,36' 5",72.750,2
38,0,01320,Bob Estes,36' 4",36.333,1
39,0,20105,Jeff Gove,36' 3",36.250,1
40,0,20070,Matt Bettencourt,36' 1",72.083,2
40,0,24912,Will MacKenzie,36' 1",72.167,2
42,0,26881,Jarrod Lyle,35' 9",35.750,1
43,0,22046,Geoff Ogilvy,33' 9",33.750,1
44,0,06595,Kevin Sutherland,32' 7",32.583,1
45,0,26695,Michael Letzig,31' 6",63.000,2
46,0,01724,Jeff Maggert,30' 11",61.833,2
47,0,25686,Jason Dufner,30' 7",91.750,3
48,0,29221,Webb Simpson,30' 6",30.500,1
49,0,01766,Billy Mayfair,30' 5",30.417,1
50,0,26287,Roland Thatcher,29' 7",29.583,1
51,0,10423,Mike Weir,28' 5",28.417,1
52,0,08725,Tom Gillis,26' 2",26.167,1
52,0,23307,Roger Tambellini,26' 2",52.333,2
54,0,01948,Tim Petrovic,25' 6",50.917,2
55,0,27302,Garth Mulroy,25' 4",25.333,1
56,0,28500,Martin Flores,24' 7",24.583,1
57,0,27613,David Lutterus,24' 1",24.083,1
58,0,23788,D.J. Trahan,24' 0",48.000,2
59,0,22405,Justin Rose,23' 4",23.333,1
60,0,08537,J.P. Hayes,22' 8",22.667,1
61,0,27214,Kevin Streelman,21' 4",21.333,1
62,0,01161,Mark Calcavecchia,21' 3",21.250,1
63,0,26951,Johnson Wagner,21' 1",21.083,1
64,0,12510,Chad Campbell,13' 2",13.167,1
65,0,12652,Cameron Beckman,12' 10",12.833,1
66,0,27060,John Mallinger,12' 5",24.750,2
67,0,24502,Adam Scott,11' 5",11.417,1
68,0,23621,Rory Sabbatini,10' 0",10.000,1
69,0,12755,Vance Veazey,7' 1",7.083,1
70,0,01706,Davis Love III,3' 3",3.250,1
