RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,28475,Jeff Overton,52
2,0,23638,Brendon de Jonge,48
3,0,20104,Ken Duke,47
4,0,29289,S.Y. Noh,41
4,0,06567,Vijay Singh,41
6,0,21961,Charles Howell III,40
6,0,25632,Jimmy Walker,40
8,0,33141,Keegan Bradley,38
8,0,23108,Matt Kuchar,38
10,0,34021,Bud Cauley,37
10,0,28455,Will Claxton,37
10,0,24358,Robert Garrigus,37
10,0,26758,David Hearn,37
10,0,25818,Scott Piercy,37
10,0,29221,Webb Simpson,37
16,0,29910,Blake Adams,36
16,0,25686,Jason Dufner,36
16,0,27644,Brian Harman,36
16,0,06527,Steve Stricker,36
20,0,34174,John Huh,35
20,0,08075,Jerry Kelly,35
20,0,26596,Ryan Moore,35
20,0,25240,D.A. Points,35
20,0,27649,Brandt Snedeker,35
20,0,27214,Kevin Streelman,35
26,0,32200,Roberto Castro,34
26,0,30750,Tommy Gainey,34
26,0,30926,Chris Kirk,34
26,0,25345,Carl Pettersson,34
26,0,23623,Bo Van Pelt,34
26,0,27095,Nick Watney,34
26,0,08793,Tiger Woods,34
33,0,28500,Martin Flores,33
33,0,24024,Zach Johnson,33
33,0,31202,William McGirt,33
33,0,28237,Rory McIlroy,33
33,0,20691,Greg Owen,33
33,0,27963,Chris Stroud,33
39,0,34099,Harris English,32
39,0,10809,Jim Furyk,32
39,0,24140,Sean O'Hair,32
39,0,23320,Ryan Palmer,32
39,0,23621,Rory Sabbatini,32
39,0,20645,John Senden,32
39,0,27330,Josh Teater,32
39,0,26951,Johnson Wagner,32
47,0,21753,Brian Davis,31
48,0,27120,Troy Matteson,30
48,0,25396,Kevin Na,30
48,0,26329,Louis Oosthuizen,30
48,0,26679,Kevin Stadler,30
48,0,25834,Daniel Summerhays,30
53,0,27895,Jonas Blixt,29
53,0,27436,Graham DeLaet,29
53,0,12782,Tim Herron,29
53,0,35139,Richard Lee,29
53,0,23548,Bill Lunde,29
53,0,01724,Jeff Maggert,29
53,0,24361,Pat Perez,29
53,0,30110,Kyle Stanley,29
61,0,12510,Chad Campbell,28
61,0,01320,Bob Estes,28
61,0,08725,Tom Gillis,28
61,0,31558,J.J. Killeen,28
61,0,33122,Russell Knox,28
61,0,27933,John Merrick,28
61,0,01810,Phil Mickelson,28
61,0,22405,Justin Rose,28
69,0,20098,Stuart Appleby,27
69,0,32366,Kevin Chappell,27
69,0,23204,Gary Christian,27
69,0,06522,Ernie Els,27
69,0,28307,Matt Every,27
69,0,30925,Dustin Johnson,27
69,0,27466,Spencer Levin,27
69,0,29476,Kyle Reifers,27
69,0,33419,Cameron Tringale,27
78,0,23983,Luke Donald,26
78,0,32102,Rickie Fowler,26
78,0,19846,Brian Gay,26
78,0,23353,J.J. Henry,26
78,0,12716,Charley Hoffman,26
78,0,29420,Billy Horschel,26
78,0,01797,Rocco Mediate,26
78,0,22293,Heath Slocum,26
78,0,27770,Camilo Villegas,26
87,0,24846,Ricky Barnes,25
87,0,24924,Bill Haas,25
87,0,27141,J.B. Holmes,25
87,0,27936,Martin Laird,25
87,0,23800,Bryce Molder,25
87,0,26476,Chez Reavie,25
87,0,32150,Michael Thompson,25
87,0,25804,Bubba Watson,25
95,0,28259,Sangmoon Bae,24
95,0,23541,Ben Crane,24
95,0,22621,Ben Curtis,24
95,0,32698,Bobby Gates,24
95,0,30944,Jason Kokrak,24
95,0,29926,Danny Lee,24
95,0,01706,Davis Love III,24
95,0,01766,Billy Mayfair,24
95,0,22913,John Rollins,24
104,0,33120,Mark Anderson,23
104,0,20593,Greg Chalmers,23
104,0,23409,James Driscoll,23
104,0,23718,Nathan Green,23
104,0,20766,Padraig Harrington,23
104,0,30711,Colt Knost,23
104,0,24781,Hunter Mahan,23
104,0,22961,David Mathis,23
104,0,24490,George McNeill,23
104,0,20572,Rod Pampling,23
104,0,27556,Ted Potter Jr.,23
104,0,10213,Dicky Pride,23
104,0,26331,Charl Schwartzel,23
104,0,20160,Charlie Wi,23
118,0,21407,Arjun Atwal,22
118,0,24494,Erik Compton,22
118,0,06251,Chris DiMarco,22
118,0,21209,Sergio Garcia,22
118,0,23325,Vaughn Taylor,22
118,0,26289,Boo Weekley,22
124,0,22371,Aaron Baddeley,21
124,0,32334,Charlie Beljan,21
124,0,20623,Gavin Coles,21
124,0,11123,Chris Couch,21
124,0,24138,Ian Poulter,21
124,0,30927,Brendon Todd,21
124,0,23788,D.J. Trahan,21
131,0,10885,Robert Allenby,20
131,0,12652,Cameron Beckman,20
131,0,24357,K.J. Choi,20
131,0,23135,Tim Clark,20
131,0,20574,Mathew Goggin,20
131,0,21350,Ryuji Imada,20
131,0,27060,John Mallinger,20
131,0,25572,Graeme McDowell,20
131,0,22348,Nick O'Hern,20
131,0,24502,Adam Scott,20
131,0,30692,Scott Stallings,20
131,0,20396,Lee Westwood,20
143,0,28087,Kris Blanks,19
143,0,24507,Jason Bohn,19
143,0,29479,Scott Brown,19
143,0,20229,Stewart Cink,19
143,0,24604,Hunter Haas,19
143,0,10860,Justin Leonard,19
143,0,27302,Garth Mulroy,19
143,0,22046,Geoff Ogilvy,19
143,0,29518,Brendan Steele,19
152,0,20070,Matt Bettencourt,18
152,0,24925,Jonathan Byrd,18
152,0,01249,John Daly,18
152,0,28089,Jason Day,18
152,0,28308,Troy Kelly,18
152,0,29478,Kevin Kisner,18
152,0,02206,David Toms,18
152,0,27064,Jhonattan Vegas,18
152,0,21878,Mark Wilson,18
161,0,06573,Brandt Jobe,17
161,0,25457,Alexandre Rocha,17
161,0,21528,Henrik Stenson,17
161,0,26287,Roland Thatcher,17
165,0,23542,Tommy Biershenk,16
165,0,28093,Miguel Angel Carballo,16
165,0,21805,Harrison Frazar,16
165,0,22378,Trevor Immelman,16
165,0,26851,Marc Leishman,16
165,0,01948,Tim Petrovic,16
165,0,24663,Y.E. Yang,16
172,0,01116,Michael Bradley,15
172,0,06036,Scott Dunlap,15
172,0,29222,Billy Hurley III,15
172,0,21731,Freddie Jacobson,15
172,0,34360,Patrick Reed,15
172,0,20127,Chris Riley,15
172,0,02246,Duffy Waldorf,15
172,0,25892,Steve Wheatcroft,15
180,0,20848,Ángel Cabrera,14
180,0,20850,Daniel Chopra,14
180,0,27797,Derek Lamely,14
180,0,01941,Tom Pernice Jr.,14
184,0,10505,Shane Bertsch,13
184,0,25274,Steven Bowditch,13
184,0,30852,Ryo Ishikawa,13
184,0,22548,Patrick Sheehan,13
188,0,26300,Matt Jones,12
188,0,27974,Sung Kang,12
188,0,19970,Robert Karlsson,12
188,0,24940,Edward Loar,12
188,0,25562,Andres Romero,12
188,0,31323,Gary Woodland,12
194,0,06004,Stephen Ames,11
194,0,20472,Alex Cejka,11
194,0,22582,Kyle Thompson,11
197,0,35450,Patrick Cantlay,10
197,0,23452,Nicolas Colsaerts,10
197,0,06034,Marco Dawson,10
197,0,20157,Retief Goosen,10
197,0,29461,Jamie Lovemark,10
197,0,26881,Jarrod Lyle,10
197,0,20436,Garrett Willis,10
204,0,06621,Joe Durant,9
204,0,22792,Peter Hanson,9
204,0,01577,Lee Janzen,9
207,0,20498,Briny Baird,8
208,0,10944,Thomas Bjørn,7
208,0,25900,Lucas Glover,7
208,0,35539,Luke Guthrie,7
208,0,36690,Hunter Hamrick,7
208,0,31401,Zack Miller,7
208,0,21949,Joe Ogilvie,7
214,0,24461,Thomas Aiken,6
214,0,25369,Jamie Donaldson,6
214,0,23903,Stephen Gangluff,6
214,0,22892,Jason Gore,6
214,0,06643,Paul Goydos,6
214,0,27408,Martin Kaymer,6
214,0,28158,Steve Marino,6
214,0,06515,Shaun Micheel,6
222,0,07867,Woody Austin,5
222,0,23614,Rich Beem,5
222,0,01473,Todd Hamilton,5
222,0,19958,Miguel Angel Jiménez,5
222,0,25198,Francesco Molinari,5
222,0,35541,John Peterson,5
222,0,08375,Paul Stankowski,5
222,0,26668,Marc Turnesa,5
230,0,01388,Robert Gamez,4
230,0,20859,Anders Hansen,4
230,0,10733,Kent Jones,4
230,0,01619,Skip Kendall,4
230,0,29718,Anthony Kim,4
230,0,28258,K.T. Kim,4
230,0,28300,Joost Luiten,4
230,0,27939,Matt McQuillan,4
230,0,28118,Peter Tomasulo,4
239,0,19824,Craig Barlow,3
239,0,01142,Bart Bryant,3
239,0,26500,Alejandro Cañizares,3
239,0,25364,Paul Casey,3
239,0,09011,David Duval,3
239,0,24083,Marcus Fraser,3
239,0,29419,Tadd Fujikawa,3
239,0,01381,Fred Funk,3
239,0,29974,Branden Grace,3
239,0,20378,Mathias Grönberg,3
239,0,33520,Randall Hutchison,3
239,0,26420,Richard Johnson,3
239,0,35879,Kelly Kraft,3
239,0,19904,Paul Lawrie,3
239,0,27349,Alex Noren,3
239,0,33968,Thorbjørn Olesen,3
239,0,01928,Corey Pavin,3
239,0,01945,Kenny Perry,3
239,0,34358,Jonathan Randolph,3
239,0,25321,Lee Slattery,3
239,0,21951,Joey Snyder III,3
239,0,34046,Jordan Spieth,3
239,0,06595,Kevin Sutherland,3
239,0,02294,Willie Wood,3
263,0,20771,Steven Alker,2
263,0,06197,Michael Allen,2
263,0,23048,Eric Axley,2
263,0,32622,Matthew Baldwin,2
263,0,20029,Notah Begay III,2
263,0,06214,Guy Boros,2
263,0,34255,Joseph Bramlett,2
263,0,01132,Mark Brooks,2
263,0,26499,Rafa Cabrera Bello,2
263,0,01161,Mark Calcavecchia,2
263,0,35540,Albin Choi,2
263,0,19825,Darren Clarke,2
263,0,25720,Chad Collins,2
263,0,01226,Fred Couples,2
263,0,24512,Simon Dyson,2
263,0,37273,Derek Ernst,2
263,0,29720,Andres Gonzales,2
263,0,31557,Jim Herman,2
263,0,25444,Justin Hicks,2
263,0,23552,Hank Kuehne,2
263,0,22806,Doug LaBelle II,2
263,0,06332,Neal Lancaster,2
263,0,34261,Scott Langley,2
263,0,01707,Steve Lowery,2
263,0,21099,David Lynn,2
263,0,24912,Will MacKenzie,2
263,0,01761,Len Mattiace,2
263,0,36684,Dustin Morris,2
263,0,27118,Toshinori Muto,2
263,0,28486,Michael Putnam,2
263,0,07749,Brett Quigley,2
263,0,01978,Fran Quinn,2
263,0,25190,Jeff Quinney,2
263,0,26539,Robert Rock,2
263,0,02049,Gene Sauers,2
263,0,29223,Sam Saunders,2
263,0,33448,Justin Thomas,2
263,0,06078,Esteban Toledo,2
263,0,08385,Omar Uresti,2
263,0,02239,Scott Verplank,2
263,0,37340,Chase Wright,2
304,0,25936,Alex Aragon,1
304,0,29741,Victor Ciesielski,1
304,0,20698,Adilson da Silva,1
304,0,19881,Robert Damron,1
304,0,08931,Glen Day,1
304,0,10875,Todd Demsey,1
304,0,25539,Rafael Echenique,1
304,0,01313,Steve Elkington,1
304,0,01334,Keith Fergus,1
304,0,22051,Ben Ferguson,1
304,0,25191,Gonzalo Fernandez-Castaño,1
304,0,27896,Ross Fisher,1
304,0,36670,Jonathan Fly,1
304,0,29740,Brad Fritsch,1
304,0,31646,Emiliano Grillo,1
304,0,34563,Chesson Hadley,1
304,0,33399,Adam Hadwin,1
304,0,33451,Matt Hill,1
304,0,33490,Bo Hoag,1
304,0,01557,John Inman,1
304,0,24511,Thongchai Jaidee,1
304,0,23725,Brendan Jones,1
304,0,24957,Simon Khan,1
304,0,35087,Bio Kim,1
304,0,36884,Ben Kohles,1
304,0,30008,Jbe' Kruger,1
304,0,31420,Anirban Lahiri,1
304,0,21207,José Manuel Lara,1
304,0,27503,Steve LeBrun,1
304,0,01677,Tom Lehman,1
304,0,11032,Frank Lickliter II,1
304,0,33199,Matteo Manassero,1
304,0,33680,David Markle,1
304,0,24449,Parker McLachlin,1
304,0,34469,Joey McLister,1
304,0,34305,Daniel Miernicki,1
304,0,25842,Jon Mills,1
304,0,37341,Jordan Mitchell,1
304,0,29256,James Morrison,1
304,0,20628,Arron Oberholser,1
304,0,27119,Koumei Oda,1
304,0,06373,José María Olazábal,1
304,0,22400,Hennie Otto,1
304,0,26444,Juvic Pagunsan,1
304,0,12660,Jesper Parnevik,1
304,0,31007,Andrew Parr,1
304,0,20095,Carl Paulson,1
304,0,35451,Scott Pinckney,1
304,0,01968,Nick Price,1
304,0,32508,Chad Proehl,1
304,0,21959,Ted Purdy,1
304,0,27072,Alvaro Quiros,1
304,0,36883,Zack Reeves,1
304,0,36699,Patrick Rodgers,1
304,0,37023,Tyler Rody,1
304,0,24459,Richard Sterne,1
304,0,26808,Tadahiro Takayama,1
304,0,26595,Derek Tolan,1
304,0,02214,Kirk Triplett,1
304,0,32333,Kevin Tway,1
304,0,02245,Grant Waite,1
304,0,02256,Tom Watson,1
304,0,33117,Dale Whitnell,1
304,0,32139,Danny Willett,1
304,0,26392,Chris Wilson,1
304,0,26497,Casey Wittenberg,1
