RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
113,0,34098,Russell Henley,52.27%,23,44
114,0,40250,Taylor Pendrith,52.24%,35,67
115,0,56762,Will Gordon,52.17%,36,69
115,0,48117,Kurt Kitayama,52.17%,24,46
117,0,22371,Aaron Baddeley,52.08%,25,48
117,0,35506,Mackenzie Hughes,52.08%,25,48
119,0,52955,Ludvig Åberg,52.00%,13,25
120,0,33448,Justin Thomas,51.92%,27,52
121,0,54783,Dylan Wu,51.85%,28,54
122,0,22056,Cameron Percy,51.61%,16,31
123,0,37275,Sam Ryder,51.47%,35,68
124,0,35901,Paul Haley II,51.43%,36,70
124,0,49947,Taylor Moore,51.43%,36,70
126,0,12716,Charley Hoffman,51.35%,19,37
127,0,52411,Kyle Westmoreland,51.16%,22,43
128,0,48081,Xander Schauffele,51.02%,25,49
128,0,29221,Webb Simpson,51.02%,25,49
130,0,33653,Thomas Detry,50.91%,28,55
130,0,48699,Callum Tarren,50.91%,28,55
130,0,58967,Trevor Werbylo,50.91%,28,55
133,0,47128,Richy Werenski,50.68%,37,73
134,0,51414,Brent Grant,50.00%,26,52
134,0,39954,Cody Gribble,50.00%,14,28
134,0,27974,Sung Kang,50.00%,12,24
137,0,54628,Lee Hodges,49.18%,30,61
138,0,57366,Cameron Young,49.06%,26,53
139,0,51070,Vincent Norrman,48.94%,23,47
140,0,28252,Seamus Power,48.89%,22,45
140,0,46970,Jon Rahm,48.89%,22,45
142,0,52375,Doug Ghim,48.78%,20,41
142,0,50493,Justin Suh,48.78%,40,82
144,0,35461,Beau Hossler,48.72%,38,78
145,0,36801,Mark Hubbard,48.53%,33,68
146,0,28775,Nate Lashley,48.39%,30,62
147,0,33122,Russell Knox,48.33%,29,60
147,0,49960,Sepp Straka,48.33%,29,60
149,0,25818,Scott Piercy,48.28%,28,58
150,0,39997,Corey Conners,48.08%,25,52
151,0,36326,David Lipsky,47.95%,35,73
152,0,32333,Kevin Tway,47.83%,22,46
153,0,48119,Ben Taylor,47.54%,29,61
154,0,19803,Ryan Armour,47.46%,28,59
155,0,51349,Nico Echavarria,47.17%,25,53
156,0,33141,Keegan Bradley,47.06%,24,51
157,0,28420,Ryan Brehm,46.88%,30,64
158,0,55182,Tom Kim,46.55%,27,58
158,0,35879,Kelly Kraft,46.55%,27,58
160,0,49453,Trevor Cone,46.34%,19,41
161,0,26476,Chez Reavie,46.15%,30,65
162,0,47988,Nick Hardy,45.98%,40,87
163,0,40006,Erik van Rooyen,45.95%,17,37
164,0,31646,Emiliano Grillo,45.78%,38,83
165,0,32366,Kevin Chappell,45.45%,10,22
165,0,48867,Matti Schmid,45.45%,20,44
167,0,48887,Matt Wallace,44.83%,26,58
168,0,52374,Brandon Wu,44.78%,30,67
169,0,35532,Tom Hoge,44.62%,29,65
170,0,32662,Michael Gligic,43.75%,21,48
170,0,27095,Nick Watney,43.75%,14,32
172,0,46414,Aaron Rai,43.40%,23,53
173,0,31557,Jim Herman,43.24%,16,37
174,0,47079,Harrison Endycott,43.10%,25,58
175,0,29420,Billy Horschel,42.86%,18,42
176,0,36724,Augusto Núñez,42.22%,19,45
177,0,52372,Cameron Champ,42.00%,21,50
178,0,51997,Andrew Novak,41.38%,24,58
178,0,35617,Martin Trainer,41.38%,12,29
180,0,45609,Tyler Duncan,41.27%,26,63
181,0,55708,Hayden Buckley,41.18%,21,51
182,0,31323,Gary Woodland,40.91%,27,66
183,0,24024,Zach Johnson,40.74%,22,54
184,0,27129,Luke List,40.32%,25,62
185,0,47995,Davis Riley,39.39%,26,66
186,0,39335,Kevin Roy,39.29%,11,28
187,0,39058,Lucas Herbert,39.02%,16,41
188,0,29970,Dylan Frittelli,38.89%,21,54
189,0,32448,James Hahn,37.78%,17,45
190,0,37338,Zecheng Dou,37.50%,18,48
191,0,34431,Robert Streb,35.29%,18,51
192,0,51491,Brandon Matthews,32.50%,13,40
193,0,20229,Stewart Cink,31.82%,14,44
