RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,11032,Frank Lickliter II,18
1,0,01723,Andrew Magee,18
3,0,12680,Shigeki Maruyama,17
4,0,20850,Daniel Chopra,15
4,0,19972,José Coceres,15
4,0,20623,Gavin Coles,15
4,0,21959,Ted Purdy,15
4,0,22405,Justin Rose,15
4,0,22548,Patrick Sheehan,15
10,0,21633,Steve Allan,14
10,0,07867,Woody Austin,14
10,0,22371,Aaron Baddeley,14
10,0,24227,Justin Bolli,14
10,0,20472,Alex Cejka,14
10,0,24024,Zach Johnson,14
10,0,20502,Michael Long,14
17,0,01249,John Daly,13
17,0,25900,Lucas Glover,13
17,0,01766,Billy Mayfair,13
17,0,01941,Tom Pernice Jr.,13
17,0,23497,Tag Ridings,13
17,0,22295,Darron Stiles,13
23,0,06197,Michael Allen,12
23,0,23540,Jason Allred,12
23,0,24507,Jason Bohn,12
23,0,01132,Mark Brooks,12
23,0,23541,Ben Crane,12
23,0,06034,Marco Dawson,12
23,0,21806,Paul Gow,12
23,0,24604,Hunter Haas,12
23,0,06332,Neal Lancaster,12
23,0,25396,Kevin Na,12
23,0,23621,Rory Sabbatini,12
23,0,21498,Hideto Tanihara,12
35,0,12652,Cameron Beckman,11
35,0,01139,Olin Browne,11
35,0,06251,Chris DiMarco,11
35,0,24980,Scott Gutschewski,11
35,0,20094,Jonathan Kaye,11
35,0,23108,Matt Kuchar,11
35,0,01706,Davis Love III,11
35,0,20572,Rod Pampling,11
35,0,12660,Jesper Parnevik,11
35,0,01948,Tim Petrovic,11
35,0,25345,Carl Pettersson,11
35,0,22293,Heath Slocum,11
35,0,06595,Kevin Sutherland,11
35,0,26287,Roland Thatcher,11
35,0,02206,David Toms,11
35,0,23788,D.J. Trahan,11
51,0,12826,Paul Claxton,10
51,0,19881,Robert Damron,10
51,0,20121,Todd Fischer,10
51,0,20766,Padraig Harrington,10
51,0,23725,Brendan Jones,10
51,0,01685,J.L. Lewis,10
51,0,10585,Scott McCarron,10
51,0,27095,Nick Watney,10
59,0,01024,Billy Andrade,9
59,0,01035,Tommy Armour III,9
59,0,21407,Arjun Atwal,9
59,0,23614,Rich Beem,9
59,0,24290,D.J. Brigman,9
59,0,08931,Glen Day,9
59,0,01381,Fred Funk,9
59,0,01388,Robert Gamez,9
59,0,08725,Tom Gillis,9
59,0,01418,Bill Glasson,9
59,0,01487,Jeff Hart,9
59,0,06573,Brandt Jobe,9
59,0,01619,Skip Kendall,9
59,0,08993,Franklin Langham,9
59,0,01677,Tom Lehman,9
59,0,01707,Steve Lowery,9
59,0,22046,Geoff Ogilvy,9
59,0,01928,Corey Pavin,9
59,0,25240,D.A. Points,9
59,0,22913,John Rollins,9
59,0,02104,Jeff Sluman,9
59,0,06527,Steve Stricker,9
59,0,02239,Scott Verplank,9
59,0,12602,Dean Wilson,9
83,0,10885,Robert Allenby,8
83,0,20098,Stuart Appleby,8
83,0,12510,Chad Campbell,8
83,0,24357,K.J. Choi,8
83,0,23135,Tim Clark,8
83,0,21753,Brian Davis,8
83,0,23409,James Driscoll,8
83,0,01329,Brad Faxon,8
83,0,07457,Steve Flesch,8
83,0,12823,Carlos Franco,8
83,0,10809,Jim Furyk,8
83,0,10201,Matt Gogel,8
83,0,20378,Mathias Grönberg,8
83,0,01473,Todd Hamilton,8
83,0,12782,Tim Herron,8
83,0,10962,Bradley Hughes,8
83,0,21350,Ryuji Imada,8
83,0,10733,Kent Jones,8
83,0,20382,Stephen Leaney,8
83,0,01797,Rocco Mediate,8
83,0,21949,Joe Ogilvie,8
83,0,20663,Brenden Pappas,8
83,0,25847,Rob Rashell,8
83,0,20127,Chris Riley,8
83,0,02101,Joey Sindelar,8
83,0,06567,Vijay Singh,8
83,0,21951,Joey Snyder III,8
83,0,26679,Kevin Stadler,8
83,0,20548,Hidemichi Tanaka,8
83,0,23325,Vaughn Taylor,8
83,0,23623,Bo Van Pelt,8
83,0,02246,Duffy Waldorf,8
83,0,21878,Mark Wilson,8
116,0,01042,Paul Azinger,7
116,0,20099,Doug Barron,7
116,0,07223,Brian Bateman,7
116,0,01157,Tom Byrum,7
116,0,01161,Mark Calcavecchia,7
116,0,01175,Jim Carter,7
116,0,06621,Joe Durant,7
116,0,01313,Steve Elkington,7
116,0,21805,Harrison Frazar,7
116,0,21209,Sergio Garcia,7
116,0,10117,Bob Heintz,7
116,0,23063,Scott Hend,7
116,0,01577,Lee Janzen,7
116,0,26420,Richard Johnson,7
116,0,12662,Thomas Levet,7
116,0,20634,Peter Lonard,7
116,0,20628,Arron Oberholser,7
116,0,12454,Mario Tiziani,7
116,0,08385,Omar Uresti,7
135,0,06004,Stephen Ames,6
135,0,20498,Briny Baird,6
135,0,19824,Craig Barlow,6
135,0,24925,Jonathan Byrd,6
135,0,28088,Matt Davidson,6
135,0,06599,John Elliott,6
135,0,01320,Bob Estes,6
135,0,26758,David Hearn,6
135,0,23353,J.J. Henry,6
135,0,21731,Freddie Jacobson,6
135,0,08075,Jerry Kelly,6
135,0,23552,Hank Kuehne,6
