RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33410,Andrew Landry,36' 1",48,1733.500,+1.00
2,0,12716,Charley Hoffman,36' 3",107,3877.333,+14.00
3,0,02206,David Toms,36' 10",63,2319.833,-1.00
4,0,22892,Jason Gore,37' 2",109,4049.000,+10.00
4,0,28237,Rory McIlroy,37' 2",76,2826.500,-10.00
6,0,46440,Smylie Kaufman,37' 7",131,4928.833,+1.00
7,0,10213,Dicky Pride,37' 11",50,1893.917,+8.00
8,0,23320,Ryan Palmer,38' 0",129,4899.083,+8.00
9,0,26758,David Hearn,38' 2",113,4315.250,+23.00
10,0,29974,Branden Grace,38' 4",70,2683.000,-4.00
11,0,30925,Dustin Johnson,38' 6",124,4778.333,+1.00
12,0,25396,Kevin Na,38' 10",134,5207.583,+11.00
13,0,36699,Patrick Rodgers,39' 5",130,5124.917,+15.00
14,0,29221,Webb Simpson,39' 7",129,5106.500,+5.00
14,0,26289,Boo Weekley,39' 7",93,3680.917,+3.00
16,0,28092,D.H. Lee,39' 9",76,3021.750,+21.00
17,0,30711,Colt Knost,39' 10",99,3946.917,+11.00
17,0,25493,Nick Taylor,39' 10",113,4496.750,+19.00
19,0,25198,Francesco Molinari,39' 11",57,2274.833,E
19,0,28475,Jeff Overton,39' 11",78,3112.917,+13.00
19,0,25818,Scott Piercy,39' 11",106,4234.667,+6.00
22,0,30944,Jason Kokrak,40' 1",163,6532.417,+3.00
22,0,35300,Andrew Loupe,40' 1",147,5894.750,E
24,0,32618,Rhein Gibson,40' 2",91,3656.167,+12.00
24,0,27649,Brandt Snedeker,40' 2",135,5427.000,+14.00
26,0,33204,Shane Lowry,40' 3",67,2696.583,+11.00
26,0,25240,D.A. Points,40' 3",76,3058.083,+7.00
28,0,23800,Bryce Molder,40' 4",76,3063.000,+7.00
28,0,34264,Hudson Swafford,40' 4",159,6418.167,+21.00
30,0,34098,Russell Henley,40' 5",108,4361.417,+8.00
