RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,01329,Brad Faxon,+.189,53,+10.00
2,0,01527,Scott Hoch,+.194,36,+7.00
3,0,20572,Rod Pampling,+.203,69,+14.00
4,0,02104,Jeff Sluman,+.213,80,+17.00
5,0,08075,Jerry Kelly,+.217,69,+15.00
6,0,01619,Skip Kendall,+.218,78,+17.00
7,0,19817,Michael Muehr,+.222,45,+10.00
8,0,10585,Scott McCarron,+.229,70,+16.00
8,0,02099,Scott Simpson,+.229,48,+11.00
10,0,06522,Ernie Els,+.231,39,+9.00
11,0,19958,Miguel Angel Jiménez,+.242,33,+8.00
12,0,01968,Nick Price,+.245,53,+13.00
13,0,11011,Mike Sposa,+.247,89,+22.00
14,0,08545,Glen Hnatiuk,+.250,68,+17.00
14,0,02322,Richard Zokol,+.250,32,+8.00
16,0,01569,Peter Jacobsen,+.255,47,+12.00
16,0,23800,Bryce Molder,+.255,51,+13.00
16,0,06373,José María Olazábal,+.255,51,+13.00
19,0,01723,Andrew Magee,+.258,62,+16.00
20,0,19824,Craig Barlow,+.259,54,+14.00
20,0,01948,Tim Petrovic,+.259,58,+15.00
22,0,01887,Mark O'Meara,+.265,34,+9.00
23,0,01175,Jim Carter,+.268,71,+19.00
23,0,23903,Stephen Gangluff,+.268,56,+15.00
25,0,01307,Joel Edwards,+.270,74,+20.00
26,0,01927,Dennis Paulson,+.271,70,+19.00
27,0,01666,Bernhard Langer,+.278,36,+10.00
28,0,01378,David Frost,+.279,68,+19.00
29,0,10885,Robert Allenby,+.283,60,+17.00
29,0,10809,Jim Furyk,+.283,46,+13.00
31,0,19846,Brian Gay,+.284,67,+19.00
32,0,07721,Pat Bates,+.286,77,+22.00
32,0,20229,Stewart Cink,+.286,49,+14.00
32,0,01361,Dan Forsman,+.286,63,+18.00
35,0,20095,Carl Paulson,+.290,69,+20.00
36,0,12652,Cameron Beckman,+.293,58,+17.00
37,0,06350,Bob May,+.294,68,+20.00
38,0,02245,Grant Waite,+.297,74,+22.00
39,0,01810,Phil Mickelson,+.299,77,+23.00
39,0,02239,Scott Verplank,+.299,67,+20.00
41,0,10649,Tom Scherrer,+.301,73,+22.00
42,0,23541,Ben Crane,+.307,75,+23.00
43,0,01706,Davis Love III,+.310,71,+22.00
43,0,06515,Shaun Micheel,+.310,71,+22.00
45,0,12823,Carlos Franco,+.311,74,+23.00
46,0,01549,Mike Hulbert,+.313,32,+10.00
46,0,10425,Jay Williamson,+.313,67,+21.00
48,0,23135,Tim Clark,+.314,51,+16.00
48,0,23983,Luke Donald,+.314,70,+22.00
48,0,23338,David Gossett,+.314,86,+27.00
51,0,01577,Lee Janzen,+.316,57,+18.00
52,0,01203,Russ Cochran,+.317,63,+20.00
53,0,01766,Billy Mayfair,+.318,66,+21.00
53,0,02010,Loren Roberts,+.318,88,+28.00
55,0,06332,Neal Lancaster,+.319,72,+23.00
55,0,01761,Len Mattiace,+.319,91,+29.00
57,0,24357,K.J. Choi,+.323,62,+20.00
57,0,23108,Matt Kuchar,+.323,62,+20.00
57,0,01677,Tom Lehman,+.323,31,+10.00
60,0,08793,Tiger Woods,+.324,34,+11.00
61,0,01042,Paul Azinger,+.327,49,+16.00
62,0,10565,Ian Leggatt,+.328,64,+21.00
62,0,12753,David Morland IV,+.328,64,+21.00
62,0,02002,John Riegger,+.328,61,+20.00
65,0,01132,Mark Brooks,+.329,79,+26.00
65,0,20127,Chris Riley,+.329,79,+26.00
67,0,01157,Tom Byrum,+.333,51,+17.00
67,0,01926,Steve Pate,+.333,39,+13.00
67,0,06078,Esteban Toledo,+.333,81,+27.00
67,0,02257,Brian Watts,+.333,48,+16.00
71,0,02223,Bob Tway,+.338,77,+26.00
72,0,06004,Stephen Ames,+.339,56,+19.00
72,0,10912,Craig Perks,+.339,59,+20.00
74,0,01219,John Cook,+.340,53,+18.00
74,0,12680,Shigeki Maruyama,+.340,53,+18.00
76,0,20498,Briny Baird,+.341,82,+28.00
76,0,20157,Retief Goosen,+.341,41,+14.00
78,0,01381,Fred Funk,+.343,70,+24.00
78,0,12782,Tim Herron,+.343,70,+24.00
78,0,20094,Jonathan Kaye,+.343,70,+24.00
81,0,20593,Greg Chalmers,+.344,61,+21.00
81,0,01249,John Daly,+.344,32,+11.00
81,0,10860,Justin Leonard,+.344,64,+22.00
84,0,24925,Jonathan Byrd,+.345,84,+29.00
84,0,01920,Craig Parry,+.345,55,+19.00
84,0,10423,Mike Weir,+.345,55,+19.00
87,0,12645,Brent Geiberger,+.346,78,+27.00
88,0,06809,Bob Burns,+.349,83,+29.00
89,0,01024,Billy Andrade,+.351,74,+26.00
90,0,06567,Vijay Singh,+.353,68,+24.00
91,0,20098,Stuart Appleby,+.356,59,+21.00
92,0,01139,Olin Browne,+.359,78,+28.00
92,0,10213,Dicky Pride,+.359,39,+14.00
92,0,06527,Steve Stricker,+.359,39,+14.00
95,0,20634,Peter Lonard,+.360,50,+18.00
96,0,08123,Jeff Brehaut,+.361,61,+22.00
96,0,01938,David Peoples,+.361,72,+26.00
96,0,02246,Duffy Waldorf,+.361,61,+22.00
99,0,01142,Bart Bryant,+.362,47,+17.00
100,0,12510,Chad Campbell,+.364,77,+28.00
101,0,07867,Woody Austin,+.365,85,+31.00
101,0,20566,Kaname Yokoo,+.365,63,+23.00
103,0,02106,Chris Smith,+.367,60,+22.00
104,0,01320,Bob Estes,+.368,57,+21.00
105,0,06016,Brad Lardon,+.370,46,+17.00
106,0,07457,Steve Flesch,+.371,70,+26.00
106,0,22046,Geoff Ogilvy,+.371,70,+26.00
108,0,01098,Jay Don Blake,+.373,83,+31.00
109,0,19972,José Coceres,+.375,56,+21.00
109,0,09011,David Duval,+.375,48,+18.00
109,0,12663,Phil Tataurangi,+.375,56,+21.00
112,0,02110,Jerry Smith,+.377,77,+29.00
113,0,01185,Brandel Chamblee,+.380,79,+30.00
113,0,20574,Mathew Goggin,+.380,50,+19.00
115,0,07223,Brian Bateman,+.381,97,+37.00
116,0,12388,Michael Clark II,+.382,76,+29.00
116,0,02170,Hal Sutton,+.382,34,+13.00
118,0,22913,John Rollins,+.384,86,+33.00
119,0,07003,David Berganio Jr.,+.386,57,+22.00
120,0,06643,Paul Goydos,+.391,46,+18.00
120,0,08553,Lee Porter,+.391,87,+34.00
120,0,23621,Rory Sabbatini,+.391,46,+18.00
123,0,10457,Frank Nobilo,+.392,74,+29.00
124,0,06575,Dudley Hart,+.393,61,+24.00
