RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,22405,Justin Rose,38.10,208,546,-0.014
2,0,26679,Kevin Stadler,37.91,414,1092,+0.022
3,0,22913,John Rollins,36.85,433,1175,-0.090
4,0,01161,Mark Calcavecchia,36.31,370,1019,-0.086
5,0,20157,Retief Goosen,36.13,172,476,+0.029
6,0,23325,Vaughn Taylor,35.56,357,1004,-0.087
7,0,21731,Freddie Jacobson,35.04,335,956,-0.119
8,0,26289,Boo Weekley,34.95,381,1090,+0.005
9,0,19824,Craig Barlow,34.80,214,615,-0.047
10,0,23623,Bo Van Pelt,34.72,469,1351,-0.130
11,0,21959,Ted Purdy,34.68,422,1217,-0.057
12,0,26360,Bubba Dickerson,34.67,208,600,+0.053
13,0,20572,Rod Pampling,34.65,360,1039,-0.089
14,0,07867,Woody Austin,34.64,406,1172,-0.099
15,0,21949,Joe Ogilvie,34.63,419,1210,-0.060
16,0,01707,Steve Lowery,34.43,334,970,-0.024
17,0,20634,Peter Lonard,34.40,364,1058,-0.069
18,0,24912,Will MacKenzie,34.33,436,1270,+0.002
19,0,28158,Steve Marino,34.27,437,1275,-0.025
20,0,20105,Jeff Gove,34.22,449,1312,-0.056
21,0,02036,Jim Rutledge,34.06,220,646,+0.014
22,0,20766,Padraig Harrington,34.01,219,644,-0.078
23,0,24507,Jason Bohn,33.92,250,737,-0.044
24,0,01024,Billy Andrade,33.82,372,1100,-0.019
25,0,06567,Vijay Singh,33.71,387,1148,-0.106
26,0,11032,Frank Lickliter II,33.70,400,1187,-0.080
27,0,10423,Mike Weir,33.69,283,840,-0.106
28,0,06595,Kevin Sutherland,33.61,324,964,-0.062
29,0,28486,Michael Putnam,33.60,376,1119,-0.045
30,0,26596,Ryan Moore,33.59,351,1045,-0.097
31,0,01473,Todd Hamilton,33.58,272,810,+0.007
32,0,20229,Stewart Cink,33.57,338,1007,-0.056
33,0,23614,Rich Beem,33.47,328,980,+0.055
34,0,25892,Steve Wheatcroft,33.37,285,854,-0.070
35,0,26951,Johnson Wagner,33.36,401,1202,-0.035
36,0,24449,Parker McLachlin,33.27,340,1022,-0.041
36,0,25396,Kevin Na,33.27,363,1091,-0.116
38,0,21961,Charles Howell III,33.26,306,920,+0.013
39,0,20645,John Senden,33.25,391,1176,-0.102
40,0,01577,Lee Janzen,33.24,242,728,-0.017
41,0,26881,Jarrod Lyle,33.23,311,936,-0.080
42,0,20850,Daniel Chopra,33.06,439,1328,-0.050
43,0,06621,Joe Durant,33.01,339,1027,-0.083
44,0,21633,Steve Allan,32.90,252,766,-0.087
45,0,21660,Jason Schultz,32.88,244,742,-0.053
46,0,01810,Phil Mickelson,32.83,239,728,-0.067
47,0,20378,Mathias Grönberg,32.82,403,1228,-0.010
48,0,06522,Ernie Els,32.79,202,616,-0.040
49,0,20160,Charlie Wi,32.73,379,1158,-0.137
50,0,07749,Brett Quigley,32.58,287,881,+0.049
51,0,27702,Matt Hendrix,32.55,250,768,+0.072
51,0,24490,George McNeill,32.55,362,1112,+0.003
53,0,12705,Cliff Kresge,32.54,454,1395,-0.073
54,0,24925,Jonathan Byrd,32.52,281,864,-0.121
55,0,20498,Briny Baird,32.47,476,1466,-0.021
56,0,20574,Mathew Goggin,32.45,393,1211,-0.013
57,0,06034,Marco Dawson,32.38,294,908,-0.054
57,0,08537,J.P. Hayes,32.38,361,1115,-0.042
59,0,06527,Steve Stricker,32.30,293,907,-0.157
60,0,22046,Geoff Ogilvy,32.22,290,900,-0.103
61,0,12782,Tim Herron,32.11,367,1143,-0.087
62,0,20472,Alex Cejka,32.10,331,1031,-0.148
63,0,06373,José María Olazábal,32.05,166,518,E
64,0,22378,Trevor Immelman,32.01,242,756,-0.050
65,0,08375,Paul Stankowski,31.91,187,586,-0.075
66,0,20433,Mark Hensby,31.90,320,1003,-0.034
67,0,01142,Bart Bryant,31.85,330,1036,-0.097
68,0,23613,Rich Barcelo,31.84,312,980,-0.019
69,0,01724,Jeff Maggert,31.81,347,1091,-0.061
70,0,25345,Carl Pettersson,31.76,410,1291,-0.080
71,0,20691,Greg Owen,31.71,312,984,+0.093
72,0,06515,Shaun Micheel,31.70,310,978,-0.068
73,0,28475,Jeff Overton,31.56,238,754,-0.101
74,0,27963,Chris Stroud,31.55,248,786,-0.032
75,0,24140,Sean O'Hair,31.53,367,1164,-0.090
76,0,21753,Brian Davis,31.49,388,1232,-0.126
77,0,08881,Tripp Isenhour,31.47,321,1020,-0.078
78,0,23800,Bryce Molder,31.44,216,687,-0.028
79,0,20098,Stuart Appleby,31.33,255,814,-0.051
80,0,01948,Tim Petrovic,31.25,414,1325,-0.051
81,0,23788,D.J. Trahan,31.24,392,1255,-0.064
82,0,27933,John Merrick,31.22,354,1134,-0.073
83,0,24781,Hunter Mahan,31.21,314,1006,-0.032
83,0,27770,Camilo Villegas,31.21,299,958,-0.054
85,0,01677,Tom Lehman,31.13,212,681,-0.033
86,0,10425,Jay Williamson,31.10,209,672,-0.010
87,0,12716,Charley Hoffman,31.09,360,1158,+0.017
88,0,10733,Kent Jones,31.06,382,1230,-0.107
89,0,24924,Bill Haas,31.03,355,1144,-0.042
90,0,24290,D.J. Brigman,30.95,234,756,+0.034
91,0,21209,Sergio Garcia,30.94,237,766,-0.114
91,0,27649,Brandt Snedeker,30.94,371,1199,-0.113
93,0,12652,Cameron Beckman,30.89,367,1188,-0.060
94,0,01035,Tommy Armour III,30.88,298,965,-0.017
95,0,23621,Rory Sabbatini,30.85,273,885,-0.132
96,0,24357,K.J. Choi,30.81,293,951,-0.106
97,0,23048,Eric Axley,30.80,405,1315,+0.002
97,0,25900,Lucas Glover,30.80,336,1091,-0.080
99,0,02104,Jeff Sluman,30.76,179,582,-0.061
100,0,24024,Zach Johnson,30.62,256,836,-0.086
101,0,01945,Kenny Perry,30.61,319,1042,-0.088
102,0,20104,Ken Duke,30.60,407,1330,-0.039
102,0,07457,Steve Flesch,30.60,385,1258,-0.026
104,0,21646,David Branshaw,30.50,319,1046,+0.016
105,0,12660,Jesper Parnevik,30.40,318,1046,-0.116
106,0,22295,Darron Stiles,30.32,225,742,-0.116
107,0,12195,Tom Johnson,30.30,266,878,-0.034
107,0,01766,Billy Mayfair,30.30,350,1155,-0.134
109,0,06197,Michael Allen,30.27,270,892,-0.015
110,0,23638,Brendon de Jonge,30.26,279,922,-0.043
111,0,01797,Rocco Mediate,30.16,282,935,-0.082
112,0,08123,Jeff Brehaut,30.12,206,684,-0.010
113,0,02206,David Toms,30.06,266,885,-0.041
114,0,10885,Robert Allenby,29.94,315,1052,-0.063
114,0,23497,Tag Ridings,29.94,188,628,-0.027
116,0,23320,Ryan Palmer,29.92,342,1143,+0.085
117,0,24138,Ian Poulter,29.91,163,545,-0.074
118,0,23349,Charles Warren,29.87,388,1299,-0.072
119,0,21806,Paul Gow,29.82,238,798,E
120,0,29718,Anthony Kim,29.79,331,1111,-0.030
121,0,10860,Justin Leonard,29.68,341,1149,-0.056
122,0,24980,Scott Gutschewski,29.56,240,812,+0.100
123,0,24457,Jaco Van Zyl,29.55,182,616,+0.077
124,0,26882,Michael Sim,29.49,207,702,-0.048
