RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,25804,Bubba Watson,315.2,50435,160
2,0,01249,John Daly,312.9,36921,118
3,0,27141,J.B. Holmes,312.6,43132,138
4,0,24358,Robert Garrigus,310.5,58995,190
5,0,24980,Scott Gutschewski,306.1,38569,126
6,0,23497,Tag Ridings,303.9,30386,100
7,0,23322,Brett Wetterich,303.3,52772,174
8,0,22892,Jason Gore,303.0,52120,172
9,0,21805,Harrison Frazar,302.8,52075,172
9,0,23349,Charles Warren,302.8,61158,202
11,0,24924,Bill Haas,302.7,53882,178
12,0,21633,Steve Allan,302.4,35679,118
12,0,29718,Anthony Kim,302.4,56242,186
12,0,08793,Tiger Woods,302.4,36292,120
15,0,27702,Matt Hendrix,301.7,36809,122
16,0,20378,Mathias Grönberg,301.5,57285,190
17,0,27095,Nick Watney,301.4,52438,174
18,0,24502,Adam Scott,300.9,40924,136
19,0,12716,Charley Hoffman,299.9,58172,194
20,0,11123,Chris Couch,299.8,45574,152
20,0,21961,Charles Howell III,299.8,51557,172
22,0,10885,Robert Allenby,299.6,53337,178
22,0,01945,Kenny Perry,299.6,49729,166
24,0,28475,Jeff Overton,299.3,34719,116
25,0,26360,Bubba Dickerson,298.9,28094,94
26,0,20574,Mathew Goggin,298.7,57939,194
27,0,27770,Camilo Villegas,298.3,48929,164
28,0,24490,George McNeill,298.2,54268,182
29,0,28158,Steve Marino,298.1,60805,204
29,0,01810,Phil Mickelson,298.1,42337,142
31,0,06522,Ernie Els,297.9,34556,116
32,0,20850,Daniel Chopra,297.6,63084,212
33,0,27933,John Merrick,297.1,52285,176
34,0,01706,Davis Love III,296.8,38584,130
34,0,24140,Sean O'Hair,296.8,58180,196
36,0,24781,Hunter Mahan,296.7,53997,182
37,0,27120,Troy Matteson,296.6,51608,174
37,0,24361,Pat Perez,296.6,47454,160
37,0,26289,Boo Weekley,296.6,57543,194
40,0,20691,Greg Owen,296.5,46840,158
41,0,29476,Kyle Reifers,296.3,40893,138
41,0,21528,Henrik Stenson,296.3,27256,92
43,0,21660,Jason Schultz,295.7,34889,118
43,0,08375,Paul Stankowski,295.7,28386,96
45,0,19824,Craig Barlow,295.5,30737,104
46,0,25900,Lucas Glover,295.4,57305,194
47,0,22046,Geoff Ogilvy,295.3,46067,156
48,0,23788,D.J. Trahan,295.1,58428,198
49,0,23320,Ryan Palmer,294.9,53669,182
50,0,25273,Andrew Buckle,294.7,44205,150
50,0,20229,Stewart Cink,294.7,51871,176
50,0,23623,Bo Van Pelt,294.7,61300,208
53,0,28486,Michael Putnam,294.5,54195,184
54,0,23353,J.J. Henry,294.4,50050,170
55,0,21209,Sergio Garcia,294.2,38840,132
55,0,20645,John Senden,294.2,57084,194
57,0,21959,Ted Purdy,294.1,57651,196
58,0,23638,Brendon de Jonge,293.8,42301,144
58,0,06567,Vijay Singh,293.8,58768,200
60,0,20766,Padraig Harrington,293.2,36355,124
61,0,06197,Michael Allen,293.0,41013,140
62,0,20157,Retief Goosen,292.9,28119,96
62,0,26679,Kevin Stadler,292.9,53308,182
62,0,12714,Chris Tidland,292.9,32218,110
65,0,26881,Jarrod Lyle,292.6,42723,146
66,0,20498,Briny Baird,292.1,64853,222
67,0,24925,Jonathan Byrd,292.0,42636,146
67,0,01707,Steve Lowery,292.0,43222,148
69,0,22371,Aaron Baddeley,291.9,46711,160
69,0,12652,Cameron Beckman,291.9,53714,184
69,0,08537,J.P. Hayes,291.9,51962,178
72,0,07223,Brian Bateman,291.6,29743,102
72,0,10425,Jay Williamson,291.6,29155,100
74,0,24912,Will MacKenzie,291.4,58286,200
75,0,06595,Kevin Sutherland,291.3,49521,170
76,0,08123,Jeff Brehaut,291.2,33193,114
76,0,23800,Bryce Molder,291.2,31446,108
78,0,26882,Michael Sim,291.1,30279,104
79,0,23614,Rich Beem,291.0,51790,178
80,0,20098,Stuart Appleby,290.9,42466,146
80,0,20634,Peter Lonard,290.9,47123,162
82,0,26596,Ryan Moore,290.7,53492,184
82,0,07749,Brett Quigley,290.7,45356,156
84,0,20105,Jeff Gove,290.5,59834,206
85,0,22913,John Rollins,290.4,58658,202
86,0,01161,Mark Calcavecchia,290.2,51652,178
87,0,27963,Chris Stroud,290.0,37118,128
88,0,23621,Rory Sabbatini,289.9,45800,158
89,0,06034,Marco Dawson,289.8,41151,142
90,0,25686,Jason Dufner,289.7,57933,200
91,0,21949,Joe Ogilvie,289.5,56744,196
92,0,10423,Mike Weir,289.3,46872,162
93,0,21646,David Branshaw,289.2,48012,166
94,0,24290,D.J. Brigman,288.9,36401,126
94,0,20472,Alex Cejka,288.9,45061,156
96,0,01473,Todd Hamilton,288.7,43887,152
96,0,22405,Justin Rose,288.7,34061,118
98,0,21470,Daisuke Maruyama,288.6,47323,164
99,0,24449,Parker McLachlin,288.5,45587,158
99,0,12660,Jesper Parnevik,288.5,48466,168
99,0,25345,Carl Pettersson,288.5,63471,220
99,0,02036,Jim Rutledge,288.5,31738,110
103,0,20104,Ken Duke,288.4,64602,224
103,0,12195,Tom Johnson,288.4,41531,144
105,0,01577,Lee Janzen,288.0,36858,128
106,0,23048,Eric Axley,287.8,61588,214
107,0,07457,Steve Flesch,287.5,57503,200
107,0,02246,Duffy Waldorf,287.5,39670,138
109,0,25396,Kevin Na,287.4,48276,168
110,0,12782,Tim Herron,287.3,54014,188
111,0,24507,Jason Bohn,287.1,32734,114
111,0,08881,Tripp Isenhour,287.1,47091,164
111,0,10733,Kent Jones,287.1,55703,194
111,0,02101,Joey Sindelar,287.1,43061,150
115,0,12510,Chad Campbell,287.0,51657,180
115,0,20433,Mark Hensby,287.0,46488,162
117,0,01766,Billy Mayfair,286.8,56204,196
118,0,22378,Trevor Immelman,286.6,38974,136
119,0,20572,Rod Pampling,286.4,51559,180
119,0,01948,Tim Petrovic,286.4,60712,212
121,0,01024,Billy Andrade,286.2,50372,176
122,0,07867,Woody Austin,286.1,54361,190
122,0,25892,Steve Wheatcroft,286.1,39476,138
124,0,23613,Rich Barcelo,286.0,44622,156
124,0,20160,Charlie Wi,286.0,50334,176
126,0,01035,Tommy Armour III,285.7,43992,154
