RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,01249,John Daly,302.1,207854,688
2,0,25804,Bubba Watson,301.4,277296,920
3,0,27141,J.B. Holmes,300.8,269853,897
4,0,24358,Robert Garrigus,296.3,356694,1204
5,0,23322,Brett Wetterich,294.3,288729,981
6,0,23497,Tag Ridings,293.7,184432,628
7,0,21805,Harrison Frazar,292.4,299162,1023
8,0,24502,Adam Scott,292.1,222025,760
9,0,21528,Henrik Stenson,292.0,147147,504
10,0,21961,Charles Howell III,291.9,268505,920
11,0,28475,Jeff Overton,291.7,219916,754
12,0,27095,Nick Watney,291.6,284616,976
13,0,08793,Tiger Woods,291.4,175444,602
14,0,11123,Chris Couch,291.3,297078,1020
15,0,24980,Scott Gutschewski,291.0,236279,812
15,0,12716,Charley Hoffman,291.0,337027,1158
17,0,24924,Bill Haas,290.8,332683,1144
18,0,26289,Boo Weekley,290.7,316910,1090
19,0,29718,Anthony Kim,290.6,322858,1111
20,0,20378,Mathias Grönberg,290.5,356674,1228
21,0,26360,Bubba Dickerson,290.2,174133,600
22,0,22046,Geoff Ogilvy,290.0,261027,900
22,0,06567,Vijay Singh,290.0,332919,1148
24,0,27702,Matt Hendrix,289.8,222565,768
24,0,23349,Charles Warren,289.8,376453,1299
26,0,22892,Jason Gore,289.6,315714,1090
27,0,21633,Steve Allan,289.5,221792,766
28,0,01810,Phil Mickelson,289.2,210572,728
29,0,06522,Ernie Els,289.1,178108,616
30,0,26679,Kevin Stadler,288.6,315177,1092
31,0,10885,Robert Allenby,288.5,303456,1052
32,0,27120,Troy Matteson,288.2,305780,1061
33,0,19824,Craig Barlow,287.8,176983,615
34,0,28158,Steve Marino,287.7,366795,1275
35,0,23788,D.J. Trahan,287.3,360513,1255
36,0,25900,Lucas Glover,287.2,313321,1091
37,0,01706,Davis Love III,287.1,213896,745
38,0,20850,Daniel Chopra,286.9,380997,1328
38,0,01945,Kenny Perry,286.9,298926,1042
40,0,23638,Brendon de Jonge,286.7,264303,922
41,0,20157,Retief Goosen,286.6,136404,476
42,0,08375,Paul Stankowski,286.5,167896,586
43,0,25273,Andrew Buckle,286.3,269169,940
43,0,27933,John Merrick,286.3,324670,1134
43,0,20691,Greg Owen,286.3,281675,984
46,0,20574,Mathew Goggin,286.1,346424,1211
46,0,26881,Jarrod Lyle,286.1,267784,936
46,0,24140,Sean O'Hair,286.1,333001,1164
46,0,22913,John Rollins,286.1,336166,1175
50,0,24781,Hunter Mahan,285.8,287496,1006
50,0,24490,George McNeill,285.8,317770,1112
50,0,27770,Camilo Villegas,285.8,273781,958
53,0,20098,Stuart Appleby,285.6,232442,814
54,0,12714,Chris Tidland,285.5,203270,712
55,0,21959,Ted Purdy,285.4,347344,1217
56,0,20229,Stewart Cink,285.3,287332,1007
56,0,23320,Ryan Palmer,285.3,326054,1143
56,0,21660,Jason Schultz,285.3,211672,742
59,0,20766,Padraig Harrington,285.2,183669,644
59,0,01707,Steve Lowery,285.2,276626,970
61,0,08537,J.P. Hayes,285.0,317813,1115
62,0,21949,Joe Ogilvie,284.8,344651,1210
62,0,20572,Rod Pampling,284.8,295918,1039
64,0,23623,Bo Van Pelt,284.7,384673,1351
65,0,22405,Justin Rose,284.5,155358,546
66,0,01161,Mark Calcavecchia,284.4,289823,1019
66,0,20634,Peter Lonard,284.4,300935,1058
68,0,23353,J.J. Henry,284.3,270389,951
68,0,24361,Pat Perez,284.3,257306,905
70,0,22371,Aaron Baddeley,284.2,263751,928
71,0,24912,Will MacKenzie,284.1,360805,1270
72,0,23614,Rich Beem,284.0,278328,980
72,0,24925,Jonathan Byrd,284.0,245336,864
72,0,20645,John Senden,284.0,333960,1176
75,0,29476,Kyle Reifers,283.8,250860,884
75,0,06595,Kevin Sutherland,283.8,273622,964
77,0,25345,Carl Pettersson,283.7,366196,1291
78,0,23621,Rory Sabbatini,283.6,250987,885
79,0,21209,Sergio Garcia,283.5,217195,766
79,0,10423,Mike Weir,283.5,238120,840
81,0,10425,Jay Williamson,283.2,190278,672
82,0,07223,Brian Bateman,282.9,174815,618
82,0,28486,Michael Putnam,282.9,316510,1119
82,0,26882,Michael Sim,282.9,198566,702
85,0,08123,Jeff Brehaut,282.8,193450,684
86,0,23800,Bryce Molder,282.3,193916,687
86,0,02036,Jim Rutledge,282.3,182387,646
88,0,12652,Cameron Beckman,282.2,335290,1188
88,0,07749,Brett Quigley,282.2,248607,881
90,0,27963,Chris Stroud,282.0,221624,786
91,0,06197,Michael Allen,281.9,251422,892
91,0,01473,Todd Hamilton,281.9,228379,810
93,0,22378,Trevor Immelman,281.7,212969,756
94,0,24290,D.J. Brigman,281.6,212874,756
94,0,20105,Jeff Gove,281.6,369520,1312
94,0,26596,Ryan Moore,281.6,294305,1045
97,0,20498,Briny Baird,281.5,412665,1466
97,0,12195,Tom Johnson,281.5,247144,878
99,0,23325,Vaughn Taylor,281.4,282561,1004
100,0,23048,Eric Axley,281.3,369959,1315
100,0,12782,Tim Herron,281.3,321491,1143
100,0,25892,Steve Wheatcroft,281.3,240256,854
103,0,20472,Alex Cejka,281.2,289937,1031
104,0,06034,Marco Dawson,281.1,255282,908
105,0,07867,Woody Austin,280.9,329261,1172
105,0,24357,K.J. Choi,280.9,267180,951
105,0,20433,Mark Hensby,280.9,281759,1003
108,0,01024,Billy Andrade,280.6,308686,1100
109,0,20104,Ken Duke,280.4,372898,1330
109,0,22295,Darron Stiles,280.4,208090,742
111,0,01035,Tommy Armour III,280.3,270473,965
111,0,24449,Parker McLachlin,280.3,286512,1022
113,0,24507,Jason Bohn,280.2,206524,737
114,0,21646,David Branshaw,280.1,293023,1046
115,0,25686,Jason Dufner,280.0,340462,1216
116,0,25396,Kevin Na,279.9,305412,1091
117,0,23613,Rich Barcelo,279.8,274245,980
117,0,02246,Duffy Waldorf,279.8,231417,827
119,0,01948,Tim Petrovic,279.6,370425,1325
120,0,19803,Ryan Armour,279.5,366993,1313
120,0,21470,Daisuke Maruyama,279.5,296803,1062
120,0,20628,Arron Oberholser,279.5,206307,738
123,0,26951,Johnson Wagner,279.4,335822,1202
124,0,01724,Jeff Maggert,279.3,304761,1091
125,0,06621,Joe Durant,279.2,286788,1027
125,0,11032,Frank Lickliter II,279.2,331433,1187
127,0,12705,Cliff Kresge,278.9,389095,1395
127,0,06515,Shaun Micheel,278.9,272720,978
129,0,12510,Chad Campbell,278.8,285253,1023
130,0,02206,David Toms,278.6,246574,885
130,0,24457,Jaco Van Zyl,278.6,171621,616
132,0,12660,Jesper Parnevik,278.5,291287,1046
133,0,20160,Charlie Wi,278.4,322351,1158
134,0,10117,Bob Heintz,278.1,278675,1002
134,0,27649,Brandt Snedeker,278.1,333432,1199
134,0,02223,Bob Tway,278.1,341805,1229
137,0,10733,Kent Jones,277.9,341793,1230
137,0,06527,Steve Stricker,277.9,252079,907
139,0,07457,Steve Flesch,277.8,349486,1258
139,0,21731,Freddie Jacobson,277.8,265542,956
139,0,01577,Lee Janzen,277.8,202267,728
142,0,01677,Tom Lehman,277.6,189029,681
142,0,21878,Mark Wilson,277.6,281177,1013
144,0,21753,Brian Davis,277.5,341928,1232
144,0,24024,Zach Johnson,277.5,231978,836
146,0,08881,Tripp Isenhour,277.4,282966,1020
147,0,06004,Stephen Ames,277.1,241323,871
148,0,01142,Bart Bryant,277.0,286926,1036
148,0,27060,John Mallinger,277.0,335387,1211
148,0,01766,Billy Mayfair,277.0,319937,1155
151,0,08075,Jerry Kelly,276.9,291035,1051
152,0,24138,Ian Poulter,276.8,150866,545
153,0,06251,Chris DiMarco,276.2,242499,878
154,0,21806,Paul Gow,276.1,220357,798
154,0,23718,Nathan Green,276.1,333806,1209
154,0,10860,Justin Leonard,276.1,317197,1149
154,0,02101,Joey Sindelar,276.1,257368,932
158,0,23983,Luke Donald,275.7,194078,704
159,0,01388,Robert Gamez,275.6,292675,1062
159,0,25190,Jeff Quinney,275.6,331505,1203
161,0,21350,Ryuji Imada,275.5,342477,1243
161,0,01941,Tom Pernice Jr.,275.5,323999,1176
163,0,01313,Steve Elkington,275.4,279531,1015
164,0,02104,Jeff Sluman,275.2,160142,582
165,0,08931,Glen Day,275.1,287779,1046
166,0,22212,Craig Lile,274.7,265945,968
167,0,06373,José María Olazábal,274.6,142236,518
167,0,02214,Kirk Triplett,274.6,260850,950
169,0,10809,Jim Furyk,274.5,254486,927
170,0,22293,Heath Slocum,274.3,355277,1295
171,0,20859,Anders Hansen,274.0,130445,476
171,0,01797,Rocco Mediate,274.0,256224,935
171,0,10213,Dicky Pride,274.0,234002,854
174,0,01157,Tom Byrum,273.8,156615,572
174,0,02239,Scott Verplank,273.8,225872,825
176,0,20127,Chris Riley,273.7,195426,714
177,0,01320,Bob Estes,273.6,305884,1118
178,0,23135,Tim Clark,273.5,201558,737
179,0,22621,Ben Curtis,273.4,246872,903
179,0,26420,Richard Johnson,273.4,319375,1168
181,0,22348,Nick O'Hern,273.1,209990,769
182,0,07547,Craig Kanada,272.5,358114,1314
183,0,12602,Dean Wilson,271.9,285225,1049
184,0,23108,Matt Kuchar,271.8,270437,995
185,0,12680,Shigeki Maruyama,271.7,303801,1118
186,0,22806,Doug LaBelle II,270.9,344373,1271
187,0,07363,Craig Bowden,270.3,253576,938
188,0,23933,Michael Boyd,270.1,196933,729
188,0,19972,José Coceres,270.1,159064,589
190,0,01132,Mark Brooks,269.1,154203,573
190,0,20382,Stephen Leaney,269.1,276924,1029
192,0,06643,Paul Goydos,268.8,175241,652
193,0,01381,Fred Funk,268.0,198573,741
194,0,19846,Brian Gay,265.8,360428,1356
195,0,20623,Gavin Coles,265.3,284974,1074
196,0,01928,Corey Pavin,262.1,260511,994
