RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,20623,Gavin Coles,32.50,349,1074,+0.074
2,0,19846,Brian Gay,30.53,414,1356,+0.063
3,0,01928,Corey Pavin,28.87,287,994,-0.017
4,0,06643,Paul Goydos,27.30,178,652,+0.124
5,0,07363,Craig Bowden,27.08,254,938,+0.071
6,0,19972,José Coceres,26.32,155,589,+0.090
6,0,01381,Fred Funk,26.32,195,741,+0.087
8,0,01132,Mark Brooks,26.18,150,573,+0.120
9,0,23933,Michael Boyd,25.51,186,729,+0.048
10,0,12680,Shigeki Maruyama,22.81,255,1118,+0.090
11,0,20382,Stephen Leaney,21.77,224,1029,+0.125
12,0,22348,Nick O'Hern,20.94,161,769,+0.149
13,0,07547,Craig Kanada,20.32,267,1314,+0.146
14,0,26420,Richard Johnson,19.86,232,1168,+0.155
15,0,23108,Matt Kuchar,19.70,196,995,-0.051
16,0,22806,Doug LaBelle II,19.67,250,1271,+0.048
17,0,23135,Tim Clark,19.54,144,737,-0.056
17,0,12602,Dean Wilson,19.54,205,1049,+0.083
19,0,22212,Craig Lile,19.42,188,968,+0.011
20,0,22621,Ben Curtis,19.38,175,903,+0.166
21,0,20859,Anders Hansen,19.33,92,476,+0.109
22,0,25190,Jeff Quinney,19.20,231,1203,+0.139
23,0,02239,Scott Verplank,19.15,158,825,+0.019
24,0,23718,Nathan Green,18.69,226,1209,+0.075
25,0,08931,Glen Day,17.97,188,1046,+0.101
26,0,06373,José María Olazábal,17.95,93,518,+0.237
27,0,10860,Justin Leonard,17.93,206,1149,+0.053
28,0,01157,Tom Byrum,17.66,101,572,+0.089
29,0,02214,Kirk Triplett,17.47,166,950,+0.169
30,0,10213,Dicky Pride,17.45,149,854,+0.114
31,0,10809,Jim Furyk,17.26,160,927,+0.056
32,0,21350,Ryuji Imada,17.14,213,1243,+0.070
33,0,01313,Steve Elkington,17.04,173,1015,+0.121
34,0,08075,Jerry Kelly,17.03,179,1051,+0.067
35,0,20628,Arron Oberholser,16.94,125,738,+0.096
36,0,12510,Chad Campbell,16.91,173,1023,+0.208
36,0,01320,Bob Estes,16.91,189,1118,E
38,0,01142,Bart Bryant,16.89,175,1036,+0.029
39,0,01797,Rocco Mediate,16.79,157,935,+0.096
40,0,23983,Luke Donald,16.62,117,704,-0.026
41,0,01388,Robert Gamez,16.57,176,1062,+0.131
42,0,02101,Joey Sindelar,16.52,154,932,+0.084
43,0,20127,Chris Riley,16.39,117,714,-0.111
44,0,22293,Heath Slocum,16.37,212,1295,+0.024
45,0,06004,Stephen Ames,16.07,140,871,+0.007
46,0,07457,Steve Flesch,15.98,201,1258,+0.080
47,0,10117,Bob Heintz,15.87,159,1002,+0.031
48,0,06251,Chris DiMarco,15.83,139,878,+0.180
49,0,27649,Brandt Snedeker,15.76,189,1199,+0.026
50,0,22378,Trevor Immelman,15.74,119,756,+0.084
51,0,26951,Johnson Wagner,15.72,189,1202,+0.106
52,0,27060,John Mallinger,15.69,190,1211,+0.221
53,0,01941,Tom Pernice Jr.,15.48,182,1176,+0.099
54,0,21806,Paul Gow,15.41,123,798,+0.089
55,0,21753,Brian Davis,15.34,189,1232,+0.069
56,0,01766,Billy Mayfair,15.24,176,1155,+0.108
57,0,12705,Cliff Kresge,15.13,211,1395,+0.123
58,0,21878,Mark Wilson,14.91,151,1013,+0.099
59,0,06515,Shaun Micheel,14.83,145,978,+0.007
60,0,24361,Pat Perez,14.81,134,905,+0.097
61,0,19803,Ryan Armour,14.78,194,1313,+0.113
62,0,10733,Kent Jones,14.72,181,1230,+0.094
62,0,12660,Jesper Parnevik,14.72,154,1046,+0.078
64,0,08881,Tripp Isenhour,14.71,150,1020,+0.153
65,0,06527,Steve Stricker,14.55,132,907,-0.045
66,0,02206,David Toms,14.46,128,885,+0.047
67,0,21470,Daisuke Maruyama,14.41,153,1062,+0.203
68,0,24024,Zach Johnson,14.35,120,836,-0.067
69,0,25686,Jason Dufner,14.31,174,1216,+0.086
70,0,24457,Jaco Van Zyl,14.29,88,616,+0.034
71,0,22371,Aaron Baddeley,14.22,132,928,+0.045
72,0,12195,Tom Johnson,14.12,124,878,+0.153
73,0,06034,Marco Dawson,14.10,128,908,+0.219
74,0,24357,K.J. Choi,14.09,134,951,-0.022
75,0,02104,Jeff Sluman,13.92,81,582,+0.160
76,0,01724,Jeff Maggert,13.66,149,1091,+0.141
77,0,02223,Bob Tway,13.59,167,1229,+0.108
78,0,24925,Jonathan Byrd,13.54,117,864,+0.179
79,0,23613,Rich Barcelo,13.47,132,980,+0.174
80,0,08123,Jeff Brehaut,13.45,92,684,+0.130
81,0,20104,Ken Duke,13.38,178,1330,+0.124
82,0,21731,Freddie Jacobson,13.28,127,956,-0.008
83,0,23048,Eric Axley,13.23,174,1315,+0.190
84,0,12652,Cameron Beckman,13.22,157,1188,+0.172
85,0,25396,Kevin Na,13.20,144,1091,+0.132
86,0,24507,Jason Bohn,13.16,97,737,+0.103
87,0,21209,Sergio Garcia,13.05,100,766,+0.110
87,0,01577,Lee Janzen,13.05,95,728,+0.147
89,0,11032,Frank Lickliter II,12.97,154,1187,+0.091
90,0,12782,Tim Herron,12.95,148,1143,+0.108
90,0,23800,Bryce Molder,12.95,89,687,+0.180
92,0,20160,Charlie Wi,12.87,149,1158,+0.020
93,0,06197,Michael Allen,12.78,114,892,+0.096
94,0,01948,Tim Petrovic,12.68,168,1325,+0.048
94,0,26882,Michael Sim,12.68,89,702,-0.011
96,0,20433,Mark Hensby,12.66,127,1003,+0.071
97,0,01024,Billy Andrade,12.64,139,1100,+0.094
