RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,30.87,284,920,-0.243
2,0,27141,J.B. Holmes,30.43,273,897,-0.114
3,0,01249,John Daly,28.92,199,688,-0.085
4,0,24358,Robert Garrigus,21.84,263,1204,-0.202
5,0,23322,Brett Wetterich,18.14,178,981,-0.157
6,0,08793,Tiger Woods,17.94,108,602,-0.352
7,0,24980,Scott Gutschewski,17.61,143,812,-0.329
8,0,21805,Harrison Frazar,17.60,180,1023,-0.161
9,0,23497,Tag Ridings,17.52,110,628,-0.309
10,0,11123,Chris Couch,16.76,171,1020,-0.211
11,0,22892,Jason Gore,13.67,149,1090,-0.302
12,0,24502,Adam Scott,13.42,102,760,-0.353
13,0,27095,Nick Watney,13.11,128,976,-0.117
14,0,28475,Jeff Overton,12.86,97,754,-0.351
15,0,27120,Troy Matteson,12.63,134,1061,-0.179
16,0,20378,Mathias Grönberg,12.62,155,1228,-0.252
17,0,24924,Bill Haas,12.50,143,1144,-0.217
17,0,27702,Matt Hendrix,12.50,96,768,-0.031
19,0,23349,Charles Warren,12.39,161,1299,-0.242
20,0,26360,Bubba Dickerson,12.17,73,600,-0.123
21,0,21528,Henrik Stenson,12.10,61,504,-0.115
22,0,29718,Anthony Kim,11.97,133,1111,-0.233
23,0,22046,Geoff Ogilvy,11.89,107,900,-0.187
24,0,21633,Steve Allan,11.75,90,766,-0.233
25,0,01706,Davis Love III,11.41,85,745,-0.129
26,0,12716,Charley Hoffman,11.31,131,1158,-0.282
26,0,23788,D.J. Trahan,11.31,142,1255,-0.155
28,0,06567,Vijay Singh,11.15,128,1148,-0.172
29,0,21961,Charles Howell III,10.98,101,920,-0.307
30,0,25273,Andrew Buckle,10.74,101,940,-0.198
31,0,25900,Lucas Glover,10.54,115,1091,-0.087
32,0,10885,Robert Allenby,10.36,109,1052,-0.275
33,0,23320,Ryan Palmer,10.24,117,1143,-0.179
34,0,20850,Daniel Chopra,10.17,135,1328,-0.178
35,0,28158,Steve Marino,10.12,129,1275,-0.279
36,0,12714,Chris Tidland,10.11,72,712,-0.153
37,0,08375,Paul Stankowski,9.90,58,586,-0.138
38,0,23638,Brendon de Jonge,9.65,89,922,-0.146
39,0,19824,Craig Barlow,9.59,59,615,-0.305
40,0,06522,Ernie Els,9.58,59,616,-0.136
41,0,26289,Boo Weekley,9.54,104,1090,-0.192
42,0,23621,Rory Sabbatini,9.49,84,885,-0.321
43,0,29476,Kyle Reifers,9.39,83,884,-0.277
44,0,26679,Kevin Stadler,9.34,102,1092,-0.167
45,0,01945,Kenny Perry,9.21,96,1042,-0.156
46,0,22371,Aaron Baddeley,9.16,85,928,-0.165
47,0,23353,J.J. Henry,9.04,86,951,-0.256
48,0,20098,Stuart Appleby,8.85,72,814,-0.319
49,0,20574,Mathew Goggin,8.84,107,1211,-0.308
50,0,26882,Michael Sim,8.83,62,702,-0.258
51,0,24140,Sean O'Hair,8.76,102,1164,-0.324
52,0,24781,Hunter Mahan,8.75,88,1006,-0.239
53,0,21660,Jason Schultz,8.63,64,742,-0.109
54,0,24490,George McNeill,8.54,95,1112,-0.200
55,0,25345,Carl Pettersson,8.44,109,1291,-0.294
56,0,08537,J.P. Hayes,8.34,93,1115,-0.140
57,0,20691,Greg Owen,8.33,82,984,-0.159
58,0,27933,John Merrick,8.29,94,1134,-0.213
59,0,27770,Camilo Villegas,8.25,79,958,-0.241
60,0,01810,Phil Mickelson,8.24,60,728,-0.117
61,0,24361,Pat Perez,7.96,72,905,-0.389
62,0,21959,Ted Purdy,7.81,95,1217,-0.189
63,0,22913,John Rollins,7.66,90,1175,-0.122
64,0,20645,John Senden,7.57,89,1176,-0.213
65,0,06595,Kevin Sutherland,7.37,71,964,-0.254
66,0,20229,Stewart Cink,7.35,74,1007,-0.230
67,0,24912,Will MacKenzie,7.32,93,1270,-0.140
68,0,24925,Jonathan Byrd,7.29,63,864,-0.286
69,0,07223,Brian Bateman,7.28,45,618,-0.178
70,0,21949,Joe Ogilvie,7.27,88,1210,-0.284
71,0,26881,Jarrod Lyle,7.26,68,936,-0.176
72,0,20157,Retief Goosen,7.14,34,476,-0.176
73,0,01707,Steve Lowery,7.11,69,970,-0.246
74,0,20634,Peter Lonard,7.09,75,1058,-0.053
75,0,24290,D.J. Brigman,6.88,52,756,-0.212
76,0,23048,Eric Axley,6.84,90,1315,-0.233
77,0,20572,Rod Pampling,6.83,71,1039,-0.254
78,0,23614,Rich Beem,6.73,66,980,-0.227
79,0,12652,Cameron Beckman,6.65,79,1188,-0.304
80,0,06197,Michael Allen,6.61,59,892,-0.339
