RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,06522,Ernie Els,48.86,43,88,-0.26
2,0,21731,Freddie Jacobson,45.00,63,140,-0.16
3,0,23623,Bo Van Pelt,44.61,91,204,-0.23
4,0,22913,John Rollins,43.82,78,178,-0.21
4,0,20645,John Senden,43.82,78,178,-0.13
6,0,22405,Justin Rose,41.86,36,86,-0.42
7,0,24457,Jaco Van Zyl,41.84,41,98,+0.17
8,0,23048,Eric Axley,41.75,86,206,+0.01
9,0,01473,Todd Hamilton,41.67,55,132,-0.05
10,0,01810,Phil Mickelson,41.53,49,118,-0.24
11,0,20572,Rod Pampling,41.45,63,152,-0.17
12,0,19824,Craig Barlow,41.35,43,104,-0.12
13,0,01707,Steve Lowery,41.22,61,148,-0.11
14,0,01161,Mark Calcavecchia,41.14,65,158,-0.06
15,0,20105,Jeff Gove,40.78,84,206,-0.17
16,0,21959,Ted Purdy,40.10,77,192,-0.23
17,0,01706,Davis Love III,40.00,44,110,-0.20
18,0,22046,Geoff Ogilvy,39.84,51,128,-0.12
19,0,26679,Kevin Stadler,39.66,69,174,+0.06
20,0,23325,Vaughn Taylor,39.61,61,154,-0.16
21,0,08881,Tripp Isenhour,39.38,63,160,-0.10
22,0,01577,Lee Janzen,39.17,47,120,-0.06
23,0,02036,Jim Rutledge,39.09,43,110,-0.07
24,0,22378,Trevor Immelman,38.89,42,108,-0.05
25,0,24925,Jonathan Byrd,38.81,52,134,-0.06
26,0,20160,Charlie Wi,38.64,68,176,-0.19
27,0,20691,Greg Owen,38.61,61,158,+0.08
28,0,24507,Jason Bohn,38.60,44,114,+0.07
29,0,25900,Lucas Glover,38.55,64,166,-0.08
30,0,24912,Will MacKenzie,38.54,74,192,-0.07
30,0,02104,Jeff Sluman,38.54,37,96,-0.14
32,0,28158,Steve Marino,38.50,77,200,-0.19
33,0,20850,Daniel Chopra,38.46,80,208,-0.15
34,0,20498,Briny Baird,38.29,85,222,-0.04
35,0,20098,Stuart Appleby,38.14,45,118,+0.11
36,0,21646,David Branshaw,37.95,63,166,-0.05
37,0,20634,Peter Lonard,37.89,61,161,-0.07
38,0,28486,Michael Putnam,37.79,65,172,-0.23
39,0,25345,Carl Pettersson,37.76,74,196,-0.26
40,0,02101,Joey Sindelar,37.67,55,146,-0.16
41,0,25686,Jason Dufner,37.50,72,192,-0.22
41,0,26596,Ryan Moore,37.50,63,168,-0.14
41,0,25396,Kevin Na,37.50,63,168,-0.06
41,0,12660,Jesper Parnevik,37.50,63,168,-0.10
45,0,26951,Johnson Wagner,37.37,71,190,-0.14
46,0,20229,Stewart Cink,37.16,55,148,-0.15
47,0,06197,Michael Allen,37.14,52,140,-0.10
48,0,23800,Bryce Molder,37.04,40,108,+0.03
49,0,06621,Joe Durant,37.01,57,154,-0.18
50,0,12705,Cliff Kresge,36.92,79,214,-0.29
51,0,24024,Zach Johnson,36.89,45,122,-0.18
52,0,21961,Charles Howell III,36.81,53,144,-0.06
53,0,24490,George McNeill,36.78,64,174,-0.06
54,0,20157,Retief Goosen,36.76,25,68,-0.08
55,0,01945,Kenny Perry,36.71,58,158,-0.10
56,0,07867,Woody Austin,36.52,65,178,-0.22
56,0,23320,Ryan Palmer,36.52,65,178,-0.02
58,0,02206,David Toms,36.51,46,126,-0.13
59,0,08375,Paul Stankowski,36.46,35,96,-0.17
60,0,06527,Steve Stricker,36.36,48,132,-0.27
61,0,02223,Bob Tway,36.32,69,190,-0.20
62,0,26881,Jarrod Lyle,36.30,53,146,-0.30
63,0,21528,Henrik Stenson,36.11,26,72,-0.19
64,0,10733,Kent Jones,36.08,70,194,-0.24
65,0,12782,Tim Herron,36.05,62,172,-0.24
66,0,10425,Jay Williamson,36.00,36,100,-0.06
67,0,21949,Joe Ogilvie,35.94,69,192,-0.17
68,0,26289,Boo Weekley,35.88,61,170,-0.02
69,0,10885,Robert Allenby,35.80,58,162,-0.26
70,0,01035,Tommy Armour III,35.71,55,154,-0.05
71,0,01313,Steve Elkington,35.44,56,158,-0.30
72,0,01024,Billy Andrade,35.23,62,176,-0.05
72,0,27933,John Merrick,35.23,62,176,-0.15
72,0,24138,Ian Poulter,35.23,31,88,-0.26
75,0,26360,Bubba Dickerson,35.11,33,94,-0.03
76,0,10213,Dicky Pride,35.07,47,134,E
76,0,02246,Duffy Waldorf,35.07,47,134,-0.13
78,0,25190,Jeff Quinney,34.95,65,186,-0.18
78,0,27649,Brandt Snedeker,34.95,65,186,-0.18
80,0,07457,Steve Flesch,34.90,67,192,-0.13
81,0,07749,Brett Quigley,34.85,46,132,-0.04
82,0,22295,Darron Stiles,34.75,41,118,-0.32
83,0,27770,Camilo Villegas,34.72,50,144,-0.20
84,0,12510,Chad Campbell,34.62,54,156,-0.22
84,0,12716,Charley Hoffman,34.62,63,182,-0.17
84,0,01948,Tim Petrovic,34.62,72,208,-0.11
84,0,02239,Scott Verplank,34.62,45,130,-0.13
88,0,06595,Kevin Sutherland,34.42,53,154,-0.21
89,0,23718,Nathan Green,34.41,64,186,-0.23
90,0,24924,Bill Haas,34.27,61,178,-0.11
91,0,25273,Andrew Buckle,34.25,50,146,-0.18
92,0,06515,Shaun Micheel,34.21,52,152,-0.12
93,0,12195,Tom Johnson,34.03,49,144,-0.10
94,0,23788,D.J. Trahan,34.02,66,194,-0.11
95,0,21633,Steve Allan,33.90,40,118,E
96,0,27060,John Mallinger,33.85,65,192,-0.12
97,0,22371,Aaron Baddeley,33.82,46,136,-0.35
98,0,06034,Marco Dawson,33.80,48,142,-0.15
99,0,06373,José María Olazábal,33.75,27,80,E
100,0,12680,Shigeki Maruyama,33.73,56,166,-0.20
101,0,01941,Tom Pernice Jr.,33.70,62,184,-0.24
102,0,26882,Michael Sim,33.65,35,104,-0.31
103,0,23613,Rich Barcelo,33.33,52,156,-0.12
103,0,20472,Alex Cejka,33.33,52,156,-0.25
103,0,22212,Craig Lile,33.33,50,150,-0.20
103,0,01766,Billy Mayfair,33.33,60,180,-0.30
103,0,24502,Adam Scott,33.33,36,108,-0.28
108,0,12652,Cameron Beckman,33.15,61,184,-0.23
109,0,21209,Sergio Garcia,33.04,37,112,-0.32
109,0,22348,Nick O'Hern,33.04,37,112,-0.16
111,0,11032,Frank Lickliter II,32.97,60,182,-0.18
112,0,29718,Anthony Kim,32.94,56,170,-0.13
113,0,21470,Daisuke Maruyama,32.93,54,164,-0.26
114,0,20433,Mark Hensby,32.91,52,158,-0.27
115,0,20104,Ken Duke,32.69,68,208,-0.03
116,0,21806,Paul Gow,32.58,43,132,-0.23
117,0,23614,Rich Beem,32.47,50,154,+0.24
118,0,20628,Arron Oberholser,32.41,35,108,-0.14
119,0,24357,K.J. Choi,32.39,46,142,-0.22
119,0,23353,J.J. Henry,32.39,46,142,-0.37
119,0,01797,Rocco Mediate,32.39,46,142,-0.07
122,0,01724,Jeff Maggert,32.28,51,158,-0.18
123,0,01388,Robert Gamez,32.14,54,168,-0.19
124,0,10423,Mike Weir,32.09,43,134,-0.16
125,0,08537,J.P. Hayes,32.02,57,178,+0.12
126,0,25892,Steve Wheatcroft,31.88,44,138,-0.20
127,0,24140,Sean O'Hair,31.82,56,176,-0.16
128,0,23108,Matt Kuchar,31.65,50,158,-0.08
129,0,06251,Chris DiMarco,31.54,41,130,E
130,0,10117,Bob Heintz,31.48,51,162,-0.06
131,0,21753,Brian Davis,31.44,61,194,-0.30
132,0,24290,D.J. Brigman,31.36,37,118,-0.14
132,0,21660,Jason Schultz,31.36,37,118,E
134,0,23621,Rory Sabbatini,31.34,42,134,-0.19
135,0,29476,Kyle Reifers,31.16,43,138,+0.07
136,0,08123,Jeff Brehaut,31.13,33,106,-0.03
137,0,20378,Mathias Grönberg,31.05,59,190,+0.14
138,0,28475,Jeff Overton,31.03,36,116,-0.03
139,0,24449,Parker McLachlin,31.01,49,158,-0.20
140,0,07223,Brian Bateman,30.85,29,94,+0.07
141,0,20574,Mathew Goggin,30.65,57,186,-0.19
142,0,07547,Craig Kanada,30.58,63,206,-0.06
143,0,23638,Brendon de Jonge,30.56,44,144,-0.14
144,0,01157,Tom Byrum,30.43,28,92,-0.11
145,0,24781,Hunter Mahan,30.38,48,158,-0.02
146,0,20766,Padraig Harrington,30.21,29,96,-0.21
147,0,10809,Jim Furyk,30.15,41,136,-0.17
148,0,08075,Jerry Kelly,30.12,50,166,-0.26
149,0,01142,Bart Bryant,30.00,48,160,-0.10
149,0,12714,Chris Tidland,30.00,33,110,E
149,0,23322,Brett Wetterich,30.00,45,150,E
152,0,01320,Bob Estes,29.76,50,168,-0.24
153,0,01677,Tom Lehman,29.63,32,108,-0.19
153,0,21878,Mark Wilson,29.63,48,162,-0.06
155,0,08793,Tiger Woods,29.55,26,88,-0.23
156,0,21350,Ryuji Imada,29.17,56,192,-0.14
157,0,19803,Ryan Armour,29.13,60,206,-0.10
158,0,26420,Richard Johnson,29.12,53,182,-0.09
159,0,23933,Michael Boyd,28.95,33,114,-0.21
160,0,10860,Justin Leonard,28.65,51,178,-0.02
161,0,24361,Pat Perez,28.57,40,140,-0.10
162,0,06567,Vijay Singh,28.49,49,172,-0.31
163,0,22621,Ben Curtis,27.94,38,136,+0.24
164,0,06004,Stephen Ames,27.78,35,126,-0.09
164,0,08931,Glen Day,27.78,45,162,-0.27
166,0,11123,Chris Couch,27.63,42,152,-0.07
167,0,20382,Stephen Leaney,27.50,44,160,-0.27
168,0,23983,Luke Donald,27.36,29,106,-0.14
169,0,20127,Chris Riley,27.27,30,110,-0.27
170,0,27702,Matt Hendrix,27.05,33,122,+0.09
171,0,24980,Scott Gutschewski,26.98,34,126,+0.09
172,0,07363,Craig Bowden,26.97,41,152,-0.22
173,0,23349,Charles Warren,26.73,54,202,-0.20
174,0,27963,Chris Stroud,26.61,33,124,-0.12
175,0,21805,Harrison Frazar,26.22,43,164,-0.07
176,0,27141,J.B. Holmes,26.09,36,138,E
177,0,23497,Tag Ridings,26.00,26,100,-0.08
178,0,22293,Heath Slocum,25.77,50,194,-0.16
179,0,20859,Anders Hansen,25.64,20,78,+0.15
180,0,22892,Jason Gore,25.58,44,172,+0.16
181,0,01381,Fred Funk,25.47,27,106,+0.07
181,0,06643,Paul Goydos,25.47,27,106,+0.04
183,0,27120,Troy Matteson,24.69,40,162,-0.20
184,0,22806,Doug LaBelle II,24.50,49,200,-0.14
185,0,23135,Tim Clark,24.07,26,108,-0.19
186,0,02214,Kirk Triplett,24.00,36,150,E
187,0,24358,Robert Garrigus,23.16,44,190,+0.05
188,0,01132,Mark Brooks,22.34,21,94,-0.10
189,0,19972,José Coceres,21.59,19,88,-0.11
190,0,27095,Nick Watney,21.52,34,158,-0.24
191,0,19846,Brian Gay,21.36,44,206,-0.11
192,0,12602,Dean Wilson,20.73,34,164,-0.06
193,0,20623,Gavin Coles,20.48,34,166,-0.35
194,0,01249,John Daly,19.81,21,106,-0.19
195,0,25804,Bubba Watson,18.92,28,148,-0.25
196,0,01928,Corey Pavin,17.53,27,154,-0.19
