RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,16.90,168,994,+0.208
2,0,12602,Dean Wilson,11.73,123,1049,+0.211
3,0,20382,Stephen Leaney,10.69,110,1029,+0.082
4,0,20127,Chris Riley,10.08,72,714,+0.083
5,0,02104,Jeff Sluman,9.79,57,582,+0.263
6,0,20623,Gavin Coles,9.40,101,1074,+0.089
7,0,01132,Mark Brooks,9.25,53,573,+0.057
8,0,22806,Doug LaBelle II,9.21,117,1271,+0.026
9,0,19846,Brian Gay,9.00,122,1356,+0.098
10,0,23983,Luke Donald,8.81,62,704,+0.145
11,0,01320,Bob Estes,8.68,97,1118,+0.165
12,0,06004,Stephen Ames,8.61,75,871,+0.213
13,0,26420,Richard Johnson,8.56,100,1168,+0.070
14,0,01677,Tom Lehman,8.52,58,681,+0.138
15,0,22212,Craig Lile,8.37,81,968,+0.062
16,0,10809,Jim Furyk,8.31,77,927,+0.078
17,0,23108,Matt Kuchar,8.14,81,995,+0.173
18,0,01577,Lee Janzen,7.97,58,728,+0.362
19,0,02101,Joey Sindelar,7.94,74,932,+0.176
20,0,21878,Mark Wilson,7.90,80,1013,+0.088
21,0,10213,Dicky Pride,7.85,67,854,+0.075
22,0,06643,Paul Goydos,7.67,50,652,+0.240
23,0,19972,José Coceres,7.64,45,589,+0.089
23,0,22621,Ben Curtis,7.64,69,903,+0.174
25,0,01381,Fred Funk,7.56,56,741,+0.268
26,0,01157,Tom Byrum,7.52,43,572,+0.349
26,0,24138,Ian Poulter,7.52,41,545,E
28,0,01941,Tom Pernice Jr.,7.48,88,1176,+0.205
29,0,02214,Kirk Triplett,7.47,71,950,+0.085
30,0,01388,Robert Gamez,7.34,78,1062,+0.051
31,0,20645,John Senden,7.31,86,1176,+0.058
32,0,22348,Nick O'Hern,7.28,56,769,-0.089
33,0,12660,Jesper Parnevik,7.27,76,1046,+0.079
34,0,12510,Chad Campbell,7.23,74,1023,+0.095
35,0,23621,Rory Sabbatini,7.01,62,885,+0.065
36,0,25686,Jason Dufner,6.99,85,1216,+0.024
37,0,06197,Michael Allen,6.95,62,892,+0.177
38,0,23353,J.J. Henry,6.94,66,951,E
38,0,27060,John Mallinger,6.94,84,1211,+0.095
40,0,01473,Todd Hamilton,6.91,56,810,+0.429
41,0,21731,Freddie Jacobson,6.80,65,956,+0.169
42,0,24449,Parker McLachlin,6.75,69,1022,+0.333
43,0,10733,Kent Jones,6.67,82,1230,+0.134
44,0,24507,Jason Bohn,6.65,49,737,+0.082
44,0,20160,Charlie Wi,6.65,77,1158,+0.234
46,0,26596,Ryan Moore,6.60,69,1045,+0.174
47,0,01706,Davis Love III,6.58,49,745,+0.020
48,0,29476,Kyle Reifers,6.56,58,884,+0.086
49,0,07547,Craig Kanada,6.54,86,1314,+0.105
50,0,23718,Nathan Green,6.53,79,1209,+0.228
51,0,06621,Joe Durant,6.52,67,1027,+0.060
52,0,23135,Tim Clark,6.51,48,737,+0.167
53,0,11123,Chris Couch,6.47,66,1020,+0.288
54,0,21646,David Branshaw,6.41,67,1046,+0.313
55,0,12714,Chris Tidland,6.32,45,712,+0.222
56,0,23933,Michael Boyd,6.31,46,729,+0.109
57,0,08881,Tripp Isenhour,6.27,64,1020,+0.109
58,0,12680,Shigeki Maruyama,6.26,70,1118,+0.171
59,0,24290,D.J. Brigman,6.22,47,756,+0.255
60,0,12782,Tim Herron,6.21,71,1143,+0.042
61,0,22293,Heath Slocum,6.18,80,1295,+0.063
62,0,02246,Duffy Waldorf,6.17,51,827,+0.176
63,0,21806,Paul Gow,6.14,49,798,+0.184
63,0,01724,Jeff Maggert,6.14,67,1091,+0.179
65,0,23320,Ryan Palmer,6.12,70,1143,+0.043
66,0,28486,Michael Putnam,5.99,67,1119,+0.149
67,0,07457,Steve Flesch,5.96,75,1258,+0.253
68,0,02223,Bob Tway,5.94,73,1229,+0.205
69,0,23048,Eric Axley,5.93,78,1315,+0.295
70,0,12195,Tom Johnson,5.92,52,878,+0.192
71,0,25190,Jeff Quinney,5.90,71,1203,+0.268
72,0,25273,Andrew Buckle,5.85,55,940,+0.218
73,0,20628,Arron Oberholser,5.83,43,738,+0.023
74,0,22378,Trevor Immelman,5.82,44,756,-0.023
75,0,01766,Billy Mayfair,5.80,67,1155,+0.015
76,0,21350,Ryuji Imada,5.79,72,1243,+0.111
77,0,20574,Mathew Goggin,5.78,70,1211,+0.114
78,0,20098,Stuart Appleby,5.77,47,814,+0.277
79,0,02206,David Toms,5.76,51,885,+0.020
80,0,21959,Ted Purdy,5.75,70,1217,+0.214
81,0,01948,Tim Petrovic,5.74,76,1325,+0.105
82,0,06515,Shaun Micheel,5.73,56,978,+0.214
83,0,19803,Ryan Armour,5.71,75,1313,+0.227
84,0,06251,Chris DiMarco,5.69,50,878,+0.280
85,0,23800,Bryce Molder,5.68,39,687,+0.410
86,0,10860,Justin Leonard,5.66,65,1149,+0.154
87,0,08375,Paul Stankowski,5.63,33,586,+0.242
88,0,21209,Sergio Garcia,5.61,43,766,+0.233
88,0,08075,Jerry Kelly,5.61,59,1051,+0.068
90,0,10117,Bob Heintz,5.59,56,1002,+0.018
90,0,12705,Cliff Kresge,5.59,78,1395,+0.218
92,0,27120,Troy Matteson,5.56,59,1061,+0.237
92,0,26882,Michael Sim,5.56,39,702,+0.333
94,0,01313,Steve Elkington,5.52,56,1015,+0.161
95,0,25396,Kevin Na,5.50,60,1091,+0.283
95,0,25345,Carl Pettersson,5.50,71,1291,+0.127
