RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
97,0,20105,Jeff Gove,5.49,72,1312,+0.139
98,0,22913,John Rollins,5.45,64,1175,+0.156
99,0,24361,Pat Perez,5.41,49,905,+0.061
100,0,20850,Daniel Chopra,5.35,71,1328,+0.183
101,0,22892,Jason Gore,5.32,58,1090,+0.259
102,0,24980,Scott Gutschewski,5.30,43,812,+0.209
103,0,06595,Kevin Sutherland,5.29,51,964,+0.176
104,0,24912,Will MacKenzie,5.28,67,1270,+0.045
105,0,20104,Ken Duke,5.26,70,1330,-0.029
106,0,23613,Rich Barcelo,5.20,51,980,+0.235
107,0,20433,Mark Hensby,5.18,52,1003,+0.269
107,0,21470,Daisuke Maruyama,5.18,55,1062,+0.200
109,0,20229,Stewart Cink,5.16,52,1007,+0.154
109,0,08931,Glen Day,5.16,54,1046,+0.241
111,0,20472,Alex Cejka,5.14,53,1031,+0.113
112,0,20498,Briny Baird,5.12,75,1466,E
113,0,27770,Camilo Villegas,5.11,49,958,+0.224
114,0,23638,Brendon de Jonge,5.10,47,922,+0.213
115,0,01024,Billy Andrade,5.09,56,1100,+0.268
115,0,27963,Chris Stroud,5.09,40,786,+0.050
117,0,21805,Harrison Frazar,5.08,52,1023,+0.135
118,0,24357,K.J. Choi,5.05,48,951,+0.063
119,0,23623,Bo Van Pelt,5.03,68,1351,-0.088
120,0,07223,Brian Bateman,5.02,31,618,+0.258
120,0,06373,José María Olazábal,5.02,26,518,+0.538
122,0,21660,Jason Schultz,4.99,37,742,+0.054
123,0,12652,Cameron Beckman,4.97,59,1188,+0.203
123,0,08123,Jeff Brehaut,4.97,34,684,+0.441
125,0,06034,Marco Dawson,4.96,45,908,+0.022
126,0,27702,Matt Hendrix,4.95,38,768,+0.421
127,0,01797,Rocco Mediate,4.92,46,935,+0.196
128,0,26951,Johnson Wagner,4.91,59,1202,+0.017
129,0,22371,Aaron Baddeley,4.85,45,928,+0.156
130,0,20859,Anders Hansen,4.83,23,476,-0.174
131,0,01945,Kenny Perry,4.80,50,1042,+0.060
132,0,07867,Woody Austin,4.78,56,1172,+0.125
133,0,07749,Brett Quigley,4.77,42,881,+0.143
134,0,02239,Scott Verplank,4.73,39,825,+0.154
135,0,20634,Peter Lonard,4.63,49,1058,+0.265
136,0,23788,D.J. Trahan,4.62,58,1255,+0.276
137,0,26881,Jarrod Lyle,4.59,43,936,+0.163
138,0,07363,Craig Bowden,4.58,43,938,+0.047
139,0,01035,Tommy Armour III,4.56,44,965,+0.136
140,0,24925,Jonathan Byrd,4.51,39,864,+0.231
141,0,25892,Steve Wheatcroft,4.45,38,854,+0.421
142,0,01142,Bart Bryant,4.44,46,1036,+0.348
143,0,24024,Zach Johnson,4.43,37,836,+0.243
144,0,20157,Retief Goosen,4.41,21,476,+0.190
145,0,24358,Robert Garrigus,4.40,53,1204,+0.189
146,0,23614,Rich Beem,4.39,43,980,-0.093
147,0,21949,Joe Ogilvie,4.38,53,1210,+0.264
147,0,24457,Jaco Van Zyl,4.38,27,616,+0.111
149,0,27141,J.B. Holmes,4.35,39,897,-0.051
149,0,25804,Bubba Watson,4.35,40,920,+0.200
151,0,27649,Brandt Snedeker,4.34,52,1199,-0.096
152,0,29718,Anthony Kim,4.32,48,1111,+0.188
152,0,24490,George McNeill,4.32,48,1112,+0.125
152,0,08793,Tiger Woods,4.32,26,602,-0.038
155,0,21753,Brian Davis,4.30,53,1232,+0.151
155,0,27095,Nick Watney,4.30,42,976,+0.119
157,0,23322,Brett Wetterich,4.28,42,981,+0.119
158,0,21633,Steve Allan,4.18,32,766,-0.063
159,0,08537,J.P. Hayes,4.13,46,1115,+0.239
160,0,22046,Geoff Ogilvy,4.11,37,900,+0.189
161,0,24781,Hunter Mahan,4.08,41,1006,+0.146
161,0,23325,Vaughn Taylor,4.08,41,1004,+0.098
163,0,20572,Rod Pampling,4.04,42,1039,+0.071
164,0,20378,Mathias Grönberg,3.99,49,1228,+0.102
165,0,06567,Vijay Singh,3.92,45,1148,+0.156
166,0,24140,Sean O'Hair,3.87,45,1164,+0.044
166,0,02036,Jim Rutledge,3.87,25,646,+0.240
168,0,20691,Greg Owen,3.86,38,984,+0.289
168,0,06527,Steve Stricker,3.86,35,907,+0.057
170,0,10885,Robert Allenby,3.80,40,1052,+0.050
171,0,11032,Frank Lickliter II,3.79,45,1187,+0.178
172,0,28158,Steve Marino,3.76,48,1275,+0.292
173,0,10425,Jay Williamson,3.72,25,672,E
174,0,12716,Charley Hoffman,3.71,43,1158,+0.209
175,0,26360,Bubba Dickerson,3.67,22,600,+0.455
175,0,25900,Lucas Glover,3.67,40,1091,+0.100
177,0,01249,John Daly,3.63,25,688,+0.240
178,0,27933,John Merrick,3.53,40,1134,+0.050
179,0,22295,Darron Stiles,3.37,25,742,+0.040
180,0,01161,Mark Calcavecchia,3.34,34,1019,+0.294
181,0,23349,Charles Warren,3.31,43,1299,+0.186
182,0,19824,Craig Barlow,3.25,20,615,+0.500
183,0,24502,Adam Scott,3.16,24,760,+0.292
184,0,10423,Mike Weir,3.10,26,840,+0.346
185,0,01707,Steve Lowery,3.09,30,970,+0.400
186,0,06522,Ernie Els,3.08,19,616,+0.053
187,0,22405,Justin Rose,2.93,16,546,+0.375
188,0,28475,Jeff Overton,2.92,22,754,+0.045
189,0,24924,Bill Haas,2.88,33,1144,+0.091
190,0,01810,Phil Mickelson,2.61,19,728,+0.263
191,0,20766,Padraig Harrington,2.48,16,644,+0.438
192,0,26679,Kevin Stadler,2.47,27,1092,+0.037
193,0,23497,Tag Ridings,2.23,14,628,+0.071
194,0,21961,Charles Howell III,2.17,20,920,+0.300
195,0,21528,Henrik Stenson,1.79,9,504,+0.111
196,0,26289,Boo Weekley,1.56,17,1090,+0.059
