RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,41.22,61,148,-0.31
2,0,27141,J.B. Holmes,37.68,52,138,-0.27
3,0,01249,John Daly,36.79,39,106,+0.13
4,0,24358,Robert Garrigus,31.05,59,190,-0.27
5,0,24980,Scott Gutschewski,28.57,36,126,-0.53
6,0,23497,Tag Ridings,28.00,28,100,-0.39
7,0,21805,Harrison Frazar,26.83,44,164,-0.27
8,0,08793,Tiger Woods,26.14,23,88,-0.48
9,0,21633,Steve Allan,25.42,30,118,-0.33
10,0,23322,Brett Wetterich,24.00,36,150,-0.28
11,0,27702,Matt Hendrix,23.77,29,122,-0.14
12,0,11123,Chris Couch,23.68,36,152,-0.14
13,0,23349,Charles Warren,23.27,47,202,-0.34
14,0,22892,Jason Gore,22.09,38,172,-0.18
15,0,27095,Nick Watney,21.52,34,158,-0.29
16,0,10885,Robert Allenby,20.37,33,162,-0.33
17,0,20378,Mathias Grönberg,18.42,35,190,-0.34
18,0,23353,J.J. Henry,18.31,26,142,-0.50
19,0,20574,Mathew Goggin,18.28,34,186,-0.38
20,0,24924,Bill Haas,17.98,32,178,-0.31
21,0,12716,Charley Hoffman,17.58,32,182,-0.41
22,0,27120,Troy Matteson,17.28,28,162,-0.21
23,0,29718,Anthony Kim,17.06,29,170,-0.28
24,0,28158,Steve Marino,17.00,34,200,-0.32
25,0,24502,Adam Scott,16.67,18,108,-0.61
26,0,27933,John Merrick,16.48,29,176,-0.28
27,0,24781,Hunter Mahan,16.46,26,158,-0.46
27,0,20691,Greg Owen,16.46,26,158,-0.23
29,0,28475,Jeff Overton,16.38,19,116,-0.74
30,0,01706,Davis Love III,16.36,18,110,-0.17
30,0,12714,Chris Tidland,16.36,18,110,-0.22
32,0,20850,Daniel Chopra,16.35,34,208,-0.12
33,0,27770,Camilo Villegas,15.97,23,144,-0.26
34,0,26360,Bubba Dickerson,15.96,15,94,-0.13
35,0,29476,Kyle Reifers,15.94,22,138,-0.68
36,0,24140,Sean O'Hair,15.91,28,176,-0.75
37,0,26289,Boo Weekley,15.88,27,170,-0.19
38,0,01945,Kenny Perry,15.82,25,158,-0.12
39,0,23788,D.J. Trahan,15.46,30,194,-0.30
40,0,26882,Michael Sim,15.38,16,104,-0.50
41,0,23638,Brendon de Jonge,15.28,22,144,-0.27
42,0,21961,Charles Howell III,14.58,21,144,-0.43
43,0,22046,Geoff Ogilvy,14.06,18,128,-0.22
43,0,21959,Ted Purdy,14.06,27,192,-0.04
45,0,08537,J.P. Hayes,14.04,25,178,-0.16
45,0,23320,Ryan Palmer,14.04,25,178,-0.16
47,0,28486,Michael Putnam,13.95,24,172,-0.33
48,0,25273,Andrew Buckle,13.70,20,146,-0.35
49,0,21660,Jason Schultz,13.56,16,118,-0.50
50,0,20766,Padraig Harrington,13.54,13,96,-0.23
51,0,06567,Vijay Singh,13.37,23,172,E
52,0,24490,George McNeill,13.22,23,174,-0.13
53,0,08123,Jeff Brehaut,13.21,14,106,+0.07
54,0,12652,Cameron Beckman,13.04,24,184,-0.38
