RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,01766,Billy Mayfair,9,51
2,0,27770,Camilo Villegas,6,43
3,0,12652,Cameron Beckman,5,59
3,0,21350,Ryuji Imada,5,45
3,0,24361,Pat Perez,5,39
6,0,27895,Jonas Blixt,4,21
6,0,33141,Keegan Bradley,4,47
6,0,06251,Chris DiMarco,4,38
6,0,24358,Robert Garrigus,4,55
6,0,22348,Nick O'Hern,4,41
6,0,27556,Ted Potter Jr.,4,46
12,0,21407,Arjun Atwal,3,34
12,0,29479,Scott Brown,3,42
12,0,24925,Jonathan Byrd,3,35
12,0,28093,Miguel Angel Carballo,3,40
12,0,23541,Ben Crane,3,31
12,0,32102,Rickie Fowler,3,36
12,0,30750,Tommy Gainey,3,51
12,0,08725,Tom Gillis,3,42
12,0,23718,Nathan Green,3,34
12,0,30926,Chris Kirk,3,56
12,0,24502,Adam Scott,3,27
12,0,20645,John Senden,3,26
12,0,27963,Chris Stroud,3,29
12,0,27095,Nick Watney,3,52
12,0,20160,Charlie Wi,3,33
27,0,24846,Ricky Barnes,2,68
27,0,20070,Matt Bettencourt,2,33
27,0,32366,Kevin Chappell,2,56
27,0,23135,Tim Clark,2,25
27,0,24494,Erik Compton,2,35
27,0,11123,Chris Couch,2,22
27,0,21753,Brian Davis,2,32
27,0,20104,Ken Duke,2,53
27,0,01320,Bob Estes,2,26
27,0,21805,Harrison Frazar,2,34
27,0,23903,Stephen Gangluff,2,28
27,0,19846,Brian Gay,2,20
27,0,27644,Brian Harman,2,45
27,0,27141,J.B. Holmes,2,45
27,0,21731,Freddie Jacobson,2,23
27,0,30925,Dustin Johnson,2,24
27,0,24024,Zach Johnson,2,31
27,0,26300,Matt Jones,2,26
27,0,08075,Jerry Kelly,2,40
27,0,23108,Matt Kuchar,2,20
27,0,26851,Marc Leishman,2,54
27,0,23548,Bill Lunde,2,48
27,0,24781,Hunter Mahan,2,30
27,0,27060,John Mallinger,2,34
27,0,01810,Phil Mickelson,2,31
27,0,22046,Geoff Ogilvy,2,28
27,0,20691,Greg Owen,2,54
27,0,25240,D.A. Points,2,51
27,0,25457,Alexandre Rocha,2,32
27,0,22293,Heath Slocum,2,47
27,0,25834,Daniel Summerhays,2,38
27,0,23325,Vaughn Taylor,2,34
27,0,32150,Michael Thompson,2,38
27,0,33419,Cameron Tringale,2,47
27,0,20396,Lee Westwood,2,23
27,0,31323,Gary Woodland,2,48
63,0,06004,Stephen Ames,1,30
63,0,33120,Mark Anderson,1,49
63,0,32334,Charlie Beljan,1,28
63,0,23542,Tommy Biershenk,1,33
63,0,28455,Will Claxton,1,47
63,0,20623,Gavin Coles,1,34
63,0,28089,Jason Day,1,28
63,0,27436,Graham DeLaet,1,50
63,0,25686,Jason Dufner,1,35
63,0,06036,Scott Dunlap,1,43
63,0,34099,Harris English,1,52
63,0,28307,Matt Every,1,34
63,0,32698,Bobby Gates,1,54
63,0,24924,Bill Haas,1,35
63,0,24604,Hunter Haas,1,26
63,0,20766,Padraig Harrington,1,23
63,0,12782,Tim Herron,1,36
63,0,12716,Charley Hoffman,1,53
63,0,29420,Billy Horschel,1,30
63,0,21961,Charles Howell III,1,43
63,0,22378,Trevor Immelman,1,40
63,0,30852,Ryo Ishikawa,1,14
63,0,27974,Sung Kang,1,41
63,0,30711,Colt Knost,1,34
63,0,27936,Martin Laird,1,37
63,0,27797,Derek Lamely,1,32
63,0,10860,Justin Leonard,1,42
63,0,24940,Edward Loar,1,18
63,0,01706,Davis Love III,1,22
63,0,22961,David Mathis,1,26
63,0,27933,John Merrick,1,46
63,0,26596,Ryan Moore,1,41
63,0,27302,Garth Mulroy,1,25
63,0,25396,Kevin Na,1,24
63,0,29289,S.Y. Noh,1,39
63,0,24140,Sean O'Hair,1,43
63,0,28475,Jeff Overton,1,41
63,0,23320,Ryan Palmer,1,33
63,0,24138,Ian Poulter,1,19
63,0,26476,Chez Reavie,1,42
63,0,29476,Kyle Reifers,1,46
63,0,22913,John Rollins,1,40
63,0,25562,Andres Romero,1,46
63,0,23621,Rory Sabbatini,1,46
63,0,06567,Vijay Singh,1,47
63,0,30692,Scott Stallings,1,42
63,0,30110,Kyle Stanley,1,45
63,0,30927,Brendon Todd,1,32
63,0,23788,D.J. Trahan,1,44
63,0,26951,Johnson Wagner,1,48
63,0,25632,Jimmy Walker,1,40
63,0,26289,Boo Weekley,1,39
63,0,21878,Mark Wilson,1,37
