RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,20848,Ángel Cabrera,.00,0,58,100.0
1,0,24357,K.J. Choi,.00,0,72,100.0
1,0,22621,Ben Curtis,.00,0,72,100.0
1,0,28089,Jason Day,.00,0,62,100.0
1,0,21209,Sergio Garcia,.00,0,64,100.0
1,0,19846,Brian Gay,.00,0,115,100.0
1,0,24924,Bill Haas,.00,0,88,100.0
1,0,24604,Hunter Haas,.00,0,61,100.0
1,0,06573,Brandt Jobe,.00,0,70,100.0
1,0,30925,Dustin Johnson,.00,0,83,100.0
1,0,08075,Jerry Kelly,.00,0,105,100.0
1,0,23108,Matt Kuchar,.00,0,114,100.0
1,0,22961,David Mathis,.00,0,87,100.0
1,0,28237,Rory McIlroy,.00,0,52,100.0
1,0,23800,Bryce Molder,.00,0,93,100.0
1,0,25396,Kevin Na,.00,0,95,100.0
1,0,22293,Heath Slocum,.00,0,115,100.0
1,0,06527,Steve Stricker,.00,0,76,100.0
1,0,22582,Kyle Thompson,.00,0,54,100.0
1,0,25804,Bubba Watson,.00,0,70,100.0
1,0,21878,Mark Wilson,.00,0,102,100.0
1,0,24663,Y.E. Yang,.00,0,60,100.0
23,0,25818,Scott Piercy,.66,1,151,99.3
24,0,24846,Ricky Barnes,.73,1,137,99.2
24,0,27933,John Merrick,.73,1,137,99.2
26,0,28500,Martin Flores,.80,1,125,99.2
27,0,31202,William McGirt,.81,1,124,99.1
28,0,23353,J.J. Henry,.89,1,112,99.1
29,0,32698,Bobby Gates,.93,1,108,99.0
29,0,10860,Justin Leonard,.93,1,108,99.0
31,0,29518,Brendan Steele,.94,1,106,99.0
32,0,22348,Nick O'Hern,.95,1,105,99.0
33,0,24507,Jason Bohn,.98,1,102,99.0
33,0,27963,Chris Stroud,.98,1,102,99.0
35,0,27466,Spencer Levin,1.02,1,98,98.9
36,0,22913,John Rollins,1.04,1,96,98.9
37,0,29479,Scott Brown,1.05,1,95,98.9
38,0,27120,Troy Matteson,1.06,1,94,98.9
39,0,20098,Stuart Appleby,1.08,1,93,98.9
39,0,21350,Ryuji Imada,1.08,1,93,98.9
41,0,12652,Cameron Beckman,1.09,1,92,98.9
42,0,27895,Jonas Blixt,1.10,1,91,98.9
43,0,27649,Brandt Snedeker,1.12,1,89,98.8
44,0,23542,Tommy Biershenk,1.20,1,83,98.8
44,0,22046,Geoff Ogilvy,1.20,1,83,98.8
46,0,29478,Kevin Kisner,1.23,1,81,98.7
46,0,26329,Louis Oosthuizen,1.23,1,81,98.7
48,0,23638,Brendon de Jonge,1.34,2,149,98.6
49,0,10213,Dicky Pride,1.35,1,74,98.6
50,0,25632,Jimmy Walker,1.39,2,144,98.6
