RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,25572,Graeme McDowell,29
2,0,34076,Joel Dahmen,28
3,0,29221,Webb Simpson,24
4,0,29535,Brice Garnett,23
5,0,33948,Byeong Hun An,22
5,0,46970,Jon Rahm,22
5,0,37189,Harold Varner III,22
8,0,32200,Roberto Castro,21
9,0,25900,Lucas Glover,20
9,0,34256,Andrew Putnam,20
9,0,33486,Roger Sloan,20
9,0,33418,Shawn Stefani,20
13,0,51766,Wyndham Clark,19
13,0,23108,Matt Kuchar,19
13,0,34261,Scott Langley,19
13,0,26476,Chez Reavie,19
13,0,25493,Nick Taylor,19
13,0,26951,Johnson Wagner,19
19,0,34021,Bud Cauley,18
19,0,47959,Bryson DeChambeau,18
19,0,23325,Vaughn Taylor,18
22,0,29479,Scott Brown,17
22,0,23320,Ryan Palmer,17
22,0,34360,Patrick Reed,17
22,0,40115,Adam Svensson,17
26,0,30191,Julián Etulain,16
26,0,29725,Tony Finau,16
26,0,46717,Viktor Hovland,16
26,0,39971,Sungjae Im,16
26,0,25818,Scott Piercy,16
26,0,36699,Patrick Rodgers,16
26,0,37275,Sam Ryder,16
26,0,47128,Richy Werenski,16
34,0,49303,Anders Albertson,15
34,0,39997,Corey Conners,15
34,0,45157,Cam Davis,15
34,0,36689,Brooks Koepka,15
34,0,27936,Martin Laird,15
34,0,49766,Hank Lebioda,15
34,0,28237,Rory McIlroy,15
34,0,50525,Collin Morikawa,15
34,0,46601,Trey Mullinax,15
34,0,48081,Xander Schauffele,15
34,0,31560,Brian Stuard,15
34,0,33448,Justin Thomas,15
46,0,45526,Abraham Ancer,14
46,0,29970,Dylan Frittelli,14
46,0,30925,Dustin Johnson,14
46,0,28775,Nate Lashley,14
46,0,22405,Justin Rose,14
46,0,27649,Brandt Snedeker,14
46,0,32150,Michael Thompson,14
46,0,29484,Peter Uihlein,14
54,0,25364,Paul Casey,13
54,0,52372,Cameron Champ,13
54,0,28089,Jason Day,13
54,0,34099,Harris English,13
54,0,21209,Sergio Garcia,13
54,0,19846,Brian Gay,13
54,0,27644,Brian Harman,13
54,0,12716,Charley Hoffman,13
54,0,21961,Charles Howell III,13
54,0,32757,Patton Kizzire,13
54,0,39324,J.J. Spaun,13
65,0,25686,Jason Dufner,12
65,0,32448,James Hahn,12
65,0,35421,Brandon Harkins,12
65,0,26300,Matt Jones,12
65,0,29478,Kevin Kisner,12
65,0,26851,Marc Leishman,12
65,0,27129,Luke List,12
65,0,45486,Joaquin Niemann,12
65,0,26329,Louis Oosthuizen,12
65,0,20572,Rod Pampling,12
65,0,49771,J.T. Poston,12
65,0,24138,Ian Poulter,12
65,0,21528,Henrik Stenson,12
65,0,49960,Sepp Straka,12
65,0,23788,D.J. Trahan,12
65,0,27064,Jhonattan Vegas,12
65,0,32139,Danny Willett,12
65,0,49964,Aaron Wise,12
65,0,08793,Tiger Woods,12
84,0,24925,Jonathan Byrd,11
84,0,28307,Matt Every,11
84,0,40098,Matt Fitzpatrick,11
84,0,32102,Rickie Fowler,11
84,0,10809,Jim Furyk,11
84,0,33399,Adam Hadwin,11
84,0,26758,David Hearn,11
84,0,37455,Si Woo Kim,11
84,0,37454,Whee Kim,11
84,0,33204,Shane Lowry,11
84,0,32839,Hideki Matsuyama,11
84,0,47993,Denny McCarthy,11
84,0,48822,Sebastián Muñoz,11
84,0,28252,Seamus Power,11
84,0,24502,Adam Scott,11
84,0,35891,Cameron Smith,11
84,0,27214,Kevin Streelman,11
84,0,33419,Cameron Tringale,11
84,0,28132,Tyrone Van Aswegen,11
84,0,26289,Boo Weekley,11
104,0,27895,Jonas Blixt,10
104,0,33141,Keegan Bradley,10
104,0,35450,Patrick Cantlay,10
104,0,20229,Stewart Cink,10
104,0,45609,Tyler Duncan,10
104,0,30911,Tommy Fleetwood,10
104,0,31646,Emiliano Grillo,10
104,0,24924,Bill Haas,10
104,0,34098,Russell Henley,10
104,0,35532,Tom Hoge,10
104,0,35461,Beau Hossler,10
104,0,36799,Stephan Jaeger,10
104,0,30944,Jason Kokrak,10
104,0,31420,Anirban Lahiri,10
104,0,33410,Andrew Landry,10
104,0,32791,K.H. Lee,10
104,0,34466,Peter Malnati,10
104,0,29908,C.T. Pan,10
104,0,35732,Wes Roach,10
104,0,32058,José de Jesús Rodríguez,10
104,0,23621,Rory Sabbatini,10
104,0,29223,Sam Saunders,10
104,0,47347,Adam Schenk,10
104,0,34431,Robert Streb,10
104,0,27963,Chris Stroud,10
104,0,34264,Hudson Swafford,10
130,0,30978,Kiradech Aphibarnrat,9
130,0,27958,Ryan Blaum,9
130,0,26499,Rafa Cabrera Bello,9
130,0,29936,Ryan Fox,9
130,0,28679,Fabián Gómez,9
130,0,46402,Talor Gooch,9
130,0,39977,Max Homa,9
130,0,29420,Billy Horschel,9
130,0,35506,Mackenzie Hughes,9
130,0,27974,Sung Kang,9
130,0,30926,Chris Kirk,9
130,0,36326,David Lipsky,9
130,0,29461,Jamie Lovemark,9
130,0,24361,Pat Perez,9
130,0,46046,Scottie Scheffler,9
130,0,30110,Kyle Stanley,9
130,0,29518,Brendan Steele,9
130,0,32333,Kevin Tway,9
130,0,25804,Bubba Watson,9
130,0,56278,Matthew Wolff,9
150,0,19803,Ryan Armour,8
150,0,22371,Aaron Baddeley,8
150,0,28259,Sangmoon Bae,8
150,0,45734,John Catlin,8
150,0,25720,Chad Collins,8
150,0,46435,Austin Cook,8
150,0,54926,George Cunningham,8
150,0,35376,Roberto Díaz,8
150,0,23983,Luke Donald,8
150,0,46523,Joey Garber,8
150,0,39954,Cody Gribble,8
150,0,34363,Tyrrell Hatton,8
150,0,31557,Jim Herman,8
150,0,27141,J.B. Holmes,8
150,0,34174,John Huh,8
150,0,21731,Freddie Jacobson,8
150,0,24024,Zach Johnson,8
150,0,33122,Russell Knox,8
150,0,32640,Troy Merritt,8
150,0,52330,Dylan Meyer,8
150,0,25198,Francesco Molinari,8
150,0,36824,Paul Peterson,8
150,0,25240,D.A. Points,8
150,0,27556,Ted Potter Jr.,8
150,0,30946,Alex Prugh,8
150,0,30692,Scott Stallings,8
150,0,30927,Brendon Todd,8
150,0,25632,Jimmy Walker,8
150,0,27095,Nick Watney,8
150,0,31323,Gary Woodland,8
150,0,37340,Chase Wright,8
181,0,40026,Daniel Berger,7
181,0,28697,Gaganjeet Bhullar,7
181,0,40009,Dominic Bozzelli,7
181,0,47504,Sam Burns,7
181,0,32366,Kevin Chappell,7
181,0,34306,John Chin,7
181,0,23541,Ben Crane,7
181,0,29974,Branden Grace,7
181,0,34563,Chesson Hadley,7
181,0,12782,Tim Herron,7
181,0,29926,Danny Lee,7
181,0,37278,Nicholas Lindheim,7
181,0,01706,Davis Love III,7
181,0,50526,Tom Lovelady,7
181,0,24781,Hunter Mahan,7
181,0,55421,Chip McDaniel,7
181,0,24449,Parker McLachlin,7
181,0,33667,Carlos Ortiz,7
181,0,39327,Ben Silverman,7
181,0,34046,Jordan Spieth,7
181,0,33449,Zack Sucher,7
181,0,10387,Chris Thompson,7
203,0,21407,Arjun Atwal,6
203,0,29268,Bronson Burgoon,6
203,0,35110,Brett Drewitt,6
203,0,23353,J.J. Henry,6
203,0,49298,Kramer Hickok,6
203,0,34296,Wes Homan,6
203,0,47990,Kyle Jones,6
203,0,36852,Jim Knous,6
203,0,35879,Kelly Kraft,6
203,0,35449,Adam Long,6
203,0,28158,Steve Marino,6
203,0,24490,George McNeill,6
203,0,27933,John Merrick,6
203,0,01810,Phil Mickelson,6
203,0,39546,Keith Mitchell,6
203,0,26596,Ryan Moore,6
203,0,25396,Kevin Na,6
203,0,24140,Sean O'Hair,6
203,0,34709,Eddie Pepperell,6
203,0,32876,Martin Piller,6
203,0,53165,Doc Redman,6
203,0,46501,Ollie Schniederjans,6
203,0,26331,Charl Schwartzel,6
203,0,20645,John Senden,6
203,0,27330,Josh Teater,6
203,0,48887,Matt Wallace,6
203,0,21878,Mark Wilson,6
230,0,20098,Stuart Appleby,5
230,0,37212,Paul Barjon,5
230,0,24846,Ricky Barnes,5
230,0,32334,Charlie Beljan,5
230,0,33803,Lucas Bjerregaard,5
230,0,26418,Adam Bland,5
230,0,06522,Ernie Els,5
230,0,30736,Oscar Fraustro,5
230,0,30750,Tommy Gainey,5
230,0,52375,Doug Ghim,5
230,0,47988,Nick Hardy,5
230,0,29222,Billy Hurley III,5
230,0,27408,Martin Kaymer,5
230,0,39975,Michael Kim,5
230,0,30711,Colt Knost,5
230,0,32816,Satoshi Kodaira,5
230,0,01666,Bernhard Langer,5
230,0,27619,Ben Leong,5
230,0,34409,David Lingmerth,5
230,0,46442,Maverick McNealy,5
230,0,33293,Thomas Pieters,5
230,0,47856,Seth Reeves,5
230,0,30786,Brady Schnell,5
230,0,35617,Martin Trainer,5
230,0,45733,Austen Truslow,5
230,0,25349,Tim Wilkinson,5
230,0,54328,Norman Xiong,5
230,0,30261,Ryan Yip,5
258,0,57591,Cullan Brown,4
258,0,20472,Alex Cejka,4
258,0,20850,Daniel Chopra,4
258,0,11123,Chris Couch,4
258,0,23638,Brendon de Jonge,4
258,0,33653,Thomas Detry,4
258,0,46567,Paul Dunne,4
258,0,31416,Derek Fathauer,4
258,0,34136,Armando Favela,4
258,0,39412,Zack Fischer,4
258,0,24358,Robert Garrigus,4
258,0,46550,Brandon Hagy,4
258,0,27324,Seungsu Han,4
258,0,28938,Justin Harding,4
258,0,20766,Padraig Harrington,4
258,0,54628,Lee Hodges,4
258,0,33461,Morgan Hoffmann,4
258,0,08075,Jerry Kelly,4
258,0,31109,Richard Lee,4
258,0,01677,Tom Lehman,4
258,0,35296,Haotong Li,4
258,0,39004,Dru Love,4
258,0,37380,Curtis Luck,4
258,0,28300,Joost Luiten,4
258,0,40042,Tyler McCumber,4
258,0,34213,Grayson Murray,4
258,0,27349,Alex Noren,4
258,0,33968,Thorbjørn Olesen,4
258,0,32797,Sanghyun Park,4
258,0,47995,Davis Riley,4
258,0,39113,Shubhankar Sharma,4
258,0,06567,Vijay Singh,4
