RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,29222,Billy Hurley III,16
1,0,36689,Brooks Koepka,16
3,0,31323,Gary Woodland,15
4,0,34099,Harris English,12
5,0,24846,Ricky Barnes,11
5,0,28307,Matt Every,11
5,0,24138,Ian Poulter,11
5,0,27649,Brandt Snedeker,11
9,0,25364,Paul Casey,10
9,0,34021,Bud Cauley,10
9,0,35376,Roberto Díaz,10
9,0,33399,Adam Hadwin,10
9,0,47990,Kyle Jones,10
9,0,27974,Sung Kang,10
9,0,34261,Scott Langley,10
9,0,47347,Adam Schenk,10
9,0,33448,Justin Thomas,10
9,0,56278,Matthew Wolff,10
19,0,35450,Patrick Cantlay,9
19,0,34076,Joel Dahmen,9
19,0,40098,Matt Fitzpatrick,9
19,0,25900,Lucas Glover,9
19,0,27644,Brian Harman,9
19,0,34098,Russell Henley,9
19,0,31557,Jim Herman,9
19,0,29420,Billy Horschel,9
19,0,33410,Andrew Landry,9
19,0,49766,Hank Lebioda,9
19,0,01706,Davis Love III,9
19,0,47993,Denny McCarthy,9
19,0,26476,Chez Reavie,9
19,0,47856,Seth Reeves,9
19,0,22405,Justin Rose,9
19,0,48081,Xander Schauffele,9
19,0,29221,Webb Simpson,9
19,0,39324,J.J. Spaun,9
19,0,30692,Scott Stallings,9
19,0,40115,Adam Svensson,9
19,0,35617,Martin Trainer,9
19,0,27064,Jhonattan Vegas,9
41,0,27958,Ryan Blaum,8
41,0,57591,Cullan Brown,8
41,0,51766,Wyndham Clark,8
41,0,45157,Cam Davis,8
41,0,28089,Jason Day,8
41,0,47959,Bryson DeChambeau,8
41,0,29974,Branden Grace,8
41,0,54591,Ben Griffin,8
41,0,39971,Sungjae Im,8
41,0,37455,Si Woo Kim,8
41,0,36326,David Lipsky,8
41,0,50526,Tom Lovelady,8
41,0,33204,Shane Lowry,8
41,0,28237,Rory McIlroy,8
41,0,01810,Phil Mickelson,8
41,0,48822,Sebastián Muñoz,8
41,0,33968,Thorbjørn Olesen,8
41,0,32797,Sanghyun Park,8
41,0,46970,Jon Rahm,8
41,0,34360,Patrick Reed,8
41,0,35732,Wes Roach,8
41,0,37275,Sam Ryder,8
41,0,24502,Adam Scott,8
41,0,34046,Jordan Spieth,8
41,0,27095,Nick Watney,8
66,0,33948,Byeong Hun An,7
66,0,21407,Arjun Atwal,7
66,0,28259,Sangmoon Bae,7
66,0,26499,Rafa Cabrera Bello,7
66,0,52372,Cameron Champ,7
66,0,30911,Tommy Fleetwood,7
66,0,29970,Dylan Frittelli,7
66,0,46402,Talor Gooch,7
66,0,39954,Cody Gribble,7
66,0,24924,Bill Haas,7
66,0,32448,James Hahn,7
66,0,35506,Mackenzie Hughes,7
66,0,33122,Russell Knox,7
66,0,35879,Kelly Kraft,7
66,0,27936,Martin Laird,7
66,0,26851,Marc Leishman,7
66,0,34466,Peter Malnati,7
66,0,32839,Hideki Matsuyama,7
66,0,25572,Graeme McDowell,7
66,0,39546,Keith Mitchell,7
66,0,26329,Louis Oosthuizen,7
66,0,23320,Ryan Palmer,7
66,0,32876,Martin Piller,7
66,0,27556,Ted Potter Jr.,7
66,0,30946,Alex Prugh,7
66,0,32058,José de Jesús Rodríguez,7
66,0,23621,Rory Sabbatini,7
66,0,39113,Shubhankar Sharma,7
66,0,35891,Cameron Smith,7
66,0,33418,Shawn Stefani,7
66,0,34264,Hudson Swafford,7
66,0,23325,Vaughn Taylor,7
66,0,27330,Josh Teater,7
66,0,23788,D.J. Trahan,7
66,0,29484,Peter Uihlein,7
66,0,40006,Erik van Rooyen,7
66,0,37189,Harold Varner III,7
66,0,25632,Jimmy Walker,7
66,0,25804,Bubba Watson,7
66,0,32139,Danny Willett,7
66,0,49964,Aaron Wise,7
107,0,49303,Anders Albertson,6
107,0,45526,Abraham Ancer,6
107,0,30978,Kiradech Aphibarnrat,6
107,0,19803,Ryan Armour,6
107,0,22371,Aaron Baddeley,6
107,0,34310,Alexander Björk,6
107,0,40009,Dominic Bozzelli,6
107,0,29479,Scott Brown,6
107,0,29268,Bronson Burgoon,6
107,0,47504,Sam Burns,6
107,0,45734,John Catlin,6
