RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,48084,Wesley Bryan,159.5,998822000,174
2,0,19803,Ryan Armour,161.3,2084988000,359
3,0,10809,Jim Furyk,162.2,846701000,145
4,0,31560,Brian Stuard,162.6,1738209000,297
5,0,12510,Chad Campbell,162.7,1259556000,215
6,0,27649,Brandt Snedeker,163.0,1654952000,282
7,0,27942,Rob Oppenheim,164.6,1055013000,178
8,0,19846,Brian Gay,164.7,2063683000,348
9,0,37278,Nicholas Lindheim,164.8,1258039000,212
10,0,26758,David Hearn,165.7,1091749000,183
11,0,34466,Peter Malnati,166.2,1705592000,285
12,0,35879,Kelly Kraft,167.0,1490858000,248
12,0,46501,Ollie Schniederjans,167.0,1810056000,301
14,0,29485,Brett Stegmaier,167.2,1095799000,182
15,0,35376,Roberto Díaz,167.5,1085136000,180
16,0,23325,Vaughn Taylor,167.6,1647645000,273
17,0,37454,Whee Kim,167.9,1637998000,271
18,0,24024,Zach Johnson,168.1,1694779000,280
19,0,33410,Andrew Landry,168.2,1562116000,258
20,0,22582,Kyle Thompson,168.6,691922000,114
21,0,34409,David Lingmerth,168.7,1603327000,264
22,0,28500,Martin Flores,169.1,1504017000,247
23,0,23353,J.J. Henry,169.3,1298466000,213
23,0,29222,Billy Hurley III,169.3,1127221000,185
25,0,39327,Ben Silverman,169.5,1689793000,277
25,0,28132,Tyrone Van Aswegen,169.5,1714200000,281
27,0,26951,Johnson Wagner,169.9,1248056000,204
28,0,37338,Zecheng Dou,170.2,698485000,114
29,0,35506,Mackenzie Hughes,170.4,1539518000,251
29,0,30925,Dustin Johnson,170.4,1865225000,304
29,0,27556,Ted Potter Jr.,170.4,1674960000,273
29,0,33418,Shawn Stefani,170.4,1362219000,222
33,0,39997,Corey Conners,170.5,1761214000,287
34,0,34358,Jonathan Randolph,170.6,1167074000,190
35,0,46601,Trey Mullinax,170.8,1365342000,222
36,0,22056,Cameron Percy,171.0,972603000,158
36,0,29221,Webb Simpson,171.0,1896459000,308
36,0,47287,Ethan Tracy,171.0,1182094000,192
39,0,30926,Chris Kirk,171.5,2290389000,371
40,0,24138,Ian Poulter,171.6,1167385000,189
40,0,25892,Steve Wheatcroft,171.6,1019097000,165
42,0,20593,Greg Chalmers,171.8,785658000,127
43,0,33122,Russell Knox,171.9,1546876000,250
44,0,21961,Charles Howell III,172.0,1702690000,275
45,0,36689,Brooks Koepka,172.1,1418693000,229
46,0,27644,Brian Harman,172.4,1700372000,274
46,0,34256,Andrew Putnam,172.4,1719565000,277
48,0,39324,J.J. Spaun,172.5,1726687000,278
49,0,45526,Abraham Ancer,172.8,1890820000,304
49,0,25396,Kevin Na,172.8,1816052000,292
51,0,27958,Ryan Blaum,173.1,1770053000,284
51,0,24781,Hunter Mahan,173.1,1227373000,197
53,0,34563,Chesson Hadley,173.2,2262808000,363
53,0,35532,Tom Hoge,173.2,1977089000,317
53,0,27095,Nick Watney,173.2,1864794000,299
56,0,35310,Lanto Griffin,173.4,1391698000,223
56,0,31202,William McGirt,173.4,1585750000,254
56,0,34431,Robert Streb,173.4,1317191000,211
59,0,20157,Retief Goosen,173.5,743419000,119
60,0,20229,Stewart Cink,173.7,1557069000,249
61,0,40058,Zac Blair,173.8,1094858000,175
61,0,27141,J.B. Holmes,173.8,1601986000,256
63,0,28089,Jason Day,173.9,1295776000,207
63,0,29535,Brice Garnett,173.9,1697026000,271
65,0,34076,Joel Dahmen,174.0,1659764000,265
65,0,20572,Rod Pampling,174.0,883297000,141
65,0,37275,Sam Ryder,174.0,1716007000,274
68,0,34264,Hudson Swafford,174.5,1212355000,193
69,0,24361,Pat Perez,174.7,1163616000,185
69,0,26476,Chez Reavie,174.7,1408589000,224
71,0,29479,Scott Brown,174.8,1749208000,278
71,0,39975,Michael Kim,174.8,1126615000,179
71,0,23108,Matt Kuchar,174.8,1466238000,233
74,0,32876,Martin Piller,175.0,1367173000,217
75,0,33419,Cameron Tringale,175.1,1027412000,163
76,0,34363,Tyrrell Hatton,175.3,946854000,150
76,0,32816,Satoshi Kodaira,175.3,751157000,119
76,0,27936,Martin Laird,175.3,1552439000,246
79,0,32757,Patton Kizzire,175.4,1825010000,289
80,0,25632,Jimmy Walker,175.5,1547835000,245
81,0,39328,Conrad Shindler,175.6,998838000,158
82,0,28252,Seamus Power,175.8,1512426000,239
83,0,32150,Michael Thompson,175.9,1304297000,206
83,0,47128,Richy Werenski,175.9,1627738000,257
85,0,27895,Jonas Blixt,176.0,1038933000,164
85,0,40009,Dominic Bozzelli,176.0,1400272000,221
85,0,34174,John Huh,176.0,1932074000,305
85,0,32254,Xinjun Zhang,176.0,1266882000,200
89,0,24358,Robert Garrigus,176.1,1622558000,256
89,0,32640,Troy Merritt,176.1,1762290000,278
91,0,35421,Brandon Harkins,176.3,2157900000,340
92,0,23541,Ben Crane,176.4,1016008000,160
93,0,36799,Stephan Jaeger,176.6,1398676000,220
94,0,50526,Tom Lovelady,176.8,1756363000,276
94,0,08793,Tiger Woods,176.8,1565327000,246
96,0,28237,Rory McIlroy,176.9,1350050000,212
97,0,31420,Anirban Lahiri,177.2,1512051000,237
97,0,49771,J.T. Poston,177.2,1364890000,214
99,0,29478,Kevin Kisner,177.3,1397523000,219
100,0,27974,Sung Kang,177.4,1430353000,224
100,0,47347,Adam Schenk,177.4,1437172000,225
102,0,33204,Shane Lowry,177.5,1150282000,180
102,0,30692,Scott Stallings,177.5,1782614000,279
102,0,25834,Daniel Summerhays,177.5,760471000,119
102,0,29484,Peter Uihlein,177.5,1501401000,235
102,0,25804,Bubba Watson,177.5,1738354000,272
107,0,34098,Russell Henley,177.6,1412849000,221
108,0,45609,Tyler Duncan,177.8,1888057000,295
109,0,26300,Matt Jones,177.9,1120765000,175
110,0,12716,Charley Hoffman,178.0,1589623000,248
110,0,35461,Beau Hossler,178.0,2249555000,351
112,0,20472,Alex Cejka,178.1,1340012000,209
112,0,25686,Jason Dufner,178.1,1180029000,184
114,0,25240,D.A. Points,178.2,1007415000,157
114,0,37189,Harold Varner III,178.2,1738307000,271
116,0,28679,Fabián Gómez,178.3,1489032000,232
116,0,29908,C.T. Pan,178.3,1982999000,309
118,0,29420,Billy Horschel,178.5,2010777000,313
118,0,34046,Jordan Spieth,178.5,1805204000,281
120,0,33413,Ben Martin,178.6,1292255000,201
120,0,25818,Scott Piercy,178.6,1620484000,252
122,0,25198,Francesco Molinari,178.7,1421996000,221
123,0,34099,Harris English,178.8,1563713000,243
123,0,23621,Rory Sabbatini,178.8,1859758000,289
123,0,27963,Chris Stroud,178.8,1377525000,214
126,0,31646,Emiliano Grillo,178.9,1932130000,300
127,0,35545,Blayne Barber,179.0,1449524000,225
128,0,49964,Aaron Wise,179.1,2140777000,332
129,0,23320,Ryan Palmer,179.2,1529243000,237
130,0,26329,Louis Oosthuizen,179.5,1001846000,155
130,0,36699,Patrick Rodgers,179.5,1648059000,255
132,0,22371,Aaron Baddeley,179.7,1578508000,244
132,0,34021,Bud Cauley,179.7,938220000,145
132,0,29926,Danny Lee,179.7,1669428000,258
135,0,47125,Matt Atkins,179.8,906408000,140
135,0,35891,Cameron Smith,179.8,1449509000,224
137,0,26499,Rafa Cabrera Bello,180.1,1225076000,189
137,0,29223,Sam Saunders,180.1,1763346000,272
139,0,24846,Ricky Barnes,180.2,1174422000,181
140,0,33141,Keegan Bradley,180.3,1986330000,306
141,0,29461,Jamie Lovemark,180.4,1935847000,298
142,0,46970,Jon Rahm,180.6,1462617000,225
143,0,32333,Kevin Tway,180.8,2252452000,346
144,0,46402,Talor Gooch,181.1,1401723000,215
145,0,24925,Jonathan Byrd,181.2,1095840000,168
146,0,35544,Andrew Yun,181.4,718379000,110
147,0,24924,Bill Haas,181.5,1339337000,205
148,0,31416,Derek Fathauer,181.7,1544120000,236
149,0,25900,Lucas Glover,181.9,1034691000,158
150,0,29268,Bronson Burgoon,182.0,1467833000,224
150,0,25493,Nick Taylor,182.0,1664272000,254
152,0,33948,Byeong Hun An,182.1,1750398000,267
153,0,26596,Ryan Moore,182.3,1548844000,236
154,0,27214,Kevin Streelman,182.4,1937438000,295
155,0,01810,Phil Mickelson,182.6,2004666000,305
155,0,33448,Justin Thomas,182.6,2017859000,307
157,0,24140,Sean O'Hair,182.7,1341771000,204
157,0,22405,Justin Rose,182.7,1598121000,243
159,0,46435,Austin Cook,182.8,2381726000,362
160,0,24502,Adam Scott,182.9,1566864000,238
161,0,34213,Grayson Murray,183.1,1536246000,233
