RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,08793,Tiger Woods,68.18,240,352
2,0,06527,Steve Stricker,66.46,315,474
3,0,23108,Matt Kuchar,65.91,348,528
4,0,24138,Ian Poulter,65.14,256,393
5,0,01948,Tim Petrovic,64.97,384,591
6,0,25396,Kevin Na,64.82,363,560
7,0,19846,Brian Gay,64.79,403,622
8,0,10809,Jim Furyk,64.08,330,515
9,0,20127,Chris Riley,64.00,288,450
10,0,01132,Mark Brooks,63.93,195,305
11,0,20766,Padraig Harrington,63.66,289,454
12,0,01941,Tom Pernice Jr.,63.46,330,520
13,0,01945,Kenny Perry,63.18,338,535
14,0,10423,Mike Weir,63.15,353,559
15,0,06251,Chris DiMarco,63.07,374,593
15,0,27466,Spencer Levin,63.07,263,417
17,0,29221,Webb Simpson,63.03,399,633
18,0,10585,Scott McCarron,62.96,357,567
19,0,23135,Tim Clark,62.93,292,464
20,0,23983,Luke Donald,62.85,318,506
21,0,21878,Mark Wilson,62.83,360,573
22,0,26300,Matt Jones,62.71,185,295
23,0,22548,Patrick Sheehan,62.70,153,244
24,0,02214,Kirk Triplett,62.64,218,348
25,0,27649,Brandt Snedeker,62.60,313,500
26,0,10117,Bob Heintz,62.57,219,350
27,0,25632,Jimmy Walker,62.22,280,450
28,0,01320,Bob Estes,62.15,312,502
29,0,26695,Michael Letzig,62.14,366,589
29,0,24490,George McNeill,62.14,325,523
31,0,24024,Zach Johnson,62.10,331,533
32,0,23541,Ben Crane,62.07,365,588
33,0,26679,Kevin Stadler,62.06,211,340
34,0,24503,Jeff Klauk,61.91,356,575
35,0,28089,Jason Day,61.90,208,336
36,0,23778,Brad Adamonis,61.81,280,453
37,0,23800,Bryce Molder,61.77,223,361
38,0,25919,Brian Vranesh,61.76,189,306
39,0,07867,Woody Austin,61.64,323,524
40,0,23718,Nathan Green,61.53,411,668
41,0,21949,Joe Ogilvie,61.46,346,563
42,0,26498,Matt Weibring,61.37,224,365
43,0,08931,Glen Day,61.36,262,427
44,0,08845,Scott Sterling,61.32,149,243
45,0,08075,Jerry Kelly,61.30,320,522
46,0,26596,Ryan Moore,61.20,317,518
47,0,22961,David Mathis,61.19,309,505
47,0,02206,David Toms,61.19,328,536
49,0,23548,Bill Lunde,61.12,294,481
50,0,07457,Steve Flesch,60.82,281,462
51,0,21731,Freddie Jacobson,60.75,325,535
52,0,25686,Jason Dufner,60.74,311,512
53,0,20104,Ken Duke,60.73,351,578
54,0,21350,Ryuji Imada,60.68,358,590
55,0,20593,Greg Chalmers,60.67,290,478
56,0,10885,Robert Allenby,60.45,243,402
57,0,23623,Bo Van Pelt,60.44,333,551
58,0,25190,Jeff Quinney,60.12,309,514
59,0,06522,Ernie Els,60.05,242,403
60,0,28158,Steve Marino,59.96,322,537
61,0,26497,Casey Wittenberg,59.95,220,367
62,0,22046,Geoff Ogilvy,59.83,277,463
63,0,10860,Justin Leonard,59.81,323,540
64,0,20157,Retief Goosen,59.80,296,495
65,0,26881,Jarrod Lyle,59.78,214,358
66,0,01577,Lee Janzen,59.77,263,440
67,0,12510,Chad Campbell,59.75,285,477
68,0,01724,Jeff Maggert,59.73,270,452
69,0,12782,Tim Herron,59.65,337,565
70,0,22348,Nick O'Hern,59.61,307,515
71,0,26476,Chez Reavie,59.53,281,472
72,0,24924,Bill Haas,59.49,304,511
72,0,12705,Cliff Kresge,59.49,279,469
74,0,20572,Rod Pampling,59.40,259,436
75,0,02239,Scott Verplank,59.32,296,499
76,0,07749,Brett Quigley,59.14,304,514
77,0,12652,Cameron Beckman,59.03,304,515
78,0,24361,Pat Perez,59.00,282,478
79,0,12716,Charley Hoffman,58.97,342,580
80,0,01928,Corey Pavin,58.89,255,433
81,0,06595,Kevin Sutherland,58.88,335,569
82,0,01707,Steve Lowery,58.77,315,536
83,0,20160,Charlie Wi,58.73,343,584
84,0,27095,Nick Watney,58.67,308,525
85,0,22621,Ben Curtis,58.65,234,399
86,0,10425,Jay Williamson,58.64,190,324
87,0,26420,Richard Johnson,58.51,306,523
87,0,22405,Justin Rose,58.51,251,429
89,0,23353,J.J. Henry,58.43,312,534
90,0,24663,Y.E. Yang,58.42,281,481
91,0,22293,Heath Slocum,58.38,310,531
92,0,22371,Aaron Baddeley,58.35,276,473
93,0,28620,Aron Price,58.20,291,500
93,0,22913,John Rollins,58.20,330,567
95,0,21753,Brian Davis,58.10,366,630
95,0,28475,Jeff Overton,58.10,355,611
97,0,25900,Lucas Glover,58.09,334,575
98,0,24449,Parker McLachlin,58.08,309,532
99,0,01313,Steve Elkington,58.05,238,410
100,0,24781,Hunter Mahan,58.02,304,524
101,0,01161,Mark Calcavecchia,57.94,259,447
101,0,21209,Sergio Garcia,57.94,208,359
103,0,27120,Troy Matteson,57.92,300,518
104,0,27060,John Mallinger,57.80,315,545
105,0,01473,Todd Hamilton,57.74,306,530
106,0,26301,James Nitties,57.67,312,541
107,0,25818,Scott Piercy,57.61,284,493
108,0,20472,Alex Cejka,57.54,267,464
109,0,01706,Davis Love III,57.53,298,518
109,0,01810,Phil Mickelson,57.53,233,405
111,0,24358,Robert Garrigus,57.52,241,419
111,0,25240,D.A. Points,57.52,325,565
113,0,20229,Stewart Cink,57.50,276,480
113,0,24140,Sean O'Hair,57.50,253,440
115,0,26951,Johnson Wagner,57.49,288,501
116,0,26851,Marc Leishman,57.39,295,514
117,0,20848,Ángel Cabrera,57.38,210,366
118,0,21961,Charles Howell III,57.33,309,539
119,0,12602,Dean Wilson,57.32,278,485
120,0,01329,Brad Faxon,57.31,290,506
121,0,23349,Charles Warren,57.28,185,323
122,0,28780,Nicholas Thompson,57.27,319,557
123,0,06197,Michael Allen,57.25,233,407
124,0,29718,Anthony Kim,57.14,284,497
125,0,20070,Matt Bettencourt,57.06,372,652
126,0,20498,Briny Baird,57.05,271,475
127,0,22892,Jason Gore,56.91,243,427
128,0,20645,John Senden,56.87,298,524
129,0,23621,Rory Sabbatini,56.85,282,496
129,0,27770,Camilo Villegas,56.85,249,438
131,0,28087,Kris Blanks,56.71,186,328
132,0,23614,Rich Beem,56.63,222,392
133,0,22295,Darron Stiles,56.57,168,297
134,0,21805,Harrison Frazar,56.55,311,550
134,0,20574,Mathew Goggin,56.55,259,458
136,0,20691,Greg Owen,56.54,268,474
137,0,01035,Tommy Armour III,56.40,194,344
138,0,23320,Ryan Palmer,56.17,273,486
139,0,10733,Kent Jones,56.08,226,403
140,0,23497,Tag Ridings,56.02,149,266
141,0,24357,K.J. Choi,56.01,219,391
142,0,06004,Stephen Ames,55.96,244,436
143,0,30925,Dustin Johnson,55.95,287,513
144,0,20634,Peter Lonard,55.88,290,519
145,0,06643,Paul Goydos,55.82,283,507
145,0,01797,Rocco Mediate,55.82,259,464
147,0,06567,Vijay Singh,55.71,234,420
148,0,24925,Jonathan Byrd,55.56,250,450
149,0,23788,D.J. Trahan,55.47,284,512
150,0,01677,Tom Lehman,55.44,158,285
151,0,21959,Ted Purdy,55.40,313,565
152,0,20850,Daniel Chopra,55.33,327,591
153,0,01142,Bart Bryant,55.25,200,362
154,0,26289,Boo Weekley,55.22,254,460
155,0,23638,Brendon de Jonge,55.04,284,516
156,0,23325,Vaughn Taylor,54.91,291,530
157,0,30711,Colt Knost,54.83,210,383
158,0,07223,Brian Bateman,54.73,191,349
159,0,27933,John Merrick,54.58,286,524
160,0,20098,Stuart Appleby,54.55,282,517
161,0,31416,Derek Fathauer,54.30,221,407
161,0,06539,Rick Price,54.30,158,291
163,0,24507,Jason Bohn,54.26,261,481
164,0,24912,Will MacKenzie,54.14,216,399
164,0,25345,Carl Pettersson,54.14,314,580
166,0,25804,Bubba Watson,54.04,254,470
167,0,27214,Kevin Streelman,54.03,302,559
168,0,27963,Chris Stroud,53.91,255,473
169,0,01766,Billy Mayfair,53.68,270,503
170,0,26668,Marc Turnesa,53.41,274,513
171,0,24502,Adam Scott,53.16,185,348
172,0,28118,Peter Tomasulo,53.14,186,350
173,0,27683,Leif Olson,52.89,174,329
174,0,27141,J.B. Holmes,52.61,272,517
175,0,01226,Fred Couples,52.50,168,320
176,0,06621,Joe Durant,52.45,150,286
177,0,06012,Greg Kraft,52.22,165,316
178,0,24846,Ricky Barnes,51.78,175,338
179,0,27936,Martin Laird,51.18,217,424
180,0,30927,Brendon Todd,51.13,181,354
181,0,25562,Andres Romero,51.11,184,360
182,0,23048,Eric Axley,50.49,260,515
183,0,09011,David Duval,48.98,193,394
184,0,31323,Gary Woodland,45.08,133,295
